Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.9989233	0.2184171	0.3523622	0.1638205	0.3675071	0.2821031	0.2195849	0.1020246	0.9157090	0.2421538	0.8836633	0.8181417	0.3661716	0.2741279	0.0677515	0.0270151	0.4675525	0.1147526	0.1884585	0.7185295	0.3649821	0.7393892	0.1524953	0.4691014	0.0286090	0.9999962	0.1178202	0.2146840	0.8865053	0.6536349	0.9836167	0.0105604	0.4527662	0.3313376	0.9934920	0.0433795	0.5983732	0.5911816	0.3763953	0.3999234	0.6462058	0.3158146	0.0623205	0.5903268	0.2952095	0.6374599	0.1573448	0.1826918	0.1092902	0.5124921	0.5614930	0.8230722	0.9725845	0.5246496	0.5006005	0.9983539	0.8636157	0.7831506	0.1397557	0.6995337	0.9221436	0.2041335	0.1762849	0.9993113	0.1931640	0.1336611	0.5735961	0.1178441	0.4172330	0.0473946	0.1483636	0.6929572	0.9932059	0.7448698	0.7850579	0.1585754	0.9794278	0.0879199	0.3110420	0.6608278	0.5528136	0.6561447	0.5771075	0.3789033	0.0924980	0.5340882	0.7591982	0.6777858	0.6279606	0.6589347	0.8561464	0.4612743	0.8460720	0.3718480	0.6067469	0.1728925	0.3726407	0.8444708	0.9021029	0.0547244
500	0.9978459	0.2524770	0.3942689	0.1520258	0.3675098	0.2821634	0.2094055	0.1000089	0.9151476	0.2427864	0.8826040	0.8167830	0.3657709	0.2746847	0.0677514	0.0279047	0.4661774	0.1169177	0.1904865	0.6048963	0.3665692	0.7349300	0.1431492	0.4712738	0.0286083	0.9999986	0.1025122	0.2041919	0.8819616	0.6551159	0.9840533	0.0100326	0.4581328	0.3334828	0.9959157	0.0406867	0.5968161	0.5878769	0.3648796	0.3950908	0.6359183	0.3099562	0.0619025	0.6038508	0.2914622	0.6374559	0.1545920	0.1787637	0.1089906	0.5124134	0.5601178	0.8171250	0.9730969	0.5401335	0.5004046	0.9984613	0.8610551	0.7853916	0.1196712	0.7031362	0.9297495	0.1803041	0.1835059	0.9991462	0.1940152	0.1550434	0.5506193	0.1075503	0.4464888	0.0527850	0.1338327	0.6938274	0.9931842	0.7430293	0.7932706	0.1600018	0.9781717	0.0834314	0.3139350	0.6650347	0.5723735	0.6572432	0.5390336	0.3800335	0.0970954	0.5358078	0.7695672	0.6809606	0.6408020	0.6588930	0.8418788	0.4593599	0.8192726	0.3750782	0.6067460	0.1627218	0.3648207	0.8536610	0.9012217	0.0544870
550	0.9962968	0.2691320	0.4992106	0.1706870	0.2463891	0.4248218	0.2283606	0.2613991	0.8822238	0.2437337	0.8774884	0.5836323	0.3673840	0.2752602	0.0677562	0.0964071	0.5070512	0.0900513	0.2308049	0.4967932	0.3789157	0.7142171	0.1378023	0.4721767	0.0286673	0.9672250	0.0921378	0.1976448	0.8772590	0.6557263	0.7074288	0.0104527	0.3750857	0.3776195	0.9970379	0.0398109	0.5963466	0.5977004	0.3497737	0.4709187	0.4907535	0.4030258	0.0615712	0.6129450	0.2896691	0.7617078	0.1536634	0.3693718	0.1099002	0.6792068	0.5590491	0.8197734	0.9711540	0.5739492	0.4952476	0.7277615	0.8618535	0.7770815	0.2764875	0.7900698	0.9201796	0.1512212	0.1844667	0.9693468	0.1933729	0.1638801	0.5269900	0.2608962	0.4478900	0.0610758	0.1169828	0.7734526	0.9933958	0.7414974	0.7976714	0.1250654	0.8741018	0.0834987	0.5372509	0.6704085	0.5798035	0.4657618	0.5582885	0.3678599	0.0984256	0.5412864	0.8087518	0.7019736	0.7115602	0.6588999	0.8334044	0.4299874	0.7691492	0.3754139	0.6036539	0.1636068	0.3505255	0.8920997	0.8937768	0.1422448
600	0.9949361	0.2735155	0.6503876	0.2953748	0.1521925	0.5652156	0.3478621	0.4525740	0.8045229	0.2482665	0.8447802	0.3642106	0.3896412	0.2783963	0.0679545	0.1499078	0.6519347	0.0686044	0.2613053	0.3827723	0.4204124	0.6449685	0.1349489	0.4705663	0.0289259	0.9475884	0.0856725	0.1935870	0.8705826	0.6536392	0.3799456	0.0163427	0.2888086	0.3931211	0.9974515	0.0405400	0.5979841	0.6151408	0.3322268	0.5015401	0.2754634	0.5860880	0.0613368	0.6188355	0.2864615	0.8893939	0.1517768	0.5656489	0.1114795	0.8519656	0.5573686	0.8524228	0.9590288	0.6904010	0.4628288	0.4516312	0.8884399	0.7528288	0.4354544	0.8729296	0.8897829	0.1026271	0.1729244	0.9405973	0.1886092	0.1548580	0.4844412	0.4236233	0.4473817	0.0681651	0.0995931	0.8632232	0.9935083	0.6545335	0.8000790	0.0899471	0.7754072	0.0949352	0.7456338	0.6929867	0.5347971	0.4097572	0.6834752	0.3219527	0.0805891	0.5819699	0.8470613	0.8039560	0.8409520	0.6589586	0.8383745	0.2920359	0.7125277	0.3601590	0.5921192	0.1719621	0.3312151	0.9351590	0.8426960	0.1938520
650	0.9944168	0.2476609	0.7313590	0.4003034	0.1176333	0.6282253	0.4832086	0.5647001	0.6970748	0.2670478	0.7879261	0.2887798	0.4387142	0.2898759	0.0685190	0.1501537	0.7949573	0.0586611	0.2740377	0.3210131	0.4436584	0.5226360	0.1342680	0.4591762	0.0291949	0.9421409	0.0819814	0.1922139	0.8636911	0.6462047	0.1864840	0.0291628	0.2457461	0.3742470	0.9973847	0.0430752	0.6064346	0.6363465	0.3112030	0.4559477	0.1307322	0.7496346	0.0611766	0.6243552	0.2849614	0.9542713	0.1539191	0.6723847	0.1136879	0.9400409	0.5541011	0.8956044	0.9444393	0.8071841	0.4135464	0.3259049	0.9305485	0.7007371	0.5615077	0.8973262	0.8256359	0.0647233	0.1480250	0.9319672	0.1905129	0.1279339	0.4328351	0.5391304	0.4551321	0.0652665	0.0850392	0.9032579	0.9919799	0.5677566	0.7970013	0.0673772	0.7308396	0.1090377	0.8242388	0.7128851	0.4397127	0.4465490	0.7918080	0.2884828	0.0501430	0.7006787	0.9127358	0.8885460	0.9256158	0.6591711	0.8807029	0.1581191	0.6654420	0.3157716	0.5817584	0.2038233	0.3114702	0.9629716	0.7588945	0.2137579
700	0.9954412	0.2005177	0.7647629	0.4481706	0.1074568	0.6381696	0.5790579	0.6185820	0.6252023	0.3064159	0.7396569	0.3168122	0.4907980	0.3092645	0.0688146	0.1325514	0.8818156	0.0550565	0.2825376	0.2986291	0.4323596	0.4104679	0.1373904	0.4344438	0.0293597	0.9400190	0.0806754	0.1926947	0.8580824	0.6346414	0.0919706	0.0442913	0.2253063	0.3341120	0.9968149	0.0473567	0.6237459	0.6678513	0.2684645	0.3948839	0.0596130	0.8537494	0.0610611	0.6254109	0.2978274	0.9819914	0.1518174	0.7234282	0.1161724	0.9772931	0.5522631	0.9260413	0.9358418	0.8569497	0.3728396	0.2985672	0.9611963	0.6299607	0.6554228	0.8876905	0.7381068	0.0456685	0.1252343	0.9331247	0.2351504	0.0907986	0.3931039	0.6109573	0.4558136	0.0591721	0.0681587	0.9102386	0.9898602	0.5326569	0.7839780	0.0531122	0.7226149	0.1198751	0.8458558	0.7109265	0.3674455	0.4852461	0.8610648	0.2834174	0.0282999	0.8411437	0.9588868	0.9197395	0.9673280	0.6598000	0.9150026	0.0811291	0.6313042	0.2606571	0.5759018	0.2671101	0.2956873	0.9780462	0.7086575	0.2310093
750	0.9971138	0.1648649	0.7768801	0.4724650	0.1047876	0.6178652	0.6369322	0.6428687	0.6262596	0.3556560	0.7208574	0.3931173	0.5306833	0.3281497	0.0687001	0.1170666	0.9255391	0.0548458	0.2898260	0.2901058	0.4020096	0.3577812	0.1467303	0.4030213	0.0294477	0.9377059	0.0824527	0.1939082	0.8533996	0.6217601	0.0500411	0.0577465	0.2111689	0.2882366	0.9955656	0.0529931	0.6457478	0.7220270	0.2144326	0.3522844	0.0298405	0.9095355	0.0610337	0.6100561	0.3285966	0.9930574	0.1449231	0.7468241	0.1185295	0.9917406	0.5557336	0.9418827	0.9337022	0.8894979	0.3511544	0.3129720	0.9778856	0.5640626	0.7111144	0.8702795	0.6591089	0.0375108	0.1111751	0.9364830	0.3383972	0.0579353	0.3715859	0.6476354	0.4438081	0.0553346	0.0503029	0.9105519	0.9888420	0.5120892	0.7645127	0.0441673	0.7378664	0.1272954	0.8525669	0.6897603	0.3258295	0.5071485	0.9036390	0.3019818	0.0160517	0.9308959	0.9823393	0.9054843	0.9856371	0.6610317	0.9325877	0.0439340	0.6067192	0.2165049	0.5731823	0.3360471	0.2872935	0.9851872	0.7177087	0.2498957
800	0.9983737	0.1482318	0.7807054	0.4898635	0.1039881	0.5877739	0.6699139	0.6570354	0.6709878	0.3939472	0.7296853	0.4730163	0.5562970	0.3387395	0.0684521	0.1074448	0.9456740	0.0547788	0.2941426	0.2847065	0.3693916	0.3658228	0.1632197	0.3738829	0.0295060	0.9350052	0.0886337	0.1952824	0.8492172	0.6099793	0.0327622	0.0699283	0.1975047	0.2498995	0.9933902	0.0593049	0.6665819	0.7890528	0.1700835	0.3299039	0.0184660	0.9356779	0.0612363	0.5737488	0.3671223	0.9973323	0.1368011	0.7575924	0.1206358	0.9970740	0.5624146	0.9489791	0.9349154	0.9199965	0.3469919	0.3391792	0.9859209	0.5205261	0.7418576	0.8562745	0.6073219	0.0338227	0.1024219	0.9393383	0.4424942	0.0358694	0.3649868	0.6667494	0.4123770	0.0535815	0.0347417	0.9140459	0.9892494	0.4876617	0.7450315	0.0385202	0.7653816	0.1339513	0.8571342	0.6624781	0.3008041	0.5173101	0.9303507	0.3288496	0.0098202	0.9730384	0.9927961	0.8572678	0.9931541	0.6626651	0.9414665	0.0277134	0.5959635	0.1884807	0.5720465	0.3877079	0.2897906	0.9874250	0.7617491	0.2661884
850	0.9990531	0.1456700	0.7815583	0.5025562	0.1035876	0.5638418	0.6882799	0.6717518	0.7203820	0.4083930	0.7525652	0.5353427	0.5715408	0.3392891	0.0682402	0.1022830	0.9544519	0.0531919	0.2944385	0.2796826	0.3417069	0.4074031	0.1851549	0.3517083	0.0295571	0.9325230	0.1000871	0.1966219	0.8455116	0.6010316	0.0263523	0.0827102	0.1844461	0.2231476	0.9901118	0.0656372	0.6828975	0.8474492	0.1421327	0.3198231	0.0140838	0.9459549	0.0618428	0.5263018	0.4001678	0.9989540	0.1298000	0.7627081	0.1225193	0.9989822	0.5690581	0.9527495	0.9368051	0.9341433	0.3536197	0.3643869	0.9895981	0.5031336	0.7601157	0.8472007	0.5828341	0.0318540	0.0970596	0.9412436	0.5146811	0.0234117	0.3680485	0.6792465	0.3629153	0.0527746	0.0231320	0.9187067	0.9903850	0.4599037	0.7302351	0.0347944	0.7948312	0.1415517	0.8613748	0.6389524	0.2849517	0.5222595	0.9487793	0.3529970	0.0069368	0.9900734	0.9971548	0.8025696	0.9960495	0.6641582	0.9470293	0.0223226	0.6018424	0.1728750	0.5716117	0.4176743	0.3047992	0.9867691	0.8084536	0.2763982
900	0.9993328	0.1519586	0.7814862	0.5105526	0.1033084	0.5535353	0.6984150	0.6902653	0.7576528	0.4007600	0.7772174	0.5773799	0.5807983	0.3328773	0.0681009	0.0997291	0.9580950	0.0503946	0.2916717	0.2748242	0.3206687	0.4561293	0.2089746	0.3367252	0.0296035	0.9306293	0.1162550	0.1978489	0.8425054	0.5956701	0.0246916	0.0967433	0.1732567	0.2060695	0.9857215	0.0716295	0.6942786	0.8868311	0.1272449	0.3156368	0.0120854	0.9486600	0.0629599	0.4823432	0.4199846	0.9995642	0.1245634	0.7652255	0.1241913	0.9996506	0.5744194	0.9562457	0.9381408	0.9331599	0.3634160	0.3837212	0.9912616	0.5043671	0.7717451	0.8417214	0.5785629	0.0303947	0.0951512	0.9424199	0.5611112	0.0175833	0.3769893	0.6886606	0.3096608	0.0522952	0.0154124	0.9215739	0.9915705	0.4337469	0.7218081	0.0320866	0.8197562	0.1500003	0.8649158	0.6224328	0.2763268	0.5255426	0.9618986	0.3713930	0.0058077	0.9964398	0.9989002	0.7672423	0.9970183	0.6650231	0.9511071	0.0227622	0.6182289	0.1648605	0.5714706	0.4314915	0.3273136	0.9855123	0.8428362	0.2798870
950	0.9993730	0.1633662	0.7812306	0.5148484	0.1031147	0.5565262	0.7040366	0.7107062	0.7816665	0.3807612	0.7975392	0.6040208	0.5869407	0.3237836	0.0680200	0.0985311	0.9595110	0.0473503	0.2876120	0.2704120	0.3059072	0.4983772	0.2311641	0.3271313	0.0296422	0.9293401	0.1350602	0.1988942	0.8404107	0.5936184	0.0252513	0.1112300	0.1645213	0.1953596	0.9803394	0.0772042	0.7017999	0.9091444	0.1203312	0.3139426	0.0109357	0.9482542	0.0645022	0.4513088	0.4256716	0.9997942	0.1208746	0.7664895	0.1256004	0.9998812	0.5783414	0.9602745	0.9387010	0.9241138	0.3707792	0.3966380	0.9920228	0.5138618	0.7790611	0.8384305	0.5864571	0.0288541	0.0967498	0.9431563	0.5913297	0.0159207	0.3897114	0.6953395	0.2660173	0.0518693	0.0106830	0.9224794	0.9925214	0.4122669	0.7187993	0.0299341	0.8381255	0.1583364	0.8677355	0.6121930	0.2739293	0.5283867	0.9703959	0.3827916	0.0055193	0.9987191	0.9995812	0.7593942	0.9971741	0.6651281	0.9540987	0.0261286	0.6359785	0.1609879	0.5714458	0.4361124	0.3481296	0.9854033	0.8639239	0.2782405
1000	0.9992558	0.1769883	0.7810167	0.5168308	0.1029914	0.5682533	0.7072338	0.7292863	0.7961518	0.3577213	0.8122189	0.6208964	0.5913785	0.3150702	0.0679763	0.0979923	0.9600071	0.0447274	0.2836426	0.2666662	0.2961437	0.5305098	0.2496485	0.3209677	0.0296714	0.9285072	0.1538535	0.1996942	0.8392644	0.5939434	0.0269844	0.1248294	0.1581382	0.1884199	0.9740937	0.0824445	0.7067602	0.9202502	0.1176766	0.3132370	0.0101939	0.9468843	0.0661251	0.4356198	0.4207523	0.9998821	0.1183121	0.7671276	0.1266739	0.9999599	0.5809271	0.9644324	0.9386984	0.9126921	0.3732420	0.4045255	0.9923799	0.5244340	0.7833652	0.8364008	0.5995727	0.0271002	0.1011592	0.9436556	0.6097696	0.0166450	0.4047298	0.6991889	0.2360651	0.0513643	0.0079348	0.9228553	0.9932174	0.3961478	0.7192224	0.0281754	0.8506145	0.1656975	0.8700866	0.6063374	0.2760136	0.5309277	0.9749476	0.3866464	0.0055808	0.9995178	0.9998423	0.7739319	0.9969809	0.6646616	0.9561717	0.0303768	0.6498748	0.1592267	0.5714605	0.4365101	0.3622676	0.9867162	0.8753948	0.2738825

0	0.9967815	0.2314560	0.7807305	0.5193816	0.1028367	0.6416998	0.7130571	0.7120239	0.8208361	0.2832426	0.8421957	0.6578843	0.6029577	0.2923646	0.0679320	0.0975691	0.9606164	0.0385455	0.2732032	0.2558934	0.2785327	0.6062841	0.3019173	0.3068796	0.0297357	0.9267814	0.2229527	0.1996210	0.8421701	0.6054500	0.0439083	0.1687310	0.1444230	0.1722961	0.9003987	0.1119955	0.7183023	0.9224457	0.1215291	0.3127719	0.0103544	0.9409521	0.0638205	0.5164407	0.3549783	0.9999444	0.1135415	0.7688247	0.1265474	1.0000000	0.5805701	0.9720783	0.9389416	0.8705165	0.3309371	0.4160289	0.9928080	0.5502506	0.7886189	0.8322945	0.6568187	0.0186279	0.1244795	0.9454700	0.5079275	0.0303560	0.4888858	0.6928528	0.1950653	0.0461910	0.0040671	0.9285076	0.9952441	0.3623037	0.7393016	0.0226258	0.8756347	0.1878389	0.8786873	0.5998646	0.2888249	0.5331127	0.9589045	0.3556137	0.0065793	0.9999353	1.0000000	0.9192810	0.9950898	0.6606459	0.9609365	0.0433999	0.6800894	0.1579535	0.5715454	0.4308693	0.3779157	0.9967413	0.8854385	0.2537642
