Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G71A	G95	G96	G97	G98	G99	G100
450	0.5285297	0.4999731	0.2432752	0.4355457	0.6900407	0.5744008	0.6187821	0.4262910	0.2824421	0.0809819	0.2793252	0.5135594	0.2911753	0.2299209	0.4817837	0.6230243	0.4245520	0.7005628	0.1732736	0.3207354	0.0282077	0.7560660	0.1616385	0.3771517	0.5413540	0.3790967	0.7210325	0.3876236	0.4231679	0.5552330	0.3454021	0.1735870	0.0848190	0.2124086	0.0179118	0.0147884	0.5129779	0.3572663	0.7289718	0.0716081	0.5016431	0.1110110	0.4809293	0.0237078	0.3663762	0.0799327	0.3135244	0.2497303	0.0339677	0.5077800	0.1794243	0.6127521	0.3110004	0.1690617	0.6836532	0.3198038	0.4695353	0.0656810	0.0243359	0.7159003	0.6773103	0.2583617	0.5691127	0.6753399	0.5801374	0.6166823	0.2110975	0.0358216	0.4095643	0.0134393	0.5657194	0.2851935	0.6204852	0.1669887	0.3747940	0.0163368	0.3772038	0.0024726	0.0342120	0.4971167	0.6439080	0.3305995	0.0066524	0.1406171	0.2370487	0.5138790	0.4090607	0.1523760	0.2054110	0.8181993	0.3490138	0.4976911	0.0301855	0.5592178	0.6075067	0.3501764	0.6993044	0.0756285	0.5796285	0.6590743
500	0.5285424	0.4313031	0.3547100	0.4025836	0.6293628	0.4797000	0.6833043	0.5876847	0.2337258	0.0543427	0.3973558	0.5112283	0.4366972	0.3238628	0.4182656	0.5239610	0.4195222	0.6319596	0.1450465	0.3519061	0.0342667	0.7378835	0.1697885	0.3143463	0.4870006	0.4335599	0.6837101	0.3664154	0.4439722	0.4856760	0.3951444	0.1619021	0.0497367	0.2081086	0.0066209	0.0183433	0.3947984	0.3333714	0.7901678	0.0822880	0.4301709	0.0832018	0.5397153	0.0191122	0.3688394	0.0721604	0.2725666	0.2450331	0.0613076	0.3651195	0.1599137	0.8220726	0.2590716	0.2220777	0.7060705	0.2661240	0.3621665	0.0726761	0.0151357	0.7261734	0.7085931	0.2992762	0.5290375	0.6803179	0.6125557	0.5551613	0.2682165	0.0290488	0.5853394	0.0285368	0.5878051	0.2791264	0.5532548	0.1289408	0.3005600	0.0062589	0.4127628	0.0104022	0.0267189	0.5263679	0.6209723	0.2467027	0.0065401	0.0814763	0.2348815	0.5574548	0.4835910	0.1464512	0.1670395	0.6732534	0.2947573	0.3944682	0.0149377	0.6041772	0.5814261	0.3685265	0.7887613	0.0925547	0.3993560	0.6841707
550	0.5856314	0.4673193	0.3053550	0.3481299	0.5735330	0.5092018	0.6822842	0.5301274	0.3631780	0.0159648	0.3216675	0.5666516	0.4826822	0.2842589	0.4379561	0.5364765	0.4359134	0.7262092	0.1209003	0.3869664	0.0528955	0.7358963	0.1766469	0.2829421	0.4774511	0.4329296	0.5173454	0.3654653	0.4533738	0.4953074	0.3967101	0.1093722	0.0359323	0.2118242	0.0141107	0.0844596	0.2517270	0.3776795	0.4938941	0.0650587	0.4324771	0.1693817	0.5498500	0.0361169	0.3118106	0.2408833	0.3668457	0.2835274	0.0191175	0.2463344	0.1408086	0.6732301	0.3400434	0.2132666	0.6790078	0.3194545	0.3604840	0.1458747	0.0207789	0.6524390	0.7564268	0.4045933	0.6331192	0.7723677	0.5240565	0.6716751	0.2184060	0.0145631	0.4996962	0.1016130	0.6527662	0.2358039	0.5410545	0.0771437	0.3198826	0.0299980	0.3301207	0.0077758	0.0101408	0.5501427	0.5897584	0.3056174	0.0003322	0.1420327	0.4209661	0.5711367	0.5372948	0.1436094	0.3659770	0.6408661	0.2497858	0.4587605	0.0500485	0.4912608	0.4934968	0.3064275	0.6820704	0.0661992	0.4276906	0.4604518
600	0.4488208	0.6858100	0.2509875	0.3434031	0.6049053	0.5619411	0.5676768	0.5529094	0.4567465	0.0241964	0.3770297	0.5769169	0.4379025	0.3428233	0.5225610	0.6133070	0.4814682	0.8139871	0.2005840	0.4084648	0.0563743	0.7092030	0.0908708	0.2687952	0.4761778	0.5622150	0.5851666	0.5407162	0.4843884	0.4328729	0.3165197	0.0656771	0.0605612	0.2442650	0.0078804	0.0591509	0.1723280	0.3301503	0.5935746	0.0528608	0.3693872	0.1000019	0.4568117	0.0165663	0.2538784	0.5769140	0.3906770	0.2665212	0.0679308	0.2716723	0.0825426	0.6346652	0.2520973	0.2426165	0.6018311	0.3705795	0.4217480	0.1512646	0.0021870	0.7265540	0.6555482	0.2758091	0.6613326	0.6219448	0.5295510	0.5757035	0.2218650	0.0701160	0.5365289	0.1375922	0.6451292	0.2355750	0.6786877	0.1035608	0.3386643	0.1228024	0.3635070	0.0088843	0.0167468	0.5404814	0.4756026	0.2189504	0.0006638	0.2381325	0.5874597	0.7250991	0.5609320	0.1956390	0.3790860	0.7550789	0.2473548	0.5573194	0.0911105	0.6390096	0.4726285	0.1186293	0.7265586	0.0765271	0.3742004	0.5816352
650	0.3655455	0.5802876	0.2513560	0.2835453	0.6038906	0.6271021	0.5712837	0.6816840	0.5216493	0.0139338	0.4208183	0.7485100	0.5961176	0.2461534	0.5359019	0.4532763	0.3920062	0.6308646	0.3671406	0.4143973	0.0377991	0.7552161	0.0860544	0.3716701	0.3837935	0.3956302	0.5062031	0.6340266	0.4316647	0.3973244	0.3808563	0.0376031	0.0704904	0.3074538	0.0071317	0.2053160	0.1133104	0.2849792	0.7108879	0.0382847	0.4142728	0.1192030	0.5136271	0.0110692	0.2305183	0.5385636	0.3245424	0.3371714	0.0636015	0.3193162	0.2278473	0.6641016	0.5249542	0.2592869	0.6724776	0.3520517	0.3935755	0.1011451	0.0189424	0.6145833	0.6711859	0.2173936	0.5788326	0.5773188	0.4735155	0.7093882	0.1926589	0.1323115	0.6198277	0.1143194	0.5848253	0.2534134	0.5822141	0.0861632	0.3659579	0.1112130	0.4277423	0.0211236	0.0042496	0.6573839	0.5332931	0.2711782	0.0093479	0.1487816	0.7149096	0.6580823	0.4389402	0.1754748	0.2422139	0.6203817	0.2809115	0.6188968	0.0686149	0.4064920	0.4506620	0.1486269	0.6413636	0.0681390	0.3303975	0.7681340
700	0.3062265	0.5862148	0.2717293	0.3056222	0.5863150	0.6465430	0.6524814	0.5050600	0.6999245	0.0049565	0.4275352	0.5888345	0.5192539	0.3371123	0.5313783	0.5169631	0.4470489	0.7072694	0.4538533	0.3842047	0.0326980	0.5762516	0.0540240	0.3711554	0.3791665	0.3712178	0.6006870	0.7121146	0.4705026	0.4414310	0.5078989	0.0416731	0.0633663	0.2069145	0.0143950	0.3439283	0.0414138	0.3152436	0.7704747	0.0400501	0.3305510	0.1965948	0.5485131	0.0202595	0.0718652	0.5675396	0.3311994	0.3101764	0.0901102	0.2758724	0.3519379	0.7929653	0.4314130	0.2670569	0.8299658	0.5064560	0.4729877	0.0861754	0.0053854	0.6261736	0.6704491	0.2906836	0.7052036	0.5208348	0.5813168	0.7317914	0.2710991	0.1257514	0.5908417	0.1180176	0.5981455	0.2550365	0.6422744	0.0720769	0.2425530	0.1723721	0.5572767	0.0015440	0.0096577	0.6117202	0.5370021	0.4188417	0.0043810	0.1741066	0.6530373	0.6303528	0.4883567	0.1322318	0.3379333	0.5226158	0.2431341	0.3828597	0.0655675	0.5432904	0.4111960	0.0870097	0.6992186	0.0313007	0.1698311	0.7599288
750	0.2599085	0.6534816	0.1882885	0.2629516	0.5307555	0.5976776	0.5671617	0.5811484	0.7000948	0.0235135	0.5570115	0.5789956	0.5538005	0.2973158	0.6494903	0.5336842	0.4846220	0.7923619	0.6144972	0.3734155	0.0323535	0.5923217	0.0661138	0.4682346	0.3220891	0.3549295	0.7421287	0.6244760	0.3965907	0.5068117	0.4035441	0.0408717	0.0403450	0.2557085	0.0140463	0.5146194	0.0734310	0.3478611	0.6943511	0.0449858	0.3946048	0.1029280	0.5319786	0.0150621	0.1060921	0.5878213	0.3026772	0.2659724	0.0913976	0.2139041	0.3733341	0.7192488	0.3728978	0.2055005	0.6297910	0.3973675	0.5807602	0.1307457	0.0138575	0.5829901	0.6844690	0.1591963	0.7163044	0.5003760	0.5544434	0.6951280	0.2750139	0.1700163	0.5584733	0.1291310	0.4797169	0.2469961	0.6530784	0.0643124	0.1778490	0.2225461	0.4144061	0.0108989	0.0027027	0.7475319	0.7733753	0.3458641	0.0021276	0.1727556	0.6193757	0.6203727	0.2735905	0.1572102	0.2966493	0.5851570	0.3272036	0.4751406	0.0946453	0.3295448	0.4168438	0.0405452	0.6600250	0.0232668	0.1758212	0.6328052
800	0.2908734	0.4887961	0.1897794	0.2310812	0.4037657	0.6606805	0.5798898	0.7379844	0.7759497	0.0070006	0.5002672	0.6816661	0.3968725	0.3821334	0.6672421	0.5704966	0.4623380	0.7725668	0.8067565	0.3579853	0.0255444	0.7168963	0.1027139	0.5429677	0.4016194	0.4210124	0.7681239	0.6337674	0.3994268	0.4758430	0.4858000	0.0494047	0.0297508	0.2446587	0.0087147	0.4396991	0.0691370	0.2523364	0.6444170	0.0230879	0.4995240	0.1347963	0.5451440	0.0144493	0.0948401	0.4978462	0.2791950	0.2431706	0.0684977	0.2390309	0.3480374	0.7682885	0.2925717	0.2255053	0.6150279	0.4070253	0.4932933	0.1400127	0.0061964	0.6552799	0.7243576	0.1168472	0.7023648	0.4075975	0.4594002	0.6426851	0.2876429	0.0893145	0.5861670	0.0958130	0.4802059	0.2960212	0.6340002	0.0656304	0.1628539	0.1195110	0.5743211	0.0017219	0.0078298	0.5451115	0.5298909	0.3618429	0.0000000	0.1817108	0.5382819	0.6423487	0.2369974	0.1308012	0.3499903	0.5841401	0.1963771	0.5818838	0.0695328	0.3428978	0.3204451	0.0412238	0.7548107	0.0108511	0.1272768	0.8061531
850	0.3371617	0.5847886	0.1453816	0.1597696	0.4338707	0.5768113	0.6915796	0.5732830	0.9008933	0.0189905	0.5676632	0.6064469	0.5322554	0.3849821	0.5079344	0.5774875	0.3574222	0.7498337	0.6485936	0.2906841	0.0578634	0.7003965	0.0948388	0.3959336	0.2825849	0.4278897	0.6596716	0.7383442	0.4687015	0.5597538	0.4733454	0.0532961	0.0760396	0.3118226	0.0041131	0.6342136	0.0596783	0.4161984	0.7294911	0.0234385	0.5189220	0.0800978	0.5455450	0.0050787	0.0957000	0.6427211	0.2417834	0.2418481	0.1251174	0.2841341	0.4832456	0.6159385	0.2474067	0.3024815	0.5436625	0.3908114	0.5581740	0.1996155	0.0074707	0.6003100	0.6084991	0.1011066	0.8155897	0.4029435	0.4152585	0.6298767	0.3076033	0.1429059	0.6447667	0.1121822	0.3344921	0.3160510	0.6721145	0.0751791	0.1252144	0.1234167	0.5267855	0.0000607	0.0050708	0.7945429	0.5999962	0.3417498	0.0017050	0.1506234	0.5266183	0.5850686	0.1571761	0.1864916	0.4245218	0.6867805	0.1760677	0.5200907	0.0964299	0.3435042	0.2917855	0.0598844	0.5999682	0.0126355	0.1454918	0.7284873
900	0.3085240	0.6948122	0.1397440	0.2008253	0.4237788	0.6232072	0.7063024	0.5609804	0.6644637	0.0283548	0.5925875	0.5997288	0.4458178	0.3384226	0.5674101	0.4896565	0.3627782	0.6832784	0.6398286	0.2994803	0.0275460	0.6510682	0.0617282	0.4198029	0.3497765	0.5450000	0.6633937	0.6992182	0.4363254	0.3969435	0.4212313	0.0538144	0.0391115	0.2156686	0.0066944	0.5518393	0.0605575	0.3691231	0.6815435	0.0250673	0.5438561	0.1095377	0.4265616	0.0022271	0.0819166	0.7071944	0.2966443	0.2772857	0.1223926	0.2161962	0.3943374	0.5836670	0.3337580	0.2134660	0.6607177	0.2617433	0.5520228	0.1274251	0.0034490	0.5784738	0.8397818	0.0893604	0.6279894	0.3727667	0.4991692	0.6639940	0.2435998	0.0983975	0.6637945	0.1138361	0.4078089	0.2990284	0.7001685	0.1120624	0.0936966	0.0750994	0.5428749	0.0005746	0.0049483	0.5882719	0.6314161	0.3350717	0.0043848	0.0926494	0.7233568	0.5083738	0.1866126	0.1810434	0.4275827	0.5333549	0.1237763	0.5558029	0.0587468	0.3153239	0.2708285	0.0505675	0.6925218	0.0239688	0.1237659	0.5379870
950	0.3211315	0.6446345	0.1097548	0.1509971	0.5402764	0.6998267	0.6876238	0.7190630	0.6784725	0.0061196	0.4281906	0.6467703	0.5349641	0.3938531	0.6197610	0.4349786	0.3960558	0.7289862	0.6112444	0.3498283	0.0377078	0.6461706	0.0682327	0.4405940	0.3773432	0.5324660	0.6394202	0.6894461	0.5054845	0.4608822	0.3902839	0.0611062	0.0331849	0.2596024	0.0045769	0.6061711	0.1217488	0.3668368	0.6314456	0.0251917	0.4355706	0.0731420	0.4225890	0.0094037	0.0699131	0.6009044	0.3163658	0.3399064	0.1820323	0.1599941	0.4376252	0.6940828	0.2761662	0.2908112	0.6013691	0.3605769	0.6380326	0.1128431	0.0028516	0.5178659	0.7178628	0.1311508	0.6352314	0.4747236	0.5927297	0.7590511	0.1948128	0.1505856	0.4955085	0.0795089	0.2767238	0.3331444	0.7152373	0.1299719	0.1550101	0.1753014	0.6840430	0.0022287	0.0125754	0.7099217	0.5367024	0.3648372	0.0006105	0.1035687	0.5556583	0.4997017	0.1171568	0.1257295	0.2698516	0.5436934	0.2175373	0.6887872	0.0647086	0.4030533	0.2430353	0.0717426	0.6695632	0.0131211	0.1475675	0.6082813
1000	0.2788584	0.6114274	0.1340499	0.2843822	0.4779456	0.6740789	0.4951915	0.6719374	0.7309613	0.0266768	0.4613889	0.6808842	0.4347212	0.3229146	0.5629109	0.4724692	0.3440467	0.6901335	0.6541534	0.3881656	0.0354403	0.7224647	0.0766697	0.3989624	0.4008794	0.4068567	0.5825226	0.8235847	0.5035326	0.3804091	0.3031578	0.0392280	0.0294171	0.2442534	0.0045157	0.5779271	0.0820492	0.3634370	0.5452320	0.0202397	0.5354697	0.0746491	0.4613968	0.0055829	0.0635891	0.6944660	0.3633943	0.2687930	0.1620715	0.1947844	0.3523799	0.7946785	0.2483146	0.2058566	0.6736173	0.2693349	0.6229277	0.1384678	0.0038762	0.6705521	0.7367957	0.1840229	0.7095557	0.4970058	0.6730767	0.7073608	0.2862626	0.1523932	0.5813092	0.1032435	0.3566696	0.3073154	0.6328350	0.1423339	0.1755689	0.1933311	0.6004606	0.0036853	0.0124460	0.6785019	0.6295397	0.3315373	0.0015040	0.1172290	0.5489851	0.5517166	0.1748051	0.1327049	0.3176194	0.6189399	0.1910256	0.5482737	0.0277727	0.3581551	0.2600221	0.0344471	0.6138342	0.0050889	0.1370258	0.6047984

0	0.3229055	0.6249476	0.0953541	0.2602222	0.5045491	0.6747126	0.6981033	0.7558283	0.7159384	0.0147143	0.5391061	0.6226320	0.5719774	0.3842827	0.5348271	0.5923805	0.4592258	0.6322827	0.6692343	0.4109557	0.0305223	0.6882484	0.0846377	0.4777279	0.4831890	0.3422003	0.6635193	0.7256867	0.3682169	0.4398130	0.4401252	0.0281828	0.0525445	0.2712935	0.0181191	0.5116231	0.0603594	0.4140007	0.6076955	0.0109780	0.4459960	0.1214641	0.4945657	0.0005767	0.0693932	0.7260541	0.2847600	0.2184512	0.1076451	0.3176044	0.4014217	0.8430391	0.3496671	0.3193792	0.8607035	0.3298767	0.6898908	0.1358331	0.0223101	0.5195256	0.7969016	0.1152680	0.6766747	0.4893390	0.5478615	0.6982718	0.3287614	0.1247973	0.6495243	0.1576339	0.3519733	0.3180666	0.6434505	0.0764578	0.1051287	0.2116960	0.6475620	0.0003861	0.0372723	0.6360246	0.8731856	0.4340744	0.0041701	0.1581819	0.7596185	0.6525201	0.1615097	0.1407019	0.3265338	0.6416269	0.2226773	0.5447893	0.0247484	0.3840738	0.3549817	0.0613758	0.7018910	0.0037654	0.0757919	0.7152773
