"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2342530	0.3571795	0.6450231	0.3001871	0.0969418	0.0941565	0.0232769	0.1338528	0.5823918	0.6236425	0.5290229	0.3609069	0.2040038	0.0712251	0.5353153	0.4808900	0.5395546	0.6788584	0.5699718	0.0210412	0.6787438	0.3861022	0.5540840	0.0443423	0.1098923	0.3837692	0.2921368	0.3526049	0.6426334	0.6988362	0.4654264	0.2386502	0.2552032	0.2223879	0.0077854	0.0227927	0.6839985	0.0061898	0.5642009	0.3495507	0.3457598	0.2146302	0.0877703	0.0397803	0.5987905	0.3124986	0.0010516	0.5881823	0.2282471	0.3663559	0.1290568	0.7091463	0.0274740	0.2742865	0.3891376	0.3503131	0.6619592	0.4142250	0.6450023	0.1845692	0.8211316	0.1515912	0.3904711	0.0117962	0.3787228	0.4281238	0.0916685	0.3677213	0.8453426	0.4597054	0.6014257	0.3303335	0.0002909	0.2060741	0.5263190	0.7254531	0.0006273	0.6143073	0.3009217	0.6536477	0.1021212	0.3452232	0.7185000	0.6585315	0.5893516	0.3853565	0.3886203	0.1851162	0.5404654	0.0265067	0.6884293	0.0793425	0.0656187	0.0587202	0.0487310	0.0007688	0.3398031	0.2295969	0.4116446	0.1346159
500	0.1731467	0.4820631	0.5454556	0.2889937	0.2333104	0.0689741	0.0072915	0.1552092	0.5168543	0.6087716	0.4766780	0.3413058	0.1977247	0.0431667	0.5716635	0.3875115	0.5396050	0.6418534	0.4641868	0.0156612	0.5924794	0.2144636	0.3891647	0.0494331	0.0698665	0.3747486	0.2597665	0.3868782	0.6783605	0.7587917	0.4829563	0.2467688	0.2336626	0.2660513	0.0028430	0.0329567	0.5622673	0.0031401	0.7079340	0.3086846	0.2793916	0.1702074	0.0803141	0.0416967	0.6084129	0.3487367	0.0032835	0.5867080	0.2511026	0.3994149	0.1122905	0.6597897	0.0365582	0.2156344	0.4125435	0.3839028	0.6540438	0.3931896	0.8427698	0.2336070	0.8309363	0.2080552	0.3054321	0.0099556	0.3394402	0.4659541	0.1065510	0.2229111	0.6998986	0.4429885	0.6604607	0.3966988	0.0008791	0.2408620	0.6206325	0.7000849	0.0023992	0.5764348	0.2569341	0.6746444	0.1257857	0.3501755	0.5960020	0.5401513	0.6203825	0.3877087	0.4100865	0.1444149	0.4286266	0.0133252	0.5337731	0.0525546	0.0361154	0.0655088	0.0544438	0.0017822	0.3379099	0.4647830	0.3596667	0.0531895
550	0.3868813	0.4069487	0.6730570	0.2259896	0.2340842	0.0814747	0.0166419	0.1872721	0.6446964	0.5940501	0.5179852	0.3310227	0.2019898	0.1022109	0.4735978	0.4703893	0.3783305	0.7466433	0.4976650	0.0320869	0.5532693	0.2095851	0.3585179	0.1042070	0.2056654	0.3683891	0.2183835	0.3614845	0.6587938	0.6876186	0.5454045	0.2190573	0.2449086	0.2599986	0.0181693	0.0400608	0.3622220	0.0329035	0.6515270	0.4359268	0.3020456	0.1654523	0.0496996	0.1044064	0.5116272	0.3409856	0.0226139	0.6865166	0.3035048	0.5079250	0.1222933	0.6689602	0.0375371	0.2631370	0.3774024	0.3695885	0.7019348	0.3842579	0.6113977	0.3966719	0.5813343	0.2074304	0.3945576	0.0320828	0.4239443	0.6052374	0.0434415	0.1876629	0.7300510	0.3567808	0.5043547	0.2911376	0.0072303	0.1595521	0.5757562	0.5813416	0.0028559	0.5106323	0.2111581	0.5462591	0.0979840	0.3321122	0.5879755	0.6504141	0.6647390	0.3568763	0.3455637	0.2023647	0.4903312	0.1391821	0.6948835	0.0503209	0.0425846	0.0829078	0.2359616	0.0374665	0.2937395	0.4260311	0.5018442	0.2159334
600	0.4693873	0.4038612	0.5992182	0.1928822	0.1200107	0.1662042	0.0304934	0.2578505	0.5782198	0.6426920	0.5304264	0.3625457	0.1490471	0.0525842	0.5327410	0.4547227	0.2839942	0.6307136	0.4312665	0.0071849	0.6657474	0.1344133	0.2284723	0.0151504	0.5099768	0.4325596	0.2759550	0.5455740	0.5002723	0.6615505	0.4730598	0.2987052	0.2312920	0.1939881	0.0261696	0.1589338	0.1456706	0.0243806	0.6662513	0.4866271	0.3071169	0.1819825	0.1148975	0.2746477	0.7554322	0.3216001	0.1193024	0.4934730	0.3698150	0.5842106	0.1988840	0.5361066	0.0332187	0.2605304	0.3847858	0.3734328	0.6932348	0.5073926	0.6971902	0.4792536	0.5523609	0.1889115	0.4513808	0.0350215	0.4295117	0.6072899	0.0315575	0.1739641	0.5858244	0.4456029	0.5631638	0.3110335	0.0103547	0.1760576	0.4086347	0.5644900	0.0135242	0.5468735	0.0826748	0.5487534	0.1364814	0.3740959	0.5825069	0.6545964	0.5403925	0.3723427	0.2852188	0.2900984	0.4963624	0.3393689	0.6281924	0.0555484	0.0345418	0.2235723	0.2985684	0.0271134	0.4726496	0.5256162	0.4422822	0.2595047
650	0.5356973	0.3510158	0.5835715	0.2597986	0.1795456	0.2600976	0.0255401	0.3269705	0.5228366	0.6004853	0.5710502	0.3680973	0.1957483	0.0474498	0.5660501	0.3598826	0.3847738	0.7125861	0.3639012	0.0084412	0.6609592	0.0763897	0.0799762	0.0125589	0.3578513	0.2714246	0.2878173	0.4424644	0.5022347	0.6659769	0.5226735	0.2939781	0.3187833	0.2043540	0.0495764	0.2826947	0.0425473	0.0442935	0.6391849	0.4891693	0.3533355	0.2957240	0.2223016	0.1490113	0.7301712	0.2713288	0.1118914	0.4573583	0.4306274	0.6170485	0.4181577	0.6398860	0.0435240	0.1689226	0.4246185	0.2839780	0.7295684	0.5455887	0.7353124	0.5854311	0.6820939	0.2401429	0.4684003	0.0146720	0.4324563	0.4980340	0.0403781	0.1411945	0.4199213	0.4808962	0.6523995	0.2982752	0.0069600	0.2005158	0.4681837	0.5614322	0.0238469	0.6422949	0.0568648	0.5910835	0.1076593	0.3459304	0.6970110	0.5732731	0.5447036	0.4913471	0.4199715	0.3119193	0.3614160	0.4052449	0.6729836	0.1246108	0.0375111	0.3468347	0.3489650	0.0785800	0.4151068	0.6655511	0.3708708	0.3588242
700	0.5021669	0.4795903	0.5640691	0.2145681	0.1777495	0.2296666	0.0170129	0.3167900	0.4340253	0.7209017	0.6909008	0.4518316	0.2379621	0.0623446	0.5841899	0.3230197	0.2700591	0.4824998	0.2874910	0.0003787	0.5781856	0.0779736	0.0325453	0.0074123	0.5172552	0.3524122	0.2157726	0.4172165	0.5312377	0.7080964	0.4325509	0.1843402	0.2050449	0.2244178	0.1287476	0.4394889	0.0485120	0.0346395	0.6776991	0.4256225	0.4752461	0.1407580	0.2973737	0.2952653	0.6527163	0.3799379	0.1050009	0.4111856	0.5197868	0.8732772	0.5457653	0.5915302	0.0250966	0.1410025	0.3696435	0.3716622	0.7086960	0.4792257	0.7733190	0.5777066	0.6310980	0.1733110	0.3742563	0.0377359	0.2365955	0.4240184	0.0685034	0.1262972	0.4890280	0.4604289	0.5283930	0.2938999	0.0312789	0.1704215	0.4719029	0.5135724	0.0485768	0.7750107	0.0784359	0.5269331	0.1643568	0.4009576	0.7018865	0.6941463	0.5498709	0.4311192	0.2582113	0.4453349	0.2976571	0.3001847	0.6369212	0.1354817	0.0298649	0.2681967	0.3194327	0.2066574	0.3670059	0.6401344	0.2929573	0.5192122
750	0.5717890	0.3498743	0.5595854	0.2134571	0.1599432	0.2433118	0.0072595	0.3773579	0.4645052	0.7165948	0.7662654	0.3729034	0.1998546	0.0471884	0.6537930	0.3882497	0.2315357	0.4199519	0.3254695	0.0028231	0.6084209	0.0336818	0.0465994	0.0095295	0.4375153	0.2857803	0.1946054	0.3943127	0.5137750	0.6523636	0.2879078	0.1685563	0.2501410	0.2255364	0.3360891	0.3611725	0.0222482	0.0156792	0.5473353	0.3660003	0.5816421	0.2344087	0.4720533	0.3147744	0.4792308	0.3482082	0.1331527	0.4885055	0.4416255	0.6811552	0.4960580	0.5884741	0.0140352	0.1783662	0.4089327	0.2709274	0.6708470	0.3739785	0.7309186	0.6956530	0.5777865	0.1146820	0.3707557	0.0708598	0.4042387	0.4230153	0.0440839	0.0693049	0.3673473	0.3479215	0.5559823	0.3549417	0.0208036	0.2040205	0.4541839	0.4387135	0.0590205	0.6625523	0.1116384	0.4326851	0.3586091	0.3108866	0.6853333	0.7728118	0.5687809	0.3935593	0.2766206	0.5003246	0.3116370	0.1823314	0.7224270	0.1711111	0.0240708	0.2714000	0.4444629	0.2613618	0.4174127	0.6213411	0.2915836	0.4567111
800	0.3847650	0.4898944	0.6167443	0.2152060	0.2102128	0.2933525	0.0099955	0.2726485	0.3700084	0.6792432	0.6482320	0.3326931	0.1820506	0.0453723	0.5338420	0.3264927	0.3231613	0.3942949	0.2640760	0.0568836	0.6634966	0.0287394	0.0280297	0.0164547	0.4602554	0.2738246	0.1895573	0.2958860	0.5288969	0.7322822	0.1841790	0.2996066	0.2038084	0.2198618	0.3890667	0.4338963	0.0090348	0.0506652	0.2996011	0.3799656	0.4280547	0.1985888	0.4371287	0.3494465	0.4633794	0.2418139	0.1459735	0.3707385	0.4392713	0.7070578	0.5883762	0.5684066	0.0251931	0.1719587	0.4751596	0.2329732	0.7275518	0.3625290	0.4756228	0.7071721	0.7016302	0.2245782	0.3759523	0.0589502	0.2954594	0.5306292	0.0269945	0.0349914	0.4739381	0.5130118	0.5419970	0.3178810	0.0156394	0.1602848	0.4416847	0.4716211	0.1113075	0.6230367	0.0773972	0.3144252	0.3569369	0.3661620	0.6760959	0.8004279	0.5508218	0.5579309	0.2504589	0.5169139	0.2382011	0.1452125	0.7110025	0.1586713	0.0229655	0.3585870	0.2978243	0.2360804	0.3628766	0.6955611	0.4118995	0.4872111
850	0.5154897	0.4731355	0.7712021	0.3658733	0.1936131	0.4068811	0.0140179	0.3478914	0.2885693	0.6770319	0.7244529	0.3644720	0.1756881	0.0516298	0.5089331	0.3414506	0.2804211	0.3112437	0.2196734	0.0311103	0.7327847	0.0273281	0.0531296	0.0136338	0.4632949	0.2272492	0.2230648	0.2944835	0.6353464	0.6686075	0.1150043	0.1737533	0.2550015	0.2526950	0.3825319	0.5449705	0.0055143	0.0427581	0.1967890	0.4486563	0.2924360	0.1976441	0.5435056	0.4219488	0.5287052	0.3026167	0.1791320	0.2840363	0.3997636	0.7652968	0.8190677	0.7660215	0.0171618	0.1614830	0.3789598	0.3446731	0.5876853	0.3772176	0.6884992	0.7406157	0.6741075	0.2511063	0.3425836	0.0313429	0.3145245	0.5370263	0.0300803	0.0680935	0.3741194	0.4619884	0.4933765	0.3948703	0.0088891	0.1490669	0.4480573	0.5039629	0.0653257	0.6245549	0.1007716	0.3940986	0.3702345	0.4340482	0.6808728	0.6219181	0.6639287	0.6122100	0.1778973	0.5992328	0.2350768	0.1322011	0.5956468	0.2158954	0.0377724	0.3358636	0.3351326	0.2625359	0.3824223	0.6675146	0.3764371	0.7229484
900	0.4744081	0.3912239	0.5539458	0.3160575	0.1515614	0.2840117	0.0479550	0.3859582	0.3039827	0.7483202	0.5821583	0.2944638	0.1137143	0.0197537	0.5777911	0.3014063	0.2431135	0.3425853	0.2232396	0.0256635	0.5402964	0.0597710	0.0315357	0.0211111	0.4401260	0.2440073	0.2346499	0.3118080	0.4651419	0.5970028	0.1353245	0.2614236	0.3037680	0.1561589	0.5179713	0.3709458	0.0073960	0.0749956	0.1529525	0.5053277	0.2702866	0.3108711	0.6065253	0.4176641	0.4956425	0.2561947	0.1885623	0.3466795	0.3691064	0.7420690	0.7055985	0.7080122	0.0369181	0.2501215	0.3989683	0.3042754	0.5638361	0.3800520	0.4988422	0.6847449	0.6049757	0.2225735	0.2891456	0.0439759	0.1943762	0.5777694	0.0484419	0.0314053	0.2515354	0.4821640	0.5300054	0.3102085	0.0156111	0.1521828	0.4936799	0.4823627	0.0862387	0.5204123	0.1450701	0.3606641	0.2434209	0.4883220	0.6351484	0.6390282	0.7647112	0.5228624	0.2277572	0.4816326	0.2495124	0.1181204	0.6971873	0.1892459	0.0284356	0.3308537	0.2497560	0.2313220	0.2986864	0.6426813	0.3426005	0.7121895
950	0.5366267	0.4673617	0.6783439	0.2438446	0.1573966	0.4207184	0.0189611	0.3431804	0.2438451	0.6940778	0.5528454	0.3152485	0.1579768	0.0642155	0.4251224	0.2222488	0.3631645	0.3092883	0.2040641	0.0100292	0.6741794	0.0217800	0.0248710	0.0145261	0.4234064	0.2106398	0.1833350	0.3611443	0.6951743	0.7206742	0.2251706	0.1764444	0.2565057	0.1338386	0.4252524	0.4500032	0.0206562	0.0591170	0.0566257	0.5234543	0.3118492	0.2191497	0.5248476	0.5218131	0.5459769	0.3583381	0.3224394	0.2821256	0.5341254	0.7303857	0.5535586	0.5544544	0.0064700	0.2341745	0.3646737	0.2552087	0.5023363	0.3732537	0.7605755	0.6872614	0.6248468	0.2261713	0.2947007	0.0424076	0.2102654	0.6238764	0.0277451	0.0719051	0.2454730	0.4009446	0.6438687	0.3792594	0.0064542	0.1770715	0.4120506	0.4670566	0.0819298	0.6379720	0.1588231	0.3461511	0.2340227	0.4371484	0.5357336	0.5717028	0.5897842	0.6274066	0.2201421	0.4727044	0.1818021	0.0847823	0.6950943	0.1974766	0.0346429	0.3760609	0.2863974	0.3271167	0.3296987	0.6118275	0.3021783	0.7443934
1000	0.4733140	0.3694622	0.7407743	0.3165883	0.1981356	0.3618781	0.0184895	0.3482125	0.3440269	0.6928916	0.7451643	0.3477106	0.1067278	0.0659638	0.5167648	0.2205727	0.3724040	0.3357767	0.2503758	0.0111717	0.6860981	0.0228253	0.0231100	0.0125972	0.3515926	0.2513378	0.1520834	0.3328593	0.7048065	0.7131823	0.1137623	0.1690657	0.2625821	0.2673504	0.5369270	0.4085796	0.0245079	0.1031589	0.0966384	0.5520695	0.3790723	0.2181027	0.6340883	0.3307969	0.3943468	0.2802474	0.2146159	0.2720756	0.4977964	0.6249944	0.6986221	0.7772096	0.0071852	0.2358614	0.3917570	0.2980954	0.7032615	0.3193086	0.4582250	0.6407960	0.7173216	0.1953270	0.3315221	0.0258164	0.1630750	0.5316438	0.0217676	0.0476504	0.2727606	0.4672301	0.5373655	0.3187630	0.0095618	0.1113113	0.3178909	0.4908360	0.0792875	0.5874155	0.1588715	0.2699984	0.2178251	0.3722127	0.5888073	0.6154776	0.7435677	0.5567309	0.2736606	0.3698749	0.1715723	0.1025309	0.6111709	0.2122422	0.0506666	0.3801066	0.3671213	0.3132461	0.2457494	0.6101921	0.2495757	0.7329397

0	0.4204737	0.4241643	0.7488357	0.3819787	0.1572942	0.4394084	0.0217262	0.3136266	0.3282397	0.7315892	0.6487086	0.2642921	0.1469639	0.0275340	0.5552049	0.2338156	0.2013799	0.4387439	0.3126435	0.0095774	0.6689365	0.0488534	0.0446063	0.0150512	0.5007140	0.2920758	0.1518084	0.3553785	0.4836297	0.6538333	0.1887793	0.2498166	0.3225455	0.2529901	0.4541268	0.4541268	0.0030353	0.1731528	0.0726133	0.4552213	0.5010292	0.2053448	0.7353477	0.5917569	0.2213098	0.3283534	0.2216296	0.3900353	0.4685948	0.7283171	0.5882323	0.6269696	0.0009877	0.1645609	0.4254543	0.2921272	0.5436504	0.4403084	0.6550275	0.6550774	0.6490663	0.1898065	0.1860264	0.0440075	0.2043055	0.5903232	0.0159430	0.0189013	0.2823853	0.2516884	0.4907422	0.4117014	0.0186701	0.1422225	0.3600012	0.3945203	0.0854412	0.7799876	0.1867771	0.4027630	0.1703486	0.4188024	0.5701590	0.6942921	0.6298362	0.5411865	0.2968904	0.5633280	0.1710011	0.1675022	0.6782039	0.1432806	0.0621191	0.3657504	0.3338949	0.2467644	0.2518541	0.5248427	0.2976536	0.6475334
