"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3874622	0.9831408	0.3764259	0.2428954	0.5837871	0.0745056	0.1694261	0.2736157	0.6284567	0.4319543	0.0281561	0.5588837	0.1080104	1.0694944	0.1814776	0.6114991	0.4838438	0.3719923	0.1655403	0.1292726	0.2797923	0.5176663	0.9097854	1.0269874	0.0324462	0.0056549	0.0063543	0.4996284	0.5229059	0.2983809	0.4745858	0.9291430	0.6202286	0.8628531	0.4107790	0.7847003	0.2180123	0.0086974	0.7164061	0.4690407	0.8956205	0.5934214	0.6787392	0.5183201	0.0066587	0.7988632	1.0171737	0.5332637	0.7486225	0.7406818	0.0433584	0.7430330	0.9268855	0.7292158	0.2791843	0.3922706	0.1994238	0.7525099	0.3150601	0.6885549	0.5055676	0.8245584	0.4769521	0.3479052	0.1527407	0.4476029	0.5212521	0.9599296	0.7199473	0.6175904	0.6971525	0.8651449	0.3501584	0.6439416	1.0401811	0.4458254	0.3182970	1.0898107	0.5275254	0.3632093	0.0038587	0.7940550	0.9851278	1.0347172	0.0515965	0.9605909	0.4202053	0.2213294	0.8979651	0.4200936	0.3232411	0.3572151	0.0057490	1.0276868	0.1769091	0.0803496	0.0000149	0.8022567	0.1491584	0.7357055
500	0.3856560	0.9490468	0.3366987	0.1568362	0.5522830	0.1031681	0.2591335	0.2233060	0.6531389	0.5006299	0.0234689	0.4910145	0.0889636	1.0344107	0.1876413	0.6704606	0.4509758	0.3743319	0.2039794	0.1857480	0.1738798	0.3983232	0.8797794	0.9241934	0.0306211	0.0347674	0.0035064	0.4843882	0.4654403	0.3071748	0.4977885	0.9087718	0.5136193	0.7744083	0.4345940	0.7375867	0.1675073	0.0038586	0.7508976	0.5590471	0.9469701	0.6898660	0.6687800	0.4657825	0.0357558	0.7864898	1.0050441	0.5673065	0.6734834	0.7274848	0.0357092	0.7292457	0.8655720	0.7383042	0.3218900	0.4883620	0.1040763	0.8646885	0.3593772	0.7392803	0.3994565	0.8250373	0.5351362	0.2930479	0.1584743	0.4136285	0.4831692	0.9062868	0.6960226	0.5591622	0.6764808	0.9743613	0.3494470	0.6094329	1.0495740	0.5976986	0.2784893	1.0717872	0.5602865	0.3009168	0.0095666	0.6214974	0.9764394	0.9887346	0.1313288	0.9364324	0.5835037	0.2123234	0.9336595	0.5145899	0.2795293	0.3883615	0.0075181	0.9970094	0.1249224	0.0465433	0.0039447	0.8115926	0.0895953	0.6120864
550	0.3880640	0.9809238	0.2349067	0.1460887	0.5107135	0.1952332	0.5345294	0.1082297	0.7021212	0.4889145	0.0404483	0.6939536	0.0756957	1.0090722	0.2478129	0.7140160	0.3614486	0.6328360	0.3313699	0.3922116	0.0919066	0.3352360	0.8002874	0.9652472	0.0443067	0.0304347	0.0012140	0.5237756	0.5103829	0.5680694	0.6471016	0.8409230	0.4068798	0.9394520	0.4810794	0.3092864	0.4602984	0.0045487	0.8226800	0.7002685	0.6184064	0.6527667	0.6628427	0.6857698	0.0670423	0.7985482	0.9762705	0.7171722	0.6783284	0.8183574	0.0460163	0.6843149	0.9736231	0.7660485	0.2888712	0.3982836	0.0858798	0.7999148	0.3345055	0.7685035	0.4128628	0.9009417	0.4893962	0.3260649	0.1506583	0.5043891	0.5539205	0.9412195	0.6530996	0.5661822	0.6988547	0.8292595	0.3363534	0.5928068	0.9861237	0.7747444	0.2887607	1.0689735	0.5552603	0.2132656	0.0082678	0.6182387	0.8813190	0.9460967	0.3049619	0.9143375	0.6233789	0.2109596	1.0519195	0.4658838	0.2919399	0.4715105	0.0120135	1.0799742	0.1896474	0.0316829	0.0009015	0.6905390	0.0771326	0.4311626
600	0.3314761	0.9207179	0.3438076	0.1588016	0.4292948	0.1706987	0.6557334	0.1036492	0.6676946	0.4177431	0.0540806	0.8015041	0.0924457	0.9879374	0.2243068	0.6885325	0.2724547	0.7906428	0.5397571	0.7089868	0.0401794	0.3472848	0.6655736	0.8092362	0.0654575	0.0174239	0.0012063	0.5485480	0.5199071	0.6333653	0.6689374	0.7474350	0.2928447	0.9417991	0.5035171	0.0868764	0.7566254	0.0001257	0.8730348	0.7572079	0.2818841	0.6132615	0.5040355	0.8336917	0.0872354	0.8301375	0.9734993	0.8423967	0.5783303	0.9299660	0.0298716	0.6510309	0.9662930	0.7373649	0.2532353	0.2835956	0.0537520	0.6996165	0.2890045	0.7546031	0.3295676	0.9402730	0.5550557	0.3064398	0.2218146	0.5023436	0.4805990	0.8566335	0.7705400	0.5524182	0.5707674	0.9088051	0.3327538	0.4380340	1.0238221	0.7309093	0.3335052	0.9368182	0.6923486	0.1923020	0.0192215	0.5043794	0.9115754	0.9470172	0.5122659	0.8819588	0.6601466	0.3056270	0.9921158	0.3928434	0.2017838	0.5083744	0.0371244	1.0184816	0.1796501	0.1179525	0.0014706	0.6360527	0.0496941	0.3723431
650	0.2645855	0.9484493	0.4953172	0.1278014	0.4569090	0.1209649	0.6827722	0.1218244	0.6146710	0.3881613	0.0904371	0.9114752	0.1194489	0.9735992	0.2023690	0.8913502	0.1987123	0.9962957	0.7180784	0.8694349	0.0971623	0.3753783	0.3846062	0.5390442	0.0725319	0.0023168	0.0032223	0.5981189	0.4343154	0.9053562	0.6793375	0.6832839	0.1917784	0.9309622	0.6887870	0.0212515	0.9855383	0.0012249	0.8224007	1.0228404	0.3009889	0.5415043	0.4857121	0.8855496	0.0908537	0.8509517	1.0229299	1.0641612	0.5270292	0.9267451	0.0136615	0.6446388	0.9600470	0.7508774	0.1415715	0.2255689	0.1412021	0.6660879	0.2285618	0.6217748	0.2801563	0.8364054	0.5384988	0.3287454	0.1783489	0.5124718	0.3645877	0.7018009	0.6796047	0.4652121	0.5530552	0.9200397	0.2525172	0.3748927	1.0004962	0.8590252	0.3729406	0.9090702	0.8676741	0.2180699	0.0365997	0.3551836	1.0549947	0.9625081	0.7011441	0.8947291	0.7449312	0.2658159	1.0249523	0.2528651	0.3270362	0.5641081	0.1108997	0.9933804	0.2784537	0.2164960	0.0029126	0.5251982	0.0130901	0.3912999
700	0.2039916	0.9299753	0.4743719	0.0906395	0.4606419	0.0819751	0.6393435	0.0922173	0.6331145	0.3095910	0.1442982	1.0188046	0.1456697	0.9202497	0.2566362	0.8142563	0.2105258	1.0163063	0.8968230	0.9079249	0.1178542	0.4206758	0.2049343	0.3845831	0.1065953	0.0077701	0.0005211	0.5776267	0.3946172	0.9516130	0.7174685	0.6849828	0.1412406	0.9882544	0.8187065	0.0057312	1.0140162	0.0007051	1.0039668	0.9703137	0.2448545	0.5850448	0.5217898	0.8673185	0.1081287	0.9122262	1.0264141	0.9952091	0.5250144	1.0338094	0.0092702	0.5892892	0.9659392	0.8400985	0.1210933	0.2526299	0.1705850	0.6774683	0.1967039	0.3992312	0.2937302	0.8462113	0.4808031	0.2943570	0.2076084	0.5471904	0.2941458	0.5948115	0.5459855	0.4968891	0.5746955	0.8371600	0.2434027	0.2948761	1.0047131	0.8198397	0.4034149	0.8799670	0.8200773	0.1584811	0.0513154	0.2632728	1.0287541	1.0214506	0.8448611	0.9173748	0.8217994	0.4083513	0.9434541	0.2080907	0.3871353	0.5458946	0.2359505	0.9968823	0.2935247	0.2891616	0.0087518	0.4846735	0.0066110	0.3928864
750	0.2193798	0.9643775	0.4901208	0.0891784	0.4572384	0.0480398	0.5783534	0.0888975	0.5991956	0.2194980	0.1460204	0.9897767	0.1675941	0.6449655	0.3696772	0.7230276	0.2199197	1.0256333	0.9553007	0.9685954	0.0969535	0.5670433	0.0664107	0.2310453	0.0881541	0.0097829	0.0001939	0.4840603	0.3795623	0.7927371	0.6680784	0.5545874	0.0954833	0.9587899	0.8553994	0.0076254	0.9183922	0.0022353	0.9745135	0.9353709	0.3200017	0.6401061	0.4667216	0.7860116	0.1060795	0.9270482	0.8893776	1.0479427	0.4838794	0.9320016	0.0027908	0.5803479	0.9770296	0.7736364	0.0711982	0.2291207	0.1208894	0.6622926	0.1737630	0.2581105	0.4027569	0.8529576	0.4876537	0.3081703	0.2675705	0.6069323	0.2838168	0.3949468	0.4729461	0.5327826	0.5410272	0.8535741	0.2702825	0.2628937	0.9565796	0.8521436	0.5323585	0.9707808	0.9077316	0.1898853	0.0539335	0.1923533	0.9465850	1.0584456	0.8677284	0.9311379	0.9607441	0.6029411	1.0587885	0.2034888	0.5008563	0.4903021	0.3976415	0.9931482	0.3758839	0.3316723	0.0006488	0.4182731	0.0102152	0.3417920
800	0.1754003	0.9044594	0.4440305	0.0790288	0.5141405	0.0600018	0.5596366	0.0751811	0.5874865	0.1542750	0.1648595	1.0046065	0.3253591	0.4245037	0.4159653	0.6794117	0.2092463	1.0845050	0.9917238	0.9786099	0.1564189	0.7065838	0.0810175	0.2798509	0.0940597	0.0184431	0.0000501	0.5438317	0.3572941	0.7824491	0.5412326	0.4409981	0.1230807	0.9665307	1.0213362	0.0106698	0.9310072	0.0000199	0.9800247	0.8370816	0.3561964	0.6798594	0.4568089	0.7422980	0.0805404	0.8080747	0.9056840	1.0073919	0.5832079	0.9711968	0.0022290	0.5735754	0.8408310	0.6824210	0.0929800	0.2208168	0.0901443	0.6983536	0.2035837	0.1528200	0.4779768	0.8860655	0.4243405	0.2710313	0.2765984	0.5685978	0.2962310	0.2330263	0.4408338	0.5253611	0.5603340	0.8705783	0.2229790	0.3171216	0.7919387	0.8367141	0.6933908	1.0383306	0.8299621	0.1729336	0.0310391	0.1378363	0.9215027	0.9599112	0.9286782	1.0743208	0.8837691	0.5707612	1.0951206	0.1631908	0.6279690	0.6332258	0.4912443	1.1357818	0.3697771	0.3313275	0.0055916	0.3937653	0.0094518	0.3374587
850	0.1301425	0.9751474	0.3996657	0.0967188	0.4572045	0.0681029	0.5302556	0.0981601	0.5518044	0.1012707	0.1892405	0.9361238	0.6018514	0.3649148	0.5135935	0.5540879	0.2588607	1.0555851	0.8557722	0.9588693	0.2314241	0.8216856	0.0823700	0.2822465	0.0490009	0.0216386	0.0027912	0.5230249	0.3709822	0.5455457	0.3889929	0.4275465	0.1806409	1.0944420	0.9577122	0.0180494	1.0599141	0.0013329	1.0551679	0.9107860	0.4163402	0.6753977	0.3277357	0.7527852	0.0895489	0.8925216	0.8947329	0.9694518	0.5477647	0.9589075	0.0037760	0.5369979	0.8493601	0.7200684	0.0908813	0.2262476	0.0284659	0.5858098	0.1806403	0.1561777	0.5001252	0.7375387	0.3470625	0.2325049	0.2517295	0.6374886	0.3117009	0.1336768	0.3940311	0.5359442	0.6517340	0.8042701	0.1711779	0.4270944	0.7003101	0.7353155	0.7646494	0.9671574	0.8503432	0.2394832	0.0523163	0.1201582	0.9403411	0.8747316	0.9884073	0.9357229	0.9033369	0.5131071	1.0001432	0.3253835	0.7863506	0.6280143	0.5214358	1.0063021	0.3507911	0.2667659	0.0129406	0.4315410	0.0191310	0.3235997
900	0.1335556	0.9522361	0.4845377	0.1010093	0.4072037	0.1095588	0.4297633	0.1848539	0.5272836	0.0748637	0.1759351	1.0172366	0.7466688	0.4130341	0.4922185	0.5313659	0.3360925	0.9634092	0.8163224	0.8581333	0.3159681	0.8045129	0.0967360	0.4326618	0.0618992	0.0057029	0.0041092	0.4639535	0.3408078	0.4019903	0.2973131	0.4229609	0.2225071	1.0080340	1.0261386	0.0131257	1.0377908	0.0016865	0.9888091	0.8995664	0.4155397	0.6635293	0.3085689	0.8509184	0.0624815	0.8573932	0.9690984	0.9430555	0.5711941	0.9596117	0.0032481	0.5672303	0.8378161	0.6363471	0.1906555	0.1694798	0.0207993	0.5930291	0.1581861	0.2278215	0.4221195	0.6746935	0.3774844	0.3083982	0.2735777	0.5838231	0.2537726	0.0940130	0.4295084	0.5363001	0.7133064	0.7537567	0.1200800	0.5160541	0.6521937	0.7335588	0.7823180	0.9251467	0.7078292	0.2275577	0.0632574	0.0781969	0.9109621	0.8606653	0.9558724	0.9218201	0.9316586	0.3620856	0.8196215	0.4082706	0.9321411	0.5645720	0.6598731	0.9412028	0.4006586	0.2410068	0.0171537	0.4809291	0.0165160	0.3027913
950	0.0998174	1.0065467	0.5517741	0.1242399	0.3884065	0.1618588	0.3849900	0.2314625	0.4904164	0.0675819	0.1734741	1.0176427	0.7134641	0.4909522	0.4906155	0.4372900	0.4410361	0.8602389	0.9196086	0.6811124	0.4368098	0.9441055	0.0787750	0.3964397	0.0837513	0.0214342	0.0016782	0.4599430	0.3488793	0.4596194	0.2745476	0.5395421	0.3127015	0.9943100	0.9749810	0.0216086	1.0222476	0.0038129	0.9763384	0.9429621	0.4189324	0.7105521	0.2920607	0.9466566	0.0568000	0.7819532	0.9575062	1.0481565	0.4965710	0.9057703	0.0018104	0.6671830	0.8350007	0.7581638	0.2363651	0.1328401	0.0205328	0.6275223	0.1234376	0.3935825	0.4380578	0.7829457	0.3496885	0.3363968	0.1669544	0.6595182	0.2302070	0.1447054	0.5273928	0.5294410	0.6658053	0.6023165	0.0911648	0.6132516	0.5989097	0.7064544	0.6770576	0.9089649	0.6725554	0.3043962	0.0401198	0.0634783	0.9187100	0.7301892	0.9958621	0.9371966	0.9142526	0.2609464	0.8979950	0.4384641	0.9615782	0.5261106	0.6202021	0.9864528	0.3741038	0.2289225	0.0396508	0.4835035	0.0181430	0.3837916
1000	0.1270312	0.9632679	0.6004059	0.1508010	0.3106072	0.1493888	0.3205271	0.3416966	0.4903661	0.0884396	0.1461617	1.0568366	0.5972287	0.4753830	0.4532828	0.4397099	0.5148394	0.8484019	0.8501804	0.4675639	0.4773427	0.9187753	0.0761488	0.3555582	0.0764703	0.0137666	0.0023214	0.4780485	0.3311492	0.4702074	0.1786144	0.7030195	0.2841888	0.8894772	0.9051360	0.0278240	0.9313605	0.0026695	0.9651593	0.8410059	0.3680756	0.6762601	0.2791552	0.9181968	0.0404581	0.7008930	1.0399050	1.0317537	0.5000855	0.9671061	0.0030072	0.7341478	0.8815298	0.8023154	0.2056870	0.0809978	0.0262730	0.6039694	0.1361921	0.4697806	0.4824649	0.7116951	0.3099167	0.4071936	0.2867710	0.6260455	0.2133062	0.1480081	0.6575242	0.5289683	0.6980116	0.5176020	0.0619000	0.6265086	0.5617974	0.6503922	0.8377556	0.9510848	0.6997652	0.5304566	0.0428956	0.1310562	1.0275519	0.8429235	0.9364078	0.9978342	0.8642205	0.2164887	0.8949590	0.4649499	0.6826770	0.6562807	0.6002279	0.9139366	0.3836391	0.1653884	0.0628763	0.4769436	0.0156897	0.3455093

0	0.1738561	0.8029389	0.8080065	0.6946930	0.3660809	0.4854520	0.3612597	0.3686279	0.4887910	0.0358825	0.2025189	1.0485838	0.7343644	0.3811064	0.5966602	0.4764060	0.6241482	0.8171120	0.3064898	0.1637156	0.4026480	0.9750549	0.0817981	0.3286536	0.0758744	0.0072761	0.0013701	0.5198838	0.3368766	0.2714999	0.1249282	0.8875303	0.6347951	0.9959276	1.0731538	0.0126319	0.9742303	0.0011710	0.8768929	0.0212062	0.0114923	0.8896135	0.6387806	0.7907253	0.0972023	0.6777532	0.9593034	1.0569248	0.5919887	0.8491843	0.0489726	0.8242643	0.7498197	0.8456913	0.2564980	0.0929694	0.0872617	0.5609036	0.1475739	0.4964336	0.4920179	0.7436131	0.2629309	0.4779580	0.2803917	0.6350962	0.2062961	0.1270199	0.8764178	0.6677921	0.7580240	0.4891564	0.0041560	0.7922276	0.7160135	0.6798290	0.7385277	0.9528077	0.7780518	0.9083361	0.0157461	0.2207253	0.9193200	0.7124958	0.2321183	1.0479518	0.7366782	0.1064227	0.9564405	0.5472148	0.4948157	0.7323841	0.6614045	1.0804369	0.3811649	0.1611343	0.0161318	0.5577471	0.0718289	0.4404292
