"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.1004014	0.1479394	0.4125165	0.5346449	0.6041718	0.8849955	0.0236580	0.4961783	0.9987798	0.0421259	0.6522870	0.5577610	0.7141309	0.2366632	0.7258194	0.9223038	0.6732151	0.3272638	0.8816876	0.9302581	0.0152372	0.0963960	0.9547753	0.0806676	0.9999978	0.0029210	0.6451127	0.4722107	0.9815643	0.7720191	0.8903868	0.1593513	0.9999887	0.1056424	0.9554999	0.4620878	0.3540369	0.2233295	0.2349721	0.9660561	0.3624457	0.0169923	0.1233732	0.1637184	0.6460821	0.4810732	0.5861187	1.0000000	0.7022925	0.5985355	0.5477791	0.0118817	0.9367650	0.9999979	0.5925701	0.1557364	0.0519316	0.5380700	0.4052386	0.7160965	0.2546489	0.2730558	0.1312918	0.0029553	0.3371999	0.5254689	0.8737719	0.9522980	0.3084447	0.4739754	0.6773367	0.0020117	0.5280151	0.4844913	0.4687630	0.6545276	0.5207251	0.1722533	0.7781767	0.9683204	0.3814130	0.7232759	0.5797936	0.5385473	0.3114023	0.0831500	0.8938572	0.1440057	0.7584325	0.3605358	0.8294504	0.4340283	0.1674792	0.8240036	0.7197814	0.6728465	0.7417043	0.0018924	0.8147088	0.9839748
500	0.1533398	0.1355289	0.4431037	0.5339393	0.6052845	0.8814566	0.0236543	0.4961706	0.9987816	0.0421244	0.6523160	0.5572215	0.8028964	0.1911285	0.8059171	0.9428301	0.6654203	0.3678638	0.8815134	0.9529188	0.0144197	0.0957967	0.9556066	0.0806656	0.9999982	0.0043449	0.6449889	0.4719266	0.9817202	0.7728139	0.8904813	0.1571285	0.9999903	0.0830458	0.9544357	0.5158092	0.3313039	0.2211590	0.2502795	0.9742294	0.3616732	0.0115467	0.1126402	0.1518484	0.6497006	0.4817762	0.5832524	1.0000000	0.7272279	0.6020235	0.5479432	0.0100831	0.9363026	0.9999975	0.6059332	0.1579174	0.0475525	0.5652058	0.4475686	0.7344988	0.2790885	0.2675466	0.1308030	0.0047765	0.3425550	0.5239962	0.8612626	0.9590880	0.3082669	0.4691316	0.6768547	0.0019341	0.5187722	0.4885456	0.4648867	0.6548434	0.5207708	0.1689314	0.7842309	0.9727282	0.3552824	0.7251505	0.5455635	0.5383028	0.3441662	0.0998550	0.9079184	0.1436214	0.7647026	0.3577682	0.8307881	0.4499290	0.1568316	0.8409640	0.6931293	0.6741917	0.7333776	0.0019385	0.8149550	0.9854531
550	0.2163039	0.1258822	0.4806845	0.4923532	0.5966548	0.6986729	0.0236539	0.4961667	0.9987660	0.0421912	0.5462979	0.4472573	0.8353040	0.3713878	0.8562653	0.9541363	0.7960150	0.4117636	0.3673049	0.9661636	0.0174362	0.1330157	0.9282704	0.1678660	0.9999985	0.1406278	0.6457555	0.4971994	0.9759211	0.7717812	0.8447903	0.1550460	0.9999943	0.0555758	0.9498634	0.5429288	0.3859557	0.2237796	0.2664637	0.9766459	0.2271496	0.0093012	0.1299155	0.1463878	0.6519365	0.4808666	0.5740167	1.0000000	0.7450193	0.5191864	0.5494269	0.0072420	0.9005183	0.9836340	0.6224057	0.1720801	0.0469837	0.5946362	0.5582433	0.7585383	0.3016809	0.3155227	0.1116650	0.0173220	0.2804473	0.5234338	0.8764720	0.9630970	0.5564833	0.2796419	0.6751188	0.0043869	0.3582490	0.3786083	0.4602813	0.6484164	0.5177978	0.2277383	0.7829162	0.9766984	0.3132772	0.7165459	0.3584595	0.5383234	0.3664844	0.1192018	0.8797132	0.3637443	0.7672180	0.3562569	0.8315635	0.4576830	0.1417321	0.8915731	0.6839866	0.6749480	0.7219059	0.0021337	0.8101183	0.8865255
600	0.3765547	0.1184010	0.4961042	0.4531778	0.5465328	0.4232543	0.0236785	0.4961710	0.9986842	0.0426786	0.4514696	0.3407951	0.6450825	0.4611757	0.8898069	0.9576678	0.8586434	0.4278631	0.1190382	0.9747588	0.0267366	0.1111661	0.7277635	0.2893061	0.9999973	0.3575043	0.6493385	0.5173794	0.9700177	0.7634459	0.7853859	0.1545609	0.9999974	0.0313323	0.8261921	0.5132911	0.4647493	0.2364599	0.2836017	0.9629148	0.1113081	0.0094414	0.2760764	0.1485155	0.6526480	0.4714468	0.5413840	1.0000000	0.7532965	0.3934081	0.5528753	0.0053725	0.8830738	0.9542685	0.6585463	0.2138033	0.0488074	0.6348523	0.6527289	0.7819535	0.3340796	0.3434180	0.0662132	0.0585895	0.2641022	0.5234611	0.9297302	0.9655616	0.7952289	0.1213899	0.6669422	0.0269033	0.2261090	0.2945843	0.4533488	0.6142001	0.5025927	0.2648482	0.7695871	0.9783428	0.2667599	0.7322035	0.1838974	0.5389809	0.3674528	0.1496293	0.8645000	0.5888630	0.7616761	0.3551977	0.8074330	0.4368315	0.1415547	0.9514432	0.6841480	0.6711714	0.7049670	0.0028108	0.7262107	0.7793487
650	0.5257515	0.1190106	0.4490965	0.4343491	0.4715471	0.2205825	0.0237885	0.4961923	0.9985748	0.0437992	0.3988971	0.2892201	0.4402836	0.4678406	0.9072865	0.9563666	0.8676211	0.4352770	0.0891037	0.9788996	0.0220109	0.0778996	0.4591176	0.3752836	0.9999951	0.5829072	0.6424983	0.5227205	0.9666798	0.7486397	0.7348089	0.1665237	0.9999990	0.0158335	0.6068137	0.4464424	0.6077092	0.2796079	0.2893301	0.9349190	0.0635266	0.0202604	0.4427302	0.1561031	0.6525573	0.4544335	0.4681952	1.0000000	0.7518618	0.2869423	0.5514033	0.0070376	0.8571901	0.9292933	0.6543620	0.2311439	0.0513164	0.6791875	0.6542425	0.7629927	0.3701586	0.3745999	0.0334839	0.2169446	0.2810428	0.5172778	0.9656326	0.9660959	0.9101818	0.0561757	0.6547485	0.0517569	0.2146835	0.3662849	0.4464097	0.5650307	0.5101948	0.2797642	0.8161553	0.9746648	0.2418174	0.7988370	0.1007536	0.5396091	0.3634496	0.1926585	0.8453492	0.6982861	0.7510274	0.3535595	0.7023538	0.4053617	0.1512755	0.9853112	0.6545661	0.6470327	0.6486442	0.0037338	0.5235389	0.7231460
700	0.6117607	0.1340457	0.3596213	0.4274123	0.4029343	0.1349021	0.0240302	0.4962296	0.9984666	0.0453281	0.3737288	0.2682523	0.3286380	0.4622275	0.8961117	0.9538993	0.8628559	0.4550267	0.0996815	0.9755114	0.0131723	0.0720639	0.2816047	0.4177607	0.9999961	0.7496810	0.5997022	0.5217626	0.9644865	0.7316042	0.6984028	0.1922583	0.9999996	0.0097197	0.4702115	0.3551481	0.7876640	0.3502328	0.2711629	0.9119930	0.0473045	0.0608508	0.5991819	0.1737671	0.6522370	0.4467106	0.3849297	1.0000000	0.7406539	0.2171978	0.5480168	0.0097368	0.8236927	0.9113672	0.6018623	0.2913374	0.0534407	0.7283036	0.5982687	0.7076491	0.4005596	0.4143553	0.0156668	0.3716966	0.2736004	0.5073366	0.9839817	0.9581890	0.9587250	0.0343981	0.6428650	0.0749337	0.2316886	0.4280981	0.4414279	0.5234054	0.5759303	0.3056982	0.8923928	0.9632893	0.2347183	0.8603886	0.0754787	0.5397396	0.3642472	0.2279427	0.8232737	0.7500845	0.7512355	0.3510337	0.6390643	0.3797147	0.1589538	0.9962507	0.5900700	0.6252817	0.5764207	0.0044070	0.3432346	0.6989883
750	0.6406494	0.1643311	0.2748829	0.4263297	0.3541612	0.1074702	0.0243753	0.4962760	0.9983635	0.0466755	0.3648901	0.2608958	0.2811241	0.4776872	0.8196559	0.9520414	0.8482198	0.4835534	0.1081391	0.9567100	0.0092196	0.0907934	0.1945551	0.4300199	0.9999979	0.8480710	0.5346978	0.5197463	0.9626080	0.7161398	0.6774350	0.2192729	0.9999999	0.0093916	0.4043343	0.2724157	0.8978161	0.4143407	0.2367989	0.8980202	0.0427252	0.1431013	0.7291670	0.2022759	0.6517771	0.4491596	0.3139944	1.0000000	0.7165788	0.1806698	0.5463932	0.0108927	0.8164546	0.9045450	0.5470379	0.3426250	0.0553713	0.7826029	0.5474862	0.6505160	0.4183044	0.4453818	0.0072380	0.4506252	0.2402815	0.5002168	0.9924246	0.9347846	0.9791284	0.0332782	0.6335584	0.1051760	0.2529948	0.4522836	0.4389441	0.4967294	0.6568165	0.3196659	0.9419776	0.9463326	0.2306752	0.8974763	0.0932762	0.5396262	0.3645634	0.2343438	0.8015359	0.7956440	0.7628213	0.3483563	0.6191999	0.3619577	0.1550522	0.9989330	0.5328631	0.6163867	0.5361531	0.0045877	0.2255441	0.6895254
800	0.6155465	0.2057367	0.2153515	0.4276343	0.3254804	0.1011894	0.0247206	0.4963255	0.9982760	0.0474571	0.3637007	0.2592280	0.2424450	0.5537810	0.6501440	0.9487572	0.8284318	0.5057349	0.1138868	0.9121274	0.0129109	0.1267437	0.1597118	0.4231835	0.9999990	0.8981725	0.4870009	0.5184365	0.9608778	0.7045214	0.6685950	0.2394081	1.0000000	0.0138414	0.3755938	0.2195873	0.9415175	0.4530402	0.2039824	0.8854425	0.0449393	0.2499713	0.8176505	0.2337192	0.6508350	0.4545960	0.2609176	1.0000000	0.6822798	0.1640640	0.5476218	0.0108695	0.8410378	0.9135931	0.5125671	0.3789723	0.0578091	0.8291755	0.5179920	0.6029787	0.4232709	0.4637941	0.0044741	0.4682280	0.2054462	0.4993480	0.9961464	0.8979650	0.9879901	0.0482079	0.6273963	0.1375911	0.2743230	0.4569312	0.4381866	0.4827275	0.7121895	0.2984630	0.9650166	0.9283251	0.2252791	0.9155790	0.1494665	0.5394928	0.3476209	0.2190414	0.7823556	0.8402380	0.7729039	0.3461071	0.6171139	0.3502936	0.1422903	0.9993698	0.5102122	0.6080672	0.5304066	0.0043432	0.1563089	0.6859304
850	0.5272257	0.2522550	0.1724178	0.4312025	0.3113835	0.1033293	0.0249726	0.4963723	0.9982162	0.0477386	0.3649792	0.2615532	0.1784928	0.7103553	0.4435544	0.9419475	0.8124827	0.5126747	0.1202234	0.8428267	0.0303499	0.1710728	0.1516745	0.4072001	0.9999994	0.9165087	0.4857413	0.5181215	0.9594023	0.6972813	0.6675800	0.2517805	1.0000000	0.0224268	0.3640926	0.1926851	0.9526292	0.4698367	0.1811027	0.8665910	0.0578310	0.3511305	0.8769546	0.2603156	0.6487358	0.4598012	0.2307212	1.0000000	0.6468743	0.1572978	0.5522142	0.0105419	0.8762629	0.9370392	0.4909877	0.4482728	0.0608154	0.8570636	0.5033145	0.5642854	0.4206757	0.4734295	0.0051832	0.4345624	0.1816315	0.5049284	0.9978336	0.8572949	0.9918283	0.0799238	0.6239510	0.1585026	0.2848955	0.4551650	0.4383132	0.4769838	0.7421279	0.2508774	0.9740581	0.9088181	0.2219154	0.9229424	0.2216453	0.5394333	0.2965963	0.1975097	0.7624430	0.8752063	0.7709636	0.3441348	0.6230393	0.3409827	0.1298589	0.9988127	0.5222355	0.5976378	0.5420585	0.0039256	0.1205337	0.6844702
900	0.3801383	0.3048718	0.1330601	0.4416402	0.3057627	0.1112264	0.0251084	0.4964112	0.9981834	0.0477454	0.3673964	0.2811334	0.1098971	0.8681141	0.2708247	0.9300245	0.8074193	0.4993801	0.1259599	0.7600269	0.0682856	0.2081389	0.1570325	0.3912920	0.9999945	0.9038417	0.5348364	0.5200328	0.9583020	0.6937824	0.6706960	0.2585033	1.0000000	0.0350898	0.3605117	0.1811524	0.9530125	0.4742551	0.1666947	0.8412520	0.0842217	0.4322199	0.9222349	0.2788407	0.6450972	0.4630889	0.2355334	1.0000000	0.6178145	0.1550513	0.5597779	0.0103464	0.9034195	0.9616798	0.4685974	0.5732357	0.0635537	0.8650283	0.4959029	0.5271097	0.4150744	0.4788945	0.0066376	0.3666203	0.1690147	0.5152098	0.9987103	0.8179170	0.9934655	0.1338360	0.6226955	0.1632521	0.2818365	0.4520893	0.4391328	0.4759548	0.7569716	0.2023469	0.9766058	0.8838346	0.2241266	0.9230733	0.2828150	0.5395355	0.2335083	0.1770057	0.7363248	0.8989583	0.7535847	0.3419138	0.6347550	0.3310046	0.1238287	0.9964145	0.5576793	0.5877101	0.5568408	0.0035544	0.1131290	0.6835919
950	0.2232116	0.3743307	0.0979532	0.4702765	0.3061048	0.1290303	0.0251527	0.4964396	0.9981613	0.0475284	0.3775397	0.3817060	0.0628480	0.9552237	0.1536884	0.9087115	0.8175790	0.4639182	0.1281966	0.6770564	0.1141593	0.2143490	0.1672703	0.3821355	0.9999352	0.8321785	0.5941727	0.5264511	0.9576097	0.6929017	0.6749949	0.2618982	1.0000000	0.0614190	0.3591684	0.1769751	0.9517505	0.4731800	0.1575330	0.8182910	0.1199264	0.4932398	0.9541221	0.2893062	0.6408572	0.4599142	0.2986095	1.0000000	0.5977637	0.1548877	0.5672188	0.0105307	0.9157980	0.9793720	0.4338250	0.6812840	0.0653403	0.8539139	0.4914683	0.4814749	0.4082478	0.4838021	0.0069766	0.3033299	0.1639183	0.5266396	0.9992316	0.7826508	0.9943576	0.2223939	0.6240066	0.1559655	0.2682740	0.4488943	0.4416542	0.4777329	0.7660661	0.1702785	0.9750197	0.8572736	0.2348593	0.9018200	0.3229195	0.5399644	0.1953611	0.1604017	0.6923302	0.9133607	0.7255278	0.3394454	0.6463653	0.3204192	0.1275114	0.9877367	0.6013655	0.5801647	0.5681976	0.0032911	0.1491592	0.6821944
1000	0.1119721	0.4677107	0.0725883	0.5301835	0.3199529	0.1655920	0.0251067	0.4964597	0.9981454	0.0466991	0.4106224	0.5539605	0.0377424	0.9874516	0.0858153	0.8701651	0.8425738	0.4140593	0.1279172	0.6108090	0.1289800	0.1779326	0.1753565	0.3838561	0.9996709	0.6756294	0.6323402	0.5319250	0.9572695	0.6934573	0.6782331	0.2637393	0.9999994	0.0872491	0.3578334	0.1757183	0.9512860	0.4702191	0.1520195	0.8090084	0.1575466	0.5366401	0.9727184	0.2937093	0.6376554	0.4452146	0.4098098	1.0000000	0.5860682	0.1557227	0.5689511	0.0117821	0.9155601	0.9897971	0.3898598	0.6734117	0.0675149	0.8181071	0.4880389	0.4224435	0.3987558	0.4869409	0.0062608	0.2627325	0.1679152	0.5344589	0.9995546	0.7642139	0.9949494	0.3384310	0.6298752	0.1392413	0.2509998	0.4458548	0.4491533	0.4834612	0.7831343	0.1651533	0.9664685	0.8398280	0.2560691	0.8091762	0.3448686	0.5407671	0.2034304	0.1498236	0.6203897	0.9160741	0.7003147	0.3384954	0.6448890	0.3121848	0.1444839	0.9654332	0.6371551	0.5778791	0.5744267	0.0030543	0.2397143	0.6779776

0	0.0061295	0.7682208	0.0427543	0.8320039	0.3324707	0.4516886	0.0249243	0.4965074	0.9981040	0.0468337	0.3776491	0.7873310	0.0179724	0.9999966	0.0237937	0.6152360	0.9404801	0.1915302	0.1283783	0.5274590	0.0020946	0.0444496	0.1001541	0.5120866	1.0000000	0.2834709	0.6668613	0.5393958	0.9554419	0.6805649	0.6418522	0.2454548	0.9999983	0.0776777	0.6632186	0.1752229	0.9514751	0.4718094	0.1511398	0.8911464	0.2596033	0.6020237	0.9897954	0.2959672	0.6363665	0.4345476	0.6012116	1.0000000	0.5767508	0.1872672	0.5416855	0.0422024	0.7548308	0.9978814	0.4829822	0.1398852	0.0599118	0.4757023	0.4761716	0.2561943	0.2970108	0.4398617	0.0750978	0.1628321	0.1606590	0.5300104	0.9999794	0.8172295	0.9948239	0.5924792	0.7154151	0.1412750	0.3039005	0.3119539	0.6384286	0.4807052	0.5048940	0.5341040	0.8155040	0.8712003	0.5484156	0.4707216	0.3645512	0.5676626	0.3492485	0.2516037	0.5659199	0.9065527	0.6386180	0.4230167	0.6643647	0.3355184	0.2875010	0.9525000	0.8191098	0.5898060	0.6215424	0.0031709	0.5602658	0.3526765
