"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G67A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.0021275	0.0412122	0.4525025	0.7027232	0.4486406	0.5859914	0.2438239	0.1970332	0.1917231	0.6856107	0.4622073	0.0031262	0.1638575	0.0000456	0.2177194	0.2787909	0.2772666	0.4910731	0.4509923	0.3738282	0.4306381	0.3600631	0.6265327	0.2043335	0.5455142	0.0349656	0.3517742	0.4837025	0.6167605	0.3331701	0.7237427	0.2808875	0.6557388	0.0904123	0.2301287	0.1508473	0.3105453	0.5160507	0.4697277	0.5102010	0.0108643	0.6637096	0.2117140	0.5982348	0.0311964	0.2183811	0.1382924	0.0717179	0.1008695	0.2181805	0.3517844	0.6163344	0.2049776	0.1009828	0.7326802	0.1182352	0.1144665	0.3520993	0.3079341	0.3263246	0.0023288	0.0060674	0.0851408	0.0971024	0.2782716	0.4801762	0.2207572	0.1641827	0.4122112	0.1824621	0.4370937	0.0132242	0.5247276	0.0840790	0.2735669	0.4541315	0.1797202	0.6144036	0.5365730	0.1543429	0.0442831	0.0656592	0.5911677	0.0695073	0.5760888	0.3099141	0.3752809	0.1759309	0.0649338	0.5808686	0.6320278	0.5319387	0.3700427	0.6292684	0.2557327	0.3568904	0.6723190	0.6432155	0.4212603	0.3021320
500	0.0051488	0.1397087	0.2752899	0.6081331	0.6269393	0.5363714	0.2361889	0.1782878	0.1895210	0.5459391	0.5757892	0.0001804	0.1680819	0.0000038	0.3438193	0.2322793	0.2567631	0.3981576	0.4289972	0.4530541	0.3944184	0.3441111	0.6674925	0.2697877	0.7060718	0.0440709	0.2444454	0.4733907	0.4561171	0.4098773	0.6157440	0.1882782	0.6298730	0.1183829	0.1578106	0.1228128	0.2659262	0.6422651	0.5596319	0.6228003	0.0339656	0.6719637	0.2064730	0.4894618	0.0106862	0.1645426	0.1188135	0.0531872	0.1241871	0.2950960	0.3428628	0.6406601	0.2136154	0.1831859	0.6556506	0.1096530	0.1068301	0.3744205	0.2519298	0.3849802	0.0003970	0.0295847	0.1219063	0.1153539	0.2843034	0.4961244	0.2196578	0.2225585	0.3937028	0.2082476	0.5644281	0.0162622	0.6907191	0.0722728	0.2954861	0.4757113	0.2105242	0.5976745	0.6110538	0.1435277	0.1163858	0.0500464	0.6691696	0.0678072	0.6729707	0.4095719	0.3889878	0.1813759	0.0686908	0.5995921	0.6638514	0.5310137	0.2596155	0.6532385	0.2669450	0.3078377	0.6122146	0.5323415	0.2255783	0.2549932
550	0.1151052	0.0467239	0.3773602	0.6346944	0.1788367	0.5273832	0.2592989	0.3812400	0.1132773	0.6067126	0.4722827	0.0118926	0.1420258	0.0316173	0.2253908	0.2378316	0.3669565	0.4703485	0.4781232	0.4588993	0.5928546	0.3469861	0.6849628	0.3201198	0.2452406	0.1057275	0.3491855	0.3999144	0.2392618	0.4138648	0.6298882	0.2109694	0.5599373	0.1145752	0.5240437	0.1310261	0.2580403	0.4149430	0.4501889	0.5474495	0.1017314	0.5502274	0.2264855	0.6035908	0.0218626	0.1417787	0.1971345	0.0375689	0.1073456	0.2910347	0.5793282	0.3186458	0.1533437	0.1296969	0.7243768	0.1087789	0.1195915	0.3844434	0.2584613	0.2901180	0.0038178	0.0047859	0.0636438	0.0935180	0.2885490	0.5530050	0.2281958	0.1865328	0.5124083	0.1395014	0.5797492	0.0196115	0.5558877	0.1053377	0.4012530	0.3987417	0.2164892	0.6415747	0.4671055	0.1830068	0.1121002	0.0603085	0.5265010	0.0430241	0.6493162	0.4502521	0.4221149	0.1607820	0.0957037	0.6592945	0.6534895	0.6067667	0.2658606	0.7484675	0.2823171	0.1838554	0.6293847	0.5612164	0.4291853	0.2724240
600	0.1239305	0.0732886	0.3149969	0.6351097	0.1054399	0.5704821	0.3632972	0.4737478	0.1086948	0.6384191	0.4389154	0.0158603	0.1061785	0.0603358	0.3266302	0.2362099	0.3896190	0.3349966	0.4272365	0.5441361	0.5618113	0.3113743	0.7286907	0.4249897	0.0535188	0.3570434	0.2844547	0.4057535	0.2966384	0.4688394	0.6017975	0.1068494	0.6259458	0.1178333	0.6315413	0.1266082	0.3700238	0.3376072	0.5413651	0.4936603	0.1441584	0.5076474	0.1786641	0.4321120	0.0034500	0.1411269	0.1874971	0.0346569	0.1111630	0.3122749	0.7641105	0.3844423	0.1731824	0.1686344	0.6010086	0.0673655	0.0783315	0.2914437	0.2120725	0.2665143	0.0075680	0.0128620	0.0926869	0.1188787	0.2623540	0.5839320	0.1604126	0.1381673	0.3834710	0.1612018	0.4778053	0.0151131	0.6725879	0.0705802	0.4652326	0.4901484	0.3286104	0.6317628	0.6694034	0.1057407	0.1357856	0.0791152	0.6114520	0.0553922	0.6197130	0.3090180	0.5522421	0.1278214	0.0943701	0.5832319	0.6075898	0.6865781	0.2814895	0.6966866	0.2723858	0.0562216	0.6893750	0.6078250	0.4467906	0.2853238
650	0.2942618	0.1003408	0.2884741	0.5781885	0.0593298	0.5017812	0.2549148	0.5193074	0.1084604	0.5400917	0.4529609	0.0175318	0.1368542	0.0743214	0.2769187	0.1675753	0.3809011	0.3274496	0.4036716	0.4753076	0.6617965	0.3947290	0.7279270	0.6420265	0.0265240	0.3869703	0.2829579	0.4011593	0.1924881	0.4788032	0.6707026	0.0600464	0.6395579	0.1160439	0.6486389	0.1315322	0.3692279	0.4206213	0.4797342	0.4403498	0.1631499	0.6436212	0.1999273	0.5985036	0.0214477	0.2333341	0.1955906	0.0252637	0.1553066	0.2826485	0.7221819	0.5095523	0.1964704	0.1239799	0.6705953	0.1482996	0.0966148	0.2299384	0.2264359	0.2515673	0.0067239	0.0197028	0.0699144	0.2694317	0.2994232	0.6045207	0.1622263	0.1549772	0.3244045	0.2312542	0.4060673	0.0352571	0.7229502	0.0552419	0.4578039	0.4717620	0.2385362	0.6583168	0.5014183	0.1596251	0.1153739	0.0845553	0.7612793	0.0448795	0.5945036	0.5306470	0.5072876	0.1438755	0.1223053	0.5774338	0.5488963	0.6873708	0.3594311	0.6072787	0.2555007	0.0674545	0.7196368	0.6977718	0.5012981	0.2151363
700	0.4866798	0.0707242	0.3199455	0.4862307	0.0507544	0.5487522	0.3344696	0.5276676	0.0919944	0.6496914	0.4307962	0.0123520	0.1304545	0.0649172	0.3397320	0.2110918	0.4511921	0.3337177	0.3665863	0.3928522	0.6036002	0.3401947	0.6872666	0.5931411	0.0114660	0.4047313	0.2526209	0.3937532	0.1565144	0.4326097	0.6655963	0.0246572	0.6774764	0.1379202	0.5934298	0.1298797	0.2636618	0.5498237	0.5445805	0.3602647	0.1458117	0.5962465	0.2109160	0.5794301	0.0086092	0.1754378	0.1498882	0.0368147	0.1497588	0.2815972	0.4867939	0.3683833	0.1856678	0.1562939	0.6812433	0.3054209	0.0848217	0.3508310	0.3360529	0.3683782	0.0011024	0.0244611	0.0893038	0.2661408	0.2332340	0.5911363	0.1523500	0.1634039	0.3011549	0.1952175	0.5081987	0.0159028	0.5998939	0.0520890	0.3119750	0.4541297	0.2624437	0.6159719	0.4948794	0.1380564	0.1103996	0.1129287	0.6581403	0.0944211	0.6014144	0.4471033	0.5382207	0.1249172	0.1844814	0.5776450	0.6567334	0.6702949	0.3004805	0.5406022	0.3489399	0.0216229	0.6145497	0.6715003	0.4873996	0.2918684
750	0.5563613	0.0735840	0.2220672	0.4851678	0.0606286	0.5017921	0.3783219	0.4274334	0.0883249	0.6202426	0.5290557	0.0209961	0.1690408	0.0427669	0.4391590	0.1969339	0.4032106	0.4276496	0.5091337	0.4880246	0.5322902	0.3265008	0.5900234	0.6699936	0.0194328	0.4284847	0.2590371	0.3323555	0.1508396	0.3327790	0.6000589	0.0188225	0.5530967	0.1273494	0.5625764	0.1478470	0.2844943	0.4403484	0.6680251	0.3643978	0.1925125	0.4885703	0.2075898	0.5822965	0.0230748	0.2013872	0.1337433	0.0488631	0.1314072	0.3445369	0.6527737	0.4516409	0.2417803	0.1221310	0.6620495	0.2296312	0.0765646	0.1582105	0.2903615	0.2775387	0.0046389	0.0346668	0.1019797	0.2308872	0.2852353	0.6301851	0.1857051	0.1656843	0.2797760	0.1850894	0.4026165	0.0238230	0.6217354	0.1534334	0.4200519	0.3860739	0.2950404	0.6417446	0.3388525	0.0700175	0.0717249	0.1543152	0.6018051	0.0343016	0.5780024	0.4465152	0.5503713	0.1323892	0.1383296	0.7690239	0.6052991	0.6793942	0.2990305	0.6561331	0.3013950	0.0161155	0.6308401	0.5330793	0.5004784	0.2596643
800	0.6731044	0.0496135	0.3165346	0.5891121	0.0678883	0.4687845	0.2964373	0.4054240	0.0869774	0.4665311	0.4653075	0.0260067	0.1714181	0.0367638	0.2761004	0.1711276	0.3266171	0.3872737	0.4960199	0.4407970	0.5692905	0.3587840	0.6990848	0.6571510	0.0004090	0.3399678	0.3130161	0.3767677	0.1571729	0.3680887	0.5951149	0.0033466	0.6577924	0.1620020	0.6286297	0.1173635	0.4500155	0.3563705	0.6399595	0.3976876	0.1511958	0.5495244	0.2107250	0.6421878	0.0109817	0.2017871	0.2078397	0.0291811	0.1796251	0.3369184	0.6304928	0.4631307	0.2123852	0.1517742	0.6924845	0.3079867	0.1014708	0.1802373	0.2643277	0.2222533	0.0008822	0.0368281	0.1518306	0.1803002	0.2360254	0.6398821	0.2615781	0.1586844	0.3098788	0.2312484	0.3834268	0.0064963	0.5458791	0.1134474	0.3150812	0.4478956	0.3553515	0.7742252	0.3199875	0.0721344	0.0379858	0.1156928	0.5850502	0.0636002	0.6354177	0.3332250	0.6086029	0.1529192	0.1885351	0.7035050	0.7012452	0.7159886	0.2886153	0.5227107	0.2945795	0.0216172	0.5733568	0.5308302	0.5585152	0.2772413
850	0.6297014	0.0312862	0.2754870	0.5616661	0.0698747	0.5583947	0.3733535	0.3569718	0.0892763	0.7149192	0.5902331	0.0071662	0.1366344	0.0581223	0.3778541	0.1841175	0.4056598	0.4332024	0.3914134	0.3944559	0.4505820	0.3165221	0.7206915	0.5849424	0.0197427	0.4019440	0.3054452	0.4240830	0.1869386	0.2905092	0.7257251	0.0191941	0.5057645	0.1364734	0.7138966	0.0909855	0.3497165	0.2800106	0.5031511	0.3591059	0.1460759	0.5314911	0.2801699	0.4993799	0.0230642	0.2482492	0.1955370	0.0186433	0.1776050	0.3288768	0.6507907	0.4784789	0.1836198	0.1481643	0.6479691	0.3256506	0.0540417	0.2295373	0.2304884	0.2395255	0.0059786	0.0293031	0.0595876	0.2111425	0.2064904	0.5953005	0.1795638	0.1231500	0.3061474	0.2137612	0.4738697	0.0035948	0.5531518	0.1034173	0.3369379	0.5420382	0.2687951	0.5271587	0.2740679	0.0817853	0.1329680	0.0828752	0.6321113	0.0534664	0.7213264	0.3660647	0.6226551	0.1058785	0.1731668	0.7382591	0.6867823	0.7102538	0.2543475	0.5975016	0.3125347	0.0132043	0.5725837	0.5131480	0.5170440	0.2410884
900	0.6428729	0.0449723	0.3058679	0.6000764	0.0276896	0.4659444	0.3419370	0.4694461	0.0916518	0.6156458	0.4550113	0.0378519	0.1171516	0.0637697	0.3300804	0.1633883	0.4744376	0.4488554	0.4128218	0.4328364	0.6215854	0.3114248	0.4673019	0.5575845	0.0068705	0.4753308	0.3640860	0.3468278	0.2248827	0.3937351	0.5628377	0.0064791	0.6535456	0.1174217	0.6506131	0.1134133	0.3034290	0.3892741	0.4957679	0.2372017	0.1741648	0.5442176	0.2186764	0.6578064	0.0160730	0.2268030	0.1464979	0.0167216	0.1486145	0.3652231	0.6702191	0.3213633	0.1517238	0.1623993	0.5920759	0.3249698	0.0993255	0.1277632	0.2187397	0.2251439	0.0088362	0.0471360	0.1333041	0.2537959	0.2215225	0.5678863	0.1874221	0.1311223	0.2779320	0.2399036	0.3993061	0.0098160	0.5862383	0.0730995	0.3618139	0.5096875	0.2039095	0.6353684	0.2860011	0.0892275	0.0868752	0.1483313	0.6380893	0.0292211	0.7547941	0.3665275	0.5738910	0.1195715	0.2333790	0.5738785	0.6166942	0.6555302	0.2852445	0.6332644	0.3218090	0.0412525	0.6846686	0.6339591	0.5501221	0.2567031
950	0.6096496	0.0578357	0.2777899	0.5433230	0.0521125	0.5281161	0.3197623	0.3763311	0.0782735	0.5922558	0.5053927	0.0080428	0.1746070	0.0555123	0.3313873	0.1969351	0.3502833	0.3550045	0.4509529	0.3668182	0.5539145	0.3474426	0.7329449	0.6671300	0.0053152	0.4192695	0.3906956	0.4205209	0.2092184	0.3992896	0.7099971	0.0033314	0.7303234	0.1614850	0.6207598	0.1171054	0.3258517	0.3331627	0.6780557	0.2537109	0.1744024	0.5820258	0.2006239	0.5325062	0.0158683	0.2739390	0.1699391	0.0700467	0.1487418	0.3585785	0.5813415	0.2925055	0.2471129	0.1814867	0.6717886	0.3769854	0.1228196	0.1855920	0.2993875	0.2402993	0.0032776	0.0415589	0.0970890	0.2145058	0.3078161	0.5311472	0.1537988	0.1662956	0.2598761	0.2012801	0.3579158	0.0019924	0.5842478	0.1091396	0.3474702	0.5448213	0.3146696	0.6813297	0.2849169	0.1204277	0.0646952	0.0975229	0.6989458	0.0460118	0.6266062	0.3323799	0.5955047	0.1338709	0.1765255	0.6869388	0.6843464	0.5404557	0.2539158	0.4730274	0.2652401	0.0557358	0.6508173	0.5949589	0.5600765	0.2359008
1000	0.7259596	0.0847410	0.2317236	0.5273188	0.0857643	0.6462206	0.3050539	0.3839809	0.1579839	0.5585281	0.4075346	0.0066044	0.1444870	0.0604977	0.4023387	0.2356756	0.3495114	0.4288715	0.4261805	0.5001428	0.5171407	0.3411357	0.6097406	0.6087257	0.0001695	0.4644311	0.3410355	0.3933526	0.1659274	0.3907215	0.6086801	0.0164343	0.6779848	0.1402458	0.6454918	0.1845518	0.3744980	0.2891553	0.6106867	0.3495030	0.1337268	0.4416811	0.2571090	0.6242503	0.0427527	0.2019930	0.1645848	0.0516398	0.1732246	0.4022798	0.6088595	0.3592662	0.2332887	0.1646955	0.6288287	0.3410162	0.1232493	0.1531970	0.2484620	0.2106392	0.0009585	0.0994202	0.0835872	0.2835900	0.2894330	0.5698810	0.1406932	0.1836984	0.2508624	0.1892659	0.4706420	0.0041435	0.5800788	0.1144641	0.2851419	0.5523306	0.3407352	0.5085476	0.2215660	0.0611080	0.0385615	0.1232445	0.6204747	0.0136857	0.5480783	0.3742959	0.4923792	0.1309042	0.1752319	0.6191768	0.6954017	0.5893130	0.3726344	0.6499225	0.2511133	0.0108037	0.5801189	0.5461517	0.4389313	0.2114701

0	0.6794888	0.0977511	0.2629471	0.5352514	0.0577638	0.5114596	0.3790138	0.3640506	0.0942168	0.5731156	0.4488895	0.0136080	0.1339974	0.0777229	0.3375102	0.2762469	0.4247244	0.3464341	0.3658778	0.4161002	0.5312097	0.2283384	0.6419712	0.6074901	0.0012029	0.4636570	0.3725047	0.3205771	0.1578845	0.3769111	0.4985052	0.0283326	0.6811697	0.1606443	0.5865666	0.1122016	0.3562808	0.3515183	0.6327787	0.2660298	0.2100124	0.4951056	0.2525686	0.7495984	0.0164593	0.2919126	0.2169386	0.0904276	0.1539956	0.3258266	0.6636668	0.3824366	0.1956403	0.2133958	0.6325992	0.3311425	0.0947425	0.2000041	0.2981175	0.2415218	0.0162651	0.0234495	0.0771929	0.2502055	0.3061378	0.6536451	0.2674058	0.1639895	0.2874521	0.1640089	0.4306855	0.0275178	0.4717329	0.1231837	0.3090702	0.6110145	0.2268065	0.7486829	0.2754984	0.0846092	0.0512805	0.0968100	0.7079080	0.0366094	0.6460728	0.3784925	0.5486999	0.1342250	0.2318665	0.5393778	0.6183586	0.7500018	0.3479095	0.6932334	0.2907119	0.0324439	0.5070721	0.5614971	0.5414180	0.3098925
