"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.1119010	0.1846177	0.3642422	0.3828254	0.4160940	0.5686635	0.0210773	0.3318425	0.6638784	0.0576852	0.5578837	0.3899940	0.5042132	0.1617996	0.5187732	0.6143156	0.3970356	0.2073819	0.5769978	0.6449015	0.0042783	0.0659115	0.6156314	0.0370844	0.6383283	0.0047848	0.4238176	0.3118386	0.6104129	0.6683478	0.5301620	0.1367822	0.6988480	0.0734829	0.6903017	0.3453861	0.2322486	0.1897024	0.1568977	0.7019518	0.2376149	0.0090744	0.0650803	0.0881715	0.4810323	0.2907942	0.4208323	0.6545195	0.4269381	0.3503205	0.3539979	0.0044430	0.6262689	0.6210512	0.4492721	0.0884596	0.0677722	0.2829697	0.2928081	0.4596837	0.1771773	0.1880267	0.0719254	0.0049751	0.1598970	0.2778956	0.7974063	0.7198683	0.1298592	0.3339369	0.5631121	0.0038929	0.4053674	0.3860431	0.2537766	0.5366088	0.4191540	0.1196522	0.6284795	0.6537645	0.2002217	0.4404204	0.3754402	0.4520455	0.2875674	0.0612577	0.5470889	0.0644063	0.4476532	0.2672871	0.5327521	0.2612055	0.0923359	0.4050462	0.4794007	0.4118988	0.4725904	0.0019569	0.5093601	0.6411746
500	0.1261907	0.0868074	0.3331564	0.3703384	0.4512308	0.5717155	0.0180954	0.2807082	0.6501558	0.0176794	0.5175841	0.3421406	0.6438265	0.0791689	0.5297072	0.6921143	0.3810393	0.2243180	0.4679198	0.6671479	0.0028669	0.0385749	0.5831937	0.0697266	0.6459867	0.0140605	0.3237656	0.2888523	0.8582756	0.5971052	0.5880236	0.1407772	0.5826941	0.0770158	0.7348792	0.3209072	0.2299621	0.1156001	0.1793507	0.6317928	0.2084346	0.0035892	0.0404812	0.1227611	0.4019300	0.3438458	0.3671019	0.5415220	0.4307722	0.3683029	0.4446356	0.0016218	0.6847218	0.6625483	0.3394926	0.1128714	0.0258756	0.3261511	0.3224021	0.4440154	0.2102854	0.2384681	0.0972552	0.0114166	0.2154444	0.3464880	0.6337788	0.5788184	0.1780975	0.3308016	0.4717616	0.0007555	0.3806273	0.4622569	0.2495186	0.4388918	0.3592377	0.2328606	0.5302309	0.6531155	0.2297445	0.4825485	0.3015488	0.3520108	0.2732402	0.0576396	0.6002883	0.0900554	0.5628145	0.1536796	0.5572819	0.3943084	0.0819264	0.4911422	0.3520649	0.3956687	0.4986014	0.0031912	0.5820174	0.6699202
550	0.2217013	0.0721977	0.4688938	0.2740377	0.4490145	0.4180511	0.0065497	0.2582236	0.6455527	0.0267331	0.2934062	0.2461458	0.5217953	0.3256029	0.4801660	0.7073608	0.4994875	0.3296884	0.0669205	0.6405488	0.0151672	0.1338293	0.5896541	0.1451913	0.6358153	0.2215246	0.4717796	0.3807845	0.6250436	0.4941268	0.4746398	0.0984878	0.6974353	0.0280214	0.6218728	0.2847683	0.2638467	0.1336716	0.3131672	0.5558405	0.0908805	0.0061721	0.1425573	0.0950572	0.4032257	0.3778878	0.4408320	0.6544482	0.3951234	0.2020169	0.3719014	0.0150141	0.5000051	0.6226231	0.3886950	0.1174455	0.0127460	0.3732624	0.4914149	0.5345828	0.2090748	0.2407634	0.0256030	0.0161809	0.1796225	0.3429189	0.5524578	0.6253299	0.3643385	0.0902946	0.3672872	0.0050369	0.2051012	0.2123372	0.3125330	0.3631810	0.2975153	0.2822434	0.4327039	0.6686179	0.2104657	0.4880367	0.1284427	0.3787989	0.3024931	0.1184409	0.5782053	0.4851547	0.4933718	0.1674809	0.6263122	0.3282672	0.0708672	0.5152676	0.4257494	0.3725703	0.4646379	0.0020950	0.4881439	0.5490109
600	0.3674034	0.0440014	0.4177941	0.2652289	0.2856126	0.2795446	0.0409353	0.4154614	0.6126851	0.0316080	0.2321758	0.1385215	0.2954975	0.3355185	0.6200855	0.5787375	0.5197425	0.3304216	0.0363700	0.7208903	0.0212780	0.0724617	0.4109213	0.1694030	0.5738299	0.3883787	0.3947635	0.3693817	0.5620151	0.4708998	0.4437696	0.1041161	0.5817959	0.0099122	0.3697766	0.3379783	0.3076570	0.1546596	0.2519861	0.6831638	0.0685542	0.0119360	0.2804127	0.0695170	0.4493406	0.3986359	0.2682537	0.6307876	0.4722492	0.2613436	0.3800236	0.0111076	0.6029480	0.6432935	0.4268611	0.1271634	0.0500004	0.3695272	0.4498684	0.5484416	0.2737999	0.2785445	0.0114157	0.1497780	0.1764982	0.3166758	0.5860686	0.6193901	0.6337871	0.0270126	0.5152684	0.0373051	0.1635465	0.2687818	0.3297013	0.3471500	0.2959387	0.2215020	0.5346662	0.6148188	0.1073828	0.5210471	0.0559658	0.2748055	0.2095364	0.1740963	0.4493975	0.4189599	0.5500963	0.2414308	0.4468720	0.2219372	0.0639787	0.5893721	0.4977948	0.4632680	0.4106232	0.0015916	0.4724015	0.4060441
650	0.5093994	0.0674289	0.2118616	0.2521404	0.2279320	0.1055148	0.0082097	0.3213683	0.6371477	0.0283233	0.1986941	0.1219369	0.1751985	0.3086682	0.6218153	0.6413697	0.5876984	0.2950355	0.0324715	0.4819533	0.0235719	0.0638280	0.2346789	0.2918683	0.6608828	0.4439865	0.3948064	0.3184429	0.5819198	0.4992826	0.5048825	0.1075748	0.6972252	0.0010933	0.2087909	0.2846216	0.3951460	0.1516727	0.3231342	0.5959463	0.0329247	0.0352113	0.3917171	0.0861978	0.3622579	0.3545262	0.2509980	0.7126391	0.5295025	0.1053816	0.3569290	0.0067958	0.6057533	0.6431974	0.4444075	0.2220095	0.0691505	0.4875515	0.4724016	0.5294725	0.2972342	0.2888400	0.0092551	0.1979494	0.2058608	0.2824649	0.8347723	0.7398895	0.7228269	0.0137697	0.4415075	0.0297934	0.1579962	0.2575545	0.3568738	0.3407361	0.3465764	0.1187720	0.5830875	0.7021066	0.1204239	0.4743653	0.0998090	0.3854029	0.3651655	0.2017933	0.5276261	0.5857043	0.4432065	0.2145636	0.3352895	0.2589861	0.1038620	0.6457294	0.4398955	0.3484101	0.3669297	0.0020480	0.3200686	0.3875776
700	0.4414056	0.1118115	0.1335283	0.2742916	0.2110454	0.0681228	0.0095367	0.2614234	0.6187591	0.0417239	0.2807608	0.2119884	0.1335186	0.3398468	0.4934831	0.6822385	0.4357445	0.3584341	0.0438527	0.5338671	0.0491661	0.0581839	0.1637209	0.2414027	0.5550783	0.4481738	0.3527624	0.3447188	0.7711821	0.5097404	0.4570413	0.1289029	0.7076151	0.0041815	0.2030521	0.1675427	0.5727645	0.3389137	0.2171362	0.6487258	0.0440020	0.0439936	0.5373675	0.1272638	0.5125478	0.2699194	0.1763733	0.5696582	0.5362528	0.0927030	0.4119285	0.0074047	0.6511281	0.7194131	0.3904561	0.2077426	0.0326902	0.5025225	0.3454835	0.3710202	0.3151426	0.2546905	0.0115826	0.2356842	0.1400518	0.3142815	0.6612614	0.5796687	0.6037850	0.0283348	0.3998650	0.0742192	0.1398630	0.3547124	0.2819912	0.2980139	0.3219737	0.1138640	0.6771042	0.6861207	0.1418534	0.5501650	0.0437493	0.3547688	0.2191538	0.1923447	0.5111678	0.5626273	0.4460508	0.3056675	0.3417928	0.1998149	0.1399924	0.6403731	0.4358212	0.4072635	0.2991073	0.0060772	0.1439760	0.4325541
750	0.4140685	0.1220799	0.1693520	0.2798637	0.1579168	0.0678275	0.0155394	0.3194087	0.6763996	0.0577622	0.2082896	0.2150850	0.1243735	0.2923576	0.5338109	0.6989569	0.4505809	0.2914058	0.0909275	0.5725068	0.0189483	0.1256225	0.1809115	0.3230305	0.5854796	0.6223504	0.3799788	0.3525110	0.6107088	0.4589579	0.3959196	0.1578625	0.6031716	0.0127805	0.2571397	0.1955980	0.5734541	0.2569927	0.1129226	0.5259180	0.0295939	0.1901379	0.5534423	0.2054276	0.4542941	0.3148363	0.1887751	0.6957609	0.4355162	0.1128438	0.3391290	0.0055765	0.5428529	0.5856598	0.4194093	0.2839180	0.0254330	0.5379836	0.2942566	0.3262057	0.3068196	0.3126615	0.0020947	0.3196952	0.1125910	0.3313578	0.6611625	0.5611410	0.6817964	0.0311027	0.4013868	0.1094719	0.2570895	0.2601562	0.3417980	0.3323808	0.4564094	0.0921179	0.6715342	0.6045533	0.1255687	0.5530829	0.0920803	0.3441412	0.1666540	0.1740061	0.5795536	0.5115238	0.5297501	0.1701885	0.4079552	0.2262549	0.0910680	0.5905169	0.3129780	0.3344232	0.3275201	0.0072745	0.0848589	0.4872911
800	0.4612509	0.1872847	0.1623622	0.2083333	0.2046746	0.0486443	0.0130146	0.2983870	0.5826942	0.0891684	0.2793723	0.1479442	0.2153284	0.2745195	0.3567950	0.6814668	0.5456757	0.2725829	0.0660940	0.5506264	0.0459403	0.1266904	0.0850255	0.2773934	0.7116266	0.6199922	0.2945005	0.4158826	0.6958959	0.4167917	0.4406279	0.2388793	0.6035914	0.0084218	0.1912751	0.1499512	0.6242350	0.2782203	0.1416469	0.5211405	0.0284076	0.3348359	0.5477732	0.1843988	0.4146973	0.2428105	0.1752970	0.6587060	0.5044786	0.0604972	0.3555053	0.0126423	0.6238627	0.7454793	0.3222525	0.4069462	0.0344092	0.5371614	0.3766562	0.3818939	0.2666663	0.2655233	0.0003636	0.3022874	0.1489492	0.2887214	0.6522556	0.5416720	0.5985528	0.0264364	0.3630512	0.1739808	0.2392029	0.2672033	0.2843111	0.2464902	0.4267672	0.0762089	0.5908283	0.6485879	0.1225228	0.5184502	0.0770989	0.4550788	0.1824137	0.1529014	0.5599925	0.6384022	0.5464230	0.2177967	0.4417885	0.2400358	0.0302592	0.5708309	0.3807161	0.2667745	0.3386968	0.0045371	0.0627761	0.4286105
850	0.2788369	0.2008270	0.0975073	0.3510068	0.1652474	0.0474828	0.0202018	0.2653313	0.5853617	0.0215559	0.2307227	0.1853436	0.1272933	0.4286151	0.1691579	0.6840620	0.5122711	0.3494792	0.0814892	0.4746027	0.0674112	0.1235166	0.0708923	0.3120857	0.6814255	0.6075973	0.3578333	0.3228029	0.5651346	0.4896548	0.4711846	0.1690865	0.6525531	0.0540010	0.2305994	0.1201321	0.6423956	0.3191173	0.1404546	0.5230777	0.0725778	0.2861686	0.5081001	0.1752071	0.3326991	0.2913935	0.2117351	0.6266684	0.4087410	0.1178166	0.2919550	0.0038749	0.6705773	0.7017084	0.2954968	0.5022732	0.0427632	0.6376425	0.2906441	0.3230957	0.1906207	0.2827874	0.0022987	0.2451483	0.1030271	0.3093879	0.5984831	0.5269338	0.6693942	0.0784860	0.4690125	0.1742739	0.2103661	0.2712423	0.3600142	0.2929709	0.4086985	0.0991732	0.5851359	0.4945699	0.1800156	0.5466056	0.1636715	0.3663713	0.1770033	0.1206948	0.5344744	0.5961774	0.6358726	0.2112527	0.4202673	0.1758628	0.0335199	0.6496014	0.3901385	0.3118155	0.4096996	0.0013353	0.0657856	0.4541984
900	0.2252779	0.2051176	0.0909652	0.2521149	0.2459047	0.0648373	0.0097416	0.3470125	0.5569738	0.0244594	0.3008100	0.1448154	0.0848194	0.4600742	0.0765761	0.6005153	0.5630927	0.2817837	0.1030044	0.4668444	0.1412989	0.1929802	0.1325384	0.3014441	0.5973063	0.6054379	0.3246804	0.3482502	0.5131722	0.4873220	0.3496418	0.1469125	0.6206288	0.0404252	0.2151782	0.1040362	0.6538924	0.3188575	0.1420733	0.4454687	0.0523467	0.3233930	0.5447382	0.2264516	0.4397415	0.2757165	0.1196865	0.6057837	0.3810142	0.1030482	0.3825502	0.0061438	0.5714094	0.6985449	0.2434584	0.4819686	0.0564831	0.5647109	0.2693655	0.3172232	0.2757351	0.3487638	0.0034644	0.2196843	0.1144022	0.3253494	0.6877731	0.4469037	0.6219434	0.1307388	0.4369967	0.1626228	0.1981805	0.2653142	0.2380320	0.3793729	0.4374717	0.0993923	0.6268691	0.5872827	0.1453214	0.6471047	0.1626976	0.2560342	0.1793486	0.1566333	0.3589358	0.5794943	0.4405649	0.2249350	0.4932886	0.1469469	0.0801592	0.5232349	0.3611456	0.3045034	0.4327568	0.0019775	0.0747701	0.3882906
950	0.0721368	0.2218146	0.0653903	0.3756455	0.1900581	0.0825602	0.0249376	0.3769843	0.5969925	0.0230653	0.2622215	0.1834416	0.0245130	0.6845403	0.0919714	0.6306242	0.6040417	0.3469035	0.1037283	0.3773871	0.1983349	0.1721750	0.1034420	0.2781669	0.7066162	0.5253034	0.4081634	0.4017088	0.6223230	0.4931780	0.3520591	0.1703453	0.6146001	0.0679101	0.2298285	0.1559208	0.6461392	0.3350661	0.1340550	0.4369569	0.1432928	0.3436839	0.6417498	0.1862654	0.3882786	0.3915248	0.2628071	0.6830306	0.4393029	0.0873482	0.4140135	0.0354682	0.6047181	0.7084026	0.2878072	0.5083063	0.0628379	0.6007403	0.2518478	0.3238753	0.2248002	0.2900835	0.0138524	0.2552048	0.0763820	0.3120160	0.6805202	0.5256200	0.6007756	0.1199282	0.3367026	0.1279502	0.2343115	0.2710643	0.2216685	0.3558417	0.4518625	0.0587849	0.6222158	0.4860333	0.1204196	0.5977446	0.2112652	0.3250707	0.0944660	0.1551972	0.3093414	0.6565587	0.4059480	0.2433905	0.4120364	0.1544654	0.0447201	0.6581548	0.3938433	0.3309346	0.4402852	0.0004724	0.1185048	0.4069051
1000	0.0290839	0.3271268	0.0381341	0.4449763	0.1882447	0.0698188	0.0156751	0.2780503	0.6096327	0.0315425	0.2786072	0.4292806	0.0098630	0.5859489	0.0444507	0.5195784	0.5603491	0.3499308	0.1039281	0.3660465	0.1557824	0.1044156	0.0590318	0.3074193	0.7270984	0.3195327	0.3944318	0.2963704	0.6145929	0.3772508	0.4939549	0.2269152	0.5345820	0.0624989	0.2615824	0.1417136	0.5515163	0.3187177	0.1055864	0.5329394	0.1417765	0.3109733	0.6298451	0.2336977	0.4301903	0.3475833	0.3724383	0.7833595	0.3517341	0.0840241	0.4237934	0.0184779	0.5465623	0.5766323	0.3071478	0.4074949	0.0269622	0.5127479	0.3952433	0.2535675	0.3078853	0.3038247	0.0086166	0.1950189	0.1833854	0.4185471	0.6180239	0.4219276	0.7533505	0.2287080	0.3729130	0.1058164	0.1913959	0.3647467	0.2429726	0.3370562	0.4654927	0.0513039	0.5386862	0.5499330	0.1278691	0.4804863	0.2551538	0.2906620	0.0971104	0.0927173	0.3421518	0.5716267	0.3829111	0.2393863	0.4157692	0.2217358	0.1404454	0.5558448	0.3752026	0.4511726	0.3784825	0.0051238	0.1895733	0.3883751

0	0.0026745	0.3413569	0.0379789	0.5009100	0.2187181	0.3346007	0.0216498	0.3541847	0.7329256	0.0351727	0.3217582	0.4363244	0.0053255	0.6054567	0.0156758	0.4993981	0.7521625	0.1124587	0.0721571	0.2774398	0.0005883	0.0167026	0.1110843	0.3184085	0.7538072	0.1664129	0.4759446	0.3293022	0.5841438	0.3904601	0.5136587	0.1178799	0.6810571	0.0597296	0.4544317	0.0987706	0.5965804	0.2825230	0.1210834	0.6187779	0.1846643	0.4097482	0.5831499	0.1991047	0.4143583	0.2140412	0.4102075	0.7721064	0.5306577	0.1175915	0.3083463	0.0229394	0.4759452	0.6805172	0.3706182	0.0853559	0.0595564	0.2672887	0.3355323	0.1505112	0.2120962	0.2517605	0.0456297	0.1250494	0.1259042	0.3632958	0.6328501	0.5988840	0.7125214	0.3888910	0.4709618	0.0917454	0.1543745	0.2202202	0.3592123	0.3064353	0.2489622	0.3103388	0.5416575	0.5317992	0.3177290	0.3661627	0.2516937	0.2944978	0.1420967	0.1047283	0.4309569	0.6581025	0.4443559	0.2752328	0.5560928	0.2225626	0.1016875	0.6102173	0.5363318	0.3999417	0.3949732	0.0018853	0.3527295	0.3320547
