"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3893934	0.5818432	0.2671892	0.1221351	0.3825194	0.1286861	0.3431094	0.4509156	0.0903653	0.4653154	0.5984147	0.6846985	0.6727703	0.2608974	0.4219405	0.7466825	0.1854972	0.0002913	0.6606909	0.3086925	0.3811836	0.5815050	0.5969534	0.3618866	0.0305666	0.0543230	0.3322570	0.5134332	0.0688444	0.4745750	0.0786621	0.2601552	0.3260288	0.5765193	0.3965503	0.4043102	0.4910365	0.2780621	0.6391722	0.1070303	0.7837815	0.3825835	0.2447826	0.6509941	0.0198555	0.2357334	0.5241844	0.5742148	0.0057880	0.7315099	0.5852018	0.4426518	0.2019672	0.0091197	0.4593306	0.0049486	0.4794679	0.0119268	0.3429162	0.4563610	0.3157611	0.5671909	0.4961901	0.4858629	0.7124452	0.7205946	0.4791797	0.3949926	0.3935725	0.5640501	0.0006197	0.3652911	0.1720995	0.6930015	0.2343953	0.5431842	0.5109692	0.3806916	0.2478453	0.2267069	0.3118253	0.7462667	0.0850020	0.1695425	0.1665654	0.2641893	0.4754672	0.2644262	0.0250830	0.1161177	0.1623602	0.2993136	0.6883802	0.0033548	0.0452257	0.4355923	0.0014870	0.3493149	0.0868726	0.1984148
500	0.3159599	0.6478269	0.2103180	0.0856651	0.4225883	0.1163972	0.3041269	0.7073465	0.1799103	0.3058457	0.5497290	0.7093702	0.6792840	0.2525823	0.3851258	0.8652213	0.1611570	0.0032411	0.5422486	0.4157807	0.4236046	0.6722209	0.5173521	0.3660163	0.0160262	0.0668465	0.2926460	0.5284082	0.1096968	0.4571540	0.0908990	0.2374948	0.3475035	0.5776569	0.3698378	0.4637601	0.5970591	0.2681372	0.7567766	0.1687335	0.7506922	0.4327802	0.2140495	0.5940364	0.0417621	0.1877345	0.4503694	0.3916698	0.0024189	0.6476851	0.4855761	0.6152971	0.2598949	0.0109351	0.4788558	0.0036275	0.4060592	0.0090652	0.3959195	0.5411966	0.3647093	0.5635827	0.5597715	0.4832506	0.6805007	0.6199001	0.4444234	0.2972187	0.4438584	0.6358636	0.0001551	0.2976480	0.1751668	0.7176838	0.1438142	0.5741042	0.5273858	0.5004410	0.2591870	0.2185550	0.3075075	0.6269379	0.1244488	0.1757904	0.1648157	0.2161374	0.4800791	0.2318578	0.0491448	0.0931535	0.1408066	0.2134188	0.6299763	0.0010066	0.0163000	0.4213259	0.0006381	0.3645321	0.1130484	0.2444102
550	0.2133013	0.6141640	0.2148294	0.0850494	0.4322429	0.0720513	0.3968426	0.4907416	0.1390715	0.3709971	0.5302518	0.6382443	0.6856341	0.2061536	0.3841258	0.7991747	0.0670740	0.0029663	0.6600143	0.2494539	0.2941536	0.6934954	0.4526467	0.3453812	0.0266511	0.1628013	0.2152200	0.4818654	0.1491755	0.5196096	0.0871208	0.3111612	0.4005842	0.4985653	0.4221623	0.3821994	0.4644439	0.2000876	0.7143477	0.1421976	0.6369126	0.3397218	0.1841802	0.4906351	0.0192535	0.2378005	0.5629563	0.5974695	0.1483491	0.6971438	0.4787292	0.4377936	0.2235152	0.0227781	0.6212771	0.0000658	0.3769566	0.0084462	0.3156096	0.5610063	0.3279657	0.6604922	0.5231798	0.5074465	0.5922575	0.6938713	0.3361063	0.3814711	0.3684354	0.3549076	0.0009570	0.3776721	0.1283876	0.7906845	0.2849838	0.5241251	0.6752366	0.5175722	0.2140111	0.2374870	0.3100480	0.5713912	0.4223841	0.1703515	0.3044831	0.2582018	0.5783630	0.1900286	0.0448162	0.1173284	0.1148022	0.3062020	0.6130362	0.0002837	0.0587595	0.4822247	0.0002759	0.2918872	0.0756933	0.2544427
600	0.2932584	0.5758290	0.2286033	0.1184003	0.6626813	0.0778444	0.3447304	0.6251884	0.1372473	0.4068255	0.4959158	0.5694100	0.7317180	0.1969499	0.3687361	0.6194303	0.0322575	0.0006621	0.6306900	0.1422113	0.3531073	0.7626941	0.2490961	0.3906114	0.0242276	0.2387379	0.1928787	0.4531054	0.1590828	0.6178056	0.1121123	0.3732213	0.3533219	0.6066882	0.3829265	0.3280079	0.2602818	0.1111666	0.5608761	0.1478489	0.6592458	0.3874352	0.1441587	0.5752363	0.0038887	0.1794064	0.4665496	0.4615415	0.4052716	0.6331609	0.4729895	0.3578599	0.2141863	0.0217875	0.4968445	0.0010965	0.3425709	0.0148831	0.4288675	0.4775513	0.2566455	0.6573540	0.6603235	0.4145414	0.6085116	0.5296669	0.3281269	0.3601879	0.3491566	0.2573731	0.0002588	0.5052331	0.1462357	0.7524676	0.2707908	0.4572080	0.6645752	0.4714382	0.1779448	0.1238693	0.2878760	0.6644568	0.6185848	0.2866207	0.2617226	0.1745537	0.5377411	0.1623358	0.1047274	0.2092352	0.1271528	0.2704994	0.5539962	0.0006003	0.0901252	0.5610556	0.0001011	0.3464678	0.1352377	0.2002387
650	0.3199016	0.5461900	0.1809929	0.2910433	0.6138340	0.0483767	0.3444896	0.6647845	0.1675162	0.3736795	0.5739326	0.6899072	0.7712668	0.2150061	0.3238484	0.5935797	0.0056089	0.0061932	0.6812504	0.0574375	0.3856510	0.6013438	0.2088928	0.4459434	0.0142955	0.4441538	0.1541421	0.5741123	0.1726859	0.6486960	0.1272057	0.4734122	0.3255752	0.4992752	0.4835630	0.3124042	0.0994088	0.0868122	0.7505503	0.2014967	0.7881575	0.4351485	0.2114508	0.5377148	0.0266785	0.1750038	0.5347961	0.4156520	0.4867990	0.7107818	0.6096715	0.3556749	0.1179939	0.0300762	0.4831224	0.0003553	0.4227634	0.0069997	0.4658560	0.4498831	0.2707837	0.6044920	0.5761432	0.4023446	0.7187751	0.5106882	0.4841893	0.3264940	0.3891343	0.2144873	0.0037941	0.5939212	0.1931303	0.7196180	0.3837466	0.4628093	0.5022579	0.5497000	0.2273851	0.2054738	0.3316046	0.7534948	0.5587556	0.2424922	0.1926334	0.1352675	0.5085951	0.0916943	0.1726694	0.3272702	0.1172350	0.2925925	0.5566541	0.0023826	0.1719462	0.5810602	0.0003170	0.4053346	0.1716072	0.2854673
700	0.4687290	0.4792186	0.1129430	0.2805417	0.4404616	0.0504165	0.3335552	0.4520047	0.1316217	0.4015185	0.5931762	0.6547598	0.6622402	0.1710752	0.3318896	0.5512129	0.0032325	0.0064185	0.5577443	0.0205096	0.3190066	0.3844092	0.2158381	0.4216982	0.0182132	0.6803745	0.2113371	0.4210025	0.3033605	0.5843563	0.1047835	0.3551756	0.4475342	0.6156487	0.4544919	0.3375586	0.0773430	0.1003394	0.7150447	0.1417089	0.8083786	0.4387324	0.1821244	0.5956294	0.0203934	0.2289327	0.5598697	0.4224807	0.4324048	0.6498029	0.6013932	0.2865330	0.0460315	0.0179957	0.4374672	0.0011431	0.3510847	0.0021825	0.5581295	0.4238737	0.3507512	0.7196443	0.6897629	0.3166157	0.7314703	0.5658754	0.4266871	0.2605728	0.3916700	0.2007894	0.0005884	0.5992878	0.1427548	0.7251883	0.4183967	0.4800102	0.5469613	0.4556743	0.2010098	0.2138776	0.3193582	0.4850747	0.6795239	0.2610236	0.0552535	0.1539989	0.4967297	0.0601424	0.1011036	0.2364754	0.1180062	0.2262739	0.6021473	0.0056201	0.1086110	0.5481588	0.0024479	0.4932518	0.1427178	0.3281556
750	0.4681310	0.3196929	0.0872801	0.3049350	0.5373480	0.0567731	0.3047620	0.5162345	0.2064960	0.3992179	0.6286030	0.6080371	0.6826799	0.1051644	0.3142401	0.5541988	0.0089539	0.0018002	0.5096236	0.0342554	0.3260648	0.3858034	0.2936759	0.5220893	0.0192569	0.6359050	0.1203790	0.4418052	0.3428514	0.6716024	0.1447880	0.3295312	0.5175745	0.5621096	0.3593496	0.4302082	0.0466621	0.0469470	0.6675551	0.1116987	0.6945607	0.4113589	0.1881184	0.6134680	0.0347741	0.1810339	0.5059137	0.3988931	0.5113569	0.7362047	0.5695681	0.2707757	0.0864754	0.0072101	0.4521038	0.0011838	0.4084088	0.0066898	0.4614020	0.4639791	0.3722956	0.6662036	0.7323664	0.3250572	0.7733995	0.6619299	0.3891947	0.3700162	0.3749675	0.1817847	0.0010277	0.6784800	0.1580837	0.7307424	0.3551348	0.5574467	0.6028030	0.4131042	0.2323444	0.2127677	0.4073236	0.7190054	0.7107541	0.2586793	0.0833001	0.1256504	0.5032954	0.0731802	0.1254239	0.2782813	0.1038071	0.3068460	0.5921742	0.0059831	0.0967723	0.5578607	0.0027535	0.5129361	0.1481155	0.3756249
800	0.3503647	0.2880938	0.0622306	0.1978175	0.3232839	0.0758727	0.3492639	0.6971677	0.1782193	0.4061179	0.6180936	0.6023579	0.5635710	0.1337890	0.3706984	0.5184154	0.0108851	0.0015864	0.6711282	0.0229089	0.4448622	0.4862078	0.2421814	0.5619335	0.0120412	0.5596876	0.2523837	0.4123420	0.2616018	0.7426659	0.1564465	0.4054238	0.3681293	0.5445917	0.5049573	0.4381921	0.0229387	0.0532819	0.7054672	0.0940933	0.7244620	0.4484808	0.1583567	0.4082187	0.0789149	0.3580123	0.5723584	0.2865354	0.5016781	0.7371389	0.5259782	0.2522775	0.0709691	0.0230318	0.4642277	0.0004582	0.4446754	0.0083056	0.5371879	0.3944595	0.3609141	0.5799290	0.5288716	0.2777341	0.5176260	0.5032489	0.4327658	0.4630134	0.4518874	0.2661771	0.0003405	0.7123805	0.2203991	0.6839306	0.4449047	0.4671035	0.6635143	0.4466705	0.2638635	0.1837078	0.2837660	0.7920709	0.6065487	0.2272658	0.0984229	0.1665555	0.4534740	0.0383588	0.1144417	0.2163234	0.1446793	0.2977530	0.7592674	0.0097005	0.0798541	0.5727382	0.0002404	0.6037791	0.0961756	0.2695687
850	0.4321627	0.3440959	0.0893151	0.1444527	0.4223123	0.0879779	0.4024671	0.4947398	0.1940146	0.3998435	0.5038977	0.5400692	0.7642851	0.2145754	0.3069615	0.5796879	0.0072437	0.0000567	0.6421647	0.0200727	0.3927142	0.4353653	0.3247576	0.4975310	0.0416789	0.6805049	0.1885914	0.4123329	0.3045583	0.6001758	0.0747445	0.3839292	0.3866487	0.4214479	0.4471236	0.5178378	0.0382237	0.0519842	0.6761763	0.1463152	0.6016107	0.5755431	0.1935290	0.4610900	0.1603258	0.2623112	0.4940929	0.2432362	0.5049574	0.6963496	0.5318398	0.3343660	0.1889049	0.0081678	0.4437721	0.0033350	0.4479619	0.0019695	0.4944926	0.3238997	0.3330225	0.6740949	0.5568783	0.2354473	0.6152507	0.5084674	0.4179144	0.3790012	0.4310735	0.2224683	0.0001451	0.5603593	0.1369940	0.6711946	0.3803783	0.4730693	0.6860060	0.4628909	0.2381858	0.1927006	0.2706151	0.7568280	0.5850136	0.1930597	0.0487617	0.1872110	0.5098128	0.0569422	0.0627555	0.1433780	0.1217157	0.2648007	0.7450500	0.0376580	0.0520551	0.6404704	0.0013613	0.5643826	0.1098216	0.3392546
900	0.4164364	0.2007928	0.0482487	0.1405717	0.4192173	0.1495061	0.4265844	0.5127306	0.2062548	0.3990249	0.6400256	0.6022177	0.6953668	0.2362127	0.3830382	0.5172464	0.0024598	0.0002215	0.5982278	0.0177704	0.4468654	0.6113250	0.3515938	0.7792400	0.0121560	0.5106083	0.2481710	0.5125066	0.1726402	0.7111771	0.0818485	0.4345482	0.2914859	0.4201503	0.5689340	0.5865594	0.0215305	0.0615331	0.7200677	0.2072504	0.6971165	0.3555220	0.1948217	0.4799106	0.2704896	0.3591970	0.6022702	0.2070926	0.4486615	0.5933672	0.4781307	0.2973054	0.1478142	0.0101907	0.4364918	0.0031564	0.4133244	0.0053192	0.4552587	0.3831962	0.3319762	0.8384643	0.5854107	0.2766500	0.6303734	0.5781719	0.4265641	0.3982205	0.2899894	0.1981499	0.0027622	0.6468604	0.1207722	0.5288575	0.5141949	0.4553486	0.5659266	0.4772398	0.2210964	0.1961674	0.1897014	0.7103189	0.6759542	0.2197264	0.1537142	0.2467237	0.5094123	0.0541714	0.0391300	0.1945402	0.1029498	0.2188816	0.6350106	0.0265025	0.0366582	0.6416514	0.0374513	0.4250607	0.1147116	0.2815674
950	0.3110850	0.2491811	0.0755429	0.0980525	0.2861252	0.1200335	0.3391277	0.5636796	0.3012563	0.4444167	0.6409801	0.5878341	0.5155869	0.2315708	0.3798688	0.6035490	0.0062378	0.0000958	0.5395738	0.0202455	0.4128216	0.5103135	0.3348060	0.4873156	0.0087386	0.6477985	0.1452302	0.3655475	0.1560622	0.7406008	0.1019595	0.4442047	0.2824332	0.4614966	0.5651845	0.4342142	0.0023513	0.0927427	0.7351853	0.1590507	0.6332259	0.5218054	0.1404711	0.5254161	0.4042700	0.4048233	0.6186759	0.2256265	0.3957249	0.6307620	0.4355224	0.3018399	0.1807453	0.0088308	0.4730406	0.0022268	0.3805153	0.0001519	0.5163431	0.4636035	0.3856628	0.6470089	0.6064148	0.3287223	0.6035819	0.4952060	0.4542259	0.3784015	0.4369717	0.1643711	0.0002174	0.6286829	0.1251095	0.6454540	0.4796146	0.5638882	0.5427944	0.2916252	0.2859957	0.2188255	0.2434597	0.6927398	0.6972705	0.1998490	0.1207184	0.1718520	0.4142519	0.0564479	0.0320274	0.2151200	0.1501607	0.2165190	0.5531728	0.0105357	0.0071816	0.6823373	0.1150756	0.5829099	0.0991498	0.3082757
1000	0.4021071	0.1800680	0.0894238	0.1147828	0.2641106	0.1484770	0.3102449	0.6647594	0.2288438	0.4111626	0.7042958	0.5412878	0.7064322	0.1682478	0.3644250	0.5400410	0.0093508	0.0029387	0.5776216	0.0111044	0.5270507	0.6666988	0.3001581	0.5717176	0.0090964	0.5671788	0.2590492	0.5309032	0.1205746	0.7125333	0.0512240	0.3027515	0.2430666	0.4259956	0.5145899	0.4654873	0.0046635	0.0489099	0.7814561	0.1629562	0.6059996	0.4249321	0.1271811	0.5159576	0.2658966	0.4297826	0.7370054	0.3135495	0.4594048	0.5184802	0.5500773	0.4226691	0.1390894	0.0009582	0.4399070	0.0015313	0.4156348	0.0001740	0.6136698	0.5142266	0.3707388	0.7471273	0.4983204	0.3191182	0.6091325	0.4723912	0.4788176	0.3578504	0.4060777	0.1697697	0.0010299	0.7376150	0.1599645	0.6039787	0.5008522	0.4911814	0.5905959	0.3127913	0.2484429	0.2066249	0.2296975	0.7116554	0.6274427	0.2386761	0.1107401	0.2338911	0.4984995	0.0825397	0.0074194	0.2016079	0.1443783	0.2584023	0.5240969	0.0104583	0.0300178	0.5789807	0.1087460	0.6088528	0.1391045	0.2531179

0	0.3496673	0.1741910	0.0448411	0.0431026	0.3959850	0.1357594	0.4674182	0.5121986	0.2225376	0.3139649	0.6160023	0.6211869	0.5936287	0.3541306	0.5764377	0.6044181	0.0097254	0.0019013	0.5918312	0.0084028	0.3419361	0.6315785	0.3743224	0.5840594	0.0198066	0.6029325	0.1307401	0.5148574	0.0745847	0.6536896	0.0353673	0.3059504	0.2862571	0.4785976	0.4153161	0.6046750	0.0030095	0.0403318	0.6795972	0.1226205	0.6441632	0.3920218	0.1747430	0.5558332	0.1736653	0.4745730	0.6519937	0.2548622	0.4236995	0.5578558	0.5051255	0.2852078	0.1900741	0.0151368	0.5003038	0.0038627	0.5261046	0.0006481	0.6241086	0.5309150	0.4132226	0.7943946	0.5948156	0.5265844	0.6907332	0.7054599	0.3123863	0.3994152	0.4243850	0.1933656	0.0008170	0.5515780	0.2300716	0.7043155	0.4781634	0.5732104	0.6419088	0.4493002	0.2166551	0.2371941	0.2036504	0.6665901	0.6423609	0.2191488	0.0932835	0.3256988	0.6842246	0.0410816	0.0120895	0.1821205	0.0974365	0.2402298	0.6305337	0.0307415	0.0163365	0.6578543	0.0210763	0.6407630	0.1092790	0.4165134
