"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3614023	0.8698128	0.0747512	0.2142648	0.5820030	0.0772858	0.1992600	0.5233806	0.1342459	0.7076101	0.9993832	0.1158822	0.1168006	0.2691852	0.9203754	0.7024666	0.0750182	0.4731269	0.3523136	0.0036864	0.5201037	0.1418758	0.2008929	0.8155920	0.8086947	0.3801008	0.8457438	0.9570079	0.4311277	0.0542093	0.2564264	0.0585920	0.9990512	0.0761272	0.1837786	0.5201170	0.2608408	0.7494456	0.2910600	0.4934596	0.0026738	0.0766874	0.8974468	0.5595277	0.5527983	0.3025439	0.0432941	0.1890849	0.0306531	0.8069460	0.9509814	0.4768823	0.6534320	0.8517564	0.6818718	0.5037226	0.0630123	0.4595183	0.9970932	0.1761559	0.2568735	0.4841800	0.0000004	0.0008039	0.5589024	0.3818455	0.9300990	0.6736769	0.0344136	0.7349467	0.9167056	0.1983855	0.4576068	0.7734108	0.0770137	0.2739871	0.5912685	0.3397495	0.7741634	0.5156297	0.4521247	0.3616378	0.0153834	0.4809098	0.5797399	0.2793674	0.8254213	0.7497457	0.5141845	0.7230839	0.4683719	0.5189448	0.7765703	0.9473999	0.0000823	0.3074543	0.6878390	0.4657367	0.6900361	0.0000185
500	0.3584548	0.8805681	0.0662622	0.2146850	0.5607876	0.0774210	0.2050337	0.5163967	0.1346490	0.6792269	0.9995748	0.1115430	0.1131975	0.2661930	0.9254422	0.7120039	0.0744094	0.4696460	0.3523932	0.0034806	0.5515241	0.1302739	0.1914356	0.8202056	0.8151430	0.3994584	0.8540124	0.9699867	0.4218818	0.0418648	0.2563402	0.0586815	0.9994586	0.0674767	0.1962594	0.5317471	0.2525509	0.7541081	0.2916113	0.5013165	0.0049590	0.0674361	0.9090645	0.5677201	0.5524322	0.3025112	0.0343811	0.1770482	0.0286409	0.8079134	0.9598114	0.4949287	0.6320163	0.8297714	0.6766761	0.5022599	0.0473525	0.4662100	0.9970910	0.1922414	0.2326484	0.4932480	0.0000002	0.0006651	0.5632083	0.3793922	0.9349287	0.6343141	0.0344867	0.7318706	0.9223965	0.2100407	0.4400322	0.7814510	0.0770868	0.3112001	0.5886164	0.3414090	0.7616012	0.5134297	0.5050282	0.3794978	0.0196764	0.4669096	0.5770224	0.2545483	0.8154832	0.7495138	0.5475418	0.7474049	0.4533428	0.5121792	0.7924372	0.9591831	0.0000662	0.2538716	0.7109547	0.4659093	0.7403185	0.0000222
550	0.3599020	0.6750593	0.0785243	0.2210768	0.5442515	0.0678524	0.2099108	0.4934369	0.3829115	0.6649047	0.8549312	0.1123702	0.1114747	0.2672478	0.7471703	0.6601944	0.2013337	0.5216467	0.2555626	0.0032949	0.5753833	0.1222172	0.1902856	0.8304127	0.8126812	0.4109788	0.8578950	0.9762036	0.4218077	0.0342256	0.2563384	0.0586937	0.9995683	0.0610779	0.2051049	0.5362935	0.1955888	0.7556680	0.2934465	0.5137900	0.1598523	0.0626133	0.9133091	0.5098990	0.5570903	0.2092289	0.0297518	0.1763466	0.1536821	0.7122331	0.9655024	0.5045073	0.6154151	0.7940185	0.7023929	0.5356070	0.0422750	0.4613108	0.9958497	0.1998215	0.2352289	0.5217524	0.0269295	0.0008622	0.3815844	0.4449668	0.9350202	0.6199674	0.2117322	0.7355756	0.9113774	0.2274500	0.3200525	0.7431702	0.0436745	0.3304090	0.5852318	0.1755271	0.7563786	0.5252685	0.5486517	0.3828465	0.0350623	0.5975281	0.5802815	0.2386045	0.8130867	0.8292858	0.5690805	0.7632186	0.4711084	0.5173720	0.7926944	0.9679738	0.0000722	0.2375953	0.7204563	0.4659748	0.7746095	0.0000440
600	0.3734658	0.4847992	0.2080545	0.2486510	0.5421945	0.0394360	0.2153696	0.4948938	0.6385235	0.6883924	0.7048176	0.1391282	0.1109330	0.2840236	0.5174178	0.4743649	0.3366568	0.6382086	0.1510588	0.0030569	0.5939526	0.1207082	0.2092311	0.8712037	0.7809823	0.4170258	0.8553696	0.9778364	0.4389190	0.0295929	0.2568586	0.0582499	0.9988395	0.0553221	0.2092605	0.5286602	0.1297064	0.7537586	0.3131211	0.5799916	0.3298645	0.0622289	0.9045955	0.4558744	0.5735987	0.1374162	0.0283248	0.2238175	0.2935396	0.6333160	0.9686907	0.5058232	0.6091779	0.7219886	0.7757039	0.6899123	0.0800367	0.4384949	0.9896046	0.1985015	0.2677940	0.5348481	0.0586912	0.0010373	0.1788579	0.6764192	0.9225793	0.6623882	0.3146828	0.7628070	0.8985430	0.2957220	0.2042068	0.6903937	0.0164598	0.3146252	0.5930747	0.0717399	0.7670334	0.5517002	0.5756692	0.3673507	0.0511062	0.7296092	0.6136819	0.2242781	0.8345683	0.9151982	0.5840082	0.7764255	0.5305240	0.5531733	0.7347988	0.9747047	0.0000784	0.2745968	0.6962975	0.4660749	0.8242103	0.0000632
650	0.3904493	0.3297061	0.4044578	0.3212194	0.5418940	0.0224084	0.2179369	0.5316471	0.6493518	0.7652394	0.6248855	0.2188866	0.1119262	0.3178523	0.3101897	0.3058724	0.4487264	0.7644395	0.0950272	0.0030459	0.6097875	0.1317019	0.2343432	0.9151540	0.7334996	0.4158979	0.8215181	0.9744640	0.4682181	0.0266044	0.2578533	0.0573515	0.9881524	0.0504595	0.2062754	0.5061594	0.0846711	0.7413289	0.3525289	0.6113661	0.4094912	0.0648348	0.8888510	0.4275908	0.5878674	0.1113006	0.0337382	0.3352895	0.3737705	0.6002019	0.9692824	0.4358106	0.6210299	0.6900156	0.8195625	0.8218735	0.1624225	0.4050955	0.9862870	0.2117942	0.3310693	0.4925343	0.0806188	0.0011886	0.0987405	0.8382807	0.8987242	0.7573052	0.3417229	0.7971327	0.8880150	0.4212751	0.1349926	0.6481663	0.0059427	0.2534589	0.6049565	0.0454383	0.7843515	0.5720065	0.5680043	0.3754776	0.0612564	0.7881818	0.6853237	0.2048057	0.8752971	0.9621003	0.5985994	0.7839522	0.6068298	0.6020028	0.6278275	0.9777072	0.0000798	0.3289593	0.6208499	0.4661369	0.8739119	0.0001175
700	0.4036201	0.2057244	0.5264962	0.4313781	0.5243556	0.0166967	0.2143198	0.5798599	0.4901700	0.8534458	0.5661389	0.3778151	0.1153282	0.3642855	0.1617146	0.2149701	0.5455130	0.8613335	0.0699816	0.0033756	0.6207929	0.1596931	0.2567371	0.9393761	0.6921341	0.3931798	0.7234344	0.9648279	0.5084624	0.0249509	0.2586710	0.0565679	0.8826990	0.0466006	0.1955779	0.4707875	0.0573342	0.7173158	0.3910205	0.5740729	0.4172528	0.0683974	0.8736414	0.4120032	0.5961190	0.1034630	0.0552188	0.4586276	0.4125627	0.5805283	0.9668422	0.3138313	0.6488134	0.7088279	0.8165818	0.8958220	0.2261281	0.3638311	0.9888231	0.2399617	0.4102176	0.4073748	0.0876066	0.0016352	0.0914846	0.9208647	0.8351513	0.7991022	0.3474572	0.8176474	0.8758722	0.5490077	0.1145313	0.6153500	0.0025342	0.1776731	0.6091111	0.0360027	0.7997193	0.5840905	0.5152346	0.4333235	0.0686282	0.8031861	0.7833427	0.1887234	0.9144766	0.9839076	0.6189713	0.7788058	0.6802078	0.6547227	0.5302111	0.9767593	0.0000807	0.3584251	0.5046317	0.4659254	0.8985179	0.0004705
750	0.4121133	0.1313707	0.6033442	0.5492648	0.5040868	0.0151662	0.2058647	0.6211262	0.3192240	0.9166851	0.4353530	0.5833584	0.1225088	0.4254387	0.0807890	0.1905021	0.6182753	0.9226950	0.0596722	0.0039340	0.6246166	0.2037534	0.2726758	0.9458558	0.6590349	0.3371357	0.6183613	0.9446300	0.5653221	0.0259121	0.2591345	0.0561030	0.6918748	0.0436599	0.1796703	0.4252165	0.0423687	0.6891598	0.4240602	0.5070807	0.3880379	0.0720849	0.8607051	0.3976428	0.5995854	0.1013179	0.0959714	0.5509467	0.4302842	0.5310174	0.9609298	0.2269654	0.6816130	0.7419095	0.7759613	0.9291778	0.2582266	0.3188972	0.9918536	0.2661017	0.4815817	0.3225569	0.0856236	0.0026073	0.1043966	0.9579494	0.6978941	0.7769597	0.3483518	0.8138902	0.8633086	0.6392638	0.1575294	0.5954106	0.0015257	0.1549671	0.6040771	0.0279280	0.8152404	0.5905491	0.4370910	0.5071373	0.0700044	0.7984291	0.8752341	0.1847640	0.9421257	0.9932331	0.6496741	0.7596418	0.7433157	0.7085252	0.4646880	0.9719103	0.0000826	0.3258361	0.3926669	0.4655161	0.8924150	0.0007279
800	0.4169191	0.0971870	0.6695783	0.6490699	0.4900640	0.0147770	0.1958950	0.6498462	0.1999532	0.9504111	0.2631894	0.7588488	0.1367198	0.5096343	0.0446131	0.1999072	0.6652763	0.9574724	0.0556171	0.0045402	0.6178983	0.2513379	0.2818906	0.9413249	0.6203469	0.2697582	0.5579079	0.9040416	0.6339316	0.0330731	0.2593527	0.0558898	0.5608447	0.0417315	0.1621114	0.3700705	0.0359435	0.6624041	0.4529358	0.4523717	0.3447739	0.0767967	0.8467014	0.3749477	0.6014910	0.1008186	0.1450473	0.6081224	0.4385734	0.4475413	0.9518672	0.1797592	0.7094355	0.7611569	0.7536985	0.9420069	0.2812585	0.2782598	0.9938359	0.2783462	0.5319720	0.2483200	0.0898659	0.0040090	0.1159577	0.9730055	0.5511721	0.7387447	0.3480503	0.7916398	0.8517155	0.6904444	0.2244436	0.5865475	0.0012997	0.1618051	0.6000778	0.0223995	0.8365555	0.5937680	0.3623409	0.5554706	0.0607450	0.7869982	0.9375285	0.1966329	0.9588092	0.9970463	0.6884706	0.7276369	0.7925108	0.7581797	0.4220809	0.9633518	0.0000873	0.2546893	0.3127094	0.4651845	0.8639596	0.0005707
850	0.4192987	0.0861566	0.7251550	0.7215442	0.4822976	0.0146729	0.1869015	0.6675663	0.1304270	0.9637538	0.1547796	0.8726659	0.1641224	0.6043167	0.0313580	0.2163320	0.6925728	0.9758696	0.0540657	0.0050629	0.5951981	0.2889108	0.2865380	0.9274711	0.5727415	0.2182115	0.5382455	0.8367710	0.6979138	0.0516042	0.2594451	0.0558168	0.4953786	0.0408243	0.1461599	0.3104070	0.0356226	0.6390982	0.4765469	0.4225609	0.2914910	0.0855490	0.8237676	0.3360126	0.6033749	0.1009339	0.1892410	0.6409241	0.4431221	0.3708648	0.9402582	0.1585213	0.7295196	0.7816270	0.7382229	0.9443499	0.3083679	0.2468508	0.9948797	0.2734053	0.5621010	0.1897294	0.1095562	0.0053598	0.1240836	0.9788917	0.4457473	0.7087906	0.3469245	0.7596269	0.8420940	0.7162518	0.2766767	0.5831137	0.0013610	0.1525510	0.6059295	0.0199306	0.8632671	0.5951452	0.3074351	0.5670914	0.0458417	0.7756475	0.9711970	0.2213340	0.9680678	0.9985691	0.7230177	0.6859744	0.8259540	0.7985221	0.3924262	0.9523797	0.0000985	0.2037143	0.2634505	0.4641376	0.8258535	0.0004291
900	0.4203239	0.0857767	0.7655632	0.7691379	0.4785320	0.0146422	0.1799270	0.6776867	0.0933985	0.9663547	0.1110762	0.9355751	0.2076973	0.6841719	0.0282313	0.2287339	0.7075075	0.9851620	0.0534829	0.0054514	0.5679183	0.3116982	0.2887092	0.9027676	0.5289212	0.1900241	0.5406117	0.7541877	0.7464761	0.0821384	0.2594818	0.0558045	0.4666589	0.0407974	0.1342346	0.2581604	0.0390788	0.6200891	0.4935905	0.4085833	0.2218247	0.1037541	0.7799128	0.2845638	0.6046212	0.1014877	0.2225359	0.6595820	0.4469892	0.3208638	0.9265903	0.1545851	0.7430789	0.8111008	0.7036143	0.9373078	0.3391781	0.2248197	0.9952202	0.2546013	0.5787276	0.1492685	0.1395092	0.0062668	0.1311362	0.9814053	0.3806813	0.6902094	0.3441815	0.7261672	0.8357111	0.7286679	0.3106483	0.5804615	0.0015796	0.1259408	0.6189456	0.0197557	0.8912520	0.5951013	0.2749153	0.5503378	0.0307586	0.7673333	0.9868610	0.2508326	0.9729655	0.9991708	0.7338545	0.6418395	0.8453695	0.8278495	0.3684982	0.9413348	0.0001221	0.1822322	0.2351264	0.4594302	0.7779839	0.0003525
950	0.4206966	0.0887796	0.7918316	0.7983488	0.4768583	0.0146321	0.1750245	0.6831659	0.0746089	0.9647587	0.1015050	0.9670909	0.2603102	0.7380103	0.0287942	0.2358440	0.7153977	0.9897028	0.0532667	0.0057114	0.5457516	0.3223804	0.2896825	0.8688411	0.4975758	0.1797971	0.5493434	0.6770006	0.7787243	0.1157104	0.2594958	0.0558109	0.4549063	0.0413877	0.1268163	0.2210389	0.0438384	0.6057584	0.5041747	0.3941221	0.1423484	0.1374958	0.7062611	0.2339450	0.6043784	0.1023545	0.2451797	0.6710099	0.4526246	0.2937111	0.9120724	0.1606836	0.7515695	0.8308175	0.6581849	0.9193511	0.3687385	0.2104274	0.9951593	0.2291630	0.5876536	0.1240767	0.1678753	0.0068224	0.1376849	0.9810619	0.3448514	0.6798626	0.3390652	0.6964226	0.8324331	0.7329336	0.3325056	0.5706839	0.0018592	0.0946660	0.6299038	0.0208278	0.9168896	0.5932379	0.2596843	0.5226864	0.0187105	0.7629655	0.9933856	0.2794152	0.9754777	0.9994089	0.7092076	0.6027748	0.8548163	0.8474885	0.3456533	0.9328566	0.0001633	0.1765215	0.2192956	0.4456430	0.7101786	0.0003134
1000	0.4207953	0.0918486	0.8077496	0.8154488	0.4761526	0.0146287	0.1718097	0.6860174	0.0653191	0.9623713	0.1049091	0.9817592	0.3099944	0.7691213	0.0301596	0.2393064	0.7194505	0.9918672	0.0531873	0.0058724	0.5305735	0.3258755	0.2901147	0.8321741	0.4784682	0.1791702	0.5560735	0.6177716	0.7984133	0.1415217	0.2595011	0.0558195	0.4503011	0.0422447	0.1228061	0.1983806	0.0481175	0.5959372	0.5095845	0.3624104	0.0769765	0.1887318	0.6088420	0.1933958	0.6025895	0.1033187	0.2600140	0.6792613	0.4626758	0.2804146	0.8984863	0.1702390	0.7553779	0.8322169	0.6184086	0.8948816	0.3922090	0.2015561	0.9948357	0.2031499	0.5913898	0.1093572	0.1879862	0.0076556	0.1435719	0.9697393	0.3289351	0.6744504	0.3318099	0.6718397	0.8314915	0.7293977	0.3490366	0.5464929	0.0020875	0.0689581	0.6337369	0.0222599	0.9377293	0.5892187	0.2547589	0.5007747	0.0107422	0.7624157	0.9958073	0.3089269	0.9767381	0.9995055	0.6636106	0.5717911	0.8585330	0.8598980	0.3238720	0.9287559	0.0002215	0.1792532	0.2103760	0.4200424	0.6215288	0.0002918

0	0.4206194	0.0963471	0.8283872	0.8364131	0.4756659	0.0146268	0.1670848	0.6888067	0.0565660	0.9581269	0.1409715	0.9917229	0.4109655	0.7989086	0.0326643	0.2414316	0.7233597	0.9937262	0.0531423	0.0060748	0.5101290	0.3224971	0.2905518	0.7360906	0.4573090	0.1769595	0.5462982	0.5211770	0.8233077	0.1729967	0.2595041	0.0558329	0.4475260	0.0445441	0.1191443	0.1736071	0.0550546	0.5838232	0.5129931	0.2519357	0.0040258	0.4785480	0.2649740	0.1226634	0.5919716	0.1085058	0.3063693	0.7164779	0.6679894	0.2698511	0.8599125	0.1952895	0.6997954	0.5234951	0.5588527	0.9049512	0.4307574	0.1900652	0.9922615	0.0818167	0.5608605	0.0911112	0.2126118	0.0306791	0.1556130	0.4953725	0.3335983	0.6693042	0.3028451	0.6064307	0.8394361	0.6482099	0.4185207	0.4399833	0.0022742	0.0266515	0.6099144	0.0255542	0.9776381	0.5650587	0.2534749	0.4800310	0.0012134	0.7976539	0.9964472	0.5609560	0.9779493	0.9996008	0.5430721	0.5024279	0.8627368	0.8774856	0.2875620	0.9903016	0.0004041	0.2536666	0.1898895	0.3049093	0.2947717	0.0002266
