"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3512436	0.9124059	0.0759604	0.2054357	0.6823699	0.0846066	0.2027959	0.5917160	0.1057494	0.7204177	0.9575025	0.1293565	0.1246075	0.2447425	0.9377435	0.7621926	0.0703244	0.4962445	0.4040608	0.0280771	0.4118850	0.1983624	0.2409870	0.8162730	0.9338094	0.4128601	0.8434579	1.0093099	0.3597469	0.0375518	0.2437454	0.0525116	1.0025986	0.0754724	0.1712105	0.5238072	0.2298728	0.7320751	0.3071443	0.4703728	0.0049850	0.0993996	0.9527880	0.5467481	0.5238886	0.2649062	0.0724735	0.2098049	0.0158049	0.7921166	0.8399080	0.4901721	0.7559561	0.8572403	0.6696342	0.4756986	0.0244366	0.3911854	0.9722883	0.2076649	0.2634462	0.4763505	0.0022625	0.0020248	0.6758132	0.3810990	0.9745543	0.6209272	0.0411974	0.7370292	0.9459052	0.2388256	0.5016509	0.7313878	0.0767497	0.2558865	0.5432473	0.3121057	0.8400428	0.5466545	0.4432035	0.3168972	0.0188425	0.4676128	0.6293832	0.2429863	0.9358659	0.7459060	0.5511394	0.6719830	0.4759066	0.5766130	0.7343228	1.0837348	0.0001959	0.3586628	0.6809067	0.4802530	0.7818918	0.0016108
500	0.3797091	0.9646672	0.0387403	0.2101577	0.6396316	0.1208666	0.1913292	0.6131211	0.1475046	0.6686160	1.0648290	0.1272095	0.1178973	0.2398988	0.9878480	0.7153577	0.0506570	0.4228958	0.3996038	0.0145340	0.4039823	0.1526094	0.2040744	0.8422609	0.9066760	0.4934993	0.8488492	0.9755675	0.3564018	0.0290476	0.2233869	0.0589413	0.9930405	0.0672479	0.2418477	0.5731950	0.1860026	0.7199329	0.2701928	0.4996253	0.0069570	0.0797176	0.9843628	0.5311208	0.5122753	0.2850833	0.0598478	0.1954524	0.0207898	0.7674521	0.8195024	0.5107728	0.6910784	0.8564624	0.7353164	0.5078109	0.0639876	0.4496471	1.0452236	0.1980837	0.2480087	0.3984873	0.0005963	0.0019486	0.6903965	0.3176965	0.9522055	0.5619924	0.0306456	0.8114133	1.0103489	0.1798338	0.5096743	0.8817813	0.0956458	0.2881105	0.5600194	0.3588854	0.8227958	0.5164021	0.4611897	0.4078500	0.0173562	0.4633411	0.6409278	0.2000985	0.9505759	0.8958715	0.6207583	0.7762387	0.3904542	0.5314879	0.7755242	0.9941370	0.0017839	0.3026122	0.6728880	0.4836424	0.7174736	0.0006876
550	0.3622381	0.6809799	0.0496056	0.2252090	0.5944126	0.0997847	0.1827744	0.5651290	0.4334288	0.6126597	0.7799185	0.0976272	0.1188267	0.2307453	0.8498644	0.6335303	0.1845359	0.4755042	0.2740509	0.0048251	0.4234699	0.1244320	0.1744016	0.7777436	0.8678625	0.4344301	0.9699071	1.0117116	0.4034242	0.0233948	0.2102533	0.0590412	1.0042052	0.0744246	0.2545697	0.6252492	0.1952594	0.7014652	0.2828105	0.4560305	0.1520224	0.0674937	0.8216569	0.5052672	0.5158014	0.2033490	0.0709823	0.1479981	0.1489737	0.6019164	0.9167202	0.5097358	0.6604972	0.7693273	0.7364160	0.5165709	0.0373433	0.4128435	1.0334740	0.2070596	0.2816632	0.4365907	0.0382408	0.0034190	0.4858574	0.3890092	0.9688869	0.5889841	0.2360443	0.6983359	0.9693860	0.2308732	0.3564820	0.7831726	0.0526530	0.2854060	0.5567537	0.1954272	0.8986472	0.4923453	0.6174881	0.4052443	0.0499317	0.5520991	0.5981138	0.2006518	0.7917630	0.9578859	0.6137746	0.8242176	0.3822996	0.5449284	0.8452447	0.9441803	0.0027291	0.2383598	0.6233825	0.4771692	0.7253567	0.0022364
600	0.3995386	0.4912298	0.2023666	0.2607130	0.4676061	0.0627754	0.2209484	0.5100382	0.6624164	0.5825606	0.6376142	0.1137941	0.1019053	0.2423495	0.5321413	0.4694733	0.3591403	0.4914416	0.1738423	0.0039476	0.5067362	0.1222520	0.2208125	0.8137450	0.7702012	0.4426144	0.8487681	1.0419650	0.3674382	0.0165061	0.2757701	0.0593180	0.9844905	0.0424396	0.2635423	0.6163362	0.1393066	0.6463961	0.2598130	0.4957089	0.2346872	0.0598625	0.8717198	0.4671738	0.5130921	0.1230875	0.0199671	0.1738618	0.2881498	0.6033838	0.9229177	0.4877740	0.6541750	0.5784924	0.8514033	0.6416970	0.0947705	0.4941334	0.9084084	0.1543163	0.3471550	0.5243782	0.0657555	0.0002908	0.2216420	0.5652886	0.9605363	0.7120431	0.4092597	0.7514295	0.9235808	0.2885297	0.2007828	0.6761707	0.0127175	0.3545059	0.6713094	0.0929017	0.8320164	0.5201061	0.6634143	0.3819275	0.0978786	0.7528189	0.5988628	0.1938730	0.8114844	0.8927072	0.5781243	0.8637877	0.4757679	0.6549361	0.8119797	0.9570444	0.0005747	0.2443889	0.6148907	0.5219672	0.7183579	0.0019857
650	0.3411997	0.3314841	0.3577812	0.4296461	0.4925493	0.0219756	0.2062055	0.5260535	0.6499344	0.6532145	0.5758978	0.2385161	0.1143832	0.3369174	0.2968992	0.2910595	0.4536521	0.6761096	0.1007276	0.0035069	0.5053616	0.1607705	0.2590857	0.9220160	0.7551302	0.4455555	0.8574338	0.9497212	0.3312677	0.0268336	0.2910677	0.0513134	1.0007391	0.0493509	0.2720076	0.5263913	0.0985823	0.6613251	0.3128434	0.5705188	0.4882734	0.0485303	0.8552123	0.4283724	0.6114838	0.1106889	0.0412837	0.2643682	0.4183622	0.6100483	0.9524620	0.4438712	0.6733360	0.6397287	0.8554180	0.7427891	0.1956328	0.3935584	0.9869298	0.1431885	0.4038526	0.4874637	0.1023923	0.0021990	0.1076229	0.7837373	0.9972790	0.7762326	0.4074591	0.7094256	0.8295816	0.4309615	0.1522378	0.6043098	0.0098130	0.2930131	0.6841480	0.0721829	0.9056060	0.5348062	0.6345663	0.3433390	0.0816716	0.7774515	0.7998256	0.2118366	0.9033074	0.9502246	0.5545595	0.7904652	0.4833321	0.7733863	0.6893922	0.9619693	0.0004614	0.2421578	0.6371209	0.4407181	0.8116452	0.0082491
700	0.3957464	0.1761364	0.6491036	0.4999904	0.4932746	0.0123799	0.1995432	0.5906569	0.5690850	0.7399212	0.5514540	0.3446914	0.1375419	0.3829607	0.1798992	0.2699484	0.5364107	0.8985566	0.0546068	0.0036294	0.5499956	0.1727683	0.2592440	0.9905174	0.7313053	0.4174016	0.7146021	1.0460406	0.5266763	0.0308412	0.2561814	0.0718726	0.9439171	0.0331237	0.2195598	0.4836599	0.0406238	0.8107858	0.3988765	0.5683310	0.5747470	0.0688908	0.8948754	0.4168062	0.5700333	0.1291178	0.0377985	0.4465361	0.4288970	0.6269017	0.9937044	0.2550149	0.7490034	0.6759606	0.7930947	0.8159979	0.2231709	0.3043432	1.0841830	0.1971208	0.4868174	0.3544026	0.0833684	0.0018124	0.1152303	0.9418639	0.8721049	0.8025597	0.3731562	0.7873824	0.8628943	0.5044229	0.1252924	0.5912319	0.0078074	0.1973161	0.6123780	0.0640563	0.8703125	0.6127800	0.6486790	0.3805593	0.0845634	0.7904980	0.6994419	0.1880267	0.9768174	0.8871457	0.6286094	0.8687861	0.7188838	0.7172392	0.5514151	0.8523180	0.0019300	0.2843990	0.4805172	0.5636960	0.8768341	0.0063137
750	0.3940149	0.1294060	0.7392820	0.5571442	0.5286354	0.0174569	0.2169372	0.6060118	0.3604633	0.8604857	0.5780068	0.5485616	0.1425845	0.4300093	0.1143060	0.1818053	0.6295414	0.8832075	0.0906195	0.0023868	0.6939561	0.2718950	0.2870574	0.9765619	0.6573083	0.4135925	0.6710178	0.8566974	0.6871424	0.0402520	0.2014980	0.0480701	0.7093468	0.0127823	0.1779970	0.3768352	0.0386943	0.7416964	0.4687196	0.5104837	0.4411380	0.0811659	0.8596607	0.3883345	0.5743155	0.0991011	0.0736098	0.5375387	0.4897514	0.5973252	1.0098920	0.1625619	0.7824396	0.7975140	0.8361319	0.8836264	0.2758815	0.2883939	1.0202738	0.1480561	0.4897095	0.3043056	0.0752134	0.0046669	0.1559813	1.0304242	0.7027396	0.8815921	0.3173653	0.7049645	0.8539042	0.6676846	0.1215013	0.5758148	0.0067412	0.1195404	0.6143384	0.0542655	0.8236925	0.5562085	0.5448577	0.4433759	0.0735761	0.7236668	0.8707605	0.1887818	0.9809063	0.9987996	0.6522404	0.7659000	0.8123692	0.7275767	0.4814478	0.9661302	0.0052730	0.2898940	0.3619599	0.4901733	0.9477820	0.0087955
800	0.4092068	0.1159786	0.8255072	0.6269969	0.4430640	0.0243466	0.2179379	0.6676737	0.2378919	0.9280213	0.3657440	0.7902915	0.1225516	0.4766234	0.0382660	0.1503053	0.7018558	0.8885419	0.0687976	0.0068724	0.6850335	0.2836729	0.2925766	0.8666938	0.6872532	0.3110061	0.5875359	0.8092809	0.6880079	0.0411236	0.2471204	0.0692236	0.5249653	0.0244886	0.1759501	0.3404607	0.0257437	0.6654715	0.5238513	0.4785644	0.3323872	0.0896011	0.8572361	0.3982840	0.6309785	0.1084275	0.1095940	0.5372899	0.3987360	0.4517290	1.0038935	0.1511036	0.7672561	0.8011268	0.7508630	0.9093702	0.2860365	0.2498808	1.0013856	0.2226064	0.5897134	0.2406514	0.0574202	0.0009721	0.1360213	0.9789385	0.5678587	0.7914350	0.3042080	0.7716868	0.8107529	0.6528610	0.2390388	0.5746912	0.0059256	0.1329721	0.6074339	0.0270880	0.8819781	0.5401997	0.3444329	0.5030790	0.0620267	0.6415290	0.9815804	0.1740013	0.9730779	1.0385250	0.7277636	0.7129430	0.8777056	0.7167507	0.4308206	0.9239736	0.0027588	0.2770244	0.3341754	0.4921762	0.7995919	0.0007868
850	0.4107739	0.0763937	0.7463121	0.6356213	0.4875435	0.0202222	0.2135387	0.7057420	0.1505944	0.9175738	0.1884617	0.9024305	0.1228641	0.5768987	0.0384775	0.1346296	0.6634820	0.8996288	0.0581913	0.0100322	0.5479462	0.2949107	0.3062072	0.7296361	0.6114785	0.2152097	0.4703953	0.7635563	0.6516985	0.0439873	0.2708698	0.0703296	0.5079072	0.0335005	0.1398282	0.2876362	0.0110505	0.6348134	0.4676999	0.3833149	0.2327915	0.0603506	0.8407714	0.3592285	0.6745153	0.1218285	0.1443509	0.5715416	0.4551632	0.3707650	0.9532891	0.1450130	0.7567392	0.8931351	0.8831011	0.8339302	0.3388410	0.2755923	1.0184958	0.2761679	0.6687508	0.1940370	0.0909304	0.0037994	0.0854185	0.9167598	0.5094400	0.7415024	0.3700418	0.6547421	0.8172677	0.7074816	0.2782340	0.6227814	0.0017206	0.1849080	0.6421794	0.0204823	0.8995511	0.6127216	0.3256662	0.5054836	0.0350244	0.7038030	0.9846527	0.2008361	0.9934747	0.9941846	0.7035909	0.6008739	0.8094127	0.6975685	0.4151411	0.9380426	0.0057273	0.2146516	0.2593323	0.4879231	0.8280272	0.0028919
900	0.3279427	0.0649425	0.7392146	0.7058816	0.4998837	0.0211113	0.2379461	0.7069924	0.1169991	0.9084673	0.1070899	0.9252225	0.1943928	0.7045288	0.0173058	0.1785686	0.6799804	0.9565643	0.0593747	0.0106193	0.5085143	0.2609386	0.3675465	0.8416574	0.5642338	0.1588697	0.4649149	0.7411614	0.6991435	0.0891925	0.2962044	0.0568912	0.4592437	0.0326362	0.1416380	0.2518354	0.0138607	0.6746902	0.5041132	0.3586039	0.3211176	0.0808417	0.8300312	0.3131084	0.6421645	0.1027072	0.1536395	0.5458138	0.4141178	0.3322881	1.0076040	0.1348125	0.8874186	0.8822292	0.7863980	0.8701325	0.3480246	0.2739866	1.0118535	0.2218389	0.6335319	0.1685648	0.1445260	0.0057978	0.1091206	0.8579310	0.4033177	0.7521346	0.3829508	0.5634905	0.8290575	0.7341483	0.3040607	0.6228310	0.0005868	0.1766991	0.7053661	0.0219884	0.8754926	0.6237148	0.3169885	0.5421730	0.0577799	0.6716934	1.0366284	0.2434707	1.0337178	1.0075685	0.7754867	0.5774718	0.8154728	0.7415416	0.4204028	0.8929623	0.0003784	0.1824031	0.1956534	0.3696104	0.6595939	0.0072889
950	0.3284910	0.1002893	0.7690911	0.7414695	0.5398336	0.0279033	0.2074233	0.6544838	0.1015156	1.0217796	0.0739072	0.9065983	0.2841308	0.6948785	0.0086096	0.2411102	0.6822752	0.9462849	0.0567610	0.0119709	0.5006269	0.3164660	0.3350076	0.8363682	0.5444648	0.1295829	0.5002024	0.6459489	0.8002072	0.1275229	0.3127506	0.0481191	0.4941229	0.0380666	0.1314494	0.2012189	0.0164364	0.6114721	0.4525476	0.3567239	0.2304381	0.1421195	0.7377392	0.2390260	0.6051960	0.0549013	0.2475329	0.6174925	0.4008653	0.3220745	0.9518355	0.1204159	0.7511602	0.7972262	0.7658206	0.9202634	0.4762257	0.2456206	0.9520667	0.1788727	0.6228050	0.1488988	0.1745620	0.0215224	0.1312585	0.8358555	0.3517835	0.7561427	0.4623712	0.6386082	0.8291531	0.6379897	0.2719447	0.5312899	0.0022902	0.1124970	0.6700846	0.0140125	0.9303888	0.6098220	0.3301302	0.5756528	0.0309175	0.7116331	1.0609706	0.3114867	0.9770708	1.0094462	0.7336325	0.5734287	0.8451364	0.8889267	0.3826558	0.9245064	0.0053704	0.1842439	0.2580377	0.4880915	0.6607193	0.0081999
1000	0.3672968	0.1066477	0.7359261	0.8177678	0.5450057	0.0161376	0.1930805	0.6912656	0.0756238	0.9281855	0.0934906	0.9836690	0.2882351	0.6978321	0.0310125	0.2533258	0.6782722	0.8785546	0.0696689	0.0068702	0.5121826	0.3362686	0.3052792	0.9221806	0.4930926	0.1783562	0.5585271	0.5775373	0.8591800	0.1955657	0.3285836	0.0635520	0.4937041	0.0329735	0.1105921	0.2198521	0.0307540	0.6101850	0.4937350	0.2953558	0.1388479	0.2087369	0.6604295	0.1919600	0.5919638	0.0757452	0.2571557	0.6710713	0.4514505	0.3098597	0.9462697	0.1497209	0.7074108	0.8073775	0.6269498	0.9219549	0.3831531	0.1930831	1.0479511	0.1700585	0.5347618	0.1052625	0.1811734	0.0197743	0.1709589	0.9110774	0.3563905	0.7321161	0.4311740	0.7184597	0.8167088	0.6370120	0.3005802	0.5143405	0.0073430	0.0907563	0.6510677	0.0213913	0.9749066	0.6278215	0.2858324	0.5887675	0.0161464	0.7014501	0.9854925	0.3608934	0.8856086	1.0446713	0.5902575	0.5456026	0.8861937	0.8411905	0.3652501	0.9574981	0.0016287	0.2162345	0.2346682	0.4471922	0.5404923	0.0036699

0	0.4295543	0.1092194	0.8703883	0.8138673	0.4585739	0.0171209	0.1363732	0.7036671	0.0394946	1.1046399	0.1135429	1.0433366	0.3689555	0.8342897	0.0473691	0.2294018	0.8154793	1.0531891	0.0502263	0.0063769	0.5783951	0.3336021	0.3636274	0.7648642	0.4092307	0.1936344	0.5402966	0.5363199	0.8639782	0.1900808	0.2107277	0.0544924	0.4836277	0.0422103	0.0902868	0.1654553	0.0778782	0.6510351	0.4849005	0.2600439	0.0069602	0.5008760	0.2370811	0.1244125	0.6196690	0.1524195	0.3484317	0.7847822	0.6410550	0.2340888	0.8613374	0.2046570	0.6916928	0.6368993	0.5557628	0.7159295	0.4312461	0.2124376	0.9471445	0.0604343	0.5793223	0.0960467	0.2224608	0.0391320	0.1500871	0.4925394	0.3691982	0.6561038	0.3415391	0.6373277	0.8769998	0.5925334	0.4959742	0.4810602	0.0022287	0.0185913	0.6599383	0.0264168	1.0099402	0.5238585	0.2099117	0.4919436	0.0014604	0.7377788	0.9739165	0.5639058	1.0234465	1.0675553	0.5924019	0.5277242	0.8512431	0.8006047	0.3392756	1.0916343	0.0097435	0.3091663	0.1846124	0.3206958	0.3166174	0.0021974
