"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.1600473	0.1366921	0.4355896	0.5341483	0.6057120	0.8822246	0.0236532	0.4961680	0.9987815	0.0421236	0.6522845	0.5569247	0.7779102	0.2145833	0.8119956	0.9341098	0.6717193	0.3458591	0.8815627	0.9516502	0.0144812	0.0957960	0.9562811	0.0809008	0.9999981	0.0034899	0.6449614	0.4721301	0.9817184	0.7730053	0.8905452	0.1575470	0.9999886	0.0961997	0.9547401	0.5118715	0.3352589	0.2184749	0.2426457	0.9772567	0.3615207	0.0089972	0.1140543	0.1539865	0.6500470	0.4818777	0.5850495	1.0000000	0.7163788	0.6006922	0.5478849	0.0108965	0.9362911	0.9999979	0.6088318	0.1571598	0.0480602	0.5647341	0.4434678	0.7300833	0.2738686	0.2680791	0.1310946	0.0032582	0.3444818	0.5239659	0.8644402	0.9602993	0.3082665	0.4703876	0.6766747	0.0019340	0.5219728	0.4895925	0.4659370	0.6550501	0.5207169	0.1669973	0.7824772	0.9722831	0.3619714	0.7255542	0.5370467	0.5382854	0.3372284	0.0950292	0.9064845	0.1413989	0.7629444	0.3570046	0.8302469	0.4576157	0.1623448	0.8263430	0.7035969	0.6742180	0.7353300	0.0019355	0.8171654	0.9860195
500	0.1899184	0.1279698	0.4740431	0.5335991	0.6056125	0.8802632	0.0236523	0.4961650	0.9987826	0.0421236	0.6523629	0.5569032	0.8752469	0.1744202	0.8581712	0.9496865	0.6584155	0.4014312	0.8814351	0.9646790	0.0139782	0.0955938	0.9558761	0.0803223	0.9999985	0.0070910	0.6448845	0.4715324	0.9818049	0.7732636	0.8905052	0.1556751	0.9999933	0.0624527	0.9525051	0.5531786	0.3203043	0.2216746	0.2573453	0.9800577	0.3613897	0.0082265	0.1043013	0.1456858	0.6524943	0.4823557	0.5787294	1.0000000	0.7380007	0.6069173	0.5481417	0.0084261	0.9362693	0.9999969	0.6147756	0.1590678	0.0461069	0.5891991	0.4706673	0.7514731	0.2963277	0.2606902	0.1301365	0.0065867	0.3432700	0.5227055	0.8523158	0.9637255	0.3082111	0.4674154	0.6765797	0.0018940	0.5131725	0.4916000	0.4628016	0.6549627	0.5208464	0.1658376	0.7882633	0.9765435	0.3274073	0.7259652	0.5177399	0.5381661	0.3684378	0.1126118	0.9232384	0.1456591	0.7672439	0.3558364	0.8312331	0.4670191	0.1457101	0.8615747	0.6849991	0.6751888	0.7283937	0.0019651	0.8123653	0.9863667
550	0.3301640	0.1193306	0.5116083	0.4635886	0.5758789	0.5626892	0.0236576	0.4961652	0.9987329	0.0423833	0.4614746	0.3129173	0.7651223	0.4445871	0.8907004	0.9572030	0.8552929	0.4308971	0.1103589	0.9736029	0.0244494	0.1431824	0.8473723	0.2390304	0.9999985	0.3655050	0.6481328	0.5192407	0.9704601	0.7682220	0.7979311	0.1535279	0.9999976	0.0371147	0.9281298	0.5413802	0.4346755	0.2281875	0.2746733	0.9733351	0.1162576	0.0080054	0.1985735	0.1458003	0.6532619	0.4773488	0.5606460	1.0000000	0.7518018	0.3898182	0.5529603	0.0051902	0.8864152	0.9659578	0.6510993	0.1934854	0.0475949	0.6269223	0.6477918	0.7830663	0.3227449	0.3656173	0.0718805	0.0261809	0.2376224	0.5242336	0.9150894	0.9658593	0.7488480	0.1677465	0.6707881	0.0111435	0.2370003	0.2301726	0.4562720	0.6311760	0.5113594	0.3064253	0.7728135	0.9795586	0.2691619	0.7048407	0.1305021	0.5385994	0.3749479	0.1366626	0.8591293	0.5807792	0.7668719	0.3551676	0.8314905	0.4518450	0.1355053	0.9301283	0.6838422	0.6748659	0.7136024	0.0024426	0.7943175	0.7633520
600	0.5390959	0.1149042	0.4844962	0.4373507	0.4937226	0.2812449	0.0237268	0.4961829	0.9986133	0.0433931	0.4018108	0.2659193	0.4560292	0.4745323	0.9119700	0.9579547	0.8705999	0.4328098	0.0660470	0.9794208	0.0288729	0.0844909	0.4934351	0.3522956	0.9999952	0.6273741	0.6519313	0.5259382	0.9667288	0.7528705	0.7427208	0.1571012	0.9999993	0.0162697	0.5465007	0.4716250	0.5256110	0.2576658	0.2903736	0.9384234	0.0581947	0.0122522	0.4153489	0.1515102	0.6528072	0.4543130	0.4938369	1.0000000	0.7548412	0.2679693	0.5541239	0.0052504	0.8750096	0.9371575	0.6826993	0.2265546	0.0502266	0.6743651	0.6883583	0.7890923	0.3620361	0.3691011	0.0279190	0.1135368	0.2739152	0.5211973	0.9647193	0.9674197	0.9012193	0.0685879	0.6568385	0.0479649	0.1881202	0.3188469	0.4488967	0.5730001	0.4929427	0.2844525	0.7747071	0.9779294	0.2342904	0.7714730	0.0569844	0.5396208	0.3636754	0.1778280	0.8493372	0.7149197	0.7559987	0.3540598	0.7717076	0.3970231	0.1463104	0.9820800	0.6806173	0.6606293	0.6832717	0.0034656	0.6020054	0.7034702
650	0.6374742	0.1242356	0.3821955	0.4277007	0.4135064	0.1479652	0.0239369	0.4962224	0.9985000	0.0450572	0.3730216	0.2570478	0.3127034	0.4650944	0.9130573	0.9552232	0.8677291	0.4430486	0.0919398	0.9797366	0.0152054	0.0645719	0.2623333	0.4112684	0.9999947	0.8168063	0.6213022	0.5234353	0.9647720	0.7342437	0.7010739	0.1811242	0.9999998	0.0085615	0.3811173	0.3794634	0.7264927	0.3325590	0.2867233	0.9067774	0.0444441	0.0420264	0.5737339	0.1638425	0.6523161	0.4393920	0.3950979	1.0000000	0.7489235	0.1937621	0.5481926	0.0090599	0.8398744	0.9155104	0.6223482	0.2526622	0.0528062	0.7211193	0.6260178	0.7255926	0.3971449	0.4188317	0.0108359	0.3203795	0.2890984	0.5089869	0.9849575	0.9640941	0.9561240	0.0368949	0.6431695	0.0680387	0.2238257	0.4473838	0.4425628	0.5221931	0.5358261	0.3052173	0.8695178	0.9681666	0.2300608	0.8540875	0.0499665	0.5398962	0.3620858	0.2255062	0.8253855	0.7515011	0.7469100	0.3514908	0.6586190	0.3676615	0.1590456	0.9971911	0.6309811	0.6216858	0.5964630	0.0043742	0.3650351	0.6884876
700	0.6640238	0.1507399	0.2776446	0.4255652	0.3572122	0.1095136	0.0242933	0.4962721	0.9983943	0.0467062	0.3629716	0.2560913	0.2719295	0.4621407	0.8661854	0.9530125	0.8579009	0.4728045	0.1058417	0.9689898	0.0081277	0.0771038	0.1750890	0.4323039	0.9999976	0.8995679	0.5423688	0.5202459	0.9630172	0.7170863	0.6767404	0.2125142	1.0000000	0.0077150	0.3533814	0.2792261	0.8848172	0.4130944	0.2574676	0.8940487	0.0412669	0.1209468	0.7190669	0.1895600	0.6518907	0.4451828	0.3167724	1.0000000	0.7319925	0.1639692	0.5453240	0.0111506	0.8112950	0.9032055	0.5459486	0.3275330	0.0545871	0.7766585	0.5562608	0.6571905	0.4198444	0.4566288	0.0042840	0.4372676	0.2544660	0.4988410	0.9931725	0.9445713	0.9778588	0.0293863	0.6329439	0.0943515	0.2432781	0.4684627	0.4391663	0.4928382	0.6333402	0.3373115	0.9386818	0.9501066	0.2315574	0.8987638	0.0721261	0.5397049	0.3661290	0.2443143	0.8020144	0.7846218	0.7554864	0.3483898	0.6225390	0.3520303	0.1608250	0.9994131	0.5592773	0.6136877	0.5347085	0.0047316	0.2309942	0.6850100
750	0.6434220	0.1911155	0.2113759	0.4265925	0.3249190	0.1003334	0.0246890	0.4963244	0.9982970	0.0476474	0.3621976	0.2572091	0.2538826	0.4941150	0.7147625	0.9510987	0.8388146	0.5018250	0.1117491	0.9352873	0.0087244	0.1093939	0.1476842	0.4306402	0.9999991	0.9294601	0.4753289	0.5184115	0.9612550	0.7042307	0.6666231	0.2364926	1.0000000	0.0108416	0.3516560	0.2166106	0.9432325	0.4592820	0.2198700	0.8861667	0.0417825	0.2406937	0.8177263	0.2231949	0.6512053	0.4543650	0.2597830	1.0000000	0.7013480	0.1551921	0.5461083	0.0111683	0.8220014	0.9047586	0.5056324	0.3642156	0.0566516	0.8311920	0.5195613	0.6058991	0.4266344	0.4730448	0.0024117	0.4760669	0.2108056	0.4964039	0.9965180	0.9062237	0.9873231	0.0368555	0.6264644	0.1299607	0.2676392	0.4636327	0.4380464	0.4792108	0.7049657	0.3169546	0.9658396	0.9304772	0.2262988	0.9177189	0.1331040	0.5395110	0.3609635	0.2288244	0.7822546	0.8319341	0.7700291	0.3459526	0.6154235	0.3438044	0.1480423	0.9996033	0.5140595	0.6101515	0.5218171	0.0045396	0.1568213	0.6842040
800	0.5635453	0.2382400	0.1729424	0.4288425	0.3099084	0.1006137	0.0249861	0.4963742	0.9982251	0.0478996	0.3641190	0.2592616	0.2021803	0.6059610	0.4790154	0.9466435	0.8186795	0.5160481	0.1171486	0.8709208	0.0195145	0.1541443	0.1440560	0.4156315	0.9999996	0.9356057	0.4603078	0.5178042	0.9596618	0.6963935	0.6653548	0.2508018	1.0000000	0.0187556	0.3535192	0.1885601	0.9558482	0.4755977	0.1907907	0.8703496	0.0495991	0.3557958	0.8747438	0.2535158	0.6495237	0.4604558	0.2238112	1.0000000	0.6640156	0.1531641	0.5503494	0.0106706	0.8578287	0.9246740	0.4890453	0.4029932	0.0595090	0.8640318	0.5035374	0.5672725	0.4234414	0.4788002	0.0038864	0.4633308	0.1818081	0.5016035	0.9979493	0.8613365	0.9915859	0.0601220	0.6230912	0.1588705	0.2851185	0.4569845	0.4380556	0.4745458	0.7401358	0.2513944	0.9750016	0.9124141	0.2208865	0.9245974	0.2207394	0.5394082	0.3211197	0.2039504	0.7648459	0.8719065	0.7758367	0.3441542	0.6182957	0.3377289	0.1322577	0.9993469	0.5084199	0.5995878	0.5345407	0.0040643	0.1179484	0.6838798
850	0.4128533	0.2873816	0.1373784	0.4344963	0.3044793	0.1059708	0.0251375	0.4964155	0.9981858	0.0478379	0.3661777	0.2675367	0.1201734	0.7870007	0.2773638	0.9379588	0.8067128	0.5110713	0.1239743	0.7879171	0.0501714	0.1998152	0.1519312	0.3972132	0.9999990	0.9217627	0.5114594	0.5183703	0.9584296	0.6927791	0.6688024	0.2582766	1.0000000	0.0295310	0.3560802	0.1783981	0.9547827	0.4777088	0.1726586	0.8433838	0.0717750	0.4409016	0.9184449	0.2753914	0.6460202	0.4647733	0.2171108	1.0000000	0.6303219	0.1532041	0.5582525	0.0103323	0.8928444	0.9534880	0.4727033	0.5055486	0.0626769	0.8731895	0.4962564	0.5336195	0.4170765	0.4811767	0.0066234	0.4028042	0.1677881	0.5124516	0.9987032	0.8208208	0.9933436	0.1011307	0.6218302	0.1677085	0.2871195	0.4523640	0.4385765	0.4743760	0.7563229	0.1870326	0.9775833	0.8895518	0.2209608	0.9259073	0.2934673	0.5394342	0.2454839	0.1814278	0.7414762	0.8977867	0.7655640	0.3421957	0.6272333	0.3290175	0.1227858	0.9980564	0.5339907	0.5884062	0.5523980	0.0036160	0.1037403	0.6835268
900	0.2257910	0.3476907	0.0995142	0.4513774	0.3036282	0.1173984	0.0251815	0.4964445	0.9981672	0.0476721	0.3701615	0.3255306	0.0620620	0.9225109	0.1483584	0.9232110	0.8084541	0.4829408	0.1283463	0.6997447	0.1022418	0.2250320	0.1646968	0.3835503	0.9999828	0.8640805	0.5946520	0.5233173	0.9576346	0.6920625	0.6738538	0.2618551	1.0000000	0.0479577	0.3586189	0.1755829	0.9522406	0.4749820	0.1613611	0.8146775	0.1069409	0.5012658	0.9539230	0.2882932	0.6411382	0.4642839	0.2613350	1.0000000	0.6054685	0.1540648	0.5677408	0.0103031	0.9132246	0.9751256	0.4437878	0.6474181	0.0649299	0.8637607	0.4920758	0.4936062	0.4101923	0.4843178	0.0075906	0.3262693	0.1624623	0.5256448	0.9992044	0.7828862	0.9941680	0.1696697	0.6225565	0.1617916	0.2761430	0.4489167	0.4399742	0.4764262	0.7639931	0.1505742	0.9769109	0.8597372	0.2293557	0.9191472	0.3349991	0.5397195	0.1894671	0.1629565	0.7066208	0.9136615	0.7402223	0.3395613	0.6409474	0.3174436	0.1226102	0.9939114	0.5767786	0.5798611	0.5662936	0.0033229	0.1207677	0.6827149
950	0.0919337	0.4334653	0.0709757	0.4948580	0.3096822	0.1428454	0.0251571	0.4964631	0.9981463	0.0471424	0.3918005	0.5386430	0.0349443	0.9783808	0.0776355	0.8959911	0.8268218	0.4341831	0.1284472	0.6227285	0.1413327	0.2036268	0.1759542	0.3797055	0.9998307	0.6978229	0.6419558	0.5316858	0.9572353	0.6929246	0.6781118	0.2635921	0.9999999	0.0840808	0.3568963	0.1751644	0.9511256	0.4710922	0.1541696	0.8004433	0.1466517	0.5439119	0.9741455	0.2939441	0.6371421	0.4507544	0.3819613	1.0000000	0.5899597	0.1553534	0.5724890	0.0109157	0.9186014	0.9880061	0.3953705	0.7208543	0.0663102	0.8338951	0.4888560	0.4369629	0.4023374	0.4893878	0.0066888	0.2740963	0.1625747	0.5360032	0.9995357	0.7560614	0.9948194	0.2776129	0.6268710	0.1468534	0.2575862	0.4457324	0.4442468	0.4805633	0.7731259	0.1452016	0.9722216	0.8364168	0.2486161	0.8639771	0.3537472	0.5404672	0.1817906	0.1500559	0.6353998	0.9207147	0.7091494	0.3373146	0.6496729	0.3076135	0.1344465	0.9782130	0.6204160	0.5752327	0.5743293	0.0031213	0.1986629	0.6801019
1000	0.0338500	0.5429038	0.0551600	0.5736234	0.3396867	0.1910825	0.0250123	0.4964763	0.9981436	0.0456017	0.4391880	0.7133753	0.0241336	0.9947393	0.0450790	0.8488078	0.8578346	0.3787834	0.1277765	0.5727433	0.1209034	0.1449586	0.1795733	0.3884105	0.9993739	0.4671034	0.6580291	0.5348788	0.9571218	0.6942452	0.6798602	0.2647701	0.9999985	0.0994516	0.3590177	0.1752282	0.9513078	0.4674527	0.1501535	0.8085457	0.1831420	0.5712700	0.9835624	0.2951888	0.6354728	0.4246510	0.5069647	1.0000000	0.5819665	0.1569442	0.5666333	0.0132109	0.9125064	0.9943770	0.3497545	0.6053745	0.0693143	0.7717796	0.4857352	0.3697636	0.3893695	0.4867916	0.0053611	0.2452228	0.1766826	0.5386573	0.9997430	0.7576583	0.9952187	0.3992782	0.6381966	0.1239303	0.2414982	0.4430859	0.4564973	0.4915745	0.8001109	0.1804841	0.9560313	0.8307129	0.2791224	0.7078087	0.3602197	0.5415030	0.2282518	0.1447037	0.5495203	0.9124588	0.6905063	0.3395009	0.6400376	0.3044342	0.1623210	0.9497510	0.6497458	0.5797413	0.5770059	0.0028675	0.3223747	0.6710956

0	0.0061295	0.7682351	0.0427543	0.8320039	0.3324775	0.4516876	0.0249243	0.4965074	0.9981040	0.0468338	0.3776475	0.7873310	0.0179724	0.9999966	0.0237937	0.6152287	0.9404790	0.1915302	0.1283802	0.5274590	0.0020946	0.0444500	0.1001574	0.5120849	1.0000000	0.2834709	0.6668613	0.5393958	0.9554426	0.6805682	0.6418546	0.2454549	0.9999983	0.0776776	0.6632242	0.1752227	0.9514754	0.4718086	0.1511399	0.8911504	0.2596032	0.6020238	0.9897952	0.2959667	0.6363665	0.4345637	0.6012117	1.0000000	0.5767513	0.1872656	0.5416855	0.0422032	0.7548302	0.9978814	0.4829796	0.1398839	0.0599160	0.4756996	0.4761707	0.2562156	0.2970122	0.4398531	0.0750523	0.1628324	0.1606579	0.5300038	0.9999794	0.8172283	0.9948240	0.5924793	0.7154151	0.1412642	0.3039241	0.3119469	0.6384286	0.4807047	0.5048908	0.5341175	0.8155039	0.8712016	0.5484110	0.4707217	0.3645471	0.5676626	0.3492484	0.2515956	0.5659200	0.9065529	0.6386190	0.4230175	0.6643654	0.3354845	0.2875147	0.9524991	0.8191098	0.5898140	0.6215432	0.0031709	0.5602593	0.3526765
