Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G66A	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2814231	0.1319803	0.3692791	0.0096684	0.2675821	0.0182695	0.6574684	0.5598722	0.5683113	0.4153567	0.4945436	0.5208859	0.5610930	0.0021426	0.0134540	0.0285564	0.0839625	0.5931453	0.5812488	0.6038863	0.5482726	0.0854872	0.6794439	0.6415035	0.4590947	0.5510770	0.4651199	0.5905217	0.3439783	0.0561106	0.0490223	0.0550751	0.5092001	0.2128402	0.6481225	0.2168351	0.2805413	0.4720809	0.2910839	0.7068435	0.5294006	0.5217725	0.4010051	0.1880221	0.4147108	0.6550092	0.3518697	0.3846608	0.1662821	0.6631879	0.3228159	0.0615503	0.6255038	0.2044826	0.4427847	0.1470344	0.4223574	0.4410488	0.4969030	0.1856834	0.6029549	0.1039425	0.0038096	0.3741778	0.1391998	0.1228490	0.0577005	0.1274000	0.6391476	0.3194765	0.0381420	0.6324760	0.0008157	0.4674206	0.3714702	0.0556233	0.1043310	0.0338549	0.2026633	0.3129973	0.3535156	0.3901015	0.3680046	0.0140496	0.2795844	0.1581662	0.4630453	0.7540179	0.4765989	0.5736691	0.0280356	0.1909236	0.6551892	0.0057541	0.1175811	0.3475988	0.1864418	0.4479766	0.4492483	0.3457105
500	0.3390342	0.2078798	0.3154724	0.0242644	0.3393309	0.0119207	0.6743485	0.5474800	0.6307557	0.3440549	0.5411245	0.3909602	0.4511770	0.0007968	0.0026997	0.0146720	0.0965487	0.7135451	0.5760889	0.5953283	0.4508481	0.0681803	0.6468831	0.7424954	0.4701293	0.5904836	0.5382926	0.5091348	0.3180505	0.0936769	0.0184264	0.0837270	0.5339561	0.2162993	0.6771261	0.3007651	0.2680672	0.5407414	0.3021959	0.6404519	0.5556696	0.5114311	0.4435051	0.1822475	0.4823026	0.6146825	0.3379127	0.3594286	0.1365800	0.6848653	0.3261608	0.0177233	0.6585124	0.2214999	0.3915660	0.1642781	0.5275445	0.5008995	0.4580894	0.1600802	0.4544396	0.0857331	0.0109575	0.2885007	0.0841866	0.1798431	0.0361103	0.1402938	0.7917553	0.2485887	0.0721244	0.6466325	0.0000264	0.4985923	0.4824788	0.0915565	0.1101351	0.0127866	0.2560182	0.2512175	0.2513797	0.4894499	0.2814857	0.0098391	0.3206067	0.2088986	0.4972998	0.5309197	0.5080696	0.6645494	0.0175562	0.2925175	0.5598522	0.0070556	0.0820672	0.4989263	0.2134768	0.4202938	0.4161224	0.4057646
550	0.3255887	0.1986412	0.2529700	0.0414186	0.2400552	0.0062574	0.6010500	0.3504619	0.5418549	0.4012150	0.6323002	0.4759526	0.5112179	0.0019344	0.0024620	0.0421602	0.1045224	0.6251387	0.3754045	0.2757490	0.4223604	0.1242330	0.7527542	0.7154619	0.5548947	0.6225550	0.6624542	0.2853931	0.3548366	0.2579426	0.0086481	0.0810972	0.5867310	0.1425745	0.6917368	0.2971553	0.2786535	0.5506514	0.2474972	0.6546747	0.3818168	0.6062234	0.5313762	0.1897128	0.3436735	0.6318055	0.2709128	0.4719942	0.2191962	0.5711778	0.2405893	0.0257370	0.6225747	0.2488315	0.3290892	0.1108503	0.4392998	0.4218206	0.4321517	0.2208705	0.4057284	0.1195257	0.0068535	0.3354639	0.0811781	0.1153174	0.0684474	0.1509877	0.8084997	0.3614875	0.0490847	0.6889769	0.0001590	0.5230820	0.4583312	0.0999458	0.1056114	0.0226908	0.2982815	0.2188963	0.2825003	0.4993426	0.2263168	0.0171086	0.3837894	0.2048857	0.4410427	0.6202780	0.5213068	0.5640499	0.0404647	0.3279245	0.7479252	0.0077971	0.0689328	0.5014921	0.3549223	0.4782979	0.4998748	0.3469484
600	0.4853256	0.5154285	0.2951301	0.0063474	0.2209243	0.0082437	0.7458081	0.3049097	0.6090982	0.3875340	0.6701292	0.5529560	0.3985100	0.0024276	0.0028723	0.0284036	0.0892204	0.5900303	0.2215390	0.1502931	0.3785620	0.1250531	0.5878917	0.5566789	0.5679193	0.5422661	0.5012968	0.2157223	0.2763353	0.4250956	0.0168036	0.0503303	0.6769791	0.1663155	0.6656505	0.1976701	0.2038901	0.6013903	0.2242416	0.6637258	0.3954727	0.5936152	0.5384121	0.1743389	0.3141444	0.6589457	0.2465000	0.4348298	0.3857941	0.6122627	0.2959996	0.0175759	0.5946847	0.3018163	0.3357572	0.1657567	0.3416056	0.3742288	0.5527453	0.3274541	0.6137529	0.1152692	0.0265222	0.2864322	0.1027661	0.1766586	0.0983233	0.1260701	0.5630304	0.3743573	0.0322227	0.6900864	0.0000277	0.4326083	0.3525193	0.0776975	0.0993324	0.0827408	0.1986386	0.2850935	0.3067242	0.4937133	0.1871727	0.0204752	0.3265467	0.1689830	0.5822592	0.5758272	0.6476907	0.6579870	0.1017776	0.2507501	0.5549024	0.0194518	0.0666033	0.3142838	0.3709194	0.4992699	0.4132537	0.2535351
650	0.5319470	0.4924552	0.2596914	0.0200780	0.2191938	0.0196806	0.6061100	0.3253517	0.5162798	0.3693063	0.5676171	0.5860605	0.2971066	0.0006301	0.0098538	0.0408142	0.0374165	0.6341027	0.0794839	0.2048385	0.2515375	0.1755985	0.6645440	0.7186742	0.4831234	0.5591667	0.3647614	0.1235160	0.3474149	0.4272479	0.0058268	0.0217671	0.5163058	0.1060044	0.5770490	0.2451011	0.2497387	0.5687866	0.1937222	0.7282588	0.3183873	0.4482522	0.6044467	0.2521485	0.4043682	0.6734343	0.2836533	0.4074348	0.5765886	0.6641326	0.2411751	0.0525012	0.5945333	0.2947652	0.4476574	0.1481787	0.2839913	0.4539225	0.6448747	0.3064393	0.6850926	0.1191078	0.0150745	0.3218031	0.1837459	0.1625168	0.0585518	0.1966874	0.6046758	0.3142985	0.0398142	0.7496866	0.0007218	0.5049805	0.3150796	0.1341525	0.1751686	0.1007912	0.2094148	0.3149999	0.2439936	0.6561269	0.2163015	0.0090881	0.4749467	0.2188294	0.6751681	0.5916325	0.6747088	0.6884694	0.2086094	0.2324355	0.7014881	0.0122738	0.0713807	0.2367082	0.3763887	0.4718155	0.4117901	0.2059393
700	0.6601923	0.4635307	0.2998780	0.0524362	0.2472473	0.0342753	0.4852504	0.3072691	0.5082202	0.3866721	0.4886770	0.4669055	0.2121862	0.0000000	0.0161778	0.0537904	0.0500684	0.5333496	0.1032312	0.3067330	0.1845040	0.1712203	0.5657534	0.6279283	0.5708080	0.4530556	0.2882272	0.1597623	0.2970981	0.5296762	0.0090476	0.0399548	0.7398029	0.1070032	0.7087233	0.2689246	0.4056759	0.6560629	0.1500252	0.7145506	0.4969608	0.5563678	0.5164959	0.2476736	0.4223977	0.6155431	0.2010382	0.4031011	0.7516063	0.5369311	0.2558345	0.0405322	0.6283759	0.4231138	0.4519831	0.1382334	0.3133827	0.3257998	0.5180999	0.2213960	0.6158475	0.0961851	0.0268559	0.4779808	0.2759795	0.0969439	0.1203797	0.1865911	0.7235569	0.3261663	0.0855273	0.6701791	0.0000310	0.5858870	0.4808357	0.1433638	0.0498521	0.0698511	0.1714619	0.2679913	0.2305396	0.5303658	0.2979501	0.0121063	0.3900163	0.2065162	0.5626597	0.6274179	0.5430041	0.6841632	0.1663319	0.1837777	0.5525392	0.0315823	0.0482082	0.2465309	0.4248441	0.6377170	0.4762576	0.2488664
750	0.6442248	0.5964781	0.3451605	0.0212369	0.2411416	0.0268960	0.6601405	0.3009448	0.4895123	0.2871515	0.3849980	0.4948744	0.1762569	0.0000801	0.0026135	0.0371948	0.0550536	0.7120398	0.0817525	0.2853766	0.1656724	0.2671025	0.7938151	0.5708715	0.5639096	0.5585908	0.2072338	0.1154556	0.3529878	0.5561183	0.0295801	0.0441987	0.5888926	0.1009318	0.6312955	0.2577609	0.2633500	0.6855045	0.1816153	0.6740722	0.3997355	0.6132260	0.5281732	0.2090293	0.4196353	0.6830260	0.1650769	0.3535703	0.6419959	0.6141767	0.3184270	0.0251924	0.6049839	0.2981273	0.5189347	0.0953485	0.2098027	0.3695075	0.5021395	0.2037798	0.6547043	0.1083542	0.0110272	0.2590401	0.2980136	0.1225725	0.0663163	0.1753540	0.5702896	0.4246104	0.0309366	0.7113278	0.0004154	0.5372853	0.5698031	0.1696806	0.0256956	0.0743839	0.1240915	0.3203216	0.2636549	0.6000684	0.2754516	0.0305869	0.5057267	0.1748917	0.5758345	0.6304181	0.6417872	0.5499666	0.2107552	0.2411615	0.6126549	0.0233212	0.0575613	0.2505774	0.4638425	0.6727718	0.4075735	0.2350610
800	0.6162683	0.4508509	0.3200570	0.0267727	0.2369794	0.0067574	0.7696278	0.3142679	0.6129484	0.2783723	0.5578842	0.4642329	0.1296480	0.0005611	0.0018151	0.0570148	0.0743064	0.6648746	0.0848026	0.3075234	0.0784265	0.2174623	0.5848989	0.2970143	0.5331817	0.6600954	0.1926663	0.1549529	0.3217269	0.8236344	0.0202390	0.0317506	0.6944820	0.1166387	0.6327269	0.3106001	0.2190002	0.7023473	0.1506100	0.6708253	0.4120223	0.4643189	0.5908693	0.1963000	0.3876578	0.6802805	0.1621927	0.3560303	0.6042299	0.5526022	0.2841848	0.0144621	0.6461005	0.3961912	0.3742806	0.1478986	0.3151748	0.3182948	0.5890261	0.2469410	0.7081367	0.1533749	0.0111011	0.3277176	0.3539067	0.1910602	0.0637923	0.2015146	0.4635739	0.4033187	0.0232176	0.6876788	0.0001339	0.5625813	0.5573487	0.2281396	0.0274305	0.1143914	0.1455094	0.2739759	0.2626338	0.6446782	0.2314117	0.0417259	0.5118900	0.2464997	0.7320938	0.6455341	0.4649211	0.5616544	0.1937980	0.2133923	0.6269493	0.0160135	0.0639843	0.2308014	0.4994609	0.6429885	0.3483743	0.1970347
850	0.6506174	0.3924153	0.3979826	0.0230833	0.2492545	0.0115932	0.6344169	0.3064754	0.4648768	0.3283974	0.4196770	0.4742261	0.2032210	0.0025194	0.0029907	0.0374895	0.0838598	0.6892829	0.0787553	0.4935551	0.1393838	0.2649204	0.7389776	0.3108228	0.6069793	0.6441418	0.1792937	0.1193113	0.3987849	0.8140017	0.0141364	0.0166816	0.5055606	0.0884328	0.5381960	0.3918875	0.2459638	0.7689015	0.2011990	0.6181302	0.4941888	0.4434519	0.4820271	0.1816177	0.3978054	0.6247281	0.2188999	0.4034652	0.5671252	0.7173995	0.4090364	0.0249348	0.5840209	0.4239549	0.5569640	0.0839454	0.2779604	0.2364545	0.4608077	0.2357286	0.7459744	0.2436821	0.0091410	0.3182242	0.3589395	0.2547931	0.0759246	0.0845842	0.6544950	0.3221111	0.0249532	0.5751493	0.0031023	0.5203085	0.7352366	0.2447246	0.0262417	0.1085130	0.1149743	0.3201054	0.2726641	0.5456293	0.2338773	0.0278652	0.5881267	0.2059784	0.6297695	0.7197119	0.6168555	0.7005588	0.2062017	0.2213786	0.6394001	0.0252246	0.0178643	0.1968051	0.4682257	0.6375810	0.3527928	0.1699591
900	0.6233764	0.3127609	0.3598489	0.0074516	0.2417079	0.0168877	0.5752476	0.2839468	0.6472159	0.3048968	0.4926235	0.5189613	0.2677513	0.0003592	0.0060117	0.0452722	0.0243859	0.6451407	0.0606225	0.4609110	0.1352400	0.2217393	0.6252480	0.2283517	0.6537323	0.6860283	0.2223052	0.1310477	0.3596027	0.7673056	0.0252433	0.0288621	0.7638544	0.1074659	0.5658154	0.2912704	0.3086696	0.6990037	0.1451421	0.6905030	0.5728300	0.4144481	0.4730595	0.1539425	0.3319435	0.7331972	0.2164316	0.3688278	0.6385008	0.7966041	0.3160542	0.0053666	0.5648259	0.3888702	0.4251312	0.0872843	0.3621013	0.1868521	0.5134161	0.2825242	0.6787225	0.1617013	0.0080800	0.3383952	0.2985801	0.1817911	0.0756844	0.1380636	0.6226875	0.3407039	0.0232968	0.6971979	0.0007924	0.6151181	0.5989801	0.2319092	0.0206193	0.0880973	0.1021949	0.2721118	0.2944045	0.4912134	0.2693641	0.0160850	0.5614799	0.1921674	0.6448060	0.5032311	0.6655436	0.5549726	0.3121708	0.2231476	0.4490142	0.0377787	0.0082161	0.3204070	0.4129202	0.5224800	0.3698912	0.1851894
950	0.4848215	0.4835387	0.2877951	0.0289886	0.2079237	0.0069025	0.7034985	0.3263003	0.5182292	0.3253621	0.4667537	0.4805013	0.2827896	0.0020000	0.0065826	0.0393182	0.0642201	0.6347754	0.0657697	0.5019521	0.1486316	0.2566397	0.6742740	0.1566593	0.6300266	0.7144887	0.2193735	0.1799532	0.4390438	0.7465911	0.0202292	0.0485635	0.6882636	0.0801573	0.8115086	0.3623569	0.2639466	0.7191779	0.1694202	0.5825635	0.4394790	0.5455860	0.5049367	0.1734947	0.3235769	0.5501933	0.1934809	0.3232277	0.5133068	0.5192282	0.2976418	0.0255092	0.5653830	0.3812536	0.3503684	0.0729195	0.2089043	0.1979388	0.5928317	0.3578044	0.6410207	0.1459255	0.0362301	0.3009176	0.2920524	0.1514595	0.0530906	0.1951234	0.5869363	0.3048146	0.0630073	0.6393599	0.0000359	0.5001849	0.5495939	0.3069929	0.0288786	0.0788539	0.1255488	0.2546801	0.2893092	0.3845788	0.2034659	0.0288723	0.5503833	0.1654148	0.6548330	0.5162446	0.5407748	0.6697196	0.3217662	0.2995474	0.5643799	0.0126150	0.0143256	0.2562584	0.4043513	0.7390020	0.4759910	0.1629015
1000	0.6298097	0.4470865	0.2865079	0.0186643	0.2998666	0.0182881	0.5865673	0.2439539	0.6050259	0.3399233	0.4815305	0.4713621	0.2682032	0.0003504	0.0235914	0.0150419	0.0313845	0.7136675	0.0443033	0.4284066	0.1685945	0.2066017	0.5389557	0.1053274	0.6817176	0.6921777	0.2179677	0.1695348	0.4886301	0.6335639	0.0188141	0.0288105	0.6896916	0.0700841	0.8818081	0.2446859	0.2554665	0.7172183	0.1597845	0.7651430	0.4095479	0.4366969	0.4109892	0.2334012	0.3808577	0.6212911	0.2147740	0.3405351	0.5507582	0.5999553	0.3400718	0.0190279	0.7389424	0.4038770	0.4763303	0.0922561	0.2476885	0.2970382	0.5935613	0.3943994	0.6468338	0.1871710	0.0087308	0.2489326	0.2728903	0.1603433	0.0537310	0.1733329	0.6551130	0.2824587	0.0434905	0.6532204	0.0025601	0.5020218	0.5604743	0.1713204	0.0161811	0.0356087	0.1530203	0.3255377	0.2108419	0.4470138	0.2380130	0.0251992	0.4966572	0.2158800	0.6028374	0.5874457	0.6750228	0.5194555	0.2956906	0.2499256	0.4551074	0.0228839	0.0263696	0.1974237	0.4089269	0.6318811	0.3916915	0.1707949

0	0.6560025	0.2976163	0.4011951	0.0112364	0.2349352	0.0276562	0.6105072	0.3372204	0.4449284	0.2816631	0.4959750	0.4917462	0.3279741	0.0005855	0.0071535	0.0331191	0.0478605	0.6605617	0.0691612	0.4285311	0.1451331	0.2408128	0.7380629	0.1550476	0.4962583	0.7771842	0.1526489	0.1427370	0.4941729	0.6626780	0.0106293	0.0515482	0.7040651	0.0941910	0.7349420	0.2857951	0.2766212	0.6295405	0.0912965	0.7308616	0.3685432	0.5338021	0.5548860	0.1282970	0.4143408	0.5557048	0.2226475	0.3268283	0.5996631	0.6983560	0.2319183	0.0110597	0.4241219	0.3716821	0.4326638	0.0764180	0.3004479	0.2604940	0.5615387	0.3721942	0.7720215	0.2133031	0.0139861	0.4159477	0.3083010	0.1211754	0.0410189	0.1559525	0.5625936	0.3148008	0.0188652	0.6027069	0.0001569	0.4660125	0.5672543	0.3020834	0.0233869	0.0967158	0.0846336	0.2619804	0.2920792	0.6089002	0.3300301	0.0236768	0.5434092	0.2555971	0.6201089	0.6941999	0.5977205	0.6620413	0.3220482	0.2720497	0.4537525	0.0158706	0.0075717	0.2687337	0.4175431	0.6813579	0.3687284	0.1484635
