"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7027088	0.9279290	0.1360624	1.0177865	0.4625683	0.3315657	0.2184688	0.7560949	0.4496317	0.8682829	1.0102522	0.4353649	0.9375625	0.3310346	0.7631941	0.9329257	0.6321115	0.6302947	0.4724317	0.3889942	0.1442584	0.4383797	0.8806147	0.5957691	0.3898368	0.9495271	0.5179035	0.4688515	0.8802912	0.1325887	0.1660967	0.0808398	0.5108706	0.5626114	0.6747582	0.3473344	0.3251860	0.4855425	0.7110310	0.2679698	0.1370500	0.6510494	0.4946161	0.4087064	0.3380236	0.6741583	0.9847438	0.2870207	0.6766504	0.5775031	0.5899447	0.7285110	0.0005113	0.8346819	0.2193261	0.0257146	0.0126342	0.8963715	0.2164885	0.2434066	0.8759406	0.5050782	0.6288166	0.0022201	0.9770020	0.4729946	1.0783973	0.2158889	1.0196120	0.0604809	0.0547387	0.5764373	0.5287420	0.6527948	0.5001954	0.3356505	0.4447187	0.0547019	0.8419331	0.9706156	0.8638694	0.6485164	0.2527742	0.0929472	0.6176326	0.4651317	0.5476993	0.9025779	0.2860347	0.2321019	0.5629214	0.4882675	0.9252089	0.4736220	1.0412610	0.6772592	0.8987728	0.4997537	0.0404698	0.3434715
500	0.7019292	1.0318194	0.1637591	0.9396832	0.5162567	0.2850241	0.1438218	0.7468158	0.4362761	0.8093696	0.9864659	0.5084315	0.9873819	0.3517340	0.7834013	0.9358039	0.6423497	0.6690534	0.4673783	0.3806046	0.1666236	0.4161798	0.9610600	0.6182453	0.4038482	0.9878037	0.5192329	0.4513521	0.7552588	0.1511697	0.2105449	0.0876816	0.5058636	0.5391852	0.6544903	0.3762426	0.3051158	0.4513580	0.9490216	0.2642576	0.1308288	0.6893399	0.5554060	0.4454049	0.3660208	0.6033826	0.9353034	0.3330881	0.7282152	0.5878277	0.6639609	0.7317128	0.0011111	0.7410386	0.2320488	0.0238169	0.0057386	1.0543143	0.2713596	0.2397497	0.8404672	0.4475180	0.6013757	0.0000307	0.9740369	0.4570043	0.9718969	0.2086518	0.9422848	0.0683866	0.0483495	0.5954871	0.5507988	0.6861751	0.4380253	0.3106620	0.5869389	0.0478380	0.9152486	0.9736216	0.8907051	0.5766630	0.2502210	0.0903748	0.6449860	0.5016758	0.6239712	0.8276883	0.2863506	0.2446747	0.4719115	0.5218148	0.7269748	0.5565301	1.0428704	0.5914918	0.8738832	0.4885748	0.0255065	0.3001062
550	0.5287347	0.9785632	0.2239985	0.8590818	0.4979839	0.3124150	0.1559650	0.6556123	0.4057628	0.8617665	1.0375338	0.8680773	1.0856492	0.3262894	0.6956062	1.0571661	0.4847729	0.6558029	0.4824224	0.1469964	0.1413542	0.4001633	1.0450583	0.6350967	0.5372598	0.7721588	0.5403284	0.5678681	0.7445964	0.2190969	0.6769494	0.1015013	0.4880218	0.5373332	0.6668502	0.8442756	0.2636985	0.1991386	0.6242020	0.2880807	0.2400892	0.8252847	0.6641338	0.8346857	0.3639904	0.6018922	1.0601455	0.8593627	0.6774378	0.5203930	0.6247296	0.6966569	0.0003035	0.6455341	0.0484158	0.0223318	0.0273759	0.9254427	0.2287047	0.2770482	0.7774222	0.4774287	0.6032062	0.0000835	0.9584420	0.4784045	0.9735591	0.1921916	0.9566965	0.0449906	0.2559273	0.4606179	0.5364497	0.8754097	0.4643842	0.3552412	0.5899328	0.0121239	0.8295736	0.9916898	0.8726216	0.6111569	0.2789194	0.1813761	0.7132393	0.8909073	0.6032582	0.8253403	0.2186335	0.3663251	0.4197529	0.1021302	0.4746349	0.5487971	0.9330641	0.4500732	0.8494343	0.6484059	0.0802837	0.2576959
600	0.5523459	0.9329431	0.1763569	0.9571018	0.5773887	0.2896785	0.2386585	0.7040455	0.4245993	0.9042353	0.9670463	0.8623325	0.9606185	0.3234125	0.7628102	1.0631688	0.5105630	0.6656270	0.4062410	0.0828840	0.1181712	0.4104400	0.8691270	0.5920866	0.6046561	0.6107875	0.4415439	0.6226480	0.8806041	0.2585616	0.8783862	0.1007358	0.4745672	0.5803491	0.7658278	0.9787553	0.2275373	0.2701658	0.6163226	0.3191185	0.2391728	0.9344168	0.7238504	0.9185446	0.3806980	0.6470166	1.0804197	0.8476274	0.6158850	0.5115832	0.6584956	0.5984355	0.0030080	0.6938591	0.0103345	0.0177130	0.0350240	0.9059161	0.2271897	0.2506212	0.7115848	0.4763372	0.6137500	0.0017345	0.9968811	0.5213181	1.0159706	0.1474790	0.8933108	0.0779162	0.2840875	0.3272381	0.5529047	0.9138927	0.4822556	0.3908511	0.7426019	0.0039226	0.5300285	1.0422133	0.9414037	0.6481204	0.2582202	0.2227381	0.6470247	0.9798776	0.7078900	0.8806412	0.2032133	0.3605397	0.4714964	0.0233692	0.6167645	0.4680732	0.9515392	0.3100130	0.8032476	0.6760835	0.0761061	0.1483338
650	0.5812293	0.9685964	0.1894580	0.8621351	0.6130596	0.3094498	0.2507955	0.6923752	0.3882248	0.9477901	0.9914926	0.9231209	0.9943514	0.3670426	0.7061779	1.0573864	0.5377718	0.6766813	0.4539502	0.0531109	0.1069142	0.4213619	0.9015406	0.6027361	0.5219844	0.5682780	0.5441920	0.6363420	0.9674071	0.3272534	0.9098287	0.1246646	0.5015547	0.5784858	0.8289897	1.0133186	0.1642035	0.4513942	0.5478636	0.3054678	0.2390940	0.9876754	0.7647323	0.8959821	0.3072792	0.5925175	1.0722130	1.0000797	0.6578398	0.5870294	0.7329550	0.5710422	0.0000000	0.5958420	0.0077996	0.0347311	0.0315673	0.8763594	0.3063121	0.2749828	0.8134175	0.5120001	0.6386604	0.0009327	0.9296275	0.4703670	1.0303483	0.1837172	0.9860565	0.0631702	0.3497341	0.2754811	0.5398669	0.9980808	0.5118256	0.3673312	0.7980565	0.0013928	0.4235379	0.9827303	0.8933883	0.6447425	0.2695545	0.2483483	0.7053291	0.9591465	0.8869280	0.7694391	0.2221840	0.3450927	0.3670238	0.0171914	0.5937864	0.4507565	0.9138298	0.2222106	0.8539365	0.6608005	0.0915226	0.1099167
700	0.5964968	0.9590226	0.1745851	0.7988673	0.6646963	0.3301240	0.2118301	0.6962653	0.4032934	0.7997112	0.9176289	0.9356954	1.0261426	0.3467059	0.7913685	1.0338117	0.5889626	0.5705809	0.4425664	0.0387195	0.0704373	0.4787826	0.9689909	0.6617932	0.5366350	0.4147738	0.4800322	0.6121233	0.9758086	0.4103685	1.0486128	0.1090516	0.4899998	0.5414973	0.8050227	0.8948628	0.2240993	0.6616894	0.7316306	0.2931577	0.2519407	0.9430709	0.7813912	1.0006933	0.2644529	0.6517721	0.9675265	0.9789241	0.7049022	0.6437257	0.7386304	0.5611303	0.0008550	0.6202620	0.0062282	0.0220802	0.0311032	0.8985735	0.3280125	0.3071627	0.7912791	0.4500649	0.6295778	0.0004756	0.9511665	0.4077442	0.9439700	0.1876813	1.0697772	0.0378768	0.2629241	0.2633824	0.5775315	1.0086692	0.5207609	0.3915227	0.8118109	0.0008401	0.1982683	1.0144920	0.9778557	0.6550653	0.2739794	0.2178385	0.7993196	1.0550331	0.8001879	0.7945535	0.2807990	0.3416771	0.2977027	0.0177467	0.6527201	0.4996288	0.9395790	0.2228772	0.8090580	0.8335020	0.0972109	0.1080887
750	0.5785834	0.9205556	0.2045432	0.8709063	0.7134858	0.3918352	0.2506886	0.7028743	0.4729109	0.7970522	0.9938762	0.9489007	0.9728340	0.2915372	0.7645775	0.9749826	0.5265099	0.6675270	0.4552711	0.0281747	0.0749458	0.4298410	0.9743648	0.6750035	0.4857702	0.4568402	0.4839594	0.4990940	0.9835698	0.5190622	1.0120903	0.1379662	0.5045874	0.6590904	0.8161898	0.8035120	0.3499844	0.6813479	0.6155246	0.3325621	0.2585655	0.9329124	0.8286393	0.9660999	0.2408666	0.6765610	1.0480447	1.0674281	0.6617563	0.5988571	0.8086760	0.5866063	0.0020310	0.5673124	0.0160031	0.0273349	0.0464359	0.9733560	0.3205857	0.3105402	0.7556670	0.4907136	0.6518926	0.0004493	0.9421797	0.4247773	0.9760695	0.2092591	1.0382954	0.0358904	0.2161909	0.2492018	0.4998877	0.9935830	0.4700399	0.3584625	0.8404631	0.0007828	0.1456132	1.0340789	0.9605296	0.7169088	0.2391225	0.2335235	0.7470686	0.9077303	0.6653132	0.7152123	0.3684448	0.4111868	0.3831748	0.0249658	0.6667741	0.4688636	0.9524217	0.1842333	0.8370566	0.8216343	0.1169532	0.1510138
800	0.5420027	0.9386852	0.1656986	0.8662758	0.7260749	0.3595383	0.2178136	0.6708639	0.4496597	0.8466356	1.0118491	0.9758210	0.9361858	0.2863653	0.7467240	1.0522660	0.4928065	0.6066897	0.4944106	0.0505786	0.0857045	0.4576262	0.9464966	0.7896828	0.4314329	0.4610171	0.4108754	0.4672237	0.9917273	0.5474458	0.9681844	0.1657100	0.4676750	0.7686953	0.7947588	0.8059687	0.3052190	0.6117494	0.5538675	0.2813805	0.2691776	0.9136066	0.8346047	0.9926209	0.3045730	0.6854896	0.9741560	1.0504581	0.6830033	0.6594541	0.7597050	0.5857080	0.0013248	0.5677999	0.0170980	0.0371417	0.0534669	0.9563866	0.3814028	0.2666680	0.7481662	0.5019825	0.6277198	0.0004771	0.8915214	0.4270582	0.9680130	0.1955701	1.0127817	0.0290970	0.1932907	0.2446487	0.5384276	1.0634229	0.4213779	0.4308708	0.8421021	0.0000000	0.1085773	0.9955898	0.9241423	0.7052696	0.2961765	0.2760708	0.8010924	1.0167554	0.5444604	0.7086358	0.3625912	0.3886339	0.4994310	0.0257600	0.5828547	0.5391723	1.0064205	0.1809395	0.8018717	0.7360534	0.1209484	0.1601452
850	0.4935243	0.9639127	0.1994768	0.8256046	0.8872679	0.3839050	0.2694854	0.6358232	0.4995208	0.7836335	0.9530852	0.9231204	0.9833705	0.3543569	0.7346047	0.9382976	0.5094892	0.6631270	0.4767917	0.0580058	0.1278373	0.5099376	0.9567134	0.7901464	0.4636420	0.4751590	0.5159644	0.4822047	0.9619430	0.5056268	1.0154828	0.1775333	0.5303018	0.7310587	0.8453882	0.9038243	0.3611469	0.6226888	0.6286359	0.3320346	0.2512069	0.9927798	0.9233351	1.0124572	0.2927583	0.6412655	1.0045619	1.0813272	0.7230761	0.6581247	0.7837952	0.5148732	0.0004271	0.4295478	0.0246162	0.0172571	0.0512538	0.9443590	0.3325083	0.2257445	0.7634514	0.4770193	0.6718155	0.0000000	0.9453599	0.4673883	0.9343085	0.2089646	0.9213209	0.0340123	0.1643891	0.2455421	0.5310376	0.9728755	0.4762137	0.4216211	0.9001431	0.0031830	0.1176002	1.0682503	0.9624324	0.7505960	0.3279257	0.2096344	0.7557970	0.9149283	0.4692477	0.7441367	0.4334519	0.3839700	0.4914921	0.0293344	0.5768852	0.4487759	1.0228802	0.1986390	0.8836713	0.8314727	0.1163873	0.1759772
900	0.5083075	1.0463110	0.1623998	0.8723563	0.7394088	0.3991431	0.2435838	0.6328820	0.4906509	0.7534791	1.0007532	0.9676366	0.9885206	0.3561059	0.7958756	0.9610697	0.5071074	0.5911857	0.5823343	0.0412183	0.1374032	0.4432868	0.8579099	0.8777831	0.4927422	0.4861380	0.5044477	0.5238294	1.0176838	0.5097389	1.0089542	0.1244546	0.4929093	0.6651472	0.7540518	0.8264701	0.4036347	0.6632738	0.5714458	0.3088244	0.2122540	0.9027174	0.9036579	1.0576961	0.2815861	0.6468099	0.9724967	0.9993634	0.6330788	0.6511059	0.7909327	0.5348283	0.0010644	0.4670246	0.0312039	0.0240010	0.0498628	0.9384653	0.3470935	0.2243200	0.7235243	0.4900272	0.6688849	0.0001299	0.8887403	0.4143014	0.9463415	0.2262697	1.0560599	0.0289258	0.1798727	0.2182502	0.5482347	1.0209794	0.4398762	0.3765692	0.8747545	0.0039841	0.0744201	0.9809449	0.9925313	0.7883004	0.2656710	0.1972865	0.6541504	1.0482979	0.5020768	0.8164667	0.3933578	0.3579645	0.5490477	0.0157974	0.5656945	0.4700298	0.9466608	0.2907131	0.7810258	0.8012050	0.0820208	0.1156383
950	0.5531481	0.8996466	0.1997648	0.8371762	0.7508296	0.4067033	0.2665913	0.6526402	0.4562154	0.8430120	1.0207563	0.9680550	0.9589758	0.3515697	0.7635385	1.0061092	0.5587319	0.6052101	0.5722312	0.0367800	0.0925011	0.4059940	1.0142030	0.7562452	0.4855218	0.4885828	0.4402891	0.4671939	0.9860895	0.5500867	1.0061128	0.1520523	0.5066444	0.6242122	0.7738486	0.7619010	0.3812274	0.7258731	0.5156799	0.2748754	0.2959314	0.9540382	0.9409714	1.0268939	0.3416224	0.6749326	0.9461637	0.9947895	0.7303164	0.5655079	0.6832369	0.5741708	0.0000198	0.5015507	0.0298936	0.0281205	0.0516232	0.8539593	0.4167021	0.2477244	0.6651703	0.4980445	0.6460653	0.0001650	0.8888092	0.3899373	1.0127828	0.2172131	1.0405371	0.0122155	0.1701901	0.2339068	0.6034908	1.0349426	0.4263201	0.4276519	0.8269350	0.0006822	0.0769679	1.0612376	0.9213285	0.7452678	0.2976753	0.2309786	0.6886748	1.0799956	0.4443730	0.7590041	0.4627993	0.3754797	0.5137400	0.0242165	0.6689030	0.5385220	0.9506448	0.2559657	0.7195234	0.7981172	0.0736733	0.1497463
1000	0.4242462	0.9032117	0.1749702	0.8540245	0.6439278	0.3774576	0.3018538	0.6533615	0.4219537	0.8412990	1.0191698	0.9565057	1.0555447	0.3180099	0.7614580	0.9664786	0.5202387	0.6431513	0.5358793	0.0303221	0.0529513	0.3890220	1.0029235	0.7503457	0.4725982	0.4795721	0.3318579	0.4256249	0.9619285	0.5724492	1.0623885	0.1683739	0.4179883	0.5604806	0.7841268	0.8258050	0.4308657	0.7499238	0.4299629	0.3000210	0.2224373	0.9087048	0.9017806	0.9477581	0.2727568	0.6654286	1.0073403	0.9001887	0.7436272	0.6095109	0.8470223	0.5746499	0.0003610	0.4094431	0.0404733	0.0380063	0.0547229	0.9623678	0.4186680	0.2518028	0.6812043	0.4942591	0.6450967	0.0000003	0.9099229	0.4545659	0.9122502	0.3000718	1.0912211	0.0091423	0.1724023	0.2825853	0.5688055	1.0222769	0.3719390	0.3957445	0.8127579	0.0010526	0.0853115	1.0252544	1.0308728	0.8176713	0.2696404	0.3072553	0.7511559	1.0717594	0.4185639	0.6402340	0.3793824	0.3137384	0.5520547	0.0268796	0.6170028	0.4881826	0.9593088	0.2414348	0.8008359	0.8097198	0.0781709	0.1852040

0	0.5090295	1.0243043	0.1785784	0.8008087	0.8734992	0.4580162	0.2677243	0.7053205	0.4614875	0.7168706	0.9117748	0.8779719	1.0096715	0.3344047	0.7372331	1.1159502	0.5743655	0.6242135	0.5506215	0.0269947	0.0915523	0.4962933	1.0069149	0.8011003	0.5115248	0.5013606	0.3344071	0.4865935	0.9529574	0.5909902	1.0221126	0.1752719	0.4063037	0.7399797	0.8048344	0.8649164	0.3773813	0.6680964	0.6981775	0.2807362	0.2763287	0.8695922	0.7662055	0.9605394	0.2478111	0.6415918	1.0101391	1.0106366	0.7463090	0.6498035	0.9103359	0.6309563	0.0004025	0.3225246	0.0483002	0.0189979	0.0511088	1.0034967	0.3635698	0.2279677	0.7269912	0.5816536	0.7311222	0.0001186	0.8515538	0.5099174	1.0170843	0.1796885	1.0550105	0.0424962	0.2223851	0.2516363	0.5219003	0.9878830	0.3839366	0.4911192	0.9612849	0.0077803	0.1563508	1.0705296	0.9863035	0.7264120	0.3170840	0.2138578	0.7519955	1.0117246	0.4260345	0.7783477	0.4278119	0.3737210	0.5569916	0.0150366	0.6874385	0.5100799	1.0085583	0.2508721	0.7956305	0.7990436	0.0606868	0.1775642
