"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7207072	0.9432194	0.1426245	0.9453609	0.4426716	0.3588551	0.1757574	0.6752023	0.4339209	0.8180286	0.9801807	0.4893475	0.9868263	0.3393469	0.7733770	0.9999991	0.6601090	0.6742442	0.4668026	0.3684693	0.1260561	0.4732283	0.9634797	0.5591341	0.3470285	0.9132362	0.4971839	0.4938180	0.9000181	0.1543398	0.1827990	0.0759268	0.4688213	0.5025599	0.6147078	0.3748193	0.2696387	0.4129700	0.8440098	0.2819071	0.1321208	0.6864902	0.6368280	0.4921427	0.3886054	0.6458297	1.0000000	0.2855269	0.7283780	0.6002542	0.5752119	0.6653935	0.0005710	0.7087993	0.2452353	0.0179581	0.0066615	0.9330400	0.1929471	0.2685054	0.8389877	0.4428538	0.6235730	0.0000051	0.9756123	0.4972256	0.9561970	0.1558937	0.9907480	0.0728135	0.0564369	0.5498491	0.5359142	0.7117826	0.4439485	0.3612192	0.4320523	0.0438875	0.8317289	0.9747024	0.8865355	0.6529525	0.2943263	0.0647290	0.6912724	0.4856455	0.6857794	0.8679265	0.2718985	0.2578233	0.4921435	0.5111630	0.7726941	0.5024587	0.9765851	0.6392312	0.8133195	0.5344579	0.0239608	0.3283858
500	0.7204552	0.9427623	0.1427917	0.9461865	0.4408477	0.3589626	0.1778944	0.6775782	0.4320738	0.8182661	0.9803612	0.4888645	0.9866734	0.3398657	0.7730117	0.9999990	0.6613622	0.6769039	0.4633006	0.3684561	0.1241317	0.4699522	0.9630488	0.5584097	0.3473902	0.9134740	0.4944524	0.5076103	0.8838140	0.1534116	0.1828722	0.0760882	0.4705961	0.5012527	0.5980222	0.3750105	0.2478596	0.4077076	0.8446222	0.2814174	0.1313220	0.6831903	0.6365560	0.4921268	0.3887930	0.6455818	1.0000000	0.2854977	0.7263742	0.5993243	0.5721815	0.6553602	0.0006495	0.7128530	0.2448339	0.0179163	0.0067306	0.9313465	0.1897934	0.2755623	0.8395207	0.4454633	0.6224481	0.0000057	0.9762054	0.4958517	0.9558095	0.1609954	0.9904701	0.0745602	0.0573361	0.5415163	0.5354514	0.7117805	0.4547433	0.3614432	0.4288636	0.0438275	0.8335680	0.9746926	0.8866246	0.6494862	0.2933881	0.0647453	0.6917392	0.4856448	0.7092023	0.8677901	0.2633513	0.2581752	0.4820862	0.5110311	0.7610492	0.5024642	0.9766076	0.6398992	0.8103382	0.5345974	0.0243819	0.3241602
550	0.5561176	0.9422784	0.1910296	0.9378117	0.4828858	0.3574009	0.1794880	0.6791409	0.4312111	0.8184615	0.9804820	0.8220866	0.9866806	0.3468577	0.6940080	0.9999996	0.5643224	0.6791507	0.4621954	0.1658074	0.1151333	0.4741084	0.9628695	0.5645707	0.5313608	0.7322069	0.4917793	0.5199865	0.8788715	0.2053741	0.7200979	0.0896162	0.4715788	0.5014373	0.6115621	0.8592889	0.2118316	0.1502537	0.7187674	0.2875614	0.2630845	0.7932955	0.6439015	0.8268368	0.3779548	0.6453970	1.0000000	0.7566023	0.7247696	0.6010818	0.5674103	0.6233714	0.0008590	0.7060099	0.0786241	0.0184690	0.0305097	0.9364841	0.1942971	0.2794261	0.7920957	0.4480121	0.6532331	0.0000073	0.9749891	0.4950313	0.9555908	0.1654583	0.9944951	0.0746480	0.2213947	0.4272880	0.5348145	0.9110929	0.4728838	0.3622563	0.5663818	0.0121141	0.8009119	0.9854084	0.8911417	0.6484344	0.2925074	0.1459196	0.7116236	0.8819662	0.6640957	0.8504707	0.2100398	0.3481476	0.4740674	0.1058506	0.4512195	0.5024668	0.9766405	0.5082701	0.8088357	0.6587391	0.0721403	0.2905450
600	0.5393869	0.9401099	0.1912633	0.9161944	0.5801799	0.3634982	0.1880926	0.6800661	0.4306813	0.8185774	0.9804055	0.9051600	0.9881148	0.3596783	0.6942789	0.9999999	0.5304604	0.6804538	0.4680656	0.0864113	0.1047677	0.4705041	0.9634438	0.5916605	0.5616287	0.5971093	0.4850599	0.5256259	0.9156588	0.3349624	0.9038060	0.1179083	0.4721805	0.5157638	0.6465160	0.9576317	0.1610237	0.2365954	0.7874884	0.3030161	0.2756092	0.8888091	0.7434068	0.9404906	0.3455094	0.6452699	1.0000000	0.9170857	0.7235921	0.6074998	0.5833837	0.5436857	0.0013601	0.6690544	0.0296243	0.0198682	0.0416825	0.9445869	0.2305960	0.2842669	0.7833810	0.4521747	0.6752369	0.0000094	0.9658367	0.4953760	0.9572872	0.1682627	0.9980754	0.0649182	0.2825956	0.3397735	0.5349420	0.9725519	0.5037619	0.3708333	0.7627977	0.0036162	0.5272619	0.9889663	0.8956536	0.6577514	0.2922776	0.2014090	0.7290502	0.9729137	0.7545781	0.8021217	0.1767852	0.3752363	0.4673398	0.0280223	0.5091611	0.5024327	0.9767417	0.3077432	0.8091854	0.7402291	0.0748363	0.1967141
650	0.5368788	0.9369653	0.1911463	0.8944143	0.6490032	0.3823962	0.2053589	0.6804359	0.4324859	0.8185075	0.9800287	0.9291068	0.9907945	0.3617738	0.7075550	0.9999999	0.5189368	0.6799022	0.4766907	0.0552185	0.0993667	0.4655137	0.9656039	0.6446316	0.5427872	0.5121496	0.4668924	0.5168818	0.9576802	0.4382729	0.9648599	0.1316521	0.4710150	0.5480281	0.6536427	0.9663027	0.1598533	0.3931370	0.7438387	0.3146794	0.2560929	0.9223027	0.8056873	0.9786383	0.3179021	0.6451932	1.0000000	0.9717550	0.7228207	0.6199371	0.6440914	0.5096316	0.0012747	0.5979917	0.0156083	0.0211667	0.0473457	0.9488470	0.2838469	0.2801350	0.7745354	0.4633312	0.6851656	0.0000110	0.9500472	0.4986485	0.9623682	0.1700076	0.9993446	0.0500133	0.2941702	0.2771386	0.5356269	0.9915079	0.5044303	0.3909425	0.8391406	0.0013383	0.2881434	0.9899702	0.9061865	0.6796729	0.2929517	0.2353446	0.7368425	0.9937843	0.7812428	0.7654443	0.2205593	0.3835661	0.4699474	0.0118345	0.5637425	0.5023665	0.9770570	0.2362452	0.8083083	0.7823845	0.0770936	0.1553897
700	0.5355802	0.9356343	0.1929757	0.8767199	0.6882200	0.4014763	0.2198503	0.6795332	0.4378683	0.8181941	0.9794713	0.9378498	0.9931691	0.3550889	0.7178635	0.9999999	0.5148435	0.6776770	0.4828843	0.0429533	0.0965052	0.4672211	0.9693986	0.7095765	0.5156810	0.4839110	0.4407956	0.5001797	0.9803521	0.5012366	0.9840506	0.1388966	0.4670185	0.5840666	0.6751377	0.9435615	0.2032909	0.4894632	0.6945272	0.3208643	0.2424318	0.9266812	0.8339743	0.9911820	0.3009268	0.6451963	1.0000000	0.9903782	0.7226765	0.6299614	0.7157812	0.5291859	0.0009059	0.5197875	0.0161148	0.0221854	0.0496690	0.9510342	0.3221488	0.2667797	0.7647251	0.4784495	0.6877515	0.0000120	0.9340189	0.5037439	0.9671291	0.1729183	0.9997493	0.0393827	0.2782911	0.2463326	0.5360201	0.9973585	0.4768530	0.4128591	0.8674117	0.0007467	0.1822210	0.9898304	0.9203391	0.7041920	0.2943635	0.2489494	0.7386089	0.9985736	0.7318611	0.7452720	0.2985364	0.3852691	0.4872719	0.0092942	0.5951046	0.5023054	0.9775365	0.2270218	0.8066343	0.7969998	0.0756170	0.1520557
750	0.5349151	0.9367186	0.1941051	0.8634454	0.7133413	0.4142930	0.2295065	0.6769099	0.4447413	0.8177120	0.9789166	0.9416522	0.9947120	0.3464992	0.7242425	0.9999999	0.5128142	0.6747884	0.4876292	0.0381279	0.0959817	0.4748515	0.9736461	0.7627276	0.4958989	0.4767054	0.4162947	0.4848407	0.9904947	0.5365860	0.9893454	0.1433865	0.4614311	0.6128751	0.7095277	0.9147583	0.2542277	0.5461798	0.6587091	0.3237226	0.2412352	0.9240360	0.8455915	0.9951593	0.2916507	0.6453193	1.0000000	0.9967223	0.7234661	0.6324913	0.7641322	0.5559571	0.0006746	0.4550505	0.0232323	0.0230261	0.0502637	0.9523498	0.3438773	0.2515457	0.7557775	0.4911515	0.6882425	0.0000118	0.9223805	0.5086434	0.9702342	0.1765686	0.9998777	0.0336556	0.2531302	0.2371384	0.5355354	0.9991653	0.4456434	0.4317327	0.8791392	0.0006829	0.1447246	0.9892372	0.9308536	0.7242720	0.2960461	0.2503347	0.7376677	0.9996727	0.6567796	0.7327439	0.3577113	0.3844006	0.5123047	0.0101126	0.6147958	0.5022628	0.9780277	0.2295319	0.8063899	0.7983565	0.0700601	0.1594058
800	0.5350838	0.9390364	0.1936793	0.8542737	0.7320066	0.4211343	0.2356160	0.6732257	0.4507629	0.8171874	0.9784476	0.9434648	0.9955907	0.3395078	0.7280577	0.9999999	0.5111411	0.6718504	0.4923379	0.0362404	0.0976598	0.4837336	0.9771459	0.7964525	0.4847681	0.4750690	0.3995672	0.4741481	0.9948329	0.5552241	0.9902515	0.1458946	0.4560658	0.6320352	0.7439609	0.8913333	0.2930336	0.5854986	0.6334420	0.3250317	0.2450066	0.9237371	0.8501327	0.9963223	0.2867167	0.6455598	1.0000000	0.9988834	0.7251782	0.6295373	0.7894908	0.5755166	0.0005736	0.4083958	0.0307039	0.0237010	0.0501042	0.9533058	0.3560563	0.2389461	0.7484544	0.4998720	0.6891412	0.0000111	0.9154621	0.5129401	0.9720081	0.1799685	0.9999196	0.0308736	0.2314819	0.2376028	0.5345312	0.9997233	0.4219652	0.4459513	0.8840771	0.0008420	0.1359712	0.9886484	0.9369676	0.7383969	0.2979900	0.2473858	0.7360336	0.9999249	0.5919597	0.7210059	0.3909355	0.3826045	0.5357248	0.0116875	0.6305985	0.5022364	0.9784467	0.2299327	0.8083242	0.7953859	0.0637044	0.1667017
850	0.5358492	0.9414106	0.1926200	0.8486280	0.7452051	0.4240083	0.2390763	0.6695558	0.4549819	0.8167033	0.9780683	0.9444120	0.9960680	0.3347331	0.7304450	0.9999999	0.5094278	0.6689813	0.4968666	0.0355265	0.1005822	0.4907672	0.9795335	0.8149379	0.4793728	0.4747501	0.3907640	0.4676773	0.9966879	0.5644345	0.9900016	0.1470068	0.4519350	0.6435554	0.7720549	0.8745110	0.3182770	0.6149935	0.6170466	0.3257274	0.2483267	0.9255603	0.8518374	0.9966076	0.2840939	0.6458700	1.0000000	0.9996196	0.7274460	0.6247069	0.8020021	0.5883091	0.0005357	0.3784374	0.0362095	0.0241610	0.0496386	0.9540509	0.3633608	0.2303254	0.7433433	0.5053624	0.6906267	0.0000104	0.9117542	0.5167006	0.9729939	0.1826322	0.9999342	0.0295513	0.2169579	0.2409891	0.5337555	0.9998958	0.4066394	0.4545901	0.8859156	0.0011082	0.1377204	0.9882846	0.9400989	0.7475119	0.3002477	0.2444027	0.7344532	0.9999828	0.5446462	0.7098176	0.4074478	0.3806389	0.5529921	0.0132360	0.6443511	0.5022215	0.9787729	0.2290308	0.8115625	0.7920644	0.0587920	0.1715024
900	0.5368153	0.9432958	0.1917178	0.8455292	0.7533048	0.4246758	0.2406859	0.6666193	0.4574733	0.8162910	0.9777713	0.9449785	0.9963241	0.3317146	0.7320196	0.9999999	0.5076473	0.6662253	0.5005789	0.0352888	0.1036232	0.4951732	0.9809851	0.8242094	0.4770372	0.4747149	0.3872990	0.4640726	0.9974948	0.5686539	0.9896378	0.1473379	0.4492179	0.6501002	0.7923483	0.8626530	0.3338467	0.6363803	0.6073218	0.3262106	0.2501098	0.9275580	0.8524492	0.9966532	0.2827539	0.6461870	1.0000000	0.9998704	0.7297939	0.6202634	0.8089745	0.5966258	0.0005185	0.3614350	0.0398445	0.0243935	0.0490772	0.9545878	0.3678795	0.2251894	0.7403364	0.5085800	0.6921800	0.0000100	0.9098897	0.5198520	0.9735459	0.1843964	0.9999397	0.0289001	0.2083294	0.2447507	0.5336021	0.9999491	0.3975225	0.4583012	0.8865470	0.0014125	0.1417352	0.9881695	0.9415496	0.7530561	0.3025298	0.2426913	0.7331295	0.9999960	0.5116756	0.7017719	0.4149094	0.3789114	0.5637913	0.0144678	0.6555515	0.5022134	0.9790116	0.2286553	0.8148790	0.7895391	0.0558075	0.1741499
950	0.5377012	0.9446118	0.1911748	0.8439689	0.7575530	0.4243357	0.2412208	0.6646268	0.4586954	0.8159589	0.9775557	0.9453673	0.9964594	0.3298723	0.7330721	0.9999999	0.5058537	0.6637249	0.5031683	0.0352429	0.1060690	0.4974012	0.9818033	0.8285945	0.4761457	0.4747272	0.3866249	0.4621663	0.9978537	0.5703749	0.9894099	0.1473369	0.4476637	0.6536421	0.8057811	0.8543379	0.3433485	0.6507339	0.6018029	0.3266264	0.2508590	0.9289254	0.8526573	0.9966520	0.2821577	0.6464617	1.0000000	0.9999559	0.7318571	0.6169915	0.8137114	0.6020842	0.0005050	0.3530261	0.0422280	0.0244440	0.0485374	0.9549180	0.3706056	0.2224880	0.7388352	0.5102973	0.6934382	0.0000096	0.9090176	0.5222842	0.9738533	0.1853681	0.9999419	0.0285474	0.2034728	0.2481012	0.5340159	0.9999658	0.3924390	0.4588385	0.8868499	0.0017025	0.1448581	0.9882263	0.9421450	0.7562654	0.3044720	0.2421671	0.7321034	0.9999991	0.4890809	0.6972808	0.4177514	0.3776019	0.5696263	0.0153151	0.6637921	0.5022087	0.9791764	0.2290645	0.8175144	0.7878787	0.0543381	0.1755102
1000	0.5383913	0.9454664	0.1909059	0.8432264	0.7594043	0.4236967	0.2412643	0.6634646	0.4591313	0.8157097	0.9774183	0.9456588	0.9965277	0.3287767	0.7337568	0.9999999	0.5041294	0.6616454	0.5047195	0.0352665	0.1076995	0.4982146	0.9822398	0.8305835	0.4758747	0.4747395	0.3870707	0.4611917	0.9980161	0.5709209	0.9893111	0.1472438	0.4469065	0.6554163	0.8141477	0.8486462	0.3491403	0.6597365	0.5986436	0.3270165	0.2511417	0.9296772	0.8527242	0.9966505	0.2819816	0.6466700	1.0000000	0.9999850	0.7334576	0.6148668	0.8172584	0.6056586	0.0004919	0.3495664	0.0438408	0.0243835	0.0480824	0.9550784	0.3721616	0.2212735	0.7382106	0.5111056	0.6943055	0.0000095	0.9086605	0.5239872	0.9740187	0.1858160	0.9999429	0.0283284	0.2007749	0.2508020	0.5347345	0.9999710	0.3897856	0.4579080	0.8870861	0.0019434	0.1464956	0.9883623	0.9423455	0.7580343	0.3058869	0.2423987	0.7313568	0.9999998	0.4739184	0.6952045	0.4183243	0.3767107	0.5722732	0.0158393	0.6693225	0.5022056	0.9792837	0.2298234	0.8192590	0.7868930	0.0538030	0.1762362

0	0.5397124	0.9467060	0.1906863	0.8428502	0.7594729	0.4224629	0.2408108	0.6629498	0.4586062	0.8154528	0.9774043	0.9465734	0.9965490	0.3275471	0.7346894	0.9999999	0.4983301	0.6578326	0.5055800	0.0353650	0.1088188	0.4973155	0.9826682	0.8320936	0.4759480	0.4747577	0.3884546	0.4602468	0.9981429	0.5705198	0.9893275	0.1470047	0.4467214	0.6555712	0.8271863	0.8383580	0.3585124	0.6741349	0.5934176	0.3287362	0.2515139	0.9304899	0.8527588	0.9966707	0.2826644	0.6469676	1.0000000	1.0000000	0.7360373	0.6120740	0.8229736	0.6119302	0.0004549	0.3495701	0.0481199	0.0239095	0.0471319	0.9548961	0.3736432	0.2212864	0.7382962	0.5113989	0.6952986	0.0000093	0.9087612	0.5264947	0.9741859	0.1864710	0.9999435	0.0278895	0.1971222	0.2571302	0.5371714	0.9999737	0.3867436	0.4538913	0.8871198	0.0024640	0.1464822	0.9888024	0.9424339	0.7597266	0.3071925	0.2463784	0.7297826	1.0000000	0.4470045	0.6945299	0.4138259	0.3751906	0.5727169	0.0165850	0.6777752	0.5021920	0.9794325	0.2310577	0.8204826	0.7863788	0.0542381	0.1776063
