"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G63A	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
600	0.0563088	0.2487521	0.1189347	0.5736987	0.4293195	0.5784798	0.3368064	0.0403117	0.3577849	0.3551177	0.2696106	0.5081073	0.3263150	0.1911817	0.3187541	0.0074714	0.2447724	0.3921300	0.1264573	0.3836294	0.5495372	0.6721659	0.4080868	0.3151000	0.5710230	0.5688121	0.3919694	0.5995798	0.0655448	0.6264427	0.0399274	0.4473478	0.2616401	0.5892544	0.4947484	0.5580874	0.6994903	0.0501688	0.3131485	0.6045918	0.5943301	0.2173777	0.1011016	0.1786402	0.0200163	0.1115946	0.6105298	0.3765217	0.2911861	0.6939373	0.0547904	0.1090239	0.2962956	0.0364640	0.1334540	0.0755348	0.4671073	0.2378187	0.4074663	0.6033948	0.4753589	0.2492403	0.3089760	0.6686155	0.3934594	0.1576199	0.6855405	0.4527969	0.7047272	0.2590068	0.1515422	0.1989283	0.7168456	0.1951439	0.6432959	0.0852199	0.3249089	0.3019009	0.6971087	0.6012004	0.6333295	0.0603390	0.1876818	0.1851364	0.1935417	0.3456202	0.1347504	0.1162229	0.0349396	0.6057035	0.1750825	0.6497997	0.2453991	0.5181295	0.5988926	0.2740618	0.5353794	0.4467252	0.4106146	0.0179247
650	0.0704250	0.2207786	0.1850656	0.5170753	0.3902636	0.6011513	0.2713400	0.0588429	0.3009968	0.3981991	0.2648630	0.4529624	0.3104706	0.1699472	0.3348464	0.0161020	0.2527462	0.2901123	0.1884773	0.4874541	0.4766163	0.6832796	0.4526138	0.2556606	0.5866684	0.6791758	0.3748839	0.5205115	0.0752135	0.6735397	0.0593700	0.4779929	0.2836392	0.5145822	0.5038742	0.5141611	0.6508979	0.1071013	0.2651098	0.5958495	0.4739968	0.2228992	0.1270500	0.1803686	0.0029896	0.0848262	0.6678667	0.4799067	0.2708684	0.6925612	0.0179264	0.1106891	0.2415866	0.0025163	0.2241318	0.0844290	0.3217370	0.3507025	0.4070010	0.4802610	0.4051400	0.2255628	0.3774836	0.6879078	0.3767668	0.2020281	0.5454658	0.4887879	0.6269129	0.1869905	0.2183272	0.2967247	0.4910601	0.3485749	0.5477490	0.0558970	0.2448279	0.2035724	0.6253420	0.5228585	0.7165776	0.0193465	0.1907115	0.4021527	0.2202589	0.3821683	0.1394250	0.0521815	0.0746360	0.6641259	0.1372271	0.6671020	0.2145124	0.4062196	0.6134484	0.3326260	0.5227452	0.4715003	0.5295238	0.0073607
700	0.0576550	0.2645574	0.1888702	0.4115051	0.4623697	0.5711463	0.2944880	0.0483487	0.2325394	0.3770239	0.2575463	0.4246440	0.3183032	0.1962201	0.3386296	0.0072597	0.2836629	0.2980648	0.2718777	0.5310363	0.6237630	0.4696672	0.2920586	0.2279895	0.6047631	0.5582753	0.3214739	0.5525368	0.0674318	0.6338036	0.0574410	0.3848644	0.2858867	0.5303987	0.4500176	0.5509501	0.7418677	0.1073440	0.2641614	0.6155420	0.6904932	0.2370245	0.0746797	0.1543891	0.0074428	0.1009297	0.6467381	0.4160503	0.2279715	0.6633676	0.0367779	0.1125929	0.2009560	0.0012262	0.1882850	0.0358574	0.1756076	0.4512256	0.3020127	0.6336457	0.4409251	0.1986284	0.5667926	0.6047074	0.3395147	0.1292821	0.6946174	0.5371216	0.6214402	0.3091654	0.2347254	0.4076855	0.6644550	0.3094026	0.5627143	0.0590696	0.3138673	0.2266933	0.7332294	0.6420030	0.5612190	0.0379363	0.1354611	0.5372451	0.3199562	0.4134248	0.0684015	0.1088382	0.0814790	0.6766188	0.0630343	0.6309631	0.2231442	0.3808499	0.6562963	0.2122829	0.3574178	0.5296356	0.5205492	0.0300567
750	0.0925435	0.1786020	0.1966429	0.4507193	0.5060857	0.5492239	0.2579258	0.0383923	0.2654372	0.4488930	0.3152353	0.4676595	0.4024864	0.1851540	0.3857492	0.0060251	0.3653540	0.2732902	0.2787117	0.6095255	0.5398903	0.6008226	0.2450490	0.2372694	0.5370950	0.5127062	0.3108518	0.6353111	0.0514830	0.5403738	0.0515213	0.4473208	0.2791651	0.6258730	0.5923188	0.5789495	0.6489255	0.0882543	0.2887944	0.5820128	0.5931450	0.2771847	0.0530415	0.2062452	0.0016501	0.1355527	0.5774332	0.3679284	0.2299478	0.5894165	0.0323379	0.1040903	0.1729232	0.0023579	0.0938436	0.0431703	0.0392215	0.3289173	0.3324263	0.5334056	0.4766148	0.1581574	0.6707116	0.5906414	0.3207662	0.1443359	0.8288782	0.6042395	0.6226509	0.2912538	0.1545968	0.3970844	0.5519337	0.2240027	0.6454912	0.0780547	0.3038130	0.2540632	0.6324629	0.5653947	0.6149049	0.0345775	0.1367004	0.4810739	0.3845488	0.3750960	0.0973161	0.1400438	0.0778868	0.6613230	0.0419636	0.6522496	0.1520038	0.2598685	0.5923062	0.2498469	0.3984951	0.4766288	0.3898586	0.0159435
800	0.0613338	0.3086617	0.1440641	0.5243671	0.5767350	0.6251925	0.2770566	0.0314621	0.1666087	0.5399131	0.2790025	0.4530414	0.2854491	0.2363555	0.3868815	0.0035992	0.3644697	0.2551509	0.3083132	0.6151620	0.4892121	0.4254946	0.2842627	0.2011775	0.6988047	0.5949666	0.2847696	0.5618409	0.0522585	0.6564275	0.0210831	0.5825354	0.3445591	0.4812498	0.6217344	0.5207398	0.5239148	0.0652614	0.2338424	0.5646780	0.6477821	0.2944659	0.0354205	0.1409507	0.0262994	0.0828777	0.6367848	0.4280960	0.1794369	0.6622613	0.0146745	0.1123095	0.1705872	0.0000354	0.1549975	0.0518891	0.1164492	0.3480797	0.3041677	0.5407753	0.4986181	0.2215443	0.5540146	0.5862470	0.2546868	0.2183043	0.5801698	0.4178899	0.5530811	0.2978922	0.2418620	0.4018266	0.5285234	0.2343264	0.6977522	0.0971540	0.3505256	0.2425943	0.8422769	0.6802051	0.5421415	0.0392560	0.0961478	0.4164502	0.4983333	0.4206246	0.0919063	0.1667123	0.0536807	0.5781268	0.0250314	0.7067205	0.1450219	0.3817918	0.5379811	0.3421168	0.3603909	0.5669969	0.4278239	0.0127849
850	0.0419786	0.3052731	0.1911485	0.4214956	0.7326037	0.7014931	0.2540474	0.0408192	0.1876331	0.4291697	0.3374573	0.4579517	0.3725622	0.2936181	0.4128519	0.0268889	0.4010003	0.2165409	0.3221228	0.5817444	0.6112171	0.4512771	0.3136743	0.2421712	0.5045362	0.6273515	0.3132327	0.5553115	0.0308585	0.5712829	0.0889750	0.4180450	0.3347069	0.4996347	0.6171520	0.5068864	0.6327424	0.1023415	0.3622775	0.6848693	0.5432881	0.2302597	0.0440942	0.1467987	0.0430399	0.0864046	0.6626394	0.4424939	0.1767619	0.7033972	0.0968902	0.1086562	0.1496339	0.0006599	0.0743268	0.1377926	0.1024908	0.3177682	0.3290395	0.5013837	0.5606043	0.1619619	0.6834929	0.5090135	0.3612222	0.2841006	0.6453344	0.5907722	0.5634747	0.3520868	0.2506806	0.3511624	0.6160820	0.2530006	0.6378593	0.1138889	0.3563751	0.2694214	0.6384714	0.7261268	0.4801597	0.1053439	0.0829648	0.4537486	0.3126689	0.4804725	0.0797035	0.1155691	0.0636437	0.6757538	0.0423294	0.6614623	0.1606998	0.3478033	0.5295323	0.2831771	0.4157953	0.5025199	0.5930586	0.0483989
900	0.1203052	0.3857888	0.1418707	0.5204045	0.5237628	0.7018457	0.2630484	0.0149579	0.1314692	0.4105536	0.2378252	0.5170907	0.3551940	0.2613082	0.2932408	0.0054142	0.4155617	0.2053667	0.2364245	0.7084982	0.5623631	0.4775051	0.3047402	0.2598207	0.6817368	0.6174288	0.3085895	0.6498568	0.0235614	0.5802236	0.0567599	0.4835436	0.4137396	0.3915865	0.5194816	0.4668562	0.6565961	0.1146622	0.4299891	0.6488010	0.5119644	0.3154786	0.0503084	0.1278477	0.0229618	0.0876062	0.7869520	0.4115479	0.2295589	0.7419741	0.0979038	0.1434483	0.1654933	0.0006454	0.0826828	0.1333143	0.1903042	0.3682293	0.3112062	0.5482520	0.4136416	0.1709783	0.5557600	0.5365859	0.3849999	0.1608719	0.5180600	0.5915824	0.5782725	0.2274319	0.1846448	0.3086586	0.6057421	0.1961431	0.6370397	0.1390617	0.2985996	0.3053421	0.8229315	0.6919650	0.5718087	0.0627137	0.0709751	0.4549230	0.3008660	0.5095501	0.0336426	0.0812485	0.0973140	0.7314081	0.0435262	0.6913070	0.1369524	0.3314556	0.5052733	0.3090817	0.3184235	0.4640107	0.6356055	0.0212620
950	0.0348551	0.2589038	0.2114752	0.4432091	0.7368737	0.7929108	0.3302990	0.0425433	0.2045657	0.4358435	0.3153987	0.4892733	0.3796863	0.2063515	0.4074887	0.0064799	0.4487941	0.2169212	0.3036145	0.6197936	0.5531758	0.4986126	0.2775621	0.2520156	0.7188712	0.6789843	0.3064984	0.5539118	0.0252721	0.5780633	0.1035010	0.4307802	0.3275518	0.4951989	0.6055064	0.4829217	0.7959249	0.0763402	0.3367480	0.6550696	0.6665257	0.2604904	0.0651864	0.1225091	0.0207639	0.0685985	0.6493749	0.3508125	0.1801440	0.6871682	0.1307286	0.1178083	0.1383784	0.0003937	0.1324311	0.1094918	0.0994563	0.3359470	0.2794723	0.5837033	0.4734336	0.1740816	0.5856066	0.4733974	0.2996951	0.2250829	0.7401833	0.5622682	0.5296213	0.2578995	0.2096156	0.4538361	0.5243321	0.2615085	0.5968863	0.1055583	0.3878114	0.2415163	0.6422887	0.5941981	0.6582558	0.0583349	0.0878101	0.4851174	0.3157874	0.5011167	0.0549860	0.0768269	0.0833713	0.6393788	0.0757840	0.5850073	0.1122332	0.2768428	0.4742594	0.2492062	0.4416705	0.4772172	0.4515055	0.0170966
1000	0.0505657	0.2263105	0.1730397	0.5129338	0.5851906	0.6084204	0.2607110	0.0681843	0.1277492	0.5119567	0.2907373	0.3665387	0.3503695	0.1748033	0.3487247	0.0074812	0.4325431	0.2256765	0.2438636	0.6624469	0.4993762	0.4423836	0.4259867	0.2567081	0.6390053	0.5016615	0.2598851	0.6179060	0.0401597	0.6580141	0.0964002	0.4366650	0.2719362	0.5221006	0.6666234	0.4527742	0.6126479	0.0883484	0.4102811	0.6647975	0.4901568	0.2127225	0.0513809	0.1333013	0.0242052	0.1360924	0.6365426	0.3920878	0.2164632	0.7114074	0.1426697	0.1625557	0.2081269	0.0001722	0.1263905	0.1168414	0.1098022	0.4720493	0.2757612	0.5871329	0.3981441	0.1701001	0.6136940	0.6734540	0.3562487	0.2173524	0.6823800	0.5725479	0.6692552	0.2584622	0.2643001	0.3927962	0.7071304	0.2276839	0.5778930	0.0998626	0.3328208	0.2660109	0.6884373	0.6209863	0.6402595	0.1264004	0.0584995	0.4136678	0.3594113	0.4744440	0.0140327	0.0772021	0.0889565	0.6122440	0.0815928	0.6967712	0.1620274	0.2157910	0.4823822	0.3134125	0.2952333	0.4845321	0.5390631	0.0101588

0	0.0570449	0.3195591	0.1802270	0.4914460	0.5741215	0.7357213	0.3789375	0.0218882	0.1894998	0.4691334	0.3455575	0.4529901	0.2945162	0.2378842	0.3454967	0.0121174	0.5315362	0.1339952	0.3019839	0.6356397	0.5626486	0.3580839	0.2781793	0.2516988	0.5984190	0.4581658	0.2257354	0.8390485	0.0345889	0.6808830	0.0950715	0.5001892	0.4112293	0.5714273	0.4690890	0.5206898	0.5576422	0.1353935	0.3727788	0.6429523	0.5702476	0.2514767	0.0480959	0.1174578	0.0677358	0.0894091	0.5788520	0.3193824	0.1812258	0.7010398	0.1256868	0.1405854	0.1353601	0.0005957	0.0536929	0.0918032	0.1116356	0.4648401	0.2969661	0.5613592	0.3439121	0.1796794	0.7010886	0.5166149	0.2985410	0.1886001	0.6230804	0.5988702	0.5833963	0.3374560	0.2331582	0.4537423	0.6686195	0.1827389	0.5677744	0.3539917	0.4315710	0.2454112	0.7377801	0.7658175	0.6656712	0.0989247	0.0953331	0.4673195	0.2938780	0.4271934	0.0029288	0.1133936	0.1557570	0.6824390	0.0354829	0.6996327	0.2659144	0.3343836	0.6007044	0.3207931	0.4339847	0.3825390	0.6391169	0.0429297
