"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G64A	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4422263	0.9678077	0.3196523	0.2310863	0.5321296	0.0752338	0.1813411	0.2014033	0.6557869	0.4885396	0.0246327	0.5775371	0.0811898	0.9899050	0.1999516	0.6313778	0.4247344	0.3399908	0.2016352	0.1598566	0.2006515	0.4894540	0.8605273	0.9285701	0.0346255	0.0131204	0.0004662	0.4563688	0.5037525	0.2991215	0.4819337	0.9547958	0.5510360	0.8127699	0.3888450	0.8057631	0.1454064	0.0068503	0.6839059	0.5449446	0.9799299	0.6529841	0.7198110	0.5301010	0.0161329	0.8148764	0.9680509	0.5198449	0.6723013	0.7181544	0.0316624	0.6941009	0.9479623	0.7065327	0.2536166	0.4502568	0.1045526	0.8644128	0.3311740	0.7526687	0.4454520	0.9324176	0.5354468	0.2926375	0.1554191	0.5206751	0.5582089	0.8813011	0.7748063	0.5630065	0.7148463	0.9086121	0.3547858	0.5675585	1.0589458	0.6099865	0.3493807	1.0920445	0.4392493	0.2582492	0.0008769	0.6974899	0.9500029	1.0336451	0.0825931	1.0599604	0.5129815	0.2027670	0.9485201	0.4962065	0.2611234	0.3222566	0.0012993	0.9412423	0.1756538	0.0452856	0.0002984	0.7296685	0.1019680	0.6642619
500	0.4315097	1.0042497	0.2700288	0.1800400	0.5281243	0.1172919	0.3491003	0.1301663	0.6899161	0.5160832	0.0228945	0.5813842	0.0866150	0.9897740	0.2306443	0.6858812	0.3787352	0.3930588	0.2729842	0.2262903	0.0992494	0.3638273	0.8651122	0.8214841	0.0369159	0.0194218	0.0001022	0.4883560	0.4643796	0.3583502	0.5815315	0.9052725	0.4912593	0.8406664	0.4239072	0.5711018	0.1450990	0.0004562	0.7997572	0.6677501	0.9874784	0.5975660	0.7532603	0.4314114	0.0504336	0.7930786	0.9395345	0.6009115	0.7312917	0.8395943	0.0431730	0.6905640	0.9486245	0.7119215	0.3244037	0.5221308	0.0643345	0.8226380	0.3230487	0.8625343	0.3775527	0.8329130	0.6434207	0.3209763	0.1344838	0.4719259	0.5076917	0.8410010	0.7470740	0.5271019	0.7342695	0.9018498	0.3477588	0.5893122	1.0537535	0.7541888	0.2667006	1.0626310	0.4746420	0.2169578	0.0039036	0.6560468	0.9864036	1.0282832	0.1948139	0.9260654	0.5737815	0.2224889	0.9624091	0.5675739	0.2825829	0.4070821	0.0028432	0.9389281	0.1621477	0.0276062	0.0000172	0.7075602	0.0773007	0.4688682
550	0.3094604	0.9317924	0.2844337	0.1325840	0.4592053	0.1951300	0.6858632	0.0844332	0.7243381	0.4091588	0.0518703	0.8497676	0.0755678	1.0084106	0.2551163	0.7731572	0.3059411	0.8133095	0.4223542	0.6446403	0.0564608	0.3206806	0.7745375	0.8787104	0.0541185	0.0156496	0.0003907	0.5400536	0.4872104	0.6978042	0.6723689	0.7862927	0.3363377	0.8496832	0.4355159	0.1385585	0.7313697	0.0013129	0.8366362	0.8046484	0.3465018	0.6862944	0.5545140	0.8378148	0.1024859	0.8401039	0.9918981	0.9464805	0.5761716	0.8642118	0.0178664	0.6779629	0.8592461	0.8020873	0.2792898	0.2081692	0.0748011	0.7867424	0.3176179	0.7471885	0.3261777	0.8725129	0.5406122	0.3061188	0.1667985	0.4591395	0.5344916	0.8101797	0.6899907	0.5894374	0.6465093	0.9035474	0.3153670	0.4639292	0.9341606	0.7612177	0.2703176	1.0880095	0.6437827	0.1659902	0.0063152	0.5275913	0.9902166	1.0351946	0.4302578	0.8730262	0.6767893	0.2740589	0.9830312	0.4833591	0.1978325	0.5393008	0.0297619	1.0089656	0.2468140	0.0550488	0.0014422	0.6093605	0.0298653	0.3711527
600	0.2572097	0.9172002	0.4703673	0.1301732	0.4323642	0.1582387	0.7744127	0.0826007	0.6904398	0.3502381	0.0846717	0.9422831	0.0830101	0.9356731	0.1800665	0.7990645	0.2207969	0.9530766	0.6891737	0.9595307	0.0625110	0.3295858	0.5564027	0.6658617	0.0731296	0.0085764	0.0002332	0.5636220	0.4444023	0.8343483	0.7166095	0.7005841	0.1946161	0.9364889	0.6562243	0.0309684	1.0507383	0.0034389	0.8973356	0.9191707	0.2621912	0.5214168	0.4825992	0.8886973	0.1158013	0.8763391	0.9898676	1.0522186	0.5117829	0.9571266	0.0133698	0.6210636	0.9564040	0.7608089	0.2008094	0.1347420	0.0753551	0.7234079	0.2662107	0.6040784	0.2834098	0.9068557	0.5179715	0.3176256	0.1924222	0.5127042	0.4388180	0.7939195	0.7291328	0.5091517	0.6176235	0.9133300	0.2649261	0.3830445	1.0152701	0.7743922	0.3135058	0.8608333	0.8656631	0.1939260	0.0237112	0.3720272	0.9720475	1.0223550	0.5910303	0.8015655	0.7139671	0.3384935	1.0267387	0.2661326	0.2359012	0.5524365	0.0436368	0.9672313	0.2699351	0.2302596	0.0000000	0.5453619	0.0094871	0.3312906
650	0.1918866	0.9711774	0.4531252	0.0760736	0.4762242	0.0955736	0.6492211	0.0653902	0.5792155	0.3325973	0.1237976	0.9654450	0.1108018	0.8153045	0.2383699	0.9030349	0.2199107	1.0367452	0.8134149	1.0645535	0.0627457	0.4087852	0.3163600	0.3721700	0.0679295	0.0066224	0.0006280	0.5860410	0.4350510	0.9084620	0.7580382	0.6493651	0.1417160	0.9803734	0.7694170	0.0139337	1.0406317	0.0049245	0.9638113	0.9761651	0.2896114	0.5166021	0.4976813	0.8338866	0.0958140	0.8234529	1.0292076	1.0071118	0.4720151	0.9915324	0.0021518	0.5947812	0.9308697	0.7342283	0.0955101	0.1573448	0.1692629	0.7933090	0.1629756	0.4698452	0.3252427	0.9162368	0.5334401	0.3320920	0.1997912	0.5810168	0.3552924	0.6172889	0.5220727	0.4848539	0.5718898	0.9019127	0.2083355	0.3011089	0.9557009	0.7890517	0.3969912	0.9728981	0.8654354	0.1648624	0.0507094	0.3242700	1.0080523	1.0401081	0.8555033	0.8907398	0.7908162	0.3521582	0.9725657	0.1575883	0.3668945	0.5401137	0.2123509	0.9762687	0.2724327	0.3504105	0.0035342	0.4506331	0.0049515	0.4242814
700	0.2074437	0.9622798	0.4406444	0.0914922	0.4386091	0.0589112	0.5398307	0.0803507	0.6444214	0.2241108	0.1872523	0.9843826	0.1279650	0.7468389	0.3356015	0.8104599	0.2165656	0.9371776	0.9566825	0.9966319	0.0832546	0.5402193	0.1582987	0.3038531	0.0791432	0.0153590	0.0002067	0.5576763	0.4252711	0.9192376	0.7197640	0.5334866	0.1103930	0.9707413	0.8554348	0.0026783	0.9496726	0.0004717	0.9975140	0.9809670	0.2393896	0.6267414	0.4745934	0.8428527	0.0788418	0.8207631	1.0170295	0.9685450	0.5212880	1.0635408	0.0035495	0.5893525	0.9466063	0.7321532	0.0551912	0.2537584	0.1804537	0.7265294	0.2010665	0.2289021	0.3675214	0.8154207	0.4609326	0.3020181	0.2790487	0.6018748	0.3168355	0.3989819	0.4570833	0.5066799	0.5505294	0.8290067	0.2535939	0.2837406	0.9686936	0.8147414	0.5293806	0.9892160	0.8783593	0.1339942	0.0562668	0.2207264	1.0487866	1.0309666	0.8326547	0.9219841	0.9647155	0.5397519	0.9184297	0.1576719	0.4019395	0.4925327	0.4043949	0.9624603	0.3122288	0.3134064	0.0129995	0.4096524	0.0065782	0.3380974
750	0.1760860	0.9649231	0.4353341	0.0890140	0.4350584	0.0393879	0.5210624	0.0968435	0.5582702	0.1320785	0.1808589	0.9461160	0.2086034	0.5158881	0.4674382	0.7069535	0.2236452	0.9543939	1.0425126	0.9849205	0.1013882	0.7708321	0.1064185	0.2460347	0.0797245	0.0104742	0.0001855	0.5530610	0.3746844	0.9071531	0.5626517	0.4187731	0.1212791	0.9640356	0.9504729	0.0042619	0.9118175	0.0004200	0.9199718	0.9313536	0.3623739	0.6877882	0.4430910	0.8489412	0.1057923	0.8800049	0.9475630	1.0873133	0.4732554	0.9442730	0.0028625	0.6044122	0.9526814	0.7631442	0.0965432	0.2483656	0.1092149	0.7236271	0.2206540	0.1372519	0.5250720	0.7714525	0.5055762	0.2502376	0.3324829	0.5918571	0.3106031	0.1776074	0.4554701	0.5697816	0.5576481	0.8079910	0.2368822	0.2670618	0.7563252	0.8040138	0.6568538	0.9842967	0.8654601	0.1382226	0.0639412	0.1533207	0.9156682	1.0576706	0.9333413	0.9621535	0.9251399	0.5217113	1.0367824	0.2044033	0.4623295	0.5781397	0.4999602	0.9659490	0.4129353	0.3632541	0.0098437	0.4461708	0.0068724	0.3024288
800	0.1474584	0.9405484	0.3975554	0.0930840	0.4776479	0.0445754	0.4818211	0.0861220	0.5376109	0.0953251	0.1478376	0.9712486	0.5335748	0.3089572	0.4674017	0.6239190	0.2088793	0.9553487	0.8859730	0.9657000	0.2231868	0.8144292	0.0816883	0.2417510	0.0968920	0.0129532	0.0017969	0.5273576	0.3869825	0.6570353	0.4585880	0.3920141	0.1299825	1.0261198	0.9624752	0.0036872	1.0171678	0.0001210	0.9533803	0.9038886	0.4162806	0.6194963	0.3872227	0.9329269	0.0723827	0.9080067	0.9445527	1.0330782	0.5749267	1.0192214	0.0020310	0.5835939	0.8592334	0.6812831	0.1086891	0.2482640	0.0344306	0.6146937	0.2065104	0.0905939	0.5395839	0.7060376	0.3886847	0.2689037	0.2884730	0.6271441	0.3010706	0.1213298	0.3920401	0.6480351	0.6382633	0.7760879	0.1866307	0.3618850	0.7248861	0.7571028	0.7206812	0.9694156	0.8227604	0.1664658	0.0518607	0.0856584	0.8840209	0.9311299	0.8890174	0.9746045	0.9549894	0.5327606	1.0767578	0.2370875	0.7065848	0.6464744	0.5722932	0.9807606	0.3841632	0.2397572	0.0130198	0.4152428	0.0067611	0.3285604
850	0.1409289	1.0013866	0.4233334	0.0884282	0.4355303	0.1216143	0.5214841	0.1222211	0.5112808	0.0686304	0.1658787	1.0288754	0.7406960	0.3489749	0.5608132	0.5390750	0.3184158	0.9368937	0.8685374	0.9631080	0.3079603	0.8974296	0.0740868	0.4028723	0.0617685	0.0158751	0.0012804	0.4769284	0.3429154	0.4670253	0.3712745	0.4496334	0.1947229	1.0027226	0.9498287	0.0281223	1.0145895	0.0004651	1.0000446	0.9437882	0.4570808	0.7693467	0.3097279	0.8464444	0.1021615	0.8969576	0.9116585	0.9628380	0.5079292	1.0049758	0.0003557	0.5859662	0.7721447	0.6717129	0.1410992	0.1683485	0.0116621	0.5639034	0.1645714	0.1860413	0.4930971	0.6736243	0.3153456	0.3257558	0.2318555	0.5956834	0.2777646	0.0941232	0.3849050	0.5758624	0.7486736	0.7681388	0.1079193	0.5427480	0.6393725	0.7626373	0.7620905	0.9596163	0.7739437	0.2602456	0.0585150	0.0871001	0.9099472	0.8560765	0.9484730	0.8941203	0.9353446	0.4354220	0.9188545	0.4860242	0.8645554	0.6227330	0.5535795	0.9342236	0.3572247	0.2089423	0.0308230	0.4955367	0.0166250	0.3079418
900	0.1505295	1.0557398	0.5292044	0.1416186	0.4201666	0.1335919	0.4379441	0.2221520	0.5278216	0.0704073	0.1639033	1.0166286	0.7750237	0.4848092	0.4928152	0.4710088	0.4096650	0.9281180	0.9919035	0.6656408	0.3724935	0.9519454	0.0993987	0.5097842	0.0730825	0.0238379	0.0012641	0.4778909	0.2989672	0.4190818	0.2484519	0.5360693	0.2142175	1.0073113	0.9150074	0.0184748	0.9891691	0.0006412	0.9606585	0.9010515	0.4039642	0.6917845	0.3305714	0.8918335	0.0568496	0.7824749	0.9490823	1.0120642	0.5754576	1.0499307	0.0032883	0.6200702	0.8216964	0.6930279	0.2345545	0.0806378	0.0188645	0.4852707	0.1182122	0.4519495	0.4317235	0.6338525	0.3153946	0.3103841	0.2083031	0.6503388	0.2257522	0.1155162	0.4990559	0.5701575	0.7029266	0.5507614	0.0664984	0.6467210	0.6029042	0.7279848	0.7934059	1.0152563	0.6653581	0.3186446	0.0503276	0.0947974	0.9108531	0.7641378	0.9322867	0.8941323	0.9187696	0.2707370	0.8989778	0.4440474	0.9023926	0.6610411	0.5421125	0.9647988	0.3459854	0.2719453	0.0232968	0.4882371	0.0083628	0.3693309
950	0.1166978	1.0070009	0.5164247	0.1629221	0.3191312	0.1988720	0.3923147	0.2809469	0.5522697	0.0555196	0.1272019	1.0681785	0.5272195	0.5715502	0.4436610	0.4086035	0.4744259	0.8458197	0.9091899	0.4212543	0.4588626	0.9311682	0.0892166	0.4002060	0.0856560	0.0159472	0.0006353	0.5065783	0.3348240	0.4625580	0.2244287	0.6510364	0.2340932	0.9930160	1.0139610	0.0254345	0.9312836	0.0000000	0.9639033	0.8741682	0.4107828	0.6961672	0.2641457	0.9376169	0.0646382	0.7321183	0.9440111	0.9965689	0.5019536	1.0162474	0.0005882	0.7482195	0.8474123	0.8126691	0.2088429	0.0789867	0.0232695	0.5930929	0.1253735	0.4902699	0.4516743	0.7207140	0.2452677	0.4131264	0.1851200	0.6429845	0.2391746	0.1743260	0.6255875	0.5388192	0.7724498	0.5269813	0.0563729	0.7047583	0.6558431	0.7250554	0.7615439	1.0107370	0.7097930	0.4971533	0.0378437	0.0872995	1.0436559	0.7498800	0.9394152	0.9727029	0.8659865	0.2257240	0.9904538	0.5225397	0.8345883	0.6904350	0.5621536	1.0331858	0.3244368	0.1872314	0.0896431	0.5042231	0.0079958	0.3696099
1000	0.1372665	1.0695150	0.6256042	0.1948433	0.3427481	0.1218642	0.3546319	0.4069076	0.4885536	0.0608687	0.1200434	1.0055967	0.5840484	0.5332300	0.4892611	0.4105144	0.5261754	0.7628385	0.8228608	0.2835847	0.4399797	0.9491693	0.0711725	0.3204609	0.0617090	0.0146925	0.0007183	0.5332200	0.3411225	0.4687353	0.1587101	0.7204694	0.3093140	0.9453370	0.9132528	0.0255691	0.9148912	0.0000976	0.9474656	0.6515144	0.3210540	0.7511758	0.2588096	0.8746262	0.0641804	0.7575586	0.9637888	1.0383679	0.5160109	0.9579446	0.0003720	0.7392640	0.8923853	0.8231275	0.1716695	0.0533203	0.0126799	0.6327112	0.1306015	0.3405561	0.5254608	0.5987354	0.2866580	0.3661812	0.2378935	0.5896468	0.2075404	0.1629334	0.6555691	0.4572149	0.8113528	0.4713707	0.0307656	0.7755734	0.5647328	0.5689721	0.8996347	1.0146082	0.6467878	0.5919285	0.0421049	0.1171343	1.0059736	0.8385814	0.8495400	1.0014496	0.8785078	0.2120201	0.9310771	0.4982778	0.6262757	0.6342329	0.5968814	0.9998691	0.3551421	0.1814064	0.0991864	0.5332864	0.0176983	0.3927406

0	0.1489358	0.8056427	0.7491930	0.6711322	0.3544135	0.4959883	0.3410476	0.4222644	0.4675048	0.0477554	0.1655110	1.0425710	0.7940101	0.3727034	0.5435953	0.3903925	0.5782073	0.8247871	0.3161434	0.1605229	0.5434134	0.9758075	0.0723992	0.2943360	0.0845152	0.0050629	0.0001961	0.5207467	0.3357084	0.2812656	0.1249605	0.9435686	0.6315029	1.0245368	1.0470132	0.0132815	0.9619079	0.0075489	0.8891921	0.0215203	0.0205166	0.8597110	0.7101062	0.8488754	0.0681011	0.7133160	1.0043744	0.9501022	0.5995342	0.8809544	0.0373692	0.8371239	0.7111597	0.8746040	0.2530950	0.0627269	0.0689702	0.5085085	0.1621976	0.5129089	0.4744064	0.7236673	0.3274206	0.4715398	0.2933552	0.6073331	0.2105116	0.1261713	0.8337264	0.7064747	0.9035289	0.4919403	0.0021437	0.7529851	0.6548386	0.7204372	0.7649210	1.0146345	0.6444177	0.9048425	0.0041942	0.1964607	0.9249600	0.7158288	0.2516725	0.9745072	0.7528377	0.1420475	0.8944212	0.5463464	0.5195638	0.6470325	0.6458242	1.0880148	0.3662243	0.1293285	0.0098726	0.6137850	0.0407485	0.4398602
