Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
500	0.3830193	0.5721975	0.2831054	0.4038665	0.1185569	0.1288908	0.1504009	0.0010468	0.4133619	0.2675788	0.6597712	0.5462427	0.2486672	0.2948469	0.3013882	0.4432435	0.1002130	0.6355451	0.5551779	0.0909182	0.2960647	0.1083093	0.1128990	0.6673683	0.5478353	0.6480041	0.3860924	0.5837419	0.2939336	0.3096183	0.1345172	0.6153231	0.6695429	0.2606523	0.1170558	0.7117540	0.5617583	0.5853602	0.3568912	0.5736225	0.6528494	0.5208109	0.0879393	0.5717628	0.0236886	0.2657953	0.3428084	0.6428332	0.6036962	0.3163832	0.6190694	0.4501089	0.4766294	0.3902750	0.0000632	0.0961044	0.0909635	0.1077932	0.6400997	0.2975627	0.1953128	0.3965566	0.1091862	0.0147335	0.0240698	0.3435758	0.0035358	0.4512383	0.5586748	0.4722142	0.1091831	0.0059810	0.2341788	0.0673495	0.0000393	0.0563264	0.3646422	0.2881600	0.4613642	0.0022399	0.3582095	0.5806260	0.2232649	0.4216007	0.7281295	0.1881131	0.1254931	0.4444041	0.4843046	0.3526541	0.4187818	0.0358972	0.6026175	0.1728392	0.0291925	0.5314608	0.0691268	0.5665427	0.2011943	0.1033353
550	0.4149940	0.3021164	0.5105784	0.3225341	0.1097714	0.1891385	0.2027908	0.1192623	0.4492721	0.2568254	0.5569222	0.5118669	0.3927947	0.2001888	0.2754111	0.3178494	0.0717568	0.7376949	0.5342900	0.1272851	0.4331534	0.1159933	0.2211759	0.7140496	0.4427175	0.5946503	0.3784583	0.2482862	0.4338719	0.4044726	0.1507987	0.3725255	0.5817595	0.3030323	0.0466876	0.5905948	0.5604336	0.6527410	0.4889320	0.4424886	0.4900772	0.3722730	0.1755142	0.4564736	0.0434019	0.2700678	0.3442572	0.4444910	0.3282965	0.4014799	0.7431149	0.3864464	0.5219121	0.2970821	0.0000461	0.0770891	0.0591932	0.1181935	0.5540620	0.3490326	0.1718210	0.4247985	0.0936577	0.0158859	0.1718020	0.1986904	0.0943973	0.4896353	0.6200798	0.4003468	0.0625987	0.0007381	0.2863452	0.0439907	0.0020968	0.1194393	0.4249901	0.2234798	0.4639313	0.0014409	0.3836834	0.7179391	0.1779203	0.4637144	0.5820587	0.1915342	0.1534183	0.4434831	0.4338948	0.4426445	0.4178147	0.0181020	0.5424470	0.1046664	0.0446413	0.5875717	0.0299260	0.4893390	0.2133785	0.1303503
600	0.4923788	0.1356585	0.5680063	0.3619685	0.1084991	0.1376762	0.1805708	0.0987314	0.4243178	0.3385286	0.5205061	0.4855168	0.4182074	0.2310056	0.2600374	0.4089716	0.0724118	0.5909751	0.4028810	0.1348425	0.3335877	0.1007893	0.2767382	0.5611497	0.4628996	0.4744755	0.3141337	0.1626420	0.4407787	0.3623924	0.1173457	0.3951328	0.6605911	0.2509349	0.0911637	0.5124503	0.4988240	0.5935248	0.3567633	0.2099580	0.6080620	0.2192972	0.2251012	0.4864482	0.0154931	0.2878307	0.4063605	0.4222122	0.4917033	0.2724266	0.6997383	0.4224358	0.4174730	0.1925626	0.0007209	0.1548532	0.0498505	0.0924652	0.4857243	0.2211056	0.2586871	0.2988595	0.1476018	0.0071097	0.1688809	0.1364740	0.1160389	0.5724156	0.5135762	0.4033715	0.0735831	0.0027604	0.3447567	0.1156396	0.0008407	0.0560007	0.2867178	0.2483775	0.4776460	0.0061460	0.2474643	0.5486446	0.1891463	0.4890515	0.6722672	0.1523640	0.3021617	0.3932771	0.3900252	0.3700370	0.5395803	0.0371645	0.5581647	0.0990741	0.0489106	0.5458413	0.1027141	0.4486504	0.3203529	0.1543396
650	0.4726122	0.1179324	0.5463915	0.4658150	0.1481976	0.1183983	0.1848702	0.1502175	0.4803822	0.2894475	0.6646729	0.2695759	0.4521782	0.1590037	0.2206065	0.3542227	0.1091972	0.4970362	0.1833090	0.1879958	0.3420353	0.1000135	0.2781620	0.6308716	0.5456807	0.3787004	0.2167869	0.0549164	0.4641610	0.3362498	0.0801523	0.3129434	0.5430993	0.2964053	0.1361174	0.5122892	0.4266514	0.6105268	0.3404415	0.2285880	0.5585725	0.1730822	0.1560933	0.5119927	0.0196595	0.2324330	0.4097886	0.5130629	0.4006420	0.3440791	0.5436652	0.3948444	0.4479057	0.1859536	0.0000233	0.1161055	0.0920119	0.0903803	0.4587570	0.1431460	0.1960226	0.2968106	0.1233717	0.0187931	0.2149464	0.1955398	0.2208917	0.5461359	0.6015887	0.4048009	0.0739612	0.0049932	0.3733812	0.0588426	0.0053750	0.0724017	0.1813719	0.2466192	0.4564490	0.0035154	0.3612876	0.5242729	0.3730820	0.3710289	0.5774607	0.1383783	0.4427205	0.3653222	0.3083102	0.3196418	0.4844815	0.0659408	0.5610229	0.0782443	0.0839882	0.4864515	0.3322872	0.4032270	0.2830984	0.1584900
700	0.5101543	0.1306180	0.3839039	0.4203071	0.1672786	0.1269512	0.2003598	0.0760935	0.5590988	0.2837480	0.7038294	0.2455273	0.2733934	0.1506166	0.1196354	0.2455497	0.1402052	0.2581812	0.1490423	0.2728282	0.3799942	0.0893723	0.2474088	0.6488306	0.6052594	0.2328392	0.1427392	0.1019301	0.4408719	0.3387384	0.0403334	0.2984685	0.5727149	0.3381615	0.1818585	0.6008226	0.5131075	0.5752264	0.2682274	0.2070513	0.5467223	0.1847929	0.1956990	0.5440844	0.0381403	0.2523020	0.3832960	0.5557525	0.4836619	0.4108473	0.7372692	0.3052489	0.5109252	0.1247804	0.0001772	0.0478565	0.0856643	0.1230866	0.4237371	0.2308736	0.1595248	0.2314821	0.1404794	0.0232247	0.2729341	0.1457418	0.3994115	0.3956031	0.5474897	0.4005449	0.1203031	0.0021217	0.4834443	0.0815697	0.0035872	0.0467196	0.1621893	0.3452394	0.4535054	0.0143203	0.3140352	0.5732289	0.4918989	0.4635574	0.5421891	0.0289550	0.4688606	0.4045457	0.3845879	0.3828860	0.4929930	0.1588391	0.4284673	0.1037301	0.1164615	0.5644254	0.4840584	0.4521131	0.3423593	0.1267645
750	0.4828628	0.2200409	0.3104194	0.5037126	0.2243761	0.1339254	0.1273384	0.1317922	0.4702789	0.4041527	0.6551212	0.1278688	0.4749904	0.0772256	0.0752514	0.3545570	0.1382846	0.1424723	0.1520675	0.1933469	0.3789727	0.1697484	0.2404096	0.5502215	0.3608077	0.0998961	0.1172547	0.0800618	0.3825474	0.4611648	0.0345087	0.2728836	0.5526083	0.3048280	0.2703985	0.4938347	0.6318244	0.5437640	0.2662353	0.2582637	0.4741679	0.1256784	0.1904699	0.5385204	0.0239067	0.2258739	0.4548756	0.4685667	0.4455903	0.3371341	0.6741727	0.4118609	0.5265064	0.1059805	0.0002557	0.0493824	0.0728987	0.0879790	0.4467239	0.1526569	0.1140598	0.3074711	0.1898969	0.0390675	0.3155757	0.1413735	0.2759516	0.3778423	0.4906283	0.4193963	0.0601079	0.0045643	0.4886525	0.1622212	0.0023178	0.1004792	0.2875757	0.3063020	0.4340749	0.0098189	0.3152134	0.4505291	0.4481163	0.3453912	0.5599190	0.0390224	0.4272360	0.3585182	0.3690099	0.3859499	0.5022836	0.1296625	0.4924068	0.1085123	0.2204685	0.4337913	0.4731056	0.3854857	0.4308612	0.1558086
800	0.4791117	0.1273036	0.5352919	0.3788703	0.3414026	0.1581603	0.1212747	0.0728697	0.6196498	0.3345627	0.5692038	0.0832386	0.5292988	0.0689852	0.0421302	0.2502944	0.1182597	0.1409044	0.1400379	0.1231623	0.2391499	0.4469674	0.2398169	0.6471222	0.2367108	0.1276636	0.1414027	0.1099714	0.3915711	0.3578983	0.0292996	0.1743300	0.6714489	0.3022858	0.3473145	0.5737543	0.6213336	0.4947660	0.2453471	0.2472759	0.4537949	0.0718831	0.2195610	0.6497963	0.0306035	0.2513125	0.3580617	0.4063895	0.2545858	0.2879414	0.5774424	0.2940051	0.5334706	0.1067817	0.0001181	0.0512859	0.0574932	0.0647923	0.4829855	0.1556176	0.0668871	0.3076993	0.1529744	0.0938243	0.3416042	0.1259963	0.3241728	0.3949347	0.5248819	0.4609697	0.0195807	0.0083024	0.4667817	0.2428960	0.0088214	0.1571003	0.4576825	0.3636943	0.4512771	0.0109635	0.2341321	0.4431502	0.5311786	0.3988359	0.4606313	0.0411021	0.4835022	0.4435245	0.3509965	0.4278064	0.4502609	0.1485726	0.5320454	0.0886519	0.2670908	0.4990448	0.4964294	0.4076933	0.5659815	0.1444341
850	0.5153066	0.0851562	0.5636286	0.3965580	0.2191588	0.1508701	0.1343342	0.0589460	0.5361051	0.3996154	0.6193086	0.0446160	0.4404033	0.0747437	0.0578960	0.2592420	0.1593269	0.1563128	0.0904199	0.0950894	0.2053200	0.6347542	0.2948108	0.5964666	0.1310480	0.0957713	0.1679929	0.0680592	0.4183587	0.2979382	0.0373538	0.1076733	0.5361336	0.3250013	0.3295005	0.5970064	0.5083435	0.3903939	0.1295068	0.2041225	0.3752879	0.0671477	0.3134464	0.6305774	0.0199786	0.1241977	0.3978127	0.3397526	0.2791531	0.3339842	0.7700554	0.1600870	0.6423705	0.1077610	0.0004155	0.0352468	0.0961103	0.0666014	0.6267160	0.2034560	0.1273434	0.3507212	0.0900711	0.1246938	0.3397496	0.1482548	0.2890912	0.3581113	0.4804687	0.4011710	0.0103897	0.0161395	0.5097329	0.1900187	0.0203987	0.1240692	0.3489527	0.4863392	0.4497451	0.0350580	0.3012719	0.5079457	0.5481854	0.3729677	0.5342105	0.0424482	0.4536463	0.3495659	0.3059099	0.4876427	0.5348872	0.3066379	0.5558709	0.0675517	0.2274055	0.3298844	0.4987729	0.3035390	0.4647057	0.1830534
900	0.5818647	0.1307085	0.5231080	0.3254885	0.2797440	0.1222614	0.1104065	0.0785745	0.5194878	0.4140459	0.8024239	0.0650959	0.5875935	0.0494548	0.0474395	0.3591357	0.1697765	0.2891191	0.0753415	0.0662963	0.1709510	0.6437164	0.3581915	0.5821182	0.1050944	0.0487398	0.1307721	0.0699578	0.3845774	0.3397862	0.0135401	0.0947587	0.6690630	0.3129716	0.3691579	0.5700607	0.6138504	0.2928825	0.1233830	0.1806901	0.3289976	0.1274879	0.2646667	0.6842829	0.0210724	0.0964101	0.5038598	0.3063090	0.3489441	0.3229572	0.6880352	0.1870294	0.6959610	0.1168753	0.0000150	0.0401971	0.0218165	0.0923596	0.4260373	0.1861107	0.1245182	0.3771182	0.0774317	0.1236577	0.2729780	0.1667709	0.1976814	0.3830939	0.4996816	0.2455114	0.0063489	0.0295692	0.5301921	0.1404782	0.0476023	0.3098036	0.3907045	0.4124964	0.4097405	0.0103765	0.3061746	0.4582939	0.4697445	0.4306893	0.5237665	0.0511958	0.4511330	0.3862678	0.4171685	0.4057324	0.4524897	0.2471953	0.4365532	0.0552211	0.1841081	0.5219772	0.4579910	0.2578534	0.4409261	0.1283067
950	0.4875803	0.0755446	0.5659906	0.2924870	0.3561227	0.0865497	0.1070370	0.0479393	0.6356233	0.3247848	0.5493019	0.0609857	0.5204277	0.0475727	0.0931878	0.4076299	0.0994606	0.2190577	0.1019237	0.0236818	0.1721809	0.6845667	0.3466082	0.6136578	0.0664415	0.0744852	0.1277628	0.0522270	0.3851661	0.4438473	0.0493583	0.0364261	0.5944769	0.3804577	0.3274998	0.5932459	0.6825453	0.2553949	0.1203170	0.1613534	0.4663914	0.1432655	0.2580623	0.6475585	0.0096787	0.1568701	0.6020427	0.2753718	0.2396582	0.3390764	0.6532382	0.0912724	0.5071795	0.1635081	0.0000000	0.0458426	0.0055571	0.1042025	0.4489379	0.1196042	0.1104481	0.2912877	0.0666169	0.1037215	0.2615120	0.2251117	0.2848836	0.3512135	0.4731820	0.1683136	0.0066569	0.0278546	0.5680040	0.1926837	0.0538704	0.4334359	0.3707478	0.4010441	0.4222933	0.0103334	0.2919661	0.4838863	0.4629019	0.4813235	0.5486519	0.0286454	0.5409179	0.4647460	0.4113600	0.3511201	0.4880922	0.1718628	0.5762568	0.0500996	0.1627048	0.3961258	0.5741447	0.3482812	0.5656252	0.1512975
1000	0.4376974	0.0511753	0.6529257	0.2733463	0.3754485	0.0868652	0.0878426	0.0932676	0.5662099	0.4937201	0.5842111	0.0734324	0.5550304	0.0317196	0.0949945	0.4177262	0.0863133	0.1677981	0.1326257	0.0159814	0.1110079	0.5503752	0.2565719	0.5582818	0.0938002	0.0512389	0.1409806	0.0672281	0.3879034	0.3442823	0.0440292	0.0214954	0.6314286	0.3316332	0.3970031	0.5737610	0.6100363	0.1217897	0.1021995	0.2524223	0.4350601	0.1333704	0.2286617	0.6323298	0.0159872	0.1149571	0.4893881	0.2745425	0.2915915	0.4115240	0.5758815	0.0785443	0.5205042	0.2341045	0.0000057	0.0713582	0.0179041	0.0891404	0.5300113	0.1335052	0.1407814	0.3049674	0.1075564	0.1129332	0.2537282	0.2418984	0.1725039	0.3303010	0.3934590	0.0633142	0.0044224	0.0435813	0.4415567	0.2183413	0.0885476	0.3998375	0.4452627	0.3773496	0.4132317	0.0014266	0.3497253	0.3660618	0.4352748	0.2561818	0.5915172	0.0121278	0.5212615	0.4303127	0.4950188	0.4897695	0.6470098	0.2466422	0.6748954	0.0320393	0.2475869	0.4075352	0.7684447	0.2763263	0.5759112	0.1616146
0	0.3791647	0.3973012	0.6418413	0.2186595	0.2990375	0.1574796	0.1758677	0.3560756	0.5049043	0.3491773	0.6940215	0.2496639	0.4882375	0.0265957	0.0627405	0.5491104	0.0537592	0.0228828	0.1024835	0.0177559	0.1195714	0.7053963	0.3469100	0.5421407	0.0855293	0.1106263	0.1163921	0.0066177	0.0496882	0.0345109	0.0433933	0.0042020	0.5796887	0.0155866	0.3670418	0.6815686	0.5653930	0.0456236	0.0960778	0.2214011	0.5612174	0.4132813	0.2510381	0.4638765	0.0304958	0.0950587	0.6022401	0.3787413	0.3634253	0.2923453	0.6314201	0.3340364	0.5530239	0.3203605	0.0003826	0.2509571	0.0026031	0.0832304	0.5459655	0.1831650	0.0289208	0.2698708	0.0166394	0.0112070	0.2428320	0.2695708	0.6553795	0.1303403	0.6054870	0.1078867	0.0013462	0.0739256	0.2945727	0.2767656	0.2164456	0.3901868	0.2673894	0.3747241	0.4277469	0.0066270	0.3333768	0.3750074	0.4610791	0.4684265	0.5955547	0.2328371	0.5512716	0.4557938	0.5642815	0.6027011	0.4704423	0.0458436	0.6613312	0.0026909	0.4258152	0.4939847	0.5437791	0.3059132	0.7701713	0.1919632
