"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
450	0.0503530	0.7625290	0.8987862	0.3222520	0.9372536	0.0793996	0.0009235	0.3640403	0.1987129	0.9569027	0.0540540	1.0359466	0.6721962	0.6098508	0.0189973	0.8562215	0.4893724	0.7271705	0.7713461	1.0008501	0.1315965	0.5670298	0.9745735	0.2443380	0.3731312	0.3957458	0.4291850	0.0274411	0.1944421	0.0217582	0.9354450	0.6141324	0.9672162	0.5702768	0.2836024	0.0001234	0.8999560	0.1958975	0.2085258	0.1799324	0.6354384	0.6681427	0.3418159	0.4424630	0.8609774	1.0585599	0.9736932	0.8900496	0.9318504	0.4635877	0.7546978	0.4316722	0.5713861	0.9657201	0.5331148	0.0906087	0.2579896	0.0026969	0.0006185	0.0651706	0.8006027	0.3138119	0.0630522	0.2067985	0.2382928	0.8771021	0.1958926	0.6476639	0.0230757	0.1318269	0.7893460	0.2854536	0.1944787	0.5649182	0.6326751	0.1122915	0.5967970	0.9441865	0.5018226	0.0002141	0.9607283	0.6884076	0.0166367	0.9744445	0.5425375	0.0371068	0.5529549	1.0865859	0.3846245	0.6723753	0.6704057	0.4891860	0.5273300	1.0230360	0.1406467	0.3863114	1.0447645	0.9257434	0.5212484	0.9813368
500	0.0413909	0.8006662	0.8319993	0.3442078	0.9086118	0.0800963	0.0004066	0.3646823	0.2445355	0.9011012	0.0501190	1.0412116	0.6835193	0.5570159	0.0274165	0.7767856	0.4798927	0.7632177	0.7826851	0.9810426	0.1109462	0.5610884	0.9419486	0.2422353	0.4943982	0.5087602	0.3947303	0.0247718	0.2130487	0.0029306	0.8749529	0.5806179	0.8995587	0.5724860	0.3021322	0.0000032	0.8541856	0.1755755	0.2465225	0.2265795	0.6703351	0.6919307	0.4017020	0.4444866	0.8655198	1.0626308	0.9376883	0.8995234	0.8209191	0.5316564	0.6737189	0.4359496	0.3506541	1.0542160	0.5302900	0.0840012	0.2220344	0.0059911	0.0008404	0.0731242	0.7818439	0.2681590	0.0855840	0.1812801	0.2025036	0.7294800	0.1948818	0.6264608	0.0189114	0.1378767	0.9259451	0.3474656	0.1290729	0.5703169	0.5214095	0.1250443	0.5316330	0.9493505	0.5479049	0.0002575	0.9848596	0.6973644	0.0103083	0.9481470	0.5522041	0.0368168	0.6270821	1.0676673	0.4370702	0.6652427	0.6562836	0.5827266	0.5509540	0.9072054	0.1312477	0.4642219	1.0351501	0.8502891	0.6327252	0.9446776
550	0.0483976	0.3403737	0.3415192	0.3280777	0.9965856	0.0665025	0.0000000	0.3834316	0.2395189	0.8874831	0.3349472	0.9442658	0.5549874	0.6825866	0.0263956	0.6679102	0.4232717	0.7762881	0.6866865	1.0581986	0.1006120	0.5571353	0.9133223	0.2586376	0.6231026	0.3935438	0.3198467	0.0410894	0.2905409	0.0134141	0.3731942	0.5374692	1.0284278	0.6247745	0.2569836	0.0150215	0.9148174	0.1821415	0.2437830	0.2304235	0.6848780	0.7114033	0.4471469	0.5072482	0.9166796	0.9848050	0.9339634	0.8633834	0.9228221	0.2928041	0.7017820	0.4957476	0.3038029	0.8187580	0.5671439	0.0801021	0.3694204	0.0456534	0.0026795	0.0604306	0.6545667	0.3732140	0.2123897	0.1977552	0.2530587	0.8146669	0.2235587	0.6039627	0.0475133	0.1347403	0.9949880	0.5534976	0.2046820	0.5178369	0.6144967	0.1203153	0.8114817	0.7645242	0.4929451	0.0027406	0.8771042	0.6944446	0.0098315	0.8836911	0.5139538	0.0536418	0.6335954	0.8479519	0.8536738	0.7104377	0.5702931	0.5127533	0.5457694	0.9428116	0.1641078	0.3409472	0.9233431	0.7891137	0.6692371	0.9207141
600	0.1392970	0.2839608	0.1470144	0.2623993	1.0717564	0.0740036	0.0002716	0.3960542	0.2397363	0.8334306	0.4420707	1.0053932	0.3947738	0.6909149	0.0275637	0.7502935	0.4320786	0.7326062	0.6257852	1.0361820	0.0647110	0.6297808	1.0004069	0.2465427	0.6170899	0.4733525	0.3795302	0.0227449	0.2766971	0.0108278	0.2307102	0.5634837	0.9354565	0.7145968	0.3094735	0.0115615	0.9186134	0.1923425	0.2077136	0.2256853	0.6455034	0.6103524	0.5055722	0.5116024	0.8183028	0.9904181	0.9614396	0.7450193	0.9492044	0.2314512	0.6638566	0.4867901	0.4279061	0.7909141	0.5730202	0.0657199	0.5320204	0.0657086	0.0001543	0.0706153	0.3566611	0.4354922	0.1988520	0.1985219	0.2949486	0.6989373	0.2177614	0.5922641	0.1421557	0.1116841	0.9248438	0.8097562	0.2984410	0.3574049	0.5450489	0.0735931	0.8945351	0.5880101	0.5326695	0.0050618	0.9563303	0.6440772	0.0304888	0.9032013	0.5000303	0.1321595	0.6435333	0.8550359	0.8693386	0.6499801	0.5551519	0.5469691	0.6444945	0.9419109	0.2418350	0.3465843	0.9948607	0.7496197	0.6538768	0.9380546
650	0.2970552	0.3046379	0.0649001	0.2530703	0.9973653	0.0746988	0.0009351	0.3691833	0.2456096	0.8450941	0.4619090	0.9577361	0.3971523	0.8218550	0.0255888	0.6761233	0.3791382	0.7295391	0.5802047	1.0524068	0.0659548	0.6826148	0.9441296	0.2821332	0.6505235	0.4453966	0.3859762	0.0263722	0.2251779	0.0179936	0.3052622	0.5692716	1.0081976	0.7818720	0.2919095	0.0108151	0.8733965	0.2015768	0.1812394	0.1885834	0.5851607	0.5635920	0.4687044	0.4794714	0.8855580	1.0594848	0.9210331	0.8652401	0.9389408	0.2232667	0.7343496	0.4965447	0.3965148	0.8315521	0.6281893	0.0920778	0.5578925	0.0968510	0.0004487	0.0402158	0.2247527	0.4425968	0.2755964	0.2388314	0.2628503	0.7277952	0.2185458	0.5935708	0.2201877	0.1177245	0.9290670	0.8542223	0.2780474	0.3609777	0.5013131	0.1025529	0.8996313	0.7288334	0.6257000	0.0088647	0.9662342	0.6436249	0.0272670	0.8609666	0.6155913	0.1472106	0.5749534	0.9087846	0.9555184	0.6643819	0.4843070	0.5576931	0.6670668	0.8918512	0.2456255	0.3009860	0.9557558	0.7992855	0.5250407	0.9371399
700	0.3178947	0.4589777	0.0612436	0.3238652	0.9836206	0.1169930	0.0031942	0.4130963	0.2718285	0.8088158	0.4619599	0.9197258	0.4253486	0.8056299	0.0356626	0.7073124	0.3942089	0.7497868	0.6669553	1.0457810	0.0761123	0.6056387	0.9941578	0.2376357	0.7222417	0.4001924	0.3405484	0.0246934	0.1704734	0.0087707	0.4031415	0.5465570	1.0197000	0.8657596	0.2932184	0.0050653	0.8956237	0.1567739	0.2066822	0.1641327	0.7214601	0.6054912	0.4288617	0.3820650	0.9013361	0.8928935	0.9503551	0.8052552	0.9517066	0.2022499	0.7585572	0.5584160	0.4059677	0.7421346	0.6348850	0.0664241	0.5547102	0.0724188	0.0000724	0.0353336	0.1532378	0.4021388	0.2725880	0.2475686	0.2665276	0.7397275	0.1778679	0.6806059	0.2241661	0.1345532	0.9099880	0.8862699	0.3333859	0.4604116	0.6227800	0.1302941	0.9452815	0.7927257	0.6152584	0.0060067	1.0069621	0.7163742	0.0248451	0.8927644	0.5325188	0.1387393	0.5724672	0.7996867	0.9251126	0.7274224	0.4851573	0.5397315	0.6818900	0.9240137	0.2415715	0.3840203	1.0094714	0.7613692	0.4360575	0.9657847
750	0.2480771	0.5353742	0.0510656	0.2895695	0.9239531	0.1100519	0.0009538	0.3849733	0.2495832	0.8054013	0.4658495	0.9010094	0.3509158	0.8502455	0.0346428	0.7128356	0.3893012	0.7266962	0.7098225	0.9489051	0.0938249	0.6610107	1.0250535	0.2731948	0.7143638	0.3536141	0.3633976	0.0147003	0.1629544	0.0131151	0.4204468	0.5286981	1.0598673	0.6390970	0.3407727	0.0136827	0.9301532	0.1711657	0.2048121	0.2113967	0.7749008	0.6472446	0.3958703	0.4206501	0.8683166	1.0003199	0.9603275	0.8348395	1.0065301	0.2350729	0.7547856	0.5646049	0.3815695	0.7773118	0.6735657	0.0840273	0.5785669	0.1070689	0.0000397	0.0372356	0.1410090	0.3460223	0.2392138	0.3034115	0.2529322	0.7603863	0.1679534	0.6863340	0.1887850	0.1332598	0.7509215	0.8833212	0.3351295	0.4889559	0.6271953	0.1191826	0.8281861	0.8847310	0.7146101	0.0042586	0.9749347	0.7106418	0.0240625	0.8766219	0.4638765	0.0927213	0.6889603	0.8493449	0.9857445	0.7203051	0.5475561	0.5282883	0.6590296	0.9724478	0.1720365	0.4038114	0.9955446	0.7718247	0.4238138	1.0099803
800	0.2424660	0.5796683	0.0633201	0.2524755	0.8920658	0.1006160	0.0006459	0.4149100	0.2210639	0.8112141	0.5627321	0.9546795	0.2704413	0.8853806	0.0224508	0.7724423	0.4203944	0.7761066	0.6648412	0.9719911	0.1075023	0.6853295	0.9654730	0.2430232	0.6523022	0.3636048	0.3799290	0.0239941	0.1260131	0.0104415	0.2890409	0.5683882	0.9280540	0.6655170	0.3367337	0.0060873	0.9809340	0.1752673	0.1756104	0.2047220	0.6781252	0.7334822	0.3824308	0.4181975	0.9017311	1.0545579	0.8988218	0.8119603	0.9751779	0.2394318	0.7472001	0.5477178	0.3866157	0.7064466	0.5796786	0.0733339	0.6111210	0.1043904	0.0000000	0.0701187	0.1543600	0.3581966	0.2139907	0.2848420	0.2247424	0.7662350	0.1286250	0.7018854	0.1399597	0.1457555	0.7138275	0.9421598	0.2990358	0.5433029	0.5810485	0.1189556	0.8504114	0.8501831	0.7518117	0.0013342	0.9834342	0.6982714	0.0177699	0.9385267	0.5072207	0.1169517	0.6469154	0.7923300	0.9907313	0.7291684	0.5862256	0.5130359	0.7496152	0.9898709	0.1699940	0.3735181	0.9262031	0.7188963	0.4307476	0.9842662
850	0.1591719	0.6698789	0.0402952	0.2143176	1.0446251	0.0825231	0.0023000	0.4224522	0.2882715	0.8054283	0.5817332	0.8751186	0.2743116	0.7560856	0.0451946	0.7458449	0.3945991	0.8123757	0.6132881	0.8886086	0.1248541	0.6448713	1.0484558	0.2526479	0.7200150	0.3337743	0.3507035	0.0217963	0.0957424	0.0107635	0.2601123	0.6201143	0.9491972	0.6206877	0.3207089	0.0067196	0.8867321	0.1712396	0.1906751	0.1797846	0.6174751	0.7395849	0.4080155	0.4438067	0.9198111	1.0336173	0.9761877	0.7408581	0.9858226	0.1691470	0.7558925	0.5047082	0.3786780	0.7014320	0.5686770	0.0737489	0.6308138	0.0782944	0.0001993	0.0782945	0.1329003	0.3941401	0.2072372	0.2943759	0.2467927	0.7826685	0.1288566	0.7034491	0.0793399	0.1952273	0.6836738	0.8936457	0.3084885	0.6694637	0.5643791	0.0820763	0.9167200	0.9068674	0.8179877	0.0000070	0.9914292	0.6662212	0.0268657	0.9232217	0.5008568	0.0698528	0.6522197	0.7438752	0.9745999	0.7015284	0.5138425	0.4383762	0.7069918	0.9743963	0.1767790	0.4511718	0.9688118	0.6082778	0.3977311	1.0003507
900	0.1066686	0.6101433	0.0392000	0.2515382	0.9300572	0.1282705	0.0043278	0.4793388	0.2480978	0.8208530	0.5593569	0.9098565	0.3381967	0.7081131	0.0351038	0.7628554	0.3709120	0.7684320	0.6320414	0.9043222	0.0759277	0.5847070	1.0314201	0.2876382	0.6836949	0.2890583	0.3890406	0.0226466	0.0661380	0.0121079	0.2637823	0.5823885	0.8989788	0.6236984	0.3174230	0.0051195	0.9711799	0.1707761	0.1959743	0.2086758	0.6281130	0.6249727	0.4009354	0.5005514	0.9082999	0.9996563	0.8601549	0.7981536	0.9859152	0.1838958	0.8418686	0.5803796	0.2498009	0.7545551	0.5931476	0.0476589	0.6291786	0.0777328	0.0004594	0.0706875	0.1496042	0.3654386	0.2111815	0.3028716	0.1745909	0.7742262	0.1476071	0.7470343	0.0822650	0.1813367	0.6508159	0.8954740	0.2481901	0.6608694	0.5752608	0.0971463	0.8586033	0.8898416	0.8595759	0.0000084	1.0256007	0.6878446	0.0194709	0.9266805	0.4741398	0.0885173	0.7096853	0.7761774	0.9045518	0.6342853	0.5410930	0.5327215	0.6711770	1.0096687	0.1710581	0.3022833	0.9888746	0.6524237	0.4147872	0.9789454
950	0.1181171	0.6388902	0.0442255	0.3038113	0.9698647	0.1370511	0.0013422	0.4345464	0.2851349	0.8229154	0.5572498	0.8489399	0.3129745	0.7364301	0.0258671	0.8274406	0.4082397	0.7886732	0.5574967	0.9502023	0.1060237	0.6393761	0.9112442	0.3098302	0.6910032	0.3651205	0.3455254	0.0355658	0.0657589	0.0157400	0.2037816	0.5789504	0.9959880	0.4993384	0.3682892	0.0008638	0.9363539	0.1726744	0.1521972	0.2119899	0.6691197	0.6168180	0.3536403	0.4694550	0.7919650	1.0475399	0.8800278	0.7733312	1.0009843	0.1864858	0.8372720	0.4312580	0.3428328	0.7123774	0.5686165	0.0702610	0.6284077	0.0792839	0.0001857	0.0810072	0.1042767	0.3786965	0.2108258	0.2922491	0.2232076	0.7671048	0.1499176	0.7559903	0.0970103	0.1915278	0.6988433	0.8531863	0.2321896	0.5667097	0.6126155	0.1096892	0.8263482	0.8805411	0.7855805	0.0005148	0.9703862	0.6647654	0.0113120	0.8963836	0.4781291	0.0788518	0.6558568	0.8526658	0.9599651	0.6200349	0.5677690	0.5289481	0.7386904	0.9504931	0.1608444	0.3452846	0.9427650	0.6980620	0.4359588	0.9965562
1000	0.1163148	0.6053980	0.0770647	0.2803293	1.0052410	0.0970992	0.0028949	0.3959976	0.2569934	0.7969951	0.5321750	0.8705669	0.2850980	0.7992035	0.0138249	0.7679687	0.4697900	0.6845962	0.6177985	1.0054730	0.1438419	0.5553066	0.8624810	0.2815642	0.7639132	0.3949906	0.3414324	0.0327343	0.0774673	0.0211103	0.1324343	0.5922599	1.0301068	0.4213573	0.3343934	0.0078753	0.8305509	0.2111869	0.2087147	0.1833972	0.7015056	0.6937993	0.3608854	0.5126140	0.7731034	0.9541525	0.8147239	0.8322665	0.9309760	0.2318489	0.8476907	0.5031817	0.3678397	0.6945148	0.5608774	0.1027936	0.7021708	0.0443328	0.0006716	0.0424926	0.1250336	0.3398426	0.2704979	0.2187043	0.2047344	0.7308917	0.1924341	0.7494089	0.0778676	0.1553039	0.6497783	0.8320610	0.2141595	0.5862264	0.5257801	0.1188459	0.7539978	0.8914434	0.7601034	0.0009358	1.0456492	0.7417754	0.0271874	0.8867389	0.4906916	0.0667031	0.7048447	0.7813579	0.9524673	0.6230476	0.5344641	0.6099461	0.7165930	0.9823388	0.1283971	0.3035762	1.0388410	0.7152296	0.4348097	0.9645295

0	0.0780845	0.5966768	0.0585053	0.2235563	0.9991659	0.0907284	0.0064764	0.4550300	0.3026002	0.8154093	0.4757646	0.8902061	0.2960696	0.7495295	0.0364934	0.7375127	0.3962232	0.7088711	0.6573183	1.0260381	0.1408137	0.5813785	1.0648590	0.2981785	0.6315155	0.3492061	0.3985300	0.0351746	0.0805263	0.0236750	0.1342552	0.5766223	0.9649210	0.5141932	0.3281102	0.0050748	0.8389166	0.1996500	0.2058779	0.1919220	0.7008614	0.6689764	0.3118933	0.4934499	0.9167925	0.9127268	0.8407655	0.8697638	0.9545824	0.1706211	0.8170698	0.5594912	0.1443154	0.7742334	0.5759749	0.0644914	0.5955875	0.0473622	0.0004639	0.0438985	0.1323778	0.3585640	0.2126767	0.2913550	0.2283630	0.8984827	0.1819147	0.6795431	0.0996093	0.1780401	0.6380693	0.7053996	0.2205566	0.6060600	0.5467091	0.0853213	0.9121132	0.9611228	0.7194608	0.0004072	0.9859893	0.7007038	0.0145474	0.8119821	0.4738713	0.0700431	0.6573791	0.6839246	0.9315607	0.7106619	0.5319027	0.5355365	0.7132778	0.9199971	0.1491816	0.2356842	0.9440827	0.7367912	0.3940268	0.9740175
