Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.0529360	0.0830216	0.2857708	0.4346559	0.4252272	0.4893400	0.0322160	0.3170501	0.7782035	0.0269906	0.4382190	0.4203529	0.4025507	0.1405577	0.4602584	0.6269626	0.3922193	0.2259460	0.4779423	0.6377428	0.0106304	0.0437179	0.5081848	0.0405129	0.6270351	0.0055044	0.5271502	0.2784595	0.6100215	0.5858386	0.6589156	0.1099712	0.6837935	0.0835160	0.6268106	0.2531872	0.2269007	0.1765208	0.1258818	0.7806062	0.2545004	0.0040518	0.0879441	0.1239345	0.4090154	0.2502888	0.4047221	0.5525808	0.4373113	0.4582167	0.3056336	0.0064485	0.8269973	0.7081867	0.3994188	0.1271423	0.0267183	0.3517436	0.3331320	0.5303558	0.1571886	0.2565605	0.0872325	0.0013107	0.2151371	0.2938484	0.5648856	0.7403146	0.1710334	0.2586948	0.5613375	0.0053463	0.3563986	0.2605262	0.2473797	0.5149481	0.3554787	0.0947027	0.5176443	0.5569612	0.2074121	0.3999983	0.4170333	0.4388290	0.2596062	0.0574288	0.6128270	0.1104067	0.4623609	0.2487686	0.4319277	0.2149580	0.1143214	0.4738303	0.4277041	0.4832703	0.5324623	0.0015965	0.5840473	0.5870340
500	0.0927556	0.1014515	0.2811772	0.3878251	0.4859160	0.5838049	0.0452617	0.3267245	0.8001210	0.0220756	0.5510029	0.3650303	0.6379943	0.1005757	0.4920973	0.6011343	0.3980471	0.2488752	0.5304102	0.7064939	0.0072329	0.0724988	0.6014239	0.0750203	0.6570696	0.0082196	0.3813777	0.2226704	0.8694733	0.5208952	0.5358534	0.1097456	0.6093565	0.0661064	0.6665603	0.3093847	0.1990026	0.1295822	0.1613879	0.7010760	0.2036542	0.0042677	0.0322429	0.1649890	0.4101619	0.3331822	0.3955638	0.6370411	0.4241813	0.3838606	0.4594006	0.0071770	0.6501427	0.6027575	0.4371285	0.1539086	0.0333988	0.4528850	0.3280726	0.4731109	0.2351561	0.1845045	0.0715327	0.0056878	0.2106347	0.3431380	0.6426649	0.6259797	0.2128079	0.3302227	0.4810641	0.0031212	0.3729400	0.3601740	0.2683328	0.4394388	0.3292992	0.0945353	0.5377044	0.6995906	0.3255709	0.4991589	0.4090294	0.2852355	0.1911376	0.0419471	0.5571590	0.1145556	0.5177172	0.1667305	0.5178073	0.2306039	0.1160939	0.4797437	0.4438829	0.4480509	0.5298723	0.0028109	0.4984365	0.7000669
550	0.1660662	0.0861737	0.3338250	0.2892416	0.4919820	0.4339835	0.0043678	0.3047735	0.7555489	0.0396376	0.2941801	0.2967181	0.5231078	0.2647938	0.4606833	0.7070447	0.4640304	0.3829708	0.2206097	0.6813723	0.0080999	0.0929920	0.6172725	0.1023859	0.6429296	0.1015305	0.4121056	0.3133640	0.6789849	0.5133535	0.5693005	0.0813889	0.6782559	0.1144429	0.7387134	0.2962686	0.2660786	0.0957840	0.1857539	0.8248535	0.1574782	0.0081675	0.1137734	0.0962941	0.3668241	0.2533094	0.3279044	0.5812262	0.3760027	0.3880597	0.3794926	0.0035777	0.5229682	0.7013534	0.3254326	0.1030287	0.0379676	0.4127634	0.3766024	0.3451104	0.2279196	0.2193731	0.0477962	0.0276051	0.1588624	0.3295080	0.6348845	0.6327943	0.3550105	0.1529034	0.4434964	0.0035648	0.2049181	0.3032391	0.3898723	0.3947679	0.3368690	0.1705926	0.5143754	0.6087092	0.1787006	0.4615639	0.2688695	0.3402917	0.2067556	0.1212653	0.6452783	0.1869607	0.4326912	0.1998755	0.5705819	0.2605715	0.0624879	0.5157783	0.4605023	0.3169271	0.5630484	0.0012225	0.5201886	0.5435154
600	0.2470812	0.0934858	0.3292167	0.2268497	0.4439318	0.3507131	0.0131269	0.2803764	0.6319014	0.0336737	0.2838853	0.2361153	0.3747742	0.2933163	0.5903690	0.7321666	0.6138445	0.3317108	0.0710720	0.6773113	0.0102419	0.0590262	0.5945754	0.1446845	0.6055760	0.2771865	0.4010610	0.3944618	0.6013131	0.5949206	0.4470102	0.1001224	0.7523932	0.0511223	0.5058971	0.3194374	0.2754648	0.0925226	0.2043879	0.6670531	0.0796228	0.0069356	0.1342421	0.1466049	0.4781383	0.2933931	0.3447454	0.5047266	0.4874713	0.3383213	0.4141897	0.0035230	0.6243824	0.6455723	0.4041151	0.1688742	0.0332317	0.4862995	0.3631795	0.4687644	0.1993239	0.2464183	0.0638454	0.0309072	0.1401788	0.4005290	0.5821998	0.6637111	0.4724098	0.0879040	0.2989869	0.0180446	0.0997100	0.1223821	0.3002153	0.3155734	0.3751870	0.2303774	0.5130129	0.6770060	0.1185717	0.4850018	0.1864763	0.2871615	0.2133150	0.1004502	0.5413083	0.4954826	0.5844916	0.1921834	0.5158079	0.2424521	0.0459048	0.6853263	0.5313910	0.3935355	0.5208796	0.0082879	0.4526286	0.4976428
650	0.3451060	0.0588268	0.3010688	0.3245078	0.3222224	0.1761571	0.0120019	0.2683729	0.6712087	0.0239869	0.2118477	0.1413898	0.1899094	0.3548642	0.6883126	0.6347094	0.4686398	0.3203058	0.1066683	0.7156219	0.0332464	0.0524910	0.4279793	0.1963773	0.6372848	0.3236439	0.3634347	0.2783436	0.5986625	0.5792686	0.5293949	0.1160732	0.7340404	0.0205940	0.4880866	0.3934301	0.3984601	0.1871199	0.2618224	0.6960763	0.0614277	0.0058745	0.2390356	0.0760307	0.3806631	0.3719295	0.2342077	0.5403341	0.4791966	0.1981552	0.3701780	0.0079776	0.6739520	0.5892487	0.4402649	0.2382573	0.0418215	0.4215728	0.5024298	0.4845377	0.1979423	0.2457332	0.0095732	0.1831454	0.2769861	0.3724404	0.6215049	0.7100182	0.7327494	0.0124517	0.5045872	0.0437494	0.1730296	0.3136930	0.2958664	0.3196878	0.2857547	0.1841379	0.4756267	0.5699208	0.1684322	0.5714493	0.0705514	0.4734083	0.3107359	0.1712339	0.6203788	0.5144397	0.3604413	0.1906450	0.5188615	0.3487569	0.0736755	0.6861115	0.4759606	0.3927486	0.5283171	0.0000000	0.3826521	0.4233988
700	0.4684772	0.0927024	0.2408753	0.3802716	0.1992194	0.1038091	0.0241613	0.3493318	0.6106436	0.0154852	0.2070216	0.1487797	0.1309421	0.2798738	0.5482397	0.8764304	0.4513029	0.2603019	0.0507613	0.5368615	0.0235993	0.0706173	0.2512187	0.2199738	0.6516417	0.4878332	0.3950817	0.3238417	0.5916567	0.5393102	0.4850051	0.1582325	0.7259372	0.0013618	0.4008449	0.2919408	0.3954465	0.2033695	0.2593086	0.5812853	0.0540792	0.0333928	0.3842451	0.1415632	0.5155723	0.3238149	0.2129683	0.7129495	0.4679336	0.1456272	0.3730015	0.0107162	0.5366255	0.5576890	0.3241108	0.2299329	0.0457342	0.5635713	0.4151869	0.5503316	0.2338997	0.3093382	0.0237411	0.2342374	0.1867178	0.4575462	0.6836679	0.5063213	0.6146711	0.0178782	0.3246012	0.0551512	0.1370004	0.3028571	0.2679074	0.3029015	0.3734055	0.1601260	0.6300379	0.5988746	0.1177411	0.4327257	0.0514935	0.2709820	0.2238473	0.1696457	0.5165020	0.5331824	0.4955173	0.2472084	0.3908480	0.2014245	0.0985843	0.6675677	0.4427931	0.4215802	0.3845566	0.0073695	0.2399258	0.4000600
750	0.5083668	0.0823125	0.2229542	0.2515773	0.1900088	0.0558698	0.0172760	0.3340282	0.5327088	0.0155302	0.1874933	0.1937115	0.1850131	0.2828103	0.5466935	0.6230625	0.5913553	0.2873635	0.0592257	0.5550666	0.0171315	0.0867344	0.2048130	0.2771176	0.5133653	0.5385182	0.3425306	0.3620973	0.7504538	0.4762324	0.3527381	0.1808507	0.6478185	0.0069928	0.4048999	0.1988668	0.4938283	0.2361557	0.1939214	0.6116164	0.0346882	0.1087124	0.5012291	0.1093871	0.3578658	0.2788867	0.1573521	0.7230870	0.4776128	0.1184166	0.3280697	0.0075824	0.5809358	0.5971878	0.3920356	0.2393878	0.0408123	0.5523737	0.3240696	0.3444032	0.2922354	0.3251175	0.0050239	0.3486635	0.1059668	0.3359605	0.7002561	0.4982384	0.6426909	0.0087126	0.4572195	0.0708730	0.1590184	0.3144617	0.2386980	0.3592884	0.4344991	0.1741341	0.5578318	0.5608586	0.1297152	0.5720946	0.0703473	0.3667032	0.1972600	0.1731717	0.4924638	0.6025987	0.3885083	0.3076283	0.3514736	0.2604840	0.0993726	0.6418164	0.4052610	0.3526469	0.3890736	0.0020299	0.2038743	0.3896946
800	0.4472028	0.1594063	0.0853216	0.2809934	0.1918835	0.0778104	0.0185481	0.3362237	0.5724156	0.0575059	0.2007968	0.2001314	0.1898676	0.2657700	0.4963634	0.5792616	0.6542150	0.3169295	0.0818166	0.5469835	0.0467072	0.1273549	0.1220675	0.3229746	0.6197836	0.6341323	0.3190959	0.4411147	0.5977454	0.4271890	0.3586939	0.1073719	0.5351263	0.0304058	0.3085914	0.1280626	0.5829459	0.2021491	0.1624449	0.4753146	0.0306599	0.1715857	0.5112912	0.1879944	0.4018284	0.3625685	0.1487593	0.7021513	0.4116911	0.0997987	0.2815402	0.0032401	0.6923046	0.6277341	0.4350140	0.2824169	0.0651560	0.5060815	0.2408275	0.2876925	0.3316967	0.2524215	0.0009681	0.3441730	0.1154401	0.2846596	0.7120670	0.6206135	0.5523616	0.0267489	0.3570860	0.1107603	0.2005940	0.2948043	0.3008616	0.3403737	0.3870714	0.1582926	0.6516657	0.5565906	0.1395374	0.6253814	0.1135754	0.3453104	0.1476759	0.1704402	0.5619334	0.5949559	0.4640692	0.2081712	0.3748390	0.2329151	0.0673025	0.5990017	0.3548330	0.4312958	0.2700213	0.0010213	0.0800600	0.4765798
850	0.3935459	0.1586596	0.1280837	0.2690429	0.1991947	0.0639317	0.0045342	0.3608048	0.6733724	0.0224517	0.2657990	0.2162324	0.2457677	0.3850676	0.2702761	0.5998191	0.4965669	0.3062712	0.0874800	0.5372440	0.0543976	0.1756725	0.1006946	0.3777376	0.6258915	0.5954038	0.2884332	0.2768990	0.6205783	0.5308508	0.3900163	0.1617714	0.6179739	0.0283811	0.2179453	0.1711517	0.5999846	0.2916930	0.1421943	0.7038818	0.0474124	0.2373430	0.5348078	0.1343791	0.4138935	0.3814561	0.1317784	0.5761229	0.3727701	0.0733809	0.3691515	0.0049215	0.7430847	0.6642955	0.3660438	0.4049458	0.0518926	0.5486628	0.3284968	0.3155382	0.2690458	0.3187228	0.0023180	0.2804605	0.0980944	0.3541749	0.5695598	0.5657078	0.6869456	0.0567245	0.4186676	0.2021422	0.2723655	0.2783248	0.2464256	0.2784411	0.4105860	0.1237832	0.6447463	0.5174418	0.1902237	0.6353950	0.1143603	0.2835890	0.1785121	0.1696393	0.4684858	0.6766696	0.4550538	0.1794604	0.3776330	0.1511802	0.0187052	0.7170407	0.3735325	0.3114057	0.3175317	0.0016389	0.0619926	0.5709500
900	0.2751946	0.2030817	0.1019862	0.2735295	0.1751514	0.0648759	0.0045471	0.3648217	0.6470890	0.0179635	0.2824555	0.1612922	0.1320928	0.5728823	0.2222078	0.5868125	0.4341643	0.3457767	0.0804030	0.4092894	0.1019033	0.1570671	0.1361367	0.2186839	0.6111338	0.6006040	0.2956445	0.3427245	0.4687691	0.3371357	0.4416617	0.1774844	0.7336039	0.0321748	0.2303853	0.1074525	0.6479950	0.2831695	0.0791311	0.6014167	0.0617758	0.2532928	0.5796122	0.1302923	0.4301140	0.3471729	0.1918410	0.6235204	0.3595535	0.1306904	0.4044482	0.0033798	0.6646307	0.6826077	0.2982494	0.4571643	0.0211859	0.6486878	0.3277358	0.3158766	0.2737509	0.3432622	0.0016430	0.2718572	0.1099199	0.3154670	0.5603341	0.6254057	0.7175771	0.1248879	0.4214359	0.1542642	0.2208799	0.3395907	0.3067408	0.2905104	0.6092297	0.1040691	0.6821057	0.5834455	0.1262085	0.7600845	0.1823258	0.3438233	0.1644750	0.1340863	0.3995953	0.6547430	0.4979531	0.2400386	0.3857248	0.2129926	0.0532695	0.7158088	0.4018919	0.3278348	0.3659761	0.0098206	0.0999013	0.4110063
950	0.1816318	0.2307314	0.0958023	0.2547401	0.2222087	0.1129264	0.0222022	0.3135855	0.6638007	0.0219024	0.3237803	0.1841431	0.0760248	0.5755770	0.1304299	0.5166477	0.5392335	0.3022362	0.1180024	0.5553597	0.1901899	0.2406128	0.0754558	0.2599803	0.7018245	0.5986762	0.4541875	0.3379292	0.6100741	0.4845671	0.3736497	0.2032273	0.7518275	0.0558197	0.2997628	0.1460765	0.6488056	0.2236294	0.0889726	0.4886624	0.0621165	0.2710181	0.5679640	0.2193285	0.3868891	0.2958955	0.1431187	0.5428405	0.3602328	0.1280585	0.4161433	0.0096867	0.5761256	0.5286671	0.3337490	0.5074627	0.0245882	0.4883352	0.2133880	0.2380254	0.2588679	0.2996612	0.0052453	0.2879862	0.1182789	0.3004496	0.7220930	0.4631804	0.6654040	0.1159069	0.4274558	0.1496837	0.1787404	0.2858041	0.2143730	0.3317186	0.4870021	0.0752253	0.6732703	0.5753378	0.1054985	0.5865185	0.1530268	0.3640698	0.1257951	0.1463912	0.3818750	0.6284357	0.5090813	0.1692837	0.4426369	0.1399485	0.0420592	0.7136219	0.4823620	0.2981251	0.4303252	0.0004652	0.1161325	0.5120009
1000	0.0417377	0.2744408	0.0481990	0.3286154	0.1855225	0.1058652	0.0211023	0.3030912	0.5572483	0.0252278	0.2226432	0.2464418	0.0191237	0.5298682	0.0615447	0.5488115	0.5876892	0.2590950	0.1505798	0.4906925	0.1882618	0.1355331	0.0707004	0.2885822	0.6545518	0.4630107	0.4524554	0.4076184	0.7271716	0.4622752	0.3501625	0.2039834	0.5103969	0.0328650	0.2862213	0.1601934	0.5569093	0.3314018	0.0751123	0.3958823	0.0915477	0.3211997	0.4758689	0.1764364	0.3632158	0.2972404	0.3208984	0.6457674	0.3591369	0.1061528	0.3874797	0.0022604	0.5624530	0.6057420	0.2683332	0.5708167	0.0281758	0.5336005	0.3917062	0.2810728	0.1960745	0.2658520	0.0034179	0.2496236	0.0755270	0.4279710	0.6719024	0.4098565	0.6259645	0.1826060	0.3770597	0.1302938	0.2300985	0.2997611	0.3024818	0.3916659	0.5658590	0.1112251	0.7417286	0.6731647	0.1324103	0.5900260	0.2283804	0.3364629	0.0899820	0.1048286	0.3382070	0.5981779	0.4534198	0.2349880	0.5369614	0.2636908	0.0846591	0.6850941	0.3692941	0.3562069	0.4433278	0.0001090	0.1397516	0.4831803

0	0.0067766	0.4799514	0.0419075	0.5810549	0.1557645	0.4228352	0.0108734	0.2966496	0.6721486	0.0505301	0.2825799	0.4392727	0.0049615	0.6504315	0.0175073	0.4173584	0.7239475	0.1296422	0.1035455	0.3271313	0.0126507	0.0234540	0.1058354	0.2980443	0.6835671	0.1795141	0.4440594	0.3844326	0.6250814	0.4411677	0.4687274	0.1675575	0.5778914	0.0331027	0.5298692	0.1236667	0.6176217	0.2815853	0.1361375	0.5988637	0.1968396	0.4648545	0.7020956	0.1405202	0.3532113	0.2545276	0.4680269	0.7655125	0.4228645	0.2045446	0.3635481	0.0226698	0.4940075	0.5385295	0.3172106	0.0509506	0.0380798	0.2993784	0.2696177	0.1919232	0.2756138	0.2365089	0.0767725	0.1439714	0.1467693	0.3574810	0.5954128	0.5490027	0.5749523	0.4404177	0.5012442	0.0889373	0.2092097	0.1628894	0.4735080	0.4127462	0.4638577	0.3755722	0.5627354	0.6326496	0.3624896	0.2623368	0.2075666	0.3420301	0.2262581	0.1426027	0.4433851	0.7092610	0.3823286	0.2705804	0.5295706	0.1878638	0.1337058	0.6508663	0.5689395	0.3524571	0.3164152	0.0018910	0.3941434	0.2435348
