Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7438187	0.6655726	0.4801770	0.5555139	0.1748458	0.1798806	0.2503233	0.0018851	0.8246118	0.4156927	0.9208090	0.7086747	0.4566902	0.4940644	0.4302815	0.7829782	0.2228309	0.9955679	0.8494129	0.2413620	0.5127371	0.1943825	0.2441284	0.9968093	0.8653690	0.8640528	0.6696741	0.9320819	0.5417733	0.5252752	0.2082542	0.8118979	0.9937945	0.5074667	0.1163338	0.8746276	0.7784153	0.9392034	0.6383450	0.9931752	0.9985715	0.8565924	0.1034972	0.7209316	0.0292352	0.3856035	0.5392530	0.9654450	0.7922261	0.4569563	0.9964445	0.6046885	0.8143130	0.6408500	0.0000002	0.1437335	0.0781701	0.2175528	0.7945117	0.5273741	0.3450048	0.7303603	0.2239691	0.0114321	0.0892982	0.4284431	0.0076534	0.8128342	0.8711142	0.6325435	0.1379896	0.0031121	0.4822875	0.0972205	0.0013720	0.0674504	0.6745915	0.3457279	0.7467246	0.0048773	0.5519776	0.9112662	0.3087084	0.6969530	0.9227581	0.2391436	0.2634884	0.6862482	0.8805118	0.6028367	0.7587639	0.0644662	0.8877050	0.1567457	0.0380953	0.7715812	0.0618743	0.8409311	0.2846971	0.2055293
500	0.7292823	0.6735754	0.4809049	0.5831190	0.1646265	0.1798959	0.2522619	0.0016198	0.8263686	0.4129855	0.9208063	0.7005412	0.4604120	0.5019859	0.4375070	0.7262656	0.2291241	0.9955969	0.8517277	0.2699536	0.5253091	0.1733328	0.2441188	0.9968913	0.8709304	0.8655706	0.6716109	0.9327075	0.5529796	0.5267799	0.2099622	0.8158232	0.9940090	0.5083020	0.1142088	0.8662193	0.7714594	0.9550226	0.6584642	0.9932749	0.9983195	0.8234542	0.0985683	0.7123673	0.0318516	0.3972977	0.5392714	0.9655116	0.7897682	0.4551003	0.9970831	0.6270258	0.8138326	0.6373556	0.0000001	0.1417944	0.0949444	0.2140917	0.7895672	0.5318344	0.3058769	0.7308380	0.2297010	0.0124698	0.0890840	0.4237402	0.0096968	0.8182092	0.8839184	0.6454532	0.1376603	0.0026083	0.4848484	0.0933985	0.0012215	0.0665173	0.6613208	0.3520469	0.7488052	0.0058188	0.5516099	0.9075652	0.3200633	0.6913712	0.9403374	0.2508916	0.2596409	0.7012645	0.8705680	0.6014300	0.7620220	0.0630764	0.8764428	0.1654548	0.0377296	0.7780559	0.0564407	0.8368271	0.2666493	0.2038284
550	0.7239824	0.5140264	0.7154207	0.6067278	0.1651001	0.1946921	0.2519438	0.1291673	0.8269093	0.4186600	0.9737595	0.6390277	0.4760737	0.3447431	0.4131323	0.6905940	0.1471013	0.9929122	0.7791450	0.2946526	0.5308105	0.1660400	0.3764189	0.9941190	0.8649278	0.7542586	0.6141927	0.3791774	0.5606092	0.5330285	0.2722469	0.6464056	0.9940130	0.5054015	0.1245740	0.8594284	0.7650988	0.9496144	0.6455306	0.5896507	0.8497304	0.4914797	0.3238685	0.7122132	0.0330557	0.3852528	0.5463025	0.7790830	0.7495107	0.4599909	0.9983365	0.6340535	0.8178451	0.3737362	0.0000009	0.1554051	0.1075395	0.1979382	0.7839949	0.5052605	0.2673822	0.5847929	0.2338601	0.0125469	0.2579878	0.2339521	0.1475127	0.8180959	0.8859308	0.6579583	0.1136598	0.0023696	0.4933824	0.0969066	0.0011412	0.0709879	0.5393569	0.4085456	0.7490875	0.0067071	0.5097937	0.8892047	0.2596554	0.6876000	0.9511993	0.2956997	0.2888157	0.7124403	0.6697971	0.5786950	0.7694673	0.0639393	0.8757694	0.1600177	0.0387445	0.8017256	0.0689817	0.8177245	0.2855530	0.2033223
600	0.7509011	0.2788787	0.7845868	0.6272407	0.1874842	0.1976329	0.2409797	0.1592926	0.8298028	0.4417494	0.9913046	0.5118578	0.5209860	0.2835169	0.3517077	0.6635983	0.1439902	0.9636308	0.5938118	0.3143764	0.5307119	0.1687338	0.3947026	0.9809358	0.8453549	0.7197473	0.4341040	0.1744904	0.5770616	0.5527159	0.1952457	0.5752507	0.9934602	0.5040194	0.1634491	0.8536461	0.7626513	0.9453647	0.5831100	0.4355080	0.7903134	0.3786675	0.3678704	0.7314923	0.0330305	0.3793767	0.5650500	0.7329731	0.6469268	0.4876899	0.9993356	0.6195440	0.8256016	0.2786181	0.0000008	0.1450059	0.1151965	0.1744619	0.7769484	0.4127103	0.2357788	0.5174081	0.2434315	0.0157004	0.3336697	0.2253881	0.2793794	0.8019082	0.8506803	0.6675934	0.0696501	0.0024315	0.5200139	0.1176484	0.0012394	0.1150736	0.4151526	0.5020004	0.7416918	0.0072750	0.4845530	0.8391737	0.2947318	0.6826093	0.9547914	0.2717059	0.4226208	0.7189879	0.5920574	0.5407978	0.7799603	0.0706481	0.8704500	0.1410448	0.0519000	0.8264689	0.2126795	0.7624863	0.3541264	0.2094063
650	0.8004002	0.1875117	0.7619923	0.6455276	0.2361922	0.1981673	0.2155610	0.1601823	0.8408253	0.4726162	0.9971177	0.4156790	0.5832669	0.2323233	0.2622591	0.6262855	0.1507834	0.7934695	0.3952034	0.3305350	0.5263176	0.1792806	0.4014845	0.9645597	0.8243183	0.6392280	0.3007675	0.1021247	0.6144623	0.5802000	0.1218504	0.5218393	0.9912585	0.5094531	0.2017501	0.8500219	0.7687423	0.9323540	0.5126515	0.3783705	0.7569066	0.3276999	0.3488543	0.7732205	0.0327881	0.3689564	0.5847738	0.6833162	0.6897652	0.5257446	0.9995064	0.5910651	0.8315214	0.2399885	0.0000006	0.1332920	0.1212138	0.1697811	0.7673179	0.3093617	0.2125359	0.4853583	0.2641072	0.0240211	0.4003401	0.2290793	0.3820710	0.7706435	0.7773693	0.6741142	0.0518532	0.0030665	0.5566483	0.1349691	0.0017318	0.1864988	0.3043537	0.5545934	0.7224417	0.0075264	0.4723345	0.7867367	0.5492381	0.6776767	0.9464600	0.1790811	0.5793355	0.7218775	0.5619558	0.5218849	0.7877141	0.0832616	0.8463154	0.1278681	0.1077923	0.8234826	0.4744002	0.6878539	0.4720435	0.2293999
700	0.8330399	0.1990830	0.6652069	0.6604943	0.3087776	0.1982101	0.1875232	0.1480966	0.8575222	0.5031704	0.9990439	0.3082318	0.6538277	0.1789155	0.1847508	0.5662058	0.1716257	0.4555618	0.2760072	0.3377412	0.5184338	0.1982977	0.4079720	0.9546567	0.7698077	0.4014365	0.2409071	0.0845647	0.6662860	0.6012660	0.0908884	0.4430702	0.9859051	0.5190902	0.2441492	0.8507708	0.7832950	0.9049216	0.4393386	0.3578923	0.7366745	0.2855035	0.3266966	0.8229212	0.0322544	0.3533096	0.6088084	0.7269780	0.8224553	0.5485836	0.9991343	0.5579559	0.8426252	0.2170710	0.0000004	0.1219845	0.1266047	0.1784394	0.7540492	0.2549664	0.1892675	0.4728425	0.2602001	0.0352787	0.4407936	0.2312506	0.4324202	0.7383977	0.7176652	0.6767657	0.0538624	0.0044860	0.6034162	0.1469143	0.0028047	0.2321561	0.2903637	0.5751278	0.7000772	0.0080147	0.4665427	0.7468972	0.7200892	0.6724799	0.9181520	0.0971849	0.6745775	0.7229977	0.5477860	0.5252908	0.7924772	0.1040538	0.8123958	0.1259395	0.2373175	0.7994072	0.6342039	0.6194267	0.5955406	0.2575369
750	0.8449505	0.2559189	0.6901286	0.6673488	0.4026695	0.1981645	0.1744093	0.1308113	0.8646203	0.5293635	0.9996824	0.1743517	0.7343729	0.1339992	0.1428581	0.4939151	0.2114735	0.2395837	0.2075755	0.3088608	0.4961569	0.2712097	0.4131620	0.9488407	0.6071384	0.2405753	0.2173176	0.0950181	0.7092939	0.5945186	0.0792279	0.3291971	0.9761087	0.5314707	0.3454076	0.8568470	0.8039999	0.8517601	0.3497675	0.3510531	0.7222213	0.2354265	0.3271095	0.8793010	0.0311409	0.3312037	0.6515236	0.7703578	0.7788276	0.5505557	0.9978842	0.4976101	0.8628958	0.2001035	0.0000002	0.1118487	0.1300031	0.1753742	0.7417589	0.2464825	0.1615375	0.4699330	0.2400900	0.0489346	0.4605391	0.2343769	0.4404859	0.7062412	0.7072242	0.6681979	0.0582547	0.0077543	0.6725636	0.1747841	0.0051190	0.2622040	0.3655487	0.5784926	0.6827267	0.0091774	0.4636304	0.7216053	0.7785288	0.6647493	0.8699557	0.0740821	0.7184618	0.7224142	0.5381548	0.5589372	0.7946294	0.1535936	0.8142799	0.1314601	0.3719188	0.7640907	0.7305638	0.5610531	0.6912940	0.2794743
800	0.8478467	0.2349132	0.7658551	0.6543730	0.4749458	0.1981160	0.1746246	0.1151643	0.8575259	0.5503603	0.9998944	0.1115488	0.8174979	0.1035351	0.1174479	0.4428047	0.2493154	0.1793772	0.1707301	0.2333947	0.4394331	0.5347217	0.4172287	0.9396168	0.4063293	0.1998157	0.2084480	0.1184496	0.7113441	0.5416208	0.0720590	0.2128654	0.9617336	0.5462501	0.4676165	0.8674617	0.8291445	0.7430144	0.2613406	0.3492063	0.7089620	0.1851154	0.3440313	0.9327062	0.0292901	0.2988390	0.7083931	0.7424330	0.6418059	0.5419110	0.9956665	0.3901258	0.8824988	0.1895532	0.0000002	0.1056857	0.1245764	0.1546111	0.7396644	0.2538174	0.1588094	0.4662893	0.2101235	0.0680926	0.4693737	0.2413960	0.4269987	0.6674943	0.7298698	0.6225025	0.0420245	0.0178644	0.7508910	0.2278700	0.0126935	0.2988529	0.4546747	0.5759655	0.6717368	0.0113340	0.4623851	0.7133435	0.7898776	0.6536447	0.8249136	0.0824416	0.7364049	0.7182625	0.5366744	0.6090390	0.7960013	0.2898263	0.8375497	0.1302331	0.4229835	0.7264110	0.8182405	0.5147396	0.7303115	0.2870012
850	0.8541025	0.1856517	0.7850672	0.6146160	0.5103629	0.1980791	0.1718811	0.1064436	0.8576057	0.5673249	0.9999648	0.0916426	0.8811465	0.0848243	0.1014762	0.4504065	0.2597233	0.2047687	0.1523427	0.1636781	0.3577147	0.8311831	0.4219528	0.9258846	0.2804778	0.1686088	0.2054313	0.1317117	0.6417353	0.4837926	0.0681189	0.1258515	0.9450901	0.5606841	0.5283699	0.8806140	0.8526587	0.5676035	0.2102556	0.3491709	0.6966101	0.1516288	0.3783301	0.9660447	0.0267470	0.2586499	0.7651062	0.6623173	0.5482307	0.5349031	0.9932507	0.2899806	0.8954306	0.1923279	0.0000002	0.1026625	0.0938912	0.1400702	0.7454895	0.2615723	0.1745024	0.4614742	0.1636653	0.0962454	0.4730023	0.2522405	0.4041013	0.6369246	0.7440890	0.4941549	0.0215330	0.0365839	0.7934181	0.2810295	0.0305094	0.3419365	0.5217274	0.5740749	0.6662238	0.0140246	0.4621068	0.7182514	0.7835759	0.6393912	0.8041541	0.0757703	0.7448953	0.7095074	0.5429757	0.6463513	0.7957372	0.4644524	0.8520344	0.1216170	0.3998897	0.6920029	0.8974045	0.4911689	0.7352887	0.2844953
900	0.8628548	0.1666894	0.7745696	0.5570788	0.5247137	0.1980525	0.1633122	0.1080172	0.8670464	0.5814518	0.9999883	0.0855458	0.9189080	0.0738156	0.0940857	0.5319847	0.2404524	0.2371244	0.1437673	0.1088633	0.2826305	0.9527436	0.4283298	0.9086251	0.2042608	0.1272585	0.2046389	0.1136449	0.5324933	0.4735047	0.0668636	0.0726156	0.9297299	0.5703988	0.5459974	0.8938051	0.8773555	0.3948818	0.1884951	0.3497796	0.6883621	0.1459244	0.4074607	0.9820419	0.0240352	0.2215311	0.8187269	0.5814535	0.5029172	0.5299248	0.9908202	0.2280452	0.9033116	0.2168415	0.0000006	0.0981140	0.0506481	0.1368389	0.7461478	0.2654860	0.1872736	0.4569836	0.1250711	0.1289849	0.4743656	0.2647301	0.3813371	0.6207618	0.7438287	0.3049690	0.0114856	0.0546526	0.7892538	0.3151345	0.0504884	0.3990299	0.5725209	0.5750146	0.6655332	0.0149875	0.4624013	0.7286669	0.7730660	0.6222189	0.8081597	0.0567455	0.7509927	0.6945590	0.5582549	0.6644213	0.7941279	0.4773690	0.8567895	0.1112781	0.3689560	0.6635012	0.9475564	0.4835886	0.7535098	0.2795274
950	0.8691482	0.1667193	0.7707786	0.4921755	0.5302038	0.1980334	0.1552875	0.1200990	0.8765018	0.5926944	0.9999961	0.0837810	0.9380930	0.0677216	0.0906455	0.6496704	0.2069717	0.2052092	0.1398891	0.0676059	0.2260501	0.9878219	0.4363960	0.8917398	0.1523585	0.1038124	0.2043601	0.0789524	0.4663296	0.4840278	0.0656378	0.0433064	0.9178436	0.5743003	0.5493141	0.9063516	0.9044543	0.2778588	0.1787590	0.3505191	0.6868159	0.1740254	0.4051210	0.9888758	0.0219523	0.1945158	0.8656404	0.5284256	0.4845587	0.5249882	0.9879001	0.2027007	0.9086232	0.2627006	0.0000026	0.0903428	0.0218619	0.1348956	0.7431955	0.2654783	0.1953370	0.4517151	0.1057783	0.1487648	0.4748165	0.2790467	0.3677630	0.6052801	0.7408273	0.1644607	0.0074997	0.0673289	0.7544168	0.3290736	0.0723736	0.4586738	0.6346649	0.5772072	0.6687569	0.0129925	0.4631495	0.7393167	0.7634679	0.6045303	0.8309104	0.0434416	0.7557294	0.6730104	0.5916918	0.6710755	0.7934196	0.3831955	0.8595734	0.0976619	0.3895680	0.6423238	0.9706778	0.4803674	0.7997569	0.2747313
1000	0.8720852	0.1692708	0.7693744	0.4314532	0.5322464	0.1980197	0.1509645	0.1362383	0.8821301	0.6002347	0.9999987	0.0836552	0.9471922	0.0644755	0.0883781	0.7463760	0.1715948	0.1342994	0.1381527	0.0434595	0.1870521	0.9969520	0.4445793	0.8820516	0.1227300	0.0955105	0.2041825	0.0525091	0.4398189	0.4540534	0.0640950	0.0278385	0.9098303	0.5689534	0.5545513	0.9178135	0.9254158	0.2115278	0.1733128	0.3510751	0.6917747	0.2385190	0.3943896	0.9916515	0.0207719	0.1772036	0.8994962	0.5030553	0.4810141	0.5204201	0.9859704	0.2103652	0.9119554	0.3173114	0.0000108	0.0814786	0.0086842	0.1280540	0.7437333	0.2637045	0.1979439	0.4432806	0.0999786	0.1380730	0.4749131	0.2946605	0.3679226	0.5471977	0.7397167	0.0959485	0.0061336	0.0761390	0.7142962	0.3286634	0.1113372	0.4950963	0.7317480	0.5785737	0.6749906	0.0099675	0.4643155	0.7478642	0.7560747	0.5896770	0.8642242	0.0382052	0.7595759	0.6465800	0.6459816	0.6728985	0.7920601	0.2958753	0.8624819	0.0771269	0.4665861	0.6286030	0.9783547	0.4762636	0.8427575	0.2704755

0	0.5007883	0.4994787	0.9703102	0.3613178	0.5043579	0.1980820	0.2503911	0.4530656	0.7537756	0.5322157	1.0000000	0.2476343	0.8687460	0.0587336	0.0803445	0.9999958	0.1005458	0.0441160	0.1369192	0.0218283	0.1373395	0.9999770	0.4541249	0.8816107	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635591	0.0113394	0.8978646	0.0618717	0.5785961	0.9437504	0.9522460	0.0681245	0.1107919	0.3459695	0.7865325	0.6251987	0.3895744	0.9440577	0.0173575	0.1144997	0.9416883	0.5929837	0.5664745	0.4187239	0.9971518	0.3722258	0.8934222	0.5374793	0.0005530	0.2951490	0.0004136	0.1040514	0.7468478	0.2598478	0.0324435	0.4106327	0.0426337	0.0152049	0.4597801	0.3697740	0.9834868	0.1569863	0.8543074	0.2325548	0.0011750	0.1159391	0.4541480	0.3205708	0.3100895	0.5337786	0.4035378	0.5715628	0.6803075	0.0039166	0.5167670	0.7587404	0.7429819	0.8607376	0.9536251	0.2867218	0.9113344	0.5669883	0.8405892	0.7903657	0.7046106	0.0541118	0.9841381	0.0083734	0.6471251	0.8013367	0.9664122	0.5301129	0.8885765	0.2310495
