"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
500	0.3459675	0.9371573	0.3156849	0.1471553	0.5424921	0.1417662	0.5155469	0.8243093	0.2843318	0.4887028	0.8510129	1.0086667	1.0559668	0.3704214	0.5773066	1.0686982	0.2759636	0.0036470	0.8714114	0.4930928	0.5065827	1.0416392	0.8650898	0.4748945	0.0160073	0.2182348	0.5137285	0.7670866	0.1882523	0.8835468	0.1866616	0.4265806	0.4967804	0.8166103	0.6347621	0.6103848	0.8335639	0.4908997	0.9354776	0.2758286	1.0945939	0.6533262	0.2736434	0.8640024	0.0354291	0.3406774	0.7058595	0.7071305	0.0106683	0.9603121	0.8251192	0.7204816	0.3534890	0.0145106	0.7090688	0.0007391	0.5981569	0.0298852	0.5767856	0.8354565	0.4793156	0.7771745	0.8438814	0.7708811	0.9547095	0.8883590	0.5474639	0.5418424	0.5396558	0.8678375	0.0000872	0.5023542	0.2135829	0.9279299	0.3321629	0.7278438	0.9713162	0.6253478	0.2985527	0.3942629	0.4310431	1.0403833	0.1479386	0.2508691	0.2609487	0.4050841	0.6990607	0.4034278	0.0538754	0.1210662	0.1412013	0.3886532	0.9162492	0.0046035	0.0720033	0.5813395	0.0006088	0.4851130	0.1644316	0.4427542
550	0.4136481	0.9010955	0.3592197	0.2175913	0.9229802	0.1160592	0.6080922	0.8620127	0.1963379	0.6287939	0.8423764	1.0218240	1.0359999	0.3269007	0.5067671	1.0409757	0.0413181	0.0022290	0.8778375	0.1514440	0.4948765	1.0080881	0.4336821	0.5392944	0.0192236	0.5401238	0.2935262	0.7773066	0.2391787	0.8690758	0.1503499	0.5598446	0.5419210	0.7761085	0.7467627	0.4580644	0.4348838	0.1457348	0.9785015	0.2505772	1.0499557	0.6415738	0.2628054	0.8163070	0.0237426	0.3485402	0.6651585	0.7414778	0.4491390	1.0519609	0.8492762	0.5610502	0.2870302	0.0221954	0.7615393	0.0000548	0.5675448	0.0134764	0.5990906	0.7670069	0.4346135	1.0230046	0.8659107	0.6352449	0.9744852	0.8632271	0.5494077	0.5023940	0.5531661	0.4546121	0.0001465	0.6521464	0.2407537	1.1008690	0.4705535	0.8020321	1.0574376	0.6545685	0.3600408	0.3462234	0.4079487	1.0702460	0.7764206	0.3281071	0.4717200	0.3670532	0.7172813	0.1934717	0.1103188	0.3271645	0.1797804	0.4221176	0.9036066	0.0028895	0.0600016	0.8496810	0.0000000	0.4658970	0.2052264	0.4221631
600	0.5288384	0.8168341	0.2252435	0.3863803	0.8869356	0.1077531	0.5326619	0.8217411	0.2356791	0.5637877	0.9248536	1.0048718	1.1068588	0.2627498	0.5050026	0.9954913	0.0011060	0.0018347	0.9911236	0.0572901	0.5565863	0.9749893	0.2550155	0.6219463	0.0292687	0.7074830	0.2760461	0.7924964	0.2891699	0.9179185	0.1562514	0.5497985	0.5193316	0.7666708	0.6944523	0.4713603	0.2385651	0.0965508	0.9585546	0.2207056	1.0542544	0.6870315	0.2645804	0.9223114	0.0346418	0.2696559	0.7369387	0.6756851	0.7140845	0.9977546	0.8922807	0.5036870	0.1836751	0.0170876	0.8230238	0.0002101	0.5764074	0.0046207	0.6146449	0.6450561	0.4719106	1.0032850	0.9026648	0.5884374	0.9264754	0.8392154	0.5911642	0.5139592	0.6480689	0.3457546	0.0007454	0.6983328	0.2419409	0.9902256	0.5892973	0.7975571	0.9209772	0.6910433	0.3641221	0.2797111	0.4384105	1.0557256	0.9098548	0.3843990	0.3506705	0.2765727	0.6986861	0.1333980	0.1492089	0.4022385	0.1853781	0.4057298	0.8482568	0.0019798	0.1427256	0.8697515	0.0006254	0.5088263	0.2186970	0.4077003
650	0.6389799	0.8914713	0.1358943	0.3894449	0.8856910	0.1044157	0.5011057	0.8011202	0.2661513	0.5565313	0.9928495	0.9997278	0.9995299	0.2445958	0.5183320	0.9852990	0.0016183	0.0014453	1.0418069	0.0365105	0.5939152	0.6554057	0.2587454	0.8037249	0.0146027	0.7674490	0.2427190	0.7785116	0.3101362	1.0524252	0.1916210	0.5883799	0.7512530	0.7684821	0.7063830	0.5055438	0.0974179	0.0863801	1.0115380	0.2242503	1.0566804	0.6157959	0.2699336	1.0637165	0.0312472	0.3217229	0.6982705	0.6050257	0.7381798	0.9283080	0.8321374	0.4898246	0.1061701	0.0284606	0.7757823	0.0009929	0.5694002	0.0066081	0.6722067	0.5688554	0.5060392	1.0405269	0.9371870	0.5220355	0.9942272	0.7991797	0.6541608	0.4900213	0.5876925	0.2891273	0.0000563	0.8718710	0.2338147	0.9333769	0.6090731	0.8320581	0.8734512	0.6608152	0.3370580	0.2830367	0.4321159	0.9609171	0.9706136	0.4115513	0.1758833	0.2147850	0.6815458	0.1115800	0.2288707	0.4419208	0.1702135	0.4293833	0.8887895	0.0030073	0.1572407	0.9480549	0.0005924	0.6962339	0.2288440	0.4228555
700	0.6353527	0.6045380	0.1333794	0.3684226	0.6989421	0.0884598	0.5778122	0.7984893	0.2845139	0.5924695	0.9481218	0.9334049	0.9386932	0.2292605	0.4859049	0.8869428	0.0050883	0.0018816	0.9333931	0.0166701	0.5194397	0.5006634	0.3124053	0.8218185	0.0300951	0.8376079	0.2370947	0.7737477	0.4966293	1.0356479	0.1612059	0.5872611	0.6259404	0.7569909	0.6410939	0.6149747	0.0574215	0.0814317	0.9898076	0.1695495	1.0592756	0.6170148	0.2620348	0.7843295	0.0420227	0.3741884	0.7381319	0.4886980	0.7604982	0.9220225	0.8406253	0.3865581	0.0997564	0.0235292	0.6455330	0.0032510	0.6607464	0.0134927	0.8029339	0.6464055	0.5836670	1.0296543	0.9405767	0.4823438	0.8557136	0.7834619	0.6218836	0.4659785	0.5553674	0.3226555	0.0025395	0.9317262	0.2491257	0.9978211	0.6474814	0.8450878	0.8652983	0.6753165	0.3554948	0.2571709	0.4290197	0.9530993	0.9651798	0.4052864	0.1273166	0.2228577	0.7058924	0.0844975	0.1721547	0.3699802	0.1932047	0.4067248	0.8330443	0.0074700	0.1888420	0.8415142	0.0008196	0.8098173	0.1944307	0.3990047
750	0.6223558	0.4234884	0.1227455	0.3213893	0.5847204	0.0988970	0.5976821	0.7948506	0.3142661	0.5658242	1.0492704	0.9407198	0.9682614	0.2455030	0.4825937	0.9388277	0.0045793	0.0036861	0.9538960	0.0505767	0.5431029	0.6285851	0.3815232	0.8514284	0.0147041	0.9156015	0.2262234	0.6444350	0.4401657	0.9476026	0.1764056	0.5972600	0.5894317	0.7058087	0.7699411	0.5979893	0.0565577	0.0593079	0.9820211	0.1650755	0.9287349	0.5663977	0.2269597	0.6663345	0.0510160	0.3751883	0.8301397	0.4263573	0.7716782	0.9452406	0.8606312	0.4283420	0.1518010	0.0128090	0.6484001	0.0055018	0.6738805	0.0070257	0.7234263	0.6330377	0.5802631	0.9293477	0.7950418	0.4529121	0.9252775	0.7691982	0.5613501	0.4979945	0.6058963	0.3405583	0.0011002	0.9471986	0.2528372	1.0185748	0.7120820	0.7815383	0.8608532	0.6678238	0.3856082	0.3118443	0.4524339	0.9796755	1.0109115	0.4169634	0.1085146	0.2226234	0.6870952	0.0517031	0.1463837	0.3536289	0.2184987	0.4092663	0.8755356	0.0132935	0.0954776	0.9453565	0.0003512	0.8530367	0.2270431	0.4112956
800	0.5680730	0.3682481	0.1227912	0.1749225	0.5825043	0.1143258	0.5863390	0.7663198	0.2971263	0.5236190	0.8867373	0.9474446	1.0036588	0.2439879	0.4999498	0.9452079	0.0064763	0.0005520	0.8974284	0.0340456	0.6180360	0.8294953	0.4313895	0.8229595	0.0221622	0.9480043	0.2598508	0.6648196	0.4493273	0.9096647	0.1615086	0.5735201	0.6028698	0.7534827	0.7681471	0.6540800	0.0276482	0.0768576	1.0137724	0.1679397	0.9904107	0.6221275	0.2525234	0.7658771	0.1625421	0.4616500	0.9042649	0.4024157	0.6713127	1.0017815	0.8773352	0.4621665	0.1061640	0.0208612	0.6582774	0.0052474	0.6836080	0.0039692	0.7314173	0.6139804	0.5865543	0.9935338	0.8018877	0.4459774	0.8685300	0.6988789	0.6380311	0.5446748	0.5562876	0.3596684	0.0005824	0.9037759	0.2522083	1.0093521	0.6370516	0.7469651	1.0021577	0.7230161	0.3557186	0.3149962	0.4369073	0.9680518	0.9648703	0.4157669	0.1404366	0.2982437	0.6998266	0.0714614	0.0694008	0.2844145	0.1883564	0.3579663	0.9309143	0.0230688	0.0567284	0.9018033	0.0004474	0.8841349	0.2042400	0.4321465
850	0.6037680	0.3263697	0.0963707	0.1818849	0.5754805	0.1579282	0.5662875	0.7599896	0.3067596	0.5713357	0.8875973	0.8804821	0.8781168	0.3448930	0.4953529	0.8937372	0.0088999	0.0004087	1.0086331	0.0380885	0.5917533	0.9123995	0.4297192	0.7961803	0.0195951	0.8925089	0.2797321	0.6794350	0.3136492	1.0050143	0.1409648	0.5799308	0.5433596	0.7447854	0.7406225	0.7581414	0.0232998	0.0812896	0.9890993	0.1888144	0.9074984	0.6840504	0.2765127	0.6217761	0.3805956	0.5711498	0.9008925	0.3866785	0.6785018	0.9652581	0.7872692	0.4329986	0.2195857	0.0227821	0.6908474	0.0022541	0.6958993	0.0011446	0.7663775	0.5733397	0.5823388	1.0425190	0.8350950	0.4371887	0.9244064	0.7235569	0.6165200	0.5217246	0.5943017	0.3361072	0.0000000	1.0114317	0.2226447	0.9896019	0.5957024	0.8333175	0.8798926	0.6280176	0.3050977	0.2879880	0.4209383	0.9501865	1.0024475	0.4224375	0.1486017	0.2630866	0.7175994	0.0646137	0.0761854	0.2616239	0.1620718	0.4120913	0.8976874	0.0244326	0.0497589	0.8973833	0.0213254	0.8016645	0.2075134	0.4210801
900	0.5495118	0.3027985	0.0809872	0.1873098	0.4898277	0.1848709	0.5981085	0.8065279	0.3511072	0.6051728	0.9254092	1.0143302	0.8907327	0.2338463	0.6047338	0.9159841	0.0019940	0.0004390	0.9270188	0.0173674	0.6011328	0.8249621	0.4778707	0.8372960	0.0195499	0.7826287	0.2194347	0.7279927	0.1902981	1.1457572	0.1084247	0.5369387	0.4030518	0.6722786	0.6759582	0.7093887	0.0090636	0.0695586	1.0383376	0.1981777	0.9558833	0.7017807	0.2186136	0.7259216	0.5434984	0.4676696	0.9637797	0.3569751	0.7022243	0.9868768	0.7036007	0.4794001	0.2709292	0.0182396	0.7389320	0.0033729	0.6939765	0.0026673	0.7532389	0.7159374	0.6152577	0.9275325	0.8196875	0.4694512	0.9103128	0.7989401	0.6080517	0.5380532	0.5595770	0.3131400	0.0018717	0.9680828	0.1735775	1.0279836	0.7325690	0.8023010	0.8979022	0.5786353	0.3435583	0.2895088	0.3530485	0.9278403	1.0719190	0.3729242	0.1991136	0.3160258	0.7083935	0.1108697	0.0360236	0.2289843	0.1489705	0.3585541	0.9067201	0.0114788	0.0125232	0.8846978	0.1164009	0.8292662	0.1784383	0.4224724
950	0.5612715	0.2514155	0.0942218	0.1182508	0.4763567	0.2191398	0.5135078	0.8228928	0.2774904	0.5762028	1.0207669	0.8953992	0.9650366	0.2663877	0.6620111	0.9053031	0.0083277	0.0002390	0.9165021	0.0105935	0.5742931	0.9274352	0.4218719	0.8681996	0.0166556	0.8591207	0.2325225	0.7373712	0.1481175	0.9805060	0.1442247	0.4812314	0.4073032	0.6633319	0.7147302	0.7886603	0.0023074	0.0778843	1.0916439	0.1553798	0.9707850	0.6580871	0.2314231	0.7416311	0.4546285	0.5246626	0.9323782	0.4346685	0.6998614	0.9678134	0.7229265	0.4323647	0.2551239	0.0121422	0.7552004	0.0019122	0.7061292	0.0001112	0.8143793	0.7162365	0.5221431	0.9472500	0.8134329	0.4775767	1.0220881	0.8079128	0.6360790	0.5751053	0.5479004	0.2538145	0.0014786	1.0138600	0.2675839	1.0320602	0.6904737	0.8321936	0.8899435	0.6032912	0.3411141	0.3733838	0.3480200	0.9510417	0.9953522	0.3686939	0.1900677	0.3306718	0.7439137	0.0887548	0.0248921	0.2105822	0.1790043	0.3813671	0.9308448	0.0129499	0.0308742	0.8673299	0.1481639	0.8820433	0.1780761	0.4403532
1000	0.5523109	0.2378808	0.1187841	0.1151568	0.4922190	0.2445755	0.5496522	0.8401719	0.3331963	0.6057820	1.0378557	0.9650931	0.9825124	0.3956690	0.6992061	0.9534996	0.0035678	0.0015837	1.0144030	0.0035270	0.5862602	0.9472132	0.4225209	0.9109482	0.0106823	0.8701613	0.2845382	0.7495839	0.1013968	0.9391136	0.1041582	0.4888804	0.3928452	0.6702706	0.7790664	0.7513618	0.0096413	0.0711894	1.0555107	0.1480363	0.9555599	0.5926582	0.2368248	0.7071378	0.2924878	0.6482748	0.9771750	0.4691701	0.7418430	0.8857144	0.7740162	0.4511104	0.2796194	0.0119322	0.6091983	0.0024221	0.7965246	0.0001610	0.7702845	0.6280600	0.5774435	0.9767645	0.7785216	0.5147501	1.0044438	0.8351697	0.6648045	0.5710382	0.5612459	0.2671553	0.0012929	0.8686909	0.1793040	0.9169822	0.6901998	0.8382601	0.8702179	0.5730303	0.3996542	0.3516648	0.2972118	1.0076124	1.0887033	0.3645677	0.1816845	0.3193021	0.7344388	0.0776171	0.0046103	0.2427073	0.1179160	0.4096158	0.8939040	0.0163080	0.0276507	0.9200079	0.1099951	0.7932884	0.1976923	0.5011672

0	0.5380267	0.2947552	0.1019347	0.0871824	0.5480833	0.2456102	0.6232138	0.7988485	0.4071878	0.6062407	1.0088965	0.8995919	0.8798274	0.6279663	0.7811058	1.0110660	0.0038327	0.0033148	1.0481518	0.0225145	0.5138970	0.9202707	0.5370043	0.8834061	0.0295973	0.9780884	0.2098676	0.7838050	0.0817497	0.9908568	0.0853158	0.4681419	0.3798218	0.7249153	0.7052758	0.8609585	0.0055824	0.0824850	0.9407818	0.1357728	1.0308092	0.5916628	0.2592097	0.7730623	0.2922451	0.5972236	0.8861467	0.4313115	0.7230573	1.0048639	0.9000796	0.4092096	0.2570180	0.0082446	0.8028714	0.0032543	0.7294228	0.0010806	0.8543960	0.6488925	0.6070531	0.9873213	0.7149250	0.7299809	1.0052861	0.8476113	0.5251332	0.6665006	0.6286823	0.3524617	0.0008386	1.0111406	0.2364146	0.9882678	0.6715595	0.7949660	0.8919620	0.5214560	0.3609682	0.4048433	0.2466361	1.0137500	1.0176220	0.4127330	0.1551857	0.3937101	0.7642148	0.0766775	0.0039535	0.2494260	0.1557242	0.3993366	0.9385153	0.0480369	0.0121315	0.9307535	0.0249130	0.8611182	0.1520382	0.6298582
