Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.3586220	0.8750827	0.0696391	0.2110461	0.5629989	0.0773926	0.2073628	0.5163577	0.1349039	0.6772069	0.9996051	0.1112506	0.1115183	0.2657289	0.9251011	0.7157770	0.0742131	0.4680610	0.3524373	0.0034412	0.5502189	0.1310730	0.1947708	0.8209496	0.8176259	0.3963660	0.8539238	0.9690264	0.4270291	0.0371222	0.2563168	0.0587141	0.9996128	0.0681937	0.1938242	0.5257156	0.2554156	0.7554676	0.2913292	0.5023866	0.0044455	0.0622961	0.9126688	0.5728486	0.5526311	0.3025060	0.0354242	0.1786772	0.0280242	0.8076567	0.9649559	0.5004625	0.6333627	0.8331781	0.6770567	0.5028127	0.0518676	0.4667963	0.9971099	0.1923019	0.2321879	0.4942870	0.0000001	0.0006654	0.5662352	0.3770691	0.9352795	0.6218266	0.0344681	0.7338432	0.9229847	0.2112853	0.4443793	0.7814507	0.0770551	0.3181099	0.5911522	0.3407718	0.7633081	0.5089621	0.4931023	0.3813075	0.0196546	0.4721654	0.5770578	0.2436730	0.8120911	0.7495178	0.5452664	0.7567964	0.4497704	0.5146293	0.7951628	0.9621851	0.0000697	0.2640667	0.7120498	0.4657977	0.7311650	0.0000210
500	0.3569622	0.8834723	0.0638663	0.2180655	0.5465463	0.0774610	0.2113879	0.5123475	0.1349274	0.6604212	0.9996555	0.1088304	0.1106546	0.2642601	0.9282908	0.7162603	0.0741499	0.4671231	0.3524385	0.0033201	0.5748587	0.1222856	0.1870737	0.8230219	0.8197877	0.4095244	0.8581198	0.9759388	0.4200384	0.0309587	0.2562874	0.0587434	0.9996715	0.0617103	0.2038378	0.5348559	0.2457320	0.7564610	0.2921482	0.5064545	0.0072392	0.0590855	0.9177806	0.5759776	0.5520156	0.3024996	0.0302017	0.1714853	0.0271717	0.8081990	0.9691058	0.5067362	0.6151932	0.8169661	0.6726526	0.5018374	0.0413844	0.4674814	0.9970782	0.2031270	0.2093372	0.4975732	0.0000002	0.0005964	0.5631659	0.3788880	0.9376701	0.6061280	0.0345121	0.7304303	0.9279145	0.2193392	0.4313878	0.7866121	0.0771316	0.3407357	0.5832925	0.3427533	0.7541686	0.5148702	0.5415248	0.3896806	0.0232591	0.4533539	0.5751971	0.2310411	0.8072352	0.7493900	0.5690495	0.7693285	0.4422866	0.5101129	0.8034064	0.9699554	0.0000591	0.2273242	0.7251517	0.4659302	0.7649799	0.0000243
550	0.3653835	0.5894692	0.1011467	0.2326893	0.5330818	0.0554083	0.2165109	0.4786437	0.7456765	0.6626728	0.7206865	0.1201781	0.1103080	0.2737637	0.5713696	0.5392005	0.3266382	0.6189785	0.1319250	0.0030550	0.5930063	0.1175378	0.1957941	0.8523335	0.7966689	0.4167062	0.8593010	0.9787928	0.4244550	0.0276561	0.2564746	0.0585762	0.9994974	0.0563255	0.2099683	0.5360595	0.1399920	0.7561049	0.2990799	0.5495300	0.3443068	0.0595358	0.9111263	0.4202072	0.5682993	0.1388460	0.0277005	0.1860405	0.3163862	0.6597661	0.9712568	0.5119841	0.6041040	0.7457453	0.7603252	0.5864625	0.0460421	0.4523872	0.9931975	0.2000514	0.2536680	0.5435257	0.0458717	0.0010409	0.1904596	0.6577499	0.9303381	0.6338279	0.3001224	0.7428906	0.8952291	0.2614599	0.2318133	0.6975038	0.0207715	0.3332191	0.5870246	0.0527754	0.7583956	0.5495520	0.5762168	0.3751734	0.0524771	0.7342618	0.5924573	0.2233012	0.8208788	0.9055633	0.5826622	0.7787534	0.5117802	0.5272936	0.7720689	0.9766467	0.0000782	0.2482834	0.7180321	0.4659868	0.7995471	0.0000575
600	0.3856669	0.4234307	0.2927051	0.2963504	0.5470905	0.0268239	0.2215096	0.5121648	0.7954449	0.7345493	0.6242465	0.1787614	0.1110476	0.3066573	0.3525884	0.3030263	0.4337095	0.7755420	0.0738782	0.0028927	0.6083718	0.1238413	0.2227601	0.9132659	0.7358201	0.4193714	0.8477659	0.9773493	0.4465548	0.0254901	0.2576537	0.0574865	0.9970201	0.0510442	0.2099350	0.5230999	0.0876203	0.7487111	0.3421479	0.6368754	0.4438214	0.0640251	0.8906618	0.4048526	0.5881873	0.1078179	0.0288590	0.2779692	0.4015922	0.6086271	0.9712339	0.4888481	0.6110344	0.6783375	0.8313966	0.7587002	0.1173698	0.4205465	0.9851413	0.2008097	0.3163017	0.5282606	0.0744772	0.0011184	0.0711646	0.8964950	0.9088679	0.7403238	0.3413749	0.7775517	0.8873587	0.3938871	0.1482860	0.6521054	0.0062075	0.2793650	0.6063394	0.0337800	0.7787723	0.5759502	0.5856207	0.3569818	0.0628869	0.8036762	0.6569486	0.2036567	0.8715632	0.9628737	0.5949405	0.7899154	0.6007028	0.5739089	0.6514823	0.9801533	0.0000802	0.3075911	0.6568977	0.4661017	0.8600471	0.0000773
650	0.4014819	0.2757848	0.4749178	0.4152589	0.5337563	0.0174253	0.2174554	0.5679031	0.5350848	0.8439226	0.5832602	0.3155037	0.1140314	0.3535080	0.1739099	0.1919293	0.5344502	0.8851813	0.0585983	0.0032061	0.6219772	0.1469596	0.2479494	0.9452997	0.6858555	0.4103457	0.7737494	0.9703366	0.4788873	0.0239330	0.2587439	0.0564426	0.9599136	0.0470245	0.2012900	0.4952938	0.0580031	0.7249219	0.3884689	0.6059653	0.4437684	0.0688823	0.8724707	0.4019179	0.5976583	0.1019353	0.0414800	0.4178262	0.4286984	0.5903819	0.9681952	0.3253534	0.6394146	0.6881760	0.8384365	0.8661361	0.2053910	0.3819641	0.9865792	0.2313601	0.4063884	0.4369075	0.0887552	0.0013668	0.0736824	0.9602737	0.8708462	0.8396175	0.3477501	0.8107273	0.8762918	0.5517479	0.1058248	0.6174695	0.0024726	0.1728682	0.6151833	0.0366238	0.7965097	0.5875998	0.5449599	0.4035339	0.0689826	0.8138737	0.7581754	0.1816015	0.9212513	0.9854513	0.6116705	0.7860380	0.6814511	0.6254523	0.5266324	0.9787771	0.0000802	0.3614288	0.5381445	0.4661275	0.8992814	0.0002007
700	0.4112196	0.1685689	0.5648910	0.5492812	0.5071413	0.0152857	0.2060912	0.6160820	0.2879768	0.9212644	0.5086382	0.5384556	0.1205173	0.4098284	0.0785821	0.1689767	0.6152943	0.9435033	0.0545762	0.0038385	0.6267848	0.1897818	0.2675603	0.9514503	0.6557218	0.3661793	0.6400431	0.9556629	0.5234771	0.0241331	0.2592447	0.0559461	0.7219762	0.0438975	0.1857373	0.4557861	0.0419322	0.6938476	0.4219664	0.5208126	0.4027033	0.0727733	0.8596793	0.3946398	0.6007778	0.1008216	0.0761754	0.5302729	0.4379547	0.5672225	0.9614195	0.2097984	0.6769970	0.7327378	0.7918063	0.9174126	0.2501276	0.3365290	0.9911475	0.2649682	0.4890528	0.3401342	0.0878206	0.0021281	0.0983420	0.9783102	0.7545730	0.8010823	0.3485944	0.8212055	0.8624850	0.6556135	0.1213812	0.5935434	0.0014635	0.1229663	0.6075669	0.0296200	0.8100990	0.5927413	0.4629059	0.4942431	0.0739902	0.8049847	0.8660810	0.1756248	0.9507956	0.9941782	0.6389331	0.7649109	0.7470760	0.6793995	0.4561101	0.9736416	0.0000814	0.3595666	0.4052708	0.4658441	0.9042938	0.0008285
750	0.4166787	0.1122264	0.6332302	0.6595638	0.4900136	0.0148072	0.1936302	0.6483963	0.1570632	0.9575450	0.3075190	0.7490418	0.1327790	0.4885013	0.0406067	0.1889005	0.6663939	0.9712382	0.0535176	0.0045306	0.6250383	0.2430097	0.2794946	0.9460026	0.6248942	0.2918090	0.5571513	0.9256308	0.5857363	0.0295548	0.2594225	0.0557851	0.5415208	0.0417161	0.1674096	0.4066225	0.0346423	0.6651677	0.4510685	0.4495506	0.3531684	0.0767812	0.8480701	0.3756513	0.6014754	0.1006306	0.1271317	0.5982253	0.4418688	0.4961005	0.9509815	0.1661071	0.7088903	0.7617577	0.7431687	0.9380962	0.2708407	0.2917321	0.9935509	0.2832445	0.5433925	0.2617018	0.0848065	0.0034997	0.1149376	0.9822494	0.5735915	0.7401528	0.3483966	0.8075950	0.8505602	0.7049537	0.1979632	0.5845290	0.0012377	0.1586926	0.5968585	0.0227254	0.8281212	0.5949943	0.3773913	0.5608794	0.0661568	0.7906212	0.9397191	0.1892804	0.9653040	0.9974950	0.6782392	0.7303177	0.7983527	0.7326847	0.4171640	0.9645430	0.0000844	0.2850430	0.3132556	0.4654438	0.8797454	0.0006880
800	0.4193194	0.0897062	0.6961473	0.7343366	0.4816226	0.0146840	0.1836361	0.6674713	0.0994107	0.9691445	0.1557607	0.8783388	0.1572098	0.5914748	0.0283936	0.2138057	0.6943627	0.9838330	0.0532394	0.0051061	0.6046707	0.2870938	0.2855021	0.9336007	0.5748670	0.2277791	0.5312195	0.8678989	0.6555851	0.0465998	0.2594793	0.0557641	0.4784270	0.0406170	0.1498810	0.3483081	0.0336617	0.6407993	0.4761071	0.4156269	0.3016967	0.0840640	0.8298643	0.3358143	0.6031180	0.1007282	0.1767782	0.6358521	0.4443001	0.4058163	0.9382615	0.1491667	0.7302161	0.7719483	0.7437308	0.9449511	0.2942305	0.2558618	0.9948458	0.2813183	0.5713388	0.1972514	0.0963646	0.0050626	0.1232435	0.9824383	0.4495780	0.7031308	0.3477147	0.7791385	0.8403058	0.7247781	0.2627298	0.5821900	0.0012721	0.1633960	0.6004116	0.0195037	0.8543331	0.5958792	0.3132346	0.5796574	0.0485117	0.7771634	0.9755857	0.2195811	0.9720639	0.9987612	0.7198408	0.6849281	0.8326288	0.7790657	0.3903148	0.9524355	0.0000916	0.2111178	0.2612534	0.4650910	0.8416285	0.0004553
850	0.4203995	0.0846308	0.7458264	0.7798420	0.4779941	0.0146466	0.1767939	0.6779412	0.0751663	0.9694305	0.1031082	0.9427201	0.2013524	0.6835304	0.0263863	0.2294718	0.7088223	0.9894244	0.0531666	0.0055105	0.5719291	0.3133250	0.2882704	0.9110786	0.5237307	0.1915605	0.5342858	0.7844840	0.7158334	0.0799610	0.2594965	0.0557842	0.4576614	0.0404805	0.1360978	0.2890455	0.0371280	0.6208824	0.4943758	0.4054768	0.2365653	0.1005189	0.7923325	0.2746938	0.6048845	0.1011702	0.2149115	0.6565881	0.4468823	0.3399623	0.9235796	0.1477775	0.7438890	0.8015405	0.7173196	0.9434798	0.3240841	0.2305130	0.9953134	0.2626375	0.5843087	0.1522269	0.1244826	0.0061916	0.1297480	0.9827740	0.3797073	0.6849394	0.3460054	0.7448012	0.8335887	0.7330898	0.3028289	0.5813848	0.0014526	0.1331822	0.6177086	0.0190837	0.8835117	0.5958108	0.2753581	0.5631676	0.0313264	0.7674604	0.9899347	0.2550381	0.9752042	0.9992486	0.7437896	0.6356750	0.8510626	0.8144574	0.3689297	0.9399828	0.0001084	0.1815632	0.2331724	0.4636816	0.7990716	0.0003603
900	0.4207581	0.0865755	0.7796133	0.8058997	0.4765578	0.0146339	0.1725288	0.6834242	0.0648820	0.9660955	0.0950980	0.9720107	0.2597735	0.7427778	0.0278042	0.2370363	0.7162108	0.9918723	0.0531478	0.0057644	0.5461830	0.3245893	0.2894962	0.8769554	0.4900060	0.1780388	0.5460520	0.6987436	0.7590179	0.1204500	0.2595017	0.0558059	0.4508482	0.0410636	0.1274515	0.2415194	0.0424772	0.6057896	0.5055356	0.3987702	0.1512377	0.1340449	0.7213754	0.2152969	0.6051324	0.1019938	0.2406585	0.6687033	0.4512845	0.3029485	0.9077945	0.1567531	0.7525089	0.8308355	0.6664591	0.9318625	0.3557325	0.2138138	0.9952863	0.2349249	0.5908085	0.1249438	0.1568014	0.0067480	0.1364137	0.9828958	0.3421524	0.6764122	0.3421694	0.7121470	0.8307781	0.7362932	0.3271522	0.5767661	0.0017420	0.0951820	0.6335422	0.0202115	0.9109834	0.5942689	0.2580740	0.5293344	0.0178650	0.7621543	0.9950241	0.2856732	0.9766700	0.9994389	0.7282931	0.5936297	0.8586444	0.8388886	0.3475401	0.9303313	0.0001413	0.1747755	0.2180776	0.4576595	0.7417964	0.0003176
950	0.4208338	0.0900264	0.8005756	0.8202833	0.4760109	0.0146293	0.1700308	0.6861998	0.0603840	0.9627406	0.1010251	0.9845765	0.3154572	0.7740224	0.0297195	0.2401545	0.7199228	0.9929331	0.0531432	0.0059116	0.5299588	0.3274756	0.2900312	0.8374202	0.4723558	0.1770398	0.5554615	0.6307787	0.7866358	0.1505553	0.2595033	0.0558198	0.4486136	0.0420096	0.1229413	0.2102475	0.0474132	0.5954773	0.5108911	0.3757430	0.0731514	0.1891253	0.6176246	0.1735145	0.6034399	0.1030047	0.2571286	0.6770472	0.4599400	0.2846043	0.8933186	0.1689550	0.7569685	0.8387616	0.6194376	0.9095207	0.3831307	0.2034714	0.9950262	0.2071186	0.5938521	0.1095291	0.1816509	0.0072122	0.1425193	0.9778150	0.3254488	0.6724722	0.3357645	0.6845488	0.8303332	0.7334316	0.3437023	0.5572999	0.0020205	0.0655453	0.6381940	0.0218401	0.9338756	0.5903279	0.2530419	0.5009188	0.0094630	0.7610475	0.9965839	0.3125153	0.9773523	0.9995158	0.6779453	0.5629372	0.8605854	0.8546307	0.3248929	0.9258339	0.0001941	0.1758037	0.2097915	0.4413810	0.6588693	0.0002951
1000	0.4208175	0.0928393	0.8129089	0.8280279	0.4758020	0.0146277	0.1686328	0.6875678	0.0583496	0.9604442	0.1092142	0.9895822	0.3568534	0.7886126	0.0311442	0.2412501	0.7217405	0.9933890	0.0531422	0.0059920	0.5203203	0.3269624	0.2902715	0.8017060	0.4640036	0.1803394	0.5593935	0.5849747	0.8030851	0.1639461	0.2595038	0.0558271	0.4478812	0.0429401	0.1208301	0.1921892	0.0509341	0.5892853	0.5126310	0.3258472	0.0294241	0.2594383	0.5052396	0.1486592	0.6005443	0.1039635	0.2678825	0.6840573	0.4757214	0.2761322	0.8820101	0.1793477	0.7564197	0.8260009	0.5895226	0.8842026	0.4026425	0.1973861	0.9945249	0.1815678	0.5926153	0.1010485	0.1967361	0.0086044	0.1477832	0.9428701	0.3221590	0.6706851	0.3276821	0.6622131	0.8315539	0.7220029	0.3588186	0.5213421	0.0021992	0.0477830	0.6340686	0.0232901	0.9507345	0.5843627	0.2533879	0.4870945	0.0051093	0.7633152	0.9968924	0.3476431	0.9776699	0.9995504	0.6258093	0.5412793	0.8604889	0.8643013	0.3055165	0.9271166	0.0002597	0.1836364	0.2048998	0.4135884	0.5606751	0.0002807

0	0.4206189	0.0963470	0.8283870	0.8364128	0.4756659	0.0146268	0.1670826	0.6888067	0.0565659	0.9581272	0.1410224	0.9917224	0.4109630	0.7989086	0.0326641	0.2414315	0.7233597	0.9937262	0.0531423	0.0060748	0.5101333	0.3224980	0.2905518	0.7360917	0.4573091	0.1769500	0.5462925	0.5211804	0.8233075	0.1729641	0.2595041	0.0558329	0.4475260	0.0445441	0.1191443	0.1736071	0.0550532	0.5837620	0.5130213	0.2519357	0.0040257	0.4786170	0.2649166	0.1226329	0.5919705	0.1085137	0.3063972	0.7164851	0.6680708	0.2698512	0.8599131	0.1952912	0.6997937	0.5235457	0.5588541	0.9049834	0.4307588	0.1900648	0.9922597	0.0818299	0.5608645	0.0911115	0.2126121	0.0306792	0.1556151	0.4953724	0.3335657	0.6693042	0.3028458	0.6064301	0.8394346	0.6482042	0.4185384	0.4399250	0.0022745	0.0266507	0.6098523	0.0255541	0.9776386	0.5652889	0.2534701	0.4800308	0.0012135	0.7976831	0.9964472	0.5609594	0.9779494	0.9996008	0.5433406	0.5024318	0.8627409	0.8774856	0.2875460	0.9903207	0.0004041	0.2536676	0.1898792	0.3049085	0.2947834	0.0002266
