"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G66A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.2270031	0.6137405	0.0310169	0.1508272	0.4120498	0.0928183	0.1377773	0.4015599	0.0760924	0.4378273	0.6541872	0.0883623	0.0853840	0.2003223	0.5972234	0.4850402	0.0248358	0.3078145	0.2984848	0.0270152	0.2526386	0.1907497	0.1851070	0.6164919	0.7042940	0.3045493	0.5890401	0.6536769	0.2852158	0.0256458	0.1587713	0.0459916	0.6267539	0.0576681	0.0999879	0.3817383	0.0995545	0.5125842	0.1962022	0.3339308	0.0014583	0.1010809	0.5938220	0.4361545	0.3759326	0.1636028	0.0715079	0.1251216	0.0056845	0.5491101	0.5348632	0.3650821	0.4926278	0.4976847	0.4672475	0.3340971	0.0344256	0.2304260	0.6075846	0.1322998	0.2040272	0.3431805	0.0019129	0.0011208	0.4641718	0.2424369	0.5885650	0.4397196	0.0257540	0.5396900	0.6526531	0.1913110	0.3251200	0.4708831	0.0797649	0.1508551	0.4036087	0.2742739	0.5605973	0.4465222	0.2932512	0.1808940	0.0159686	0.2788003	0.3407045	0.1879517	0.5892539	0.5495713	0.3977608	0.4892878	0.2793834	0.3244178	0.5245055	0.6517084	0.0003387	0.2451349	0.4470570	0.3422355	0.4532619	0.0006661
500	0.2361937	0.6534327	0.0338158	0.1324749	0.4177411	0.0891926	0.1135927	0.3961686	0.1066136	0.4231040	0.6975935	0.0999416	0.0845671	0.1464232	0.6672459	0.4898985	0.0372285	0.3087791	0.2514220	0.0099140	0.2993189	0.0923113	0.1353137	0.5841315	0.5725489	0.4066567	0.5839727	0.6173311	0.2592912	0.0240294	0.1370119	0.0298318	0.7849435	0.0333880	0.1318490	0.3649545	0.1005644	0.4516839	0.1566362	0.3735696	0.0031234	0.0483798	0.6725508	0.3396144	0.3633794	0.1805163	0.0642961	0.1333249	0.0121207	0.5545786	0.4926388	0.3595636	0.5474548	0.6757164	0.6465078	0.2887017	0.0347509	0.3135335	0.7003183	0.1048483	0.1945311	0.2562438	0.0018570	0.0017105	0.4056632	0.1712133	0.6199192	0.3968200	0.0243929	0.5073414	0.7627520	0.1249191	0.3398445	0.5324193	0.0701911	0.1945284	0.3651107	0.2192160	0.5487594	0.3702360	0.3222985	0.2249562	0.0063095	0.3745788	0.4868202	0.1137479	0.6259926	0.6718579	0.3649851	0.5275299	0.2686468	0.3207035	0.5425505	0.5637856	0.0010098	0.2062549	0.4707930	0.3680937	0.4958070	0.0003291
550	0.1958784	0.4533745	0.0598239	0.1429391	0.3911534	0.0492327	0.1040464	0.4406542	0.3589361	0.3713134	0.5542404	0.0447205	0.0667518	0.1697942	0.5527112	0.4109934	0.1428507	0.3217438	0.1515807	0.0025788	0.2690347	0.0753036	0.1208796	0.5682501	0.6053788	0.2550105	0.6641114	0.6509211	0.3142036	0.0118692	0.1347946	0.0282518	0.7144102	0.0391441	0.2304659	0.4544473	0.1573112	0.5245533	0.1584077	0.3020309	0.1377810	0.0391442	0.6913193	0.3139794	0.3692032	0.1243108	0.0370632	0.0863421	0.0902022	0.3797404	0.6259570	0.3841516	0.3956289	0.5559276	0.5626076	0.4678590	0.0242878	0.2369954	0.7475312	0.1583259	0.1843209	0.2389520	0.0241169	0.0037524	0.2919314	0.2365576	0.5325220	0.3343563	0.1569994	0.4498153	0.6203316	0.1453416	0.3351390	0.5544327	0.0329976	0.2321407	0.3618496	0.0925863	0.6268503	0.3248696	0.4355242	0.2379567	0.0206180	0.3457848	0.4318854	0.1303588	0.5577382	0.5978581	0.4289636	0.5132543	0.2324541	0.3594726	0.6781631	0.6881326	0.0011175	0.2594858	0.5301006	0.3170155	0.4727550	0.0024874
600	0.2653460	0.3328378	0.1354571	0.2352500	0.3778284	0.0434580	0.1341030	0.3477972	0.4413537	0.3850734	0.4220101	0.0576953	0.0618262	0.1593815	0.3980065	0.2993265	0.3040476	0.3414377	0.1377970	0.0065811	0.3398779	0.0736410	0.1100786	0.5126397	0.5178928	0.3052045	0.5285794	0.7147543	0.2718741	0.0066093	0.1981360	0.0279787	0.8199446	0.0479188	0.1850241	0.4559191	0.0960194	0.4397647	0.1701869	0.3784908	0.1127110	0.0578651	0.6094038	0.3105927	0.2810387	0.1030279	0.0087757	0.1381173	0.2084209	0.3532618	0.7218360	0.2207916	0.4226806	0.4184791	0.6727840	0.4251333	0.0653423	0.3057728	0.6109186	0.1149726	0.2957291	0.3687647	0.0536227	0.0001670	0.1233857	0.4052129	0.5933606	0.5490105	0.2463663	0.4990881	0.6938224	0.2353998	0.1567932	0.3728927	0.0061394	0.2577094	0.4297058	0.0423919	0.6166908	0.2729698	0.4196712	0.2376335	0.0624434	0.5354689	0.4076707	0.1575658	0.5803032	0.6025470	0.3778299	0.5782482	0.2952705	0.4255781	0.5340265	0.6688096	0.0007909	0.1601166	0.4146685	0.2565100	0.5249209	0.0004628
650	0.2410071	0.3121789	0.2544047	0.3029943	0.3894996	0.0152165	0.1537882	0.3577289	0.4521359	0.4662846	0.3996687	0.1419800	0.0667363	0.2312486	0.1645071	0.1666211	0.2950404	0.4143970	0.0609433	0.0019373	0.3255663	0.0919390	0.1772188	0.6893426	0.5279635	0.3016548	0.6802417	0.7201042	0.2013069	0.0372509	0.2413511	0.0195386	0.6325426	0.0349363	0.1812127	0.3432413	0.0628596	0.4242634	0.2845074	0.3693482	0.2967478	0.0285190	0.5942479	0.3180741	0.4224358	0.0812952	0.0214092	0.2304184	0.2576212	0.4113515	0.7206191	0.2968192	0.5493986	0.3905341	0.6016522	0.5285381	0.1145064	0.2769890	0.7935742	0.0737197	0.2826844	0.3168155	0.0717646	0.0039146	0.0732362	0.6111386	0.6505038	0.5152150	0.2682860	0.4559241	0.6068191	0.2740629	0.0649656	0.3295844	0.0058758	0.1798115	0.3901812	0.0826833	0.7139062	0.3934444	0.3650200	0.2630880	0.0425269	0.5751866	0.5570013	0.1315731	0.6972319	0.6375627	0.3751187	0.6089932	0.3203336	0.5058805	0.6645664	0.5993279	0.0000631	0.1649656	0.3467335	0.3637225	0.5469811	0.0027794
700	0.3355563	0.1016361	0.3972594	0.2845610	0.3041336	0.0073323	0.1442220	0.4115213	0.3736057	0.4835596	0.3974327	0.1818455	0.0604546	0.2505703	0.1712000	0.1270546	0.3900366	0.6226068	0.0493632	0.0013804	0.3470805	0.1485548	0.1941763	0.5972544	0.5164907	0.2518807	0.4068004	0.7182504	0.3137175	0.0568431	0.1782237	0.0509208	0.7429715	0.0106042	0.1966380	0.3159870	0.0517062	0.6169459	0.1985040	0.3305245	0.3428839	0.0739958	0.5897489	0.2681041	0.3524414	0.0672811	0.0359574	0.3327984	0.2237975	0.3779545	0.7592258	0.1605299	0.4841771	0.4935157	0.5274930	0.6155067	0.1633832	0.2019725	0.7721574	0.1452952	0.3331630	0.2093772	0.0555100	0.0008260	0.0772143	0.6404900	0.5522296	0.4928752	0.2861774	0.6107002	0.6079386	0.3642321	0.0945926	0.4329621	0.0037105	0.1466452	0.3825188	0.0438731	0.5674277	0.3841285	0.3992201	0.2735133	0.0352510	0.5762802	0.4121924	0.1173659	0.6888250	0.4734139	0.3673085	0.6285350	0.4778214	0.4764015	0.3974963	0.5756802	0.0005682	0.1511139	0.2982743	0.3495971	0.5872432	0.0024469
750	0.2092716	0.1054156	0.6149346	0.3456372	0.4103677	0.0069454	0.1405574	0.3097705	0.1759355	0.5268962	0.3524979	0.3434080	0.0611215	0.2949347	0.0714515	0.1287885	0.4386105	0.5917301	0.0583444	0.0011661	0.3917791	0.1654993	0.2431307	0.6502579	0.3838171	0.2572541	0.4977005	0.5818261	0.4760985	0.0321675	0.1151901	0.0293809	0.5782235	0.0048334	0.1297452	0.2539232	0.0186945	0.6341674	0.3213244	0.3232107	0.3201057	0.0313762	0.6119320	0.2580940	0.3649583	0.0721297	0.0399687	0.3749720	0.3229845	0.4645131	0.7668278	0.0838634	0.4815375	0.5266682	0.5758318	0.6190981	0.2016202	0.2016433	0.6871777	0.1167542	0.3577490	0.1967350	0.0564048	0.0036624	0.0718673	0.6870187	0.4775042	0.7479489	0.1966375	0.4608508	0.5619209	0.4527459	0.1336614	0.3173666	0.0052729	0.1027084	0.4151685	0.0343740	0.5897415	0.3522525	0.3295420	0.2978590	0.0350251	0.5010872	0.5440458	0.1344866	0.6306903	0.7284391	0.4496144	0.5732332	0.4890134	0.5075529	0.2964142	0.6477034	0.0043864	0.2108248	0.2117124	0.3363974	0.5477694	0.0075729
800	0.3162098	0.0911508	0.5517850	0.4632258	0.3122725	0.0151592	0.1540737	0.4775909	0.1692460	0.5393781	0.3537955	0.4867100	0.0688959	0.3004236	0.0394858	0.1049763	0.5036109	0.5511865	0.0498020	0.0038682	0.4213655	0.1993220	0.2186078	0.5958398	0.4189470	0.2293855	0.3876058	0.5266339	0.4773335	0.0194855	0.1528080	0.0360544	0.3575399	0.0329139	0.1363895	0.1989087	0.0176938	0.5048901	0.3919141	0.3589621	0.3046982	0.0609913	0.6116679	0.3287697	0.4124231	0.0846096	0.0692913	0.3719035	0.2265049	0.3005038	0.7450466	0.0778918	0.5758251	0.5924878	0.4891592	0.6335039	0.2170480	0.2078346	0.6325006	0.1119884	0.4172106	0.1886828	0.0804512	0.0005535	0.0868225	0.6619237	0.4617138	0.5132979	0.2749529	0.4659693	0.5367543	0.4370970	0.1708035	0.3858759	0.0110144	0.0540422	0.4994754	0.0331160	0.6272489	0.4483658	0.2348498	0.3822398	0.0407609	0.3953248	0.6668867	0.0967340	0.6802597	0.6562574	0.5767461	0.5616046	0.7028313	0.4290893	0.2576000	0.6356136	0.0032167	0.1909104	0.2245327	0.2731084	0.5866807	0.0004626
850	0.2421139	0.0551849	0.4970795	0.3610086	0.3052828	0.0180535	0.1746532	0.4813221	0.1037906	0.5424276	0.1044015	0.5937416	0.0675147	0.4394298	0.0184515	0.0974148	0.5049544	0.5718008	0.0191476	0.0123640	0.3741223	0.1943898	0.2860504	0.4910173	0.4375630	0.1319957	0.3194458	0.5246085	0.4592307	0.0441791	0.1524386	0.0478757	0.3181999	0.0257471	0.1218299	0.2384490	0.0095800	0.4219072	0.3486502	0.2513432	0.2338587	0.0287281	0.5898669	0.2862827	0.3965349	0.1124373	0.1048994	0.3894218	0.3314660	0.2059183	0.7002053	0.0876775	0.4812231	0.6750510	0.6875948	0.7097255	0.2474401	0.2234892	0.6921678	0.1796977	0.5116979	0.1434011	0.0706435	0.0030392	0.0699790	0.6102712	0.3273341	0.4596580	0.2551229	0.3931209	0.5228042	0.5054558	0.1852926	0.4352145	0.0006914	0.1331759	0.3711705	0.0086562	0.6908702	0.3749668	0.2150975	0.3810951	0.0225905	0.4304646	0.7554333	0.1511240	0.6938840	0.6611725	0.4657993	0.3520860	0.5069624	0.5615553	0.2327402	0.6412499	0.0103741	0.1353867	0.1432010	0.2618151	0.5326520	0.0014677
900	0.2746178	0.0659934	0.6105179	0.5127675	0.3410913	0.0248740	0.1860877	0.5284110	0.1063170	0.5329221	0.0785949	0.7414899	0.0912130	0.5512207	0.0106210	0.0897771	0.5402504	0.6827480	0.0467294	0.0028183	0.3959457	0.2053093	0.1955922	0.6103977	0.4387727	0.0696850	0.3440276	0.5075551	0.4678693	0.0597882	0.2003686	0.0402272	0.3287310	0.0329061	0.1241898	0.1755533	0.0183670	0.4351976	0.3091271	0.2229428	0.2484080	0.0422261	0.4828468	0.2130967	0.4385342	0.1280816	0.1165055	0.4217967	0.2726211	0.2609181	0.7351059	0.0812050	0.6301663	0.7146725	0.5395751	0.5975075	0.2223943	0.1825510	0.6780377	0.1447083	0.4212470	0.0948562	0.1255511	0.0059993	0.0677977	0.5505679	0.2621097	0.4955090	0.2595096	0.4761930	0.4559440	0.4881642	0.2471942	0.4209701	0.0006789	0.1198272	0.4337300	0.0125228	0.6071898	0.4561681	0.2211785	0.3225134	0.0540797	0.3836932	0.6157221	0.1973399	0.6225990	0.6414063	0.5226171	0.4036033	0.4971657	0.4517317	0.2643776	0.5994356	0.0001162	0.0833208	0.1719224	0.2582047	0.4345061	0.0045473
950	0.2029083	0.0769519	0.5067298	0.4907638	0.4190658	0.0274661	0.1067193	0.4183427	0.0573306	0.7133855	0.0386150	0.5403551	0.1927101	0.5117412	0.0071643	0.2031763	0.4744473	0.6352839	0.0297270	0.0045648	0.3278475	0.2392638	0.2238030	0.4718362	0.3961789	0.0981212	0.3498374	0.4710749	0.4729346	0.0939776	0.2542418	0.0190653	0.3503289	0.0235125	0.0788758	0.1215879	0.0125686	0.3928301	0.2857190	0.2128110	0.1255845	0.1152401	0.5765346	0.1478519	0.4059981	0.0626241	0.1379260	0.4862321	0.2846605	0.2055015	0.7052840	0.0655710	0.5800500	0.5347822	0.4461005	0.5632868	0.3098940	0.2134586	0.6834662	0.1504645	0.3868728	0.1242436	0.0826689	0.0149187	0.0675980	0.6005349	0.2308728	0.5306935	0.3439355	0.4079841	0.5841520	0.5046032	0.1899720	0.3325435	0.0032739	0.0617726	0.3889461	0.0119075	0.6456829	0.4050267	0.2006143	0.3684765	0.0220035	0.4123141	0.7352174	0.1513817	0.5830736	0.6840875	0.4787389	0.3557608	0.5884382	0.5756047	0.2398364	0.6049747	0.0036246	0.1458760	0.2123685	0.3205259	0.4442098	0.0047587
1000	0.2556717	0.0575712	0.5333590	0.7729232	0.3745271	0.0212149	0.1517551	0.4708554	0.0434849	0.7563185	0.0353508	0.6717976	0.2250184	0.4858076	0.0229447	0.2294732	0.4070127	0.6036353	0.0578899	0.0027469	0.3125991	0.2196622	0.2085971	0.6668001	0.3599577	0.1349658	0.3083716	0.3685371	0.6379740	0.0893767	0.2226946	0.0597774	0.3628803	0.0286795	0.0537104	0.1475343	0.0161813	0.3838509	0.3257670	0.1659847	0.0770243	0.1121504	0.4364027	0.1627107	0.3902118	0.0663575	0.1981545	0.4461824	0.3002553	0.2475370	0.5679696	0.0868880	0.4879228	0.5443657	0.4604055	0.5997305	0.2990285	0.0982130	0.7954715	0.0692459	0.3461467	0.0629266	0.1105677	0.0157826	0.1032194	0.6191895	0.2787174	0.4881864	0.2395235	0.4245629	0.5589550	0.4694300	0.2158672	0.3786875	0.0060080	0.0437806	0.4734797	0.0280841	0.7174944	0.4389905	0.2207058	0.3987907	0.0143402	0.4614444	0.6094478	0.2281094	0.6030620	0.7995503	0.4237917	0.3560917	0.6260088	0.5867989	0.2575232	0.5945197	0.0009509	0.1382209	0.1296347	0.3459553	0.3399357	0.0026475

0	0.2969864	0.0545807	0.5709675	0.5277622	0.3740089	0.0063524	0.0981756	0.5281511	0.0259908	0.7014717	0.1074810	0.7922869	0.2973025	0.6422245	0.0274517	0.1532261	0.5191592	0.6556294	0.0280530	0.0107017	0.3672565	0.2604752	0.2910416	0.4966226	0.2259281	0.1426355	0.3667964	0.4568770	0.4944164	0.1252927	0.1657485	0.0474023	0.2675378	0.0334300	0.0523425	0.1303592	0.0492534	0.3990338	0.3275101	0.1523360	0.0084810	0.3276234	0.2114761	0.0869020	0.5220802	0.1076327	0.2285517	0.5286740	0.5670708	0.1620533	0.4937251	0.1308058	0.4061672	0.4055039	0.4015354	0.5197010	0.3439094	0.1274114	0.5453603	0.0213298	0.3334637	0.0744738	0.1240088	0.0136098	0.1113836	0.4361311	0.2334164	0.4254030	0.3181639	0.4618005	0.4339913	0.3902951	0.3288426	0.2829856	0.0015663	0.0124023	0.4523673	0.0170050	0.6726606	0.3749452	0.1240401	0.2996908	0.0006588	0.4925321	0.8227090	0.3718577	0.6213135	0.8678952	0.3363126	0.3244134	0.5201966	0.6950950	0.2721575	0.7104618	0.0127647	0.1993438	0.1436136	0.2412061	0.2231459	0.0008156
