Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G73A	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.7571310	0.6248074	0.4820787	0.5334983	0.1920260	0.1798660	0.2488697	0.0026086	0.8123396	0.4192015	0.9208183	0.6987853	0.4570795	0.4836019	0.4118170	0.8586092	0.2187050	0.9950054	0.8433408	0.2141373	0.4974887	0.2575642	0.2443121	0.9968350	0.8574579	0.8602995	0.6633410	0.9311807	0.5040693	0.5229466	0.2069841	0.8046269	0.9934435	0.5078810	0.1208410	0.8856400	0.7884394	0.9120185	0.6119093	0.9930444	0.9983477	0.8745552	0.1055869	0.7358269	0.0259010	0.3702060	0.5484210	0.9646663	0.7916408	0.4599385	0.9948982	0.5718296	0.8173428	0.6434691	0.0000007	0.1493726	0.0593052	0.2267990	0.7954889	0.5205549	0.3580418	0.7295317	0.2256410	0.0107667	0.0898844	0.4385339	0.0083097	0.7976287	0.8551913	0.6229286	0.1364527	0.0048232	0.4760888	0.1043764	0.0034209	0.0755507	0.6902815	0.3328656	0.7424826	0.0041639	0.5522388	0.9132163	0.2913130	0.7168884	0.9062362	0.2252650	0.2696882	0.6732483	0.8907689	0.6278070	0.7558286	0.0686371	0.8942139	0.1443880	0.0387965	0.7708029	0.0646009	0.8407699	0.3054817	0.2055063
500	0.7406442	0.6553112	0.4809888	0.5639225	0.1732474	0.1798834	0.2513741	0.0020255	0.8204363	0.4159529	0.9208095	0.7026913	0.4584653	0.4953050	0.4282907	0.7910292	0.2256024	0.9953932	0.8486031	0.2440575	0.5176350	0.2013202	0.2441711	0.9968401	0.8677941	0.8641512	0.6684732	0.9320685	0.5320913	0.5250955	0.2081903	0.8117598	0.9938400	0.5079733	0.1165038	0.8743822	0.7801060	0.9404576	0.6397223	0.9932226	0.9983954	0.8495036	0.1025306	0.7204845	0.0292124	0.3877466	0.5426056	0.9652523	0.7909830	0.4571378	0.9962614	0.6044833	0.8147423	0.6378197	0.0000004	0.1443757	0.0782599	0.2205035	0.7932078	0.5280615	0.3245355	0.7309868	0.2270110	0.0118102	0.0893762	0.4302940	0.0086832	0.8102886	0.8719174	0.6355846	0.1373165	0.0033839	0.4806742	0.0979791	0.0021516	0.0702330	0.6684883	0.3487095	0.7461424	0.0049293	0.5518816	0.9103196	0.3078940	0.7031559	0.9239102	0.2414997	0.2631795	0.6900839	0.8788006	0.6134499	0.7590235	0.0650690	0.8803648	0.1575084	0.0380958	0.7745412	0.0576130	0.8389254	0.2801877	0.2047021
550	0.7292157	0.6237800	0.6080763	0.5902321	0.1658703	0.1876845	0.2523145	0.0594725	0.8241871	0.4151445	0.9504472	0.6833090	0.4654409	0.4179541	0.4276999	0.7379338	0.1728439	0.9949253	0.8219144	0.2716821	0.5273867	0.1772483	0.3183860	0.9962527	0.8685451	0.8000104	0.6562559	0.6743361	0.5478926	0.5280679	0.2379380	0.7307329	0.9939988	0.5073301	0.1175273	0.8658489	0.7726852	0.9484419	0.6514882	0.7344604	0.9449153	0.6792326	0.1942735	0.7137424	0.0315560	0.3883488	0.5422594	0.8656613	0.7751060	0.4568165	0.9972679	0.6244869	0.8154072	0.4203760	0.0000005	0.1510924	0.0943434	0.2133792	0.7891446	0.5229704	0.2859623	0.6032794	0.2318737	0.0124195	0.1682389	0.3348243	0.0726730	0.8162016	0.8821176	0.6484141	0.1306233	0.0027236	0.4851510	0.0952530	0.0015707	0.0687299	0.5921603	0.3757627	0.7481639	0.0058009	0.5311220	0.9029402	0.2880103	0.6950488	0.9389879	0.2731090	0.2684404	0.7038759	0.7740359	0.6020845	0.7634116	0.0637701	0.8757086	0.1624726	0.0380392	0.7868421	0.0622369	0.8294413	0.2748515	0.2036314
600	0.7347190	0.4532834	0.7274243	0.6129038	0.1742571	0.1943213	0.2466853	0.1188804	0.8265500	0.4251841	0.9786675	0.6031500	0.4930219	0.3333359	0.3932533	0.6994361	0.1485891	0.9852802	0.7236466	0.2952669	0.5305591	0.1697180	0.3712645	0.9901961	0.8545288	0.7449731	0.5572532	0.3744174	0.5609339	0.5385825	0.2355091	0.6353839	0.9937938	0.5049883	0.1391350	0.8589281	0.7670008	0.9476886	0.6219279	0.5085336	0.8728320	0.5019938	0.2928991	0.7197062	0.0325719	0.3833953	0.5513723	0.7871451	0.7010138	0.4683650	0.9984823	0.6261082	0.8208864	0.2962576	0.0000008	0.1500037	0.1060922	0.1970763	0.7836889	0.4682834	0.2510986	0.5262135	0.2376247	0.0137173	0.2607736	0.2657224	0.1868667	0.8120841	0.8731111	0.6598081	0.0994741	0.0024758	0.4982639	0.1041729	0.0013361	0.0827774	0.4791719	0.4599532	0.7465897	0.0065778	0.5026689	0.8737582	0.2734833	0.6890510	0.9486963	0.2838752	0.3372778	0.7135669	0.6599978	0.5768490	0.7715797	0.0663364	0.8732499	0.1522643	0.0430677	0.8123134	0.1595108	0.7927433	0.3128686	0.2055515
650	0.7682307	0.2972475	0.7675694	0.6328393	0.2064194	0.1970122	0.2276452	0.1465139	0.8318421	0.4468340	0.9918954	0.5021414	0.5427098	0.2729662	0.3267890	0.6652870	0.1478547	0.9167689	0.5462759	0.3148171	0.5285146	0.1733043	0.3917286	0.9774804	0.8350478	0.6931514	0.4155826	0.2018006	0.5835090	0.5590135	0.1887789	0.5686583	0.9925837	0.5062683	0.1744227	0.8535743	0.7660190	0.9406309	0.5641942	0.4077565	0.8166362	0.3971553	0.3333823	0.7462894	0.0327906	0.3758070	0.5672092	0.7263693	0.6588896	0.4962688	0.9991742	0.6102161	0.8271460	0.2478105	0.0000007	0.1412759	0.1143867	0.1823673	0.7764681	0.3748397	0.2240675	0.4894484	0.2538275	0.0191447	0.3387406	0.2415767	0.3036839	0.7930220	0.8284165	0.6685318	0.0698413	0.0026721	0.5231046	0.1208325	0.0014210	0.1277860	0.3585047	0.5291844	0.7364402	0.0070980	0.4829540	0.8275442	0.3837919	0.6836063	0.9503377	0.2347387	0.4719830	0.7191182	0.5958916	0.5503459	0.7802661	0.0743217	0.8565552	0.1376910	0.0710328	0.8237003	0.4093769	0.7287178	0.3997276	0.2170738
700	0.8071560	0.2247052	0.7157376	0.6500732	0.2624334	0.1978796	0.2002389	0.1512730	0.8430433	0.4744948	0.9970954	0.4053048	0.6060386	0.2180208	0.2464118	0.6212859	0.1601048	0.7018377	0.3884381	0.3292807	0.5228206	0.1849889	0.4019071	0.9646452	0.8000568	0.5348696	0.3110246	0.1235258	0.6214873	0.5825971	0.1412868	0.5022356	0.9890992	0.5123576	0.2115905	0.8511210	0.7722916	0.9227756	0.4968842	0.3687663	0.7773405	0.3338186	0.3339347	0.7883012	0.0326037	0.3635950	0.5863487	0.7101850	0.7627369	0.5257841	0.9992864	0.5835228	0.8348898	0.2221698	0.0000006	0.1306012	0.1209854	0.1780372	0.7664966	0.2951452	0.2012245	0.4741565	0.2624267	0.0284480	0.3986662	0.2344790	0.3867806	0.7646788	0.7664322	0.6741002	0.0574411	0.0034973	0.5578450	0.1348305	0.0019376	0.1808566	0.2965454	0.5645720	0.7185251	0.0075076	0.4721195	0.7820464	0.5715896	0.6784637	0.9383518	0.1526027	0.5966225	0.7217679	0.5646627	0.5345959	0.7871935	0.0885398	0.8237017	0.1289459	0.1532444	0.8126557	0.5975477	0.6580763	0.5162397	0.2397492
750	0.8319936	0.2315451	0.6803664	0.6621944	0.3431228	0.1981006	0.1801299	0.1426677	0.8550888	0.5024943	0.9989906	0.2847469	0.6792941	0.1674439	0.1835246	0.5618819	0.1902769	0.4423512	0.2798079	0.3265548	0.5088924	0.2199047	0.4088391	0.9557765	0.6893001	0.3367018	0.2529251	0.0997135	0.6663763	0.5948119	0.1097823	0.4104419	0.9819661	0.5221021	0.2758311	0.8531030	0.7856597	0.8869729	0.4187745	0.3547691	0.7505309	0.2817103	0.3287427	0.8387843	0.0319691	0.3459593	0.6149360	0.7432630	0.8001441	0.5425835	0.9987288	0.5436476	0.8497173	0.2038924	0.0000004	0.1198417	0.1261604	0.1784084	0.7544481	0.2585032	0.1744076	0.4702959	0.2500226	0.0403897	0.4362631	0.2334492	0.4257948	0.7342487	0.7256492	0.6734372	0.0574208	0.0053700	0.6067743	0.1526750	0.0031213	0.2224421	0.3299357	0.5763567	0.6994010	0.0081871	0.4664882	0.7463156	0.6985475	0.6725379	0.9077022	0.0973548	0.6753262	0.7225892	0.5478615	0.5385693	0.7915913	0.1171747	0.8114390	0.1292209	0.2802489	0.7852626	0.7061591	0.5949880	0.6268486	0.2644861
800	0.8426822	0.2438263	0.7255123	0.6616360	0.4262898	0.1981251	0.1749983	0.1286943	0.8585448	0.5274198	0.9996552	0.1824324	0.7605920	0.1276855	0.1435528	0.5000806	0.2294636	0.2770275	0.2130430	0.2855908	0.4701944	0.3596081	0.4138830	0.9478664	0.5008117	0.2356442	0.2248025	0.1059471	0.6970777	0.5756672	0.0907926	0.2990161	0.9703532	0.5347470	0.3836101	0.8598830	0.8051289	0.8145978	0.3304984	0.3502592	0.7309563	0.2299863	0.3328450	0.8936620	0.0307288	0.3202887	0.6583730	0.7545908	0.7112312	0.5446205	0.9972646	0.4685042	0.8689470	0.1915215	0.0000003	0.1111315	0.1275012	0.1705547	0.7454427	0.2524657	0.1593619	0.4670429	0.2269697	0.0561297	0.4568280	0.2363858	0.4313534	0.6997655	0.7217689	0.6530119	0.0524271	0.0107398	0.6726597	0.1878089	0.0064374	0.2589935	0.4111107	0.5768736	0.6839278	0.0095043	0.4637028	0.7248481	0.7583819	0.6644136	0.8652909	0.0837011	0.7157725	0.7208029	0.5396065	0.5652764	0.7941667	0.1932233	0.8294262	0.1309246	0.3771550	0.7499637	0.7947192	0.5412637	0.6990602	0.2803833
850	0.8488348	0.2178729	0.7687551	0.6385265	0.4827184	0.1981016	0.1735926	0.1160543	0.8572982	0.5483018	0.9998834	0.1258788	0.8352050	0.1005180	0.1177771	0.4639965	0.2538308	0.2191281	0.1753010	0.2214580	0.4008764	0.6267366	0.4184053	0.9372423	0.3427352	0.1928362	0.2123371	0.1214937	0.6845152	0.5277099	0.0791745	0.1959290	0.9551817	0.5490076	0.4756059	0.8705269	0.8276489	0.6818384	0.2572604	0.3492491	0.7150235	0.1850757	0.3509423	0.9387705	0.0287948	0.2853453	0.7106247	0.7144051	0.6020675	0.5399098	0.9951564	0.3705256	0.8854638	0.1904729	0.0000002	0.1058567	0.1153114	0.1567460	0.7439628	0.2573557	0.1677580	0.4622700	0.1883669	0.0789503	0.4670495	0.2434444	0.4182280	0.6646920	0.7342555	0.5800028	0.0361030	0.0234077	0.7354762	0.2368701	0.0157693	0.2977631	0.4872864	0.5748298	0.6735395	0.0115970	0.4625475	0.7183906	0.7775407	0.6534946	0.8299086	0.0810805	0.7348891	0.7152070	0.5398693	0.6017540	0.7953944	0.3390977	0.8472952	0.1268199	0.4033978	0.7141911	0.8777320	0.5055184	0.7262535	0.2845838
900	0.8565123	0.1877969	0.7763033	0.5933395	0.5117867	0.1980731	0.1672899	0.1097789	0.8605479	0.5656375	0.9999608	0.1001743	0.8891719	0.0833910	0.1027771	0.4812319	0.2499067	0.2245473	0.1554353	0.1600238	0.3231687	0.8363593	0.4237940	0.9231358	0.2438015	0.1520024	0.2072877	0.1228652	0.6176372	0.4913245	0.0727039	0.1197852	0.9392777	0.5615853	0.5235328	0.8830260	0.8507655	0.5129600	0.2135240	0.3495119	0.7021430	0.1585592	0.3791467	0.9668735	0.0263438	0.2471756	0.7645596	0.6435594	0.5322756	0.5346480	0.9928525	0.2866822	0.8967642	0.2094080	0.0000003	0.1017770	0.0843494	0.1463280	0.7455056	0.2627233	0.1813028	0.4577444	0.1458183	0.1089971	0.4717427	0.2535707	0.3973502	0.6387937	0.7413639	0.4339827	0.0212973	0.0406183	0.7701478	0.2813977	0.0314109	0.3437625	0.5454075	0.5745428	0.6682433	0.0135771	0.4623231	0.7224777	0.7774477	0.6395945	0.8136235	0.0684451	0.7449909	0.7044900	0.5480485	0.6324906	0.7949951	0.4426477	0.8551788	0.1185228	0.3849598	0.6822552	0.9361327	0.4890914	0.7400128	0.2821939
950	0.8640500	0.1735484	0.7727386	0.5345109	0.5247363	0.1980494	0.1589139	0.1128055	0.8678783	0.5799206	0.9999869	0.0895586	0.9215643	0.0732242	0.0950793	0.5538988	0.2244543	0.2242262	0.1455579	0.1081077	0.2575358	0.9387509	0.4307125	0.9066821	0.1785882	0.1191231	0.2053777	0.1021736	0.5370068	0.4842304	0.0691648	0.0715132	0.9254726	0.5697132	0.5416419	0.8957369	0.8760247	0.3660493	0.1911923	0.3501790	0.6938233	0.1592127	0.3967169	0.9815028	0.0239312	0.2143805	0.8162155	0.5767331	0.4975195	0.5295991	0.9902638	0.2334273	0.9042439	0.2506326	0.0000011	0.0959104	0.0502292	0.1407142	0.7447897	0.2650251	0.1913577	0.4527152	0.1170109	0.1361620	0.4737460	0.2658313	0.3787755	0.6210624	0.7417676	0.2733001	0.0125949	0.0561456	0.7705320	0.3107306	0.0496621	0.3987913	0.6010306	0.5762158	0.6675233	0.0138509	0.4626984	0.7312454	0.7705766	0.6234381	0.8178871	0.0530746	0.7515758	0.6875243	0.5688252	0.6523746	0.7940889	0.4290300	0.8584584	0.1075709	0.3783931	0.6566075	0.9657399	0.4828396	0.7718606	0.2778592
1000	0.8692040	0.1700764	0.7707172	0.4721601	0.5300654	0.1980315	0.1529841	0.1237571	0.8751966	0.5909693	0.9999956	0.0855719	0.9387885	0.0675080	0.0909384	0.6484092	0.1908004	0.1837006	0.1408243	0.0703016	0.2090913	0.9790509	0.4386825	0.8925335	0.1377761	0.1020987	0.2046107	0.0744510	0.4831260	0.4755413	0.0667597	0.0436081	0.9151529	0.5716508	0.5492735	0.9079441	0.9005712	0.2663403	0.1799185	0.3508198	0.6912485	0.1931161	0.3978498	0.9883461	0.0221014	0.1906824	0.8603380	0.5313705	0.4843899	0.5247633	0.9876815	0.2135305	0.9091754	0.3041373	0.0000043	0.0880208	0.0259768	0.1356352	0.7438187	0.2645638	0.1969691	0.4449830	0.1039293	0.1429103	0.4745280	0.2799833	0.3699209	0.5913808	0.7405411	0.1604157	0.0083919	0.0679141	0.7471951	0.3234311	0.0751964	0.4492757	0.6823882	0.5779424	0.6705967	0.0122437	0.4635433	0.7405184	0.7627262	0.6071979	0.8386494	0.0431242	0.7563018	0.6647152	0.6082872	0.6633041	0.7932836	0.3589309	0.8614343	0.0916580	0.4194674	0.6381083	0.9768979	0.4787194	0.8153292	0.2734255

0	0.5007980	0.4994785	0.9703104	0.3613187	0.5043576	0.1980820	0.2503870	0.4530400	0.7537913	0.5322188	1.0000000	0.2476346	0.8687451	0.0587338	0.0803446	0.9999958	0.1005466	0.0441160	0.1369193	0.0218286	0.1373397	0.9999770	0.4541248	0.8816108	0.0994078	0.0922711	0.2041558	0.0168066	0.0642448	0.0710690	0.0635585	0.0113397	0.8978697	0.0618808	0.5785880	0.9437392	0.9522308	0.0681286	0.1107928	0.3459695	0.7865325	0.6251987	0.3895744	0.9440573	0.0173581	0.1145029	0.9416852	0.5929853	0.5664747	0.4187259	0.9971515	0.3721979	0.8934221	0.5374734	0.0005526	0.2951296	0.0004137	0.1040577	0.7468389	0.2598483	0.0324436	0.4106327	0.0426277	0.0152049	0.4597790	0.3697429	0.9833163	0.1569941	0.8543133	0.2325061	0.0011754	0.1159278	0.4541472	0.3205708	0.3100632	0.5336885	0.4036339	0.5715639	0.6803144	0.0039165	0.5167668	0.7587357	0.7429831	0.8604046	0.9536229	0.2867214	0.9113344	0.5669807	0.8405802	0.7901664	0.7046128	0.0541118	0.9841381	0.0083743	0.6471255	0.8013165	0.9664122	0.5301131	0.8885763	0.2310412
