"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.1403669	0.1988533	0.4983061	0.5112826	0.6905641	0.8704562	0.0269149	0.5443290	1.0222304	0.0385150	0.7522959	0.5913509	0.8293084	0.2167633	0.8215151	0.9248067	0.6714310	0.3167728	0.8698848	0.9934815	0.0046409	0.0841637	0.9237944	0.0716578	0.9814404	0.0073191	0.7095457	0.4069163	1.0532439	0.8291899	0.9701376	0.1679147	0.9996925	0.0904873	0.9340173	0.4647333	0.3720662	0.1983382	0.2430587	1.0490921	0.3886715	0.0112872	0.1097105	0.1743989	0.6887646	0.3922350	0.6112928	1.0261633	0.6724256	0.5534847	0.5122917	0.0199945	1.0548396	0.9617353	0.6617982	0.1315662	0.0775582	0.5124445	0.4447350	0.7055571	0.2682118	0.2551820	0.1035466	0.0049285	0.2933969	0.4121738	0.9674580	1.0147681	0.2920305	0.5166722	0.7415153	0.0041492	0.5093892	0.4775065	0.4055913	0.7450720	0.5243339	0.1988660	0.7910923	0.9941285	0.3646993	0.6543632	0.5879136	0.5883539	0.3698419	0.0909666	0.9116449	0.1014928	0.8040953	0.3408716	0.8058035	0.4343155	0.1528407	0.7776024	0.7130674	0.6365965	0.7462165	0.0019581	0.6833321	1.0245649
500	0.1918296	0.1500606	0.5112871	0.5256944	0.6660703	0.8356737	0.0357140	0.4432259	1.0380881	0.0336086	0.7430410	0.5378407	0.9217330	0.1376107	0.8387023	0.9566442	0.6402547	0.4167572	0.8442769	0.9958216	0.0110040	0.0687366	0.9922613	0.0955558	0.9905831	0.0174517	0.5837653	0.5178419	1.0120064	0.8195811	0.8970644	0.1562562	1.0569947	0.0745221	1.0200970	0.5091565	0.3690889	0.1822499	0.2544280	1.0524611	0.3717623	0.0052415	0.0789946	0.1590409	0.6249834	0.5039453	0.6181947	0.9326516	0.6088265	0.5689696	0.5535979	0.0050930	0.9789114	1.0062638	0.5367650	0.1710407	0.0457987	0.6431561	0.5260947	0.6944483	0.3220623	0.3604550	0.1062663	0.0154093	0.3279946	0.4890686	0.8398785	0.9260338	0.2856824	0.4736942	0.6142526	0.0008168	0.5356375	0.5605296	0.4517327	0.6812894	0.4883979	0.2245514	0.7704205	0.9933492	0.3516328	0.6983237	0.4935258	0.5306921	0.4061664	0.1211875	0.9061045	0.1224727	0.8475552	0.3024843	0.8588684	0.4492390	0.1250417	0.8140501	0.5634450	0.6038832	0.8093247	0.0032379	0.7772063	0.9711863
550	0.3309112	0.1017256	0.5944231	0.4683862	0.6711450	0.6233953	0.0190304	0.4406652	1.0036722	0.0360863	0.4691674	0.3495984	0.7706608	0.4669115	0.8614357	0.9616340	0.8357508	0.4840555	0.1191836	1.0177839	0.0134825	0.1381639	0.9050089	0.2119973	0.9893534	0.3261393	0.6173638	0.5606163	0.9437385	0.7553519	0.7817427	0.1542976	1.0024605	0.0526959	0.9217654	0.4315757	0.4149138	0.1962631	0.3328058	0.9629602	0.1463636	0.0074452	0.1816202	0.1388085	0.6313834	0.5069957	0.6288307	1.0160372	0.6662867	0.3626643	0.5794459	0.0143988	0.8686071	0.9759687	0.5784553	0.1841707	0.0424711	0.6440365	0.6603015	0.7112080	0.3157841	0.4009088	0.0528966	0.0365851	0.2653880	0.4627792	0.9346117	0.9602680	0.6551880	0.1535322	0.6359868	0.0062141	0.2877193	0.2473229	0.4613927	0.6723935	0.5101197	0.3897906	0.7117476	1.0529128	0.2706725	0.6984097	0.1307019	0.5832341	0.3763886	0.1874386	0.7799385	0.6689229	0.8636125	0.3387899	0.9547892	0.4964847	0.1018522	0.7985359	0.6736730	0.6601659	0.7640676	0.0066522	0.8214364	0.6995369
600	0.4914631	0.0719550	0.5250030	0.4260072	0.5020161	0.4339743	0.0158899	0.5317736	0.9739947	0.0274207	0.4273643	0.2711692	0.4724420	0.4871331	0.8947360	0.9955128	0.9006919	0.4485127	0.0565593	0.9360524	0.0334246	0.1036071	0.6162282	0.2761688	0.9029436	0.5756453	0.6325821	0.5555032	0.9494397	0.7181535	0.6666868	0.1509365	0.8998947	0.0126956	0.5543232	0.4369913	0.4720598	0.2423570	0.3145224	0.9225751	0.0660219	0.0200093	0.3795807	0.1180514	0.7527010	0.4623724	0.4494064	0.9771839	0.7222223	0.2812436	0.5895591	0.0049900	0.9110699	0.9368051	0.7036873	0.2520901	0.0509842	0.6503363	0.7247244	0.8089296	0.3717429	0.3706523	0.0157763	0.1544689	0.3139240	0.5293535	0.9477974	0.9682984	0.9483202	0.0457585	0.6043313	0.0402645	0.2175397	0.3073067	0.4726243	0.5022871	0.4353827	0.3097644	0.7469809	1.0070846	0.2021093	0.7818810	0.0643142	0.5022098	0.3548400	0.2412487	0.7293857	0.7188967	0.7590407	0.3440576	0.7663216	0.3687877	0.0897452	0.9667945	0.7768834	0.6190294	0.6823859	0.0029100	0.6773551	0.5904295
650	0.6818300	0.0943107	0.3351664	0.4459245	0.3329079	0.1685128	0.0190858	0.5069823	0.9763605	0.0364125	0.3842691	0.2321937	0.2656918	0.4875773	0.9220861	1.0761282	0.8038180	0.4514401	0.0600493	0.9177514	0.0327346	0.0702830	0.3411133	0.3210948	0.9503819	0.7593881	0.6103438	0.4898536	0.9754910	0.7179239	0.7118046	0.1685849	1.0122644	0.0067696	0.3638169	0.4299352	0.6546710	0.2824472	0.3250242	0.9922169	0.0620669	0.0332558	0.5840744	0.1688894	0.6118295	0.4787695	0.3479464	1.0235688	0.7898138	0.1792305	0.5765479	0.0099803	0.9292727	0.9913724	0.6973257	0.3239017	0.0505672	0.7922491	0.6294956	0.7473565	0.4255713	0.3930959	0.0079141	0.2878409	0.2962804	0.4642369	0.9808548	1.0178447	0.9732961	0.0212635	0.6019548	0.0518503	0.2220740	0.4532337	0.4674087	0.5043272	0.4328391	0.2053455	0.8050733	0.9883605	0.1807697	0.8219782	0.0655016	0.5799412	0.3853141	0.2792417	0.7276584	0.8516377	0.6755703	0.3438177	0.5834281	0.3698556	0.1720641	0.9715511	0.6836955	0.5426133	0.6232408	0.0076079	0.4200104	0.6456993
700	0.6494446	0.1313941	0.2179593	0.4388628	0.2366890	0.1244223	0.0257314	0.4970258	0.8753133	0.0618970	0.3700145	0.2739699	0.2357695	0.4694784	0.8150365	1.0633548	0.7655042	0.4729213	0.0833997	0.9287359	0.0311797	0.1027075	0.2665598	0.3345244	0.9326854	0.8380425	0.5005551	0.4849875	0.8938259	0.7754246	0.7184681	0.2285195	1.0595661	0.0024069	0.3482998	0.3113413	0.8066806	0.4226567	0.3287203	0.9372492	0.0526630	0.0807720	0.8079512	0.2417890	0.6715663	0.4105572	0.2493352	0.9810600	0.7183003	0.1416893	0.5601329	0.0139071	0.8630652	1.0233792	0.5813010	0.3520742	0.0576089	0.7853281	0.5263054	0.6211441	0.4542684	0.4128402	0.0072361	0.4038345	0.2244422	0.5613384	1.0297090	0.8328637	0.9701193	0.0330435	0.6353390	0.1383320	0.2322798	0.4896276	0.4567831	0.5157519	0.4896863	0.2385663	0.9994073	0.8968444	0.2137873	0.8720466	0.0908700	0.5692539	0.3086844	0.2450013	0.8409605	0.8360376	0.6273609	0.3745985	0.5457902	0.3374794	0.1687509	1.0036219	0.6654728	0.5441895	0.4615599	0.0059164	0.2162272	0.6137587
750	0.6223303	0.2050023	0.1648239	0.4912437	0.2386793	0.1049529	0.0276842	0.5191511	1.0012774	0.0643033	0.3119814	0.2795688	0.2418217	0.4435709	0.7546890	0.9437150	0.7906251	0.4582179	0.1176922	0.9162445	0.0337313	0.1774790	0.2370357	0.4251297	1.0126473	0.9572375	0.4576079	0.4923825	0.9567834	0.7043389	0.6060646	0.2361576	0.9830481	0.0162923	0.3585429	0.2947412	0.8664309	0.4190054	0.2351342	0.9309381	0.0553970	0.2937027	0.8190942	0.2611393	0.6743065	0.4552696	0.2512760	0.9293101	0.6801655	0.1490194	0.5961266	0.0090950	0.8575189	0.8746116	0.5899925	0.4035543	0.0602262	0.7919043	0.4696779	0.5399973	0.4795130	0.4737319	0.0038779	0.4830963	0.1768901	0.5907715	0.9781041	0.8072009	0.9528799	0.0402849	0.6381397	0.1676343	0.3281010	0.4330342	0.5283445	0.4501391	0.6060947	0.1693052	0.9516135	0.8993250	0.2101053	0.9042100	0.1349550	0.5483649	0.3234749	0.2096287	0.8686486	0.8678031	0.7153764	0.3311923	0.5482960	0.2836975	0.1467528	0.9258509	0.5302694	0.5291426	0.5070212	0.0068062	0.1251041	0.6862488
800	0.6178579	0.2423637	0.1503821	0.4028221	0.2756542	0.0834239	0.0194107	0.5519422	0.9453265	0.0533826	0.3717194	0.2121465	0.3125832	0.5024044	0.4979278	0.9204960	0.8545746	0.4805948	0.1057067	0.8783580	0.1119759	0.1808740	0.1585640	0.4764107	1.0513803	1.0423136	0.3920095	0.5764944	0.9529387	0.6823135	0.6140515	0.2878741	0.8825833	0.0262256	0.3481624	0.2328109	0.9418736	0.4291816	0.1987016	0.8871831	0.0473634	0.4427246	0.9016211	0.2189514	0.6207740	0.4336362	0.2259420	1.0394380	0.6545390	0.1251985	0.5303063	0.0120880	0.9488925	1.0677010	0.5184602	0.6114479	0.0554653	0.8467615	0.4538836	0.4819932	0.4025150	0.3957929	0.0014082	0.5010135	0.1535381	0.4870368	0.9098916	0.8311534	0.9192637	0.0789402	0.5898829	0.2535707	0.3249147	0.4269425	0.5521845	0.4565410	0.6321199	0.1324318	0.9977738	0.9028132	0.2032265	0.9094339	0.1752043	0.5467995	0.2971956	0.2371772	0.7391337	0.9407430	0.7623284	0.3271298	0.5688555	0.3196043	0.0854010	0.9434001	0.5760893	0.5268875	0.4948014	0.0052320	0.1047156	0.7059366
850	0.4410720	0.2728995	0.1836145	0.4575197	0.2918099	0.0896982	0.0267913	0.5712838	0.9600392	0.0408118	0.3821011	0.2665892	0.2172871	0.7368781	0.2634941	0.9535229	0.8381117	0.5345832	0.1156921	0.6974193	0.1459302	0.2140064	0.1254302	0.4887015	1.0250426	0.9650841	0.4631867	0.5795326	0.9155620	0.6960775	0.6494037	0.2690058	1.0128059	0.0514012	0.3241359	0.2288744	0.9193353	0.4707838	0.1738139	0.8285759	0.0839444	0.4462948	0.8542151	0.2359030	0.6231031	0.4453261	0.2078027	1.0071724	0.6124598	0.1507963	0.5469692	0.0061530	0.8930757	1.0300523	0.4513533	0.7235490	0.0723612	0.8786939	0.4551856	0.5367303	0.3675132	0.4958702	0.0023561	0.4852892	0.1649291	0.5436349	0.9437394	0.8159797	1.0474686	0.1037049	0.5908814	0.2187124	0.3123294	0.4623353	0.4588709	0.4642146	0.6977634	0.1529256	0.9491649	0.9233834	0.2147206	0.8700538	0.2197128	0.5718094	0.2723300	0.2179312	0.6800778	0.9557868	0.7662209	0.3604494	0.6260535	0.2735293	0.0692960	0.9442020	0.6923165	0.5229191	0.5425829	0.0076290	0.1360131	0.7135337
900	0.2794932	0.3056093	0.1436846	0.4015730	0.2897702	0.0796754	0.0285493	0.5190756	0.9624583	0.0417316	0.3946724	0.2104293	0.1043118	0.8077076	0.1439232	0.9454723	0.7874839	0.4633743	0.1578916	0.7641948	0.2272508	0.2768050	0.1305531	0.4534771	0.9755760	0.9140925	0.5487579	0.5265193	0.8755465	0.6955124	0.5945307	0.2688698	1.0451193	0.0557095	0.3589643	0.1627841	0.9555719	0.4645917	0.1403897	0.7726426	0.1350583	0.4804627	0.8578976	0.2953253	0.6601059	0.4500427	0.2050186	0.9870911	0.6221827	0.1817455	0.5954181	0.0113639	0.8872494	1.0702856	0.4423873	0.7508448	0.0852902	0.9162017	0.4038841	0.4582811	0.3930533	0.5255879	0.0071734	0.3951154	0.1788446	0.4916877	1.0083954	0.7204214	0.9783472	0.1572141	0.6483005	0.1871525	0.3438890	0.4159181	0.3425933	0.5066078	0.7731941	0.1647702	0.9929746	0.9422508	0.2445733	0.9506250	0.2727347	0.5145840	0.2219455	0.2072824	0.5578424	0.9387243	0.7030849	0.3855929	0.6370281	0.2620733	0.1217454	0.9108076	0.6545822	0.4977035	0.6394444	0.0026556	0.1364961	0.7699865
950	0.1116673	0.4250456	0.1061214	0.4441746	0.3350316	0.0879322	0.0248399	0.5038061	1.0366186	0.0599369	0.3819172	0.2999525	0.0422798	1.0124803	0.0967345	0.9396376	0.8209722	0.4664126	0.1302018	0.6575780	0.3502709	0.2858438	0.1372659	0.4690680	0.9605713	0.7291912	0.6251165	0.5293473	0.9265678	0.6885633	0.5582590	0.2567744	0.9696286	0.0906023	0.3550400	0.2006527	0.9682987	0.4556274	0.1828278	0.7166359	0.1540461	0.5322267	0.9987232	0.2917705	0.6191617	0.4831229	0.3319685	1.0637738	0.6185704	0.1730152	0.6763762	0.0223215	0.8760560	0.9850525	0.4334407	0.8955090	0.0879841	0.8914876	0.4305720	0.4702328	0.3606815	0.5134957	0.0074158	0.3308501	0.1427197	0.5501782	1.0336965	0.6602435	0.8915613	0.2174802	0.5911626	0.1760822	0.3446944	0.4191078	0.3619988	0.5275767	0.7938268	0.1163539	0.9172292	0.8405828	0.2184808	0.8826677	0.3552318	0.5064783	0.1825318	0.2051147	0.5597475	0.8933076	0.7122270	0.3646010	0.7163099	0.2922730	0.1027883	0.9996263	0.5391727	0.5177395	0.6309616	0.0012104	0.2223018	0.7263844
1000	0.0379033	0.5246630	0.0685272	0.5752823	0.2709531	0.1320578	0.0337193	0.4582271	0.9990687	0.0374932	0.3473566	0.6201572	0.0174102	0.9293343	0.0577516	0.8948257	0.8470834	0.3593441	0.1328937	0.5922612	0.2853550	0.1454800	0.0943045	0.4920824	1.0178951	0.4554000	0.6274781	0.4819349	0.8927475	0.6386396	0.5949245	0.3052513	0.8870613	0.1008215	0.3958204	0.2113539	0.9508905	0.4575640	0.1366953	0.8003415	0.1833400	0.4596407	0.9424013	0.3454507	0.6455669	0.4995810	0.4882183	1.0385633	0.5481392	0.1408017	0.5830272	0.0142047	0.8736386	0.9776478	0.4036986	0.7644595	0.0574365	0.8442615	0.5245109	0.4799845	0.3987896	0.5170015	0.0172429	0.2713140	0.1646839	0.5365210	0.9704531	0.7107924	0.9448677	0.3405185	0.6476387	0.1300946	0.3239089	0.4711677	0.4248881	0.5012747	0.6900216	0.1157845	0.8831046	0.7804936	0.2694458	0.7595856	0.3646346	0.5303255	0.1719978	0.1727229	0.5628228	0.8865381	0.6181220	0.3658156	0.6473092	0.3209918	0.1986630	0.9966365	0.6130134	0.5895957	0.5925538	0.0031476	0.3263797	0.6947939

0	0.0115320	0.6945245	0.0455216	0.8741816	0.3689741	0.5090882	0.0375150	0.5162158	0.9935064	0.0398194	0.4408198	0.7250156	0.0172566	0.8602324	0.0254756	0.6995503	1.0088867	0.1580746	0.1204859	0.4843140	0.0010102	0.0394255	0.1347521	0.4818624	1.0513538	0.3020031	0.6622734	0.5837381	0.8980183	0.6794275	0.6522280	0.1812610	1.0181981	0.0894057	0.7541092	0.1930830	1.0017070	0.4763231	0.1478021	0.8868338	0.2571850	0.6524597	1.0025730	0.2948221	0.6120230	0.3838206	0.5783509	1.0475010	0.6510426	0.2014354	0.5132024	0.0244802	0.7380889	0.9749660	0.5439702	0.1236175	0.0734758	0.4466059	0.4702405	0.2506212	0.2748513	0.4176125	0.0822392	0.1926360	0.1866842	0.5899508	0.9497040	0.8596301	0.9968186	0.5923701	0.7709711	0.1780022	0.2319926	0.3206558	0.6111748	0.5110902	0.5092132	0.5328638	0.9139993	0.8882640	0.5261986	0.5256311	0.3293719	0.5285980	0.3231117	0.1834658	0.6647477	0.9022781	0.6875195	0.4155494	0.7173478	0.3203779	0.1863839	0.9962307	0.8152556	0.5912939	0.6049505	0.0020268	0.5232891	0.4443516
