Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
450	0.0194826	0.5100013	0.5747617	0.1977449	0.6138868	0.0653167	0.0031174	0.2003560	0.1732916	0.6072883	0.0275190	0.7458997	0.5065392	0.3662171	0.0047862	0.5817696	0.3822593	0.4422922	0.4986754	0.7255357	0.0789895	0.3961898	0.7194342	0.1481648	0.2586588	0.2661904	0.3437281	0.0236059	0.1284625	0.0109849	0.6375712	0.4118734	0.6528455	0.3729070	0.1767329	0.0000634	0.5500426	0.1277765	0.1320864	0.0863375	0.4165908	0.4536172	0.2142613	0.3083986	0.6881724	0.7624666	0.6417527	0.6482126	0.7136012	0.3117647	0.5125687	0.2279286	0.3453078	0.6792854	0.4306711	0.0916187	0.1513097	0.0026624	0.0001943	0.0467135	0.6208889	0.1933653	0.0639840	0.1572569	0.1409410	0.6566531	0.1448418	0.4341367	0.0103126	0.0968094	0.5233183	0.2036282	0.1412952	0.3599650	0.4996025	0.0786970	0.3767212	0.5524151	0.2954682	0.0000416	0.6571547	0.4466065	0.0158558	0.7478491	0.3547278	0.0203793	0.3843157	0.7242604	0.2366662	0.4712512	0.5277221	0.3281826	0.3046890	0.7007257	0.0758372	0.2373126	0.6898855	0.5681553	0.3128542	0.7030291
500	0.0370272	0.4928107	0.5635541	0.2450095	0.6224989	0.0472853	0.0004491	0.2431715	0.1481236	0.6116983	0.0460918	0.6723142	0.4463975	0.3246917	0.0395360	0.5087522	0.2754180	0.4887178	0.4681937	0.6603191	0.0762677	0.3013665	0.6411372	0.1577824	0.2818502	0.3092211	0.3126716	0.0278895	0.1262015	0.0025347	0.6554410	0.4602029	0.6792129	0.3914380	0.1884088	0.0000161	0.5910755	0.0914197	0.1717103	0.1787151	0.4820790	0.4882682	0.2035386	0.2991041	0.6766985	0.6939240	0.5924566	0.6451757	0.5312730	0.3093332	0.5432045	0.2678880	0.2272034	0.7371473	0.3133640	0.0513317	0.1563367	0.0026773	0.0007055	0.0412712	0.4766244	0.1449223	0.0530015	0.1080992	0.1391780	0.5137688	0.1219973	0.4492578	0.0184475	0.0923390	0.6207736	0.2381965	0.0695570	0.3437249	0.3855357	0.0945082	0.3713202	0.6551510	0.4158966	0.0000783	0.6864768	0.4053084	0.0100663	0.6350085	0.3454614	0.0479389	0.4394540	0.6903528	0.2500060	0.4760723	0.4376086	0.3938796	0.3093424	0.5830673	0.0758594	0.3249435	0.8216698	0.5371099	0.4956444	0.5717800
550	0.0288267	0.2042505	0.2057115	0.2162746	0.7417591	0.0591180	0.0000000	0.2982155	0.1580634	0.5931950	0.1644771	0.5708500	0.3539227	0.4901540	0.0056533	0.5369220	0.3160331	0.4781606	0.4658671	0.7251406	0.0709801	0.4455904	0.6444829	0.2094064	0.4498616	0.2204660	0.2286935	0.0527774	0.2123079	0.0084409	0.3012839	0.4034693	0.7293630	0.3155072	0.1751836	0.0090849	0.6683769	0.1232280	0.1490660	0.1015743	0.4544770	0.4938511	0.2771707	0.3285526	0.6380889	0.6232854	0.6436164	0.5837661	0.6146268	0.2056979	0.5057672	0.3498451	0.2894120	0.5718232	0.3296345	0.0464381	0.2313329	0.0259864	0.0012234	0.0734934	0.5167105	0.2866809	0.1664955	0.1268079	0.1677407	0.5945828	0.1401096	0.4726968	0.0301250	0.0778167	0.6434123	0.3804311	0.1284894	0.3297732	0.3621619	0.0948449	0.4907665	0.5860062	0.3679838	0.0045052	0.6334325	0.3877796	0.0041880	0.6104566	0.2953250	0.0321294	0.3792092	0.5977424	0.6607333	0.4067975	0.3208911	0.3598938	0.3653206	0.6305111	0.1430890	0.2298918	0.5794759	0.5302523	0.5286289	0.6977249
600	0.0846107	0.1869580	0.0872044	0.1324644	0.6626159	0.0424152	0.0001306	0.2533891	0.1719544	0.6322686	0.4008637	0.7060437	0.2897577	0.5132094	0.0122739	0.5838231	0.3164016	0.5811376	0.4894090	0.7235521	0.0377055	0.4169678	0.6103573	0.1486528	0.3862204	0.3389929	0.2854276	0.0211867	0.1790844	0.0071188	0.1310093	0.3628477	0.6052318	0.4686864	0.2837035	0.0069121	0.5676690	0.1414606	0.1620420	0.1259737	0.3573198	0.5035591	0.2997210	0.3889602	0.6003490	0.6798411	0.6720898	0.4793034	0.8322996	0.1611011	0.4759256	0.2945426	0.3605956	0.4466304	0.3745108	0.0316627	0.3679282	0.0286980	0.0004355	0.0504049	0.2483818	0.2458875	0.1291231	0.1301345	0.1756693	0.4335323	0.1307236	0.3813085	0.0903002	0.0669856	0.7032729	0.5218758	0.1803853	0.2035319	0.3150411	0.0377673	0.5646345	0.4803587	0.3674272	0.0050773	0.6596167	0.3890309	0.0173594	0.6031800	0.2927501	0.1292793	0.4058820	0.5526659	0.4959958	0.3997822	0.3803207	0.3402709	0.4377862	0.6495532	0.1620561	0.2044754	0.7066525	0.5329831	0.4409892	0.6097818
650	0.1784325	0.1847766	0.0404662	0.1889977	0.7037429	0.0659901	0.0002716	0.2636618	0.1345812	0.5587304	0.3136484	0.6411663	0.3039697	0.6446299	0.0154298	0.5521320	0.2917781	0.5375672	0.3928779	0.7604989	0.0540392	0.4286005	0.6759763	0.2094200	0.5016033	0.3227014	0.2560351	0.0211402	0.1748027	0.0137600	0.3217031	0.4032193	0.6916674	0.5427120	0.1873270	0.0099189	0.5406303	0.1270097	0.1181207	0.1262324	0.3695101	0.3903124	0.3245076	0.3602645	0.6136135	0.6584364	0.5852476	0.6162869	0.5842850	0.1670863	0.4554982	0.3277140	0.3424698	0.5715307	0.4231141	0.0323672	0.3164126	0.0951390	0.0001961	0.0300288	0.1876145	0.2898418	0.1634723	0.1266249	0.2138473	0.4823017	0.1261496	0.4746043	0.1227657	0.1202134	0.7526148	0.5662652	0.1813263	0.2442617	0.3383837	0.0441393	0.6108959	0.4583478	0.4561310	0.0073412	0.5836837	0.3747243	0.0215734	0.5749118	0.4254655	0.0814938	0.3739604	0.6554379	0.7089594	0.4185676	0.3771410	0.4080014	0.4307584	0.5778089	0.1513601	0.2045032	0.5983427	0.6852067	0.4418237	0.6217255
700	0.1562911	0.3046823	0.0566702	0.1735004	0.6490801	0.0891550	0.0007624	0.3622393	0.2359042	0.5221398	0.3175140	0.6066570	0.2597907	0.5661444	0.0153359	0.4619436	0.2403169	0.5848972	0.3494470	0.5803281	0.0383198	0.4217896	0.6726845	0.1679585	0.4435853	0.2927701	0.1967990	0.0099573	0.1091064	0.0061460	0.2759770	0.3901078	0.5917905	0.6152099	0.2261734	0.0026076	0.6397119	0.0926858	0.2136324	0.1071767	0.4545493	0.4169257	0.2997116	0.3047123	0.5822319	0.5825587	0.7430651	0.5571255	0.5590368	0.1329197	0.5321455	0.3469671	0.3105626	0.5336719	0.4342629	0.0536081	0.4304575	0.0566080	0.0000550	0.0291790	0.1430986	0.3370279	0.1852512	0.1723215	0.2256962	0.5048569	0.1406747	0.4716619	0.1435066	0.0654564	0.5982804	0.5545669	0.1988647	0.3474279	0.3827584	0.0889402	0.6170839	0.5744625	0.3997249	0.0027007	0.7375576	0.4094296	0.0139520	0.6255184	0.3648926	0.0738606	0.4009377	0.5522773	0.5590671	0.4962534	0.3145814	0.3768064	0.4364258	0.5857355	0.1442903	0.2653235	0.7393555	0.5095809	0.3575799	0.7227530
750	0.1758718	0.3832464	0.0664652	0.1747363	0.5531028	0.0679673	0.0007275	0.2975411	0.1787531	0.5698153	0.2891548	0.5260023	0.2564127	0.5916480	0.0272743	0.4653959	0.2289898	0.4837457	0.5079271	0.6399684	0.0735650	0.4223280	0.6436637	0.1761719	0.5324323	0.2131751	0.1601705	0.0085581	0.1254390	0.0173187	0.3459257	0.3256961	0.7169102	0.3513547	0.2158734	0.0062877	0.6146454	0.1393497	0.1657737	0.1559909	0.5099746	0.4461455	0.3131775	0.3034268	0.6729006	0.5329988	0.5746398	0.4639370	0.6821634	0.1870964	0.4509131	0.3507638	0.3013843	0.5412401	0.3889113	0.0311433	0.4417699	0.0595720	0.0000349	0.0234631	0.1372544	0.2430099	0.1316568	0.2332736	0.2170447	0.4959241	0.1549312	0.4071595	0.0804384	0.0990604	0.5114996	0.6403411	0.2382690	0.3762225	0.4227704	0.0597293	0.6679362	0.6010215	0.4085406	0.0089300	0.7425775	0.4523443	0.0172152	0.5743418	0.2590252	0.0725640	0.4318911	0.5765334	0.6700846	0.5913526	0.3378017	0.2825974	0.3750088	0.7756221	0.1233039	0.2301968	0.6434170	0.5219061	0.2445644	0.7865639
800	0.2523073	0.3968967	0.0339961	0.2479601	0.6197569	0.0602523	0.0001673	0.2789004	0.1548464	0.6032675	0.4153946	0.7172400	0.1720196	0.5649297	0.0079995	0.4702825	0.2738027	0.5508214	0.4247193	0.6570113	0.0674388	0.4980339	0.5989323	0.1646552	0.4144424	0.2598213	0.1987765	0.0235028	0.1032782	0.0047592	0.1891338	0.4983813	0.5680726	0.4634044	0.2451747	0.0039403	0.6587518	0.1481356	0.1513632	0.1085455	0.3886616	0.5125925	0.2252479	0.2716882	0.6000773	0.8486919	0.6080545	0.5846849	0.6359100	0.1705063	0.4250409	0.3119087	0.2587630	0.5141987	0.4084503	0.0309917	0.4137979	0.0773185	0.0000000	0.0360166	0.1010020	0.1994900	0.1354158	0.1840979	0.1127810	0.5436383	0.1092038	0.5068808	0.0655403	0.0844383	0.5244998	0.5748607	0.1613695	0.3213635	0.3927852	0.0869216	0.5645481	0.5088764	0.5553603	0.0038131	0.6880576	0.5096563	0.0155864	0.6340520	0.4013596	0.0765613	0.4025421	0.5302187	0.7968158	0.5374699	0.3668287	0.4263364	0.5043120	0.7385397	0.1158000	0.2588618	0.5560107	0.4555840	0.3418163	0.6915386
850	0.0977401	0.4642747	0.0297490	0.1143144	0.7555150	0.0459949	0.0022265	0.3197561	0.2248941	0.5533676	0.4281430	0.6154575	0.1789871	0.5332114	0.0652469	0.5099528	0.2511506	0.5450012	0.4169304	0.5339018	0.0625975	0.3685834	0.7483112	0.2160358	0.4659033	0.1989080	0.3037765	0.0152275	0.0622739	0.0040806	0.1436363	0.4952282	0.7526880	0.3795912	0.2301665	0.0042282	0.5839573	0.1004445	0.1234428	0.1302559	0.3946858	0.5098150	0.2545186	0.2707006	0.6052563	0.6007846	0.6974018	0.5424528	0.8276201	0.0823193	0.5121322	0.2895769	0.2250663	0.4509569	0.3641399	0.0375625	0.4901690	0.0527167	0.0005994	0.0532168	0.0886230	0.2127493	0.1733446	0.2680713	0.1844484	0.4763651	0.0905187	0.5215086	0.0480133	0.0934922	0.4938253	0.5924827	0.2399218	0.4749202	0.3818221	0.0673206	0.6552765	0.5167174	0.5963101	0.0000109	0.7248672	0.4106579	0.0411886	0.7316129	0.3151880	0.0436590	0.4840823	0.5931154	0.6649025	0.5399109	0.3230517	0.2632123	0.4583376	0.5587775	0.1113640	0.3008318	0.7246053	0.3941468	0.3571522	0.7250917
900	0.1194327	0.4208699	0.0288440	0.1966595	0.5100987	0.0716990	0.0030278	0.3777367	0.1615761	0.5561828	0.3280794	0.5668590	0.2787856	0.4660567	0.0115036	0.4683603	0.2891928	0.4934482	0.4465253	0.4962668	0.0436098	0.4162930	0.6099776	0.1636163	0.4223261	0.2137157	0.3276972	0.0167937	0.0483863	0.0080432	0.1868278	0.4506721	0.5058327	0.4006275	0.1830140	0.0026764	0.6284241	0.0966751	0.1127235	0.1322794	0.4025417	0.5144197	0.3124115	0.3641611	0.5327393	0.6454242	0.6320201	0.5371207	0.7559332	0.1173194	0.5651773	0.4676361	0.1890113	0.5660749	0.3400023	0.0348867	0.5436616	0.0603190	0.0001283	0.0667074	0.1261922	0.2075435	0.1504300	0.2002516	0.1222450	0.4852290	0.0690617	0.4999061	0.0739748	0.1203214	0.4502575	0.6137244	0.1552227	0.4393200	0.4592202	0.0496409	0.5797606	0.6251109	0.6017169	0.0000205	0.7804449	0.4816226	0.0159872	0.5566218	0.3706149	0.0360178	0.4901192	0.5321629	0.6624161	0.3813415	0.3327291	0.3169336	0.4121230	0.7133419	0.0931084	0.1910160	0.6571588	0.4550639	0.2754134	0.6906558
950	0.0842866	0.4439018	0.0205325	0.2242483	0.6143386	0.0812228	0.0003439	0.3199205	0.2117750	0.6227413	0.3231465	0.4789512	0.2106144	0.4555727	0.0247753	0.5454739	0.2638461	0.4276109	0.3866119	0.6683973	0.0946671	0.4544543	0.6052746	0.1989185	0.4308452	0.2952030	0.2006250	0.0278835	0.0230154	0.0116121	0.1468430	0.4238961	0.6643059	0.3719749	0.2667407	0.0028369	0.6609123	0.0982334	0.1177288	0.1668327	0.3775800	0.4351506	0.2672432	0.3866046	0.5893172	0.7426700	0.6163973	0.5187898	0.6365437	0.1598828	0.5662078	0.3444232	0.2448556	0.5238835	0.3432467	0.0362099	0.4241742	0.0549442	0.0001264	0.0355786	0.0693214	0.2607459	0.1226157	0.2236386	0.1883473	0.5044060	0.0849062	0.5808381	0.0809050	0.1384437	0.5417162	0.5280392	0.2039445	0.4245097	0.3100376	0.0456211	0.5607462	0.6351351	0.5100404	0.0018561	0.6536213	0.4682167	0.0048239	0.5684384	0.3140999	0.0452936	0.4661597	0.6676186	0.5683361	0.4050397	0.3445275	0.3082100	0.4887163	0.5108470	0.1016728	0.2726900	0.6174848	0.5016659	0.2911765	0.7194714
1000	0.0879651	0.4263175	0.0481547	0.2803505	0.6662389	0.0664665	0.0021204	0.2673020	0.1425891	0.4451642	0.3693391	0.6944426	0.2125043	0.6269078	0.0069250	0.4975134	0.3068159	0.4945520	0.3771228	0.7088733	0.0913423	0.3391171	0.6141799	0.1708692	0.5004182	0.2121329	0.2132039	0.0154023	0.0557269	0.0058853	0.0839328	0.4271239	0.7005499	0.2702013	0.1674019	0.0061652	0.4950840	0.1446079	0.1567774	0.1358924	0.4125862	0.4321106	0.2009819	0.3997268	0.4993187	0.7288058	0.4523683	0.5443250	0.7074373	0.1380744	0.5719500	0.3953713	0.2403753	0.4950707	0.3785634	0.0608713	0.4584296	0.0339241	0.0004949	0.0252889	0.0905930	0.2029794	0.1522848	0.1383942	0.1567844	0.6148717	0.1512948	0.4873494	0.0568619	0.0984522	0.4527952	0.6259426	0.1458417	0.5037727	0.3940405	0.0547225	0.5025452	0.7015081	0.3977585	0.0002631	0.6428967	0.4748459	0.0176538	0.5376546	0.3863496	0.0836196	0.4957623	0.5188766	0.6747387	0.4338699	0.3880309	0.4361527	0.5094950	0.7080371	0.1143876	0.2104181	0.7949747	0.5141656	0.2881114	0.6225412

0	0.0551272	0.3288161	0.0371820	0.1251850	0.6915598	0.0511741	0.0025996	0.3772155	0.2368364	0.4728818	0.2911085	0.5991957	0.1825222	0.5493063	0.0272839	0.4722694	0.2843281	0.4621610	0.4340913	0.7601183	0.1067586	0.3959905	0.7000428	0.1998826	0.3980166	0.3008219	0.2457972	0.0366125	0.0407825	0.0174692	0.1113648	0.3962283	0.6967664	0.3942043	0.2687668	0.0097352	0.5836836	0.1152597	0.1478106	0.1132993	0.4427889	0.3858952	0.2193990	0.3051925	0.5781546	0.6046090	0.5034149	0.6066537	0.5944137	0.1303358	0.5337703	0.3532670	0.1009431	0.4833429	0.3770024	0.0401107	0.3457625	0.0380626	0.0002005	0.0344506	0.1094820	0.1923837	0.1644714	0.1938386	0.1309433	0.7382294	0.1121433	0.4790776	0.0802361	0.1039294	0.3901634	0.4953640	0.1548086	0.4013590	0.3144250	0.0440298	0.5881939	0.5999377	0.4643669	0.0001985	0.6331921	0.4211470	0.0133168	0.5930184	0.3255550	0.0303061	0.4869009	0.5348704	0.5327426	0.4928236	0.4148355	0.4244087	0.4440869	0.6095572	0.0958879	0.1538700	0.6516361	0.3816105	0.3901405	0.7536396
