Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G93A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4031010	0.8202699	0.3651506	0.1833723	0.5536177	0.1641517	0.5630347	0.7525422	0.2189538	0.5892843	0.9722152	1.0387499	1.0322052	0.3557960	0.6471822	1.1138350	0.2939847	0.0001572	0.8857259	0.5160350	0.5417800	0.9754243	0.8506588	0.4501095	0.0455775	0.1344531	0.4723550	0.7431732	0.0871321	0.6738437	0.1406703	0.4087921	0.4152191	0.8064250	0.5965052	0.6268380	0.8112529	0.4356768	1.0684702	0.2054095	0.9570830	0.5961159	0.3788670	0.9829913	0.0370286	0.3333268	0.7479487	0.7184642	0.0091719	1.0087383	0.8828461	0.6743465	0.2720410	0.0241610	0.7102133	0.0039924	0.6758963	0.0206203	0.5238238	0.7683142	0.4499758	0.8340052	0.8114817	0.7256984	1.0389859	0.9044394	0.6192273	0.5414203	0.6003709	0.8158901	0.0008694	0.4284482	0.2357506	0.9229780	0.3172786	0.8131933	0.8209618	0.6288639	0.3788261	0.3522885	0.4567645	1.0367177	0.1223413	0.2708558	0.2982459	0.3451717	0.6902037	0.4334147	0.0349944	0.1282157	0.2284446	0.3571677	1.0026694	0.0104689	0.0700867	0.5644880	0.0030482	0.5241074	0.1248468	0.3507809
500	0.3562076	0.8648727	0.3370870	0.1515226	0.5406825	0.1508512	0.5162690	0.7890820	0.2709680	0.4701597	0.9567411	1.0125412	1.0106733	0.3422622	0.5875307	1.1391409	0.2604468	0.0030628	0.8319162	0.5303277	0.5998582	1.0745297	0.8012110	0.4915829	0.0262103	0.1457680	0.4307039	0.7948809	0.1369900	0.8171902	0.1977861	0.3680035	0.4905365	0.8034343	0.6030623	0.6706171	0.8962945	0.4388332	1.0265852	0.2674159	1.0296740	0.6027745	0.3123029	1.0185438	0.0401807	0.3469878	0.7134355	0.7401843	0.0035806	0.8723450	0.8243683	0.7612532	0.3313080	0.0191966	0.6568981	0.0028072	0.6189008	0.0132126	0.5933413	0.7913728	0.4517116	0.7509492	0.8238388	0.7956376	1.0548239	0.8922023	0.6463722	0.4994258	0.5527524	0.9159593	0.0003129	0.4472882	0.2378467	0.9240627	0.2889176	0.7469920	0.8659279	0.6598773	0.3368311	0.3647689	0.4191927	0.9614983	0.1833089	0.2888540	0.2775901	0.3619129	0.7666639	0.3411592	0.0576415	0.1110685	0.2009938	0.3788935	0.9672777	0.0016710	0.0547358	0.5681121	0.0007512	0.5018658	0.1482242	0.3642468
550	0.3863065	0.9362403	0.3673417	0.1688734	0.7237603	0.1311355	0.4640014	0.7517911	0.2585081	0.5455945	0.8871735	1.0264420	1.0191752	0.3105745	0.5114741	1.0672626	0.1128298	0.0070338	0.8654496	0.4132732	0.5475900	1.0918784	0.6039864	0.5549526	0.0381467	0.2289237	0.3847082	0.7353527	0.1765796	0.8035837	0.1660004	0.4577644	0.5534760	0.7742484	0.6991988	0.5494497	0.6329265	0.2894233	1.0806706	0.2540356	1.0416312	0.6059253	0.2717474	0.8681109	0.0307473	0.3928800	0.7156957	0.8450301	0.2500152	1.0025654	0.8834518	0.6871357	0.3606942	0.0161720	0.7776948	0.0001163	0.5230092	0.0133057	0.4965080	0.8049962	0.5039469	0.9425739	0.8026038	0.6982285	0.9841877	0.8721072	0.5592280	0.5090004	0.5967673	0.4945036	0.0012603	0.5696446	0.2148891	1.0077703	0.3737953	0.7480339	1.0493305	0.7119889	0.3042467	0.3249233	0.4301104	0.9782208	0.5688361	0.3000600	0.4174158	0.3679764	0.7931798	0.2513288	0.0719255	0.2320900	0.1648674	0.4364936	0.9530451	0.0002906	0.0542618	0.6875847	0.0007512	0.4312757	0.1280925	0.3827638
600	0.4915657	0.8482882	0.3658726	0.2702422	0.8553026	0.1147351	0.5382619	0.8398338	0.1993720	0.5980644	0.7862863	0.9111153	1.0020862	0.3318474	0.5311633	0.9981813	0.0280594	0.0012998	0.9032234	0.1992634	0.5475279	1.0813240	0.3523018	0.5557595	0.0503238	0.5106200	0.2622241	0.7621230	0.2374019	0.9590384	0.1544892	0.5496038	0.5718305	0.7515862	0.6161573	0.4612831	0.3903963	0.1915503	1.0173472	0.2536262	1.0723030	0.6097259	0.2401836	0.9289258	0.0180297	0.2765916	0.7007346	0.6994991	0.5506730	1.0631638	0.7689303	0.5553944	0.2817772	0.0181151	0.7715559	0.0029848	0.5629708	0.0195093	0.6303482	0.6991614	0.4704141	0.9508178	0.8920479	0.6240103	0.9777091	0.8360709	0.6072217	0.4896974	0.6164942	0.4354499	0.0011987	0.6952163	0.2642174	1.0338412	0.4719018	0.7818229	1.0656185	0.7280926	0.3066703	0.2925719	0.4590372	1.0292259	0.8636950	0.4189172	0.4029720	0.3262572	0.7616305	0.2079373	0.1149541	0.3676091	0.2255755	0.4105695	0.8779834	0.0014433	0.0995100	0.7891530	0.0003627	0.4634714	0.2102766	0.3703423
650	0.5137657	0.8464976	0.2119909	0.3652451	0.8381713	0.1071278	0.5219779	0.8900709	0.2410082	0.6082608	0.8351218	1.0030158	1.0789186	0.2885650	0.4677925	0.9026381	0.0065033	0.0058615	0.9689635	0.0969346	0.5103154	0.8994647	0.2799770	0.6618055	0.0249735	0.6152673	0.2343644	0.8367894	0.2920321	1.0743758	0.1560601	0.6171493	0.6091816	0.7740377	0.6634568	0.4552873	0.1818628	0.1365469	1.0019039	0.2279557	1.0730939	0.6332900	0.2587191	0.8830551	0.0305733	0.2392636	0.7594523	0.6847094	0.6970242	0.9480778	0.7897024	0.4553907	0.1565539	0.0274268	0.8586914	0.0005768	0.6137443	0.0085868	0.6830387	0.6220838	0.4311367	0.9632463	0.9000873	0.6006744	0.9421610	0.8680215	0.7212492	0.4509844	0.6314043	0.3056043	0.0023323	0.8263114	0.2241777	1.0501094	0.5594453	0.7295757	0.8269293	0.7189176	0.3430084	0.2641674	0.4385793	1.0544497	0.9236739	0.4214063	0.2843349	0.2728972	0.7118767	0.1330084	0.2217690	0.4128707	0.1943258	0.3918216	0.9015652	0.0049657	0.1092798	0.8712771	0.0004316	0.6648921	0.2384224	0.4141313
700	0.5750317	0.7366018	0.1571160	0.4634610	0.7900363	0.0751512	0.5086074	0.8187703	0.2494647	0.5916384	0.8693308	0.9613773	0.9975228	0.2123363	0.4442332	0.8755456	0.0118562	0.0078066	0.9416030	0.0268871	0.5034284	0.6139477	0.2890815	0.7127465	0.0279284	0.8330702	0.2943302	0.7434974	0.3987931	1.0069470	0.1536373	0.5740692	0.7293222	0.7941458	0.6213491	0.5136608	0.0900739	0.1265238	1.0312392	0.1727248	1.0903455	0.6134067	0.2511466	0.8581439	0.0328471	0.3884198	0.7992973	0.5655899	0.7069479	0.9709561	0.8193001	0.3925217	0.0886454	0.0325056	0.7252414	0.0007947	0.5940631	0.0040064	0.7606152	0.6584036	0.5037399	0.9739396	0.9826210	0.4991931	1.0058789	0.8672413	0.6216283	0.4579518	0.5500212	0.3512922	0.0010627	0.8282693	0.2239436	1.0372216	0.6013974	0.7831669	0.8355065	0.6549590	0.3257155	0.2780303	0.4350506	0.9260892	1.0305848	0.4440899	0.1225477	0.2526945	0.7508596	0.0869665	0.1890746	0.4038273	0.1861565	0.3799911	0.9132466	0.0032501	0.1709538	0.8631834	0.0022563	0.8297022	0.2467038	0.3910156
750	0.6069633	0.5677386	0.1196058	0.3633244	0.6782233	0.0833826	0.5259927	0.8190190	0.2770494	0.6271589	0.9845856	0.8094343	1.0327582	0.2081629	0.4973808	0.8318986	0.0132725	0.0018566	0.9513186	0.0316703	0.4805371	0.5881332	0.3766686	0.7536144	0.0209134	0.8131069	0.2524124	0.6588858	0.4812453	1.0237046	0.1867469	0.5685426	0.6356706	0.8253213	0.6441134	0.6487889	0.0759724	0.0984039	0.9386949	0.1596568	0.9967954	0.5586267	0.2397821	0.7537831	0.0532431	0.2803966	0.7514415	0.5163864	0.7781610	0.9335107	0.9267378	0.3923175	0.1283028	0.0160498	0.6696851	0.0029213	0.5787808	0.0150058	0.7399446	0.6125223	0.5608817	1.0447168	0.9201350	0.4788746	0.9849447	0.8328697	0.5757592	0.4948814	0.5355998	0.3369120	0.0010906	0.9411698	0.2186370	0.9600158	0.5903370	0.8152045	0.9068787	0.6461737	0.3369391	0.2931970	0.4677738	1.0136486	1.0212535	0.3883975	0.1340046	0.2213132	0.7137623	0.0910415	0.1749710	0.3482478	0.1496523	0.4382392	0.8944760	0.0076211	0.1476990	0.8476321	0.0010255	0.9204067	0.1907340	0.4290275
800	0.5481380	0.4688357	0.1330403	0.2999022	0.5771542	0.1300420	0.5606516	0.8405126	0.2896125	0.5889136	0.9381682	0.8392243	0.9488064	0.2177108	0.5350662	0.9670676	0.0075244	0.0008368	0.9635561	0.0306473	0.6017234	0.7503696	0.3923731	0.8410070	0.0199991	0.8881250	0.2675240	0.6717927	0.4801498	1.0938056	0.1776261	0.5325619	0.6373092	0.7095072	0.6894026	0.6364649	0.0476456	0.0916913	1.0242334	0.1604403	0.9951289	0.6319195	0.2567536	0.6865128	0.0981970	0.4165963	0.8001954	0.4377001	0.7556403	1.0467746	0.8113126	0.4480026	0.1105457	0.0278536	0.7144618	0.0009231	0.6410948	0.0139146	0.7428055	0.5809328	0.5905448	0.9096333	0.7860350	0.3987896	0.8883514	0.6940556	0.6015337	0.5210955	0.6081767	0.3936081	0.0006578	0.8781373	0.2052462	0.9924492	0.5653974	0.7749802	0.9322858	0.6480880	0.3425932	0.2814673	0.4480617	1.0108626	0.9769859	0.3908170	0.1119107	0.2524929	0.7457997	0.0962541	0.1388599	0.3587730	0.1736662	0.4813266	0.9928703	0.0236106	0.1010942	0.9292238	0.0004511	0.9391604	0.1782024	0.3978132
850	0.6005258	0.4450257	0.1129969	0.2119354	0.5677395	0.1396225	0.5751274	0.8418092	0.2966780	0.5576559	0.8727742	0.8534825	0.9759674	0.2870885	0.5021651	0.9497001	0.0095747	0.0001156	1.0373239	0.0320560	0.6371696	0.6895850	0.4525583	0.7971799	0.0266575	0.9633615	0.2753686	0.6229251	0.4051167	0.9573326	0.1258444	0.5936145	0.5645966	0.7053119	0.6822949	0.6890750	0.0315090	0.0805663	1.0199510	0.2222409	0.9746993	0.6253005	0.2425519	0.6969966	0.2523988	0.4243885	0.8000768	0.3268956	0.7103866	0.9388056	0.8360257	0.4099654	0.1971605	0.0186206	0.6366782	0.0052669	0.6311477	0.0023978	0.6987845	0.6010991	0.6130733	1.0159491	0.8017237	0.4053327	0.8824055	0.7071787	0.6103480	0.4978927	0.6270740	0.3165854	0.0002405	0.9268332	0.2161710	0.9406386	0.5730970	0.7486421	0.9041437	0.7312647	0.3536999	0.2991404	0.3989265	1.0334696	0.9086574	0.3658082	0.1347885	0.3043656	0.7819433	0.0941759	0.0908946	0.2639459	0.1384748	0.4049066	0.9627219	0.0361396	0.0861871	0.9829694	0.0055951	0.8416181	0.2060284	0.3749446
900	0.5903469	0.3823064	0.0912448	0.1988962	0.5518236	0.1909183	0.6246763	0.7745320	0.3290361	0.5940131	0.9118433	0.9692031	0.9206035	0.3213392	0.5123540	0.8945403	0.0120849	0.0001019	0.9081395	0.0288400	0.6607547	0.8302079	0.4617848	0.9118291	0.0175223	0.8430965	0.2790658	0.7177059	0.2729422	1.0814037	0.1193896	0.5786969	0.4510166	0.6575130	0.7894974	0.7391945	0.0256568	0.0840411	0.9745664	0.2308721	0.9703417	0.6821163	0.2860747	0.7199130	0.4858251	0.5120050	0.8442548	0.3419113	0.6736057	0.9618294	0.7235691	0.4823066	0.2590866	0.0151740	0.6840745	0.0041931	0.6294659	0.0055200	0.7494237	0.6667935	0.5976734	1.0665986	0.8835080	0.5111999	0.8944225	0.7432048	0.6038652	0.5603917	0.5163119	0.3416134	0.0014304	1.0180368	0.1731840	0.8812488	0.6892887	0.7250156	0.8750918	0.6525269	0.3746754	0.2395340	0.3398825	0.9968736	1.0776742	0.3652951	0.1749379	0.3621842	0.7324206	0.0778289	0.0497880	0.2601825	0.1591976	0.3487960	0.9295187	0.0289891	0.0429249	0.9436569	0.0489137	0.7362764	0.1713219	0.3989773
950	0.4643511	0.2802121	0.1039588	0.1525198	0.4528449	0.1861190	0.6073008	0.8126786	0.3284598	0.5828536	0.9474727	0.8689704	0.9612769	0.2601095	0.6053140	0.9544379	0.0151167	0.0001742	0.8327811	0.0220447	0.6383790	0.8886452	0.4932016	0.8025820	0.0182192	0.8070395	0.2171728	0.6841291	0.2036613	0.9969765	0.1466048	0.5569166	0.4062951	0.5841658	0.8359723	0.6956596	0.0025131	0.0879177	1.0461990	0.1885048	1.0114641	0.7091374	0.2503471	0.7583531	0.5234513	0.5183322	0.8830006	0.4156992	0.5854032	0.8905292	0.7435579	0.4608360	0.2327723	0.0110711	0.7644892	0.0075570	0.6522629	0.0011237	0.7369482	0.6888340	0.6343603	1.0483212	0.8615001	0.4569417	0.8744905	0.7927042	0.6466658	0.5658947	0.5588008	0.2701245	0.0010556	0.9635407	0.1777433	0.9664877	0.6921111	0.8233416	0.8273013	0.5874985	0.3509391	0.3314683	0.3525690	0.9624544	1.0584327	0.3111200	0.2269705	0.3218956	0.6622391	0.0869727	0.0423486	0.2603104	0.1987377	0.3596279	0.8611174	0.0213807	0.0212291	1.0172223	0.1099103	0.7926699	0.1586290	0.4137085
1000	0.5483319	0.2939204	0.0948194	0.1294709	0.4834603	0.2289804	0.5243933	0.8031591	0.2982250	0.5636979	0.9708148	0.8964602	0.9611655	0.2779541	0.6219166	0.9528289	0.0049384	0.0036695	0.9719320	0.0132288	0.6662969	0.9629313	0.4379616	0.8438406	0.0182037	0.8751074	0.2811718	0.7580702	0.1306734	0.9977592	0.0965025	0.5124664	0.3792350	0.6043530	0.8148237	0.7101135	0.0066487	0.0752675	1.0604576	0.1669911	0.9463314	0.6719513	0.2242816	0.7829681	0.3805634	0.6205962	1.0176661	0.3978182	0.6551733	0.9277168	0.7923447	0.4772846	0.2694492	0.0018932	0.7392913	0.0049866	0.6137111	0.0017626	0.7678275	0.7284297	0.5911864	0.9577857	0.8229043	0.4209844	0.9168173	0.7677822	0.6754722	0.5323801	0.5569309	0.2341539	0.0019468	1.0047759	0.2058378	0.9646851	0.7136033	0.8722669	0.8218245	0.5409554	0.3524286	0.3762536	0.2784637	1.0028452	0.9918656	0.3645987	0.1754022	0.3479310	0.6916262	0.1009829	0.0227550	0.2757499	0.1630083	0.4279449	0.8486358	0.0187641	0.0356418	0.8675567	0.1506049	0.8074560	0.1955799	0.4604736

0	0.5697964	0.2778532	0.0978065	0.0918550	0.4977783	0.2386880	0.6053130	0.7218698	0.3959277	0.5399817	0.9308345	0.9959142	0.8876609	0.6539847	0.8718728	1.0226916	0.0087255	0.0050259	0.9694841	0.0195784	0.5949543	0.9589293	0.5709912	0.9604708	0.0325846	0.9302514	0.2276725	0.7773188	0.0855975	0.9835764	0.0746419	0.4803199	0.3746290	0.7002378	0.7389921	0.9397439	0.0068475	0.0585431	0.9601688	0.1200974	1.0624456	0.6298472	0.2162468	0.7923179	0.2390308	0.6136129	0.8803468	0.3880312	0.6779180	1.0114872	0.7840062	0.4346647	0.2758103	0.0146933	0.7461905	0.0046608	0.7363416	0.0012304	0.8808769	0.8059980	0.6346503	1.1011613	0.7683671	0.7450195	1.0848441	0.8921548	0.5264415	0.6462327	0.6272527	0.3602463	0.0039516	0.9356259	0.2803425	1.0187214	0.7196265	0.7959327	0.8522966	0.5625558	0.4111942	0.3910375	0.2763775	1.0969115	1.0043153	0.3987414	0.1849210	0.3980695	0.7788245	0.0599112	0.0116096	0.2742598	0.1858628	0.3989088	0.9217859	0.0547140	0.0198763	0.9159905	0.0318908	0.8738683	0.1657121	0.6451273
