"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G76A	G94	G95	G96	G97	G98	G99	G100
450	0.0408753	0.7995463	0.9335029	0.3399490	0.9503228	0.0561450	0.0012433	0.3827083	0.2420796	0.8895568	0.0219776	1.0406807	0.5952236	0.6054871	0.0221725	0.7355310	0.4801159	0.7706820	0.8058332	1.0293073	0.1290643	0.6027289	1.0115315	0.2135555	0.3782336	0.4457098	0.3689903	0.0141361	0.1936565	0.0156390	0.9090861	0.5270969	1.0468839	0.6281653	0.3160181	0.0001257	0.9134221	0.1906604	0.2251853	0.2204557	0.7203177	0.6454235	0.3188650	0.3886180	0.9070838	1.0081498	0.9740169	0.9207824	1.0094062	0.4303144	0.7387222	0.3754009	0.4377133	0.9208631	0.6134487	0.0856586	0.2608876	0.0058541	0.0003150	0.0720217	0.8810862	0.2789453	0.0638082	0.2071097	0.2625772	0.8582701	0.2131179	0.6510423	0.0193800	0.1242087	0.7860027	0.3549444	0.1833330	0.6063035	0.5335608	0.0817827	0.5482752	0.9045863	0.4449460	0.0000872	0.9606671	0.6927034	0.0055634	0.8599532	0.4823786	0.0463523	0.5263962	0.9559783	0.4091799	0.6669176	0.7153984	0.4727167	0.4906042	0.9434503	0.1514757	0.3244360	0.9643836	0.8044725	0.5386951	0.9691395
500	0.0496427	0.7784013	0.9084024	0.3395846	1.0138629	0.1110145	0.0057381	0.3509707	0.2351665	0.9875441	0.0449308	1.0630818	0.7209470	0.5938995	0.0249931	0.7703335	0.4941118	0.8010469	0.7280727	0.9496518	0.0853861	0.5620760	0.9246063	0.2809027	0.4078923	0.4449183	0.4314422	0.0212506	0.1864404	0.0142193	0.9072956	0.5979592	0.9065826	0.5816258	0.2899480	0.0006087	0.8411045	0.1475494	0.1742247	0.2150297	0.6283251	0.6250816	0.4000408	0.3536316	0.9341339	0.9951341	0.9931873	0.8443118	0.9210076	0.5032674	0.6908326	0.4342524	0.4316171	1.0331264	0.5491669	0.0685131	0.2035462	0.0085337	0.0027261	0.0798759	0.7915480	0.2711032	0.0800098	0.1581687	0.2036210	0.8453865	0.2278602	0.6923571	0.0170381	0.1121693	0.8535452	0.2981023	0.1767555	0.5626389	0.5497708	0.1090234	0.6192907	0.9323757	0.5642069	0.0000941	0.9931170	0.6639452	0.0083599	0.9892180	0.5169978	0.0312440	0.5838345	1.0532392	0.3871536	0.6331646	0.7256593	0.5214442	0.6057959	0.9561084	0.1115614	0.3923398	0.9559808	0.8741558	0.5913060	0.9014419
550	0.0510185	0.5504424	0.6591733	0.3272619	0.9377779	0.0838361	0.0015691	0.3657945	0.2353891	0.8852192	0.1765628	0.9924793	0.6757856	0.5723012	0.0261003	0.7797073	0.4850669	0.7528255	0.7625302	1.0219203	0.0961010	0.5392842	1.0017771	0.2359644	0.6064381	0.4944575	0.3841230	0.0449502	0.3065975	0.0204080	0.6678221	0.5842474	0.9086881	0.6916517	0.2743561	0.0114003	0.9270887	0.1643396	0.2214706	0.2240999	0.6871360	0.7188075	0.4350584	0.4909941	0.9323306	1.0374988	0.8854674	0.8350862	0.9134470	0.4222210	0.6209729	0.4372079	0.3815360	1.0073507	0.6034679	0.0941334	0.3422871	0.0249999	0.0004953	0.0619928	0.8254816	0.2936290	0.1448179	0.2055471	0.2040924	0.8146088	0.1866994	0.7077217	0.0194672	0.1388708	0.9706309	0.3991936	0.1901164	0.5830948	0.4895496	0.1181523	0.7506321	0.9525743	0.5073101	0.0017621	0.9355893	0.7003573	0.0140184	0.8861613	0.5229005	0.0238392	0.6798963	0.9910824	0.7494977	0.6973548	0.6560339	0.5266062	0.5921570	0.9417128	0.1302001	0.3531129	1.0196861	0.7964104	0.6278684	0.9155704
600	0.0720482	0.3155009	0.3950772	0.2909102	0.9778993	0.0751333	0.0016905	0.4552462	0.2478039	0.8471121	0.3224528	0.9532513	0.5076386	0.6697752	0.0258090	0.7483596	0.5217250	0.7522420	0.6648473	1.0431008	0.1035786	0.4628464	0.9907349	0.2838960	0.6089806	0.4176138	0.3415973	0.0324717	0.2988776	0.0150258	0.4378552	0.5969568	0.9921512	0.6594273	0.2369078	0.0098240	0.8244803	0.1973451	0.1888851	0.2346885	0.6143590	0.7055789	0.5214723	0.4262518	0.9083161	0.9311344	0.9866020	0.8446940	0.9812027	0.2832838	0.6604680	0.4810211	0.4011157	0.8978784	0.5626700	0.0581486	0.5041845	0.0560311	0.0018066	0.0902636	0.6100724	0.4371934	0.2056785	0.1836254	0.2612365	0.7354293	0.2283334	0.6989085	0.0802412	0.1452285	0.9332884	0.5527076	0.2241235	0.4545813	0.5088926	0.0739590	0.9401825	0.7025665	0.5387344	0.0013037	0.9659544	0.6648289	0.0219658	0.9196952	0.5177774	0.1214847	0.6498057	0.8166849	0.8315140	0.6289848	0.5992363	0.5685517	0.5730380	0.9009161	0.1736656	0.3465925	0.9405280	0.8806985	0.6499295	0.8796579
650	0.1978136	0.2757809	0.1836446	0.3036722	1.0053722	0.0780409	0.0027601	0.4574521	0.2709489	0.8757155	0.3406075	0.8387919	0.4242361	0.7349033	0.0241094	0.8389759	0.4732632	0.7231364	0.5660163	1.0810021	0.0857042	0.6880789	1.0486546	0.3056352	0.5825296	0.4106717	0.3527712	0.0221313	0.2833399	0.0129365	0.2853630	0.5997986	0.9756840	0.7253460	0.2391574	0.0095786	0.9464170	0.1836321	0.1818618	0.1902800	0.5717172	0.5595360	0.5081025	0.4497474	0.8739120	0.9902095	1.0085164	0.8103286	0.9366002	0.2155020	0.6741373	0.4533106	0.3628976	0.7627747	0.5887787	0.0772952	0.6039949	0.0806410	0.0012633	0.0682959	0.3994329	0.4131001	0.2220122	0.2083802	0.2549690	0.7271007	0.2475377	0.6138041	0.1861733	0.1184490	0.9216487	0.7541703	0.2497773	0.4094853	0.4959445	0.0992381	0.9863579	0.6715636	0.6363125	0.0085851	0.9330231	0.6820090	0.0186077	0.9490520	0.5186921	0.1363816	0.5782950	0.8761832	0.9362551	0.6443751	0.6432206	0.5941720	0.5663480	0.8583269	0.2211359	0.3397333	1.0054699	0.8540487	0.5575666	0.8945747
700	0.3237805	0.4074372	0.0800567	0.2863027	1.0375281	0.0953841	0.0037998	0.3939776	0.2478230	0.9105051	0.3880147	0.9003242	0.3641041	0.8273724	0.0383482	0.7641844	0.3819639	0.7213327	0.5811739	1.0955166	0.0681253	0.6521057	1.0032998	0.2325781	0.6252828	0.3572955	0.3499753	0.0178635	0.2388515	0.0187770	0.3417377	0.6170111	0.9566617	0.8069137	0.2896061	0.0120761	0.9587346	0.1841843	0.1878569	0.1763617	0.5606191	0.5647983	0.5301757	0.4379475	0.8241466	0.9557438	0.9715424	0.7771113	0.9746091	0.2171570	0.7438687	0.4870012	0.4810268	0.7740996	0.6865412	0.1072871	0.6120665	0.0668417	0.0007208	0.0338393	0.2655928	0.3894227	0.3012058	0.2669179	0.2376082	0.7234419	0.1750938	0.6807035	0.2217860	0.1144126	0.9181837	0.8354601	0.2991763	0.4397763	0.5715206	0.0946074	0.9315922	0.7081328	0.6098655	0.0089903	0.8686962	0.6528653	0.0166258	0.9102737	0.5298760	0.1353064	0.6193926	0.8471340	0.9424950	0.6482663	0.5183698	0.5184908	0.6461947	0.9202656	0.2221267	0.3340391	1.0126143	0.8878161	0.5372868	0.9023020
750	0.2858800	0.5412563	0.0768883	0.2845038	1.0256643	0.0988180	0.0008136	0.4000947	0.2652837	0.8989325	0.4210562	0.8913962	0.3934063	0.8570936	0.0445432	0.7129312	0.4094231	0.6850089	0.6609494	1.0430739	0.1028065	0.6607760	0.9778892	0.1603591	0.6527534	0.3299058	0.3529051	0.0241036	0.1976329	0.0137282	0.3546949	0.5597846	0.9588053	0.7223573	0.2631028	0.0100141	0.9711933	0.1737929	0.1916230	0.2037374	0.6838160	0.5661764	0.4381603	0.4281071	0.7920771	0.9589337	0.9148325	0.8966295	1.0151414	0.2215401	0.7471497	0.5732216	0.4084817	0.7863701	0.6533690	0.1082889	0.4779735	0.0871197	0.0000111	0.0386459	0.2019202	0.3800537	0.2329007	0.2460976	0.2550997	0.7544118	0.1746375	0.6098747	0.1829870	0.1297212	0.8166016	0.8857560	0.2937463	0.4334039	0.6040675	0.1502435	0.9039599	0.6955956	0.6920829	0.0012535	0.9551141	0.7177835	0.0252789	0.8194280	0.5663055	0.1096744	0.6215506	0.8132854	0.9622419	0.6573357	0.5589142	0.5167086	0.6390823	1.0189518	0.1557943	0.4144789	1.1894229	0.8956638	0.4521118	1.0160502
800	0.2201899	0.5607815	0.0507771	0.2731881	0.9068230	0.1124149	0.0035347	0.4397330	0.2558802	0.9269698	0.4189036	1.0116541	0.2817512	0.8713511	0.0439324	0.7712462	0.3697518	0.7217007	0.7181254	1.0451944	0.1034506	0.6027222	1.0056060	0.2657949	0.6547929	0.3667960	0.3620588	0.0260427	0.1724669	0.0230496	0.3530111	0.5704596	0.9059650	0.6295133	0.2849036	0.0252516	0.9439026	0.1972367	0.1829204	0.2298735	0.7621604	0.6518368	0.4159616	0.3891743	0.8076649	0.9500456	0.9595939	0.7250322	0.9295473	0.2551218	0.7377206	0.5851244	0.3828969	0.7076844	0.6849723	0.0944991	0.5842443	0.1148443	0.0016388	0.0685288	0.2029013	0.4438411	0.2363075	0.2543631	0.2335386	0.7829531	0.1668894	0.6420224	0.1956077	0.1664530	0.7984160	0.9267856	0.2980845	0.4836956	0.5520698	0.1252822	0.9644633	0.9181328	0.7200420	0.0004357	0.8946693	0.6134142	0.0365833	0.9004762	0.4589121	0.1392957	0.6674054	0.8286948	0.9827075	0.7805861	0.6059020	0.5120318	0.7182156	0.9966789	0.1323121	0.4163313	0.9608048	0.8127760	0.4100404	1.0153819
850	0.2227028	0.6255291	0.0431828	0.2366047	0.8578688	0.1224770	0.0033387	0.4767554	0.2417170	0.8687698	0.4831171	0.9419305	0.2965472	0.8356392	0.0411535	0.6847523	0.3813087	0.7376338	0.6084925	0.9245139	0.1231497	0.5870959	1.0014880	0.2559165	0.6684287	0.3772774	0.3453459	0.0345129	0.1273401	0.0152601	0.3228185	0.5704194	1.0231518	0.6489862	0.3019147	0.0056769	0.9488056	0.1839647	0.1958685	0.1874641	0.7068460	0.7318131	0.4066331	0.4307273	0.9129870	0.9983069	0.8415698	0.7671727	1.0680843	0.1801996	0.7306892	0.5655311	0.3824409	0.7997621	0.6009509	0.0635532	0.6691095	0.0952981	0.0001875	0.0879857	0.1551690	0.3653445	0.2273262	0.2904121	0.2075007	0.8100662	0.1479587	0.7057052	0.0983515	0.1698125	0.7074592	0.8193185	0.3439633	0.5744711	0.5227641	0.0921326	0.9501598	0.9102544	0.7929991	0.0010507	1.0342981	0.6595122	0.0399725	0.9669091	0.4844235	0.1041941	0.6822604	0.8274384	0.9152193	0.6913387	0.6101522	0.4430846	0.7014412	1.0537754	0.1323819	0.4038684	1.0980021	0.6930242	0.4268958	1.0806805
900	0.1489451	0.5599293	0.0437246	0.2600775	0.9253708	0.1011723	0.0022179	0.4698443	0.2877455	0.7963763	0.5565856	0.9734371	0.2549157	0.6180280	0.0524303	0.6903204	0.3729008	0.9140204	0.6454617	0.9482249	0.1089411	0.5108201	1.0717884	0.2720669	0.6636252	0.3538345	0.3477220	0.0298755	0.0933538	0.0140626	0.3268844	0.6010010	0.9551828	0.6397107	0.3448449	0.0046469	0.8674626	0.1893491	0.1963071	0.2086894	0.7096434	0.7182223	0.3864242	0.4303092	0.8939004	0.9401878	0.8888477	0.7399847	1.0084496	0.2117668	0.7401788	0.5744643	0.3226245	0.7759745	0.6438123	0.0660336	0.6977066	0.0669546	0.0000000	0.0701052	0.1704232	0.3779586	0.2343178	0.2756958	0.2104961	0.7595462	0.1329197	0.7021213	0.0906015	0.1712052	0.7030594	0.8864462	0.2957963	0.6371438	0.6275632	0.1143341	0.8871065	0.8942624	0.9186128	0.0001968	1.0879343	0.7469469	0.0364736	0.9191111	0.5196895	0.0950483	0.6739287	0.7909136	0.8768731	0.6062874	0.5518184	0.4699644	0.7722752	0.9890788	0.1476608	0.3206345	1.0571505	0.6452440	0.3791390	0.9803726
950	0.1314447	0.5788211	0.0347039	0.2796697	0.9052306	0.1140191	0.0069344	0.4277971	0.2775162	0.8150925	0.5449585	0.9261962	0.3603396	0.6892581	0.0410173	0.7463835	0.4242896	0.8614721	0.7011799	0.9546372	0.1017699	0.6089069	0.9500951	0.2930607	0.6758642	0.3567436	0.3492299	0.0222845	0.1035853	0.0167675	0.2661093	0.5405842	0.9983819	0.5673785	0.3633935	0.0076542	0.9092030	0.1926153	0.2056504	0.1875976	0.6536482	0.6515421	0.4171058	0.4297661	0.8505586	0.8872439	0.7461887	0.7397672	1.0163871	0.1970509	0.8405696	0.5616283	0.2987348	0.7526500	0.6121735	0.0687655	0.5934954	0.0845331	0.0000000	0.0536257	0.1237098	0.3500544	0.2255765	0.3072503	0.2383661	0.7969042	0.1386611	0.7340903	0.0900330	0.1994980	0.7175808	0.8723771	0.2472240	0.5790345	0.5261254	0.1368559	0.8500702	0.8500288	0.7860235	0.0006819	0.9759064	0.7394037	0.0282769	0.9984285	0.4855448	0.0884459	0.6257244	0.8212221	0.8930756	0.5984524	0.5115523	0.5138597	0.7038479	0.9873425	0.1889902	0.3326668	0.9735996	0.6831466	0.4433617	0.9108728
1000	0.0950745	0.6326685	0.0544982	0.2430499	0.9418296	0.1056512	0.0059292	0.3952133	0.2438630	0.7883208	0.5513236	0.9190049	0.3366662	0.7339425	0.0229233	0.7126074	0.3718375	0.7775352	0.6163740	0.9151267	0.1113616	0.5946926	0.9429772	0.2788382	0.7237630	0.3659051	0.3612402	0.0328715	0.0826420	0.0213839	0.2236488	0.5770916	0.9631013	0.4509266	0.3636336	0.0061408	0.9249266	0.1591566	0.1880419	0.2057967	0.7414413	0.6193456	0.3637862	0.4936142	0.8173248	0.9610128	0.7777148	0.7417428	1.0348123	0.2181194	0.8396544	0.5735168	0.3536780	0.7500112	0.5570069	0.0858773	0.6785613	0.0840940	0.0000000	0.0458348	0.1244452	0.4003507	0.2489367	0.2224003	0.1736585	0.7003168	0.1550502	0.7885598	0.0815417	0.1617963	0.6654752	0.8151155	0.2599758	0.6403563	0.5661058	0.0974671	0.8226116	0.8592068	0.6968576	0.0001907	1.0427749	0.6973944	0.0252625	0.9955700	0.5406772	0.1068203	0.7074461	0.8951945	0.9642532	0.5777162	0.5687656	0.5438299	0.7283420	1.0032509	0.1801126	0.3866422	1.0489745	0.7793449	0.4060655	0.9222892

0	0.0945369	0.5919877	0.0524923	0.2838872	1.0196474	0.1143818	0.0080349	0.4689706	0.2757100	0.7848106	0.4745436	0.9617240	0.2665108	0.6875088	0.0313457	0.7478442	0.4279631	0.6955591	0.6181272	1.0609433	0.1648472	0.5746940	1.0907141	0.2732311	0.6686051	0.3705906	0.4116467	0.0281707	0.0652965	0.0210860	0.0862168	0.6211407	1.0159087	0.5675781	0.3516060	0.0182895	0.8410836	0.1773705	0.2583989	0.2021406	0.7129313	0.6587541	0.2973112	0.4687159	0.7544215	0.9010128	0.8808510	0.8373288	1.0537787	0.2148238	0.8686452	0.6000193	0.1500856	0.7442874	0.5540224	0.0537788	0.6117905	0.0534149	0.0007175	0.0560737	0.1544623	0.3324006	0.1731279	0.2946363	0.2692929	0.8659933	0.1320686	0.7693461	0.0839500	0.1612966	0.6777058	0.7995051	0.1952416	0.7080184	0.5251501	0.1338536	0.9050631	1.0090305	0.8569777	0.0015498	1.0849013	0.6474666	0.0179784	0.7642298	0.4865926	0.1127283	0.6857087	0.7439414	0.9043545	0.6573913	0.5222012	0.5068875	0.6819348	0.9160437	0.1581979	0.2327969	0.8878093	0.6974787	0.4285465	0.9863497
