cpxr	mara	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	marr	+	[BPP, GEA, HIBSCS]	Strong	
cra	crp	+	[BPP, GEA, SM]	Strong	
cra	mtlr	-	[BPP, GEA]	Strong	
cspa	hns	+	[BPP]	Strong	
cysb	cbl	+	[BPP, GEA]	Strong	
dan	ttdr	+	[BPP]	Strong	
dcur	dpia	+	[BPP, HIBSCS]	Strong	
dinj-yafq	dinj	-	[BPP, HIBSCS, SM]	Strong	
dinj-yafq	yafq	-	[BPP, HIBSCS, SM]	Strong	
evga	gade	+	[BPP, GEA]	Strong	
fadr	iclr	+	[BPP, GEA, SM]	Strong	
fis	crp	-	[BPP, GEA, HIBSCS]	Strong	
fis	hns	+	[BPP]	Strong	
fis	hupa	+	[BPP, GEA]	Strong	
fis	hupb	-	[BPP, GEA]	Strong	
fis	mara	+	[BPP, GEA, SM]	Strong	
fis	marr	+	[BPP, GEA, SM]	Strong	
fis	maze	+	[BPP, GEA, SM]	Strong	
fis	mazf	+	[BPP, GEA, SM]	Strong	
flhdc	fliz	+	[BPP, GEA, HIBSCS, SM]	Strong	
fliz	csgd	-	[BPP, GEA]	Strong	
fliz	flhc	-	[BPP, GEA]	Strong	
fliz	flhd	-	[BPP, GEA]	Strong	
fliz	gade	-	[BPP, GEA, SM]	Strong	
fliz	mlra	-	[BPP, GEA, SM]	Strong	
gade	gadw	+	[BPP, GEA]	Strong	
gade	gadx	+	[BPP, GEA]	Strong	
gade	rcsa	+	[BPP, GEA]	Strong	
gade-rcsb	gadx	+	[BPP, GEA, HIBSCS, SM]	Strong	
gadw	gadx	+-	[BPP, GEA, HIBSCS]	Strong	
h-ns	adiy	-	[BPP]	Strong	
h-ns	appy	-	[BPP, GEA]	Strong	
h-ns	bglj	-	[BPP]	Strong	
h-ns	cadc	-	[BPP]	Strong	
h-ns	evga	-	[BPP]	Strong	
h-ns	flhc	+	[BPP, GEA]	Strong	
h-ns	flhd	+	[BPP, GEA]	Strong	
h-ns	gade	-	[BPP]	Strong	
h-ns	gadw	-	[BPP, GEA]	Strong	
h-ns	gadx	-	[BPP, GEA]	Strong	
h-ns	hdfr	-	[BPP]	Strong	
h-ns	hns	-	[BPP, GEA, HIBSCS]	Strong	
h-ns	leuo	-	[BPP, GEA, HIBSCS]	Strong	
h-ns	lrp	-	[BPP, GEA]	Strong	
h-ns	rcsb	-	[BPP]	Strong	
h-ns	ydeo	-	[BPP]	Strong	
h-ns	yjjq	-	[BPP]	Strong	
hdfr	flhc	-	[BPP, GEA]	Strong	
hdfr	flhd	-	[BPP, GEA]	Strong	
hipab	hipa	-	[BPP, GEA, HIBSCS]	Strong	
hipab	hipb	-	[BPP, GEA, HIBSCS]	Strong	
hipab	maze	-	[BPP, GEA]	Strong	
hipab	mazf	-	[BPP, GEA]	Strong	
hipb	hipa	-	[BPP, GEA, HIBSCS]	Strong	
ihf	csgd	+	[BPP, GEA]	Strong	
ihf	fhla	+	[BPP, GEA, HIBSCS]	Strong	
ihf	fis	+	[BPP, GEA, HIBSCS, SM]	Strong	
ihf	fnr	+	[BPP, GEA, SM]	Strong	
ihf	ihfa	-	[BPP, HIBSCS]	Strong	
ihf	ihfb	-	[BPP, GEA]	Strong	
ihf	ompr	-	[BPP, SM]	Strong	
ihf	yiaj	-	[BPP, HIBSCS]	Strong	
leuo	bglj	+	[BPP]	Strong	
leuo	yjjq	+	[BPP]	Strong	
lrha	flhc	-	[BPP, GEA]	Strong	
lrha	flhd	-	[BPP, GEA]	Strong	
lrp	aidb	-	[BPP, HIBSCS]	Strong	
mara	rob	-	[BPP, GEA, HIBSCS, SM]	Strong	
mata	ecpr	+	[BPP]	Strong	
mata	flhc	-	[BPP, GEA]	Strong	
mata	flhd	-	[BPP, GEA]	Strong	
mata	fliz	-	[BPP]	Strong	
metj	metr	-	[BPP]	Strong	
mlra	cadc	+	[BPP, HIBSCS]	Strong	
mlra	csgd	+	[BPP, GEA]	Strong	
mode	narl	+	[BPP, GEA, HIBSCS]	Strong	
mqsa	mqsr	-	[BPP, HIBSCS, IHBCE]	Strong	
narl	dcur	-	[BPP, GEA, HIBSCS]	Strong	
ntrc	glng	+	[BPP, GEA, HIBSCS, SM]	Strong	
ompr	bola	-	[BPP, HIBSCS]	Strong	
ompr	csgd	+	[BPP, GEA, HIBSCS]	Strong	
oxyr	fur	+	[BPP, GEA, HIBSCS]	Strong	
phob	cusr	+	[BPP, GEA, HIBSCS]	Strong	
phob	fear	-	[BPP, GEA, HIBSCS]	Strong	
phob	prpr	-	[BPP, GEA, HIBSCS]	Strong	
phob	ydfh	+	[BPP, GEA, HIBSCS]	Strong	
phop	gadw	+	[BPP, GEA, HIBSCS]	Strong	
phop	trer	-	[BPP, GEA, HIBSCS, SM]	Strong	
rcda	csgd	+	[BPP, GEA, IC]	Strong	
rcsab	flhc	-	[BPP, GEA, SM]	Strong	
rcsab	flhd	-	[BPP, GEA, SM]	Strong	
rcsb	gadx	-	[BPP, GEA, IHBCE, SM]	Strong	
relb	rele	-	[BPP, GEA, HIBSCS]	Strong	
relb-rele	relb	-	[BPP, GEA, HIBSCS]	Strong	
relb-rele	rele	-	[BPP, GEA, HIBSCS]	Strong	
rhas	rhar	+	[BPP, GEA]	Strong	
rob	mara	+	[BPP, GEA, HIBSCS, SM]	Strong	
rob	marr	+	[BPP, GEA, HIBSCS, SM]	Strong	
rsta	csgd	-	[BPP, GEA, HIBSCS]	Strong	
rutr	gadw	-	[BPP, GEA]	Strong	
rutr	gadx	-	[BPP, GEA]	Strong	
soxr	soxs	+	[BPP, GEA]	Strong	
soxs	fur	+	[BPP, GEA, HIBSCS]	Strong	
soxs	mara	+	[BPP, GEA, HIBSCS]	Strong	
soxs	marr	+	[BPP, GEA, HIBSCS]	Strong	
soxs	rob	-	[BPP, HIBSCS]	Strong	
ydeo	gade	+	[BPP, GEA, IHBCE]	Strong	
ydeo	gadw	+	[BPP, GEA, IHBCE]	Strong	
yefm	yoeb	-	[BPP, GEA, HIBSCS]	Strong	
yefm-yoeb	yefm	-	[BPP, GEA, HIBSCS]	Strong	
yefm-yoeb	yoeb	-	[BPP, GEA, HIBSCS]	Strong	
acrr	marb	-	[BPP, GEA, HIBSCS]	Strong	
ada	alka	+	[BPP, GEA, HIBSCS, SM]	Strong	
ada	alkb	+	[BPP, GEA, HIBSCS, SM]	Strong	
adiy	adia	+	[BPP, GEA]	Strong	
adiy	gada	+	[BPP]	Strong	
adiy	gadb	+	[BPP]	Strong	
adiy	gadc	+	[BPP]	Strong	
adiy	gltb	+	[BPP]	Strong	
adiy	gltd	+	[BPP]	Strong	
adiy	gltf	+	[BPP]	Strong	
agar	agaa	-	[BPP, GEA, HIBSCS]	Strong	
agar	agab	-	[BPP, GEA, HIBSCS]	Strong	
agar	agac	-	[BPP, GEA, HIBSCS]	Strong	
agar	agad	-	[BPP, GEA, HIBSCS]	Strong	
agar	agai	-	[BPP, GEA, HIBSCS]	Strong	
agar	agas	-	[BPP, GEA, HIBSCS]	Strong	
agar	agav	-	[BPP, GEA, HIBSCS]	Strong	
agar	agaw	-	[BPP, GEA, HIBSCS]	Strong	
agar	kbay	-	[BPP, GEA, HIBSCS]	Strong	
agar	kbaz	-	[BPP, GEA, HIBSCS]	Strong	
arac	araa	+	[BPP, GEA, HIBSCS, SM]	Strong	
arac	arab	+	[BPP, GEA, HIBSCS, SM]	Strong	
arac	arad	+	[BPP, GEA, HIBSCS, SM]	Strong	
arac	arae	+	[BPP, HIBSCS]	Strong	
arac	ygea	+	[BPP, HIBSCS]	Strong	
arca	foca	+	[BPP, GEA, HIBSCS]	Strong	
arca	hyaa	+	[BPP, GEA, HIBSCS]	Strong	
arca	hyab	+	[BPP, GEA, HIBSCS]	Strong	
arca	hyac	+	[BPP, GEA, HIBSCS]	Strong	
arca	hyad	+	[BPP, GEA, HIBSCS]	Strong	
arca	hyae	+	[BPP, GEA, HIBSCS]	Strong	
arca	hyaf	+	[BPP, GEA, HIBSCS]	Strong	
arca	icd	-	[BPP, GEA, HIBSCS]	Strong	
arca	moea	+	[BPP, GEA]	Strong	
arca	moeb	+	[BPP, GEA]	Strong	
arca	pflb	+	[BPP, GEA, HIBSCS]	Strong	
arca	ptsg	-	[BPP, GEA]	Strong	
arca	rpos	-	[BPP, GEA]	Strong	
arca	sdha	+	[BPP, GEA, HIBSCS]	Strong	
arca	sdhb	+	[BPP, GEA, HIBSCS]	Strong	
arca	sdhc	+	[BPP, GEA, HIBSCS]	Strong	
arca	sdhd	+	[BPP, GEA, HIBSCS]	Strong	
arca	ssb	-	[BPP, GEA, HIBSCS]	Strong	
arca	suca	+	[BPP, GEA, HIBSCS]	Strong	
arca	sucb	+	[BPP, GEA, HIBSCS]	Strong	
arca	succ	+	[BPP, GEA, HIBSCS]	Strong	
arca	sucd	+	[BPP, GEA, HIBSCS]	Strong	
arca	uvra	-	[BPP, GEA, HIBSCS]	Strong	
argp	dapd	+	[BPP, GEA]	Strong	
argp	dnan	+	[BPP, GEA, IC]	Strong	
argp	gdha	+	[BPP, GEA]	Strong	
argp	lysa	+	[BPP, GEA]	Strong	
argp	lysc	+	[BPP, GEA]	Strong	
argp	lysp	+	[BPP, GEA, HIBSCS, IC, SM]	Strong	
argp	nrda	+	[BPP, GEA, IC]	Strong	
argp	nrdb	+	[BPP, GEA, IC]	Strong	
argp	recf	+	[BPP, GEA, IC]	Strong	
argp	yfae	+	[BPP, GEA, IC]	Strong	
argr	gltb	-	[BPP, GEA, HIBSCS]	Strong	
argr	gltd	-	[BPP, GEA, HIBSCS]	Strong	
argr	gltf	-	[BPP, GEA, HIBSCS]	Strong	
argr	lyso	-	[BPP, GEA, SM]	Strong	
atoc	atoa	+	[BPP, GEA, HIBSCS, SM]	Strong	
atoc	atob	+	[BPP, GEA, HIBSCS, SM]	Strong	
atoc	atod	+	[BPP, GEA, HIBSCS, SM]	Strong	
atoc	atoe	+	[BPP, GEA, HIBSCS, SM]	Strong	
baer	acrd	+	[BPP, GEA, IC]	Strong	
basr	csge	+	[BPP, GEA, HIBSCS]	Strong	
basr	csgf	+	[BPP, GEA, HIBSCS]	Strong	
basr	csgg	+	[BPP, GEA, HIBSCS]	Strong	
basr	cspi	+	[BPP, HIBSCS]	Strong	
basr	dgka	+	[BPP, GEA, HIBSCS, SM]	Strong	
basr	fimb	+	[BPP, HIBSCS]	Strong	
basr	hha	+	[BPP, HIBSCS]	Strong	
basr	qsec	+	[BPP, GEA]	Strong	
basr	tomb	+	[BPP, HIBSCS]	Strong	
basr	yrbl	-	[BPP, GEA, HIBSCS]	Strong	
bira	bioa	-	[SM]	Strong	
bira	biob	-	[SM]	Strong	
bira	bioc	-	[SM]	Strong	
bira	biod	-	[SM]	Strong	
bira	biof	-	[SM]	Strong	
blur	arir	-	[BPP, GEA]	Strong	
blur	ycgz	-	[BPP, GEA]	Strong	
blur	ymga	-	[BPP, GEA]	Strong	
blur	ymgc	-	[BPP, GEA]	Strong	
crp	agaa	+	[BPP, GEA, HIBSCS]	Strong	
crp	agav	+	[BPP, GEA, HIBSCS]	Strong	
crp	agaw	+	[BPP, GEA, HIBSCS]	Strong	
crp	araa	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	arab	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	arad	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	araf	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	arag	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	arah	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	araj	+	[BPP, HIBSCS]	Strong	
crp	argg	+	[BPP, GEA, SM]	Strong	
crp	ascb	+	[BPP, ICWHO]	Strong	
crp	ascf	+	[BPP, ICWHO]	Strong	
crp	bhsa	-	[BPP, GEA, HIBSCS]	Strong	
crp	cas1	-	[BPP, GEA, HIBSCS]	Strong	
crp	cas2	-	[BPP, GEA, HIBSCS]	Strong	
crp	casa	-	[BPP, GEA, HIBSCS]	Strong	
crp	casb	-	[BPP, GEA, HIBSCS]	Strong	
crp	casc	-	[BPP, GEA, HIBSCS]	Strong	
crp	casd	-	[BPP, GEA, HIBSCS]	Strong	
crp	case	-	[BPP, GEA, HIBSCS]	Strong	
crp	cdd	+	[BPP, GEA, SM]	Strong	
crp	cspe	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	cyaa	-	[BPP, GEA, HIBSCS]	Strong	
crp	dada	+	[BPP, GEA, HIBSCS]	Strong	
crp	dadx	+	[BPP, GEA, HIBSCS]	Strong	
crp	dcta	+	[BPP, GEA, HIBSCS]	Strong	
crp	deoa	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	deob	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	deoc	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	deod	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	dusb	+-	[BPP, GEA]	Strong	
crp	envz	+	[BPP, HIBSCS, SM]	Strong	
crp	fadl	+	[BPP, GEA]	Strong	
crp	fumc	?	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gcd	-	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gcvh	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gcvp	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gcvt	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	glga	+	[BPP, GEA]	Strong	
crp	glgc	+	[BPP, GEA]	Strong	
crp	glgp	+	[BPP, GEA]	Strong	
crp	glpd	+	[BPP, GEA, HIBSCS]	Strong	
crp	glpe	+	[BPP, GEA, HIBSCS]	Strong	
crp	glpg	+	[BPP, GEA, HIBSCS]	Strong	
crp	gltb	-	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gltd	-	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gltf	-	[BPP, GEA, HIBSCS, SM]	Strong	
crp	gntt	+	[BPP, GEA, HIBSCS, SM, TASES]	Strong	
crp	gpsa	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	guaa	+	[BPP, GEA, SM]	Strong	
crp	guab	+	[BPP, GEA, SM]	Strong	
crp	hflc	-	[BPP, GEA, HIBSCS]	Strong	
crp	hflk	-	[BPP, GEA, HIBSCS]	Strong	
crp	hflx	-	[BPP, GEA, HIBSCS]	Strong	
crp	hfq	-	[BPP, GEA, HIBSCS]	Strong	
crp	hlye	+	[BPP, GEA, SM]	Strong	
crp	hpt	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	ilvb	+	[BPP, HIBSCS]	Strong	
crp	ilvn	+	[BPP, HIBSCS]	Strong	
crp	infb	-	[BPP, GEA, SM]	Strong	
crp	ivbl	+	[BPP, HIBSCS]	Strong	
crp	kbaz	+	[BPP, GEA, HIBSCS]	Strong	
crp	laca	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lacy	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lacz	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsra	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsrb	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsrc	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsrd	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsrf	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsrg	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lsrk	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	lyxk	+	[BPP, GEA, HIBSCS]	Strong	
crp	mcas	+	[BPP, GEA, HIBSCS]	Strong	
crp	mdte	-	[BPP, HIBSCS]	Strong	
crp	mdtf	-	[BPP, HIBSCS]	Strong	
crp	mety	-	[BPP, GEA, SM]	Strong	
crp	mtla	+	[BPP, HIBSCS]	Strong	
crp	mtld	+	[BPP, HIBSCS]	Strong	
crp	nana	+	[BPP]	Strong	
crp	nane	+	[BPP]	Strong	
crp	nank	+	[BPP]	Strong	
crp	nant	+	[BPP]	Strong	
crp	nupg	+	[BPP, HIBSCS, SM]	Strong	
crp	nusa	-	[BPP, GEA, SM]	Strong	
crp	paaa	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paab	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paac	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paad	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paae	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paaf	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paag	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paah	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paai	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paaj	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paak	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	paaz	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	pck	+	[BPP, GEA, HIBSCS]	Strong	
crp	pnp	-	[BPP, GEA, SM]	Strong	
crp	ppia	+-	[BPP, GEA, HIBSCS]	Strong	
crp	prop	+	[BPP, GEA, HIBSCS]	Strong	
crp	prpb	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	prpc	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	prpd	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	prpe	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	psie	-	[BPP, GEA, HIBSCS]	Strong	
crp	rbfa	-	[BPP, GEA, SM]	Strong	
crp	rela	+	[BPP, HIBSCS, SM]	Strong	
crp	rimp	-	[BPP, GEA, SM]	Strong	
crp	rpso	-	[BPP, GEA, SM]	Strong	
crp	secb	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	sgbe	+	[BPP, GEA, HIBSCS]	Strong	
crp	sgbh	+	[BPP, GEA, HIBSCS]	Strong	
crp	sgbu	+	[BPP, GEA, HIBSCS]	Strong	
crp	tam	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	trub	-	[BPP, GEA, SM]	Strong	
crp	trxa	-	[BPP, GEA]	Strong	
crp	udp	+	[BPP, GEA, HIBSCS, SM]	Strong	
crp	ugpa	+	[BPP, HIBSCS]	Strong	
crp	ugpb	+	[BPP, HIBSCS]	Strong	
crp	ugpc	+	[BPP, HIBSCS]	Strong	
crp	ugpe	+	[BPP, HIBSCS]	Strong	
crp	ugpq	+	[BPP, HIBSCS]	Strong	
crp	xsea	-	[BPP, GEA, SM]	Strong	
crp	yhch	+	[BPP]	Strong	
crp	yhfa	-	[BPP, HIBSCS, SM]	Strong	
crp	yiak	+	[BPP, GEA, HIBSCS]	Strong	
crp	yial	+	[BPP, GEA, HIBSCS]	Strong	
crp	yiam	+	[BPP, GEA, HIBSCS]	Strong	
crp	yian	+	[BPP, GEA, HIBSCS]	Strong	
crp	yiao	+	[BPP, GEA, HIBSCS]	Strong	
cadc	cada	+	[BPP, GEA]	Strong	
cadc	cadb	+	[BPP, GEA]	Strong	
caif	caia	+	[BPP, GEA, HIBSCS]	Strong	
caif	caib	+	[BPP, GEA, HIBSCS]	Strong	
caif	caic	+	[BPP, GEA, HIBSCS]	Strong	
caif	caid	+	[BPP, GEA, HIBSCS]	Strong	
caif	caie	+	[BPP, GEA, HIBSCS]	Strong	
caif	cait	+	[BPP, GEA, HIBSCS]	Strong	
caif	fixa	+	[BPP, GEA, HIBSCS]	Strong	
caif	fixb	+	[BPP, GEA, HIBSCS]	Strong	
caif	fixc	+	[BPP, GEA, HIBSCS]	Strong	
caif	fixx	+	[BPP, GEA, HIBSCS]	Strong	
cbl	ssua	+	[BPP, GEA]	Strong	
cbl	ssub	+	[BPP, GEA]	Strong	
cbl	ssuc	+	[BPP, GEA]	Strong	
cbl	ssud	+	[BPP, GEA]	Strong	
cbl	ssue	+	[BPP, GEA]	Strong	
cbl	taua	+	[BPP, GEA]	Strong	
cbl	taub	+	[BPP, GEA]	Strong	
cbl	tauc	+	[BPP, GEA]	Strong	
cbl	taud	+	[BPP, GEA]	Strong	
chbr	chba	+	[BPP, GEA]	Strong	
chbr	chbb	+	[BPP, GEA]	Strong	
chbr	chbc	+	[BPP, GEA]	Strong	
chbr	chbf	+	[BPP, GEA]	Strong	
chbr	chbg	+	[BPP, GEA]	Strong	
comr	bhsa	-	[BPP, GEA]	Strong	
cpxr	acrd	+	[BPP, GEA, IC]	Strong	
cpxr	arog	+	[BPP, HIBSCS]	Strong	
cpxr	baes	+	[BPP, GEA, IC]	Strong	
cpxr	chea	-	[BPP, GEA]	Strong	
cpxr	chew	-	[BPP, GEA]	Strong	
cpxr	cpxa	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	cpxp	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	csge	-	[BPP, GEA, HIBSCS]	Strong	
cpxr	csgf	-	[BPP, GEA, HIBSCS]	Strong	
cpxr	csgg	-	[BPP, GEA, HIBSCS]	Strong	
cpxr	cyar	-	[BPP, GEA]	Strong	
cpxr	dgcz	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	dsba	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	efeu_1	-	[BPP, GEA, HIBSCS]	Strong	
cpxr	efeu_2	-	[BPP, GEA, HIBSCS]	Strong	
cpxr	ftnb	+	[BPP, HIBSCS]	Strong	
cpxr	hha	+	[BPP, HIBSCS]	Strong	
cpxr	ldtc	+	[BPP, HIBSCS]	Strong	
cpxr	marb	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	mdta	+	[BPP, GEA, IC]	Strong	
cpxr	mdtb	+	[BPP, GEA, IC]	Strong	
cpxr	mdtc	+	[BPP, GEA, IC]	Strong	
cpxr	mdtd	+	[BPP, GEA, IC]	Strong	
cpxr	mota	-	[BPP, GEA]	Strong	
cpxr	motb	-	[BPP, GEA]	Strong	
cpxr	mzra	+	[BPP, HIBSCS]	Strong	
cpxr	ppia	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	rdoa	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	rpra	+	[BPP, GEA]	Strong	
cpxr	spy	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	tomb	+	[BPP, HIBSCS]	Strong	
cpxr	tsr	-	[BPP]	Strong	
cpxr	ycca	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	yebe	+	[BPP, GEA, HIBSCS]	Strong	
cpxr	yqja	+	[BPP, HIBSCS]	Strong	
cra	acea	+	[BPP, GEA, SM]	Strong	
cra	aceb	+	[BPP, GEA, SM]	Strong	
cra	acek	+	[BPP, GEA, SM]	Strong	
cra	eda	-	[BPP, GEA, HIBSCS, SM]	Strong	
cra	edd	-	[BPP, GEA, HIBSCS, SM]	Strong	
cra	eno	-	[BPP, GEA, HIBSCS]	Strong	
cra	epd	-	[BPP, GEA, HIBSCS, SM]	Strong	
cra	fbaa	-	[BPP, GEA, HIBSCS, SM]	Strong	
cra	hypf	-	[BPP, GEA, HIBSCS]	Strong	
cra	icd	+	[BPP]	Strong	
cra	mtla	-	[BPP, GEA]	Strong	
cra	mtld	-	[BPP, GEA]	Strong	
cra	pck	+	[BPP, GEA, HIBSCS, SM]	Strong	
cra	pfka	-	[BPP]	Strong	
cra	pgk	-	[BPP, GEA, HIBSCS, SM]	Strong	
csgd	csge	+	[BPP, GEA, HIBSCS]	Strong	
csgd	csgf	+	[BPP, GEA, HIBSCS]	Strong	
csgd	csgg	+	[BPP, GEA, HIBSCS]	Strong	
csgd	flgm	-	[BPP, HIBSCS]	Strong	
csgd	flgn	-	[BPP, HIBSCS]	Strong	
csgd	flie	-	[BPP, GEA, HIBSCS]	Strong	
csgd	flif	-	[BPP, GEA, HIBSCS]	Strong	
csgd	flig	-	[BPP, GEA, HIBSCS]	Strong	
csgd	flih	-	[BPP, GEA, HIBSCS]	Strong	
csgd	flii	-	[BPP, GEA, HIBSCS]	Strong	
csgd	flij	-	[BPP, GEA, HIBSCS]	Strong	
csgd	flik	-	[BPP, GEA, HIBSCS]	Strong	
csgd	nlpa	+	[BPP, GEA, HIBSCS]	Strong	
csgd	wrba	+	[BPP, HIBSCS]	Strong	
csgd	yccj	+	[BPP, HIBSCS]	Strong	
csgd	ycct	+	[BPP, GEA, HIBSCS]	Strong	
csgd	yhbs	-	[BPP, GEA, HIBSCS]	Strong	
csgd	yhbt	-	[BPP, GEA, HIBSCS]	Strong	
cuer	copa	+	[BPP, HIBSCS, SM]	Strong	
cuer	cueo	+	[BPP, GEA, HIBSCS]	Strong	
cusr	cusa	+	[BPP, GEA, HIBSCS]	Strong	
cusr	cusb	+	[BPP, GEA, HIBSCS]	Strong	
cusr	cusc	+	[BPP, GEA, HIBSCS]	Strong	
cusr	cusf	+	[BPP, GEA, HIBSCS]	Strong	
cusr	cuss	+	[BPP, GEA, HIBSCS]	Strong	
cynr	cyns	+	[BPP, GEA, HIBSCS]	Strong	
cynr	cynt	+	[BPP, GEA, HIBSCS]	Strong	
cynr	cynx	+	[BPP, GEA, HIBSCS]	Strong	
cysb	cysa	+	[BPP, GEA]	Strong	
cysb	cysm	+	[BPP, GEA]	Strong	
cysb	cysp	+	[BPP, GEA]	Strong	
cysb	cysu	+	[BPP, GEA]	Strong	
cysb	cysw	+	[BPP, GEA]	Strong	
cysb	ssua	-	[BPP, GEA]	Strong	
cysb	ssub	-	[BPP, GEA]	Strong	
cysb	ssuc	-	[BPP, GEA]	Strong	
cysb	ssud	-	[BPP, GEA]	Strong	
cysb	ssue	-	[BPP, GEA]	Strong	
cysb	taua	+	[BPP, GEA]	Strong	
cysb	taub	+	[BPP, GEA]	Strong	
cysb	tauc	+	[BPP, GEA]	Strong	
cysb	taud	+	[BPP, GEA]	Strong	
