clusterid	ontology	p-value	study_count	study_n
25.0	iron-sulfur cluster binding	0.0001008605899211154	13.0	54.0
25.0	NADH dehydrogenase (ubiquinone) activity	0.00028635652844532307	6.0	54.0
25.0	molybdate ion transmembrane transporter activity	0.005799140299453451	3.0	54.0
25.0	metal ion binding	0.00985493600631448	23.0	54.0
26.0	response to copper ion	1.318400008969962e-07	6.0	20.0
26.0	response to silver ion	2.9552678915571673e-06	4.0	20.0
26.0	cellular copper ion homeostasis	1.1045236623859253e-05	4.0	20.0
26.0	detoxification of copper ion	1.1045236623859253e-05	4.0	20.0
26.0	electron transport coupled proton transport	0.00013607882908642355	4.0	20.0
26.0	aerobic electron transport chain	0.00021971111521643214	4.0	20.0
26.0	copper ion export	0.0010625752623688615	3.0	20.0
26.0	aerobic respiration	0.009208495942995124	4.0	20.0
26.0	plasma membrane copper ion transport	0.0473091452829661	2.0	20.0
26.0	cytochrome o ubiquinol oxidase complex	2.9552678915571673e-06	4.0	20.0
26.0	respiratory chain	0.0473091452829661	2.0	20.0
26.0	copper ion binding	1.1248050548283602e-06	6.0	20.0
26.0	oxidoreduction-driven active transmembrane transporter activity	2.9552678915571673e-06	4.0	20.0
26.0	cytochrome bo3 ubiquinol oxidase activity	2.9552678915571673e-06	4.0	20.0
26.0	copper ion transmembrane transporter activity	0.00030753507226143	3.0	20.0
26.0	cytochrome o ubiquinol oxidase activity	0.00030753507226143	3.0	20.0
26.0	cytochrome-c oxidase activity	0.00030753507226143	3.0	20.0
26.0	hydrogen ion transmembrane transporter activity	0.000408281735266872	4.0	20.0
27.0	hydrogen sulfide biosynthetic process	3.552628716332186e-09	6.0	29.0
27.0	sulfate assimilation	8.238085523083616e-09	7.0	29.0
27.0	cysteine biosynthetic process	3.2817376890081494e-08	6.0	29.0
27.0	sulfur compound metabolic process	3.296453949409347e-08	7.0	29.0
27.0	sulfate transmembrane transport	0.00042784692324473545	4.0	29.0
27.0	sulfate transport	0.00042784692324473545	4.0	29.0
27.0	alkanesulfonate transport	0.0014238334310482342	3.0	29.0
27.0	sulfate transmembrane-transporting ATPase activity	8.646963295672942e-05	4.0	29.0
27.0	alkanesulfonate transporter activity	0.0014238334310482342	3.0	29.0
28.0	nucleoside transport	0.005095170967254805	3.0	14.0
28.0	transferase activity, transferring pentosyl groups	0.035360071250143434	3.0	14.0
29.0	fatty acid metabolic process	1.943775149203927e-27	16.0	21.0
29.0	lipid metabolic process	2.0618151028341628e-20	16.0	21.0
29.0	fatty acid biosynthetic process	4.3972487692827e-18	11.0	21.0
29.0	lipid biosynthetic process	3.0185247643060512e-06	5.0	21.0
29.0	fatty acid beta-oxidation	0.0001264161955581707	4.0	21.0
29.0	malonyl-CoA biosynthetic process	0.0005830352411624821	3.0	21.0
29.0	acetyl-CoA carboxylase complex	0.0005830352411624821	3.0	21.0
29.0	acetyl-CoA carboxylase activity	4.380750051006576e-06	4.0	21.0
30.0	oxidation-reduction process	2.212090005143157e-11	32.0	59.0
30.0	anaerobic respiration	7.470659758976657e-08	12.0	59.0
30.0	nitrate assimilation	3.2761035310504344e-05	7.0	59.0
30.0	anaerobic electron transport chain	0.00035493764874125944	5.0	59.0
30.0	cytochrome c-heme linkage via heme-L-cysteine	0.005700418843584728	3.0	59.0
30.0	aerobic respiration	0.03097453902933829	5.0	59.0
30.0	plasma membrane respiratory chain complex I	1.5218969849530017e-12	10.0	59.0
30.0	NADH dehydrogenase complex	3.509730713174201e-12	10.0	59.0
30.0	[Ni-Fe] hydrogenase complex	0.0031285202465320006	4.0	59.0
30.0	NADH dehydrogenase activity	1.2342558841429514e-12	13.0	59.0
30.0	quinone binding	3.6228050475269124e-10	10.0	59.0
30.0	oxidoreductase activity	5.093809308640122e-10	28.0	59.0
30.0	4 iron, 4 sulfur cluster binding	1.288935734140062e-08	16.0	59.0
30.0	NADH dehydrogenase (ubiquinone) activity	2.733106452479421e-07	8.0	59.0
30.0	iron-sulfur cluster binding	2.8507903713291933e-07	16.0	59.0
30.0	oxidoreductase activity, acting on NAD(P)H	6.1334356174300585e-06	6.0	59.0
30.0	NADH dehydrogenase (quinone) activity	1.1813038558314038e-05	5.0	59.0
30.0	metal ion binding	1.2890164342324378e-05	29.0	59.0
30.0	electron carrier activity	0.00015610584212251736	11.0	59.0
30.0	hydrogenase (acceptor) activity	0.0031285202465320006	4.0	59.0
30.0	nitrite reductase (cytochrome, ammonia-forming) activity	0.005700418843584728	3.0	59.0
32.0	D-gluconate metabolic process	2.803158899294172e-12	7.0	13.0
32.0	L-idonate catabolic process	1.3083693761360156e-06	4.0	13.0
32.0	D-gluconate catabolic process	4.353036873547296e-06	4.0	13.0
32.0	gluconate transmembrane transport	0.011124064044932455	3.0	13.0
32.0	gluconate transmembrane transporter activity	0.008707718658267225	3.0	13.0
33.0	methionine biosynthetic process	1.4797197541284946e-13	9.0	19.0
33.0	cellular amino acid biosynthetic process	1.9035249852896262e-07	10.0	19.0
33.0	tetrahydrofolate interconversion	7.048289015641709e-05	4.0	19.0
33.0	one-carbon metabolic process	0.0004398825978761417	4.0	19.0
33.0	D-methionine transport	0.0006796525096980764	3.0	19.0
34.0	aromatic amino acid family biosynthetic process	8.371757332437879e-23	13.0	20.0
34.0	cellular amino acid biosynthetic process	2.4852529348416033e-12	13.0	20.0
34.0	tryptophan biosynthetic process	9.662743256067128e-11	6.0	20.0
34.0	chorismate biosynthetic process	0.0011431888587472416	4.0	20.0
34.0	tryptophan metabolic process	0.0026564381559221538	3.0	20.0
34.0	biosynthetic process	0.015729947467196127	5.0	20.0
34.0	3-deoxy-7-phosphoheptulonate synthase activity	0.0009994889848496473	3.0	20.0
