clusterid	ontology	p-value	study_count	study_n
41.0	[Ni-Fe] hydrogenase complex	0.0013208825280140186	4.0	31.0
41.0	plasma membrane respiratory chain complex I	0.01304200135824034	4.0	31.0
41.0	NADH dehydrogenase complex	0.015562200854478004	4.0	31.0
41.0	NADH dehydrogenase activity	0.0013208825280140186	6.0	31.0
41.0	hydrogenase (acceptor) activity	0.0013208825280140186	4.0	31.0
41.0	4 iron, 4 sulfur cluster binding	0.010642154480408174	8.0	31.0
41.0	iron-sulfur cluster binding	0.03445828786197994	8.0	31.0
41.0	NADH dehydrogenase (quinone) activity	0.03445828786197994	3.0	31.0
44.0	bacterial-type flagellum organization	3.338046378136363e-05	6.0	29.0
44.0	bacterial-type flagellum-dependent cell motility	3.338046378136363e-05	7.0	29.0
44.0	bacterial-type flagellum assembly	0.016514843446079112	4.0	29.0
44.0	bacterial-type flagellum	0.008354352912622598	5.0	29.0
44.0	motor activity	3.126213590347843e-05	5.0	29.0
45.0	valine biosynthetic process	1.6708223479349545e-07	7.0	44.0
45.0	branched-chain amino acid biosynthetic process	7.591194080046471e-06	7.0	44.0
45.0	branched-chain amino acid transport	7.712995722100206e-06	5.0	44.0
45.0	isoleucine biosynthetic process	9.268908105497434e-06	6.0	44.0
45.0	peptide transport	0.006384973458724265	6.0	44.0
45.0	cellular amino acid biosynthetic process	0.009189962144890611	9.0	44.0
45.0	branched-chain amino acid transmembrane transporter activity	7.712995722100206e-06	5.0	44.0
49.0	leucine biosynthetic process	3.4237005117620857e-07	5.0	13.0
49.0	branched-chain amino acid biosynthetic process	2.5738497507512275e-05	5.0	13.0
51.0	organic phosphonate catabolic process	1.7570519323836579e-12	8.0	39.0
51.0	phosphate ion transport	7.849817697992835e-12	8.0	39.0
51.0	organic phosphonate transport	9.164669339493476e-07	5.0	39.0
51.0	organic phosphonate metabolic process	4.300287294967541e-05	4.0	39.0
51.0	phosphate ion transmembrane transport	8.345047452041462e-05	5.0	39.0
51.0	glycerophosphodiester transport	0.00016601143889281291	4.0	39.0
51.0	glycerol-3-phosphate transport	0.0004045054589919129	4.0	39.0
51.0	alkylphosphonate transport	0.010608171677129482	3.0	39.0
51.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex	4.300287294967541e-05	4.0	39.0
51.0	phosphate ion transmembrane-transporting ATPase activity	4.300287294967541e-05	4.0	39.0
51.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity	4.300287294967541e-05	4.0	39.0
51.0	inorganic phosphate transmembrane transporter activity	0.0004045054589919129	4.0	39.0
60.0	fatty acid metabolic process	1.922755945514741e-25	16.0	25.0
60.0	lipid metabolic process	1.9540422502518245e-18	16.0	25.0
60.0	fatty acid biosynthetic process	5.5143583383271344e-17	11.0	25.0
60.0	lipid biosynthetic process	7.853695148873954e-06	5.0	25.0
60.0	fatty acid beta-oxidation	0.00026652434050557726	4.0	25.0
60.0	glyoxylate cycle	0.0008152217514674458	4.0	25.0
60.0	malonyl-CoA biosynthetic process	0.0008962279396306673	3.0	25.0
60.0	acetyl-CoA carboxylase complex	0.0008962279396306673	3.0	25.0
60.0	acetyl-CoA carboxylase activity	9.259229431119886e-06	4.0	25.0
61.0	glycogen metabolic process	0.00023046589330399548	4.0	25.0
61.0	glycogen biosynthetic process	0.03998379731174206	3.0	25.0
62.0	intracellular pH elevation	0.0019600670220526893	3.0	8.0
62.0	L-glutamate biosynthetic process	0.04183124425019267	2.0	8.0
62.0	glutamate synthase (NADPH) activity	0.04183124425019267	2.0	8.0
69.0	gamma-aminobutyric acid catabolic process	0.039714029499522095	3.0	20.0
70.0	cytochrome complex assembly	4.956706703929168e-10	8.0	33.0
70.0	heme transport	2.2775555070238135e-07	6.0	33.0
70.0	molybdate ion transport	2.9951594333766407e-05	4.0	33.0
70.0	Mo-molybdopterin cofactor biosynthetic process	0.00023150498241314427	5.0	33.0
70.0	molybdopterin cofactor biosynthetic process	0.00031703601561644616	4.0	33.0
70.0	ferredoxin hydrogenase complex	1.1457020888697181e-07	6.0	33.0
70.0	intrinsic component of periplasmic side of plasma membrane	5.877804831080003e-06	5.0	33.0
70.0	dimethyl sulfoxide reductase complex	0.0021260085385329426	3.0	33.0
70.0	molybdate ion transmembrane transporter activity	0.0021260085385329426	3.0	33.0
70.0	dimethyl sulfoxide reductase activity	0.01891011989683668	3.0	33.0
70.0	heme transporter activity	0.03418028598414703	3.0	33.0
