clusterid	ontology	p-value	study_count	study_n
6.0	protein transporter activity	1.8940246917548703e-06	9.0	111.0
6.0	receptor activity	0.0001204133633071057	6.0	111.0
6.0	ferric-enterobactin transmembrane transporter activity	0.0014612271767916172	4.0	111.0
6.0	peroxidase activity	0.036320944540283145	5.0	111.0
6.0	energy transducer activity	0.037042882067474386	3.0	111.0
6.0	2,3-dihydroxybenzoate-serine ligase activity	0.037042882067474386	3.0	111.0
7.0	hydrogen sulfide biosynthetic process	2.8176020853701682e-09	6.0	28.0
7.0	sulfate assimilation	6.256763327527704e-09	7.0	28.0
7.0	cysteine biosynthetic process	2.5053579412143897e-08	6.0	28.0
7.0	sulfur compound metabolic process	2.5053579412143897e-08	7.0	28.0
7.0	sulfate transmembrane transport	0.000369065767990129	4.0	28.0
7.0	sulfate transport	0.000369065767990129	4.0	28.0
7.0	alkanesulfonate transport	0.0012765403174920021	3.0	28.0
7.0	sulfate transmembrane-transporting ATPase activity	7.455843084861709e-05	4.0	28.0
7.0	alkanesulfonate transporter activity	0.0012765403174920021	3.0	28.0
8.0	protein maturation	0.00011197941573230449	7.0	68.0
8.0	molybdate ion transport	0.0007451163597093058	4.0	68.0
8.0	molybdopterin cofactor biosynthetic process	0.007171585568198389	4.0	68.0
8.0	Mo-molybdopterin cofactor biosynthetic process	0.007171585568198389	5.0	68.0
8.0	cytochrome complex assembly	0.007171585568198389	5.0	68.0
8.0	oxidation-reduction process	0.01675076224573363	22.0	68.0
8.0	heme transport	0.02508061502517602	4.0	68.0
8.0	nucleoside transport	0.046272108049028655	3.0	68.0
8.0	ferredoxin hydrogenase complex	2.2288916602242628e-05	6.0	68.0
8.0	dimethyl sulfoxide reductase complex	0.01464631285518634	3.0	68.0
8.0	4 iron, 4 sulfur cluster binding	0.0004003074244543166	13.0	68.0
8.0	NADH dehydrogenase (ubiquinone) activity	0.00257026311557244	6.0	68.0
8.0	iron-sulfur cluster binding	0.012774731338167726	12.0	68.0
8.0	oxidoreductase activity	0.01464631285518634	20.0	68.0
8.0	molybdate ion transmembrane transporter activity	0.01464631285518634	3.0	68.0
9.0	fatty acid metabolic process	7.100804615991699e-27	16.0	22.0
9.0	lipid metabolic process	7.451849361304121e-20	16.0	22.0
9.0	fatty acid biosynthetic process	8.777598126864369e-18	11.0	22.0
9.0	lipid biosynthetic process	3.902916447965972e-06	5.0	22.0
9.0	fatty acid beta-oxidation	0.00015441159824556926	4.0	22.0
9.0	malonyl-CoA biosynthetic process	0.0006750934371340776	3.0	22.0
9.0	acetyl-CoA carboxylase complex	0.0006750934371340776	3.0	22.0
9.0	acetyl-CoA carboxylase activity	5.354250062348521e-06	4.0	22.0
10.0	arginine biosynthetic process	4.63138373952898e-13	11.0	95.0
10.0	purine nucleotide biosynthetic process	2.157285395213741e-10	11.0	95.0
10.0	cellular amino acid biosynthetic process	3.552641953592331e-08	19.0	95.0
10.0	'de novo' IMP biosynthetic process	3.959066115480081e-07	8.0	95.0
10.0	arginine catabolic process to succinate	4.611369883417171e-05	5.0	95.0
10.0	arginine catabolic process to glutamate	4.611369883417171e-05	5.0	95.0
10.0	urea cycle	0.0002325133274257495	5.0	95.0
10.0	arginine metabolic process	0.00033946358719697217	6.0	95.0
10.0	arginine catabolic process	0.0006205658496821144	5.0	95.0
10.0	amino acid transport	0.0006285528920393132	12.0	95.0
10.0	L-arginine import into cell	0.0010591869766182172	4.0	95.0
10.0	lysine biosynthetic process via diaminopimelate	0.021718256898977308	5.0	95.0
10.0	'de novo' UMP biosynthetic process	0.02566651060220836	4.0	95.0
10.0	glutamine metabolic process	0.042627464905913015	5.0	95.0
10.0	cytosol	0.0013526840955508746	47.0	95.0
10.0	amino acid binding	0.0038758514465163313	7.0	95.0
11.0	branched-chain amino acid biosynthetic process	2.352156311714374e-08	12.0	173.0
11.0	leucine biosynthetic process	1.7122353563962816e-05	7.0	173.0
11.0	valine biosynthetic process	0.0005241570504222557	7.0	173.0
11.0	branched-chain amino acid transport	0.00420355781675432	5.0	173.0
11.0	isoleucine biosynthetic process	0.020847073025117572	6.0	173.0
11.0	plasma membrane	3.1127216948623975e-08	13.0	173.0
11.0	membrane	2.919518237709313e-07	20.0	173.0
11.0	integral component of membrane	5.973922033553957e-07	11.0	173.0
11.0	branched-chain amino acid transmembrane transporter activity	0.00420355781675432	5.0	173.0
11.0	hydrolase activity	0.04928958613720902	5.0	173.0
12.0	SOS response	2.4215553785973377e-33	23.0	61.0
12.0	DNA repair	3.2075184577850986e-23	24.0	61.0
12.0	cellular response to DNA damage stimulus	6.897665514291065e-17	30.0	61.0
12.0	cell division	1.2681104015621736e-09	15.0	61.0
12.0	regulation of cell shape	1.6611506247015206e-05	10.0	61.0
12.0	DNA duplex unwinding	5.089006289371147e-05	6.0	61.0
12.0	peptidoglycan biosynthetic process	0.0001509175738970982	9.0	61.0
12.0	nucleotide-excision repair	0.00254276496767586	4.0	61.0
12.0	cell wall organization	0.0035026066232832606	9.0	61.0
12.0	double-strand break repair via homologous recombination	0.025227786038248597	3.0	61.0
12.0	nucleic acid phosphodiester bond hydrolysis	0.025227786038248597	8.0	61.0
12.0	DNA recombination	0.026704794435432992	9.0	61.0
12.0	cell division site	0.005331190208982809	6.0	61.0
12.0	excinuclease repair complex	0.007424480611910555	3.0	61.0
12.0	DNA binding	8.89672080059357e-06	27.0	61.0
12.0	helicase activity	0.00045898287279290276	7.0	61.0
12.0	ATP-dependent DNA helicase activity	0.0012194651329531965	5.0	61.0
12.0	protein binding	0.0035026066232832606	28.0	61.0
12.0	glycolate dehydrogenase activity	0.007424480611910555	3.0	61.0
12.0	excinuclease ABC activity	0.007424480611910555	3.0	61.0
12.0	DNA helicase activity	0.025227786038248597	3.0	61.0
14.0	organic phosphonate catabolic process	2.9714581544969886e-11	8.0	54.0
14.0	phosphate ion transport	1.3228732985715122e-10	8.0	54.0
14.0	organic phosphonate transport	5.033956761759974e-06	5.0	54.0
14.0	response to copper ion	2.1137025561108227e-05	6.0	54.0
14.0	response to silver ion	8.903133374335859e-05	4.0	54.0
14.0	alkylphosphonate transport	8.903133374335859e-05	4.0	54.0
14.0	organic phosphonate metabolic process	8.903133374335859e-05	4.0	54.0
14.0	phosphate ion transmembrane transport	0.00024047769105752382	5.0	54.0
14.0	detoxification of copper ion	0.0003181460673433439	4.0	54.0
14.0	glycerophosphodiester transport	0.0003181460673433439	4.0	54.0
14.0	cellular copper ion homeostasis	0.0003181460673433439	4.0	54.0
14.0	glycerol-3-phosphate transport	0.0008500298390957541	4.0	54.0
14.0	electron transport coupled proton transport	0.0036244626871584067	4.0	54.0
14.0	aerobic electron transport chain	0.0055353000748888945	4.0	54.0
14.0	copper ion export	0.01314491676884173	3.0	54.0
14.0	cytochrome o ubiquinol oxidase complex	8.903133374335859e-05	4.0	54.0
14.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex	8.903133374335859e-05	4.0	54.0
14.0	phosphate ion transmembrane-transporting ATPase activity	8.903133374335859e-05	4.0	54.0
14.0	oxidoreduction-driven active transmembrane transporter activity	8.903133374335859e-05	4.0	54.0
14.0	cytochrome bo3 ubiquinol oxidase activity	8.903133374335859e-05	4.0	54.0
14.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity	8.903133374335859e-05	4.0	54.0
14.0	copper ion binding	9.917568698717237e-05	6.0	54.0
14.0	inorganic phosphate transmembrane transporter activity	0.0008500298390957541	4.0	54.0
14.0	copper ion transmembrane transporter activity	0.0036244626871584067	3.0	54.0
14.0	cytochrome o ubiquinol oxidase activity	0.0036244626871584067	3.0	54.0
14.0	cytochrome-c oxidase activity	0.0036244626871584067	3.0	54.0
14.0	hydrogen ion transmembrane transporter activity	0.01314491676884173	4.0	54.0
16.0	glyoxylate catabolic process	0.0011769615137075576	3.0	9.0
16.0	glycolate catabolic process	0.0029354976376918546	3.0	9.0
16.0	purine nucleobase metabolic process	0.04405306975603508	3.0	9.0
17.0	response to arsenic-containing substance	1.4027915576824817e-05	3.0	3.0
19.0	biotin biosynthetic process	3.4552533934209546e-12	6.0	6.0
20.0	cyanate catabolic process	1.4027915576829652e-05	3.0	4.0
21.0	glycerol metabolic process	0.0012765403174927472	3.0	3.0
21.0	glycerone kinase activity	0.006722878540216122	2.0	3.0
23.0	3-phenylpropionate catabolic process	1.3219799483301117e-08	5.0	6.0
23.0	aromatic compound catabolic process	1.9082788616448028e-08	5.0	6.0
23.0	3-phenylpropionate dioxygenase activity	1.9082788616448028e-08	4.0	6.0
25.0	potassium ion transmembrane transport	1.2460300077762973e-05	4.0	5.0
25.0	potassium ion transport	2.9453964330212113e-05	4.0	5.0
25.0	ion transport	0.0287851404870873	4.0	5.0
25.0	potassium-transporting ATPase activity	1.8298872393518222e-08	4.0	5.0
27.0	pyridine nucleotide biosynthetic process	1.1516255902699672e-06	4.0	5.0
27.0	NAD biosynthetic process	1.1516255902699672e-06	4.0	5.0
28.0	phage shock	0.0002803936216866775	3.0	6.0
30.0	thiamine transport	7.013957788409562e-05	3.0	6.0
30.0	thiamine-transporting ATPase activity	0.03361439270105538	2.0	6.0
31.0	aromatic amino acid family biosynthetic process	8.371757332437879e-23	13.0	20.0
31.0	cellular amino acid biosynthetic process	2.4852529348416033e-12	13.0	20.0
31.0	tryptophan biosynthetic process	9.662743256067128e-11	6.0	20.0
31.0	chorismate biosynthetic process	0.0011431888587472416	4.0	20.0
31.0	tryptophan metabolic process	0.0026564381559221538	3.0	20.0
31.0	biosynthetic process	0.015729947467196127	5.0	20.0
31.0	3-deoxy-7-phosphoheptulonate synthase activity	0.0009994889848496473	3.0	20.0
32.0	nucleobase-containing small molecule metabolic process	0.013445757080432243	2.0	3.0
35.0	zinc II ion transport	0.003916297696750009	3.0	6.0
