clusterid	ontology	p-value	study_count	study_n
14.0	cytochrome bo3 ubiquinol oxidase activity	8.256603714576787e-05	4.0	52.0
14.0	phosphate ion transmembrane-transporting ATPase activity	8.256603714576787e-05	4.0	52.0
14.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity	8.256603714576787e-05	4.0	52.0
14.0	oxidoreduction-driven active transmembrane transporter activity	8.256603714576787e-05	4.0	52.0
14.0	copper ion binding	8.457109288465135e-05	6.0	52.0
14.0	inorganic phosphate transmembrane transporter activity	0.0007666079478146039	4.0	52.0
14.0	cytochrome o ubiquinol oxidase activity	0.0033697492853063294	3.0	52.0
14.0	cytochrome-c oxidase activity	0.0033697492853063294	3.0	52.0
14.0	copper ion transmembrane transporter activity	0.0033697492853063294	3.0	52.0
14.0	hydrogen ion transmembrane transporter activity	0.01137202062639958	4.0	52.0
18.0	carnitine metabolic process	1.6867661541424733e-11	10.0	131.0
18.0	aerobic respiration	2.2271564021719992e-10	13.0	131.0
18.0	oxidation-reduction process	7.538675429455698e-09	46.0	131.0
18.0	tricarboxylic acid cycle	1.3080283789320628e-06	11.0	131.0
18.0	putrescine catabolic process	1.1195717078809457e-05	7.0	131.0
18.0	glycine betaine biosynthetic process from choline	0.0021440130024114306	4.0	131.0
18.0	ATP synthesis coupled electron transport	0.003486726765395194	5.0	131.0
18.0	translation	0.003501343015347918	15.0	131.0
18.0	chemotaxis	0.014095439121424292	7.0	131.0
18.0	dipeptide transport	0.03707556149626675	5.0	131.0
18.0	hypoxanthine catabolic process	0.04938703027757043	3.0	131.0
18.0	NADH dehydrogenase complex	4.822509935447197e-17	14.0	131.0
18.0	plasma membrane respiratory chain complex I	7.812057408131714e-16	13.0	131.0
18.0	ribosome	1.4977571024560454e-06	15.0	131.0
18.0	intracellular ribonucleoprotein complex	7.59929303561044e-06	14.0	131.0
18.0	cytosolic large ribosomal subunit	0.0012003118219091474	9.0	131.0
18.0	quinone binding	2.470131407037182e-11	13.0	131.0
18.0	NADH dehydrogenase (ubiquinone) activity	1.5649748538340017e-10	12.0	131.0
18.0	NADH dehydrogenase activity	3.4579574009750715e-10	14.0	131.0
18.0	oxidoreductase activity	2.759823744067038e-07	39.0	131.0
18.0	NADH dehydrogenase (quinone) activity	3.895047678170138e-06	6.0	131.0
18.0	structural constituent of ribosome	7.59929303561044e-06	14.0	131.0
18.0	rRNA binding	9.836599076582841e-05	12.0	131.0
18.0	oligopeptide-transporting ATPase activity	0.0004868322084137224	5.0	131.0
18.0	oxidoreductase activity, acting on NAD(P)H	0.0004868322084137224	6.0	131.0
18.0	dipeptide transporter activity	0.023161081094943754	5.0	131.0
19.0	lysine biosynthetic process via diaminopimelate	1.8136882893421814e-05	5.0	15.0
19.0	DNA replication	0.000207416182921132	6.0	15.0
19.0	lysine biosynthetic process	0.000207416182921132	4.0	15.0
24.0	valine biosynthetic process	4.1341621886298704e-06	7.0	68.0
24.0	branched-chain amino acid transport	9.034232385016413e-05	5.0	68.0
24.0	branched-chain amino acid biosynthetic process	9.034232385016413e-05	7.0	68.0
24.0	isoleucine biosynthetic process	0.00013911236389712906	6.0	68.0
24.0	cellular amino acid biosynthetic process	0.008740565791283884	11.0	68.0
24.0	branched-chain amino acid transmembrane transporter activity	9.034232385016413e-05	5.0	68.0
27.0	D-gluconate metabolic process	2.803158899294172e-12	7.0	13.0
27.0	L-idonate catabolic process	1.3083693761360156e-06	4.0	13.0
27.0	D-gluconate catabolic process	4.353036873547296e-06	4.0	13.0
27.0	gluconate transmembrane transport	0.011124064044932455	3.0	13.0
27.0	gluconate transmembrane transporter activity	0.008707718658267225	3.0	13.0
29.0	phenylacetate catabolic process	9.838302650872374e-13	13.0	174.0
29.0	carbohydrate metabolic process	2.3225703976021046e-06	27.0	174.0
29.0	fucose metabolic process	3.863226913215216e-06	7.0	174.0
29.0	galactitol metabolic process	0.00044499545006766776	6.0	174.0
29.0	carbohydrate transport	0.000559689206746706	19.0	174.0
29.0	aromatic compound catabolic process	0.004945081483815864	7.0	174.0
29.0	rhamnose metabolic process	0.004945081483815864	5.0	174.0
29.0	3-phenylpropionate catabolic process	0.0126007516779295	6.0	174.0
29.0	arabinose catabolic process	0.01350090841794151	4.0	174.0
29.0	fucose catabolic process	0.01350090841794151	4.0	174.0
29.0	carbohydrate transmembrane transport	0.015306867925766281	11.0	174.0
33.0	D-glucuronate catabolic process	0.009971193575504456	3.0	13.0
33.0	D-galacturonate catabolic process	0.009971193575504456	3.0	13.0
