clusterid	ontology	p-value	study_count	study_n
25.0	lipid metabolic process	2.0618151028341628e-20	16.0	21.0
25.0	fatty acid biosynthetic process	4.3972487692827e-18	11.0	21.0
25.0	lipid biosynthetic process	3.0185247643060512e-06	5.0	21.0
25.0	fatty acid beta-oxidation	0.0001264161955581707	4.0	21.0
25.0	malonyl-CoA biosynthetic process	0.0005830352411624821	3.0	21.0
25.0	acetyl-CoA carboxylase complex	0.0005830352411624821	3.0	21.0
25.0	acetyl-CoA carboxylase activity	4.380750051006576e-06	4.0	21.0
26.0	purine nucleotide biosynthetic process	3.235590078199075e-12	9.0	25.0
26.0	'de novo' IMP biosynthetic process	7.524898101565422e-12	8.0	25.0
26.0	'de novo' UMP biosynthetic process	0.0005330486810111545	4.0	25.0
26.0	pyrimidine nucleotide biosynthetic process	0.0037037368508560905	4.0	25.0
26.0	glycine decarboxylation via glycine cleavage system	0.006425063477085502	3.0	25.0
26.0	cytosol	0.0072752227429485	18.0	25.0
27.0	valine biosynthetic process	5.79026984315924e-07	7.0	52.0
27.0	branched-chain amino acid biosynthetic process	1.8425817730106133e-05	7.0	52.0
27.0	branched-chain amino acid transport	1.8425817730106133e-05	5.0	52.0
27.0	isoleucine biosynthetic process	2.6443615868761473e-05	6.0	52.0
27.0	cellular amino acid biosynthetic process	0.046356252732595526	9.0	52.0
27.0	branched-chain amino acid transmembrane transporter activity	1.8425817730106133e-05	5.0	52.0
29.0	leucine biosynthetic process	3.4237005117620857e-07	5.0	13.0
29.0	branched-chain amino acid biosynthetic process	2.5738497507512275e-05	5.0	13.0
31.0	bacterial-type flagellum organization	2.7103712964781785e-06	8.0	56.0
31.0	bacterial-type flagellum-dependent cell motility	0.0041934958095442626	7.0	56.0
31.0	bacterial-type flagellum assembly	0.00825769942888932	5.0	56.0
31.0	biological adhesion	0.016202242491244526	3.0	56.0
31.0	transcription, DNA-templated	0.02119337059414573	17.0	56.0
31.0	regulation of transcription, DNA-templated	0.031889087756355794	17.0	56.0
31.0	NarGHI complex	0.016202242491244526	3.0	56.0
31.0	motor activity	0.0004939308448783334	5.0	56.0
34.0	cytochrome complex assembly	7.981471303887881e-11	8.0	27.0
34.0	heme transport	9.167589416518672e-08	6.0	27.0
34.0	molybdate ion transport	1.6057260525301353e-05	4.0	27.0
34.0	Mo-molybdopterin cofactor biosynthetic process	9.549283562289038e-05	5.0	27.0
34.0	molybdopterin cofactor biosynthetic process	0.00015903426160068245	4.0	27.0
34.0	intrinsic component of periplasmic side of plasma membrane	2.6727910706232583e-06	5.0	27.0
34.0	dimethyl sulfoxide reductase complex	0.001282239158194645	3.0	27.0
34.0	molybdate ion transmembrane transporter activity	0.001282239158194645	3.0	27.0
34.0	dimethyl sulfoxide reductase activity	0.011290890008315338	3.0	27.0
34.0	heme transporter activity	0.020228181457960875	3.0	27.0
36.0	SOS response	1.5111932871853044e-33	23.0	60.0
36.0	DNA repair	1.969552770846478e-23	24.0	60.0
36.0	cellular response to DNA damage stimulus	3.705310932958302e-17	30.0	60.0
36.0	cell division	9.70446522619685e-10	15.0	60.0
36.0	regulation of cell shape	1.4022629804926673e-05	10.0	60.0
36.0	DNA duplex unwinding	4.594685316574154e-05	6.0	60.0
36.0	peptidoglycan biosynthetic process	0.00012985050732422184	9.0	60.0
36.0	nucleotide-excision repair	0.0023770300172298543	4.0	60.0
36.0	cell wall organization	0.00303090300666463	9.0	60.0
36.0	nucleic acid phosphodiester bond hydrolysis	0.024408128931504344	8.0	60.0
36.0	double-strand break repair via homologous recombination	0.024408128931504344	3.0	60.0
36.0	DNA recombination	0.024408128931504344	9.0	60.0
36.0	cell division site	0.004828577618065407	6.0	60.0
36.0	excinuclease repair complex	0.007500551109993213	3.0	60.0
36.0	DNA binding	5.632993268396795e-06	27.0	60.0
36.0	helicase activity	0.0004081939364403405	7.0	60.0
36.0	ATP-dependent DNA helicase activity	0.0011209871266545477	5.0	60.0
36.0	protein binding	0.0024288128812271683	28.0	60.0
36.0	excinuclease ABC activity	0.007500551109993213	3.0	60.0
36.0	DNA helicase activity	0.024408128931504344	3.0	60.0
37.0	glycogen metabolic process	0.00031960317713508374	4.0	27.0
40.0	organic phosphonate catabolic process	2.1491678475930535e-11	8.0	52.0
40.0	phosphate ion transport	9.572442999412038e-11	8.0	52.0
40.0	organic phosphonate transport	4.1369204415273475e-06	5.0	52.0
40.0	response to copper ion	1.6699181235662464e-05	6.0	52.0
40.0	organic phosphonate metabolic process	8.256603714576787e-05	4.0	52.0
40.0	response to silver ion	8.256603714576787e-05	4.0	52.0
40.0	phosphate ion transmembrane transport	0.00021220696190875295	5.0	52.0
40.0	glycerophosphodiester transport	0.0002884893637324604	4.0	52.0
40.0	cellular copper ion homeostasis	0.0002884893637324604	4.0	52.0
40.0	detoxification of copper ion	0.0002884893637324604	4.0	52.0
40.0	glycerol-3-phosphate transport	0.0007666079478146039	4.0	52.0
40.0	electron transport coupled proton transport	0.0033308900729312712	4.0	52.0
40.0	aerobic electron transport chain	0.004946308851962686	4.0	52.0
40.0	alkylphosphonate transport	0.01137202062639958	3.0	52.0
40.0	copper ion export	0.01137202062639958	3.0	52.0
40.0	cytochrome o ubiquinol oxidase complex	8.256603714576787e-05	4.0	52.0
40.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex	8.256603714576787e-05	4.0	52.0
40.0	cytochrome bo3 ubiquinol oxidase activity	8.256603714576787e-05	4.0	52.0
40.0	oxidoreduction-driven active transmembrane transporter activity	8.256603714576787e-05	4.0	52.0
40.0	phosphate ion transmembrane-transporting ATPase activity	8.256603714576787e-05	4.0	52.0
40.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity	8.256603714576787e-05	4.0	52.0
40.0	copper ion binding	8.457109288465135e-05	6.0	52.0
40.0	inorganic phosphate transmembrane transporter activity	0.0007666079478146039	4.0	52.0
40.0	cytochrome o ubiquinol oxidase activity	0.0033697492853063294	3.0	52.0
40.0	copper ion transmembrane transporter activity	0.0033697492853063294	3.0	52.0
40.0	cytochrome-c oxidase activity	0.0033697492853063294	3.0	52.0
40.0	hydrogen ion transmembrane transporter activity	0.01137202062639958	4.0	52.0
45.0	fermentation	0.021413407622511194	3.0	12.0
45.0	[Ni-Fe] hydrogenase complex	0.021413407622511194	3.0	12.0
45.0	electron carrier activity	0.04862659971190336	5.0	12.0
