clusterid	ontology	p-value	study_count	study_n
14.0	heme binding	2.363597264666677e-05	11.0	139.0
14.0	hydrogenase (acceptor) activity	3.04075249337629e-05	6.0	139.0
14.0	NADH dehydrogenase activity	6.0960822821995014e-05	10.0	139.0
14.0	dimethyl sulfoxide reductase activity	0.0001066675224057843	5.0	139.0
14.0	molybdenum ion binding	0.00022774647739436945	8.0	139.0
14.0	iron ion binding	0.0005423948620783115	13.0	139.0
14.0	nickel-transporting ATPase activity	0.002096153568510857	4.0	139.0
14.0	ferredoxin hydrogenase activity	0.002096153568510857	4.0	139.0
14.0	heme transporter activity	0.026623831083705828	4.0	139.0
14.0	signal sequence binding	0.04517700526154432	3.0	139.0
14.0	molybdate ion transmembrane transporter activity	0.04517700526154432	3.0	139.0
14.0	nitrite reductase (cytochrome, ammonia-forming) activity	0.04517700526154432	3.0	139.0
14.0	succinate dehydrogenase activity	0.048635357412494896	4.0	139.0
15.0	carbohydrate transport	8.518994593019544e-12	16.0	38.0
15.0	maltodextrin transport	1.0456669485276488e-06	5.0	38.0
15.0	phosphoenolpyruvate-dependent sugar phosphotransferase system	1.0456669485276488e-06	10.0	38.0
15.0	maltose transport	3.5695616960287886e-06	5.0	38.0
15.0	N-acetylglucosamine transport	4.502437552436623e-05	4.0	38.0
15.0	carbohydrate metabolic process	0.00039040513848479104	11.0	38.0
15.0	alpha-glucan catabolic process	0.002465406162628811	3.0	38.0
15.0	N,N'-diacetylchitobiose import	0.002465406162628811	3.0	38.0
15.0	mannose transport	0.002465406162628811	3.0	38.0
15.0	UDP-N-acetylglucosamine biosynthetic process	0.008394932646240331	3.0	38.0
15.0	glucose import into cell	0.008394932646240331	3.0	38.0
15.0	fructose import	0.019454061813480014	3.0	38.0
15.0	transport	0.032721739225627065	18.0	38.0
15.0	maltose transport complex	4.502437552436623e-05	4.0	38.0
15.0	protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity	0.002465406162628811	3.0	38.0
15.0	maltose-transporting ATPase activity	0.002465406162628811	3.0	38.0
16.0	SOS response	1.5111932871853044e-33	23.0	60.0
16.0	DNA repair	1.969552770846478e-23	24.0	60.0
16.0	cellular response to DNA damage stimulus	3.705310932958302e-17	30.0	60.0
16.0	cell division	9.70446522619685e-10	15.0	60.0
16.0	regulation of cell shape	1.4022629804926673e-05	10.0	60.0
16.0	DNA duplex unwinding	4.594685316574154e-05	6.0	60.0
16.0	peptidoglycan biosynthetic process	0.00012985050732422184	9.0	60.0
16.0	nucleotide-excision repair	0.0023770300172298543	4.0	60.0
16.0	cell wall organization	0.00303090300666463	9.0	60.0
16.0	nucleic acid phosphodiester bond hydrolysis	0.024408128931504344	8.0	60.0
16.0	double-strand break repair via homologous recombination	0.024408128931504344	3.0	60.0
16.0	DNA recombination	0.024408128931504344	9.0	60.0
16.0	cell division site	0.004828577618065407	6.0	60.0
16.0	excinuclease repair complex	0.007500551109993213	3.0	60.0
16.0	DNA binding	5.632993268396795e-06	27.0	60.0
16.0	helicase activity	0.0004081939364403405	7.0	60.0
16.0	ATP-dependent DNA helicase activity	0.0011209871266545477	5.0	60.0
16.0	protein binding	0.0024288128812271683	28.0	60.0
16.0	excinuclease ABC activity	0.007500551109993213	3.0	60.0
16.0	DNA helicase activity	0.024408128931504344	3.0	60.0
17.0	glycogen metabolic process	0.0004323481647836471	4.0	29.0
18.0	intracellular pH elevation	0.013017657982595262	4.0	66.0
21.0	organic phosphonate catabolic process	2.1491678475930535e-11	8.0	52.0
21.0	phosphate ion transport	9.572442999412038e-11	8.0	52.0
21.0	organic phosphonate transport	4.1369204415273475e-06	5.0	52.0
21.0	response to copper ion	1.6699181235662464e-05	6.0	52.0
21.0	organic phosphonate metabolic process	8.256603714576787e-05	4.0	52.0
21.0	response to silver ion	8.256603714576787e-05	4.0	52.0
21.0	phosphate ion transmembrane transport	0.00021220696190875295	5.0	52.0
21.0	glycerophosphodiester transport	0.0002884893637324604	4.0	52.0
21.0	cellular copper ion homeostasis	0.0002884893637324604	4.0	52.0
21.0	detoxification of copper ion	0.0002884893637324604	4.0	52.0
21.0	glycerol-3-phosphate transport	0.0007666079478146039	4.0	52.0
21.0	electron transport coupled proton transport	0.0033308900729312712	4.0	52.0
21.0	aerobic electron transport chain	0.004946308851962686	4.0	52.0
21.0	alkylphosphonate transport	0.01137202062639958	3.0	52.0
21.0	copper ion export	0.01137202062639958	3.0	52.0
21.0	cytochrome o ubiquinol oxidase complex	8.256603714576787e-05	4.0	52.0
21.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex	8.256603714576787e-05	4.0	52.0
21.0	cytochrome bo3 ubiquinol oxidase activity	8.256603714576787e-05	4.0	52.0
21.0	oxidoreduction-driven active transmembrane transporter activity	8.256603714576787e-05	4.0	52.0
21.0	phosphate ion transmembrane-transporting ATPase activity	8.256603714576787e-05	4.0	52.0
21.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity	8.256603714576787e-05	4.0	52.0
21.0	copper ion binding	8.457109288465135e-05	6.0	52.0
21.0	inorganic phosphate transmembrane transporter activity	0.0007666079478146039	4.0	52.0
21.0	cytochrome o ubiquinol oxidase activity	0.0033697492853063294	3.0	52.0
21.0	copper ion transmembrane transporter activity	0.0033697492853063294	3.0	52.0
21.0	cytochrome-c oxidase activity	0.0033697492853063294	3.0	52.0
21.0	hydrogen ion transmembrane transporter activity	0.01137202062639958	4.0	52.0
28.0	branched-chain amino acid biosynthetic process	2.1972789849380584e-12	12.0	82.0
28.0	leucine biosynthetic process	2.0430248373867798e-07	7.0	82.0
28.0	cellular amino acid biosynthetic process	3.2385572380755218e-06	16.0	82.0
28.0	valine biosynthetic process	4.0007929461411524e-06	7.0	82.0
28.0	branched-chain amino acid transport	0.00012811275994064776	5.0	82.0
28.0	isoleucine biosynthetic process	0.000311884776827439	6.0	82.0
28.0	branched-chain amino acid transmembrane transporter activity	0.00012811275994064776	5.0	82.0
