clusterid	ontology	p-value	study_count	study_n
28.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity	4.300287294967541e-05	4.0	39.0
28.0	inorganic phosphate transmembrane transporter activity	0.0004045054589919129	4.0	39.0
29.0	tryptophan catabolic process	0.040260117705434466	3.0	42.0
34.0	fatty acid metabolic process	1.922755945514741e-25	16.0	25.0
34.0	lipid metabolic process	1.9540422502518245e-18	16.0	25.0
34.0	fatty acid biosynthetic process	5.5143583383271344e-17	11.0	25.0
34.0	lipid biosynthetic process	7.853695148873954e-06	5.0	25.0
34.0	fatty acid beta-oxidation	0.00026652434050557726	4.0	25.0
34.0	glyoxylate cycle	0.0008152217514674458	4.0	25.0
34.0	malonyl-CoA biosynthetic process	0.0008962279396306673	3.0	25.0
34.0	acetyl-CoA carboxylase complex	0.0008962279396306673	3.0	25.0
34.0	acetyl-CoA carboxylase activity	9.259229431119886e-06	4.0	25.0
41.0	cell division	1.684795831194472e-11	13.0	28.0
41.0	regulation of cell shape	9.955715178374045e-09	10.0	28.0
41.0	peptidoglycan biosynthetic process	2.175737448985131e-07	9.0	28.0
41.0	cell wall organization	7.429685472543916e-06	9.0	28.0
41.0	cell division site	0.0001175302881885352	6.0	28.0
45.0	glycogen metabolic process	8.836189299087403e-05	4.0	20.0
45.0	glycogen biosynthetic process	0.019857014749761048	3.0	20.0
46.0	lysine biosynthetic process via diaminopimelate	5.147699501512484e-05	5.0	18.0
46.0	lysine biosynthetic process	0.0006530600345316919	4.0	18.0
46.0	DNA replication	0.0006530600345316919	6.0	18.0
52.0	bacterial-type flagellum organization	0.00017093809500603712	6.0	36.0
52.0	bacterial-type flagellum-dependent cell motility	0.00017093809500603712	7.0	36.0
52.0	biological adhesion	0.006259957326168226	3.0	36.0
52.0	bacterial-type flagellum assembly	0.03363466163154319	4.0	36.0
52.0	bacterial-type flagellum	0.020546140841260198	5.0	36.0
52.0	motor activity	9.878780244945175e-05	5.0	36.0
55.0	phosphoenolpyruvate-dependent sugar phosphotransferase system	1.5289010453282027e-08	10.0	24.0
55.0	carbohydrate transport	2.6892147607808557e-06	10.0	24.0
55.0	N-acetylglucosamine transport	1.2962921203565646e-05	4.0	24.0
55.0	N,N'-diacetylchitobiose import	0.0011830208803134791	3.0	24.0
55.0	mannose transport	0.0011830208803134791	3.0	24.0
55.0	glucose import into cell	0.003534479354584823	3.0	24.0
55.0	UDP-N-acetylglucosamine biosynthetic process	0.003534479354584823	3.0	24.0
55.0	fructose import	0.00782212657508403	3.0	24.0
55.0	carbohydrate transmembrane transport	0.026153743053446	5.0	24.0
55.0	protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity	0.0011830208803134791	3.0	24.0
59.0	valine biosynthetic process	3.1984944642805254e-07	7.0	48.0
59.0	branched-chain amino acid biosynthetic process	1.215037437130145e-05	7.0	48.0
59.0	branched-chain amino acid transport	1.215037437130145e-05	5.0	48.0
59.0	isoleucine biosynthetic process	1.602608498477709e-05	6.0	48.0
59.0	cellular amino acid biosynthetic process	0.02315105909873321	9.0	48.0
59.0	branched-chain amino acid transmembrane transporter activity	1.215037437130145e-05	5.0	48.0
61.0	cytochrome complex assembly	6.474279862364092e-10	8.0	34.0
61.0	heme transport	2.763735503224247e-07	6.0	34.0
61.0	molybdate ion transport	3.394514024484513e-05	4.0	34.0
61.0	Mo-molybdopterin cofactor biosynthetic process	0.00027094500828864096	5.0	34.0
61.0	molybdopterin cofactor biosynthetic process	0.0003591565851348108	4.0	34.0
61.0	ferredoxin hydrogenase complex	1.3905832764232618e-07	6.0	34.0
61.0	intrinsic component of periplasmic side of plasma membrane	6.888203610349577e-06	5.0	34.0
61.0	dimethyl sulfoxide reductase complex	0.002331751300325762	3.0	34.0
61.0	molybdate ion transmembrane transporter activity	0.002331751300325762	3.0	34.0
61.0	dimethyl sulfoxide reductase activity	0.02073197040135409	3.0	34.0
61.0	heme transporter activity	0.03746593744838072	3.0	34.0
66.0	nitrate assimilation	0.006647462383669638	4.0	13.0
66.0	NarGHI complex	0.0010029959637445599	3.0	13.0
66.0	nitrate reductase complex	0.006647462383669638	3.0	13.0
66.0	nitrate reductase activity	0.008707718658267225	3.0	13.0
70.0	D-gluconate metabolic process	2.803158899294172e-12	7.0	13.0
70.0	L-idonate catabolic process	1.3083693761360156e-06	4.0	13.0
70.0	D-gluconate catabolic process	4.353036873547296e-06	4.0	13.0
70.0	gluconate transmembrane transport	0.011124064044932455	3.0	13.0
70.0	gluconate transmembrane transporter activity	0.008707718658267225	3.0	13.0
