"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
900	0.9367485	0.0760050	0.6657065	0.6526453	0.6987050	0.5678299	0.4621040	0.8022421	0.9824112	0.0374526
950	0.9367481	0.0760050	0.6702008	0.6611532	0.7180812	0.5580234	0.4559539	0.8038278	0.9822717	0.0374602
1000	0.9367480	0.0760047	0.6751364	0.6700977	0.7328891	0.5524192	0.4529710	0.8044509	0.9822277	0.0373404

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.9367507	0.0760020	0.6878366	0.8476180	0.7209380	0.7401551	0.2199380	0.8052811	0.9861027	0.0159108
100	0.9367508	0.0760021	0.6793934	0.8994119	0.6304412	0.7770925	0.1867962	0.8062088	0.9920276	0.0095999
150	0.9367507	0.0760027	0.6616433	0.9116572	0.5608604	0.7796089	0.1818662	0.8080677	0.9956452	0.0078140
200	0.9367502	0.0760042	0.6427525	0.9104872	0.5250591	0.7783369	0.1808468	0.8100736	0.9972392	0.0076299
250	0.9367490	0.0760064	0.6286279	0.9067552	0.5099100	0.7774736	0.1803329	0.8116611	0.9978056	0.0080595
300	0.9367472	0.0760089	0.6200629	0.9038730	0.5042658	0.7770282	0.1799276	0.8127013	0.9979074	0.0086660
350	0.9367449	0.0760112	0.6155299	0.9022288	0.5024009	0.7767757	0.1796193	0.8132885	0.9978127	0.0092248
400	0.9367427	0.0760130	0.6133530	0.9014287	0.5018967	0.7766151	0.1794106	0.8135680	0.9976560	0.0096448
450	0.9367408	0.0760142	0.6123879	0.9010818	0.5018357	0.7765102	0.1792854	0.8136650	0.9975052	0.0099204
500	0.9367394	0.0760149	0.6119934	0.9009479	0.5018941	0.7764445	0.1792203	0.8136680	0.9973876	0.0100836
550	0.9367385	0.0760153	0.6131859	0.6728751	0.5517290	0.5244127	0.4074395	0.8135767	0.9950410	0.0314360
600	0.9367380	0.0760152	0.6261180	0.6202772	0.6619823	0.5162135	0.4402763	0.8128603	0.9893691	0.0379675
650	0.9367380	0.0760135	0.6487935	0.6380735	0.7311391	0.5308715	0.4452751	0.8111774	0.9847759	0.0394644
700	0.9367392	0.0760106	0.6685006	0.6649502	0.7573308	0.5389899	0.4465983	0.8090647	0.9824180	0.0390893
750	0.9367414	0.0760076	0.6805313	0.6823485	0.7633882	0.5424496	0.4475952	0.8072044	0.9816808	0.0382098
800	0.9367441	0.0760052	0.6863722	0.6905910	0.7630189	0.5440240	0.4485342	0.8059308	0.9817508	0.0374191
850	0.9367465	0.0760036	0.6886856	0.6936028	0.7614349	0.5449130	0.4492993	0.8052387	0.9820826	0.0368774
900	0.9367483	0.0760027	0.6893677	0.6942963	0.7600418	0.5455004	0.4498237	0.8049625	0.9824131	0.0365593
950	0.9367495	0.0760023	0.6894187	0.6941681	0.7590365	0.5458941	0.4501246	0.8049210	0.9826568	0.0363935
1000	0.9367502	0.0760020	0.6892785	0.6938415	0.7583530	0.5461380	0.4502620	0.8049808	0.9828103	0.0363166

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.3327946	0.0760002	0.8215452	0.8847066	0.7572101	0.5462364	0.4480324	0.8272985	0.9829768	0.0355289
100	0.1953734	0.0759963	0.8730416	0.9529410	0.7574592	0.5449110	0.4424728	0.8356399	0.9834717	0.0336881
150	0.1641056	0.0759934	0.8929953	0.9771797	0.7584145	0.5423430	0.4377000	0.8388838	0.9843449	0.0322464
200	0.1569914	0.0759918	0.9007748	0.9857986	0.7603014	0.5396613	0.4347069	0.8403004	0.9851866	0.0314083
250	0.1553729	0.0759909	0.9038821	0.9888770	0.7626892	0.5375887	0.4330353	0.8410552	0.9857986	0.0309736
300	0.1550048	0.0759905	0.9052008	0.9899910	0.7649857	0.5362257	0.4321238	0.8415313	0.9861814	0.0307600
350	0.1549211	0.0759903	0.9058211	0.9904062	0.7668351	0.5354009	0.4316122	0.8418520	0.9864005	0.0306578
400	0.1549021	0.0759903	0.9061498	0.9905693	0.7681594	0.5349175	0.4313108	0.8420663	0.9865189	0.0306095
450	0.1548978	0.0759902	0.9063407	0.9906385	0.7690377	0.5346336	0.4311259	0.8422046	0.9865805	0.0305865
500	0.1548968	0.0759902	0.9064572	0.9906706	0.7695938	0.5344639	0.4310104	0.8422902	0.9866119	0.0305754
550	0.7588603	0.0759906	0.7750378	0.8022009	0.7699329	0.5344901	0.4330311	0.8204825	0.9866122	0.0308428
600	0.8962830	0.0759923	0.7242161	0.7353489	0.7699652	0.5357051	0.4383108	0.8123018	0.9864326	0.0318427
650	0.9275504	0.0759948	0.7045273	0.7115768	0.7692077	0.5381784	0.4429822	0.8091829	0.9859472	0.0331641
700	0.9346632	0.0759972	0.6967589	0.7028770	0.7674741	0.5407848	0.4459615	0.8078809	0.9852600	0.0343304
750	0.9362798	0.0759991	0.6934635	0.6992840	0.7652015	0.5428008	0.4476299	0.8071905	0.9845659	0.0351456
800	0.9366462	0.0760003	0.6918261	0.6973765	0.7629846	0.5441226	0.4485405	0.8067038	0.9840004	0.0356400
850	0.9367286	0.0760010	0.6908427	0.6960880	0.7611874	0.5449211	0.4490664	0.8063113	0.9836017	0.0359178
900	0.9367467	0.0760014	0.6901775	0.6951324	0.7598951	0.5453950	0.4494023	0.8059964	0.9833464	0.0360701
950	0.9367505	0.0760016	0.6897134	0.6944312	0.7590320	0.5456855	0.4496362	0.8057575	0.9831921	0.0361552
1000	0.9367511	0.0760017	0.6893945	0.6939379	0.7584759	0.5458742	0.4498051	0.8055869	0.9831014	0.0362048

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.2416831	0.0760016	0.7140808	0.8037786	0.7335159	0.6792162	0.4402256	0.9066590	0.9829355	0.0361462
100	0.0835305	0.0760005	0.7192705	0.8389324	0.6692000	0.7186890	0.4162928	0.9447531	0.9830593	0.0356875
150	0.0475452	0.0759997	0.7123587	0.8428458	0.6128052	0.7259606	0.3968106	0.9590552	0.9832798	0.0353481
200	0.0393573	0.0759996	0.7015507	0.8359618	0.5806856	0.7236477	0.3852317	0.9644329	0.9834718	0.0353024
250	0.0374943	0.0760000	0.6923967	0.8282238	0.5672451	0.7199437	0.3791907	0.9664614	0.9835405	0.0354999
300	0.0370704	0.0760007	0.6866306	0.8230487	0.5637163	0.7171361	0.3762433	0.9672285	0.9834770	0.0358060
350	0.0369739	0.0760014	0.6837490	0.8204966	0.5641468	0.7154232	0.3748629	0.9675161	0.9833298	0.0361016
400	0.0369519	0.0760020	0.6826528	0.8196148	0.5655754	0.7144869	0.3742352	0.9676185	0.9831601	0.0363241
450	0.0369469	0.0760024	0.6824360	0.8195336	0.5668752	0.7140089	0.3739572	0.9676486	0.9830120	0.0364633
500	0.0369458	0.0760026	0.6825541	0.8197294	0.5677790	0.7137764	0.3738379	0.9676515	0.9829042	0.0365365
550	0.7320128	0.0760032	0.6528847	0.6722074	0.5948562	0.5660125	0.3818120	0.8662108	0.9828231	0.0367841
600	0.8901647	0.0760048	0.6483783	0.6347828	0.6666311	0.5239416	0.4031238	0.8281032	0.9826395	0.0374281
650	0.9261488	0.0760061	0.6586071	0.6455548	0.7277582	0.5197944	0.4229419	0.8137406	0.9823210	0.0379033
700	0.9343356	0.0760061	0.6721911	0.6674124	0.7602277	0.5266604	0.4360287	0.8082582	0.9820545	0.0378841
750	0.9361983	0.0760052	0.6825626	0.6842938	0.7712705	0.5341986	0.4433638	0.8061128	0.9819959	0.0375055
800	0.9366227	0.0760040	0.6883923	0.6934413	0.7715030	0.5396052	0.4471177	0.8052662	0.9821374	0.0370398
850	0.9367201	0.0760030	0.6907718	0.6968907	0.7680388	0.5428760	0.4489330	0.8049654	0.9823746	0.0366591
900	0.9367429	0.0760023	0.6912025	0.6972575	0.7643043	0.5446720	0.4497680	0.8049107	0.9826090	0.0364127
950	0.9367487	0.0760020	0.6908040	0.6964001	0.7614531	0.5455929	0.4501238	0.8049630	0.9827889	0.0362830
1000	0.9367503	0.0760018	0.6902049	0.6953172	0.7595949	0.5460358	0.4502514	0.8050493	0.9829037	0.0362315

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.9470288	0.0259092	0.8284599	0.8536451	0.5761278	0.5471316	0.4474824	0.8328573	0.9866747	0.0119904
100	0.9703304	0.0088327	0.8771235	0.9033580	0.5152043	0.5457840	0.4405158	0.8440503	0.9935176	0.0042206
150	0.9870471	0.0030114	0.8930118	0.9165852	0.4952757	0.5426466	0.4343188	0.8495942	0.9974854	0.0016986
200	0.9951215	0.0010269	0.8980535	0.9195279	0.4898084	0.5391912	0.4300883	0.8528033	0.9991060	0.0008695
250	0.9983276	0.0003503	0.8996767	0.9200439	0.4894468	0.5363453	0.4274187	0.8547036	0.9996777	0.0005928
300	0.9994622	0.0001197	0.9002655	0.9201643	0.4906575	0.5343116	0.4257846	0.8557837	0.9998686	0.0004989
350	0.9998348	0.0000411	0.9005456	0.9202931	0.4920916	0.5329666	0.4248097	0.8563668	0.9999327	0.0004664
400	0.9999509	0.0000143	0.9007226	0.9204508	0.4932934	0.5321202	0.4242452	0.8566675	0.9999553	0.0004548
450	0.9999858	0.0000052	0.9008502	0.9206030	0.4941708	0.5316076	0.4239285	0.8568170	0.9999637	0.0004506
500	0.9999959	0.0000020	0.9009432	0.9207280	0.4947630	0.5313074	0.4237563	0.8568894	0.9999669	0.0004489
550	0.9938301	0.0500874	0.7344595	0.7014920	0.6799037	0.5303296	0.4261161	0.8307025	0.9987363	0.0216497
600	0.9739371	0.0671631	0.6927463	0.6708015	0.7424828	0.5314513	0.4323439	0.8204781	0.9944013	0.0294883
650	0.9559934	0.0729864	0.6872020	0.6796061	0.7628832	0.5343195	0.4380213	0.8155890	0.9899682	0.0331138
700	0.9454547	0.0749730	0.6887568	0.6892778	0.7680968	0.5374979	0.4419762	0.8124400	0.9868465	0.0348936
750	0.9403746	0.0756508	0.6903655	0.6944610	0.7678270	0.5401235	0.4446088	0.8100936	0.9849690	0.0356921
800	0.9381798	0.0758820	0.6910133	0.6963410	0.7658820	0.5420473	0.4464143	0.8083576	0.9839526	0.0360076
850	0.9372938	0.0759609	0.6909812	0.6965139	0.7637584	0.5434048	0.4476853	0.8071509	0.9834481	0.0361205
900	0.9369519	0.0759878	0.6906397	0.6960000	0.7619577	0.5443573	0.4485753	0.8063691	0.9832140	0.0361628
950	0.9368240	0.0759970	0.6902221	0.6953178	0.7605729	0.5450222	0.4491803	0.8058939	0.9831087	0.0361858
1000	0.9367772	0.0760001	0.6898384	0.6946865	0.7595577	0.5454785	0.4495749	0.8056199	0.9830595	0.0362049

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.7701600	0.0259141	0.6886529	0.6927833	0.7596782	0.5103551	0.2538965	0.9179028	0.9864870	0.0133263
100	0.7482132	0.0088397	0.6898102	0.6948188	0.7845878	0.4326662	0.2111934	0.9602860	0.9930133	0.0061802
150	0.7519095	0.0030192	0.6948293	0.7034616	0.8319012	0.3755367	0.1948001	0.9763139	0.9968608	0.0039474
200	0.7560023	0.0010349	0.7037708	0.7181864	0.8776134	0.3434275	0.1868502	0.9824329	0.9985080	0.0032114
250	0.7579761	0.0003581	0.7136020	0.7335775	0.9097941	0.3266005	0.1829145	0.9847947	0.9991514	0.0029103
300	0.7587342	0.0001271	0.7218209	0.7458450	0.9292117	0.3179930	0.1810146	0.9857168	0.9994086	0.0027341
350	0.7589942	0.0000480	0.7276570	0.7542011	0.9400505	0.3136740	0.1801220	0.9860811	0.9995221	0.0026060
400	0.7590775	0.0000209	0.7313987	0.7593727	0.9458483	0.3115511	0.1797116	0.9862268	0.9995797	0.0025104
450	0.7591031	0.0000114	0.7336412	0.7623812	0.9488672	0.3105289	0.1795261	0.9862860	0.9996129	0.0024423
500	0.7591108	0.0000081	0.7349234	0.7640585	0.9504076	0.3100460	0.1794433	0.9863106	0.9996336	0.0023965
550	0.9390170	0.0500937	0.7356153	0.7649402	0.9495155	0.3580573	0.3476488	0.8791387	0.9980167	0.0244814
600	0.9614610	0.0671672	0.7353953	0.7645214	0.9334291	0.4363431	0.3925791	0.8384328	0.9932034	0.0313140
650	0.9531517	0.0729873	0.7326861	0.7604362	0.8982173	0.4854935	0.4165207	0.8219912	0.9889160	0.0334364
700	0.9448071	0.0749714	0.7267145	0.7514591	0.8571806	0.5125805	0.4310158	0.8145034	0.9863879	0.0341468
750	0.9402281	0.0756480	0.7186698	0.7392403	0.8223046	0.5275279	0.4394022	0.8106512	0.9851210	0.0344868
800	0.9381483	0.0758791	0.7104874	0.7266620	0.7973311	0.5358296	0.4440874	0.8085231	0.9844952	0.0347696
850	0.9372887	0.0759583	0.7035392	0.7158837	0.7811124	0.5404310	0.4466767	0.8073166	0.9841397	0.0350620
900	0.9369526	0.0759858	0.6983156	0.7077443	0.7711813	0.5429732	0.4481110	0.8066224	0.9838862	0.0353511
950	0.9368257	0.0759955	0.6947081	0.7021215	0.7653216	0.5443772	0.4489125	0.8062093	0.9836752	0.0356097
1000	0.9367787	0.0759991	0.6923628	0.6984767	0.7619446	0.5451560	0.4493685	0.8059469	0.9834940	0.0358203

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.9470288	0.0259090	0.6809576	0.8129134	0.7433025	0.5943126	0.1024676	0.8042033	0.9739699	0.0143456
100	0.9703304	0.0088330	0.6757142	0.8540221	0.7339900	0.5100201	0.0525290	0.8027576	0.9794346	0.0075884
150	0.9870470	0.0030120	0.6738181	0.8687426	0.7686060	0.4429746	0.0454019	0.8028115	0.9831321	0.0055670
200	0.9951212	0.0010277	0.6787279	0.8778789	0.8179582	0.4128101	0.0443877	0.8038121	0.9847644	0.0049745
250	0.9983273	0.0003512	0.6877547	0.8858474	0.8556721	0.4015878	0.0442137	0.8049137	0.9854152	0.0047430
300	0.9994619	0.0001206	0.6966119	0.8920911	0.8779174	0.3977073	0.0441448	0.8057535	0.9856828	0.0045614
350	0.9998345	0.0000419	0.7032209	0.8962774	0.8893679	0.3963858	0.0440935	0.8062968	0.9858111	0.0043825
400	0.9999507	0.0000151	0.7074353	0.8987731	0.8947949	0.3959208	0.0440543	0.8066201	0.9858880	0.0042249
450	0.9999856	0.0000059	0.7098622	0.9001401	0.8972324	0.3957430	0.0440270	0.8068061	0.9859415	0.0041038
500	0.9999958	0.0000027	0.7111635	0.9008434	0.8982903	0.3956662	0.0440093	0.8069134	0.9859802	0.0040201
550	0.9938289	0.0500931	0.7194915	0.8031135	0.9132626	0.3336320	0.3910610	0.8079952	0.9965955	0.0255737
600	0.9739336	0.0671680	0.7246511	0.7713675	0.9194248	0.4443081	0.4404945	0.8098469	0.9925259	0.0321147
650	0.9559894	0.0729883	0.7264044	0.7596800	0.8886495	0.5069169	0.4470100	0.8103474	0.9883645	0.0340129
700	0.9454522	0.0749722	0.7226302	0.7486162	0.8429610	0.5317696	0.4476593	0.8096429	0.9859587	0.0345422
750	0.9403742	0.0756486	0.7148851	0.7346633	0.8054131	0.5404947	0.4478606	0.8085370	0.9848076	0.0347581
800	0.9381811	0.0758796	0.7064710	0.7207794	0.7820287	0.5434774	0.4482299	0.8075459	0.9842710	0.0349766
850	0.9372958	0.0759587	0.6996434	0.7098049	0.7695535	0.5446014	0.4486737	0.8068279	0.9839720	0.0352450
900	0.9369539	0.0759862	0.6950051	0.7024731	0.7634527	0.5451414	0.4490751	0.8063536	0.9837485	0.0355243
950	0.9368257	0.0759959	0.6922003	0.6981162	0.7605750	0.5454744	0.4493872	0.8060440	0.9835534	0.0357691
1000	0.9367784	0.0759995	0.6906279	0.6957198	0.7592010	0.5457057	0.4496124	0.8058325	0.9833846	0.0359569

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.9470278	0.0259142	0.6886304	0.6927478	0.7579653	0.5357821	0.3886519	0.8051933	0.9829248	0.0363139
100	0.9703273	0.0088398	0.6890089	0.6934092	0.7651452	0.5165958	0.3797760	0.8052183	0.9829396	0.0363033
150	0.9870429	0.0030193	0.6904687	0.6959574	0.7780765	0.5054835	0.3784868	0.8052356	0.9829501	0.0362859
200	0.9951173	0.0010352	0.6930213	0.7003125	0.7902761	0.5008888	0.3782918	0.8052477	0.9829639	0.0362412
250	0.9983240	0.0003587	0.6958360	0.7049850	0.7986381	0.4992263	0.3782568	0.8052580	0.9829911	0.0361604
300	0.9994593	0.0001280	0.6981905	0.7087851	0.8034122	0.4986580	0.3782461	0.8052708	0.9830368	0.0360565
350	0.9998325	0.0000492	0.6998381	0.7113715	0.8058401	0.4984671	0.3782384	0.8052898	0.9830968	0.0359518
400	0.9999492	0.0000223	0.7008580	0.7129292	0.8069819	0.4984013	0.3782294	0.8053159	0.9831610	0.0358628
450	0.9999845	0.0000131	0.7014359	0.7137879	0.8074909	0.4983754	0.3782176	0.8053471	0.9832197	0.0357962
500	0.9999950	0.0000099	0.7017426	0.7142311	0.8077107	0.4983611	0.3782032	0.8053800	0.9832673	0.0357510
550	0.9938257	0.0500962	0.7018886	0.7144334	0.8070032	0.5100032	0.4397911	0.8054110	0.9833024	0.0357224
600	0.9739303	0.0671701	0.7016425	0.7139900	0.7998303	0.5292201	0.4486264	0.8054374	0.9833264	0.0357065
650	0.9559868	0.0729903	0.7002899	0.7117000	0.7870082	0.5397291	0.4498834	0.8054583	0.9833406	0.0357074
700	0.9454500	0.0749744	0.6978303	0.7075862	0.7749136	0.5439623	0.4500536	0.8054734	0.9833427	0.0357396
750	0.9403720	0.0756510	0.6950582	0.7029950	0.7666072	0.5454694	0.4500702	0.8054817	0.9833267	0.0358096
800	0.9381788	0.0758817	0.6926994	0.6991352	0.7618638	0.5459751	0.4500677	0.8054818	0.9832894	0.0359063
850	0.9372936	0.0759606	0.6910286	0.6964436	0.7594574	0.5461392	0.4500660	0.8054718	0.9832353	0.0360087
900	0.9369520	0.0759876	0.6899866	0.6947967	0.7583316	0.5461919	0.4500687	0.8054520	0.9831739	0.0360990
950	0.9368241	0.0759969	0.6893941	0.6938807	0.7578347	0.5462103	0.4500762	0.8054248	0.9831155	0.0361687
1000	0.9367772	0.0760001	0.6890796	0.6934064	0.7576236	0.5462196	0.4500879	0.8053941	0.9830667	0.0362171

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.8210820	0.0760020	0.6886214	0.6927316	0.7572055	0.5463689	0.4502592	0.8051933	0.9829248	0.0363139
100	0.7947634	0.0760020	0.6886732	0.6928101	0.7572705	0.5463445	0.4502346	0.8052183	0.9829395	0.0363044
150	0.7887749	0.0760020	0.6887040	0.6928569	0.7573129	0.5463268	0.4502168	0.8052355	0.9829487	0.0362987
200	0.7874124	0.0760020	0.6887229	0.6928858	0.7573419	0.5463140	0.4502042	0.8052470	0.9829543	0.0362953
250	0.7871023	0.0760020	0.6887350	0.6929044	0.7573621	0.5463048	0.4501954	0.8052546	0.9829577	0.0362933
300	0.7870318	0.0760020	0.6887430	0.6929169	0.7573765	0.5462983	0.4501895	0.8052595	0.9829598	0.0362921
350	0.7870158	0.0760020	0.6887484	0.6929254	0.7573867	0.5462939	0.4501856	0.8052625	0.9829610	0.0362913
400	0.7870121	0.0760020	0.6887522	0.6929313	0.7573938	0.5462909	0.4501830	0.8052645	0.9829618	0.0362909
450	0.7870113	0.0760020	0.6887548	0.6929355	0.7573987	0.5462889	0.4501814	0.8052656	0.9829623	0.0362905
500	0.7870111	0.0760020	0.6887566	0.6929384	0.7574021	0.5462876	0.4501803	0.8052664	0.9829626	0.0362903
550	0.9026798	0.0760020	0.6887579	0.6929404	0.7574044	0.5462867	0.4501797	0.8052668	0.9829628	0.0362902
600	0.9289985	0.0760020	0.6887587	0.6929417	0.7574059	0.5462862	0.4501793	0.8052671	0.9829629	0.0362901
650	0.9349869	0.0760020	0.6887593	0.6929426	0.7574068	0.5462859	0.4501790	0.8052673	0.9829630	0.0362900
700	0.9363495	0.0760020	0.6887597	0.6929432	0.7574075	0.5462857	0.4501788	0.8052674	0.9829630	0.0362900
750	0.9366596	0.0760020	0.6887599	0.6929436	0.7574079	0.5462855	0.4501787	0.8052675	0.9829631	0.0362899
800	0.9367301	0.0760020	0.6887601	0.6929439	0.7574081	0.5462854	0.4501787	0.8052675	0.9829631	0.0362899
850	0.9367462	0.0760020	0.6887602	0.6929440	0.7574083	0.5462854	0.4501786	0.8052676	0.9829631	0.0362899
900	0.9367498	0.0760020	0.6887603	0.6929441	0.7574084	0.5462854	0.4501786	0.8052676	0.9829631	0.0362899
950	0.9367506	0.0760020	0.6887603	0.6929442	0.7574084	0.5462853	0.4501786	0.8052676	0.9829631	0.0362899
1000	0.9367508	0.0760020	0.6887603	0.6929442	0.7574085	0.5462853	0.4501786	0.8052676	0.9829631	0.0362899

0	0.9367506	0.0760021	0.6885325	0.6925965	0.7571010	0.5464027	0.4502925	0.8051579	0.9829018	0.0363296
50	0.9367507	0.0760020	0.6886215	0.6927317	0.7572150	0.5460915	0.4456101	0.8516068	0.9829248	0.0363139
100	0.9367508	0.0760020	0.6886833	0.6928283	0.7576651	0.5433493	0.4341795	0.8690453	0.9829395	0.0363044
150	0.9367508	0.0760020	0.6888258	0.6930735	0.7596115	0.5380157	0.4245382	0.8755945	0.9829487	0.0362981
200	0.9367509	0.0760020	0.6892494	0.6938126	0.7635012	0.5324609	0.4186426	0.8780554	0.9829549	0.0362910
250	0.9367509	0.0760019	0.6900600	0.6952124	0.7684133	0.5282135	0.4155090	0.8789810	0.9829608	0.0362767
300	0.9367509	0.0760019	0.6911527	0.6970705	0.7730980	0.5254938	0.4139638	0.8793301	0.9829702	0.0362501
350	0.9367510	0.0760018	0.6923074	0.6990010	0.7768111	0.5239369	0.4132361	0.8794632	0.9829858	0.0362113
400	0.9367510	0.0760016	0.6933332	0.7006868	0.7793966	0.5231104	0.4129035	0.8795163	0.9830084	0.0361650
450	0.9367511	0.0760015	0.6941352	0.7019823	0.7810341	0.5226942	0.4127542	0.8795407	0.9830360	0.0361183
500	0.9367513	0.0760014	0.6947038	0.7028855	0.7819992	0.5224924	0.4126871	0.8795554	0.9830652	0.0360765
550	0.9367514	0.0760013	0.6950772	0.7034690	0.7825283	0.5226673	0.4168541	0.8331785	0.9830927	0.0360429
600	0.9367514	0.0760013	0.6952987	0.7038075	0.7824495	0.5253020	0.4276627	0.8157842	0.9831162	0.0360178
650	0.9367515	0.0760012	0.6953304	0.7038325	0.7807690	0.5305575	0.4373489	0.8092655	0.9831346	0.0360008
700	0.9367516	0.0760012	0.6950255	0.7032920	0.7770896	0.5360723	0.4435547	0.8068267	0.9831479	0.0359927
750	0.9367516	0.0760012	0.6943031	0.7020541	0.7723038	0.5403128	0.4469520	0.8059172	0.9831551	0.0359966
800	0.9367516	0.0760013	0.6932690	0.7003059	0.7676531	0.5430429	0.4486540	0.8055795	0.9831549	0.0360156
850	0.9367516	0.0760013	0.6921410	0.6984191	0.7639137	0.5446130	0.4494607	0.8054540	0.9831456	0.0360490
900	0.9367515	0.0760014	0.6911162	0.6967226	0.7612807	0.5454492	0.4498293	0.8054050	0.9831276	0.0360918
950	0.9367514	0.0760016	0.6903012	0.6953885	0.7595992	0.5458708	0.4499943	0.8053817	0.9831029	0.0361371
1000	0.9367513	0.0760017	0.6897158	0.6944418	0.7586022	0.5460752	0.4500684	0.8053655	0.9830753	0.0361788
