"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
950	0.1973569	0.7190378	0.0537553	0.2566447	0.6181459	0.1622656	0.4166891	0.4360470	0.5955855	0.7757718
1000	0.2252509	0.7250971	0.0881582	0.2382838	0.6061628	0.2078706	0.4008990	0.5637256	0.6359907	0.8005125

0	0.1910322	0.9178095	0.0485071	0.2270293	0.7641179	0.1762007	0.4590651	0.5322914	0.5964010	0.8478676
50	0.2604212	0.6697121	0.1012060	0.2908203	0.6214639	0.1665545	0.2902650	0.6171890	0.3100684	0.6631662
100	0.3330110	0.6218199	0.2827927	0.3969100	0.5787115	0.2158388	0.1068073	0.5012812	0.1935063	0.6953126
150	0.4283787	0.7170770	0.5310274	0.4434330	0.6891670	0.2080537	0.1162118	0.4774375	0.2170274	0.8886019
200	0.4882345	0.8479802	0.5549821	0.3570383	0.5706578	0.3184930	0.1324605	0.6301228	0.1759754	0.6361804
250	0.6590919	0.6017174	0.6566625	0.5118462	0.7308552	0.3197971	0.1392426	0.5310476	0.2009536	0.7385746
300	0.5061328	0.6412712	0.7300298	0.4792459	0.6206098	0.3262588	0.0681765	0.4420409	0.2535029	0.7987700
350	0.5899938	0.6644530	0.6536384	0.5158349	0.7623161	0.2826313	0.0840016	0.5012418	0.2095469	0.5858346
400	0.7010278	0.7551855	0.6779220	0.5117844	0.7424952	0.3496929	0.1101780	0.4817774	0.2238666	0.6776025
450	0.6295049	0.7290533	0.5888772	0.6150919	0.7607095	0.3082616	0.0888350	0.4933274	0.2299334	0.8020833
500	0.5633442	0.6805400	0.6062543	0.5656013	0.7218922	0.2515949	0.0987192	0.6893292	0.2070622	0.7537521
550	0.4602594	0.7580921	0.4985420	0.5612267	0.5725402	0.2031152	0.3163094	0.5444122	0.4827130	0.7926118
600	0.4924816	0.7020212	0.1972369	0.5243283	0.5694444	0.1714514	0.3538487	0.5305229	0.5879785	0.8191068
650	0.2671510	0.6959859	0.1752356	0.3923590	0.6850678	0.2021610	0.4560067	0.5434659	0.5532578	0.8256875
700	0.2416945	0.7631564	0.0954729	0.3522012	0.7800405	0.1964978	0.4542938	0.5572657	0.5679171	0.7609203
750	0.2010717	0.7621591	0.0933710	0.1904576	0.7056775	0.1351663	0.4644096	0.5315307	0.5929744	0.8241843
800	0.1764517	0.7075467	0.0919217	0.2037764	0.5700949	0.1877227	0.3944485	0.5272461	0.5418389	0.6452911
850	0.0839139	0.8049504	0.0565812	0.2250991	0.5008297	0.1822513	0.3042656	0.5130944	0.6548497	0.8311442
900	0.1424087	0.7005995	0.0693341	0.2178302	0.5856585	0.1976013	0.4085469	0.5594764	0.5590427	0.6657925
950	0.2002524	0.7366750	0.0548343	0.2398930	0.7343161	0.1494229	0.4918905	0.4255003	0.5900653	0.7198184
1000	0.1264757	0.7561103	0.0476109	0.1990540	0.7712134	0.2453360	0.4124185	0.5274977	0.5202304	0.7499679

0	0.1536420	0.7301731	0.0409513	0.2001763	0.6776189	0.1236377	0.4591040	0.5075023	0.6410697	0.7884210
50	0.2050726	0.7571176	0.0183128	0.0955669	0.6482234	0.1346353	0.3936016	0.6203963	0.5035177	0.7624427
100	0.2907068	0.7605662	0.0709601	0.0512688	0.6175735	0.1782394	0.4405512	0.5295861	0.4680480	0.5689568
150	0.2156369	0.7663581	0.0541784	0.0500386	0.7280162	0.1587542	0.4453083	0.5861716	0.5438094	0.5441814
200	0.1785142	0.7483975	0.0357038	0.0508958	0.6154444	0.1668573	0.3783443	0.4950132	0.3843140	0.5203818
250	0.2982563	0.6206982	0.0517927	0.0898766	0.5604749	0.1573058	0.2690814	0.5408579	0.5411544	0.5126053
300	0.3108499	0.7220577	0.0866126	0.0909421	0.7868026	0.2216428	0.2831335	0.6687523	0.5865077	0.6032917
350	0.3182279	0.6374348	0.0846791	0.0796057	0.6077113	0.1424900	0.2148138	0.5376595	0.6098627	0.6917330
400	0.4566691	0.6605872	0.1783310	0.0967222	0.6645033	0.2036850	0.2508396	0.5658164	0.5285456	0.6202970
450	0.4505735	0.7301777	0.1508519	0.1224196	0.7741044	0.1788968	0.3255260	0.6344522	0.5139466	0.5199683
500	0.3416005	0.7241765	0.0945288	0.0861378	0.6376168	0.2190699	0.3632133	0.5246866	0.5746739	0.4969575
550	0.4160132	0.6331502	0.0958796	0.2877526	0.6354465	0.1707775	0.4322451	0.5392305	0.5801855	0.8101070
600	0.3357601	0.5822203	0.0976078	0.2346347	0.7233302	0.1850711	0.4443217	0.6016916	0.5114081	0.7412524
650	0.2184832	0.7707068	0.0489630	0.2675703	0.6315420	0.1861686	0.4165844	0.6656711	0.6491737	0.7182644
700	0.1966733	0.7439137	0.0508338	0.2004876	0.6474965	0.1971134	0.3409880	0.5910430	0.4284356	0.6902694
750	0.1607626	0.7647660	0.0449974	0.1790127	0.6186366	0.1642885	0.3694550	0.5092939	0.6137366	0.6666828
800	0.2052969	0.7630283	0.0449268	0.1660450	0.6916574	0.1602286	0.4492709	0.4875331	0.5392186	0.6318456
850	0.1687919	0.7735735	0.0402209	0.2066498	0.6196924	0.2056885	0.3685053	0.4643554	0.5793790	0.8341098
900	0.1869028	0.9099248	0.0584426	0.2072848	0.5643631	0.1374818	0.3453908	0.6796104	0.6641743	0.8500951
950	0.1345551	0.7696488	0.1069247	0.2683461	0.6255064	0.2357979	0.3657131	0.5194090	0.6728707	0.7971791
1000	0.1616490	0.7229400	0.0744594	0.2297960	0.6286999	0.2300710	0.3671684	0.5403858	0.5645654	0.7550157

0	0.2136311	0.7609870	0.0765604	0.1624672	0.6574120	0.1974210	0.4616084	0.5133182	0.5744733	0.6571172
50	0.0688850	0.6575004	0.0701534	0.1526098	0.6915323	0.1568050	0.2917676	0.6486249	0.5832492	0.7066897
100	0.0378987	0.6915323	0.2227555	0.0757090	0.6454740	0.1823705	0.2917706	0.6056675	0.4957698	0.6779142
150	0.0630125	0.8965595	0.1751447	0.2459105	0.7691914	0.1808069	0.1696541	0.7018627	0.6064819	0.7409547
200	0.0538634	0.9045174	0.3295904	0.2615086	0.6359008	0.2222986	0.1410364	0.8346350	0.5223873	0.7181068
250	0.0414838	0.9136801	0.3592456	0.2203932	0.6058337	0.2483575	0.1374445	0.7387924	0.5949520	0.7676036
300	0.0634224	0.7491732	0.5236328	0.2969987	0.7270937	0.2847061	0.1798073	0.7748363	0.6016748	0.7446125
350	0.0333613	0.7422177	0.4299480	0.2187647	0.6408911	0.1575233	0.1423832	0.7791474	0.5430888	0.8029790
400	0.0545707	0.6855003	0.4888422	0.2835505	0.6902393	0.1823867	0.1449126	0.7592892	0.6300913	0.7852833
450	0.0223752	0.6926807	0.4916765	0.2806433	0.6846846	0.2263182	0.1250482	0.6275583	0.5118871	0.9209936
500	0.0278012	0.5983139	0.3962233	0.2992517	0.7905030	0.2272812	0.2271111	0.6291152	0.5406563	0.7377109
550	0.0906723	0.7242927	0.2790808	0.4464777	0.6871146	0.2251227	0.3027195	0.4537197	0.6939197	0.7297180
600	0.1208765	0.5622219	0.1607528	0.3487096	0.7787016	0.1763120	0.4076622	0.5014678	0.5383217	0.6103481
650	0.1236011	0.6565066	0.0664092	0.2918081	0.6214394	0.1423257	0.5528087	0.5407934	0.5499706	0.6384193
700	0.1608231	0.6755550	0.0551680	0.2451155	0.7022930	0.2053882	0.4815730	0.4926197	0.6650288	0.6914568
750	0.0956911	0.7955783	0.0150417	0.2220350	0.6359502	0.1576663	0.3482232	0.5068128	0.5340550	0.7649346
800	0.1260296	0.7526344	0.0335429	0.1914037	0.6534435	0.1627465	0.3990941	0.5586494	0.5774573	0.6845335
850	0.1985847	0.5646770	0.0584978	0.2299883	0.5938456	0.1635272	0.5510301	0.5415709	0.5313010	0.7349594
900	0.2151979	0.7739918	0.0376295	0.1418053	0.7217296	0.1885624	0.4548841	0.4413168	0.5646105	0.5948393
950	0.1976197	0.8393627	0.0368084	0.1383985	0.6482462	0.1135351	0.4363668	0.5288761	0.6265331	0.7633574
1000	0.2512417	0.7423873	0.0365199	0.1157236	0.5296522	0.1478666	0.4486992	0.4271763	0.5729516	0.6509042

0	0.1511898	0.7321368	0.0666290	0.1487449	0.7151054	0.1806053	0.5133958	0.5367947	0.6406674	0.6447715
50	0.1881236	0.7370529	0.0696164	0.2461175	0.8205992	0.0429308	0.5051916	0.5171711	0.5098568	0.8472608
100	0.2045759	0.6480337	0.0627232	0.1745002	0.4415411	0.0239202	0.4231904	0.5017185	0.7242061	0.7417233
150	0.2351629	0.8683186	0.1023062	0.1734966	0.2517210	0.0097081	0.3754122	0.5218684	0.7011135	0.7703481
200	0.1086795	0.6081417	0.0847108	0.1681514	0.0404649	0.0107496	0.4001661	0.4344366	0.7051662	0.7353431
250	0.1651022	0.6834830	0.1551886	0.1951200	0.0351920	0.0017916	0.4539054	0.4799736	0.5066205	0.8031159
300	0.2056401	0.7927669	0.0394498	0.2228318	0.0109087	0.0032738	0.3649235	0.4638530	0.5566663	0.7734033
350	0.1516020	0.7630146	0.0584825	0.2278560	0.0201201	0.0088143	0.3776477	0.3574736	0.6045103	0.6798070
400	0.2420255	0.7484129	0.0448106	0.2985833	0.0277213	0.0060650	0.3349363	0.5886130	0.5940659	0.7033126
450	0.1738307	0.6095764	0.0645098	0.2086457	0.0067950	0.0056137	0.4870611	0.5232379	0.5025356	0.6912914
500	0.2471094	0.6890714	0.0905582	0.1937107	0.0268893	0.0084905	0.4547064	0.5749336	0.5254079	0.7121708
550	0.1879813	0.6787136	0.0845847	0.2356282	0.1052760	0.0875790	0.4975079	0.5946087	0.6930304	0.7589773
600	0.1652603	0.7928857	0.0532020	0.1656966	0.4313347	0.2059086	0.4357680	0.5124057	0.5791395	0.8038962
650	0.1560356	0.6632575	0.0505838	0.1887361	0.6021068	0.1293823	0.3650404	0.5548363	0.6726636	0.6648726
700	0.1540202	0.7374367	0.0481299	0.2268865	0.6532003	0.1583636	0.4910594	0.4680282	0.5839466	0.6983361
750	0.2158801	0.8512715	0.0396924	0.1470935	0.6671867	0.1085599	0.4333477	0.4270952	0.5230241	0.6916343
800	0.1743391	0.8448248	0.0356130	0.1111619	0.6480247	0.1960350	0.5278135	0.4851371	0.7059280	0.7564848
850	0.2119888	0.6701979	0.0105175	0.1084793	0.6129606	0.1644194	0.4359771	0.5623642	0.5672421	0.6963618
900	0.1109759	0.7109465	0.0404543	0.1330889	0.6152874	0.1520177	0.4324303	0.5026425	0.5548560	0.7670541
950	0.1655238	0.7159567	0.0665971	0.1735370	0.5926831	0.1281689	0.4631783	0.5241961	0.5809456	0.6753359
1000	0.2147845	0.6819712	0.0845953	0.1649549	0.7038241	0.2190178	0.4461604	0.4935699	0.6538188	0.6866059

0	0.1670422	0.6954362	0.0511657	0.1610118	0.6362760	0.1544125	0.4544368	0.5543484	0.6096651	0.7465296
50	0.1631790	0.5610988	0.0744734	0.2377349	0.6979834	0.0614902	0.3341238	0.4766825	0.6438569	0.7180706
100	0.2122715	0.7506772	0.0430081	0.2401853	0.6564652	0.0326304	0.3699197	0.5204466	0.5994457	0.8565687
150	0.1443574	0.6614438	0.0783587	0.2335039	0.5403609	0.0428751	0.3335842	0.4748969	0.5946888	0.7511802
200	0.1462303	0.6721671	0.1024665	0.2652282	0.5159130	0.0179261	0.3582390	0.4826674	0.6616588	0.7509703
250	0.1350032	0.7291495	0.0712132	0.2719932	0.4544281	0.0366026	0.3272006	0.4741336	0.7716590	0.6806397
300	0.1772757	0.6994143	0.0536061	0.1525005	0.5100223	0.0322320	0.5505041	0.4368486	0.5363349	0.7696647
350	0.1458449	0.7037865	0.0099400	0.2888468	0.4447341	0.0376504	0.4419736	0.4487803	0.5370583	0.7161216
400	0.1434970	0.7993354	0.0726304	0.2215745	0.3955504	0.0225383	0.4052752	0.4397286	0.5124470	0.6403326
450	0.1426061	0.7339794	0.0512508	0.2179354	0.3955865	0.0301273	0.5400874	0.5596904	0.5482810	0.7984307
500	0.1529810	0.7839546	0.0453722	0.1706458	0.4958205	0.0122389	0.4520754	0.5469204	0.5815134	0.6408377
550	0.1825424	0.6381158	0.0354298	0.1834952	0.3517941	0.1950617	0.3666089	0.4916339	0.6852730	0.6140789
600	0.1588433	0.7127368	0.0361591	0.1570883	0.5138655	0.1896057	0.5309451	0.5032552	0.6354958	0.7103827
650	0.1945351	0.6588462	0.0377286	0.1682539	0.6966836	0.1761071	0.4116122	0.5218174	0.5652878	0.6112200
700	0.2574578	0.6615084	0.0279192	0.2123991	0.5433233	0.1633246	0.4177315	0.5417516	0.5859851	0.7992199
750	0.2125150	0.8148892	0.0519528	0.1879671	0.7114712	0.1601493	0.4184868	0.6363274	0.7192040	0.7895921
800	0.1378985	0.8442467	0.0499390	0.2396623	0.5382294	0.1923772	0.3529208	0.5420909	0.6027072	0.7774820
850	0.1562803	0.9191884	0.0524683	0.2269233	0.6525398	0.1048599	0.4766325	0.6058706	0.6308941	0.6427969
900	0.2045802	0.7894519	0.0358023	0.2245835	0.6416291	0.1271911	0.3527155	0.4435957	0.5406108	0.6598341
950	0.1466398	0.7006792	0.0926610	0.1986411	0.5691357	0.1669333	0.4716691	0.6058221	0.6312156	0.7289129
1000	0.1269040	0.7167587	0.0754341	0.1725976	0.5965671	0.1579263	0.3922458	0.4752938	0.5462325	0.7045214

0	0.1745324	0.7701546	0.0856848	0.1731656	0.7727555	0.1662362	0.4483985	0.4439949	0.5437865	0.6972484
50	0.1944971	0.6871446	0.0055260	0.1834321	0.6454663	0.1273940	0.2117179	0.6737928	0.3222065	0.7824913
100	0.3301163	0.7205861	0.0045031	0.3352009	0.5626046	0.1909344	0.3265594	0.6957751	0.3254626	0.9456450
150	0.3431252	0.7343261	0.0026182	0.3802326	0.6279873	0.0919082	0.1631481	0.8977896	0.3980308	0.7735942
200	0.3124377	0.7608301	0.0265204	0.5140451	0.7081525	0.2134702	0.2004295	0.6762069	0.4145950	0.6516420
250	0.4817504	0.6785587	0.0229040	0.5362881	0.6342232	0.2487879	0.1245025	0.7005141	0.3167980	0.5937530
300	0.4530509	0.7095216	0.0133534	0.6672567	0.6251183	0.2176617	0.1591357	0.6144559	0.3546699	0.7998944
350	0.3633597	0.6675087	0.0105837	0.5508533	0.7270371	0.2072665	0.1630790	0.6783872	0.3762353	0.7977420
400	0.5335789	0.6330386	0.0100029	0.6510603	0.7107426	0.1919968	0.1428473	0.7136007	0.3290609	0.6462476
450	0.4174076	0.7809133	0.0376770	0.5682453	0.6504584	0.2220336	0.1237040	0.7009569	0.2799840	0.6873836
500	0.4867777	0.6049681	0.0089732	0.6219078	0.7530421	0.2643282	0.0974590	0.7042733	0.3135551	0.7371588
550	0.3988732	0.6053056	0.3231763	0.5558456	0.8676201	0.2504388	0.1448470	0.5634918	0.4869431	0.6674146
600	0.3061583	0.7077770	0.3960739	0.6676049	0.7530731	0.2068882	0.2534043	0.4839113	0.5548036	0.5964541
650	0.2719205	0.6627497	0.2720654	0.4613009	0.6959188	0.1165859	0.3110758	0.4622170	0.5652806	0.6549212
700	0.1619082	0.7341298	0.1241954	0.2505077	0.7052518	0.2269261	0.4205434	0.5145729	0.7453435	0.6644049
750	0.1510458	0.7479964	0.0802972	0.2277927	0.6706800	0.1900493	0.4205607	0.5384635	0.6060322	0.6783325
800	0.1400143	0.7268518	0.0579415	0.2070412	0.6646149	0.2189309	0.4517170	0.5137034	0.6442971	0.7142289
850	0.1105069	0.9399845	0.0854815	0.2303391	0.5465167	0.2502722	0.3370805	0.5302078	0.5649883	0.6440879
900	0.1846181	1.0000000	0.0935349	0.2100551	0.6916022	0.2181446	0.4366780	0.5648930	0.5567113	0.7712995
950	0.1984544	0.7713155	0.1054838	0.2301062	0.7850257	0.1748883	0.3371049	0.6074156	0.5728779	0.7136808
1000	0.2127121	0.6492812	0.0817486	0.4316539	0.7606003	0.1499103	0.3490269	0.4934263	0.6722484	0.6859826

0	0.1461822	0.7349702	0.0716095	0.1481426	0.6738972	0.1672261	0.5073292	0.5261621	0.5431989	0.6835069
50	0.1541094	0.6555939	0.0246462	0.0618036	0.6643603	0.2022450	0.4720168	0.6371998	0.5889368	0.5818926
100	0.2267259	0.7437979	0.0188419	0.0476982	0.6941487	0.1906469	0.4232292	0.5864387	0.6192908	0.8409153
150	0.1428655	0.9299075	0.0212666	0.0860070	0.7245883	0.1620660	0.4308166	0.4953638	0.5615216	0.7759483
200	0.1613970	0.6514778	0.0131399	0.0826524	0.7333246	0.1802572	0.4026169	0.6699562	0.4400318	0.7645496
250	0.1589083	0.7469533	0.0166007	0.1018113	0.6284920	0.1660363	0.4914734	0.4629343	0.5667590	0.6269540
300	0.2087382	0.7387694	0.0072793	0.1245733	0.6979175	0.1624406	0.3224399	0.4602214	0.5350393	0.7467473
350	0.1530974	0.7408106	0.0011559	0.0623628	0.7815022	0.1914108	0.5199418	0.5413153	0.6838076	0.7787309
400	0.1865624	0.7791186	0.0105114	0.0487891	0.7867637	0.2363921	0.4803419	0.6040778	0.6321007	0.6817228
450	0.1792228	0.7057847	0.0134458	0.0508154	0.6782357	0.2021904	0.4100180	0.5442570	0.6527584	0.8175244
500	0.2043293	0.7570456	0.0120005	0.0669670	0.7222590	0.1641599	0.4151698	0.4040875	0.6305935	0.6948110
550	0.1427942	0.7024652	0.0352644	0.1966880	0.6250774	0.2006570	0.4698255	0.4298262	0.5612445	0.7874390
600	0.1574287	0.8260050	0.0561581	0.1564078	0.6660481	0.1999805	0.3675269	0.6848824	0.5461551	0.8324231
650	0.2061496	0.7086007	0.0774825	0.2331980	0.7187236	0.1378311	0.3923897	0.4939665	0.6139438	0.6489358
700	0.1664909	0.6487062	0.0656965	0.2431048	0.7052130	0.1808461	0.3558836	0.5472299	0.5304001	0.6909523
750	0.1320132	0.7846230	0.0424626	0.2841704	0.7799877	0.2063935	0.4605908	0.5361994	0.6204505	0.6407889
800	0.1401901	0.7468955	0.0893092	0.2361158	0.6503310	0.2182485	0.3571062	0.5321712	0.5324524	0.7667125
850	0.2032941	0.7378067	0.0901536	0.2704073	0.7180240	0.1844255	0.3687010	0.5096609	0.4855095	0.8161537
900	0.1758143	0.6674662	0.1218770	0.2487152	0.6394483	0.1660941	0.5429860	0.3501811	0.6146579	0.6856031
950	0.1541823	0.7212547	0.0643753	0.2593456	0.6300849	0.1700745	0.4448816	0.4605811	0.6211404	0.5601158
1000	0.1467839	0.6722544	0.0553252	0.2208339	0.6492167	0.1421076	0.5122021	0.5886817	0.5408629	0.7331403

0	0.1763366	0.7936624	0.0474291	0.1790545	0.6957174	0.2380050	0.4878174	0.5098523	0.5182527	0.6958568
50	0.1939807	0.7086327	0.0696334	0.1629168	0.5946391	0.1676685	0.4750124	0.5497721	0.4348226	0.5902931
100	0.2849032	0.7839379	0.0385139	0.1640012	0.6393880	0.2297039	0.4226535	0.4990016	0.7529839	0.7175053
150	0.1559608	0.6446133	0.0584134	0.1616604	0.5860319	0.1948218	0.4385277	0.4587002	0.6521226	0.8616186
200	0.1978340	0.7206973	0.0624020	0.1914152	0.6338551	0.2447214	0.4387053	0.5740023	0.6226416	0.6805419
250	0.1565386	0.7611389	0.0881037	0.2294885	0.7910912	0.1932554	0.3337904	0.4694578	0.6811636	0.7705195
300	0.1347474	0.7336294	0.0578131	0.2611600	0.6001997	0.1544605	0.3950398	0.5003060	0.6064417	0.6208239
350	0.1650943	0.7609918	0.0626023	0.2394209	0.6044006	0.2012190	0.4742705	0.5541176	0.6375241	0.6834112
400	0.1056295	0.9521058	0.0715520	0.1835291	0.7496515	0.1429617	0.4032709	0.5196947	0.5727312	0.6537619
450	0.1480281	0.7923373	0.0912731	0.2246392	0.7941132	0.1312922	0.4120782	0.6426782	0.5873771	0.7195674
500	0.1697791	0.6479156	0.0811459	0.2169561	0.5822414	0.0892436	0.3708276	0.6702766	0.5469613	0.6905894
550	0.2239288	0.7166204	0.0563011	0.2004377	0.6908589	0.1906628	0.5058409	0.5582999	0.5589851	0.6783706
600	0.1865982	0.7842119	0.0501340	0.2136068	0.7007581	0.1275823	0.4396416	0.5903560	0.5439509	0.7575366
650	0.1234081	0.7662781	0.1006689	0.2434961	0.6151834	0.1084041	0.4326753	0.6106533	0.6772074	0.5375854
700	0.1702504	0.6640383	0.0679545	0.2152095	0.6385712	0.1909042	0.4113590	0.4611252	0.5994089	0.7155600
750	0.2181125	0.7820960	0.0997205	0.2090965	0.6410200	0.1610050	0.3592991	0.4782948	0.7088767	0.6904174
800	0.2556489	0.7069807	0.0906281	0.2484234	0.6489440	0.2046334	0.3631219	0.6082109	0.6282879	0.7308645
850	0.2654203	0.7144507	0.0606764	0.2648024	0.6382746	0.2470006	0.5383510	0.5404463	0.6104840	0.6833268
900	0.2083285	0.7147876	0.0830717	0.1861979	0.6203893	0.1904615	0.4763666	0.6133924	0.5135495	0.7914206
950	0.2318275	0.5528991	0.0504051	0.2506315	0.6537529	0.2654323	0.4293342	0.5836546	0.4953244	0.7441562
1000	0.2113447	0.6410673	0.0559515	0.1500594	0.7999674	0.1232938	0.5104119	0.4813520	0.5044595	0.7648596

0	0.1786147	0.8325180	0.0485613	0.1755459	0.6144972	0.1732980	0.4659042	0.5355878	0.5053007	0.6073109
50	0.0882608	0.7959998	0.0386753	0.2893264	0.6318568	0.1580720	0.1739648	0.6458358	0.5705533	0.7001187
100	0.0583407	0.6127683	0.2563476	0.5345346	0.5991781	0.2475881	0.0653029	0.5516053	0.5531375	0.6488288
150	0.1215162	0.8042553	0.3708178	0.5460232	0.6050721	0.3260494	0.0609562	0.5688575	0.4744353	0.8135269
200	0.1156363	0.6226386	0.3475408	0.6550806	0.5731577	0.3973420	0.0545779	0.4503860	0.5442998	0.8371115
250	0.1487842	0.6867018	0.4740708	0.6689009	0.7406703	0.3721228	0.0617666	0.4078331	0.4651497	0.6216454
300	0.1416793	0.7753069	0.4601764	0.7176612	0.8353280	0.3630515	0.0720018	0.5413603	0.5582605	0.6557276
350	0.1167251	0.6356305	0.3560715	0.6695825	0.7718634	0.3854404	0.0727821	0.5064249	0.5742748	0.7635407
400	0.1050843	0.7205424	0.3690438	0.7122315	0.6605012	0.3087152	0.0575699	0.5726091	0.5506970	0.7317927
450	0.1829414	0.5850617	0.3964857	0.7482340	0.6864181	0.2702830	0.0478891	0.5321609	0.5362220	0.8258551
500	0.1542021	0.6943830	0.3850794	0.7818850	0.6635228	0.3361185	0.0509969	0.4490881	0.5014895	0.6456190
550	0.2398133	0.7583834	0.4440003	0.5452649	0.8155892	0.2489484	0.3705222	0.4534836	0.4845684	0.6505632
600	0.3261819	0.6418010	0.2544798	0.3300563	0.6710275	0.1870893	0.3637693	0.5895609	0.5647643	0.6874978
650	0.2920996	0.6042355	0.1912269	0.3342265	0.6773837	0.1859766	0.4145947	0.5912738	0.4536624	0.7886491
700	0.2602559	0.7320286	0.1076629	0.2007375	0.6489743	0.1762385	0.3973000	0.5525239	0.5214565	0.7477726
750	0.2168628	0.6848904	0.0830110	0.2709034	0.7392601	0.1650918	0.4188392	0.5999156	0.5020128	0.6471440
800	0.1455850	0.6521333	0.0840492	0.1634561	0.6612037	0.1846785	0.4466581	0.5656146	0.6273203	0.6281532
850	0.1899605	0.6958453	0.0880471	0.2168126	0.6686485	0.2018990	0.3539554	0.4411381	0.6236057	0.7147766
900	0.1872569	0.7361422	0.0416763	0.2651385	0.6632503	0.2071289	0.5031644	0.4502082	0.6484808	0.7069139
950	0.1421355	0.7301992	0.1301966	0.1425090	0.7480402	0.1712444	0.4779208	0.5409761	0.4490497	0.6780736
1000	0.1502497	0.6125506	0.0466422	0.1733808	0.6626382	0.1686839	0.5622530	0.4074360	0.5032187	0.6254111
