"Time"	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
900	0.5684242	0.9161093	0.5161375	1.0000000	0.4248467	0.3997731	0.1367028	0.1712373	0.9921766	0.9999031
950	0.5679487	0.9161769	0.5161375	1.0000000	0.4248989	0.4029657	0.1330970	0.1709603	0.9941033	0.9999639
1000	0.5677573	0.9162017	0.5161375	1.0000000	0.4252116	0.4044086	0.1314203	0.1708372	0.9949525	0.9999865

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5140145	0.9162159	0.5161375	1.0000000	0.3530995	0.4309197	0.1300971	0.1722669	0.6311318	1.0000000
100	0.4964144	0.9162160	0.5161375	1.0000000	0.3277049	0.5091252	0.1318449	0.1819256	0.5857357	1.0000000
150	0.4906378	0.9162161	0.5161375	1.0000000	0.3247641	0.5818625	0.1391753	0.1976827	0.5799491	1.0000000
200	0.4887419	0.9162161	0.5161375	1.0000000	0.3335241	0.6202495	0.1526563	0.2100356	0.5787726	1.0000000
250	0.4881196	0.9162161	0.5161375	1.0000000	0.3454712	0.6253453	0.1678135	0.2169148	0.5777189	1.0000000
300	0.4879154	0.9162161	0.5161375	1.0000000	0.3540303	0.6110635	0.1804216	0.2203654	0.5763182	1.0000000
350	0.4878483	0.9162161	0.5161375	1.0000000	0.3569381	0.5928823	0.1891860	0.2222408	0.5747883	1.0000000
400	0.4878263	0.9162161	0.5161375	1.0000000	0.3556644	0.5806797	0.1947661	0.2234769	0.5734225	1.0000000
450	0.4878191	0.9162161	0.5161375	1.0000000	0.3528953	0.5768463	0.1982825	0.2244174	0.5723676	1.0000000
500	0.4878168	0.9162161	0.5161375	1.0000000	0.3506049	0.5788617	0.2005997	0.2251554	0.5716168	1.0000000
550	0.5414369	0.9162161	0.5161375	1.0000000	0.4250839	0.5495255	0.1998005	0.2052044	0.9307470	1.0000000
600	0.5590354	0.9162161	0.5161375	1.0000000	0.4478770	0.4699828	0.1854410	0.1851268	0.9760559	1.0000000
650	0.5648113	0.9162161	0.5161375	1.0000000	0.4463143	0.4089414	0.1655035	0.1764342	0.9845440	1.0000000
700	0.5667070	0.9162161	0.5161375	1.0000000	0.4377840	0.3830656	0.1498570	0.1729834	0.9889596	1.0000000
750	0.5673291	0.9162161	0.5161375	1.0000000	0.4305842	0.3804645	0.1402166	0.1716346	0.9919311	1.0000000
800	0.5675333	0.9162161	0.5161375	1.0000000	0.4264451	0.3873709	0.1349817	0.1711041	0.9937091	1.0000000
850	0.5676004	0.9162161	0.5161375	1.0000000	0.4247316	0.3953955	0.1323440	0.1708914	0.9946787	1.0000000
900	0.5676224	0.9162161	0.5161375	1.0000000	0.4244433	0.4011373	0.1310773	0.1708040	0.9951809	1.0000000
950	0.5676296	0.9162161	0.5161375	1.0000000	0.4247798	0.4041276	0.1304879	0.1707670	0.9954328	1.0000000
1000	0.5676319	0.9162161	0.5161375	1.0000000	0.4252436	0.4051057	0.1302194	0.1707509	0.9955561	1.0000000

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5676355	0.9162159	0.5161375	1.0000000	0.2865348	0.4577071	0.1166428	0.0903353	0.9958341	0.9260104
100	0.5676340	0.9162160	0.5161375	1.0000000	0.2379767	0.6166666	0.0859596	0.0608482	0.9970618	0.8984047
150	0.5676335	0.9162161	0.5161375	1.0000000	0.2350864	0.7554733	0.0641746	0.0500300	0.9985435	0.8881049
200	0.5676332	0.9162161	0.5161375	1.0000000	0.2581637	0.8194478	0.0534252	0.0460571	0.9993620	0.8842620
250	0.5676332	0.9162161	0.5161375	1.0000000	0.2863685	0.8242424	0.0487822	0.0445962	0.9996888	0.8828282
300	0.5676331	0.9162161	0.5161375	1.0000000	0.3051574	0.7981806	0.0468653	0.0440585	0.9998083	0.8822932
350	0.5676331	0.9162161	0.5161375	1.0000000	0.3113458	0.7667723	0.0460821	0.0438605	0.9998530	0.8820936
400	0.5676331	0.9162161	0.5161375	1.0000000	0.3087589	0.7461591	0.0457619	0.0437875	0.9998705	0.8820191
450	0.5676331	0.9162161	0.5161375	1.0000000	0.3030620	0.7402000	0.0456307	0.0437606	0.9998777	0.8819914
500	0.5676331	0.9162161	0.5161375	1.0000000	0.2983968	0.7443244	0.0455769	0.0437507	0.9998807	0.8819810
550	0.5676331	0.9162161	0.5161375	1.0000000	0.4508426	0.6896742	0.0487161	0.1241392	0.9998779	0.9559667
600	0.5676331	0.9162161	0.5161375	1.0000000	0.4936906	0.5269389	0.0639541	0.1536191	0.9998326	0.9835710
650	0.5676331	0.9162161	0.5161375	1.0000000	0.4801827	0.3930519	0.0860442	0.1644303	0.9996320	0.9938703
700	0.5676331	0.9162161	0.5161375	1.0000000	0.4535989	0.3414267	0.1048674	0.1683964	0.9991194	0.9977130
750	0.5676331	0.9162161	0.5161375	1.0000000	0.4351106	0.3436875	0.1170349	0.1698543	0.9982981	0.9991467
800	0.5676331	0.9162161	0.5161375	1.0000000	0.4259342	0.3647555	0.1237556	0.1703942	0.9974075	0.9996816
850	0.5676331	0.9162161	0.5161375	1.0000000	0.4226284	0.3853808	0.1271271	0.1705981	0.9966865	0.9998812
900	0.5676331	0.9162161	0.5161375	1.0000000	0.4223834	0.3989967	0.1287171	0.1706780	0.9962111	0.9999557
950	0.5676331	0.9162161	0.5161375	1.0000000	0.4233806	0.4055896	0.1294376	0.1707110	0.9959384	0.9999835
1000	0.5676331	0.9162161	0.5161375	1.0000000	0.4245506	0.4074253	0.1297559	0.1707254	0.9957961	0.9999938

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5677958	0.9124688	0.6017076	0.4273203	0.5728574	0.3507013	0.1300645	0.1721900	0.9956598	1.0000000
100	0.5748146	0.8636170	0.7809631	0.3165835	0.5638397	0.2585441	0.1322397	0.1864371	0.9956356	1.0000000
150	0.6135533	0.7437842	0.8874176	0.2951708	0.5174278	0.2243918	0.1430562	0.2108852	0.9953218	1.0000000
200	0.6927532	0.6163829	0.9313140	0.2910303	0.4842488	0.2362076	0.1645185	0.2320044	0.9940769	1.0000000
250	0.7798322	0.5279792	0.9472160	0.2902296	0.4675667	0.2661406	0.1906724	0.2454760	0.9911395	1.0000000
300	0.8451787	0.4782459	0.9526122	0.2900748	0.4606975	0.2954056	0.2143055	0.2528184	0.9861506	1.0000000
350	0.8847101	0.4533427	0.9543700	0.2900449	0.4586418	0.3161466	0.2318374	0.2564690	0.9797115	1.0000000
400	0.9059409	0.4417684	0.9549268	0.2900391	0.4586818	0.3279407	0.2432001	0.2581941	0.9731715	1.0000000
450	0.9165610	0.4366637	0.9550998	0.2900380	0.4594144	0.3333003	0.2499027	0.2589980	0.9677170	1.0000000
500	0.9216228	0.4344982	0.9551529	0.2900378	0.4601680	0.3349667	0.2536076	0.2593807	0.9638111	1.0000000
550	0.9238399	0.4379689	0.8858883	0.8627175	0.3391600	0.3860225	0.2555436	0.2589613	0.9613133	1.0000000
600	0.9197696	0.4944417	0.7134560	0.9734542	0.3644349	0.4858731	0.2551355	0.2512124	0.9599160	1.0000000
650	0.8900336	0.6224076	0.5982632	0.9948670	0.4006868	0.5139063	0.2472922	0.2326569	0.9600728	1.0000000
700	0.8210195	0.7494755	0.5463964	0.9990074	0.4246060	0.4833694	0.2285460	0.2109233	0.9633916	1.0000000
750	0.7358436	0.8326353	0.5265225	0.9998081	0.4342586	0.4406039	0.2031499	0.1935114	0.9702471	1.0000000
800	0.6655316	0.8772946	0.5195433	0.9999629	0.4345532	0.4103717	0.1785898	0.1824330	0.9783722	1.0000000
850	0.6196152	0.8989655	0.5172209	0.9999928	0.4314404	0.3964472	0.1595230	0.1763431	0.9851799	1.0000000
900	0.5934946	0.9088471	0.5164750	0.9999986	0.4283463	0.3936650	0.1467421	0.1732997	0.9897567	1.0000000
950	0.5798880	0.9131581	0.5162411	0.9999997	0.4263564	0.3960002	0.1389974	0.1718722	0.9924682	1.0000000
1000	0.5732230	0.9149762	0.5161690	0.9999999	0.4254328	0.3994471	0.1346334	0.1712305	0.9939753	1.0000000

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5676355	0.9162159	0.5161375	1.0000000	0.5782130	0.2800212	0.1301384	0.1732931	0.5230623	0.9218645
100	0.5676340	0.9162160	0.5161375	1.0000000	0.6333808	0.1842908	0.1338430	0.1992262	0.4642474	0.8927119
150	0.5676335	0.9162161	0.5161375	1.0000000	0.6526657	0.1283470	0.1559149	0.2555820	0.4566983	0.8818350
200	0.5676332	0.9162161	0.5161375	1.0000000	0.6594518	0.1015579	0.2073223	0.3042749	0.4544438	0.8777768
250	0.5676332	0.9162161	0.5161375	1.0000000	0.6618918	0.0894150	0.2726909	0.3331325	0.4498348	0.8762626
300	0.5676331	0.9162161	0.5161375	1.0000000	0.6627820	0.0840007	0.3306280	0.3514879	0.4397832	0.8756977
350	0.5676331	0.9162161	0.5161375	1.0000000	0.6631084	0.0815932	0.3752142	0.3700747	0.4245781	0.8754869
400	0.5676331	0.9162161	0.5161375	1.0000000	0.6632280	0.0805228	0.4125515	0.3947996	0.4070976	0.8754083
450	0.5676331	0.9162161	0.5161375	1.0000000	0.6632715	0.0800481	0.4504963	0.4263803	0.3887913	0.8753789
500	0.5676331	0.9162161	0.5161375	1.0000000	0.6632872	0.0798386	0.4929263	0.4634652	0.3687407	0.8753680
550	0.5676331	0.9162161	0.5161375	1.0000000	0.5059119	0.1269422	0.5279096	0.3806154	0.7025858	0.9534994
600	0.5676331	0.9162161	0.5161375	1.0000000	0.4459571	0.1924414	0.4820992	0.2658494	0.7117892	0.9826505
650	0.5676331	0.9162161	0.5161375	1.0000000	0.4234037	0.2732244	0.3736534	0.2153461	0.7517621	0.9935268
700	0.5676331	0.9162161	0.5161375	1.0000000	0.4158712	0.3418912	0.2737500	0.1928502	0.8432131	0.9975848
750	0.5676331	0.9162161	0.5161375	1.0000000	0.4152285	0.3859913	0.2079885	0.1813679	0.9228319	0.9990989
800	0.5676331	0.9162161	0.5161375	1.0000000	0.4178680	0.4078453	0.1704287	0.1756089	0.9653632	0.9996638
850	0.5676331	0.9162161	0.5161375	1.0000000	0.4213558	0.4147323	0.1503424	0.1729041	0.9833349	0.9998746
900	0.5676331	0.9162161	0.5161375	1.0000000	0.4241570	0.4137626	0.1400016	0.1716861	0.9904482	0.9999532
950	0.5676331	0.9162161	0.5161375	1.0000000	0.4257647	0.4101027	0.1348221	0.1711500	0.9933436	0.9999825
1000	0.5676331	0.9162161	0.5161375	1.0000000	0.4263721	0.4066220	0.1322860	0.1709169	0.9945940	0.9999935

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.6721937	0.4007348	0.3385947	1.0000000	0.4257927	0.4030825	0.5818353	0.1637173	0.6423757	0.7805094
100	0.8550762	0.2139131	0.2859301	1.0000000	0.4259266	0.4029555	0.7059572	0.1519798	0.4870889	0.6986167
150	0.9460233	0.1460248	0.2703081	1.0000000	0.4263063	0.4027512	0.7393637	0.1811668	0.4126999	0.6680622
200	0.9802565	0.1212685	0.2656742	1.0000000	0.4268679	0.4022020	0.7544703	0.2593865	0.4002526	0.6566623
250	0.9923599	0.1122262	0.2642996	1.0000000	0.4273507	0.4013300	0.7749318	0.3243279	0.4015503	0.6524089
300	0.9965706	0.1089205	0.2638918	1.0000000	0.4276075	0.4004111	0.7994900	0.3577254	0.4005158	0.6508219
350	0.9980302	0.1077112	0.2637709	1.0000000	0.4276752	0.3997115	0.8198612	0.3742019	0.3964644	0.6502299
400	0.9985364	0.1072686	0.2637350	1.0000000	0.4276460	0.3993175	0.8336635	0.3856594	0.3918507	0.6500089
450	0.9987124	0.1071064	0.2637244	1.0000000	0.4275904	0.3991716	0.8427029	0.3959098	0.3880813	0.6499265
500	0.9987737	0.1070470	0.2637212	1.0000000	0.4275437	0.3991690	0.8490697	0.4049812	0.3853523	0.6498958
550	0.9722071	0.6652087	0.4412631	1.0000000	0.4262760	0.3995343	0.5803166	0.3484372	0.5591513	0.8693749
600	0.8264063	0.8551115	0.4939275	1.0000000	0.4255669	0.4008868	0.4609114	0.2715042	0.6061550	0.9512633
650	0.6861821	0.9085680	0.5095494	1.0000000	0.4253827	0.4022786	0.3586489	0.2265004	0.7220361	0.9818162
700	0.6116489	0.9191396	0.5141833	1.0000000	0.4254265	0.4031479	0.2733261	0.1978440	0.8416294	0.9932156
750	0.5810638	0.9192953	0.5155578	1.0000000	0.4255382	0.4035099	0.2119916	0.1827748	0.9227729	0.9974687
800	0.5706276	0.9180129	0.5159656	1.0000000	0.4256396	0.4035749	0.1736859	0.1759067	0.9644415	0.9990556
850	0.5677444	0.9170907	0.5160865	1.0000000	0.4257060	0.4035494	0.1521410	0.1729417	0.9825918	0.9996476
900	0.5672346	0.9166053	0.5161224	1.0000000	0.4257415	0.4035535	0.1408362	0.1716799	0.9900473	0.9998685
950	0.5673059	0.9163803	0.5161331	1.0000000	0.4257599	0.4036049	0.1351714	0.1711431	0.9931551	0.9999509
1000	0.5674421	0.9162830	0.5161362	1.0000000	0.4257720	0.4036686	0.1324224	0.1709136	0.9945102	0.9999817

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5676355	0.9162159	0.5161375	1.0000000	0.2426023	0.4761080	0.1300134	0.1707386	0.9956600	1.0000000
100	0.5676340	0.9162160	0.5161375	1.0000000	0.1786769	0.6859600	0.1300068	0.1707382	0.9956635	1.0000000
150	0.5676335	0.9162161	0.5161375	1.0000000	0.1754878	0.8478131	0.1300039	0.1707380	0.9956651	1.0000000
200	0.5676332	0.9162161	0.5161375	1.0000000	0.2042580	0.9109558	0.1300025	0.1707379	0.9956658	1.0000000
250	0.5676332	0.9162161	0.5161375	1.0000000	0.2361082	0.9147797	0.1300019	0.1707378	0.9956661	1.0000000
300	0.5676331	0.9162161	0.5161375	1.0000000	0.2563789	0.8894172	0.1300016	0.1707378	0.9956663	1.0000000
350	0.5676331	0.9162161	0.5161375	1.0000000	0.2635698	0.8565441	0.1300015	0.1707378	0.9956664	1.0000000
400	0.5676331	0.9162161	0.5161375	1.0000000	0.2616997	0.8324881	0.1300015	0.1707378	0.9956664	1.0000000
450	0.5676331	0.9162161	0.5161375	1.0000000	0.2561055	0.8231599	0.1300014	0.1707378	0.9956664	1.0000000
500	0.5676331	0.9162161	0.5161375	1.0000000	0.2509806	0.8251621	0.1300014	0.1707378	0.9956664	1.0000000
550	0.5676331	0.9162161	0.5161375	1.0000000	0.4590348	0.7456225	0.1300014	0.1707378	0.9956664	1.0000000
600	0.5676331	0.9162161	0.5161375	1.0000000	0.5146910	0.5174389	0.1300014	0.1707378	0.9956664	1.0000000
650	0.5676331	0.9162161	0.5161375	1.0000000	0.4920873	0.3638139	0.1300014	0.1707378	0.9956664	1.0000000
700	0.5676331	0.9162161	0.5161375	1.0000000	0.4568027	0.3186857	0.1300014	0.1707378	0.9956664	1.0000000
750	0.5676331	0.9162161	0.5161375	1.0000000	0.4348998	0.3303474	0.1300014	0.1707378	0.9956664	1.0000000
800	0.5676331	0.9162161	0.5161375	1.0000000	0.4248607	0.3587135	0.1300014	0.1707378	0.9956664	1.0000000
850	0.5676331	0.9162161	0.5161375	1.0000000	0.4215785	0.3837824	0.1300014	0.1707378	0.9956664	1.0000000
900	0.5676331	0.9162161	0.5161375	1.0000000	0.4216398	0.3994965	0.1300014	0.1707378	0.9956664	1.0000000
950	0.5676331	0.9162161	0.5161375	1.0000000	0.4229802	0.4066984	0.1300014	0.1707378	0.9956664	1.0000000
1000	0.5676331	0.9162161	0.5161375	1.0000000	0.4244117	0.4084010	0.1300014	0.1707378	0.9956664	1.0000000

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5652212	0.9417833	0.1927051	1.0000000	0.4257730	0.4036013	0.1289734	0.1549938	0.9956657	1.0000000
100	0.5489903	0.9760440	0.0967652	1.0000000	0.4257721	0.4037609	0.1166949	0.1091825	0.9959083	1.0000000
150	0.5290732	0.9910386	0.0683064	1.0000000	0.4257874	0.4041973	0.0911216	0.0662918	0.9969359	1.0000000
200	0.5156141	0.9966866	0.0598647	1.0000000	0.4258378	0.4058662	0.0673524	0.0398400	0.9983204	1.0000000
250	0.5084814	0.9987756	0.0573606	1.0000000	0.4260149	0.4116532	0.0532934	0.0263984	0.9992401	1.0000000
300	0.5051247	0.9995459	0.0566178	1.0000000	0.4265917	0.4258850	0.0468450	0.0202204	0.9996512	1.0000000
350	0.5036475	0.9998297	0.0563975	1.0000000	0.4280252	0.4468767	0.0442547	0.0175455	0.9998066	1.0000000
400	0.5030242	0.9999342	0.0563321	1.0000000	0.4305338	0.4654026	0.0432721	0.0164325	0.9998636	1.0000000
450	0.5027686	0.9999727	0.0563127	1.0000000	0.4336562	0.4756341	0.0429037	0.0159823	0.9998851	1.0000000
500	0.5026660	0.9999868	0.0563070	1.0000000	0.4365201	0.4784651	0.0427636	0.0158041	0.9998935	1.0000000
550	0.5026384	0.9995914	0.3797377	1.0000000	0.4384962	0.4772739	0.0427582	0.0351904	0.9998968	1.0000000
600	0.5036307	0.9907290	0.4756772	1.0000000	0.4394739	0.4738054	0.0439732	0.0854832	0.9998969	1.0000000
650	0.5102093	0.9680408	0.5041358	1.0000000	0.4394988	0.4606578	0.0510431	0.1263916	0.9998834	1.0000000
700	0.5237576	0.9453652	0.5125774	1.0000000	0.4379314	0.4290636	0.0669572	0.1499123	0.9998130	1.0000000
750	0.5389781	0.9305434	0.5150815	1.0000000	0.4343396	0.4010523	0.0866957	0.1615491	0.9995866	1.0000000
800	0.5511088	0.9226904	0.5158243	1.0000000	0.4302418	0.3911804	0.1037353	0.1668424	0.9990868	1.0000000
850	0.5589504	0.9189859	0.5160446	1.0000000	0.4272216	0.3923504	0.1154939	0.1691251	0.9983265	1.0000000
900	0.5633757	0.9173576	0.5161100	1.0000000	0.4256223	0.3967834	0.1225203	0.1700764	0.9974941	1.0000000
950	0.5656516	0.9166742	0.5161294	1.0000000	0.4250835	0.4007706	0.1263323	0.1704654	0.9967904	1.0000000
1000	0.5667472	0.9163964	0.5161351	1.0000000	0.4251198	0.4032345	0.1282662	0.1706239	0.9962988	1.0000000

0	0.5676393	0.9162154	0.5161375	1.0000000	0.4257983	0.4034347	0.1300279	0.1707396	0.9956525	1.0000000
50	0.5999169	0.7551205	0.5971615	0.4559043	0.4031643	0.4067086	0.1300619	0.1721144	0.9960175	0.5119977
100	0.6754353	0.6615313	0.7686413	0.3506947	0.3369654	0.4463724	0.1321255	0.1856847	0.9979818	0.3299223
150	0.7542763	0.5526648	0.8730512	0.3303507	0.2803023	0.5486130	0.1424366	0.2092785	0.9994801	0.2619893
200	0.8313943	0.4498936	0.9170438	0.3264169	0.2604472	0.6701685	0.1630368	0.2299501	0.9998700	0.2366433
250	0.8927869	0.3799016	0.9332072	0.3256562	0.2755103	0.7479928	0.1883344	0.2432836	0.9999457	0.2271866
300	0.9316431	0.3405664	0.9387406	0.3255091	0.3068573	0.7618562	0.2113648	0.2505988	0.9999550	0.2236583
350	0.9528694	0.3208202	0.9405531	0.3254807	0.3314291	0.7278565	0.2285530	0.2542293	0.9999483	0.2223419
400	0.9635479	0.3116148	0.9411294	0.3254752	0.3377219	0.6802087	0.2397285	0.2559109	0.9999377	0.2218507
450	0.9686641	0.3075434	0.9413089	0.3254741	0.3291363	0.6504822	0.2463066	0.2566515	0.9999278	0.2216675
500	0.9710337	0.3058120	0.9413640	0.3254739	0.3164347	0.6486784	0.2499012	0.2569654	0.9999202	0.2215991
550	0.9653196	0.4002743	0.8713060	0.8695696	0.3519104	0.6561787	0.2517263	0.2564513	0.9983330	0.7095759
600	0.9438396	0.4908354	0.7044751	0.9747792	0.4212480	0.6001980	0.2511806	0.2485887	0.9817421	0.8916418
650	0.8992124	0.6283089	0.5943870	0.9951232	0.4535600	0.4943190	0.2432718	0.2303254	0.9685914	0.9595712
700	0.8214390	0.7548016	0.5449498	0.9990570	0.4532900	0.4128283	0.2248374	0.2092492	0.9672131	0.9849159
750	0.7333599	0.8357313	0.5260229	0.9998177	0.4420825	0.3773046	0.2001833	0.1924998	0.9723420	0.9943721
800	0.6631447	0.8788344	0.5193789	0.9999647	0.4323779	0.3729535	0.1765188	0.1818918	0.9795737	0.9979002
850	0.6180473	0.8996731	0.5171685	0.9999932	0.4267953	0.3816410	0.1582247	0.1760764	0.9858358	0.9992166
900	0.5926194	0.9091565	0.5164587	0.9999987	0.4244512	0.3921485	0.1459903	0.1731754	0.9900960	0.9997077
950	0.5794429	0.9132886	0.5162361	0.9999997	0.4240061	0.3998390	0.1385870	0.1718164	0.9926391	0.9998909
1000	0.5730101	0.9150297	0.5161675	1.0000000	0.4244137	0.4039675	0.1344192	0.1712061	0.9940608	0.9999593
