"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
650	0.2390700	0.2477669	0.2486897	0.7983112	0.6617785	0.2238797	0.9431296	0.2461422	1.0000000	0.9265516
700	0.3178315	0.2875746	0.2316379	0.8374423	0.6759000	0.1606183	0.9738175	0.2461422	1.0000000	0.9749209
750	0.2938599	0.2999211	0.2157177	0.8558294	0.7530695	0.1187019	0.9869635	0.2461422	1.0000000	0.9916608
800	0.2378301	0.2973161	0.2059887	0.8707182	0.8406403	0.0979008	0.9927972	0.2461422	1.0000000	0.9972656
850	0.1921252	0.2902071	0.2009753	0.8838625	0.9020795	0.0901142	0.9954397	0.2461422	1.0000000	0.9991102
900	0.1643911	0.2836737	0.1988206	0.8935891	0.9357266	0.0887679	0.9966119	0.2461422	1.0000000	0.9997117
950	0.1502144	0.2792215	0.1982321	0.8997097	0.9509873	0.0899149	0.9970905	0.2461422	1.0000000	0.9999068
1000	0.1441627	0.2767471	0.1983214	0.9030910	0.9563302	0.0915510	0.9972496	0.2461422	1.0000000	0.9999699

0	0.1425725	0.2751917	0.1987195	0.9055260	0.9534142	0.0944288	0.9971821	0.2461422	1.0000000	1.0000000
50	0.1425746	0.2752027	0.1987139	0.9054995	0.9576753	0.0602141	0.9974884	0.1809780	1.0000000	1.0000000
100	0.1425624	0.2752036	0.1987083	0.9059588	0.9736363	0.0294179	0.9985225	0.1065938	1.0000000	1.0000000
150	0.1425340	0.2751977	0.1986720	0.9070847	0.9873336	0.0157098	0.9993290	0.0643114	1.0000000	1.0000000
200	0.1424316	0.2751718	0.1985867	0.9082974	0.9946669	0.0105322	0.9997308	0.0443689	1.0000000	1.0000000
250	0.1422143	0.2751123	0.1984765	0.9091903	0.9979066	0.0086999	0.9998989	0.0357520	1.0000000	1.0000000
300	0.1419177	0.2750248	0.1983797	0.9097243	0.9992063	0.0080725	0.9999635	0.0322120	1.0000000	1.0000000
350	0.1416239	0.2749305	0.1983172	0.9100061	0.9996996	0.0078632	0.9999871	0.0308043	1.0000000	1.0000000
400	0.1413990	0.2748508	0.1982883	0.9101434	0.9998802	0.0077964	0.9999955	0.0302568	1.0000000	1.0000000
450	0.1412638	0.2747963	0.1982812	0.9102067	0.9999448	0.0077770	0.9999984	0.0300473	1.0000000	1.0000000
500	0.1412025	0.2747661	0.1982837	0.9102349	0.9999675	0.0077727	0.9999994	0.0299682	1.0000000	1.0000000
550	0.1411858	0.2747532	0.1982878	0.9102464	0.9997947	0.0418972	0.9999987	0.0951027	1.0000000	1.0000000
600	0.1411883	0.2747497	0.1982909	0.9102042	0.9961292	0.0726117	0.9999367	0.1694758	1.0000000	1.0000000
650	0.1411968	0.2747504	0.1982974	0.9098791	0.9858470	0.0862791	0.9995924	0.2117542	1.0000000	1.0000000
700	0.1412205	0.2747560	0.1983239	0.9091091	0.9737539	0.0914667	0.9989565	0.2316951	1.0000000	1.0000000
750	0.1412948	0.2747755	0.1983846	0.9080927	0.9644704	0.0933572	0.9982962	0.2403115	1.0000000	1.0000000
800	0.1414536	0.2748192	0.1984730	0.9071425	0.9588159	0.0940629	0.9978004	0.2438513	1.0000000	1.0000000
850	0.1416911	0.2748885	0.1985659	0.9064292	0.9558042	0.0943381	0.9974944	0.2452590	1.0000000	1.0000000
900	0.1419607	0.2749721	0.1986415	0.9059668	0.9543266	0.0944419	0.9973277	0.2458064	1.0000000	1.0000000
950	0.1422050	0.2750535	0.1986903	0.9056960	0.9536443	0.0944697	0.9972446	0.2460159	1.0000000	1.0000000
1000	0.1423873	0.2751194	0.1987151	0.9055489	0.9533513	0.0944637	0.9972058	0.2460950	1.0000000	1.0000000

0	0.1425725	0.2751917	0.1987195	0.9055260	0.9534142	0.0944288	0.9971821	0.2461422	1.0000000	1.0000000
50	0.1274236	0.2704033	0.1483501	0.9054914	0.9575607	0.0668106	0.9972859	0.2461422	1.0000000	0.9420834
100	0.0834388	0.2399627	0.0915409	0.9059980	0.9729176	0.0426874	0.9978071	0.2461422	1.0000000	0.8904388
150	0.0555329	0.1907492	0.0627880	0.9072798	0.9862596	0.0349299	0.9984305	0.2461422	1.0000000	0.8677814
200	0.0442213	0.1457440	0.0553033	0.9086463	0.9934902	0.0375601	0.9988369	0.2461422	1.0000000	0.8593829
250	0.0403455	0.1174555	0.0577493	0.9096326	0.9964314	0.0444179	0.9989701	0.2461422	1.0000000	0.8564763
300	0.0391278	0.1053218	0.0622578	0.9101921	0.9970013	0.0506876	0.9989115	0.2461422	1.0000000	0.8555031
350	0.0387718	0.1030943	0.0657260	0.9104387	0.9964619	0.0545553	0.9987758	0.2461422	1.0000000	0.8551829
400	0.0386793	0.1049869	0.0677608	0.9105001	0.9956417	0.0563054	0.9986465	0.2461422	1.0000000	0.8550784
450	0.0386618	0.1076755	0.0687913	0.9104756	0.9949833	0.0567728	0.9985582	0.2461422	1.0000000	0.8550445
500	0.0386626	0.1098558	0.0692646	0.9104281	0.9946085	0.0566498	0.9985117	0.2461422	1.0000000	0.8550336
550	0.0389672	0.1188196	0.1314048	0.9103694	0.9898716	0.1232263	0.9982446	0.2461422	1.0000000	0.9129466
600	0.0540851	0.1615887	0.1999905	0.9095053	0.9399187	0.1750822	0.9969183	0.2461422	1.0000000	0.9645902
650	0.1239116	0.2189063	0.2219133	0.9051672	0.8530836	0.1735864	0.9953784	0.2461422	1.0000000	0.9872472
700	0.1875840	0.2598811	0.2152956	0.8974985	0.8101982	0.1457204	0.9947341	0.2461422	1.0000000	0.9956455
750	0.1963023	0.2778749	0.2059411	0.8917379	0.8290385	0.1193348	0.9950320	0.2461422	1.0000000	0.9985521
800	0.1778405	0.2815286	0.2005723	0.8912270	0.8722605	0.1033674	0.9957256	0.2461422	1.0000000	0.9995252
850	0.1591691	0.2798202	0.1985561	0.8943482	0.9098100	0.0960928	0.9963714	0.2461422	1.0000000	0.9998455
900	0.1481623	0.2774968	0.1982703	0.8982590	0.9334832	0.0937388	0.9968060	0.2461422	1.0000000	0.9999499
950	0.1436286	0.2760506	0.1985520	0.9013912	0.9457659	0.0934777	0.9970412	0.2461422	1.0000000	0.9999838
1000	0.1425742	0.2754684	0.1988157	0.9034067	0.9511392	0.0937901	0.9971451	0.2461422	1.0000000	0.9999948

0	0.1425725	0.2751917	0.1987195	0.9055260	0.9534142	0.0944288	0.9971821	0.2461422	1.0000000	1.0000000
50	0.1425657	0.2752007	0.1986678	0.9093985	0.9532983	0.0944147	0.9971794	0.2461422	1.0000000	1.0000000
100	0.1423748	0.2751587	0.1984303	0.9126991	0.9532646	0.0944084	0.9971787	0.2461422	1.0000000	1.0000000
150	0.1418126	0.2750111	0.1981306	0.9141314	0.9532563	0.0944238	0.9971785	0.2461422	1.0000000	1.0000000
200	0.1410434	0.2747848	0.1979209	0.9146804	0.9532378	0.0944766	0.9971780	0.2461422	1.0000000	1.0000000
250	0.1403751	0.2745624	0.1978310	0.9148841	0.9531844	0.0945629	0.9971767	0.2461422	1.0000000	1.0000000
300	0.1399681	0.2744038	0.1978211	0.9149575	0.9530904	0.0946592	0.9971744	0.2461422	1.0000000	1.0000000
350	0.1398054	0.2743203	0.1978427	0.9149800	0.9529715	0.0947410	0.9971714	0.2461422	1.0000000	1.0000000
400	0.1397896	0.2742921	0.1978655	0.9149817	0.9528533	0.0947962	0.9971685	0.2461422	1.0000000	1.0000000
450	0.1398283	0.2742922	0.1978787	0.9149754	0.9527570	0.0948254	0.9971661	0.2461422	1.0000000	1.0000000
500	0.1398680	0.2743007	0.1978830	0.9149672	0.9526911	0.0948368	0.9971645	0.2461422	1.0000000	1.0000000
550	0.1398993	0.2743099	0.1979279	0.9110283	0.9526532	0.0948388	0.9971636	0.2461422	1.0000000	1.0000000
600	0.1400816	0.2743562	0.1981614	0.9076920	0.9526356	0.0948350	0.9971632	0.2461422	1.0000000	1.0000000
650	0.1406295	0.2745034	0.1984619	0.9062430	0.9526333	0.0948143	0.9971632	0.2461422	1.0000000	1.0000000
700	0.1413964	0.2747296	0.1986746	0.9056870	0.9526535	0.0947593	0.9971637	0.2461422	1.0000000	1.0000000
750	0.1420739	0.2749531	0.1987673	0.9054806	0.9527106	0.0946721	0.9971651	0.2461422	1.0000000	1.0000000
800	0.1424930	0.2751138	0.1987795	0.9054066	0.9528075	0.0945752	0.9971675	0.2461422	1.0000000	1.0000000
850	0.1426649	0.2751994	0.1987594	0.9053845	0.9529283	0.0944927	0.9971705	0.2461422	1.0000000	1.0000000
900	0.1426861	0.2752295	0.1987373	0.9053838	0.9530475	0.0944369	0.9971735	0.2461422	1.0000000	1.0000000
950	0.1426496	0.2752307	0.1987241	0.9053913	0.9531447	0.0944068	0.9971758	0.2461422	1.0000000	1.0000000
1000	0.1426102	0.2752229	0.1987193	0.9054005	0.9532114	0.0943948	0.9971775	0.2461422	1.0000000	1.0000000
