"Time"	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C
900	0.5591682	0.4489791	0.6505704	0.1029129	0.2012242	0.4368317	0.9264123	0.2748365	0.6581651	0.3994478
950	0.5714249	0.4463318	0.6507862	0.1029122	0.2012242	0.4368324	0.9264104	0.2748381	0.7029042	0.3804872
1000	0.5783340	0.4450569	0.6508711	0.1029121	0.2012244	0.4368332	0.9264089	0.2748388	0.7397126	0.3681320

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.5885932	0.4266505	0.6318983	0.1026568	0.1989160	0.3951894	0.8108343	0.2750598	0.8168494	0.3508053
100	0.6046968	0.4102668	0.6136622	0.0978424	0.1891712	0.3733224	0.6884268	0.2815368	0.8167933	0.3488791
150	0.6241518	0.4051920	0.6180733	0.0874756	0.1813953	0.3883131	0.6216429	0.3001982	0.8184841	0.3423991
200	0.6372793	0.4008563	0.6464768	0.0792758	0.1814483	0.4140705	0.5867685	0.3209141	0.8237223	0.3336749
250	0.6479381	0.3895052	0.6805709	0.0781215	0.1875412	0.4364978	0.5664652	0.3289129	0.8319761	0.3259125
300	0.6634688	0.3730091	0.6997327	0.0837688	0.1958753	0.4525540	0.5558444	0.3206953	0.8412154	0.3191449
350	0.6847419	0.3586707	0.6937844	0.0936337	0.2037307	0.4625673	0.5539990	0.3026138	0.8503399	0.3115359
400	0.7054749	0.3532961	0.6638911	0.1047135	0.2097724	0.4672897	0.5586755	0.2824662	0.8596734	0.3024199
450	0.7170680	0.3605189	0.6191641	0.1145168	0.2135570	0.4678185	0.5664271	0.2652075	0.8696163	0.2933099
500	0.7130406	0.3802791	0.5715272	0.1214851	0.2152069	0.4656473	0.5743439	0.2528395	0.8795129	0.2868431
550	0.6880159	0.4270038	0.5467921	0.1256861	0.2189030	0.5185679	0.6985583	0.2451073	0.8877103	0.2856046
600	0.6353868	0.4755898	0.5313513	0.1366311	0.2340018	0.5379757	0.8282261	0.2346111	0.8920395	0.2929605
650	0.5741360	0.5117207	0.4945551	0.1607457	0.2441859	0.5114493	0.8999475	0.2164921	0.8895063	0.3119766
700	0.5199585	0.5483059	0.4308292	0.1783767	0.2404301	0.4773229	0.9367018	0.2014485	0.8766312	0.3404162
750	0.4704320	0.5968540	0.3725625	0.1744678	0.2287572	0.4512988	0.9556273	0.1983368	0.8516291	0.3733100
800	0.4201058	0.6503521	0.3509150	0.1554018	0.2164091	0.4348458	0.9640680	0.2078264	0.8152860	0.4093067
850	0.3730188	0.6886450	0.3752573	0.1337090	0.2067530	0.4257074	0.9651088	0.2255789	0.7686123	0.4508303
900	0.3387545	0.6949731	0.4352654	0.1163912	0.2003631	0.4216970	0.9605138	0.2458555	0.7114399	0.4972638
950	0.3246793	0.6667726	0.5097051	0.1048798	0.1967440	0.4213029	0.9520358	0.2640379	0.6461137	0.5403697
1000	0.3338584	0.6157705	0.5788409	0.0982343	0.1952217	0.4234180	0.9418038	0.2776103	0.5813645	0.5682919

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.5854631	0.4443730	0.6503499	0.1029518	0.2012225	0.4367770	0.9265437	0.2747365	0.8168455	0.3509242
100	0.5851994	0.4443846	0.6505355	0.1029177	0.2012083	0.4367733	0.9265085	0.2747991	0.8165151	0.3512165
150	0.5850953	0.4443220	0.6507260	0.1028942	0.2012017	0.4367815	0.9264676	0.2748476	0.8161433	0.3514294
200	0.5851166	0.4442203	0.6508867	0.1028818	0.2012014	0.4367961	0.9264300	0.2748781	0.8158090	0.3515517
250	0.5852185	0.4441100	0.6509995	0.1028790	0.2012054	0.4368126	0.9264012	0.2748913	0.8155585	0.3515916
300	0.5853570	0.4440131	0.6510606	0.1028832	0.2012115	0.4368275	0.9263832	0.2748906	0.8154084	0.3515691
350	0.5854961	0.4439419	0.6510763	0.1028913	0.2012181	0.4368386	0.9263757	0.2748806	0.8153521	0.3515085
400	0.5856115	0.4439003	0.6510589	0.1029006	0.2012237	0.4368454	0.9263764	0.2748662	0.8153689	0.3514329
450	0.5856909	0.4438859	0.6510223	0.1029092	0.2012278	0.4368480	0.9263827	0.2748513	0.8154319	0.3513602
500	0.5857324	0.4438922	0.6509790	0.1029158	0.2012302	0.4368474	0.9263915	0.2748386	0.8155152	0.3513021
550	0.5857413	0.4439113	0.6509388	0.1029198	0.2012309	0.4368447	0.9264005	0.2748296	0.8155976	0.3512638
600	0.5857267	0.4439356	0.6509077	0.1029215	0.2012304	0.4368412	0.9264081	0.2748247	0.8156652	0.3512455
650	0.5856989	0.4439594	0.6508881	0.1029213	0.2012293	0.4368376	0.9264134	0.2748234	0.8157111	0.3512438
700	0.5856670	0.4439785	0.6508796	0.1029199	0.2012278	0.4368346	0.9264162	0.2748246	0.8157346	0.3512536
750	0.5856379	0.4439913	0.6508800	0.1029178	0.2012264	0.4368326	0.9264170	0.2748275	0.8157389	0.3512693
800	0.5856158	0.4439975	0.6508863	0.1029158	0.2012253	0.4368315	0.9264161	0.2748309	0.8157295	0.3512863
850	0.5856022	0.4439983	0.6508956	0.1029141	0.2012246	0.4368313	0.9264144	0.2748340	0.8157127	0.3513012
900	0.5855966	0.4439953	0.6509052	0.1029129	0.2012242	0.4368317	0.9264123	0.2748365	0.8156937	0.3513121
950	0.5855974	0.4439902	0.6509133	0.1029122	0.2012242	0.4368324	0.9264104	0.2748381	0.8156766	0.3513185
1000	0.5856024	0.4439847	0.6509191	0.1029121	0.2012244	0.4368332	0.9264089	0.2748388	0.8156637	0.3513206

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.4654411	0.4541211	0.4822272	0.3042726	0.2012755	0.4389587	0.8824431	0.2747326	0.8144488	0.3754148
100	0.3436802	0.5309789	0.2602763	0.4399747	0.2024473	0.4513513	0.8358962	0.2744581	0.7913408	0.4410109
150	0.2532654	0.6743389	0.1244129	0.4839564	0.2066144	0.4693281	0.8115474	0.2718215	0.7297499	0.5141971
200	0.1760845	0.8116021	0.0576379	0.4987050	0.2134086	0.4848047	0.8018785	0.2642031	0.6481133	0.5223707
250	0.1200417	0.9036427	0.0279025	0.5073099	0.2207297	0.4947151	0.8006403	0.2518712	0.6092734	0.4221011
300	0.0862715	0.9544569	0.0153097	0.5149423	0.2267305	0.4993708	0.8042273	0.2378735	0.6635128	0.2931540
350	0.0682572	0.9795423	0.0100791	0.5215375	0.2306071	0.5001723	0.8099966	0.2253786	0.7720607	0.2044856
400	0.0593322	0.9911040	0.0078894	0.5262830	0.2324115	0.4986426	0.8159535	0.2161235	0.8679036	0.1583209
450	0.0551116	0.9961994	0.0069458	0.5288845	0.2326404	0.4960805	0.8209217	0.2104370	0.9290291	0.1373707
500	0.0531786	0.9983774	0.0065274	0.5296362	0.2319119	0.4934073	0.8244667	0.2078138	0.9622136	0.1285011
550	0.1030130	0.9992506	0.0196250	0.3403551	0.2306982	0.4886369	0.8722596	0.2074178	0.9790575	0.1046411
600	0.1495708	0.9987727	0.0642991	0.2109646	0.2280320	0.4735602	0.9214260	0.2086561	0.9879963	0.1285202
650	0.1706841	0.9912638	0.1541321	0.1651297	0.2222404	0.4543099	0.9468880	0.2124704	0.9841401	0.3028549
700	0.1802420	0.9602357	0.2605776	0.1440571	0.2144577	0.4388976	0.9570413	0.2207243	0.9075798	0.5210886
750	0.1896135	0.8961879	0.3580159	0.1283083	0.2070703	0.4294206	0.9587705	0.2335862	0.7301000	0.6619137
800	0.2064069	0.8101631	0.4436018	0.1153905	0.2015186	0.4249308	0.9554066	0.2488770	0.5459714	0.7263753
850	0.2352820	0.7192469	0.5186014	0.1059226	0.1980866	0.4239791	0.9487923	0.2635222	0.4157327	0.7407724
900	0.2781922	0.6356409	0.5809054	0.0999409	0.1964726	0.4253811	0.9405803	0.2751511	0.3444215	0.7213152
950	0.3337393	0.5658480	0.6279014	0.0968624	0.1962218	0.4281876	0.9324475	0.2827216	0.3202465	0.6767576
1000	0.3965985	0.5121286	0.6591540	0.0959484	0.1968911	0.4315653	0.9257695	0.2863167	0.3333427	0.6156030

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.5625873	0.4021495	0.5827028	0.2102685	0.4495328	0.4367561	0.9279877	0.2394655	0.7266097	0.3528550
100	0.5726069	0.3748089	0.3787216	0.6036448	0.6826517	0.4357705	0.9422257	0.1647083	0.6205342	0.3583771
150	0.5872918	0.4231497	0.1938515	0.8468915	0.7934635	0.4314827	0.9637076	0.1179532	0.5573925	0.3520808
200	0.5452075	0.5147408	0.0897090	0.9372174	0.8387627	0.4244395	0.9800587	0.0958718	0.5300555	0.3265841
250	0.4572488	0.5945945	0.0402729	0.9657887	0.8561115	0.4173303	0.9894188	0.0864043	0.5294418	0.2694425
300	0.3705837	0.6448136	0.0186940	0.9744045	0.8624234	0.4118705	0.9940940	0.0825074	0.5493707	0.1890406
350	0.3091295	0.6714373	0.0097230	0.9770002	0.8645694	0.4083274	0.9962665	0.0809339	0.5764609	0.1239054
400	0.2726515	0.6842285	0.0061083	0.9777918	0.8652179	0.4062703	0.9972353	0.0803050	0.5977408	0.0866912
450	0.2531850	0.6900085	0.0046826	0.9780326	0.8653666	0.4051649	0.9976565	0.0800553	0.6104342	0.0691257
500	0.2434946	0.6925163	0.0041288	0.9781025	0.8653703	0.4046034	0.9978367	0.0799567	0.6169787	0.0616634
550	0.2629504	0.7777263	0.0087612	0.9705853	0.6125077	0.4043298	0.9979122	0.0801439	0.7301863	0.0591058
600	0.2582434	0.8803758	0.0143182	0.8733806	0.3750655	0.4042016	0.9979179	0.0834284	0.8593103	0.0615443
650	0.2332402	0.9426790	0.0188776	0.5941860	0.2621000	0.4041559	0.9976795	0.1003114	0.9342870	0.0690783
700	0.2107840	0.9738881	0.0301546	0.3235881	0.2156983	0.4042332	0.9962627	0.1421038	0.9705723	0.0836631
750	0.1966391	0.9870122	0.0793732	0.1782189	0.1976426	0.4047425	0.9909261	0.1981597	0.9860116	0.1432861
800	0.1894336	0.9808119	0.2124178	0.1178100	0.1909274	0.4065091	0.9783054	0.2475279	0.9792325	0.3383826
850	0.1890502	0.9243447	0.3953410	0.0954083	0.1889270	0.4105866	0.9590540	0.2807186	0.8839298	0.5561965
900	0.2016052	0.8056327	0.5514163	0.0879995	0.1893234	0.4172409	0.9383415	0.2987166	0.6944755	0.6851317
950	0.2379137	0.6690713	0.6513604	0.0867643	0.1912874	0.4254324	0.9213955	0.3054809	0.5149585	0.7313724
1000	0.3047480	0.5563854	0.7024466	0.0885996	0.1942577	0.4334242	0.9107604	0.3045554	0.3987208	0.7154282

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.5851224	0.4488596	0.5737304	0.1023405	0.1964052	0.3407293	0.9265314	0.2754165	0.7928644	0.5328725
100	0.5765569	0.4784916	0.4904264	0.0927127	0.1751446	0.2409586	0.9254516	0.2898561	0.6594156	0.7094629
150	0.5459655	0.5266356	0.4628673	0.0725165	0.1526475	0.1899369	0.9164168	0.3391423	0.4891263	0.7944332
200	0.4984947	0.5650179	0.4832530	0.0544573	0.1381432	0.1693379	0.8859440	0.4163776	0.3598987	0.8312559
250	0.4555152	0.5768215	0.5206983	0.0436175	0.1306380	0.1648994	0.8265875	0.4942208	0.2810105	0.8498719
300	0.4324036	0.5660805	0.5529237	0.0382648	0.1273511	0.1703806	0.7493376	0.5536850	0.2371426	0.8616964
350	0.4309952	0.5456114	0.5740007	0.0359283	0.1264265	0.1824408	0.6745356	0.5910485	0.2133489	0.8690652
400	0.4445659	0.5253798	0.5858958	0.0351081	0.1269140	0.1976885	0.6159859	0.6102417	0.2004722	0.8720880
450	0.4643940	0.5097406	0.5919319	0.0350848	0.1282897	0.2126980	0.5773590	0.6164495	0.1938149	0.8714954
500	0.4838091	0.4992715	0.5946031	0.0355227	0.1301322	0.2250087	0.5563873	0.6139808	0.1909696	0.8687547
550	0.4998644	0.4862880	0.7079754	0.0363495	0.1358708	0.3783514	0.5489478	0.6052509	0.1997748	0.7025574
600	0.5215987	0.4459739	0.8345075	0.0411926	0.1668523	0.5341317	0.5537724	0.5674361	0.2693179	0.5376996
650	0.5664753	0.3930731	0.8943738	0.0667063	0.2195499	0.6101326	0.5884122	0.4613061	0.3983335	0.4486370
700	0.6307649	0.3521508	0.8498029	0.1340748	0.2664366	0.6257677	0.6749061	0.3318967	0.5347537	0.3940689
750	0.6905504	0.3445437	0.6570535	0.2247821	0.2905023	0.5979104	0.7862733	0.2355542	0.6490846	0.3508474
800	0.7125001	0.3982790	0.4289928	0.2878841	0.2894696	0.5480945	0.8772264	0.1813025	0.7377210	0.3165445
850	0.6610752	0.5204191	0.2679832	0.2958728	0.2714704	0.4986179	0.9335620	0.1588608	0.8029708	0.2968380
900	0.5404261	0.6675371	0.1862005	0.2595140	0.2479527	0.4611122	0.9628458	0.1585416	0.8454054	0.2994937
950	0.4099908	0.7869978	0.1695581	0.2072970	0.2269730	0.4370732	0.9753968	0.1739687	0.8628998	0.3316006
1000	0.3142382	0.8563603	0.2095959	0.1612761	0.2115952	0.4236245	0.9777538	0.1993605	0.8483557	0.4000141

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.5918611	0.4100250	0.5270499	0.3826759	0.2012216	0.4367153	0.9292997	0.2348443	0.8168562	0.3506043
100	0.6186580	0.4108561	0.3001200	0.5710070	0.2011389	0.4354475	0.9424923	0.1953813	0.8172424	0.3451894
150	0.6155562	0.4889304	0.1481615	0.6303180	0.2006296	0.4315166	0.9583074	0.1757407	0.8221143	0.3277598
200	0.5491564	0.5878789	0.0707534	0.6455920	0.1993024	0.4259087	0.9699320	0.1680799	0.8366763	0.2940746
250	0.4575354	0.6620060	0.0356887	0.6486572	0.1972833	0.4205366	0.9766613	0.1668203	0.8650123	0.2343898
300	0.3820276	0.7053688	0.0208039	0.6484832	0.1950770	0.4164890	0.9798381	0.1691154	0.9050142	0.1665641
350	0.3335040	0.7275481	0.0147498	0.6475211	0.1931454	0.4139385	0.9807875	0.1731731	0.9430591	0.1168338
400	0.3063422	0.7380231	0.0123707	0.6465214	0.1917126	0.4126150	0.9804394	0.1776557	0.9694953	0.0888177
450	0.2923664	0.7427246	0.0114691	0.6457282	0.1907978	0.4121505	0.9794254	0.1816573	0.9846262	0.0752041
500	0.2855675	0.7447628	0.0111439	0.6451924	0.1903128	0.4122190	0.9781861	0.1847215	0.9923623	0.0691498
550	0.2779641	0.8153930	0.0195000	0.3601948	0.1901376	0.4126026	0.9752480	0.2287339	0.9960589	0.0681697
600	0.2545886	0.8998440	0.0686599	0.1683208	0.1901976	0.4139146	0.9630028	0.2714763	0.9976207	0.0983720
650	0.2273483	0.9396548	0.2236983	0.1079637	0.1906718	0.4177360	0.9441157	0.2926624	0.9929733	0.2747230
700	0.2106922	0.8992990	0.4240426	0.0927494	0.1919558	0.4241221	0.9268691	0.3007209	0.9256166	0.5018024
750	0.2152645	0.7812405	0.5735660	0.0905576	0.1941804	0.4313421	0.9153867	0.3014505	0.7532678	0.6454858
800	0.2508342	0.6481365	0.6549163	0.0925080	0.1969899	0.4375338	0.9099475	0.2976385	0.5681399	0.7031728
850	0.3194784	0.5443629	0.6869042	0.0960339	0.1997778	0.4416769	0.9093416	0.2912057	0.4395970	0.6926756
900	0.4068290	0.4792706	0.6900559	0.0999213	0.2020175	0.4436027	0.9119854	0.2839563	0.3819013	0.6321913
950	0.4886799	0.4457375	0.6789567	0.1033119	0.2034337	0.4436774	0.9162978	0.2774006	0.3901296	0.5493170
1000	0.5479844	0.4333890	0.6631190	0.1056689	0.2040089	0.4425081	0.9209377	0.2724888	0.4515121	0.4716913

0	0.5858956	0.4442539	0.6502194	0.1029927	0.2012443	0.4367972	0.9265615	0.2746690	0.8170274	0.3505898
50	0.5973459	0.3795120	0.4532466	0.4139023	0.2012207	0.4366515	0.9319948	0.1899593	0.8168691	0.3502745
100	0.6557527	0.3369141	0.2294733	0.6232588	0.2010739	0.4343035	0.9543759	0.1059963	0.8179061	0.3398535
150	0.7079158	0.3584492	0.1028242	0.6891641	0.2001763	0.4278681	0.9760501	0.0638769	0.8273439	0.3050082
200	0.7091388	0.3978065	0.0432420	0.7060515	0.1980516	0.4198561	0.9889170	0.0459852	0.8544283	0.2398384
250	0.6746104	0.4275382	0.0175114	0.7093391	0.1951378	0.4131266	0.9951572	0.0392962	0.8975939	0.1618651
300	0.6340624	0.4445245	0.0069257	0.7090928	0.1922567	0.4086092	0.9979004	0.0374776	0.9398729	0.1053760
350	0.6029420	0.4529860	0.0027018	0.7080851	0.1899494	0.4059752	0.9990401	0.0376425	0.9688477	0.0760621
400	0.5834826	0.4568819	0.0010507	0.7071179	0.1883501	0.4045793	0.9994927	0.0384588	0.9849482	0.0634209
450	0.5727302	0.4585886	0.0004146	0.7063962	0.1873510	0.4038894	0.9996620	0.0393302	0.9929126	0.0585114
500	0.5672616	0.4593114	0.0001720	0.7059215	0.1867740	0.4035671	0.9997183	0.0400331	0.9965967	0.0567195
550	0.5420935	0.6083375	0.0104545	0.3875382	0.1864610	0.4034320	0.9991825	0.1385405	0.9982318	0.0562738
600	0.4380700	0.7887960	0.0579711	0.1730607	0.1863137	0.4037891	0.9906886	0.2362696	0.9989176	0.0679947
650	0.3271103	0.8889191	0.2140223	0.1053546	0.1864409	0.4065322	0.9680282	0.2855523	0.9978936	0.1875127
700	0.2581575	0.8801338	0.4263153	0.0878392	0.1873479	0.4133623	0.9407573	0.3063631	0.9691817	0.3945586
750	0.2366933	0.7722323	0.5890713	0.0847075	0.1895563	0.4231398	0.9190388	0.3127572	0.8492024	0.5606441
800	0.2617609	0.6385093	0.6799795	0.0863990	0.1930038	0.4330591	0.9061786	0.3108209	0.6724586	0.6494623
850	0.3290905	0.5312457	0.7172075	0.0904642	0.1970113	0.4408273	0.9014703	0.3035806	0.5230920	0.6615747
900	0.4205378	0.4629784	0.7210588	0.0957138	0.2007103	0.4454495	0.9028907	0.2936394	0.4408430	0.6125093
950	0.5082131	0.4276617	0.7060819	0.1009928	0.2034492	0.4470064	0.9080770	0.2834852	0.4315232	0.5333724
1000	0.5720763	0.4154439	0.6827115	0.1052717	0.2049601	0.4462070	0.9147830	0.2750040	0.4835064	0.4561785
