"Time"	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W
1000	0.1146978	0.0005763	0.6130830	0.3242240	0.6213869	0.7322517	0.0972060	0.2932609	0.4860812	0.2948348

0	0.1072045	0.0035711	0.6108960	0.2554500	0.5283801	0.6252616	0.0626945	0.2714455	0.4658820	0.3206661
50	0.0958377	0.0012118	0.4856377	0.2908980	0.5237935	0.7504517	0.0552807	0.2568062	0.4345330	0.3572705
100	0.0750293	0.0030515	0.5801226	0.3250735	0.4958578	0.7558737	0.0388524	0.3538913	0.4094317	0.2984475
150	0.1000062	0.0177156	0.6520247	0.3275517	0.4762686	0.8423692	0.0793779	0.3162324	0.4574079	0.2443545
200	0.0923257	0.0008273	0.5280259	0.4396704	0.5850832	0.7886450	0.0900102	0.2830457	0.4832231	0.3260574
250	0.0906051	0.0153038	0.4582809	0.3294782	0.4097988	0.7147415	0.0718890	0.2633695	0.5031991	0.3936323
300	0.1077678	0.0035052	0.6529062	0.3884739	0.4144613	0.5765528	0.0412266	0.2723131	0.4980708	0.3484033
350	0.0424095	0.0078966	0.5542293	0.5399819	0.5587899	0.6775920	0.1001955	0.2826754	0.4329158	0.3508158
400	0.0632399	0.0010933	0.5377871	0.4494396	0.5826708	0.9034572	0.0744623	0.2371395	0.5366460	0.3744944
450	0.0808499	0.0071664	0.6645482	0.3801802	0.6455859	0.8790065	0.0415670	0.2967785	0.5332905	0.3362973
500	0.0839255	0.0005162	0.5300306	0.3405795	0.5172991	0.7437146	0.0657414	0.2997140	0.5887259	0.2878267
550	0.1541996	0.0013253	0.5134101	0.4375709	0.7483278	0.6506323	0.0411727	0.2677553	0.3884746	0.3274377
600	0.1098478	0.0009237	0.6055512	0.2819526	0.5700234	0.7750501	0.0827135	0.3135071	0.4037752	0.3349364
650	0.0429153	0.0055171	0.6487707	0.3690853	0.5817907	0.8113798	0.0905895	0.2703481	0.4130207	0.2819692
700	0.0606623	0.0039014	0.7348657	0.3919281	0.6183090	0.7381139	0.0812100	0.2805100	0.5093101	0.3126471
750	0.0911094	0.0002732	0.6288653	0.2897572	0.5210924	0.6857535	0.0798683	0.2763353	0.5407286	0.2856913
800	0.0696696	0.0011953	0.7247389	0.3931888	0.5569639	0.7206416	0.0617847	0.2545560	0.5060517	0.2328678
850	0.0747498	0.0008980	0.5981412	0.3352730	0.5948121	0.7136198	0.0603402	0.2381984	0.5122970	0.3348115
900	0.1177949	0.0056998	0.4637414	0.3303495	0.5367941	0.8066143	0.0674093	0.2339154	0.4048212	0.2360034
950	0.0908539	0.0007909	0.4460666	0.4011857	0.5844746	0.6976172	0.0742704	0.3605313	0.4745043	0.2542131
1000	0.1156723	0.0012922	0.5164960	0.3122767	0.4746459	0.6793078	0.0451250	0.2558466	0.4407743	0.3736303

0	0.1291804	0.0108591	0.6035606	0.3537566	0.4348620	0.6523651	0.0576543	0.2771065	0.3656471	0.3114217
50	0.1669565	0.0036788	0.5161609	0.4306328	0.6042525	0.7107092	0.0626643	0.2597023	0.4451904	0.2919726
100	0.1541409	0.0069960	0.5669110	0.3175013	0.5008101	0.8218532	0.0217508	0.3039276	0.3381224	0.3090175
150	0.0573963	0.0028185	0.6210853	0.3769552	0.5374945	0.6882642	0.0574530	0.2739131	0.3660936	0.2297631
200	0.1008752	0.0062633	0.5631431	0.4489893	0.5612239	0.8141534	0.0311266	0.2804540	0.4621208	0.2946805
250	0.0756590	0.0005296	0.5692485	0.4246606	0.6288068	0.7360900	0.0442309	0.2742350	0.4279944	0.3044476
300	0.0728138	0.0008614	0.5761116	0.3993634	0.5407537	0.6911763	0.0790826	0.2943620	0.3883917	0.2829364
350	0.0748073	0.0079589	0.6846807	0.4207451	0.6220118	0.7071876	0.0785937	0.3452026	0.5632284	0.2988715
400	0.0832904	0.0095869	0.6619821	0.3965227	0.4951486	0.6881337	0.0613794	0.2351992	0.4071971	0.3130885
450	0.0614487	0.0032469	0.6826192	0.3709543	0.5834015	0.7734301	0.0692316	0.2091792	0.6557106	0.2994306
500	0.0817053	0.0012265	0.5834329	0.4266482	0.6324308	0.7328428	0.0669883	0.3061321	0.5164795	0.3697586
550	0.0656092	0.0046697	0.6983974	0.3095871	0.5613876	0.6927528	0.0342552	0.3207790	0.4728193	0.3793359
600	0.0811837	0.0047793	0.6903396	0.4133448	0.4281133	0.7495684	0.0482809	0.2814837	0.5388489	0.2977773
650	0.0639122	0.0211247	0.6426545	0.4604178	0.5486228	0.5732321	0.0614070	0.2932888	0.4467941	0.3046325
700	0.0554149	0.0128177	0.5190399	0.3735357	0.5848209	0.7529232	0.0535806	0.2671971	0.5211550	0.3322877
750	0.0677884	0.0035133	0.4906837	0.3458972	0.5638826	0.7559758	0.0823241	0.2416434	0.4846822	0.2840790
800	0.0755906	0.0015726	0.4787215	0.4379528	0.4578360	0.6865226	0.0395478	0.2465472	0.5586837	0.3252766
850	0.0668923	0.0045682	0.5596419	0.4141809	0.5956066	0.6424384	0.1036074	0.2723367	0.5653644	0.3199934
900	0.0976002	0.0085101	0.5865602	0.3052272	0.5568626	0.7826336	0.0951549	0.2388647	0.4335087	0.3521820
950	0.1014806	0.0012930	0.5766963	0.4075582	0.5895080	0.8367876	0.0637534	0.3500526	0.4618674	0.3992853
1000	0.0485776	0.0000616	0.6010399	0.3614331	0.5949990	0.8343788	0.0472760	0.2719950	0.4826886	0.4036825

0	0.1388658	0.0059019	0.5719081	0.2523864	0.5141169	0.5974068	0.0711242	0.3458153	0.3883234	0.2860682
50	0.5111982	0.0035905	0.5722467	0.1712048	0.3884196	0.6216814	0.0791670	0.1449044	0.4073746	0.2701019
100	0.5848730	0.0017817	0.6904987	0.1819597	0.3478557	0.7979976	0.0854510	0.0747786	0.4326442	0.2747264
150	0.5048463	0.0002397	0.8308335	0.1705160	0.2628614	0.7669464	0.0691382	0.0261664	0.4420478	0.3000677
200	0.5712788	0.0032574	0.6950929	0.1872173	0.3495183	0.7122724	0.1561004	0.0321488	0.4347935	0.1976769
250	0.6084134	0.0027637	0.6811730	0.2063160	0.3410947	0.6739526	0.1880915	0.0629861	0.3384154	0.2032687
300	0.7889031	0.0049878	0.7835288	0.2235534	0.3740014	0.6795737	0.2523910	0.0321926	0.4671179	0.2124113
350	0.6739382	0.0028525	0.6715107	0.2227585	0.3426132	0.5689718	0.3537188	0.0318442	0.4963062	0.2970379
400	0.6072010	0.0078899	0.7434430	0.2320945	0.3595541	0.4077826	0.4722548	0.0356892	0.4048872	0.2812075
450	0.7953131	0.0051984	0.6636768	0.2399361	0.3238744	0.2042617	0.6453502	0.0233695	0.4829397	0.2702553
500	0.5768043	0.0075096	0.6384431	0.2613032	0.3133068	0.0955690	0.7484223	0.0209156	0.4177560	0.2676362
550	0.1104799	0.0016227	0.6268032	0.4617711	0.5751022	0.0473429	0.7195498	0.2025546	0.3914619	0.2930873
600	0.0880525	0.0032773	0.5088800	0.4113975	0.5615944	0.0482081	0.4754151	0.2404578	0.3851412	0.3158255
650	0.1159845	0.0079479	0.5117549	0.3728220	0.5721735	0.1084434	0.2564889	0.3172667	0.4399130	0.2295563
700	0.1032766	0.0182644	0.5786429	0.4077286	0.5004467	0.3645789	0.1593991	0.2880276	0.4602124	0.3820463
750	0.0944859	0.0040631	0.6264332	0.3041819	0.5753198	0.6146718	0.0862779	0.2672070	0.4925560	0.3449818
800	0.0824599	0.0005641	0.6365736	0.3498139	0.6812784	0.6267735	0.1022388	0.2877166	0.4565528	0.3496416
850	0.0797903	0.0319527	0.6912710	0.3565444	0.4986123	0.7250370	0.0643422	0.3921965	0.5567409	0.3131065
900	0.0999154	0.0016688	0.7658033	0.4041792	0.4679211	0.6863904	0.0858339	0.3294634	0.5368743	0.3607547
950	0.0823749	0.0038736	0.5585209	0.3768897	0.6534831	0.7641132	0.0283358	0.2160727	0.4088349	0.2465685
1000	0.0883030	0.0029171	0.7268946	0.3500707	0.5524525	0.5904796	0.0670454	0.3011138	0.3704971	0.2610962

0	0.0730846	0.0013500	0.5997270	0.2832434	0.5216001	0.7698770	0.1258640	0.2653995	0.4209512	0.2710375
50	0.1111230	0.0010390	0.5238297	0.4227117	0.5505251	0.7964735	0.0637267	0.1971829	0.5110825	0.3301722
100	0.1001463	0.0004418	0.5335603	0.3639883	0.5584205	0.8300635	0.0566669	0.1032849	0.4560212	0.2583904
150	0.1028766	0.0022860	0.5397353	0.3198654	0.6373170	0.6683302	0.0797155	0.1024867	0.4980481	0.2644801
200	0.0636196	0.0004595	0.6554368	0.2785529	0.6600229	0.6682925	0.0866411	0.0841313	0.5286634	0.3440767
250	0.1203472	0.0016183	0.7864630	0.2720055	0.7733586	0.7504007	0.1427146	0.0751862	0.4330866	0.2873173
300	0.1551819	0.0006161	0.7481732	0.3708515	0.6944450	0.7359353	0.1610180	0.0897686	0.5000553	0.3685225
350	0.0902110	0.0008039	0.7846499	0.2589322	0.5881202	0.7964233	0.1768770	0.0964127	0.4828060	0.2834020
400	0.0604612	0.0007904	0.6956798	0.3375301	0.6769157	0.6803411	0.1029174	0.0796406	0.5054410	0.2094854
450	0.1042119	0.0005074	0.6621121	0.3645098	0.6921017	0.7896364	0.1454590	0.0716151	0.4602922	0.3028323
500	0.0822953	0.0002692	0.6678362	0.3573508	0.6588698	0.6430141	0.2323202	0.0993536	0.4783704	0.2544365
550	0.0807897	0.0030343	0.7038920	0.3229326	0.7069960	0.7049630	0.1958544	0.1902527	0.3895193	0.2703544
600	0.1270784	0.0021289	0.9122831	0.3666960	0.5928508	0.5606615	0.1020713	0.2252108	0.4000087	0.2331901
650	0.0975979	0.0077282	0.7879132	0.2824602	0.6260402	0.7653599	0.0784104	0.2225283	0.3608413	0.2353620
700	0.1292801	0.0066424	0.5440452	0.3551989	0.5988253	0.7001589	0.0748343	0.2772935	0.3573020	0.2028082
750	0.0979678	0.0029485	0.6960683	0.3077854	0.4381517	0.8351248	0.0536018	0.2777841	0.4248005	0.3065040
800	0.1225286	0.0021428	0.6679084	0.2978280	0.5902996	0.6223897	0.0771216	0.2752743	0.4228982	0.2481710
850	0.0703434	0.0007761	0.4985038	0.4567131	0.4549129	0.7261909	0.0652398	0.3504665	0.3413891	0.2976224
900	0.0531764	0.0023382	0.6414290	0.3706168	0.6232869	0.5759437	0.0599939	0.2591966	0.4433983	0.3073064
950	0.0405648	0.0092928	0.4921785	0.3825984	0.5200790	0.6495423	0.0553909	0.2900223	0.3316096	0.3524377
1000	0.0766143	0.0050242	0.5166832	0.4279299	0.4394532	0.8931882	0.0451785	0.2722097	0.4607432	0.3830954

0	0.0702424	0.0029800	0.5192614	0.3196424	0.5609173	0.7204891	0.0712931	0.4085383	0.3984768	0.2471870
50	0.5146715	0.0104233	0.2665832	0.3274862	0.4284102	0.7931921	0.0649206	0.2314366	0.3835207	0.2681823
100	0.5923164	0.0121527	0.0867595	0.2679085	0.2753097	0.5613775	0.0816072	0.2917902	0.4873734	0.3673994
150	0.8691428	0.1271419	0.0441143	0.2296848	0.2553138	1.0000000	0.0623152	0.2841099	0.4120195	0.3446979
200	0.8497654	0.5048897	0.0154597	0.3239501	0.3090600	0.6029567	0.0506830	0.3289325	0.4744161	0.4541513
250	0.9382518	0.6554548	0.0113977	0.3874966	0.2304911	0.6814633	0.0439408	0.3463545	0.5419333	0.4867883
300	0.5973457	0.6946570	0.0126800	0.3828802	0.3057836	0.5663030	0.0423721	0.2226638	0.5684517	0.4196351
350	0.9643798	0.7262395	0.0145418	0.4605012	0.3969649	0.5495678	0.0972848	0.2475100	0.4254991	0.4239190
400	0.9958373	0.8440881	0.0130594	0.3715990	0.3591323	0.7130261	0.0543962	0.2719660	0.5064145	0.4591300
450	0.6419412	0.6228477	0.0287694	0.2465799	0.2934185	0.6187335	0.0766390	0.2560253	0.5095336	0.4625774
500	0.6719144	0.7669549	0.0097952	0.2977999	0.3057178	0.6899101	0.0568936	0.3088904	0.5948195	0.4001368
550	0.7892054	0.6755046	0.4405277	0.4597968	0.5189566	0.7564256	0.0521742	0.3160842	0.5890858	0.5709201
600	0.8210971	0.1430867	0.4626561	0.3074228	0.7055688	0.7665759	0.0767314	0.3054889	0.6819311	0.5902628
650	0.6594719	0.0755974	0.6063735	0.3443268	0.7330391	0.8287992	0.0705951	0.3412271	0.6931734	0.5300091
700	0.5523001	0.0238111	0.5282956	0.3387202	0.5269627	0.7014782	0.0699393	0.3339962	0.5275058	0.3191958
750	0.3735548	0.0093238	0.5781412	0.2661553	0.4892096	0.7813790	0.0770128	0.2278670	0.6970817	0.2799890
800	0.2418808	0.0101822	0.5926456	0.3237911	0.5603962	0.5932201	0.0912297	0.3234936	0.4440666	0.2557304
850	0.1053664	0.0035315	0.6928107	0.2760972	0.4537949	0.6579933	0.0759444	0.3008761	0.4179085	0.3543964
900	0.0805589	0.0102035	0.6308895	0.3980323	0.4815075	0.5980027	0.0839197	0.2108732	0.4737852	0.3196052
950	0.1719443	0.0024492	0.5762227	0.3041829	0.5806121	0.7040758	0.0651538	0.3448194	0.4447134	0.2617617
1000	0.1760695	0.0043256	0.5684206	0.4288618	0.5709410	0.6766420	0.0586340	0.2741404	0.4809920	0.4145945

0	0.1049824	0.0036988	0.5716939	0.2958405	0.4862936	0.6600131	0.0677337	0.2970411	0.3200760	0.2799802
50	0.0915369	0.0042373	0.5949662	0.1518594	0.3656818	0.6832581	0.0761001	0.2863788	0.4274165	0.2408012
100	0.0720406	0.0027840	0.5720234	0.1800012	0.3886345	0.6719442	0.0580578	0.1653249	0.4788752	0.2574028
150	0.0900799	0.0045004	0.5340287	0.1534954	0.2509233	0.7567301	0.0666004	0.0917302	0.4670651	0.2439441
200	0.0801260	0.0039467	0.6376199	0.2263318	0.2996788	0.7266721	0.0464965	0.1638937	0.4806416	0.3625659
250	0.0684505	0.0032583	0.4750340	0.3201105	0.2477072	0.8378887	0.1089516	0.1556216	0.4522225	0.3471451
300	0.1061192	0.0069104	0.6380178	0.3971650	0.3389373	0.8220591	0.0897658	0.1974184	0.4361693	0.2623448
350	0.0582558	0.0073104	0.5613152	0.2886658	0.2886140	0.7084698	0.0764578	0.1494306	0.4515098	0.3416241
400	0.0949274	0.0019670	0.4840034	0.3455956	0.3883508	0.6748517	0.0983634	0.1134707	0.4191707	0.3550377
450	0.0879219	0.0004924	0.4908813	0.2272815	0.3854107	0.7750465	0.0780380	0.1147723	0.3623924	0.3605847
500	0.1219977	0.0042209	0.6075304	0.2241759	0.2367187	0.6753547	0.1267870	0.1736498	0.6026215	0.2649379
550	0.1034509	0.0007067	0.6630410	0.5126237	0.5706332	0.6125053	0.0906429	0.1775444	0.5535830	0.3311535
600	0.0870892	0.0024858	0.5306716	0.4138749	0.5942301	0.7148786	0.0642399	0.2614475	0.5064642	0.3367160
650	0.1593545	0.0009113	0.5251688	0.3726802	0.5635094	0.6731279	0.1670951	0.2382189	0.5140539	0.3503507
700	0.0732889	0.0091453	0.6610062	0.2455842	0.5783175	0.7923085	0.0705968	0.2854375	0.5188545	0.3694536
750	0.0824859	0.0007065	0.7834753	0.3205509	0.6108419	0.6623059	0.0540273	0.2404986	0.4875597	0.3532338
800	0.0585313	0.0077107	0.6508836	0.3780533	0.5441727	0.7718225	0.0588038	0.2012501	0.5310254	0.3027610
850	0.1121871	0.0149893	0.6960705	0.2690713	0.6041219	0.6492708	0.0648310	0.2071238	0.4959649	0.3218340
900	0.0587531	0.0011545	0.7067093	0.2391291	0.5925137	0.7381506	0.0524352	0.2054616	0.5591263	0.3904562
950	0.1150172	0.0001198	0.6520760	0.3629789	0.7145229	0.6015027	0.0242440	0.2860356	0.4804587	0.2646591
1000	0.0615262	0.0019134	0.6047949	0.3654882	0.5566136	0.6985627	0.0596937	0.2353135	0.4705750	0.3197757

0	0.1213353	0.0015962	0.5932574	0.2979373	0.5761245	0.7439155	0.0426408	0.2784038	0.4054314	0.2976351
50	0.0806458	0.0105132	0.3530727	0.4623123	0.5187868	0.3419262	0.0296338	0.2905818	0.6413036	0.3712772
100	0.0832861	0.0044404	0.2314820	0.4527638	0.4515502	0.1321251	0.0071010	0.2381335	0.8016951	0.4364957
150	0.0963882	0.0168220	0.1516877	0.3746676	0.6691258	0.1127162	0.0132477	0.1856788	0.6406247	0.5293341
200	0.1761833	0.0648924	0.1521127	0.3684664	0.6073790	0.0743314	0.0062920	0.2431300	0.6761194	0.5333370
250	0.4565748	0.1098130	0.1787856	0.2735657	0.6567192	0.0600884	0.0033738	0.1944142	0.6362012	0.5287600
300	0.5283051	0.1665841	0.2264400	0.3404542	0.6222081	0.0746521	0.0033600	0.2065449	0.7458783	0.6040842
350	0.6662226	0.1384669	0.2212117	0.3050117	0.5869067	0.0357255	0.0001084	0.2053139	0.6516604	0.6156962
400	0.6448756	0.1342925	0.2261573	0.2230959	0.6617183	0.0496906	0.0017709	0.1592125	0.6213556	0.5845895
450	0.7273138	0.0593498	0.1708927	0.3092284	0.5569124	0.0946596	0.0012780	0.1893691	0.8509017	0.5918527
500	0.8203868	0.0807689	0.2327596	0.3750478	0.6428178	0.0772256	0.0028626	0.1649746	0.8366516	0.6623840
550	0.5026390	0.0203556	0.4354746	0.2530075	0.5072858	0.5453584	0.0612778	0.2101685	0.5860962	0.5184465
600	0.3151677	0.0071304	0.5797202	0.3080593	0.5943670	0.6396967	0.0769480	0.1616962	0.6764690	0.4154246
650	0.2387894	0.0066000	0.6382378	0.2808446	0.6101768	0.5689682	0.0764688	0.2086261	0.6760452	0.3874975
700	0.1240355	0.0013700	0.6974931	0.2307494	0.6550026	0.6536125	0.0654643	0.2143380	0.5367762	0.3114127
750	0.1104484	0.0062129	0.5438974	0.2672776	0.6853267	0.5953100	0.0976024	0.2578598	0.4800854	0.3021928
800	0.0876262	0.0042394	0.6321246	0.2791464	0.6791472	0.6518936	0.0752721	0.3835669	0.4215655	0.2905528
850	0.1083768	0.0045403	0.7373383	0.3240510	0.5456019	0.6017943	0.0449345	0.3604727	0.3441780	0.2900649
900	0.0903866	0.0082369	0.6168663	0.3703121	0.4663517	0.6839786	0.0619376	0.2454174	0.5406061	0.3244155
950	0.0928154	0.0062001	0.6029250	0.2694153	0.6364507	0.6714825	0.0687101	0.3402541	0.5574886	0.3740975
1000	0.0495961	0.0066586	0.6802344	0.3788115	0.6088145	0.5941356	0.0747113	0.2430959	0.4791135	0.3340316

0	0.0806677	0.0056880	0.5844910	0.2953313	0.5825715	0.6741042	0.0881292	0.3140466	0.3268671	0.3290584
50	0.3223419	0.0062456	0.4837634	0.2387319	0.1932260	0.6958873	0.0488618	0.2352049	0.5044158	0.2606161
100	0.4090065	0.0148655	0.4120344	0.3501624	0.1123375	0.8287697	0.0216703	0.2379024	0.3968068	0.3134932
150	0.4215767	0.0009854	0.5409228	0.2106401	0.0665547	0.7001288	0.0067356	0.2722087	0.4617054	0.3773670
200	0.3354605	0.0049084	0.4732031	0.2869824	0.0662921	0.8434074	0.0123670	0.3401745	0.5109371	0.3253886
250	0.3156655	0.0096291	0.5102022	0.2716222	0.0516629	0.7056947	0.0029566	0.2429235	0.4887668	0.3458219
300	0.3651842	0.0070086	0.4351398	0.2773971	0.0693425	0.5836268	0.0017549	0.2322410	0.4704848	0.4310517
350	0.4118833	0.0034540	0.4410561	0.2678776	0.0362050	0.8353534	0.0003072	0.3243322	0.4889997	0.4156461
400	0.3814528	0.0228459	0.3398812	0.3145694	0.0592049	0.7155958	0.0001057	0.2554019	0.5901902	0.3166317
450	0.4639236	0.0146923	0.3588125	0.2440765	0.0628205	0.6721415	0.0000259	0.2456215	0.5286825	0.5019978
500	0.4539494	0.0093642	0.4305218	0.2704681	0.0319662	0.7428300	0.0004385	0.2457855	0.6126126	0.5489456
550	0.1696658	0.0106280	0.4396482	0.6561874	0.5031141	0.7798361	0.0291239	0.2179068	0.5229972	0.4077558
600	0.2080179	0.0248239	0.3902823	0.4675350	0.5236647	0.6324669	0.0535657	0.2117595	0.6374269	0.4133724
650	0.1286597	0.0106736	0.3678596	0.4622402	0.5794754	0.7768497	0.0877793	0.2110590	0.6670566	0.3977249
700	0.0611336	0.0091650	0.3680502	0.4647811	0.5612677	0.7578671	0.0795167	0.2276042	0.6330530	0.4492021
750	0.1257942	0.0088405	0.5093770	0.3607893	0.5603385	0.6391033	0.0664659	0.1993344	0.5599274	0.4755103
800	0.2038492	0.0106685	0.5850328	0.4751254	0.5423897	0.7967375	0.0792025	0.1866305	0.5076502	0.4405454
850	0.1067818	0.0031337	0.6304922	0.2963533	0.5562539	0.7635376	0.0765797	0.2469991	0.5179564	0.3592513
900	0.1290829	0.0066069	0.6869452	0.3469699	0.7118184	0.7732838	0.0582846	0.1624856	0.6027845	0.4386176
950	0.0965383	0.0040602	0.7067389	0.3785148	0.6406145	0.8213058	0.0924318	0.1876437	0.4610219	0.3116251
1000	0.0643733	0.0023142	0.7127424	0.2836048	0.5397338	0.7410791	0.0719951	0.2327787	0.4674433	0.3543922

0	0.1056849	0.0061477	0.6121329	0.2604703	0.4257373	0.7358421	0.0652378	0.2769807	0.3687927	0.2652792
50	0.4771962	0.0037710	0.5871566	0.3235826	0.4951674	0.4124013	0.0859302	0.3111458	0.4761361	0.1661362
100	0.4449913	0.0000000	0.5272444	0.3408771	0.5317396	0.1970661	0.0620620	0.3187133	0.5301796	0.1407700
150	0.6361741	0.0050360	0.4823300	0.3068762	0.5584594	0.2450947	0.0387787	0.2479427	0.7644736	0.0653470
200	0.5255230	0.0023257	0.6068145	0.2746914	0.5999405	0.2278181	0.0980446	0.2898479	0.7128166	0.0575054
250	0.6303414	0.0017593	0.6640171	0.1970450	0.4292990	0.1421463	0.0820093	0.2967418	0.6461629	0.0783283
300	0.5342627	0.0017182	0.8043509	0.3100528	0.6874705	0.1610987	0.0825088	0.2077756	0.4249419	0.1116930
350	0.5562680	0.0008854	0.6721997	0.3602357	0.5650031	0.2446706	0.0953970	0.2478728	0.6179127	0.0855529
400	0.5210023	0.0161793	0.6878108	0.2637428	0.6103365	0.1895854	0.0672609	0.3138531	0.6153058	0.0904932
450	0.5713200	0.0067683	0.6580965	0.1977851	0.6112162	0.1331568	0.0636470	0.1932508	0.5728059	0.0845194
500	0.6638345	0.0035577	0.5712434	0.2015104	0.6190526	0.1432347	0.0789354	0.2962069	0.6118437	0.1055608
550	0.1198750	0.0003585	0.6544383	0.2665221	0.7169707	0.4299690	0.0619184	0.2226181	0.3079553	0.2100739
600	0.0777165	0.0016274	0.5999109	0.3288666	0.5351933	0.5653429	0.0615184	0.2744660	0.2533837	0.2246638
650	0.0432398	0.0022335	0.5601492	0.3548244	0.6068659	0.5321600	0.0802813	0.4012762	0.3325916	0.2968361
700	0.1107814	0.0024064	0.5381246	0.3865729	0.5191430	0.7082127	0.0613753	0.3121422	0.4651765	0.3746939
750	0.1017751	0.0007128	0.5636527	0.3173816	0.5479069	0.7914651	0.0500820	0.3565413	0.4679729	0.4180948
800	0.1112274	0.0024760	0.5894902	0.3356089	0.5240227	0.6408863	0.0626612	0.2969359	0.5190240	0.3248116
850	0.1010310	0.0043439	0.6238745	0.2552753	0.5042004	0.6775573	0.0718052	0.2900564	0.4823289	0.3500496
900	0.0915815	0.0009854	0.5144426	0.3396197	0.5080971	0.8606249	0.0326414	0.2602606	0.4632366	0.3227892
950	0.1018464	0.0024086	0.5702050	0.2897545	0.5497052	0.6500219	0.0583324	0.2720495	0.5629553	0.3056262
1000	0.0693362	0.0107195	0.5474451	0.3745885	0.6738504	0.7805627	0.1019515	0.2484670	0.4658812	0.3091700
