"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
50	0.1306419	0.7329582	0.9979912	0.9972623	1.0000000	0.8260966	0.0591005	1.0000000	1.0000000	1.0000000
100	0.1306464	0.7329660	0.9979968	0.9976822	1.0000000	0.6315123	0.0591004	1.0000000	1.0000000	1.0000000
150	0.1306909	0.7329691	0.9980008	0.9979743	1.0000000	0.5233029	0.0591004	1.0000000	1.0000000	1.0000000
200	0.1307809	0.7329706	0.9980037	0.9981471	1.0000000	0.4733528	0.0591004	1.0000000	1.0000000	1.0000000
250	0.1308780	0.7329714	0.9980057	0.9982415	1.0000000	0.4522165	0.0591004	1.0000000	1.0000000	1.0000000
300	0.1309469	0.7329719	0.9980069	0.9982906	1.0000000	0.4437076	0.0591004	1.0000000	1.0000000	1.0000000
350	0.1309841	0.7329722	0.9980076	0.9983153	1.0000000	0.4403895	0.0591004	1.0000000	1.0000000	1.0000000
400	0.1310012	0.7329724	0.9980080	0.9983274	1.0000000	0.4391234	0.0591004	1.0000000	1.0000000	1.0000000
450	0.1310083	0.7329725	0.9980083	0.9983333	1.0000000	0.4386478	0.0591004	1.0000000	1.0000000	1.0000000
500	0.1310111	0.7329726	0.9980084	0.9983361	1.0000000	0.4384712	0.0591004	1.0000000	1.0000000	1.0000000
550	0.1308957	0.7329726	0.9980082	0.9980748	1.0000000	0.6123095	0.0591004	1.0000000	1.0000000	1.0000000
600	0.1307107	0.7329725	0.9980068	0.9977026	1.0000000	0.8068700	0.0591004	1.0000000	1.0000000	1.0000000
650	0.1306474	0.7329723	0.9980045	0.9974323	1.0000000	0.9150708	0.0591004	1.0000000	1.0000000	1.0000000
700	0.1306325	0.7329718	0.9980023	0.9972694	1.0000000	0.9650178	0.0591004	1.0000000	1.0000000	1.0000000
750	0.1306293	0.7329714	0.9980006	0.9971795	1.0000000	0.9861529	0.0591004	1.0000000	1.0000000	1.0000000
800	0.1306286	0.7329711	0.9979994	0.9971324	1.0000000	0.9946614	0.0591004	1.0000000	1.0000000	1.0000000
850	0.1306285	0.7329708	0.9979988	0.9971086	1.0000000	0.9979794	0.0591004	1.0000000	1.0000000	1.0000000
900	0.1306284	0.7329707	0.9979984	0.9970969	1.0000000	0.9992454	0.0591004	1.0000000	1.0000000	1.0000000
950	0.1306285	0.7329706	0.9979982	0.9970912	1.0000000	0.9997210	0.0591004	1.0000000	1.0000000	1.0000000
1000	0.1306285	0.7329706	0.9979981	0.9970885	1.0000000	0.9998976	0.0591004	1.0000000	1.0000000	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.1236403	0.8218246	0.9980321	0.9967973	0.7841569	1.0000000	0.0417251	0.7257325	1.0000000	1.0000000
100	0.1071152	0.8692638	0.9981773	0.9940137	0.5466183	1.0000000	0.0462790	0.4752126	1.0000000	1.0000000
150	0.0976136	0.8843512	0.9982914	0.9810114	0.4172865	1.0000000	0.0918428	0.3619685	1.0000000	1.0000000
200	0.0939706	0.8890138	0.9982949	0.9495233	0.3590043	1.0000000	0.1531577	0.3185921	1.0000000	1.0000000
250	0.0927559	0.8904475	0.9981423	0.9038109	0.3349932	1.0000000	0.2007519	0.3030449	1.0000000	1.0000000
300	0.0923720	0.8908770	0.9978130	0.8573551	0.3256068	1.0000000	0.2281009	0.2976445	1.0000000	1.0000000
350	0.0922553	0.8909874	0.9973373	0.8198752	0.3220615	1.0000000	0.2412593	0.2957983	1.0000000	1.0000000
400	0.0922236	0.8909926	0.9967967	0.7938480	0.3207545	1.0000000	0.2469242	0.2951724	1.0000000	1.0000000
450	0.0922194	0.8909635	0.9962863	0.7775108	0.3202812	1.0000000	0.2491913	0.2949611	1.0000000	1.0000000
500	0.0922238	0.8909269	0.9958709	0.7679585	0.3201122	1.0000000	0.2500546	0.2948900	1.0000000	1.0000000
550	0.0975394	0.8018725	0.9955082	0.7809328	0.5358956	1.0000000	0.2964545	0.5691337	1.0000000	1.0000000
600	0.1128732	0.7543111	0.9953793	0.8413996	0.7734133	1.0000000	0.2063298	0.8196455	1.0000000	1.0000000
650	0.1235747	0.7392056	0.9958484	0.9017032	0.9027378	1.0000000	0.1236089	0.9328869	1.0000000	1.0000000
700	0.1282540	0.7346213	0.9965417	0.9435278	0.9610176	1.0000000	0.0836435	0.9762624	1.0000000	1.0000000
750	0.1299261	0.7333019	0.9971215	0.9685732	0.9850278	1.0000000	0.0678461	0.9918093	1.0000000	1.0000000
800	0.1304564	0.7329679	0.9975071	0.9824410	0.9944139	1.0000000	0.0621185	0.9972096	1.0000000	1.0000000
850	0.1306055	0.7329117	0.9977352	0.9897555	0.9979592	1.0000000	0.0601257	0.9990558	1.0000000	1.0000000
900	0.1306388	0.7329216	0.9978616	0.9934876	0.9992661	1.0000000	0.0594461	0.9996817	1.0000000	1.0000000
950	0.1306411	0.7329395	0.9979287	0.9953465	0.9997393	1.0000000	0.0592166	0.9998929	1.0000000	1.0000000
1000	0.1306373	0.7329529	0.9979634	0.9962554	0.9999083	1.0000000	0.0591394	0.9999640	1.0000000	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.0454435	0.8551863	0.9980461	0.9969402	0.8816953	0.9909975	0.0631016	0.7373952	0.9414724	1.0000000
100	0.0083131	0.9204282	0.9982361	0.9962049	0.7514991	0.9809244	0.0983899	0.4975282	0.9031030	1.0000000
150	0.0012740	0.9411715	0.9984004	0.9941660	0.6806117	0.9753227	0.1835862	0.3890996	0.8915065	1.0000000
200	0.0001799	0.9475794	0.9984883	0.9911918	0.6486669	0.9727370	0.2853991	0.3475677	0.8886252	1.0000000
250	0.0000244	0.9495553	0.9985203	0.9881466	0.6355063	0.9716428	0.3624287	0.3326816	0.8879715	1.0000000
300	0.0000034	0.9501645	0.9985233	0.9856578	0.6303615	0.9712023	0.4064533	0.3275108	0.8878308	1.0000000
350	0.0000006	0.9503521	0.9985154	0.9839058	0.6284183	0.9710306	0.4276318	0.3257431	0.8878015	1.0000000
400	0.0000003	0.9504096	0.9985056	0.9827924	0.6277019	0.9709650	0.4367599	0.3251439	0.8877955	1.0000000
450	0.0000002	0.9504271	0.9984975	0.9821345	0.6274426	0.9709404	0.4404177	0.3249416	0.8877943	1.0000000
500	0.0000002	0.9504323	0.9984918	0.9817660	0.6273499	0.9709312	0.4418120	0.3248735	0.8877941	1.0000000
550	0.0595488	0.8282520	0.9984492	0.9820515	0.7456220	0.9799304	0.3853541	0.5874554	0.9463216	1.0000000
600	0.1018992	0.7630328	0.9982845	0.9849403	0.8758066	0.9900022	0.2312680	0.8273147	0.9846911	1.0000000
650	0.1201746	0.7422777	0.9981186	0.9887912	0.9466901	0.9956035	0.1296940	0.9357407	0.9962875	1.0000000
700	0.1270921	0.7358498	0.9980236	0.9919873	0.9786335	0.9981891	0.0849777	0.9772718	0.9991688	1.0000000
750	0.1294834	0.7338591	0.9979869	0.9941599	0.9917936	0.9992832	0.0680965	0.9921576	0.9998225	1.0000000
800	0.1302669	0.7332423	0.9979797	0.9954855	0.9969382	0.9997236	0.0621499	0.9973282	0.9999633	1.0000000
850	0.1305163	0.7330518	0.9979829	0.9962411	0.9988814	0.9998954	0.0601225	0.9990959	0.9999926	1.0000000
900	0.1305944	0.7329936	0.9979879	0.9966521	0.9995978	0.9999609	0.0594415	0.9996952	0.9999985	1.0000000
950	0.1306185	0.7329764	0.9979919	0.9968680	0.9998571	0.9999856	0.0592141	0.9998974	0.9999997	1.0000000
1000	0.1306258	0.7329716	0.9979946	0.9969784	0.9999498	0.9999947	0.0591384	0.9999655	0.9999999	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.1289055	0.7537961	0.9980011	0.9968271	0.8083183	1.0000000	0.0464335	0.8839558	1.0000000	1.0000000
100	0.1244852	0.7649272	0.9980411	0.9947400	0.5973697	1.0000000	0.0433025	0.7779594	1.0000000	1.0000000
150	0.1217520	0.7684697	0.9980639	0.9865893	0.4825152	1.0000000	0.0511419	0.7300451	1.0000000	1.0000000
200	0.1206480	0.7695642	0.9980341	0.9697206	0.4307571	1.0000000	0.0599613	0.7116923	1.0000000	1.0000000
250	0.1202679	0.7698948	0.9979318	0.9475397	0.4094338	1.0000000	0.0657895	0.7051142	1.0000000	1.0000000
300	0.1201474	0.7699815	0.9977630	0.9262134	0.4010981	1.0000000	0.0688199	0.7028293	1.0000000	1.0000000
350	0.1201138	0.7699861	0.9975594	0.9095391	0.3979496	1.0000000	0.0701910	0.7020481	1.0000000	1.0000000
400	0.1201092	0.7699628	0.9973604	0.8981766	0.3967889	1.0000000	0.0707586	0.7017833	1.0000000	1.0000000
450	0.1201142	0.7699328	0.9971943	0.8911305	0.3963687	1.0000000	0.0709801	0.7016939	1.0000000	1.0000000
500	0.1201217	0.7699051	0.9970715	0.8870446	0.3962186	1.0000000	0.0710629	0.7016638	1.0000000	1.0000000
550	0.1217562	0.7490302	0.9969799	0.8925289	0.5878473	1.0000000	0.0818396	0.8176979	1.0000000	1.0000000
600	0.1261004	0.7378845	0.9969739	0.9200173	0.7987773	1.0000000	0.0790643	0.9236909	1.0000000	1.0000000
650	0.1289122	0.7343496	0.9971428	0.9488806	0.9136253	1.0000000	0.0703985	0.9716040	1.0000000	1.0000000
700	0.1300797	0.7332866	0.9973909	0.9695552	0.9653813	1.0000000	0.0643444	0.9899565	1.0000000	1.0000000
750	0.1304817	0.7329931	0.9976131	0.9822207	0.9867037	1.0000000	0.0612877	0.9965344	1.0000000	1.0000000
800	0.1306037	0.7329309	0.9977718	0.9893584	0.9950392	1.0000000	0.0599554	0.9988194	1.0000000	1.0000000
850	0.1306344	0.7329313	0.9978719	0.9931777	0.9981876	1.0000000	0.0594207	0.9996005	1.0000000	1.0000000
900	0.1306383	0.7329435	0.9979304	0.9951501	0.9993483	1.0000000	0.0592169	0.9998653	1.0000000	1.0000000
950	0.1306360	0.7329542	0.9979627	0.9961428	0.9997685	1.0000000	0.0591419	0.9999547	1.0000000	1.0000000
1000	0.1306333	0.7329614	0.9979800	0.9966325	0.9999186	1.0000000	0.0591150	0.9999848	1.0000000	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.1306400	0.7329787	0.9984781	0.9969997	1.0000000	1.0000000	0.0432944	1.0000000	0.5153532	1.0000000
100	0.1306217	0.7330647	0.9989495	0.9970467	1.0000000	1.0000000	0.0304750	1.0000000	0.1976291	1.0000000
150	0.1305976	0.7331443	0.9991689	0.9970682	1.0000000	1.0000000	0.0255341	1.0000000	0.1016026	1.0000000
200	0.1305763	0.7331929	0.9992534	0.9970780	1.0000000	1.0000000	0.0239634	1.0000000	0.0777437	1.0000000
250	0.1305626	0.7332171	0.9992831	0.9970824	1.0000000	1.0000000	0.0235071	1.0000000	0.0723308	1.0000000
300	0.1305553	0.7332277	0.9992930	0.9970844	1.0000000	1.0000000	0.0233811	1.0000000	0.0711653	1.0000000
350	0.1305520	0.7332321	0.9992962	0.9970853	1.0000000	1.0000000	0.0233476	1.0000000	0.0709226	1.0000000
400	0.1305505	0.7332337	0.9992973	0.9970857	1.0000000	1.0000000	0.0233388	1.0000000	0.0708732	1.0000000
450	0.1305500	0.7332344	0.9992976	0.9970859	1.0000000	1.0000000	0.0233366	1.0000000	0.0708634	1.0000000
500	0.1305497	0.7332346	0.9992977	0.9970860	1.0000000	1.0000000	0.0233360	1.0000000	0.0708614	1.0000000
550	0.1305504	0.7332142	0.9988111	0.9970860	1.0000000	1.0000000	0.0391419	1.0000000	0.5555079	1.0000000
600	0.1305609	0.7331361	0.9983441	0.9970861	1.0000000	1.0000000	0.0519613	1.0000000	0.8732319	1.0000000
650	0.1305821	0.7330594	0.9981263	0.9970861	1.0000000	1.0000000	0.0569021	1.0000000	0.9692583	1.0000000
700	0.1306024	0.7330118	0.9980423	0.9970861	1.0000000	1.0000000	0.0584728	1.0000000	0.9931172	1.0000000
750	0.1306157	0.7329880	0.9980126	0.9970861	1.0000000	1.0000000	0.0589292	1.0000000	0.9985302	1.0000000
800	0.1306228	0.7329775	0.9980027	0.9970861	1.0000000	1.0000000	0.0590551	1.0000000	0.9996957	1.0000000
850	0.1306262	0.7329732	0.9979995	0.9970861	1.0000000	1.0000000	0.0590887	1.0000000	0.9999383	1.0000000
900	0.1306276	0.7329715	0.9979984	0.9970861	1.0000000	1.0000000	0.0590974	1.0000000	0.9999877	1.0000000
950	0.1306282	0.7329708	0.9979981	0.9970861	1.0000000	1.0000000	0.0590997	1.0000000	0.9999976	1.0000000
1000	0.1306284	0.7329706	0.9979980	0.9970861	1.0000000	1.0000000	0.0591002	1.0000000	0.9999995	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.1105022	0.7329706	0.9982850	0.9969997	1.0000000	0.7028736	0.0591005	1.0000000	1.0000000	1.0000000
100	0.1018244	0.7330256	0.9985712	0.9970467	1.0000000	0.3704123	0.0591004	1.0000000	1.0000000	1.0000000
150	0.1060150	0.7330748	0.9987043	0.9970682	1.0000000	0.1855287	0.0591004	1.0000000	1.0000000	1.0000000
200	0.2144894	0.7331045	0.9987556	0.9970780	1.0000000	0.1001852	0.0591004	1.0000000	1.0000000	1.0000000
250	0.3983914	0.7331193	0.9987736	0.9970824	1.0000000	0.0640725	0.0591004	1.0000000	1.0000000	1.0000000
300	0.4686286	0.7331258	0.9987797	0.9970844	1.0000000	0.0495344	0.0591004	1.0000000	1.0000000	1.0000000
350	0.4844551	0.7331284	0.9987817	0.9970853	1.0000000	0.0438651	0.0591004	1.0000000	1.0000000	1.0000000
400	0.4874822	0.7331295	0.9987823	0.9970857	1.0000000	0.0417019	0.0591004	1.0000000	1.0000000	1.0000000
450	0.4880600	0.7331298	0.9987825	0.9970859	1.0000000	0.0408893	0.0591004	1.0000000	1.0000000	1.0000000
500	0.4881840	0.7331300	0.9987826	0.9970860	1.0000000	0.0405875	0.0591004	1.0000000	1.0000000	1.0000000
550	0.4016397	0.7331176	0.9984889	0.9970860	1.0000000	0.3376029	0.0591004	1.0000000	1.0000000	1.0000000
600	0.1925164	0.7330705	0.9982069	0.9970861	1.0000000	0.6700235	0.0591004	1.0000000	1.0000000	1.0000000
650	0.1408826	0.7330241	0.9980754	0.9970861	1.0000000	0.8548923	0.0591004	1.0000000	1.0000000	1.0000000
700	0.1321254	0.7329954	0.9980247	0.9970861	1.0000000	0.9402304	0.0591004	1.0000000	1.0000000	1.0000000
750	0.1308303	0.7329811	0.9980068	0.9970861	1.0000000	0.9763413	0.0591004	1.0000000	1.0000000	1.0000000
800	0.1306533	0.7329747	0.9980008	0.9970861	1.0000000	0.9908787	0.0591004	1.0000000	1.0000000	1.0000000
850	0.1306309	0.7329721	0.9979989	0.9970861	1.0000000	0.9965477	0.0591004	1.0000000	1.0000000	1.0000000
900	0.1306285	0.7329711	0.9979983	0.9970861	1.0000000	0.9987107	0.0591004	1.0000000	1.0000000	1.0000000
950	0.1306284	0.7329707	0.9979981	0.9970861	1.0000000	0.9995233	0.0591004	1.0000000	1.0000000	1.0000000
1000	0.1306284	0.7329706	0.9979980	0.9970861	1.0000000	0.9998251	0.0591004	1.0000000	1.0000000	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.0454436	0.7329582	0.9979910	0.9969997	1.0000000	1.0000000	0.0506136	0.6302926	1.0000000	1.0000000
100	0.0083134	0.7329659	0.9979951	0.9970467	1.0000000	1.0000000	0.1210896	0.2925966	1.0000000	1.0000000
150	0.0012742	0.7329688	0.9979968	0.9970682	1.0000000	1.0000000	0.3839671	0.1399458	1.0000000	1.0000000
200	0.0001802	0.7329698	0.9979975	0.9970780	1.0000000	1.0000000	0.6581706	0.0814752	1.0000000	1.0000000
250	0.0000247	0.7329702	0.9979977	0.9970824	1.0000000	1.0000000	0.8051411	0.0605179	1.0000000	1.0000000
300	0.0000036	0.7329704	0.9979979	0.9970844	1.0000000	1.0000000	0.8638852	0.0532382	1.0000000	1.0000000
350	0.0000009	0.7329704	0.9979979	0.9970853	1.0000000	1.0000000	0.8843843	0.0507495	1.0000000	1.0000000
400	0.0000005	0.7329705	0.9979980	0.9970857	1.0000000	1.0000000	0.8910749	0.0499058	1.0000000	1.0000000
450	0.0000005	0.7329705	0.9979980	0.9970859	1.0000000	1.0000000	0.8931895	0.0496211	1.0000000	1.0000000
500	0.0000005	0.7329705	0.9979980	0.9970860	1.0000000	1.0000000	0.8938495	0.0495252	1.0000000	1.0000000
550	0.0851934	0.7329705	0.9979980	0.9970860	1.0000000	1.0000000	0.8485056	0.4192004	1.0000000	1.0000000
600	0.1223170	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.4883284	0.7568856	1.0000000	1.0000000
650	0.1293550	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.2285347	0.9095328	1.0000000	1.0000000
700	0.1304488	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.1177818	0.9680021	1.0000000	1.0000000
750	0.1306043	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0782520	0.9889590	1.0000000	1.0000000
800	0.1306253	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0651896	0.9962386	1.0000000	1.0000000
850	0.1306281	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0610200	0.9987272	1.0000000	1.0000000
900	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0597062	0.9995709	1.0000000	1.0000000
950	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0592928	0.9998556	1.0000000	1.0000000
1000	0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0591620	0.9999515	1.0000000	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.0881252	0.8553415	0.9980462	0.9970988	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
100	0.0598634	0.9206663	0.9982376	0.9972866	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
150	0.0501048	0.9414360	0.9984065	0.9974101	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
200	0.0471289	0.9478521	0.9985044	0.9974815	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
250	0.0462416	0.9498309	0.9985513	0.9975198	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
300	0.0459752	0.9504413	0.9985714	0.9975396	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
350	0.0458944	0.9506298	0.9985795	0.9975495	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
400	0.0458697	0.9506880	0.9985826	0.9975544	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
450	0.0458621	0.9507060	0.9985838	0.9975567	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
500	0.0458597	0.9507115	0.9985842	0.9975578	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
550	0.0754726	0.8283851	0.9985477	0.9974592	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
600	0.1047913	0.7630889	0.9983908	0.9973187	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
650	0.1206059	0.7423098	0.9982195	0.9972167	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
700	0.1271453	0.7358730	0.9981052	0.9971552	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
750	0.1294849	0.7338767	0.9980450	0.9971213	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
800	0.1302629	0.7332549	0.9980172	0.9971036	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
850	0.1305128	0.7330602	0.9980055	0.9970946	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
900	0.1305920	0.7329990	0.9980008	0.9970902	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
950	0.1306169	0.7329796	0.9979990	0.9970880	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
1000	0.1306248	0.7329734	0.9979984	0.9970870	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000

0	0.1306622	0.7329369	0.9979802	0.9968974	1.0000000	1.0000000	0.0591005	1.0000000	1.0000000	1.0000000
50	0.1306414	0.7329774	0.9984458	0.9969110	0.8884738	0.8001775	0.0387430	1.0000000	0.7898140	1.0000000
100	0.1306429	0.7330582	0.9988860	0.9961650	0.7657376	0.5765917	0.0222322	1.0000000	0.6520206	1.0000000
150	0.1307229	0.7331326	0.9990889	0.9942367	0.6989119	0.4522544	0.0158686	1.0000000	0.6103749	1.0000000
200	0.1309683	0.7331776	0.9991629	0.9915189	0.6687974	0.3948595	0.0138456	1.0000000	0.6000276	1.0000000
250	0.1313073	0.7331992	0.9991833	0.9887948	0.6563909	0.3705731	0.0132579	1.0000000	0.5976801	1.0000000
300	0.1315849	0.7332078	0.9991841	0.9865984	0.6515409	0.3607959	0.0130957	1.0000000	0.5971746	1.0000000
350	0.1317483	0.7332102	0.9991793	0.9850659	0.6497091	0.3569833	0.0130524	1.0000000	0.5970694	1.0000000
400	0.1318271	0.7332103	0.9991740	0.9840979	0.6490337	0.3555285	0.0130411	1.0000000	0.5970480	1.0000000
450	0.1318609	0.7332096	0.9991698	0.9835284	0.6487892	0.3549820	0.0130383	1.0000000	0.5970437	1.0000000
500	0.1318747	0.7332089	0.9991670	0.9832104	0.6487019	0.3547791	0.0130375	1.0000000	0.5970428	1.0000000
550	0.1314076	0.7331880	0.9986834	0.9836001	0.7601972	0.5545268	0.0333948	1.0000000	0.8072287	1.0000000
600	0.1307945	0.7331104	0.9982247	0.9862354	0.8829226	0.7780853	0.0499055	1.0000000	0.9450221	1.0000000
650	0.1306349	0.7330354	0.9980246	0.9896681	0.9497446	0.9024126	0.0562691	1.0000000	0.9866677	1.0000000
700	0.1306181	0.7329912	0.9979649	0.9925152	0.9798578	0.9598040	0.0582921	1.0000000	0.9970150	1.0000000
750	0.1306235	0.7329719	0.9979593	0.9944560	0.9922638	0.9840891	0.0588799	1.0000000	0.9993625	1.0000000
800	0.1306280	0.7329659	0.9979688	0.9956439	0.9971137	0.9938658	0.0590420	1.0000000	0.9998680	1.0000000
850	0.1306297	0.7329655	0.9979791	0.9963231	0.9989455	0.9976783	0.0590853	1.0000000	0.9999733	1.0000000
900	0.1306299	0.7329667	0.9979868	0.9966935	0.9996208	0.9991330	0.0590966	1.0000000	0.9999947	1.0000000
950	0.1306296	0.7329680	0.9979917	0.9968884	0.9998653	0.9996794	0.0590995	1.0000000	0.9999989	1.0000000
1000	0.1306292	0.7329690	0.9979946	0.9969884	0.9999526	0.9998824	0.0591002	1.0000000	0.9999998	1.0000000
