"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1304761	0.6182183	0.9998066	0.8394896	0.2396470	0.3811369	0.0331954	0.6876310	0.0769551	0.6734355
100	0.1664245	0.5010607	0.9995630	0.6974564	0.1886468	0.2476986	0.0565901	0.4783441	0.0639259	0.3752462
150	0.2762431	0.3949396	0.9965708	0.6337015	0.1268880	0.1614037	0.0982691	0.3969994	0.0811203	0.2361227
200	0.3911797	0.3387405	0.9815465	0.6046025	0.0795152	0.1058415	0.1368643	0.3624425	0.1261354	0.1795011
250	0.4715659	0.3097156	0.9478881	0.5846698	0.0501048	0.0733875	0.1657985	0.3377099	0.1738408	0.1574663
300	0.5181708	0.2899024	0.8996652	0.5656610	0.0340458	0.0554745	0.1900061	0.3180959	0.2093428	0.1490323
350	0.5425891	0.2751133	0.8421373	0.5455002	0.0259297	0.0453317	0.2110974	0.3045497	0.2313377	0.1458246
400	0.5546196	0.2649983	0.7819482	0.5246131	0.0219704	0.0392206	0.2277269	0.2963353	0.2435806	0.1446078
450	0.5603096	0.2588002	0.7279611	0.5051537	0.0200414	0.0353995	0.2392073	0.2917967	0.2499461	0.1441466
500	0.5629241	0.2553252	0.6863801	0.4892747	0.0190807	0.0330203	0.2462649	0.2894477	0.2531058	0.1439719
550	0.6492033	0.3050813	0.6721948	0.6109573	0.0193136	0.0855382	0.2052328	0.5254923	0.2453956	0.4704702
600	0.6105374	0.4452688	0.7825981	0.7786484	0.0246678	0.1483726	0.1124894	0.6996653	0.1819954	0.7686345
650	0.4612094	0.5339861	0.9103239	0.9003707	0.0375382	0.2190891	0.0642660	0.7807815	0.1220899	0.9077484
700	0.3272006	0.5781119	0.9704219	0.9605748	0.0605169	0.3004686	0.0458073	0.8385765	0.0858483	0.9643665
750	0.2401729	0.6046740	0.9910360	0.9851740	0.0941337	0.3731849	0.0381982	0.8800902	0.0686307	0.9863999
800	0.1912908	0.6211394	0.9972590	0.9944155	0.1323423	0.4264142	0.0345614	0.9036526	0.0635608	0.9948334
850	0.1659992	0.6302839	0.9990455	0.9977677	0.1673510	0.4611999	0.0327511	0.9164648	0.0652617	0.9980408
900	0.1535964	0.6354676	0.9995562	0.9989709	0.1948138	0.4823457	0.0318065	0.9255438	0.0698224	0.9992576
950	0.1477520	0.6390606	0.9997083	0.9994056	0.2141430	0.4947704	0.0312218	0.9331254	0.0747859	0.9997188
1000	0.1450922	0.6418899	0.9997593	0.9995677	0.2268228	0.5022672	0.0307952	0.9391506	0.0789956	0.9998935

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1059660	0.6487528	0.9998127	0.9068703	0.4560872	0.5179696	0.0297744	0.9532506	0.0898857	0.9384039
100	0.0595036	0.6496445	0.9998131	0.8246540	0.6511977	0.5181094	0.0296832	0.9587849	0.0908465	0.8821598
150	0.0303699	0.6516473	0.9998153	0.7885109	0.7440510	0.5187462	0.0294540	0.9651414	0.0923184	0.8559185
200	0.0152196	0.6537023	0.9998197	0.7749624	0.7818946	0.5201403	0.0291919	0.9694941	0.0937611	0.8452387
250	0.0080092	0.6551356	0.9998249	0.7701863	0.7965446	0.5219400	0.0289915	0.9719070	0.0949730	0.8410825
300	0.0047497	0.6559648	0.9998294	0.7685494	0.8021996	0.5236150	0.0288675	0.9731905	0.0959573	0.8394917
350	0.0033245	0.6564210	0.9998325	0.7679965	0.8044613	0.5248834	0.0287971	0.9739274	0.0967426	0.8388866
400	0.0027156	0.6566855	0.9998344	0.7678115	0.8054286	0.5257316	0.0287568	0.9744024	0.0973449	0.8386571
450	0.0024599	0.6568543	0.9998356	0.7677500	0.8058778	0.5262653	0.0287318	0.9747323	0.0977832	0.8385701
500	0.0023539	0.6569697	0.9998363	0.7677298	0.8061035	0.5265977	0.0287153	0.9749650	0.0980868	0.8385372
550	0.0543453	0.6570390	0.9998368	0.8605558	0.6021626	0.5268091	0.0287049	0.9748030	0.0980464	0.9001208
600	0.1099071	0.6566993	0.9998370	0.9427731	0.4087414	0.5269169	0.0287342	0.9713733	0.0969714	0.9563602
650	0.1360219	0.6552062	0.9998362	0.9789176	0.3167259	0.5266867	0.0288905	0.9648096	0.0955013	0.9825996
700	0.1444891	0.6530068	0.9998332	0.9924670	0.2791639	0.5257159	0.0291510	0.9589945	0.0942523	0.9932788
750	0.1459355	0.6511264	0.9998284	0.9972424	0.2643506	0.5240482	0.0294008	0.9555517	0.0932892	0.9974348
800	0.1453714	0.6499767	0.9998233	0.9988773	0.2581506	0.5222037	0.0295711	0.9539618	0.0924918	0.9990255
850	0.1445717	0.6494132	0.9998192	0.9994279	0.2551263	0.5206712	0.0296633	0.9533103	0.0917949	0.9996305
900	0.1439837	0.6491648	0.9998165	0.9996114	0.2533893	0.5196281	0.0297070	0.9530095	0.0912064	0.9998600
950	0.1436273	0.6490450	0.9998151	0.9996720	0.2523103	0.5190081	0.0297278	0.9528110	0.0907492	0.9999470
1000	0.1434305	0.6489685	0.9998143	0.9996918	0.2516414	0.5186646	0.0297398	0.9526475	0.0904243	0.9999799

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1231638	0.6637802	0.9998127	0.8222530	0.2504110	0.5179699	0.0297731	0.9535647	0.1042343	1.0000000
100	0.0981830	0.6705258	0.9998132	0.6650934	0.2504805	0.5181358	0.0296575	0.9606554	0.1212384	1.0000000
150	0.0825813	0.6738628	0.9998159	0.5960027	0.2506162	0.5189415	0.0293644	0.9689381	0.1313366	1.0000000
200	0.0745353	0.6765069	0.9998215	0.5701000	0.2510475	0.5207284	0.0290250	0.9748202	0.1365030	1.0000000
250	0.0707589	0.6783286	0.9998282	0.5609651	0.2519453	0.5230648	0.0287599	0.9781776	0.1391722	1.0000000
300	0.0690885	0.6793919	0.9998340	0.5578314	0.2532137	0.5252728	0.0285932	0.9799119	0.1407361	1.0000000
350	0.0683837	0.6799554	0.9998381	0.5567712	0.2545768	0.5269642	0.0285006	0.9807848	0.1417969	1.0000000
400	0.0681011	0.6802442	0.9998406	0.5564151	0.2557831	0.5280908	0.0284519	0.9812379	0.1425673	1.0000000
450	0.0679964	0.6803950	0.9998420	0.5562961	0.2567103	0.5287755	0.0284265	0.9814890	0.1431219	1.0000000
500	0.0679634	0.6804783	0.9998428	0.5562566	0.2573531	0.5291697	0.0284127	0.9816375	0.1435042	1.0000000
550	0.0881875	0.6659385	0.9998432	0.7336976	0.2577671	0.5293907	0.0284075	0.9810440	0.1292546	1.0000000
600	0.1132432	0.6598872	0.9998432	0.8908598	0.2580178	0.5294588	0.0284576	0.9768193	0.1124492	1.0000000
650	0.1287697	0.6573085	0.9998421	0.9599524	0.2581216	0.5291024	0.0286364	0.9699871	0.1024892	1.0000000
700	0.1367272	0.6548648	0.9998389	0.9858555	0.2579761	0.5279696	0.0289111	0.9635868	0.0974572	1.0000000
750	0.1404498	0.6527237	0.9998338	0.9949891	0.2574366	0.5261380	0.0291869	0.9590874	0.0949408	1.0000000
800	0.1420973	0.6512018	0.9998281	0.9981198	0.2564915	0.5240719	0.0294002	0.9563929	0.0935189	1.0000000
850	0.1427967	0.6502637	0.9998233	0.9991767	0.2553068	0.5222297	0.0295402	0.9548778	0.0925493	1.0000000
900	0.1430817	0.6497204	0.9998197	0.9995297	0.2541143	0.5208311	0.0296244	0.9540017	0.0918055	1.0000000
950	0.1431911	0.6494004	0.9998173	0.9996464	0.2530882	0.5198762	0.0296742	0.9534486	0.0912268	1.0000000
1000	0.1432286	0.6491981	0.9998158	0.9996844	0.2523001	0.5192617	0.0297052	0.9530694	0.0907934	1.0000000

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1432124	0.6486924	0.6004186	0.9996998	0.2397287	0.3826386	0.0297798	0.9519760	0.0866980	1.0000000
100	0.1431755	0.6484910	0.3050899	0.9996999	0.1898013	0.2618630	0.0297983	0.9497125	0.0748016	1.0000000
150	0.1430760	0.6472276	0.2015917	0.9996991	0.1326080	0.2074749	0.0299321	0.9427109	0.0631696	1.0000000
200	0.1429567	0.6443956	0.1713826	0.9996955	0.0930478	0.1860173	0.0302620	0.9324207	0.0558266	1.0000000
250	0.1428580	0.6406417	0.1632392	0.9996869	0.0711538	0.1773990	0.0307406	0.9224616	0.0519333	1.0000000
300	0.1427906	0.6371091	0.1611331	0.9996735	0.0602491	0.1733301	0.0312318	0.9152019	0.0500339	1.0000000
350	0.1427497	0.6345154	0.1606003	0.9996581	0.0550038	0.1709172	0.0316233	0.9108775	0.0491452	1.0000000
400	0.1427265	0.6329327	0.1604665	0.9996438	0.0524219	0.1692955	0.0318810	0.9086431	0.0487362	1.0000000
450	0.1427140	0.6320897	0.1604327	0.9996327	0.0510675	0.1682095	0.0320277	0.9075912	0.0485475	1.0000000
500	0.1427076	0.6316808	0.1604239	0.9996251	0.0503069	0.1675262	0.0321029	0.9071189	0.0484590	1.0000000
550	0.1427043	0.6314935	0.5597910	0.9996206	0.0564834	0.2981530	0.0321388	0.9069343	0.0486437	1.0000000
600	0.1427043	0.6314890	0.8551006	0.9996181	0.0942344	0.4148490	0.0321472	0.9078484	0.0514275	1.0000000
650	0.1427144	0.6322347	0.9585921	0.9996173	0.1464207	0.4673647	0.0320674	0.9128990	0.0585314	1.0000000
700	0.1427460	0.6345710	0.9888013	0.9996197	0.1879541	0.4882867	0.0317876	0.9222087	0.0671220	1.0000000
750	0.1428025	0.6380765	0.9969499	0.9996276	0.2135664	0.4974257	0.0313343	0.9318842	0.0742603	1.0000000
800	0.1428748	0.6414980	0.9990650	0.9996408	0.2277223	0.5028746	0.0308615	0.9392344	0.0792033	1.0000000
850	0.1429486	0.6440826	0.9996074	0.9996558	0.2355705	0.5070768	0.0304843	0.9439852	0.0824370	1.0000000
900	0.1430136	0.6457748	0.9997493	0.9996693	0.2403224	0.5104324	0.0302272	0.9468693	0.0846072	1.0000000
950	0.1430662	0.6468175	0.9997890	0.9996796	0.2435030	0.5129413	0.0300654	0.9486342	0.0861393	1.0000000
1000	0.1431072	0.6474612	0.9998017	0.9996867	0.2457411	0.5146872	0.0299654	0.9497668	0.0872517	1.0000000

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1432146	0.6206855	0.9998071	0.9996939	0.2503840	0.5166011	0.0328714	0.7070868	0.0897219	1.0000000
100	0.1432159	0.5151134	0.9996100	0.9994987	0.2483518	0.4899709	0.0526479	0.5160467	0.0890607	1.0000000
150	0.1432059	0.4225839	0.9977238	0.9979638	0.2341116	0.4192309	0.0843096	0.4469360	0.0845439	1.0000000
200	0.1431591	0.3779688	0.9904167	0.9928638	0.2018053	0.3420975	0.1092684	0.4272785	0.0754771	1.0000000
250	0.1430697	0.3622431	0.9781244	0.9847749	0.1620896	0.2875826	0.1219328	0.4221134	0.0659293	1.0000000
300	0.1429654	0.3574041	0.9667562	0.9772005	0.1280663	0.2568824	0.1269660	0.4203018	0.0588203	1.0000000
350	0.1428747	0.3556875	0.9595074	0.9721025	0.1046890	0.2417019	0.1289037	0.4191448	0.0544351	1.0000000
400	0.1428087	0.3547533	0.9556874	0.9692313	0.0907168	0.2346927	0.1298358	0.4182496	0.0520033	1.0000000
450	0.1427658	0.3541024	0.9537364	0.9676995	0.0830834	0.2314860	0.1304184	0.4176242	0.0507375	1.0000000
500	0.1427399	0.3536605	0.9526545	0.9668525	0.0791361	0.2299463	0.1308077	0.4172420	0.0501030	1.0000000
550	0.1427251	0.4011230	0.9541528	0.9674112	0.0771685	0.2305727	0.1114362	0.6635049	0.0497925	1.0000000
600	0.1427169	0.5282709	0.9709665	0.9767033	0.0774985	0.2521108	0.0671644	0.8497493	0.0497031	1.0000000
650	0.1427129	0.6030497	0.9879350	0.9881534	0.0858467	0.3113916	0.0431089	0.9059983	0.0501593	1.0000000
700	0.1427129	0.6279678	0.9958409	0.9948531	0.1087787	0.3858727	0.0346982	0.9147795	0.0521969	1.0000000
750	0.1427204	0.6337006	0.9985930	0.9978171	0.1432879	0.4437592	0.0323673	0.9165209	0.0569724	1.0000000
800	0.1427425	0.6355082	0.9994346	0.9989775	0.1781713	0.4768727	0.0317281	0.9216564	0.0639734	1.0000000
850	0.1427849	0.6377876	0.9996773	0.9994067	0.2050222	0.4930389	0.0313535	0.9293203	0.0711590	1.0000000
900	0.1428463	0.6406069	0.9997490	0.9995651	0.2223710	0.5010872	0.0309652	0.9366063	0.0769571	1.0000000
950	0.1429168	0.6431822	0.9997750	0.9996281	0.2326350	0.5059423	0.0306040	0.9420625	0.0810328	1.0000000
1000	0.1429851	0.6451075	0.9997883	0.9996574	0.2386872	0.5094558	0.0303231	0.9456649	0.0837545	1.0000000

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1234479	0.5960086	0.6385797	0.9997298	0.2498637	0.5273085	0.0249341	0.5276003	0.0898558	1.0000000
100	0.0987446	0.3737574	0.3713971	0.9995157	0.2526002	0.5133001	0.0790517	0.1933747	0.0912513	1.0000000
150	0.0831972	0.1818657	0.2625615	0.9691090	0.2379435	0.3780360	0.2921903	0.0659730	0.0873711	1.0000000
200	0.0750453	0.1049218	0.1457375	0.7448007	0.1851566	0.2458325	0.4992613	0.0249608	0.0747326	1.0000000
250	0.0710911	0.0840819	0.0632787	0.4664525	0.1239226	0.1728829	0.5871901	0.0126218	0.0627937	1.0000000
300	0.0692476	0.0793610	0.0286853	0.2964877	0.0797115	0.1401978	0.6130920	0.0090277	0.0553498	1.0000000
350	0.0684087	0.0783381	0.0168819	0.2173960	0.0544980	0.1268808	0.6195729	0.0079984	0.0514561	1.0000000
400	0.0680334	0.0781073	0.0132366	0.1850630	0.0418295	0.1217285	0.6210778	0.0077066	0.0495869	1.0000000
450	0.0678675	0.0780512	0.0121741	0.1727713	0.0359173	0.1197960	0.6214177	0.0076244	0.0487304	1.0000000
500	0.0677947	0.0780367	0.0118760	0.1683010	0.0332852	0.1190852	0.6214946	0.0076014	0.0483486	1.0000000
550	0.0874712	0.1494624	0.0461306	0.1571329	0.0330585	0.1180962	0.6066359	0.4505410	0.0481810	1.0000000
600	0.1120911	0.4116184	0.1424211	0.2441267	0.0334595	0.1235837	0.2545554	0.7945259	0.0481083	1.0000000
650	0.1275916	0.5718342	0.5326294	0.5692938	0.0354840	0.1592598	0.0925796	0.9051177	0.0480987	1.0000000
700	0.1356955	0.6237834	0.8354911	0.8190773	0.0453036	0.2450117	0.0456946	0.9192119	0.0482896	1.0000000
750	0.1395775	0.6338174	0.9513345	0.9326117	0.0726849	0.3517651	0.0345277	0.9140477	0.0495628	1.0000000
800	0.1413494	0.6338771	0.9865973	0.9760338	0.1167847	0.4303925	0.0323207	0.9121407	0.0537724	1.0000000
850	0.1421450	0.6340120	0.9963341	0.9915262	0.1621527	0.4718816	0.0318944	0.9169179	0.0610726	1.0000000
900	0.1425184	0.6361116	0.9988919	0.9968821	0.1964697	0.4904746	0.0315778	0.9256213	0.0690374	1.0000000
950	0.1427203	0.6392991	0.9995496	0.9987105	0.2179084	0.4991417	0.0311556	0.9342052	0.0755363	1.0000000
1000	0.1428519	0.6423241	0.9997223	0.9993370	0.2301101	0.5043367	0.0307354	0.9406290	0.0800660	1.0000000

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1498849	0.6486942	0.9998553	0.9997506	0.2511426	0.5388666	0.0143352	0.9520324	0.0906420	0.7744041
100	0.2035887	0.6485663	0.9999411	0.9998757	0.2665064	0.6484128	0.0049563	0.9503228	0.1024842	0.5684103
150	0.3132405	0.6473483	0.9999817	0.9999509	0.3146309	0.7842608	0.0023700	0.9415441	0.1422513	0.4723017
200	0.4346768	0.6428744	0.9999949	0.9999822	0.3797931	0.8766618	0.0018187	0.9190143	0.2084013	0.4331865
250	0.5316832	0.6333415	0.9999987	0.9999938	0.4361529	0.9228255	0.0017866	0.8852695	0.2778077	0.4179646
300	0.5961753	0.6201013	0.9999997	0.9999979	0.4736592	0.9413275	0.0019032	0.8511669	0.3321150	0.4121382
350	0.6346665	0.6066610	0.9999999	0.9999993	0.4945753	0.9463996	0.0020598	0.8243381	0.3671575	0.4099223
400	0.6561615	0.5957047	1.0000000	0.9999997	0.5045253	0.9457247	0.0022062	0.8062703	0.3866556	0.4090817
450	0.6676407	0.5880334	1.0000000	0.9999999	0.5082842	0.9430915	0.0023194	0.7952467	0.3959703	0.4087631
500	0.6735588	0.5832009	1.0000000	0.9999999	0.5089726	0.9402706	0.0023965	0.7889485	0.3994762	0.4086424
550	0.6516692	0.5803986	0.9999954	0.9999920	0.5064810	0.8777285	0.0234148	0.7861518	0.3930084	0.6341926
600	0.5369016	0.5802979	0.9998923	0.9998565	0.4770825	0.6992642	0.0361082	0.7964330	0.3457244	0.8401691
650	0.3989992	0.5876056	0.9996878	0.9996010	0.4086050	0.5638438	0.0385730	0.8301225	0.2638629	0.9362712
700	0.2916461	0.6031368	0.9995737	0.9994379	0.3327674	0.4988706	0.0370020	0.8747041	0.1869843	0.9753838
750	0.2227523	0.6206842	0.9995873	0.9994229	0.2768374	0.4794306	0.0344230	0.9123270	0.1346976	0.9906048
800	0.1834155	0.6343405	0.9996564	0.9994886	0.2462749	0.4822674	0.0322719	0.9350908	0.1053662	0.9964308
850	0.1626522	0.6423026	0.9997226	0.9995667	0.2348435	0.4925654	0.0309463	0.9448611	0.0914370	0.9986466
900	0.1522793	0.6457868	0.9997667	0.9996258	0.2341713	0.5025450	0.0303086	0.9475783	0.0862758	0.9994872
950	0.1473041	0.6469089	0.9997906	0.9996615	0.2377871	0.5094289	0.0300680	0.9481492	0.0853970	0.9998057
1000	0.1449962	0.6472495	0.9998015	0.9996799	0.2419652	0.5132889	0.0299880	0.9486877	0.0861535	0.9999264

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1475595	0.6489745	0.9998127	0.9996998	0.2504111	0.5179759	0.0297544	0.9567641	0.1986730	0.8514015
100	0.1794293	0.6513529	0.9998141	0.9997013	0.2504953	0.5183699	0.0295039	0.9661309	0.3283414	0.7157147
150	0.2396760	0.6535638	0.9998187	0.9997069	0.2507584	0.5197987	0.0292096	0.9654359	0.4084091	0.6524085
200	0.3044572	0.6524137	0.9998235	0.9997134	0.2514303	0.5214741	0.0292623	0.9533019	0.4511483	0.6266437
250	0.3562604	0.6476811	0.9998227	0.9997135	0.2522429	0.5215125	0.0297724	0.9349690	0.4727269	0.6166170
300	0.3911042	0.6410224	0.9998132	0.9997026	0.2524379	0.5188097	0.0306005	0.9166685	0.4831416	0.6127793
350	0.4120953	0.6343910	0.9997956	0.9996812	0.2513534	0.5137181	0.0315120	0.9020954	0.4876872	0.6113197
400	0.4237924	0.6290153	0.9997736	0.9996534	0.2488786	0.5075093	0.0323147	0.8920748	0.4891104	0.6107659
450	0.4298962	0.6252365	0.9997514	0.9996246	0.2454465	0.5015029	0.0329194	0.8858612	0.4889251	0.6105561
500	0.4328599	0.6228463	0.9997325	0.9995994	0.2417223	0.4965303	0.0333244	0.8823036	0.4880264	0.6104766
550	0.4220650	0.6214631	0.9997183	0.9995799	0.2382853	0.4928627	0.0335707	0.8806641	0.3772228	0.7590450
600	0.3618913	0.6212946	0.9997089	0.9995667	0.2354726	0.4904288	0.0336456	0.8854106	0.2435922	0.8947204
650	0.2848941	0.6243086	0.9997062	0.9995614	0.2334204	0.4894489	0.0333084	0.9012902	0.1612304	0.9580222
700	0.2242986	0.6307315	0.9997153	0.9995701	0.2323275	0.4909037	0.0324819	0.9207931	0.1186656	0.9837855
750	0.1860398	0.6376198	0.9997361	0.9995938	0.2326017	0.4951942	0.0315208	0.9351521	0.0985707	0.9938115
800	0.1646157	0.6425309	0.9997606	0.9996241	0.2344530	0.5010809	0.0307801	0.9427194	0.0899562	0.9976490
850	0.1534760	0.6451996	0.9997808	0.9996511	0.2374794	0.5066948	0.0303441	0.9460862	0.0869433	0.9991085
900	0.1479695	0.6464716	0.9997941	0.9996703	0.2408557	0.5109075	0.0301238	0.9477564	0.0864796	0.9996622
950	0.1453490	0.6471309	0.9998017	0.9996820	0.2438482	0.5136061	0.0300118	0.9489009	0.0869878	0.9998720
1000	0.1441412	0.6475682	0.9998058	0.9996887	0.2461138	0.5152034	0.0299439	0.9498293	0.0877073	0.9999515

0	0.1432118	0.6486695	0.9998125	0.9996995	0.2503167	0.5179028	0.0297834	0.9520501	0.0896774	1.0000000
50	0.1173605	0.8134460	0.5489261	0.9996977	0.2504008	0.5174637	0.0308346	0.8527553	0.0902443	0.8170100
100	0.0954769	0.8659119	0.2155197	0.9996550	0.2497341	0.5085509	0.0356433	0.7736443	0.0938918	0.6499201
150	0.0979647	0.8674364	0.0986707	0.9995083	0.2450046	0.4852355	0.0408477	0.7458203	0.0999332	0.5719625
200	0.1128025	0.8649256	0.0645563	0.9992845	0.2340283	0.4584974	0.0438765	0.7388410	0.1047724	0.5402346
250	0.1281752	0.8638411	0.0553545	0.9990779	0.2196512	0.4384872	0.0451173	0.7368253	0.1068880	0.5278874
300	0.1394694	0.8634189	0.0529727	0.9989404	0.2063301	0.4267885	0.0455874	0.7350066	0.1070453	0.5231614
350	0.1464867	0.8631004	0.0523702	0.9988634	0.1964658	0.4207562	0.0458551	0.7329246	0.1064062	0.5213641
400	0.1504278	0.8627823	0.0522195	0.9988202	0.1901360	0.4176153	0.0460889	0.7310135	0.1056628	0.5206822
450	0.1524965	0.8624999	0.0521816	0.9987921	0.1863642	0.4157340	0.0462975	0.7295469	0.1050584	0.5204238
500	0.1535309	0.8622833	0.0521717	0.9987709	0.1841302	0.4144198	0.0464636	0.7285451	0.1046161	0.5203259
550	0.2278830	0.6604915	0.5026970	0.9987653	0.1827546	0.4140568	0.0446208	0.8243785	0.1017842	0.7032787
600	0.2609172	0.6164559	0.8359804	0.9988987	0.1826268	0.4228626	0.0385757	0.8926371	0.0917086	0.8703547
650	0.2370619	0.6265632	0.9529838	0.9991631	0.1867707	0.4450781	0.0342207	0.9135056	0.0821085	0.9483069
700	0.2028635	0.6337350	0.9872512	0.9993912	0.1968409	0.4694219	0.0323044	0.9213537	0.0773941	0.9800328
750	0.1767749	0.6372789	0.9965358	0.9995288	0.2099228	0.4871688	0.0315167	0.9277601	0.0770549	0.9923792
800	0.1606906	0.6399028	0.9989551	0.9996001	0.2219892	0.4978508	0.0310727	0.9340566	0.0789761	0.9971049
850	0.1518224	0.6422522	0.9995756	0.9996366	0.2310858	0.5041285	0.0307271	0.9395441	0.0814312	0.9989022
900	0.1472672	0.6442256	0.9997369	0.9996574	0.2372729	0.5081746	0.0304435	0.9437303	0.0835991	0.9995840
950	0.1450437	0.6457149	0.9997820	0.9996709	0.2413736	0.5110604	0.0302265	0.9466302	0.0852860	0.9998424
1000	0.1440021	0.6467478	0.9997971	0.9996803	0.2441535	0.5131964	0.0300731	0.9485318	0.0865482	0.9999403
