"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
650	0.4503805	0.3157067	0.7362025	0.3130954	0.0268444	0.1665972	0.5494822	0.7618818	0.0131117	0.0466258
700	0.5810119	0.3292194	0.8149695	0.4542315	0.0271991	0.1771201	0.6541269	0.8545308	0.0056749	0.0919606
750	0.4602339	0.3240368	0.6981302	0.4579490	0.1288030	0.1895430	0.5155185	0.6170302	0.0167876	0.0828872
800	0.5028641	0.3613287	0.8143361	0.4917925	0.1055733	0.2158749	0.6250559	0.6170507	0.0025256	0.0608182
850	0.6086512	0.2889773	0.6685530	0.4435912	0.1146926	0.2350670	0.6048430	0.6905668	0.0131262	0.0415965
900	0.4981635	0.4408620	0.7771012	0.3361214	0.1263731	0.2494113	0.5191029	0.7346480	0.0115319	0.0609383
950	0.5124196	0.4424006	0.7258488	0.4235360	0.0583749	0.1925533	0.5174172	0.6323942	0.0093596	0.0866387
1000	0.3618499	0.2872006	0.8604447	0.3150163	0.0739883	0.2606452	0.5623939	0.7110189	0.0173754	0.0495072

0	0.4687342	0.4539758	0.6411538	0.3971805	0.0703763	0.2522618	0.4827413	0.6293846	0.0120656	0.0376190
50	0.6219173	0.3373796	0.7946441	0.1713587	0.3523943	0.0687201	0.6059391	0.8044539	0.0043804	0.0497866
100	0.5491660	0.2924550	0.7180281	0.0968420	0.5091189	0.1097379	0.6031455	0.6007033	0.0201457	0.0525386
150	0.4420279	0.3386274	0.7309635	0.1380745	0.4603439	0.0658506	0.5335905	0.8617687	0.0157774	0.0507409
200	0.4721463	0.2372067	0.7924595	0.1069940	0.4045649	0.1042826	0.8325889	0.7884092	0.0119346	0.0429244
250	0.5529349	0.2732414	0.6697534	0.0993065	0.5347570	0.0759880	0.6732550	0.7703682	0.0224633	0.0723436
300	0.4580916	0.2021069	0.7779067	0.1047498	0.5790966	0.0782115	0.7100390	0.6832581	0.0312773	0.0712391
350	0.5703799	0.2275014	0.6047405	0.1139235	0.5162710	0.1139363	0.6675831	0.6613147	0.0044702	0.0548803
400	0.5971403	0.3083952	0.5919644	0.1515281	0.5666357	0.1036207	0.6242854	0.7467075	0.0262795	0.0531932
450	0.5177092	0.2718316	0.8043533	0.1008446	0.5255943	0.0586749	0.5456980	0.7039447	0.0060003	0.0580650
500	0.6571053	0.3111769	0.7518171	0.1091366	0.6051124	0.0518048	0.5320050	0.5871208	0.0088444	0.1002475
550	0.4521523	0.3184026	0.7498577	0.1774366	0.2134023	0.1386207	0.6401801	0.6761327	0.0146709	0.0495465
600	0.5576677	0.3101700	0.7197954	0.2477859	0.0800568	0.1757077	0.6058387	0.6520344	0.0061520	0.0669531
650	0.5412948	0.2265800	0.7738099	0.3667283	0.0310797	0.1663513	0.5465107	0.6362261	0.0025605	0.0759110
700	0.4957168	0.2693032	0.7029913	0.2912192	0.0232203	0.2315502	0.5555227	0.6995645	0.0180993	0.0542249
750	0.5278021	0.3041827	0.6026584	0.5547674	0.0334992	0.2134728	0.7064774	0.7829170	0.0311486	0.0409271
800	0.4827783	0.3566297	0.7418727	0.4212091	0.1515587	0.2173938	0.6911837	0.6444991	0.0244466	0.0398346
850	0.5357135	0.3284773	0.6352772	0.3932212	0.1259092	0.1923357	0.5431830	0.6678209	0.0112586	0.1082112
900	0.6079362	0.3777784	0.6145612	0.3085468	0.0866070	0.1826356	0.6266346	0.7539665	0.0104283	0.0364774
950	0.4693985	0.3411141	0.8514152	0.4000391	0.0684853	0.1942335	0.6111734	0.7067661	0.0091990	0.0890109
1000	0.5150592	0.2566243	0.6066506	0.4720267	0.0728597	0.2035594	0.6702636	0.8386618	0.0130014	0.0809887

0	0.5785615	0.3725537	0.6985578	0.3562061	0.0596599	0.2905485	0.5709807	0.6409324	0.0204661	0.0685841
50	0.2006333	0.2608283	0.6862619	0.3665010	0.0684243	0.3167015	0.4002303	0.7480725	0.2567051	0.0526630
100	0.1616566	0.2809829	0.5978675	0.3474626	0.1232786	0.3410532	0.3801805	0.6511106	0.3168115	0.0955437
150	0.1066456	0.3571021	0.5286894	0.1935721	0.0817447	0.3592052	0.3926669	0.8026868	0.3159183	0.0687081
200	0.1334783	0.3776745	0.5107045	0.3136448	0.0665720	0.4769259	0.4797980	0.6906433	0.2874894	0.1254130
250	0.1114802	0.3487803	0.5111626	0.2184525	0.0574706	0.2930864	0.4845097	0.6716465	0.2467963	0.0912399
300	0.1446317	0.3614491	0.6913246	0.3475828	0.0301143	0.2793023	0.3878479	0.7623493	0.3302241	0.1444677
350	0.0969726	0.4442256	0.6454942	0.3700277	0.0575792	0.2737047	0.4503864	0.5687205	0.2488500	0.0531172
400	0.1257897	0.2981924	0.4843078	0.3002483	0.0490862	0.3588404	0.3967214	0.7120037	0.2803672	0.0828263
450	0.1085945	0.3880602	0.5486122	0.2135819	0.0418927	0.3345548	0.3461788	0.6916846	0.2271601	0.0459475
500	0.1201538	0.3772171	0.7195149	0.3247688	0.0340835	0.4065670	0.5183744	0.6086556	0.2502443	0.0741607
550	0.3282616	0.3533111	0.6989612	0.3608780	0.0828147	0.3288676	0.5757929	0.6353365	0.1352771	0.0539740
600	0.3930888	0.3143069	0.7132745	0.3324316	0.0985709	0.2654410	0.5627278	0.6528467	0.0424405	0.0661184
650	0.4315887	0.2843227	0.7275382	0.4346165	0.1320941	0.2145661	0.5187897	0.8053584	0.0253079	0.0777248
700	0.4575910	0.2791116	0.8232907	0.2649311	0.0845309	0.2801648	0.6011404	0.7219305	0.0106175	0.0944366
750	0.5040486	0.3041730	0.9382314	0.3420184	0.0547010	0.2038134	0.5997430	0.7518438	0.0094132	0.0518730
800	0.5365443	0.2728560	0.6925217	0.3769859	0.0527095	0.1764222	0.6730996	0.7862525	0.0217725	0.1177476
850	0.4581942	0.3500401	0.5220420	0.4547837	0.0557555	0.2299792	0.4941993	0.6923514	0.0190844	0.0618599
900	0.4392147	0.3052527	0.6612238	0.3789494	0.1081231	0.1677826	0.6059460	0.6712636	0.0093052	0.0362666
950	0.5543421	0.2995763	0.6083761	0.3833346	0.1191674	0.2153345	0.6723235	0.6915582	0.0313399	0.0906170
1000	0.4739335	0.2824279	0.7653797	0.4098928	0.0578951	0.2516837	0.5807098	0.7768240	0.0168961	0.0662955

0	0.5459410	0.3367963	0.7381026	0.4262795	0.0652301	0.1749016	0.6695705	0.6754683	0.0121076	0.0418493
50	0.5597369	0.2675951	0.6323332	0.2262796	0.2037442	0.2853618	0.2745028	0.6561566	0.4798521	0.0114634
100	0.4855001	0.2434380	0.6507317	0.2673080	0.1526467	0.3948619	0.2897004	0.5057588	0.5805132	0.0028335
150	0.4775921	0.3766263	1.0000000	0.2575618	0.2464576	0.5658942	0.1977580	0.4342349	0.5845588	0.0024508
200	0.4681802	0.3280065	0.8549838	0.2526206	0.2527962	0.5632104	0.2699567	0.4939146	0.5891896	0.0006974
250	0.4661089	0.2579289	0.7203561	0.2705411	0.2398060	0.4676661	0.2307416	0.5872100	0.7826491	0.0115267
300	0.6838601	0.3618985	0.7735707	0.2602343	0.1920215	0.4114479	0.2583180	0.5319577	0.7248091	0.0176871
350	0.6527647	0.2654496	0.7413306	0.2706820	0.2397190	0.5400012	0.1513463	0.6398984	0.7265642	0.0302519
400	0.5729974	0.3453830	0.7008476	0.1676787	0.1970211	0.5931678	0.2202941	0.6436552	0.8291244	0.0148354
450	0.5667468	0.2430384	0.7208279	0.2086481	0.1409562	0.5984526	0.2601270	0.6190313	0.7161846	0.0153567
500	0.4925848	0.2562655	0.6529465	0.1913333	0.1867829	0.5893727	0.2102115	0.5906320	0.8428816	0.0136971
550	0.5390788	0.2182141	0.7317681	0.2467061	0.0665083	0.5029304	0.4584977	0.6076949	0.3244608	0.0451082
600	0.4826481	0.2562038	0.6955655	0.3445741	0.0782709	0.3743348	0.5560665	0.6142082	0.0789961	0.0481268
650	0.4849612	0.2364535	0.7344246	0.4220722	0.0724664	0.3101407	0.5456230	0.6693034	0.0365200	0.0357564
700	0.4671804	0.2105604	0.8254676	0.3931962	0.1037620	0.3935229	0.5829549	0.7228191	0.0219479	0.0384904
750	0.5178175	0.2397655	0.7372632	0.3941652	0.0867103	0.2460946	0.6556823	0.7452230	0.0225117	0.0755894
800	0.4688686	0.3690168	0.7993523	0.4555156	0.0809699	0.2178230	0.5477056	0.7058723	0.0125232	0.0734642
850	0.5999581	0.2466823	0.7735733	0.4374614	0.1309297	0.1695774	0.6684585	0.5687130	0.0102255	0.1007390
900	0.4908390	0.2350498	0.7257551	0.3758064	0.0791779	0.2850773	0.6415034	0.4875427	0.0057896	0.0450132
950	0.4380792	0.2824685	0.9381717	0.3507971	0.0854996	0.2180656	0.5562969	0.6726087	0.0093722	0.0502825
1000	0.6810643	0.2189250	0.6825575	0.3565919	0.1414568	0.2107524	0.5996679	0.6552566	0.0181281	0.0449788

0	0.4862390	0.4420308	0.7947784	0.3840204	0.0811193	0.2154501	0.5925033	0.7750052	0.0047311	0.0536961
50	0.5655043	0.2431231	0.7468388	0.5444537	0.1045943	0.2295559	0.6188136	0.7517381	0.0907983	0.0713645
100	0.4848837	0.2973011	0.8105282	0.4232848	0.0822690	0.2375439	0.7777559	0.7787916	0.0998108	0.0571953
150	0.5249443	0.3954344	0.7859269	0.4155557	0.1091437	0.2368771	0.5599617	0.6966863	0.1273002	0.0716867
200	0.5235595	0.3394242	0.7858305	0.4453457	0.1877457	0.1912705	0.6251654	0.6965655	0.1267099	0.0386896
250	0.4832997	0.2404541	0.7244552	0.4311237	0.0947392	0.2286933	0.6204128	0.6692145	0.1094085	0.0508556
300	0.4426825	0.2919396	0.7136663	0.3841265	0.1135280	0.1856398	0.5316928	0.6070903	0.1329472	0.1108631
350	0.5372518	0.3956544	0.7565709	0.5238600	0.0634910	0.2072430	0.5436721	0.6858811	0.1278297	0.0485223
400	0.4920737	0.3734610	0.8282921	0.4696447	0.1345115	0.2004682	0.5579923	0.6585383	0.0950538	0.0398162
450	0.4724805	0.2609617	0.7895133	0.4269883	0.1534464	0.2584735	0.5777043	0.7615045	0.1316628	0.0481699
500	0.4801289	0.3980794	0.8117535	0.4445906	0.2278594	0.2422220	0.6468779	0.7086614	0.0944971	0.0585349
550	0.4858207	0.2343106	0.7875942	0.3495546	0.0667261	0.1760920	0.6463801	0.7384522	0.0332722	0.0376123
600	0.5247415	0.2563610	0.6519545	0.2641798	0.0879192	0.2479350	0.5975488	0.8138625	0.0141270	0.0562140
650	0.5792140	0.2928183	0.7929528	0.4798844	0.0674973	0.2595157	0.5434005	0.6060335	0.0033830	0.0472643
700	0.5899995	0.3335269	0.6454094	0.3591806	0.0652854	0.3038385	0.5393210	0.6275146	0.0231603	0.0458037
750	0.4724451	0.2846920	0.8248248	0.4265710	0.1287136	0.1950364	0.6012921	0.8037843	0.0247007	0.0384229
800	0.5570318	0.3347035	0.7974052	0.4205031	0.0833024	0.2502810	0.5268499	0.6991685	0.0124826	0.0549559
850	0.5567872	0.2127280	0.7409007	0.4220026	0.1057074	0.3556772	0.6214246	0.6968764	0.0169437	0.0299055
900	0.5738646	0.2450917	0.7774392	0.3222545	0.0859315	0.2644546	0.6573592	0.6593793	0.0032267	0.0599546
950	0.5661855	0.1960122	0.6305788	0.3835269	0.0948526	0.2392380	0.5561464	0.7917090	0.0016834	0.0948955
1000	0.4941607	0.3223280	0.8030827	0.3152912	0.1099718	0.2871792	0.5451092	0.7510551	0.0119486	0.0394495

0	0.5405665	0.3897787	0.7501313	0.4661807	0.0584037	0.1944611	0.7063619	0.8205392	0.0071901	0.0595359
50	0.4425464	0.2523982	0.7547345	0.2490044	0.4935577	0.1351270	0.6691703	0.6668478	0.4638903	0.0478524
100	0.5053754	0.2965668	0.7275551	0.1876964	0.5133312	0.1028843	0.5050983	0.6570335	0.7499979	0.0317465
150	0.4083848	0.3069386	0.7099161	0.1538394	0.5371428	0.0802860	0.6461428	0.4070877	0.6380016	0.0351583
200	0.4350020	0.3840636	0.6448146	0.1449674	0.4813927	0.0848522	0.6271464	0.2599478	0.5508589	0.0660693
250	0.4967533	0.2761949	0.8936368	0.0826721	0.4777164	0.0876147	0.5669524	0.2365018	0.7033570	0.0493924
300	0.5353452	0.4016971	0.8041560	0.1485471	0.4960707	0.1096572	0.7126882	0.2161882	0.7117315	0.0732440
350	0.4102755	0.3983603	0.8379129	0.1266292	0.4646825	0.1211588	0.6637468	0.2814792	0.6871353	0.0621339
400	0.4586755	0.3360289	0.7008789	0.1133548	0.5100522	0.1102429	0.4571370	0.3129797	0.7043643	0.0543764
450	0.5158162	0.3127830	0.8652495	0.1518965	0.4453724	0.1222382	0.6536077	0.2931300	0.8427011	0.0589177
500	0.4189942	0.2566887	0.8132492	0.2282159	0.4281727	0.1149332	0.7198706	0.2173741	0.6149535	0.0789622
550	0.5153686	0.3199748	0.6516359	0.2014760	0.1247569	0.2079962	0.5774035	0.3147466	0.2962806	0.0382168
600	0.4763603	0.3293468	0.7217800	0.2687293	0.0722350	0.2696110	0.5552471	0.5119412	0.1403885	0.0559228
650	0.5177060	0.2273879	0.7409648	0.3711009	0.0542462	0.2025381	0.5116373	0.6930249	0.0704406	0.0552860
700	0.6875748	0.3363195	0.6454765	0.4079276	0.1295045	0.2931255	0.5586961	0.6831725	0.0216202	0.0465210
750	0.6189729	0.2612795	0.7270536	0.3863091	0.1698024	0.3068356	0.5198516	0.6794745	0.0116499	0.0559609
800	0.6589618	0.3108753	0.7003065	0.3397045	0.0670794	0.2396454	0.5994028	0.6399751	0.0167926	0.0361615
850	0.6714848	0.3428211	0.6936762	0.2989563	0.0590293	0.2240292	0.6635714	0.5638215	0.0298386	0.0288200
900	0.4986095	0.2906496	0.7176179	0.3387681	0.0814848	0.2206178	0.5350449	0.7097252	0.0187131	0.0787572
950	0.5027501	0.2980165	0.7344524	0.4351445	0.0915888	0.2161328	0.6209231	0.7841404	0.0224209	0.0489551
1000	0.5308690	0.2794000	0.5840554	0.4120416	0.0929023	0.1358684	0.4652910	0.7848223	0.0254258	0.0889868

0	0.5765792	0.3407386	0.7345976	0.5492447	0.0921260	0.2366006	0.6189893	0.6761868	0.0041097	0.0847461
50	0.5344264	0.2605329	0.8050491	0.1919856	0.3121644	0.1539077	0.5462688	0.7150397	0.3295398	0.0551710
100	0.5662372	0.1844313	0.7187249	0.1396787	0.3614184	0.1296426	0.6429381	0.7318478	0.4989064	0.0546150
150	0.6264561	0.1413816	0.7888661	0.1497402	0.3498255	0.0674808	0.5599074	0.5592819	0.4838718	0.0892677
200	0.6205374	0.1480914	0.8571132	0.1378981	0.3617481	0.0288675	0.6135709	0.5038626	0.4957822	0.0790063
250	0.5643005	0.1446955	0.7962006	0.0972362	0.3265652	0.0702240	0.6185714	0.5377424	0.4311772	0.0499730
300	0.6943434	0.1883594	0.7956403	0.1180046	0.3635575	0.0421332	0.5886199	0.6534660	0.5177406	0.0529443
350	0.7001667	0.2820625	0.6761718	0.1435612	0.3781879	0.0334062	0.5276813	0.4519421	0.4505639	0.0620089
400	0.6219882	0.1387554	0.6514458	0.1279285	0.3595154	0.0242231	0.4460564	0.4405107	0.5047780	0.0751072
450	0.6108626	0.1714477	0.7407799	0.1485495	0.3533266	0.0472445	0.4813324	0.4182458	0.4142888	0.0394824
500	0.6574867	0.1477566	0.7395784	0.1180268	0.2590286	0.0646434	0.4551427	0.4225827	0.5272792	0.0862968
550	0.7255054	0.2781466	0.7018159	0.3164389	0.1251398	0.1676144	0.6402710	0.5757134	0.1611766	0.0324589
600	0.7395573	0.3084826	0.6331368	0.3021933	0.0572316	0.1915737	0.6921704	0.5907619	0.0750157	0.0790765
650	0.5285378	0.2651989	0.7368099	0.2968240	0.0336047	0.2038721	0.7463946	0.7169776	0.0211827	0.0638092
700	0.5070425	0.3649877	0.7516355	0.4626046	0.0599788	0.2765540	0.5459989	0.7593006	0.0216332	0.0487668
750	0.5329661	0.4026879	0.6986375	0.3697376	0.0780761	0.2396586	0.6427202	0.8397059	0.0114392	0.0590785
800	0.4759240	0.3751888	0.6126519	0.3181606	0.1406821	0.1671079	0.7404428	0.7902865	0.0080570	0.0443618
850	0.3610613	0.3465593	0.6977494	0.4508041	0.1072443	0.2263986	0.7604457	0.7529734	0.0048853	0.0320626
900	0.4610688	0.3619097	0.6873914	0.4155505	0.0602215	0.2303462	0.4745650	0.6634395	0.0173583	0.0546480
950	0.5875073	0.2922314	0.6677322	0.3877613	0.0868600	0.2543551	0.4895485	0.7435794	0.0219014	0.1137991
1000	0.4453794	0.2766709	0.7362714	0.3415622	0.1030087	0.1994164	0.5852619	0.7642035	0.0214725	0.0607043

0	0.5040679	0.3964053	0.7370265	0.4108693	0.0852877	0.2991721	0.5964217	0.7089151	0.0078814	0.0807638
50	0.2403633	0.2561713	0.7114653	0.2221453	0.1637935	0.2579770	0.1889843	0.3063023	0.0103557	0.0723845
100	0.2831676	0.3588235	0.6472087	0.2727168	0.0944180	0.4160379	0.0423619	0.2006603	0.0059154	0.0619895
150	0.2437741	0.3903304	0.7477475	0.1543359	0.1138181	0.5491028	0.0485250	0.2313669	0.0333225	0.1695741
200	0.2575997	0.2999456	0.7647589	0.1443198	0.1221881	0.5354943	0.0725479	0.1548846	0.0275318	0.2815608
250	0.2179360	0.2721340	0.7260783	0.1078034	0.1004615	0.7547381	0.0417832	0.1697847	0.0914415	0.2955652
300	0.2853718	0.3679662	0.8426808	0.0853525	0.1259651	0.6681144	0.0339980	0.1472478	0.1483967	0.2642188
350	0.2269922	0.2435771	0.7214433	0.2065444	0.0752022	0.6677564	0.1087237	0.1225190	0.1062505	0.3864637
400	0.2540676	0.3646469	0.6310593	0.1393037	0.1201770	0.7806367	0.1169520	0.1606631	0.2529528	0.4731018
450	0.2724370	0.3034920	0.7401106	0.1886759	0.1427942	0.6433781	0.0941942	0.1795274	0.2993733	0.4026546
500	0.3112914	0.2759431	0.7362448	0.1242873	0.1041021	0.6055438	0.0548432	0.1632919	0.3019517	0.3019447
550	0.4452109	0.3219361	0.7447688	0.3169294	0.0559821	0.6765491	0.5755391	0.4860729	0.1621468	0.1716637
600	0.3777457	0.3495242	0.6725455	0.4686438	0.0676790	0.5252205	0.5592362	0.6035518	0.0887481	0.0951489
650	0.4788545	0.2915990	0.7272781	0.3790982	0.0515113	0.2176819	0.7101643	0.9079860	0.0519668	0.1200501
700	0.5310086	0.2857854	0.7172453	0.3952898	0.0740356	0.2340893	0.6274746	0.6322187	0.0117008	0.0490792
750	0.5516308	0.2417632	0.7302534	0.3701594	0.0990317	0.1969893	0.4581592	0.6912986	0.0255352	0.0486827
800	0.4362944	0.3378900	0.7917016	0.3949999	0.1174489	0.2163871	0.5528650	0.7211325	0.0332578	0.0443850
850	0.5994521	0.3249941	0.7917670	0.2927311	0.0877437	0.2527008	0.6555846	0.6830012	0.0126335	0.0684626
900	0.5194728	0.1953644	0.7751563	0.3246188	0.0767391	0.3099567	0.5730979	0.8175259	0.0396077	0.0363307
950	0.5607126	0.3015375	0.7433697	0.4751536	0.0344285	0.2724524	0.5276631	0.7588958	0.0109404	0.0388279
1000	0.4569057	0.3358437	0.6994368	0.5108715	0.0711045	0.2169708	0.6712351	0.6871698	0.0047621	0.0679222

0	0.5635012	0.2683370	0.7942441	0.3287143	0.0893558	0.1778119	0.5376573	0.8057499	0.0051911	0.0560732
50	0.3543000	0.2665809	0.6845316	0.1200952	0.3769379	0.2557203	0.5069711	0.8966638	0.0147727	0.0042237
100	0.3049867	0.2139663	0.5453475	0.0414852	0.4456066	0.2129179	0.6316848	0.7508892	0.0091393	0.0047395
150	0.3745402	0.2048936	0.5231028	0.0255555	0.4923691	0.1805254	0.6175545	0.8212319	0.0084610	0.0011710
200	0.4023300	0.2796167	0.5790042	0.0236432	0.5729909	0.2100605	0.5886029	0.7681436	0.0249279	0.0027274
250	0.3551986	0.2853887	0.6133857	0.0418431	0.4486221	0.2020060	0.5624321	0.7555562	0.0192489	0.0025959
300	0.3294219	0.2457650	0.5671273	0.0529448	0.4863897	0.1731104	0.7233090	0.6564594	0.0123171	0.0001045
350	0.3492355	0.2926800	0.4993495	0.0173220	0.4287498	0.1787621	0.6598879	0.7309042	0.0066371	0.0000991
400	0.3863545	0.2809675	0.4666184	0.0275118	0.5266697	0.2007249	0.7026005	0.7355334	0.0134892	0.0001816
450	0.3194383	0.2718161	0.5991901	0.0402604	0.5171528	0.2309025	0.5399621	0.7454119	0.0280985	0.0006627
500	0.4427381	0.2625711	0.6862057	0.0157318	0.5514371	0.2274801	0.5279827	0.7356999	0.0270245	0.0031540
550	0.5279627	0.1947476	0.7518203	0.1836216	0.1354650	0.2106877	0.5082049	0.7151001	0.0072670	0.0507193
600	0.5629667	0.2818308	0.6978377	0.2587065	0.0801384	0.2534133	0.6381377	0.7505126	0.0080816	0.0323649
650	0.4556482	0.2496852	0.7495456	0.2719761	0.0377228	0.2462569	0.6375991	0.8101919	0.0215121	0.0580885
700	0.6380051	0.3578871	0.7216157	0.3707691	0.0602467	0.2177770	0.4619394	0.6410962	0.0282492	0.0539987
750	0.5815693	0.3815357	0.6393634	0.3487197	0.0508641	0.2058268	0.6140643	0.7946217	0.0079033	0.0646173
800	0.5140470	0.2335597	0.5700884	0.3776667	0.1140396	0.2718212	0.5231155	0.6358842	0.0122981	0.0728237
850	0.5271211	0.3053586	0.6862814	0.3122976	0.1054972	0.3296542	0.4774898	0.6675793	0.0175163	0.0465322
900	0.4257600	0.3059156	0.6854087	0.3219019	0.0600213	0.2164626	0.5807906	0.5044470	0.0144881	0.0617371
950	0.4852040	0.3488696	0.7763447	0.3280270	0.0418229	0.2355844	0.6873599	0.6134373	0.0213547	0.0732435
1000	0.4897194	0.2611733	0.8021997	0.3770060	0.0416047	0.2350858	0.5992845	0.7605958	0.0105936	0.1034330
