"Time"	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C
800	0.2755500	0.9483559	0.5004940	0.2897117	0.0909392	0.3343784	0.2774610	0.5889994	0.9436329	0.9668898
850	0.2300811	0.9575421	0.5060060	0.3237156	0.0937150	0.3179338	0.2860527	0.4976713	0.9750249	0.9831340
900	0.2296973	1.0104622	0.3372362	0.3348495	0.0740951	0.3175746	0.2337324	0.5410137	0.9222788	1.0098361
950	0.1901238	1.0186882	0.3484018	0.3433370	0.0233612	0.4211779	0.2492820	0.5395394	0.9404366	1.0178506
1000	0.1731692	0.9817119	0.2536246	0.4017009	0.0466002	0.4431725	0.2339787	0.5473850	1.0029107	1.0976326

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.0982967	0.9305664	0.2580859	0.3786299	0.0826515	0.4324761	0.1002790	0.6723983	0.9267348	1.0433903
100	0.0488083	1.0274332	0.2153792	0.3938162	0.0869748	0.7486268	0.0373594	0.6788595	0.9192689	0.9530942
150	0.0305466	1.0092399	0.2515168	0.4878886	0.2268237	0.9469583	0.0183691	0.6625672	0.9687404	0.9787617
200	0.0098893	1.0340710	0.2090075	0.5796388	0.2960769	0.9488353	0.0114096	0.5842544	1.0209028	0.8934174
250	0.0068507	1.0353607	0.1688945	0.6236205	0.3504854	0.9537456	0.0145130	0.5355463	1.0097270	0.9986197
300	0.0010087	0.9800239	0.1473622	0.6570202	0.3773171	0.9851145	0.0113707	0.4555703	0.9567688	0.9162128
350	0.0051676	0.9081423	0.1329268	0.6820972	0.3589666	1.0201828	0.0057176	0.5316799	0.8604978	0.9228835
400	0.0110545	0.9303094	0.1038849	0.7396475	0.3716719	0.9886315	0.0045345	0.7125741	0.9331903	0.8949201
450	0.0250091	0.9104235	0.1021622	0.7847355	0.4024336	1.0080352	0.0034805	0.6413770	0.9677104	0.9270651
500	0.0048328	0.9303898	0.1216031	0.6749414	0.3484119	0.9591384	0.0035012	0.5501864	0.9401152	0.9346152
550	0.1551036	1.0408701	0.1080893	0.7072938	0.4099100	0.9504165	0.1332927	0.7395658	0.8969588	1.0904124
600	0.2106738	0.9619344	0.0991871	0.7963384	0.3271904	0.8246462	0.2078675	0.7243204	0.9417698	0.9998402
650	0.2224256	0.9248618	0.0883647	0.6885886	0.2877077	0.6741199	0.2532001	0.5159527	0.9299733	0.9549385
700	0.2432121	0.8930385	0.1206654	0.6446669	0.2071680	0.4798987	0.2728563	0.5445703	0.8847447	0.8793755
750	0.2616939	0.8648479	0.1265376	0.5542398	0.1357532	0.4411204	0.2442335	0.6784665	0.8997373	0.9734601
800	0.2547259	0.9751381	0.1159337	0.4532775	0.1101849	0.3671309	0.2345103	0.6616910	0.9157355	1.0081916
850	0.2128279	0.9188455	0.1842628	0.4635393	0.0721704	0.4227377	0.2336635	0.6334599	0.9369834	1.0072211
900	0.1763815	0.9652530	0.2047591	0.4769822	0.0730068	0.4240524	0.2231297	0.6881315	0.9323423	1.0344594
950	0.1988458	0.9654197	0.1859083	0.4387437	0.0862544	0.4373685	0.2765462	0.7675380	0.9274778	1.0081630
1000	0.2075616	0.9486861	0.1811028	0.3581373	0.0526837	0.3547816	0.2379740	0.6915692	0.9499372	0.9983012

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.2209108	1.0628527	0.1543536	0.4569599	0.3579524	0.3615157	0.2562904	0.6092617	0.9398489	0.8969035
100	0.2010424	1.0287623	0.0933541	0.3778188	0.4107834	0.3283027	0.2722223	0.5832402	1.0046522	0.8782220
150	0.2265769	1.0598333	0.0824505	0.3491857	0.4678863	0.3375071	0.2590807	0.6021991	0.9887735	0.9746079
200	0.2047306	1.0969496	0.1083914	0.3625918	0.4734322	0.3472416	0.2687852	0.6407804	0.8942813	0.9651975
250	0.2008584	0.9335563	0.1132202	0.3378325	0.4407755	0.3085637	0.2667586	0.6780271	0.9150010	0.9597450
300	0.2140839	0.8944741	0.1562846	0.3140998	0.3868426	0.3315378	0.2468515	0.6017787	0.8753332	0.9341092
350	0.2081612	0.9183566	0.1158543	0.3065559	0.4201240	0.3475709	0.2289892	0.6325435	0.9019324	0.9654848
400	0.1961553	0.9796728	0.0981108	0.4467487	0.4630121	0.3438953	0.2067596	0.7586037	0.9707271	0.9727641
450	0.1563598	0.9608831	0.1414125	0.4468873	0.3801453	0.3537808	0.2340757	0.6466956	0.8611079	0.9499064
500	0.1549336	0.9596455	0.1291863	0.3655290	0.4021394	0.3643623	0.2329411	0.5602616	1.0135027	0.9742419
550	0.2205129	0.9863049	0.1960654	0.3823787	0.1376033	0.3344294	0.2384712	0.6010413	0.8806090	1.0074064
600	0.2044610	0.9270405	0.2462357	0.3585063	0.0870267	0.3520966	0.2542366	0.6029933	0.8833681	1.0156542
650	0.1904352	0.9747207	0.2751727	0.3509292	0.0615583	0.3571763	0.2343664	0.5447933	1.0556777	0.9869354
700	0.2141221	1.0554473	0.2481104	0.3609155	0.0764585	0.3921000	0.2337056	0.5836610	1.0404384	0.9663366
750	0.1879335	0.9253746	0.2134210	0.4220533	0.0781664	0.3929999	0.2489995	0.6002609	1.0003313	1.0004402
800	0.1932894	1.0252036	0.2319871	0.4253155	0.0932984	0.4010179	0.2582155	0.6242503	0.9366363	1.1030362
850	0.2274662	0.9844766	0.2428850	0.4060568	0.0757613	0.3223088	0.2469071	0.5800705	0.9888197	1.0299954
900	0.2424788	1.0197644	0.2073347	0.3417103	0.0525202	0.3856234	0.2563977	0.6437671	0.9525512	0.9442303
950	0.2135414	0.9372300	0.2767883	0.3305906	0.0565437	0.4380162	0.2322467	0.5752903	0.9396592	0.9681197
1000	0.1893962	0.9687853	0.3499161	0.3825760	0.0546827	0.4983652	0.2316195	0.5285779	0.9059866	1.0118717

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.0708195	1.0342936	0.1342097	0.4112354	0.5859533	0.0760636	0.2227016	0.3513653	0.9325306	0.9956027
100	0.0387809	1.1195399	0.0764231	0.2943465	0.6846820	0.0386229	0.2395427	0.3911767	0.9600623	1.0393377
150	0.0263763	1.1211082	0.0862200	0.1985156	0.7430196	0.0192504	0.2413748	0.3809935	0.9702301	1.0244128
200	0.0269082	1.0780919	0.1322788	0.1738919	0.7320753	0.0134625	0.2485058	0.3141466	0.9193498	1.0794976
250	0.0216890	1.1288220	0.1633601	0.1543431	0.7741819	0.0080890	0.2295346	0.4344804	0.9063289	1.0416215
300	0.0250561	1.1473777	0.1633903	0.1628582	0.7647574	0.0234357	0.2369001	0.4532783	0.9950087	1.0435780
350	0.0259965	1.1043365	0.2178305	0.1773606	0.7029768	0.0119067	0.2573777	0.4024107	0.9443721	1.0358602
400	0.0272907	1.1140103	0.1946945	0.1567794	0.6830950	0.0155367	0.2696361	0.3577244	1.0233229	0.9820335
450	0.0221087	1.0317624	0.2316599	0.1605427	0.7271582	0.0090103	0.2880012	0.3701249	0.8523931	0.9082386
500	0.0320361	1.0360892	0.2867133	0.1781962	0.6717812	0.0118726	0.3063649	0.4652494	0.8394377	0.9994945
550	0.0778933	1.0329996	0.4649324	0.1427851	0.1607769	0.2338896	0.3014243	0.6868508	0.9108380	1.0168930
600	0.1406895	1.0037993	0.6742403	0.1673677	0.0596006	0.3026555	0.2090508	0.7345479	0.9207261	1.0195743
650	0.1744119	1.0445002	0.5920876	0.2811452	0.0371031	0.3551436	0.2542683	0.7068323	0.8351946	0.9203662
700	0.1955162	0.9806829	0.4405336	0.3305731	0.0538052	0.3807578	0.2140370	0.7840490	0.8645717	0.9707380
750	0.1467024	1.0530373	0.3498664	0.3663455	0.0331382	0.3074021	0.2582748	0.7213639	0.8843039	1.0374041
800	0.1819539	1.0970075	0.3092045	0.3325255	0.0310330	0.3736227	0.2846523	0.7604994	0.9186324	1.0055352
850	0.1792735	1.0824582	0.2883668	0.3668029	0.0438343	0.2811544	0.2436904	0.6495450	0.9939423	0.9430880
900	0.2158952	1.0325805	0.2741767	0.3336276	0.0489098	0.3742515	0.2678735	0.5140001	0.9189078	0.9257888
950	0.2315536	1.0105935	0.2950173	0.3563836	0.0640536	0.4317688	0.2576612	0.6443045	0.8813549	1.0231475
1000	0.2221845	0.9858647	0.2402672	0.3813528	0.1007839	0.3940616	0.2223169	0.7399708	1.0180107	1.0697117

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.2078514	0.9330617	0.2223368	0.7738055	0.1495091	0.3621563	0.2497755	0.3868061	1.0095730	0.9824258
100	0.1972058	1.0132986	0.1662155	0.8395623	0.1793263	0.3617259	0.2542327	0.4059093	0.9420742	0.9453465
150	0.2008187	1.0050431	0.1388960	0.8690428	0.1994944	0.3114278	0.2315066	0.6551637	0.8938299	1.0132743
200	0.2093661	1.0323718	0.1039396	0.9338925	0.2068321	0.3606324	0.2176613	0.7399862	0.9492394	0.9876610
250	0.2578297	0.9758488	0.0633637	1.0035016	0.1933517	0.4407631	0.2122946	0.6431442	0.9754616	1.0190710
300	0.3087248	0.8915184	0.1038088	0.9707294	0.1611606	0.4398118	0.2574874	0.5469617	0.9305080	0.9972480
350	0.2632717	0.7738591	0.0770231	0.9723917	0.2025575	0.3363010	0.2538514	0.5751275	0.9089464	0.9955426
400	0.3378923	0.7358590	0.0944176	0.9383837	0.1942010	0.3670346	0.2527859	0.6241840	0.8615540	1.0581041
450	0.2677369	0.7040690	0.0878086	0.9818230	0.1790184	0.4032364	0.1958720	0.7116258	0.9302097	0.9833119
500	0.3544679	0.8679124	0.1075437	0.9105114	0.2109177	0.3965771	0.2647457	0.7072650	0.8897173	0.9441571
550	0.3094035	0.8972980	0.0977187	0.6408711	0.1202012	0.3941226	0.2445456	0.7381842	0.9240557	0.9712939
600	0.2681843	0.9070740	0.1422580	0.4788036	0.0884000	0.4413621	0.2320425	0.7349837	0.9140417	0.9994723
650	0.2628254	0.9742459	0.1493068	0.4590131	0.0733078	0.4343184	0.2626281	0.6522819	1.0453882	0.9982843
700	0.2250618	0.9361696	0.1936488	0.4509120	0.0703729	0.4184609	0.2454475	0.5595337	0.9912754	0.9888759
750	0.2060170	0.8893706	0.1578752	0.4644159	0.0753828	0.3720158	0.2297902	0.5520155	1.0302731	0.9478047
800	0.2505642	0.9891545	0.2289306	0.3982341	0.0770929	0.3457427	0.2308585	0.4610720	0.9555712	1.0363529
850	0.2366797	0.9924495	0.2489259	0.4128683	0.0725348	0.3497394	0.2129517	0.5036516	0.9447577	1.1300545
900	0.2590388	0.8775901	0.2626817	0.3699126	0.0666901	0.3450063	0.2537542	0.6658889	0.9076159	1.0751142
950	0.2606077	0.9625047	0.2867367	0.3767855	0.0702170	0.3439404	0.2776872	0.6557910	0.9630794	0.9960250
1000	0.2517163	0.9269395	0.2579745	0.3759518	0.0612113	0.3343855	0.2862383	0.6305683	0.9185188	0.9692756

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.2688457	1.0558062	0.2111822	0.4342606	0.0861506	0.5267235	0.0927926	0.5006059	0.9987431	0.8841919
100	0.2376380	1.0097603	0.2569188	0.4950633	0.1249739	0.7700950	0.0347910	0.5124527	0.9754007	0.8780524
150	0.2325710	1.0496398	0.2011852	0.5584015	0.2103624	0.9889959	0.0135766	0.6206293	0.9930008	0.9775887
200	0.2199021	1.0181951	0.1752220	0.6699476	0.3124799	1.0524549	0.0054627	0.6092890	0.9839620	0.9429333
250	0.2258157	0.9923375	0.1495282	0.6412846	0.3739812	0.9250688	0.0024599	0.6705791	0.9890568	1.0093139
300	0.1643159	1.0234379	0.1369717	0.6175757	0.3430755	0.9348799	0.0086644	0.6250099	0.9918814	0.9819679
350	0.2094461	0.9338750	0.1214579	0.6559489	0.3413382	1.0310128	0.0091280	0.5715090	0.9584820	1.0406784
400	0.2418192	0.9274753	0.1444752	0.5714111	0.3934140	1.0338156	0.0063663	0.5825213	0.9903395	1.0908366
450	0.2557734	0.8969260	0.1477327	0.6175376	0.3831317	0.9583184	0.0038609	0.6208105	0.9347190	1.0499325
500	0.2450702	0.9932865	0.1672495	0.7007519	0.3978623	0.9691465	0.0115662	0.5207055	0.9849436	0.9956451
550	0.2341443	0.9613525	0.1244324	0.6473748	0.3900916	0.9495992	0.1777794	0.6017604	0.9085658	1.0175033
600	0.2100147	0.9920376	0.1329508	0.7479176	0.4019623	0.8553399	0.1615071	0.7013818	0.9462170	1.0468136
650	0.2494134	0.9293485	0.1181407	0.6912593	0.3074708	0.6633817	0.1887512	0.6500921	1.0579728	0.9767381
700	0.2668362	0.9296090	0.1235491	0.6451694	0.2700006	0.6405931	0.2458067	0.5479828	0.9664756	1.0082911
750	0.2552239	0.9265060	0.1312612	0.5782051	0.2105717	0.4700326	0.2341609	0.5770760	0.8964760	0.9719801
800	0.2632973	0.9312827	0.1487468	0.4977810	0.1275260	0.4429781	0.2235772	0.7129835	0.9242112	0.9492476
850	0.2581135	1.0287288	0.1724798	0.4451417	0.1091345	0.4307975	0.2864959	0.7404760	0.9144028	0.9236359
900	0.2136837	1.0449149	0.1797102	0.3914867	0.0894450	0.3915664	0.2332518	0.6467991	0.8997967	0.9051745
950	0.2282545	0.9579882	0.2253303	0.3384689	0.0729090	0.4335885	0.2221484	0.8204568	0.8588897	0.9007947
1000	0.2020494	0.9917064	0.1979980	0.3874133	0.0574913	0.3818515	0.1777208	0.6862308	0.8841881	0.9535665

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.2315731	0.9668562	0.2371480	0.4072908	0.0799445	0.4652438	0.1191751	0.2786793	0.9527285	0.9586822
100	0.2098042	1.0336360	0.2206567	0.4926474	0.1138432	0.8236689	0.0591214	0.1822720	0.9268464	1.0466389
150	0.2006696	0.9327995	0.2087100	0.5902155	0.1759241	0.9081447	0.0246332	0.1621473	1.0338085	0.9950248
200	0.2182916	1.0538513	0.2053179	0.5925547	0.2937883	0.9555521	0.0277333	0.0979656	1.1290039	0.9478000
250	0.1931690	0.9863815	0.1735711	0.6251290	0.3775436	1.0123770	0.0380713	0.1066523	1.0584896	0.9326431
300	0.2356682	0.9915427	0.1385480	0.6740760	0.3603128	0.8934793	0.0415623	0.1275990	1.0845882	1.0374453
350	0.2496774	1.0383169	0.1078368	0.6631701	0.3358443	0.9329061	0.0399904	0.0952176	1.0290613	0.9943812
400	0.2361808	1.0029952	0.1090817	0.6920043	0.3652704	0.9760609	0.0345796	0.0948409	1.0423605	0.9698924
450	0.2016092	0.9629018	0.1060769	0.7032701	0.2934764	1.0080894	0.0501273	0.0769137	0.9879753	0.9681251
500	0.1690488	0.9487939	0.1090865	0.7522151	0.3592093	0.9586386	0.0476998	0.1065708	0.9837290	1.0146071
550	0.2178565	0.9699195	0.1053868	0.6743341	0.3133988	0.7145589	0.2970083	0.3711617	0.9694718	0.9899495
600	0.2119440	1.0212272	0.1259850	0.7243384	0.2319864	0.4668975	0.2620276	0.6177659	0.8685916	1.0089223
650	0.1878335	0.8775434	0.1410351	0.5448334	0.1509829	0.3834826	0.2616937	0.6627847	0.9671392	0.9783561
700	0.1724618	0.9686640	0.1418237	0.4989026	0.0873831	0.3526277	0.2360315	0.5074558	0.9467869	1.0227017
750	0.2118137	0.9421939	0.1450039	0.3801359	0.0907426	0.3807674	0.2610239	0.5559240	0.9776178	1.0368618
800	0.2143800	0.9934504	0.2221338	0.3474590	0.0731082	0.4033706	0.2713529	0.5530447	1.0336765	1.0726865
850	0.1931530	0.9960402	0.2721297	0.2928570	0.0807843	0.2971710	0.2189850	0.5309075	0.9675821	0.9981829
900	0.1940714	1.0458638	0.3458804	0.3266620	0.0546078	0.3988597	0.2391770	0.5762846	0.9720856	1.0215046
950	0.2198380	1.0826933	0.3629878	0.3176654	0.0600139	0.3730835	0.2307971	0.6434852	0.9326115	1.0138537
1000	0.1998807	1.0334394	0.3480466	0.3259955	0.0759906	0.4566355	0.2307318	0.5779433	0.9857940	1.0452284

0	0.2042392	0.9896886	0.2695412	0.3588586	0.0818347	0.3957460	0.2364309	0.5634343	1.0026280	1.0655737
50	0.0900834	0.9872661	0.2524147	0.3808820	0.0805837	0.2716700	0.2287521	0.2824879	1.0059762	0.9835270
100	0.0716631	1.0155619	0.2058894	0.3109343	0.0379555	0.2269691	0.2258319	0.3477369	1.0427009	1.0234574
150	0.0510438	1.0107401	0.2819912	0.2600138	0.0337545	0.2242340	0.2336476	0.3805898	0.9010615	1.1046678
200	0.0505983	0.9536410	0.3541466	0.2525988	0.0265091	0.1600526	0.2385411	0.4323834	0.9562917	1.1139514
250	0.0425774	0.9684009	0.4234743	0.2859834	0.0435878	0.1527838	0.2626643	0.5157916	0.9692533	1.1053629
300	0.0348126	1.0016729	0.4090721	0.2244603	0.0665654	0.1762148	0.2446296	0.3806546	1.0023229	1.0557789
350	0.0542700	0.9714113	0.4090948	0.2100111	0.0357817	0.1781930	0.2221661	0.3610287	1.0978893	1.0061933
400	0.0478230	0.9702985	0.5133266	0.1959635	0.0282400	0.2384992	0.2568496	0.3424469	0.9729519	0.9866779
450	0.0556454	0.9950686	0.4080973	0.2588432	0.0545845	0.2438511	0.2402531	0.3212103	0.9497473	0.9609586
500	0.0510736	0.9978121	0.4382275	0.2385516	0.0450257	0.1862262	0.2257118	0.3988569	0.9425696	1.0377695
550	0.1375379	1.0031052	0.4361441	0.2296480	0.0215005	0.3273604	0.2152614	0.5717122	0.9273079	0.8843500
600	0.2157673	0.9505208	0.5018347	0.2585858	0.0278036	0.3359395	0.2333824	0.5740785	0.9420030	0.9401242
650	0.2075067	1.0419627	0.3835297	0.3054583	0.0566544	0.3669848	0.2237343	0.6187737	0.9082998	0.8476397
700	0.2557517	0.9637654	0.3628114	0.3642395	0.0923194	0.3934061	0.2569113	0.7031273	0.8887173	0.9984396
750	0.2385710	0.9481060	0.3002177	0.4087704	0.0602498	0.3672580	0.2801773	0.6577685	0.9170738	0.9689417
800	0.2440554	0.9624248	0.2494799	0.4229546	0.0776922	0.3782569	0.2498087	0.6060216	0.8940751	0.9745403
850	0.2210883	1.0216028	0.2018764	0.4022480	0.0798625	0.3591652	0.2994396	0.5237537	0.9264919	0.9502986
900	0.2281285	0.9779209	0.1833769	0.3928368	0.0596088	0.3320185	0.2344163	0.5035646	0.8852674	1.0139300
950	0.2207527	0.9249518	0.1909121	0.3745241	0.0859113	0.3987527	0.2091253	0.6641638	0.9758810	0.9575200
1000	0.2675733	1.0322855	0.2792960	0.3715055	0.0781353	0.4270005	0.2200494	0.6365782	0.9460199	0.9029377
