"Time"	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
800	0.6381458	0.0892076	0.4508584	0.1757370	0.8476424	0.7284955	0.3123167	0.3939430	0.0606300	0.7608917
850	0.7015079	0.0826250	0.5404896	0.1314591	0.5938908	0.7434686	0.1923055	0.3830079	0.0338513	0.7577367
900	0.6699849	0.0611252	0.3746087	0.1539771	0.7296245	0.7423905	0.1554027	0.3456184	0.0887597	0.6631743
950	0.6503956	0.0970133	0.5063446	0.1925576	0.8746271	0.6666490	0.1192842	0.4310620	0.0840075	0.8140079
1000	0.5982415	0.1141464	0.4171789	0.2090488	0.5985089	0.6305912	0.0855361	0.4751025	0.0460487	0.7911904

0	0.7142461	0.0909615	0.4853917	0.1967877	0.6799241	0.6227016	0.1031662	0.3568650	0.0419603	0.6158149
50	0.6882258	0.1457734	0.3733501	0.1912192	0.7371167	0.7506764	0.1194800	0.3486309	0.0377121	0.7371252
100	0.7912995	0.1088374	0.4809948	0.1506308	0.8180495	0.6082189	0.1723774	0.3420664	0.0444828	0.5110417
150	0.8281283	0.0739476	0.5985514	0.1053283	0.7317000	0.7123902	0.1821933	0.3005682	0.0550352	0.4289794
200	0.5949614	0.0778910	0.4562517	0.0559181	0.7367705	0.6102703	0.1231824	0.3410699	0.0493066	0.4905452
250	0.5957864	0.0682685	0.4964395	0.0813365	0.7129247	0.6900218	0.1458865	0.3723675	0.0780585	0.4114127
300	0.7444851	0.1319486	0.3585656	0.0812310	0.6309637	0.6369520	0.0754689	0.4024100	0.0601360	0.3711555
350	0.6581158	0.0709320	0.5117355	0.0542760	0.7758596	0.6333453	0.1282004	0.4167362	0.0747680	0.4296698
400	0.5849557	0.0694943	0.5096619	0.0620004	0.5673692	0.7566171	0.1623668	0.3039081	0.0880070	0.4617334
450	0.5031672	0.0812283	0.3925560	0.0548529	0.5887357	0.5996039	0.1885606	0.2313391	0.0879283	0.4294531
500	0.6709663	0.0787746	0.5031743	0.0578989	0.6658584	0.7064173	0.3067550	0.3128514	0.1167798	0.4914235
550	0.7211399	0.1024505	0.4914001	0.1253879	0.7192537	0.5393805	0.2122346	0.4018078	0.0467074	0.5591680
600	0.6673381	0.0755137	0.4460863	0.1727062	0.7617386	0.7796378	0.2040999	0.5186691	0.0751119	0.7643520
650	0.7883023	0.0976921	0.3073045	0.1970148	0.6260365	0.6183080	0.2216171	0.4086028	0.0767231	0.6676876
700	0.6880190	0.1388603	0.2960892	0.1930084	0.7486377	0.5898786	0.1054868	0.4768841	0.0707463	0.6958323
750	0.7531284	0.1370132	0.3672424	0.2407514	0.7276288	0.5652231	0.1306568	0.4529916	0.0973765	0.8044860
800	0.6457169	0.0794725	0.3769755	0.1657483	0.6739368	0.5884754	0.1951565	0.4765568	0.0394339	0.8996660
850	0.7958206	0.1072964	0.4335816	0.1707315	0.7176400	0.5257044	0.1014994	0.4456695	0.0530985	0.6668582
900	0.8610761	0.1367291	0.4153360	0.1384767	0.7163636	0.7039775	0.1432055	0.5331062	0.0187448	0.5971716
950	0.7548055	0.0856008	0.4175752	0.1749870	0.8298258	0.5744477	0.0724789	0.4520759	0.0589328	0.7098794
1000	0.7472703	0.0603556	0.3003566	0.1557514	0.6193114	0.4489259	0.1627573	0.3676863	0.0420684	0.7142512

0	0.7569548	0.1073176	0.3796732	0.2102238	0.6133885	0.6402547	0.1072052	0.3747182	0.0517885	0.8939512
50	0.7929062	0.0272519	0.5935309	0.1328987	0.6338131	0.6646967	0.1582609	0.3279893	0.0262478	0.7403126
100	0.7017570	0.0487895	0.6448569	0.1416289	0.5986479	0.7112958	0.1764524	0.4982119	0.0467298	0.7339395
150	0.7527671	0.0391497	0.6859054	0.1029565	0.8421776	0.7531545	0.1484683	0.4250231	0.0212494	0.6926746
200	0.6048448	0.0172068	0.6885623	0.0867791	0.7716594	0.6026473	0.1049512	0.3949701	0.0181849	0.7773120
250	0.7215880	0.0200838	0.8072306	0.0493933	0.7945991	0.6085346	0.0958148	0.5205296	0.0235560	0.8766810
300	0.7079151	0.0243744	0.8496291	0.0688068	0.7142195	0.4694276	0.0878213	0.5600592	0.0174267	0.6416763
350	0.6007968	0.0260684	0.7569240	0.0786976	0.7548833	0.5625645	0.0642868	0.4616490	0.0226019	0.6959550
400	0.7215745	0.0601540	0.6393181	0.0869928	0.7525730	0.6053054	0.0987423	0.4477514	0.0200094	0.8492333
450	0.7131720	0.0378680	0.6943399	0.0678835	0.6289450	0.4521979	0.0787063	0.3865619	0.0063791	0.7072953
500	0.8983163	0.0529876	0.5736289	0.0388384	0.7134120	0.5295773	0.1137889	0.3951433	0.0158799	0.7144901
550	0.5905386	0.0486424	0.6049009	0.0938286	0.7700944	0.7532820	0.1018669	0.5358032	0.0493416	0.6847923
600	0.6732395	0.0713229	0.4453658	0.1244060	0.6852557	0.7661794	0.1033235	0.4336147	0.0790486	0.8119472
650	0.7041172	0.0773925	0.3780234	0.1886873	0.7744108	0.5328772	0.1172118	0.5811226	0.0608199	0.9222857
700	0.8238278	0.1565762	0.3176995	0.1324994	0.6125539	0.6361028	0.1257853	0.4034315	0.0351917	0.7977056
750	0.6689837	0.0819175	0.3813920	0.1444744	0.7679555	0.5142758	0.1626396	0.3933583	0.0308144	0.6956160
800	0.7281520	0.1072960	0.3565091	0.2432044	0.8485687	0.6235320	0.1827321	0.3905717	0.0382459	0.7855512
850	0.5828298	0.0889628	0.3402669	0.1653381	0.7174717	0.7046085	0.1717660	0.4009179	0.0952916	0.9238721
900	0.5945904	0.0930132	0.3941581	0.1840979	0.6093228	0.5871883	0.1400331	0.4469979	0.0357282	0.8661916
950	0.7641232	0.0642700	0.3668120	0.1899806	0.7193961	0.7021860	0.1559120	0.3679242	0.0481898	0.7727084
1000	0.7134258	0.0725822	0.3316545	0.1627199	0.6550651	0.6915199	0.1050285	0.3914266	0.0425845	0.6535884

0	0.6962947	0.1143245	0.4012719	0.1739831	0.7084508	0.6643736	0.0777780	0.4413214	0.0355161	0.6821834
50	0.6954332	0.1054972	0.5517080	0.1778217	0.7062515	0.6720767	0.1477589	0.4280874	0.0520692	0.7661586
100	0.6284792	0.1594455	0.5943713	0.1997941	0.7079157	0.7205965	0.2031887	0.4681007	0.0287935	0.7559388
150	0.5307777	0.1229908	0.7399512	0.2076328	0.5713102	0.7419658	0.1524429	0.3970101	0.1182963	0.6900307
200	0.6849233	0.0928465	0.7025300	0.1400383	0.7339068	0.6088296	0.0975996	0.4876004	0.0600796	0.8155903
250	0.7378894	0.1080165	0.6272003	0.1964412	0.6800300	0.7244611	0.1065517	0.3290897	0.0783100	0.5924284
300	0.8156451	0.1404805	0.6685102	0.1696812	0.6945346	0.5826763	0.1168226	0.3439105	0.0873849	0.6505426
350	0.7681144	0.0542793	0.5820032	0.1667757	0.6165776	0.6391813	0.1261082	0.3665466	0.0754548	0.7453304
400	0.6544283	0.0992404	0.7237439	0.1481219	0.6770775	0.5948242	0.2040345	0.2879850	0.0629241	0.7870062
450	0.7732879	0.0453655	0.6215689	0.3337782	0.8257893	0.6743222	0.2089492	0.2907659	0.0456487	0.7974333
500	0.7451582	0.0495508	0.5804657	0.2102501	0.6594106	0.5398329	0.1686812	0.3367327	0.0624068	0.6817885
550	0.5888994	0.0985971	0.4257550	0.2333870	0.6121368	0.7088467	0.1441503	0.4650505	0.1279568	0.6885959
600	0.7549128	0.1374221	0.3873144	0.2446844	0.6192293	0.6220084	0.1770071	0.4490287	0.0734860	0.6331353
650	0.6265037	0.0799154	0.5870193	0.1674808	0.6878338	0.7191189	0.1165829	0.4257461	0.0728864	0.7517198
700	0.6281527	0.1088983	0.3789097	0.2508202	0.6693876	0.6012504	0.1975781	0.2693866	0.0473888	0.8417389
750	0.6717221	0.1143613	0.3837300	0.2312851	0.6989836	0.6219831	0.2101988	0.4102832	0.0699788	0.7710465
800	0.7046459	0.1068611	0.3382693	0.2386689	0.5797005	0.7921995	0.1931457	0.3055648	0.0516463	0.6760503
850	0.5681172	0.1018181	0.4428678	0.2093064	0.6567586	0.7228691	0.1632264	0.3098404	0.0593130	0.7299491
900	0.6426265	0.0770765	0.3540908	0.1739480	0.7485366	0.6626298	0.1226479	0.4236914	0.0614809	0.7265966
950	0.7698127	0.0975578	0.4311246	0.2066793	0.6379248	0.6652241	0.1391839	0.4466504	0.0419358	0.8565850
1000	0.6785155	0.0961662	0.3705504	0.1597861	0.7129089	0.6805268	0.1950552	0.5531445	0.0550254	0.7919760

0	0.7198714	0.1250488	0.3879117	0.2199515	0.6657070	0.5336188	0.0789253	0.4640428	0.0692167	0.7440099
50	0.3811352	0.0641161	0.3499126	0.1883444	0.6303637	0.6252775	0.0988931	0.4752239	0.0427900	0.8149629
100	0.2725143	0.0982000	0.3695127	0.1870954	0.6694613	0.6240597	0.0632670	0.4187755	0.0630509	0.7999962
150	0.1804463	0.1308502	0.2621230	0.1917860	0.7824240	0.5233076	0.0543575	0.3926278	0.0468584	0.6560557
200	0.2046144	0.0989434	0.3138803	0.1967472	0.7660448	0.4595516	0.0379016	0.3927092	0.0855950	0.7359386
250	0.1522629	0.0920494	0.2603018	0.1622180	0.6973865	0.3593953	0.0439375	0.3320077	0.0398328	0.7345980
300	0.2001006	0.1044676	0.1892658	0.1780179	0.6485743	0.3264709	0.0261134	0.4026410	0.1182651	0.6111616
350	0.1643275	0.1230260	0.1455597	0.3060166	0.5569538	0.2198809	0.0297902	0.3361719	0.0721686	0.7010661
400	0.2242027	0.1504401	0.1581714	0.3195161	0.5125953	0.1882211	0.0259570	0.3283145	0.0303442	0.5902295
450	0.1819527	0.1788026	0.1918795	0.3371730	0.3590704	0.2622154	0.0667073	0.2759902	0.0510467	0.7346406
500	0.1930850	0.1954556	0.1693287	0.3329103	0.3697001	0.1871274	0.0443810	0.2578484	0.0803986	0.6880055
550	0.3888634	0.1105274	0.0991887	0.4239248	0.3510610	0.2658284	0.0236972	0.2437705	0.0805447	0.6411839
600	0.7509385	0.1225383	0.1282949	0.4392218	0.2785227	0.3703741	0.0963709	0.2937032	0.0464584	0.7443920
650	0.6295745	0.1372793	0.1353187	0.4660560	0.5475906	0.4014798	0.1974249	0.3781582	0.0679238	0.7107112
700	0.7535458	0.1207109	0.1712197	0.4211415	0.5393175	0.5923577	0.2694707	0.3222150	0.0583962	0.7731125
750	0.6594864	0.1215275	0.2124512	0.3628930	0.5786362	0.7295480	0.2728673	0.3249393	0.0658776	0.6995839
800	0.7434930	0.1400215	0.2510065	0.3637661	0.6560697	0.5968849	0.2568432	0.4189391	0.0823816	0.6980733
850	0.6731691	0.0934229	0.3626059	0.3190710	0.5766423	0.5847169	0.1870999	0.2706963	0.0990263	0.6529944
900	0.6159087	0.0939012	0.4640224	0.2219255	0.6704498	0.5422500	0.3098113	0.2537436	0.0950046	0.5493584
950	0.6838612	0.0729443	0.4154296	0.3585549	0.6365133	0.5410916	0.2416644	0.3993553	0.0481258	0.7999222
1000	0.7232841	0.0819902	0.4226641	0.2079924	0.7624995	0.6786674	0.1891000	0.3348726	0.0279473	0.7463743

0	0.6866368	0.1510871	0.4468217	0.1861258	0.6401376	0.7401703	0.1036218	0.3396324	0.0460386	0.7187942
50	0.6163062	0.0256099	0.3221747	0.2084982	0.7616462	0.7058845	0.1868336	0.4844755	0.1290843	0.5853701
100	0.8184688	0.0218072	0.3682032	0.0473968	0.7264974	0.7022003	0.1036355	0.5686245	0.0469581	0.6076294
150	0.6261728	0.0148806	0.4281155	0.0615498	0.6443976	0.6346742	0.0321326	0.5915345	0.1196112	0.6461506
200	0.7813090	0.0258523	0.3204073	0.0430213	0.7184491	0.5284281	0.1170194	0.6388449	0.0387362	0.7546810
250	0.7542779	0.0126994	0.2514983	0.0424428	0.4931394	0.3469768	0.0511674	0.6387009	0.0800097	0.6922673
300	0.6730635	0.0451258	0.1901125	0.0405224	0.5315215	0.3394184	0.0478296	0.7088257	0.0570686	0.8171542
350	0.8302550	0.0368906	0.1865590	0.0205417	0.6645506	0.3456453	0.0350481	0.6019663	0.0555420	0.6838879
400	0.6192693	0.1030457	0.1784170	0.0589415	0.6786906	0.3482876	0.0365466	0.6492606	0.0713998	0.6517772
450	0.6181444	0.0407945	0.1803262	0.0321264	0.5172315	0.3448524	0.0494661	0.6485625	0.0454148	0.7031674
500	0.7420434	0.0388000	0.1524940	0.0242854	0.4374945	0.2993558	0.0429341	0.6613288	0.0719680	0.5997766
550	0.6556333	0.0977107	0.1387577	0.1660077	0.3404138	0.2805349	0.0156655	0.5877122	0.0738866	0.7653282
600	0.7646296	0.1414739	0.1435468	0.2627716	0.3299468	0.2591227	0.0368912	0.4400242	0.0695543	0.6011431
650	0.7483084	0.1011816	0.1260128	0.4609632	0.4452553	0.2721738	0.1103084	0.2550000	0.0143803	0.7018610
700	0.6629553	0.0774381	0.1575403	0.3221398	0.5388341	0.4508535	0.1982509	0.3471754	0.0411726	0.7815857
750	0.7342604	0.1346006	0.1640076	0.3943275	0.4656956	0.6464805	0.1946810	0.2852359	0.0587191	0.7449147
800	0.7255305	0.1307898	0.2994724	0.2868943	0.5959126	0.6215155	0.3821348	0.3160250	0.0624975	0.7492356
850	0.7266493	0.1237142	0.2787339	0.3040997	0.6741105	0.5983549	0.2672871	0.3144711	0.0237114	0.7426009
900	0.6023304	0.0554243	0.4279009	0.2601847	0.6406507	0.7395325	0.2257174	0.3674637	0.0491830	0.6913698
950	0.6318332	0.0924280	0.4815790	0.2510677	0.6961439	0.8468839	0.1683763	0.3015962	0.0451215	0.8202644
1000	0.6897417	0.0737922	0.3875334	0.2457951	0.5971356	0.7882918	0.1464061	0.5060409	0.0749226	0.7555308

0	0.7450341	0.1027420	0.3079454	0.2278343	0.6031573	0.5121763	0.1100064	0.4137228	0.0713635	0.6974149
50	0.7362237	0.1011204	0.3124427	0.1671238	0.5787106	0.7388316	0.1502295	0.5093926	0.0431759	0.7527513
100	0.6599573	0.0728588	0.3291705	0.1681166	0.6716085	0.6349017	0.1359852	0.6396838	0.0895388	0.8496863
150	0.7236523	0.1273633	0.3977888	0.1697111	0.5714532	0.6811320	0.1552184	0.6820699	0.0867447	0.6471078
200	0.9292629	0.0810017	0.3857450	0.1504005	0.6818151	0.6047433	0.1928643	0.6864916	0.0405683	0.6899018
250	0.7450195	0.0822053	0.4683138	0.1557357	0.8190480	0.7133174	0.1670154	0.8098018	0.0340403	0.7184409
300	0.7409892	0.0929760	0.4285554	0.1558047	0.8798676	0.6991462	0.1687798	0.8390111	0.0348003	0.8395177
350	0.7910834	0.0425625	0.3614027	0.1255468	0.9128533	0.7661992	0.2228454	0.6552548	0.0590233	0.7500746
400	0.8297717	0.0708392	0.3873423	0.1298755	0.6531600	0.6427373	0.2072677	0.6481117	0.0305669	0.7412284
450	0.6367490	0.1163851	0.4573711	0.2015260	0.7723086	0.6483485	0.1775203	0.6744076	0.1130529	0.8140609
500	0.7615416	0.0755318	0.4154675	0.1608895	0.7370608	0.6197374	0.1902162	0.7963655	0.0393066	0.7917389
550	0.5599423	0.0756665	0.3631534	0.1614993	0.6122343	0.6410071	0.0968722	0.6713986	0.0403881	0.9251782
600	0.7006591	0.0660174	0.3633384	0.1564296	0.7637705	0.6672613	0.0644179	0.5080286	0.0574886	0.7771611
650	0.7102756	0.0653742	0.4480546	0.1566157	0.6643341	0.6225743	0.0384413	0.4812981	0.0252662	0.7417512
700	0.7889863	0.0763336	0.4125072	0.1495468	0.5902444	0.5109171	0.0519890	0.4761872	0.0480860	0.7850416
750	0.6858431	0.0737577	0.3098634	0.2094997	0.5697203	0.5623106	0.0708052	0.4231840	0.0376918	0.9146548
800	0.6956751	0.1253412	0.2721989	0.2420949	0.6192260	0.4290600	0.0926375	0.4558088	0.0642551	0.6443595
850	0.7434305	0.1088314	0.2456037	0.2376182	0.7682662	0.5176655	0.1206348	0.4641297	0.1057644	0.6827157
900	0.7259593	0.1037140	0.2636332	0.1496963	0.8349804	0.5531453	0.1477282	0.4212569	0.0575124	0.8265191
950	0.7922709	0.1155860	0.2966105	0.1647080	0.7836061	0.5635333	0.1564342	0.5157690	0.0457375	0.6395246
1000	0.6825231	0.0907762	0.3027204	0.1449258	0.6273316	0.6146232	0.1673949	0.3608486	0.0684917	0.6089545

0	0.5861737	0.1103950	0.3122163	0.2262382	0.6534796	0.5193006	0.0595307	0.4118393	0.0385012	0.7641818
50	0.7339311	0.1448450	0.3178268	0.1877729	0.5422967	0.5967249	0.0910483	0.4481065	0.0592240	0.6409774
100	0.7433062	0.1181844	0.3725286	0.2529281	0.6906012	0.6581761	0.1065208	0.3832696	0.0107062	0.6489277
150	0.7511836	0.0823519	0.4484758	0.1680690	0.6213043	0.6722365	0.0767914	0.4640530	0.0009351	0.6517892
200	0.6737044	0.1132621	0.3863587	0.1909475	0.6911826	0.5645408	0.0944311	0.3515690	0.0013295	0.8330148
250	0.6353250	0.0611095	0.3905649	0.2204988	0.6905761	0.6927267	0.0822769	0.4378408	0.0000087	0.6993809
300	0.7465750	0.0716844	0.4455264	0.1722651	0.9015333	0.6718656	0.0474141	0.5010268	0.0073630	0.8676241
350	0.7856283	0.1092617	0.3780806	0.1870918	0.7552335	0.6420268	0.0629870	0.4547759	0.0006100	0.8402667
400	0.7381065	0.0780207	0.3647850	0.2205346	0.7418641	0.7541530	0.1250367	0.4162535	0.0012791	0.8154703
450	0.6596615	0.0937731	0.4133279	0.1657770	0.6670081	0.7363617	0.1309404	0.4502168	0.0005550	0.7417143
500	0.8486807	0.0667374	0.5397465	0.2228922	0.6853933	0.7260704	0.0825939	0.4853920	0.0023672	0.7781606
550	0.7170786	0.0992453	0.3526247	0.1653221	0.7308800	0.6952762	0.0960252	0.5302987	0.0047942	0.6780568
600	0.6614003	0.0944012	0.5285549	0.1525650	0.7107532	0.6389459	0.1115447	0.4645629	0.0363293	0.7613532
650	0.7252465	0.1034631	0.3499642	0.1312115	0.7130247	0.6475020	0.0798698	0.4385072	0.0487878	0.8191882
700	0.7800192	0.1232205	0.4826284	0.2623844	0.6986705	0.5559823	0.0852647	0.3665411	0.0387904	0.8201925
750	0.8154931	0.0817587	0.2881178	0.1762356	0.7306534	0.5368832	0.0787483	0.5136600	0.0343609	0.7742538
800	0.7858053	0.0930595	0.3202719	0.1931760	0.4985837	0.5731073	0.1424916	0.4195194	0.0607233	0.6680878
850	0.7338811	0.0793219	0.3736741	0.2962338	0.6069925	0.6783907	0.1145896	0.3263094	0.0608474	0.6576222
900	0.6513808	0.1034903	0.3890300	0.2030917	0.7811707	0.5757526	0.2182091	0.2547862	0.1206500	0.6567966
950	0.7718680	0.0929040	0.3715065	0.2287329	0.6252017	0.6751745	0.2987171	0.2985810	0.0880633	0.7003471
1000	0.7321942	0.0821772	0.4517166	0.1501192	0.6637157	0.6403253	0.2718644	0.3316493	0.0809811	0.8231044

0	0.7413631	0.1564754	0.4388129	0.1928627	0.6193564	0.7090579	0.0964027	0.3994975	0.0505546	0.7144699
50	0.3847940	0.1172535	0.3795774	0.2439580	0.8525108	0.6073186	0.1404805	0.6250515	0.0309248	0.6833778
100	0.3039002	0.1002537	0.4953510	0.1964375	0.8024334	0.7206425	0.0946475	0.3388759	0.0443776	0.6182971
150	0.2498126	0.1141888	0.2869099	0.1583765	0.6231760	0.5827023	0.0433980	0.5253835	0.0909278	0.7142746
200	0.1644889	0.1019938	0.2708661	0.1201663	0.7619037	0.5641115	0.0245636	0.4746403	0.0448688	0.6993766
250	0.2299344	0.1504226	0.3516699	0.1717256	0.6793753	0.5542911	0.0174867	0.3630415	0.1022478	0.6982979
300	0.1799077	0.0875665	0.2671492	0.2188210	0.6868566	0.5001080	0.0281934	0.3671400	0.0498447	0.7689178
350	0.1664266	0.1261679	0.2785123	0.2161846	0.6295470	0.4327055	0.0137131	0.3549353	0.0381144	0.7849568
400	0.1609995	0.1210581	0.1959903	0.2015154	0.6699995	0.4126446	0.0060729	0.4165233	0.0611332	0.8025383
450	0.2100405	0.0918225	0.2382880	0.2747207	0.6961784	0.3044463	0.0314750	0.3573877	0.0572593	0.7922866
500	0.1984853	0.1882884	0.1352070	0.2712984	0.6561767	0.3750792	0.0251540	0.4688708	0.0471788	0.7412148
550	0.4837765	0.1626266	0.1612365	0.2691983	0.5839916	0.3299943	0.0209025	0.3906278	0.0856007	0.7758583
600	0.5836674	0.1555201	0.1732928	0.2699110	0.4248749	0.3029445	0.0683850	0.3923583	0.0453000	0.8271139
650	0.6541064	0.1455218	0.1172455	0.4509880	0.4099869	0.3071957	0.0910725	0.3026528	0.0482196	0.7263329
700	0.7474857	0.1181690	0.1596144	0.4835992	0.5859488	0.5006670	0.1689290	0.3284073	0.0308999	0.6284042
750	0.7780621	0.1227026	0.3302740	0.3499627	0.6473260	0.5296266	0.1811060	0.3607934	0.0395987	0.6937180
800	0.6076036	0.1087213	0.3009836	0.2769778	0.5994221	0.7023910	0.1697374	0.4227839	0.0742612	0.7195482
850	0.7254916	0.0981738	0.3758925	0.2748379	0.6723145	0.5892874	0.1015537	0.4071348	0.0452615	0.7753726
900	0.7820345	0.1123885	0.4059440	0.2268491	0.7061377	0.6789274	0.1566320	0.3928017	0.0518188	0.7297915
950	0.6798149	0.0772569	0.3150744	0.2999375	0.7758702	0.6817588	0.1430893	0.3751953	0.0410747	0.7432448
1000	0.8303904	0.0572188	0.3682333	0.2095272	0.5593502	0.7345804	0.1396309	0.4675666	0.0347703	0.7227019

0	0.8116011	0.0922510	0.4454120	0.2838189	0.6660203	0.5649014	0.0941680	0.3841177	0.0515461	0.6720667
50	0.4710787	0.0389325	0.4155387	0.1580259	0.8266960	0.6146435	0.1113874	0.4626329	0.0867354	0.8226190
100	0.3760878	0.0563932	0.4409916	0.0492317	0.7381551	0.6897885	0.1403122	0.4654345	0.0335476	0.7744093
150	0.3641143	0.0663858	0.4195565	0.0619469	0.6318638	0.6899586	0.0868153	0.4157305	0.0478003	0.7716248
200	0.2817246	0.0603104	0.4021522	0.0407497	0.6385279	0.5973841	0.0576479	0.4366645	0.0464623	0.6614629
250	0.2921173	0.0429899	0.3341815	0.0476435	0.6281003	0.4550512	0.0432435	0.4869853	0.0383963	1.0334975
300	0.3162022	0.0288947	0.2138341	0.0670478	0.7727284	0.5096176	0.0419963	0.4710922	0.0448549	0.7355664
350	0.2831024	0.0310207	0.1117203	0.0203308	0.6499979	0.3942925	0.0618607	0.5034307	0.0295182	0.8773845
400	0.2925871	0.0791994	0.2209065	0.0227955	0.6077493	0.4175809	0.0298198	0.4572351	0.0771840	0.6845972
450	0.2867253	0.0401550	0.1789756	0.0473014	0.5583858	0.2580350	0.0371036	0.3999355	0.0586682	0.7205836
500	0.3039878	0.0987644	0.1479911	0.0571887	0.4713948	0.2499662	0.0154117	0.3375744	0.0315650	0.6999584
550	0.4956993	0.1413412	0.1188581	0.1856779	0.4375375	0.2372237	0.0280495	0.3042257	0.0326007	0.7707849
600	0.5767557	0.1622767	0.1110275	0.3311326	0.2835464	0.2020351	0.0623028	0.2999995	0.1053123	0.7849639
650	0.6685978	0.2647133	0.1589256	0.3943432	0.2722831	0.4133786	0.1570641	0.1632635	0.0825064	0.6763747
700	0.7460002	0.1653598	0.1416727	0.4314016	0.4560345	0.5413149	0.2144214	0.2069591	0.0635223	0.7719828
750	0.6819638	0.1577294	0.2539404	0.4102361	0.5955826	0.6630555	0.2570627	0.2620296	0.0574982	0.6272113
800	0.5205407	0.1712192	0.3053949	0.3918764	0.6277599	0.7380546	0.3205248	0.3074246	0.0286816	0.7597824
850	0.7069751	0.1418795	0.3639165	0.3068046	0.5699270	0.7152660	0.3142801	0.3478805	0.0500135	0.7502713
900	0.7158537	0.0863178	0.4227985	0.3252526	0.6223195	0.6617758	0.1867519	0.3762865	0.0747992	0.7162210
950	0.6636451	0.1288874	0.3562104	0.2155591	0.6445214	0.6563674	0.1657049	0.3824359	0.0737672	0.6697250
1000	0.7178653	0.0911785	0.3513786	0.2186152	0.7262701	0.6453329	0.0884933	0.3717425	0.0515699	0.7181934
