"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
350	0.0899830	0.6894635	0.0183974	0.9590567	0.8414521	0.9541458	0.8663381	1.0670629	0.8470956	0.9115195
400	0.1103577	0.7373007	0.0197472	1.0570135	0.8088917	0.9804756	0.8425882	1.0698280	0.8929046	0.9593003
450	0.0995409	0.8159235	0.0387944	1.0421492	0.8129895	0.9934969	0.8946420	1.0066431	0.9269592	1.0101345
500	0.1033747	0.7552174	0.0296647	0.9433691	0.8613813	0.8949984	0.7852955	1.0624414	0.9292199	0.9668033
550	0.1208820	0.8371596	0.0284178	0.9283860	0.7792119	0.8683918	0.7924390	0.9683968	0.8285405	1.0498272
600	0.1062140	0.9176651	0.0427460	0.8817907	0.7766126	0.7463219	0.8050634	0.9927292	0.8311367	1.0812329
650	0.0855811	0.8707508	0.0196589	0.9255751	0.7661052	0.8382861	0.7711991	0.9955710	0.8022438	0.9394729
700	0.0721584	0.9138978	0.0218295	0.9369959	0.7598456	0.7641366	0.8710077	0.9852599	0.8063048	0.9007568
750	0.0741678	1.0003648	0.0255795	0.9596182	0.7690040	0.7985148	0.7403992	0.9702013	0.7463607	0.9039379
800	0.0937717	0.9059090	0.0364912	0.9645600	0.7172700	0.7556779	0.7526093	0.9840287	0.7672607	0.9392755
850	0.0806850	1.0119700	0.0319228	0.8635922	0.7105137	0.7664975	0.7790283	0.9881856	0.7505075	0.9065997
900	0.0931230	0.9720709	0.0343204	0.9288600	0.7926633	0.7261922	0.8361178	1.0400601	0.7492153	0.9801846
950	0.0814794	0.9103795	0.0344636	0.9574187	0.8347589	0.7693180	0.8183618	0.9887692	0.7856972	1.0099091
1000	0.0946265	0.9532546	0.0192523	0.9413769	0.8060984	0.7351308	0.8282676	0.9525440	0.6714991	1.0284173

0	0.0974103	0.8481436	0.0450119	1.0367633	0.8844383	0.7402904	0.8076780	1.0402381	0.8408525	1.0992975
50	0.0382264	0.8694622	0.0401427	1.0456590	0.7897468	0.7709904	0.8014560	0.9363639	0.8285574	0.9954519
100	0.0167347	0.8627597	0.0168013	0.9057529	0.8125521	0.7787997	0.7962816	0.9632865	0.7872149	0.9774898
150	0.0064288	0.8947161	0.0244766	0.9743223	0.9086526	0.8373800	0.7594658	0.9789510	0.8651199	0.9586729
200	0.0107056	0.9060274	0.0465195	0.9947503	0.9092496	0.8133615	0.7534956	0.9243333	0.7846205	0.9928250
250	0.0093838	0.9374332	0.0275189	0.9446333	0.8080975	0.7547619	0.7640363	0.9247118	0.8071230	1.0338632
300	0.0065120	0.9655112	0.0219264	0.9024338	0.8241836	0.7747692	0.7748464	0.9164121	0.7302107	1.0518087
350	0.0017304	1.0198975	0.0155831	1.0353639	0.8461313	0.8437649	0.8237029	1.0261328	0.7013107	1.0830438
400	0.0019045	0.9633049	0.0119098	0.9723758	0.8332283	0.8166909	0.8611272	0.9725792	0.7592919	1.0381978
450	0.0027362	1.0733255	0.0380996	0.9434933	0.7885008	0.8206523	0.8546344	0.9928823	0.7159684	1.0896028
500	0.0071597	1.0062385	0.0364545	0.8617726	0.8452743	0.8213313	0.7521527	0.9681250	0.7562364	1.0334964
550	0.0690659	0.9892468	0.0295463	0.9152996	0.8131285	0.7907881	0.7596799	0.8934068	0.8097554	1.0276339
600	0.1005158	0.9423128	0.0317896	0.9936050	0.7377568	0.7189781	0.7363993	0.9652530	0.7800905	1.0157203
650	0.0827147	0.9224803	0.0338546	0.9699239	0.7956628	0.7618111	0.6422283	0.9703938	0.7047378	1.0157409
700	0.1023037	0.9722113	0.0349329	0.9619857	0.8421486	0.7614311	0.7574000	0.9595136	0.7160422	0.9885648
750	0.0697631	0.9119434	0.0263193	0.9681864	0.8853730	0.7364106	0.8286491	1.0381769	0.7588210	0.9113489
800	0.0807774	0.9633261	0.0293388	0.9943065	0.9369277	0.6971957	0.7323848	0.9693489	0.8217624	0.9780814
850	0.0926586	0.9531533	0.0406559	0.9624947	0.8566425	0.6981550	0.7734146	0.9697415	0.7975678	0.9601254
900	0.1006311	0.9504349	0.0351995	0.9277254	0.8360224	0.7114093	0.6566670	0.9766531	0.7416533	1.0850630
950	0.0851336	0.8942524	0.0237748	0.9847616	0.7784305	0.7650204	0.8147260	1.0269771	0.7561275	0.9887622
1000	0.0727848	0.8567740	0.0199424	1.0110371	0.7649159	0.7200879	0.6726358	1.0491240	0.7544942	1.1154754

0	0.0974103	0.8481436	0.0450119	1.0367633	0.8844383	0.7402904	0.8076780	1.0402381	0.8408525	1.0992975
50	0.1035879	0.6302472	0.0249565	0.9825657	0.8258372	0.9040071	0.8949699	1.0413283	0.7096839	0.9948593
100	0.0928099	0.5482038	0.0360160	1.0477076	0.7627863	0.9011199	0.8856964	1.0727055	0.8081169	0.9513243
150	0.1029262	0.5679395	0.0262035	1.0100658	0.7401227	0.9087720	0.8639465	1.0853604	0.9415215	0.9668776
200	0.0968938	0.5315301	0.0226081	0.9514736	0.7553159	1.0087219	0.8639279	0.9627558	0.9466923	1.0474559
250	0.1180845	0.5648674	0.0311213	0.9145801	0.7609075	0.9376128	0.9435575	1.0829450	0.8467497	0.9932806
300	0.0742432	0.6025093	0.0340112	0.9357806	0.7051796	1.0070981	0.9515513	1.1151327	0.8691907	0.9980468
350	0.1320689	0.5930275	0.0344465	0.8809056	0.7682341	0.9504988	1.0440809	1.0184721	0.7867231	0.9859044
400	0.0977910	0.5929221	0.0220240	0.9269175	0.6550648	1.0269235	0.9231823	1.0127474	0.9298234	0.9645706
450	0.1051204	0.6137114	0.0234695	0.9676709	0.6285554	1.0020083	0.9630901	0.9948251	0.9089530	0.9495680
500	0.1205635	0.6282246	0.0482919	0.9835110	0.6812601	0.9430147	0.9686633	1.0139717	0.8042223	0.9132944
550	0.0969747	0.7929688	0.0248881	0.9105218	0.6599591	0.8596124	0.8021102	0.9923809	0.7894898	1.1069754
600	0.0928973	0.9534818	0.0353511	0.8933229	0.6882193	0.7861513	0.8531630	0.9647016	0.8106658	1.0973237
650	0.0908107	0.9465758	0.0376266	0.8281223	0.7344679	0.7847864	0.8163800	1.0631882	0.7294881	1.0515317
700	0.0985669	0.9250797	0.0311479	0.7935167	0.7596894	0.8519896	0.8241350	1.0011425	0.7733221	1.0733564
750	0.0864064	0.8908064	0.0384357	0.9290644	0.8070772	0.7889450	0.8106460	0.9439168	0.7454439	1.0551814
800	0.0961859	0.8959380	0.0178450	0.9654530	0.8247741	0.8375668	0.7552815	0.9892622	0.7954864	1.0773808
850	0.1289808	0.9821940	0.0274182	0.9241641	0.7929010	0.8090213	0.7860455	1.0380311	0.7621078	0.9676711
900	0.0991453	0.8852087	0.0199661	1.0252703	0.7458046	0.7949984	0.8026341	0.9508448	0.8237690	0.9447849
950	0.0868950	0.9102530	0.0320865	1.0682398	0.8123121	0.8191691	0.8528014	1.0332653	0.7449178	1.0254463
1000	0.0919492	0.8518614	0.0449850	0.9331920	0.8243169	0.7317064	0.7448744	1.0077748	0.7465677	1.0414965

0	0.0974103	0.8481436	0.0450119	1.0367633	0.8844383	0.7402904	0.8076780	1.0402381	0.8408525	1.0992975
50	0.0897193	0.8915437	0.0335753	0.9165674	0.8162494	0.7776164	0.9129086	1.0218833	0.8520392	0.7473613
100	0.0887326	0.9557231	0.0234498	0.9784885	0.9025965	0.8124536	0.9410915	0.9667764	0.7692487	0.6395242
150	0.0718508	1.0071871	0.0279131	1.0107914	0.9986283	0.7676560	0.9364643	1.0173932	0.7840746	0.6114846
200	0.0796934	0.8706240	0.0303628	1.0006027	0.9026450	0.7852076	1.0286550	0.9728102	0.7899332	0.6786212
250	0.0984340	0.8863411	0.0256716	1.0645092	0.8734546	0.8036629	0.9738220	1.0002242	0.7628363	0.6182265
300	0.0834791	0.9254671	0.0366886	1.0003223	0.8251636	0.8140806	0.9923889	0.9971090	0.7094861	0.5710910
350	0.0665263	0.9318982	0.0291483	0.9527164	0.8724989	0.7794708	1.0051252	0.9363999	0.8767122	0.5370826
400	0.0934747	0.8992699	0.0304773	0.9822400	0.8652128	0.9010687	1.0083283	0.9707592	0.7776673	0.5578822
450	0.1021494	0.9264746	0.0170792	0.9142958	0.9369709	0.8517661	0.9934579	1.0474701	0.7450541	0.5629905
500	0.0827325	0.9818639	0.0257601	1.0157567	0.9021131	0.8756315	0.9718795	1.0199228	0.7861455	0.6042416
550	0.1098202	0.9910957	0.0141048	0.9335617	0.9470895	0.7915585	0.8963476	0.9760219	0.8613041	0.8805080
600	0.1241215	0.9222950	0.0266765	0.9348586	0.8441292	0.8217576	0.8421050	0.9816628	0.7712925	0.9698493
650	0.0812412	0.9398229	0.0230619	0.9130270	0.8331552	0.8266192	0.9121229	0.9845754	0.7630253	0.9916626
700	0.0782465	0.9567560	0.0283849	0.9187937	0.7978386	0.8071170	0.8344996	1.0445232	0.7309568	1.0029749
750	0.0954284	0.9336317	0.0222461	1.0341314	0.7593323	0.7140803	0.8042502	1.0261363	0.6817248	0.9587434
800	0.0781773	0.9064743	0.0480925	1.0337583	0.8048929	0.7800723	0.7854866	1.0644850	0.8033552	0.9456100
850	0.0892808	0.8862477	0.0295166	1.0051660	0.9342582	0.6760175	0.8833603	1.0570471	0.7797292	1.0473801
900	0.1096946	0.9795656	0.0254403	0.8900863	0.8880454	0.7104935	0.7998530	1.0636698	0.8234493	1.0678951
950	0.0707076	0.9749082	0.0295779	0.9447188	0.8420227	0.7970244	0.7472189	1.0269049	0.6995008	0.9370505
1000	0.0610065	1.0094690	0.0368091	1.0006702	0.8446722	0.8222356	0.7524678	1.0552803	0.6760266	0.9038102

0	0.0974103	0.8481436	0.0450119	1.0367633	0.8844383	0.7402904	0.8076780	1.0402381	0.8408525	1.0992975
50	0.0193263	1.0389236	0.0302650	1.0204069	0.8855325	0.7756284	0.8016950	0.4034903	0.7767310	1.0094507
100	0.0088452	0.9030751	0.0377817	1.0297415	0.7909318	0.8240877	0.5859567	0.2591595	0.8124711	0.9859868
150	0.0011884	0.9193646	0.0419166	0.9160488	0.8317894	0.7390417	0.2437761	0.2298589	0.8059036	0.9718609
200	0.0001162	0.9625732	0.0327402	0.9520484	0.7802094	0.6004742	0.1328843	0.1755326	0.7964052	0.9792976
250	0.0004977	1.0288262	0.0470934	0.9247947	0.8692173	0.5147333	0.0884683	0.1994478	0.7563946	0.9401286
300	0.0001471	0.9351675	0.0558661	0.9689814	0.9905832	0.3801778	0.0576517	0.2051812	0.7845342	0.9477755
350	0.0002809	0.8561873	0.0541026	0.9584532	0.9951589	0.3000674	0.0569087	0.1852785	0.7883450	0.9755312
400	0.0010125	0.8826980	0.0441057	1.0691737	0.9254533	0.2772318	0.0519668	0.1732245	0.8759371	0.9487398
450	0.0009411	0.8912801	0.0368776	1.0982276	0.9111664	0.2884742	0.0503267	0.1708051	0.8719134	1.0057938
500	0.0004394	0.9504029	0.0453938	1.0876771	1.0394980	0.2526412	0.0402004	0.1681948	0.9091378	0.9604913
550	0.0613167	1.0167574	0.0314350	0.9360881	1.1012520	0.2412109	0.1282797	0.7750300	0.8701880	0.8812371
600	0.0599830	0.9033836	0.0399484	0.9886175	1.1240261	0.3153641	0.3881005	0.9507573	0.7971041	0.9432857
650	0.0715932	0.9016591	0.0365055	0.9470269	1.0093946	0.4808838	0.6718182	0.9490205	0.7763946	0.8943658
700	0.0901826	0.9047689	0.0420846	1.0084356	0.9819259	0.7073076	0.6864712	1.0208771	0.6660559	0.9493620
750	0.0757846	0.9113592	0.0438592	1.0175236	0.8557688	0.6713478	0.7529978	0.9395906	0.6709654	0.9586929
800	0.0722854	0.9719545	0.0379630	1.0413379	0.8157138	0.6555704	0.8039483	1.0181827	0.7016972	1.0041849
850	0.0809421	0.9403265	0.0199029	1.0105471	0.8100822	0.7216021	0.7903715	1.1061132	0.8410216	1.0097393
900	0.0824026	0.9430513	0.0316737	1.0191262	0.7525825	0.8071627	0.7671710	1.1031875	0.7817035	0.9825211
950	0.0727347	1.0165145	0.0260262	1.0336064	0.8430596	0.8022997	0.7838145	0.9439166	0.7680013	0.9560020
1000	0.1086271	0.9854813	0.0253693	0.9437545	0.8437980	0.6861160	0.7913328	0.9521670	0.7750261	1.0299024

0	0.0974103	0.8481436	0.0450119	1.0367633	0.8844383	0.7402904	0.8076780	1.0402381	0.8408525	1.0992975
50	0.0222387	0.7424126	0.0530773	1.0355307	0.8523176	0.7987901	0.7761097	0.8503517	0.7517273	1.0666446
100	0.0048821	0.9220677	0.0274300	0.9868894	0.8137926	0.7740887	0.7493385	0.8078033	0.6959282	1.0533702
150	0.0013576	0.9298478	0.0337176	0.9302915	0.8621581	0.8037569	0.6938850	0.8628079	0.7153949	0.9664879
200	0.0028617	0.9739579	0.0438534	0.9237670	0.8928719	0.7406091	0.7644545	0.8177794	0.6854783	0.9875066
250	0.0032140	0.9721862	0.0272814	0.9314429	0.8230888	0.8439914	0.6560182	0.7823401	0.7284635	0.9362479
300	0.0006002	0.9747984	0.0221271	0.8880756	0.7750833	0.8469160	0.6839965	0.8282507	0.7324342	0.8787047
350	0.0003608	0.9279016	0.0425079	0.9716120	0.7327899	0.7218155	0.7028799	0.7713320	0.6805275	0.9862722
400	0.0017455	0.9789018	0.0239653	0.9238199	0.8778740	0.7212001	0.6686337	0.7802343	0.7248752	1.0696763
450	0.0015347	0.9935827	0.0363330	0.9491795	0.9662059	0.8022172	0.6911455	0.7057545	0.7964666	1.0569186
500	0.0006608	0.9201132	0.0188008	1.0042564	0.9160320	0.6754605	0.6480586	0.7795279	0.7280879	1.0883213
550	0.0604513	0.9325987	0.0319505	0.9554628	0.9306375	0.8145068	0.6002226	0.9239382	0.7353997	1.0306964
600	0.0661354	0.9186684	0.0348972	0.8951936	0.8543591	0.7561532	0.6899517	1.0113021	0.7860604	1.0768187
650	0.0672585	1.0236318	0.0209545	0.9493223	0.7971365	0.7624956	0.7531547	1.0689404	0.7867431	0.9691298
700	0.0730570	0.9155166	0.0266109	1.0337087	0.8023577	0.7599097	0.8914763	1.0668715	0.7550169	0.9929957
750	0.0730189	0.9203967	0.0330137	1.0098072	0.8092356	0.7740378	0.8498105	1.0419743	0.7330774	0.9637616
800	0.1158124	0.8796029	0.0394691	0.9644361	0.7950291	0.7417484	0.7969628	0.9209841	0.7921989	1.0415711
850	0.0929279	0.8599309	0.0379860	0.9607326	0.8494513	0.7766753	0.8186094	0.9604167	0.8036702	1.0147689
900	0.0831175	0.9741685	0.0302389	0.9494203	0.8295561	0.7591889	0.8353625	0.9865494	0.7919488	0.9404710
950	0.0793438	0.9547741	0.0338910	1.0630064	0.8819327	0.8031059	0.8152441	1.0254325	0.8001295	0.8706019
1000	0.0939496	0.9784140	0.0535859	1.1066221	0.8294516	0.8029582	0.8133400	0.9740295	0.7753612	0.9238695

0	0.0974103	0.8481436	0.0450119	1.0367633	0.8844383	0.7402904	0.8076780	1.0402381	0.8408525	1.0992975
50	0.0831182	0.8662127	0.0273010	0.9759941	0.8625664	0.8558255	0.8352997	1.0533575	0.7423092	1.0697882
100	0.0646821	0.8881276	0.0362434	1.0401632	0.9203347	0.8900570	0.7490071	1.0346462	0.7264247	1.0058345
150	0.0802105	0.8877812	0.0269600	1.0390737	0.8537748	0.8411616	0.7296380	1.0996434	0.7284395	1.0149208
200	0.0914390	0.9538163	0.0227052	0.8389830	0.9044074	0.7916808	0.7648601	1.0420404	0.6891934	0.9731861
250	0.1105601	0.9920205	0.0461289	0.9559616	0.8978253	0.8655406	0.8063739	1.0214490	0.7380889	0.9800900
300	0.1056203	0.9894789	0.0374150	0.9373472	0.8753452	0.9414577	0.7853688	0.9476987	0.7940218	0.9410693
350	0.1103213	0.9339679	0.0383711	0.8794485	0.8531549	0.9363917	0.8034460	1.0533045	0.7935816	0.9395625
400	0.1095210	0.9867784	0.0213509	0.9878252	0.8407534	0.9421684	0.7996152	1.0360917	0.7717401	0.9540588
450	0.0804172	0.9242266	0.0271208	1.1028180	0.9058455	0.8988457	0.7998138	0.9768286	0.7201396	1.0624229
500	0.0997134	0.9456588	0.0447845	0.9429923	0.9178885	0.9479675	0.8692218	1.0079313	0.7836592	1.0300099
550	0.0727670	0.8742627	0.0328731	0.9583316	0.8102911	0.8117115	0.8949506	1.0358651	0.7552869	1.0561068
600	0.0571832	0.9677454	0.0577074	0.9973041	0.7386534	0.8166091	0.8075506	1.0869698	0.7877710	1.0479796
650	0.0951257	0.9427621	0.0385391	0.9780344	0.7962010	0.7750689	0.8216163	1.0729648	0.7804283	1.0578517
700	0.0687602	0.9657575	0.0597990	1.0509754	0.8340208	0.8252966	0.8507008	1.0541397	0.8376152	0.9912579
750	0.0983523	0.9106130	0.0349657	1.0118465	0.8150793	0.7551177	0.7962133	0.9889018	0.8105557	0.9011036
800	0.0924426	0.9872810	0.0472004	0.9113545	0.8033549	0.7824793	0.7821037	1.0515598	0.8377888	0.9970002
850	0.0873079	1.0002158	0.0375742	0.9620010	0.8418281	0.7483270	0.7393403	1.0028463	0.7980692	1.0972907
900	0.0827581	0.9886310	0.0394840	1.0021869	0.7848979	0.6867139	0.7842654	0.9448543	0.7728827	1.0902496
950	0.0882492	0.9550706	0.0377490	0.9204842	0.7980254	0.7477841	0.8847997	1.0291573	0.7801572	1.0888819
1000	0.1053783	0.9779751	0.0490096	0.8477228	0.8954761	0.7794485	0.8928088	1.0926959	0.7997289	0.9888824
