"Time"	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C
400	0.2100982	0.9998197	0.8433039	0.0460734	0.0381220	0.0040014	0.5943093	0.1232444	0.9537433	1.0000000
450	0.2100076	0.9999076	0.9031760	0.0401314	0.0380660	0.0030359	0.5985139	0.1232179	0.9537433	1.0000000
500	0.2099455	0.9999507	0.9377728	0.0373369	0.0380383	0.0026528	0.6002089	0.1232113	0.9537433	1.0000000
550	0.2099063	0.9999712	0.9563885	0.0399135	0.0380274	0.0886257	0.5322023	0.3383009	0.9537433	1.0000000
600	0.2098830	0.9999807	0.9594881	0.0710796	0.0382557	0.1756444	0.3870774	0.5102272	0.9537433	1.0000000
650	0.2098698	0.9999849	0.9243234	0.1266981	0.0393433	0.2299855	0.3006954	0.5753834	0.9537433	1.0000000
700	0.2098627	0.9999856	0.8321739	0.1854565	0.0415352	0.2757447	0.2619301	0.5957397	0.9537433	1.0000000
750	0.2098591	0.9999821	0.7052626	0.2391549	0.0450163	0.3173555	0.2460155	0.6015507	0.9537433	1.0000000
800	0.2098581	0.9999701	0.5786596	0.2857604	0.0497351	0.3488938	0.2397114	0.6031252	0.9537433	1.0000000
850	0.2098596	0.9999402	0.4729210	0.3232995	0.0549023	0.3687146	0.2372571	0.6035377	0.9537433	1.0000000
900	0.2098653	0.9998739	0.3936998	0.3507964	0.0594749	0.3795674	0.2363109	0.6036433	0.9537433	1.0000000
950	0.2098788	0.9997465	0.3385739	0.3691606	0.0628659	0.3849627	0.2359483	0.6036698	0.9537433	1.0000000
1000	0.2099056	0.9995403	0.3022531	0.3804818	0.0650599	0.3874681	0.2358099	0.6036764	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.2105358	0.9976317	0.1924518	0.4474137	0.0650677	0.2738816	0.2381794	0.3488493	0.9537433	1.0000000
100	0.2106165	0.9947316	0.1239804	0.4844513	0.0549886	0.1573721	0.2800012	0.1451592	0.9537433	1.0000000
150	0.2113194	0.9764267	0.0806351	0.4736808	0.0462206	0.0832715	0.4644043	0.0679653	0.9537433	1.0000000
200	0.2154076	0.9089055	0.0592571	0.4426023	0.0415794	0.0371306	0.7002306	0.0438482	0.9537433	1.0000000
250	0.2310821	0.7848217	0.0515625	0.4126718	0.0400182	0.0147782	0.8504242	0.0369637	0.9537433	1.0000000
300	0.2700181	0.6621760	0.0509968	0.3921144	0.0411862	0.0056209	0.9229070	0.0350982	0.9537433	1.0000000
350	0.3332580	0.5894368	0.0532700	0.3804081	0.0466320	0.0021924	0.9541260	0.0346095	0.9537433	1.0000000
400	0.4015107	0.5698001	0.0560122	0.3744722	0.0587626	0.0009730	0.9668704	0.0344844	0.9537433	1.0000000
450	0.4510113	0.5829376	0.0582389	0.3716815	0.0769624	0.0005522	0.9719254	0.0344530	0.9537433	1.0000000
500	0.4723720	0.6081419	0.0597511	0.3704347	0.0956979	0.0004096	0.9738969	0.0344452	0.9537433	1.0000000
550	0.4693935	0.6709952	0.1262616	0.2800144	0.1087776	0.0856008	0.8532306	0.2892725	0.9537433	1.0000000
600	0.4355926	0.7999060	0.2537852	0.1978351	0.1129173	0.1693277	0.5482723	0.4929621	0.9537433	1.0000000
650	0.3767126	0.8976597	0.3923265	0.1828716	0.1064042	0.2141473	0.3676630	0.5701559	0.9537433	1.0000000
700	0.3184150	0.9518983	0.4838273	0.2016258	0.0922080	0.2489095	0.2881930	0.5942730	0.9537433	1.0000000
750	0.2744819	0.9784174	0.5107021	0.2323162	0.0774852	0.2888908	0.2561101	0.6011575	0.9537433	1.0000000
800	0.2459894	0.9905584	0.4901388	0.2681290	0.0674981	0.3272895	0.2435617	0.6030230	0.9537433	1.0000000
850	0.2291508	0.9958915	0.4453804	0.3040427	0.0632079	0.3554916	0.2387209	0.6035117	0.9537433	1.0000000
900	0.2198096	0.9981456	0.3947234	0.3348993	0.0627872	0.3725244	0.2368665	0.6036367	0.9537433	1.0000000
950	0.2148651	0.9990260	0.3493430	0.3579940	0.0639793	0.3815438	0.2361590	0.6036682	0.9537433	1.0000000
1000	0.2123485	0.9992774	0.3138902	0.3734530	0.0653624	0.3859115	0.2358898	0.6036760	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.1602887	0.9978252	0.2470028	0.3950709	0.0675286	0.4214081	0.1442116	0.6036785	0.9537433	1.0000000
100	0.0953640	0.9978120	0.2456062	0.4172849	0.0776988	0.6202127	0.0638915	0.6036785	0.9537433	1.0000000
150	0.0529923	0.9977609	0.2352684	0.4847492	0.1345428	0.8248572	0.0274862	0.6036785	0.9537433	1.0000000
200	0.0300540	0.9974941	0.2120038	0.5653699	0.2225559	0.9318637	0.0129134	0.6036785	0.9537433	1.0000000
250	0.0186984	0.9966606	0.1841495	0.6285584	0.2965017	0.9757083	0.0072911	0.6036785	0.9537433	1.0000000
300	0.0133722	0.9947842	0.1602035	0.6684767	0.3424222	0.9917783	0.0051482	0.6036785	0.9537433	1.0000000
350	0.0109765	0.9914714	0.1430900	0.6906733	0.3665545	0.9973112	0.0043348	0.6036785	0.9537433	1.0000000
400	0.0099550	0.9867868	0.1321580	0.7020190	0.3779862	0.9991418	0.0040265	0.6036785	0.9537433	1.0000000
450	0.0095686	0.9813944	0.1256766	0.7074816	0.3830321	0.9997309	0.0039097	0.6036785	0.9537433	1.0000000
500	0.0094732	0.9762037	0.1220349	0.7099968	0.3851481	0.9999167	0.0038655	0.6036785	0.9537433	1.0000000
550	0.0615773	0.9718886	0.1200718	0.7111068	0.3859916	0.9976217	0.0953621	0.6036785	0.9537433	1.0000000
600	0.1293267	0.9686952	0.1190628	0.7096816	0.3823997	0.9118022	0.1756758	0.6036785	0.9537433	1.0000000
650	0.1739975	0.9665640	0.1189046	0.6927635	0.3485748	0.7189916	0.2120787	0.6036785	0.9537433	1.0000000
700	0.1985522	0.9655239	0.1207607	0.6479690	0.2732644	0.5590824	0.2266506	0.6036785	0.9537433	1.0000000
750	0.2109187	0.9661467	0.1267281	0.5839840	0.1923371	0.4674642	0.2322725	0.6036785	0.9537433	1.0000000
800	0.2166508	0.9691998	0.1384239	0.5203288	0.1342755	0.4230298	0.2344153	0.6036785	0.9537433	1.0000000
850	0.2187624	0.9745089	0.1556502	0.4702723	0.1008204	0.4033030	0.2352287	0.6036785	0.9537433	1.0000000
900	0.2188108	0.9807019	0.1760251	0.4367109	0.0837291	0.3949893	0.2355370	0.6036785	0.9537433	1.0000000
950	0.2177395	0.9862907	0.1961000	0.4165859	0.0755410	0.3915985	0.2356538	0.6036785	0.9537433	1.0000000
1000	0.2162192	0.9905387	0.2130958	0.4054535	0.0717116	0.3902451	0.2356980	0.6036785	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.2105353	0.9976958	0.2073773	0.3942115	0.1937297	0.3893760	0.2357250	0.6036785	0.9537433	1.0000000
100	0.2105862	0.9963326	0.1601382	0.3942145	0.3205252	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
150	0.2108557	0.9919391	0.1317424	0.3942157	0.3834612	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
200	0.2116902	0.9837200	0.1174349	0.3942161	0.4095415	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
250	0.2133906	0.9733718	0.1107694	0.3942163	0.4195689	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
300	0.2159215	0.9636299	0.1077916	0.3942163	0.4233738	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
350	0.2188858	0.9561533	0.1064936	0.3942163	0.4249403	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
400	0.2217758	0.9511734	0.1059365	0.3942163	0.4257452	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
450	0.2242227	0.9481705	0.1056996	0.3942163	0.4262854	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
500	0.2260793	0.9464846	0.1055996	0.3942163	0.4267035	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
550	0.2273191	0.9496613	0.1451950	0.3942163	0.3011017	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
600	0.2271825	0.9642639	0.1923638	0.3942163	0.1745689	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
650	0.2249066	0.9785571	0.2207277	0.3942163	0.1117136	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
700	0.2213935	0.9878265	0.2350209	0.3942163	0.0854859	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
750	0.2179205	0.9929206	0.2416802	0.3942163	0.0751692	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
800	0.2151761	0.9954958	0.2446552	0.3942163	0.0710915	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
850	0.2132838	0.9967369	0.2459520	0.3942163	0.0693875	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
900	0.2120935	0.9973175	0.2465086	0.3942163	0.0686100	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
950	0.2113922	0.9975838	0.2467453	0.3942163	0.0682228	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
1000	0.2109990	0.9977042	0.2468452	0.3942163	0.0680179	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.1662924	0.9983190	0.1992557	0.4048407	0.3107617	0.2522173	0.2364518	0.4967434	0.9537433	1.0000000
100	0.1091127	0.9986387	0.1422590	0.3737127	0.5509897	0.1184167	0.2410670	0.4112680	0.9537433	1.0000000
150	0.0717897	0.9978546	0.1139029	0.3051155	0.6679657	0.0543819	0.2484412	0.3788748	0.9537433	1.0000000
200	0.0516147	0.9961190	0.1144392	0.2407630	0.7156988	0.0284763	0.2548385	0.3687544	0.9537433	1.0000000
250	0.0416844	0.9952720	0.1354191	0.1974534	0.7337162	0.0184961	0.2588075	0.3658654	0.9537433	1.0000000
300	0.0370547	0.9959128	0.1649372	0.1728942	0.7402356	0.0146444	0.2608396	0.3650826	0.9537433	1.0000000
350	0.0349405	0.9970958	0.1928763	0.1602766	0.7425351	0.0131247	0.2617687	0.3648776	0.9537433	1.0000000
400	0.0339619	0.9981150	0.2143091	0.1541782	0.7433327	0.0125106	0.2621652	0.3648251	0.9537433	1.0000000
450	0.0334903	0.9987983	0.2286799	0.1513459	0.7436061	0.0122584	0.2623274	0.3648119	0.9537433	1.0000000
500	0.0332514	0.9992044	0.2374628	0.1500656	0.7436990	0.0121542	0.2623918	0.3648086	0.9537433	1.0000000
550	0.0772873	0.9990742	0.3689752	0.1256240	0.4914493	0.1340354	0.2595826	0.4717429	0.9537433	1.0000000
600	0.1343032	0.9992452	0.5398752	0.1396300	0.2388896	0.2563477	0.2505596	0.5572181	0.9537433	1.0000000
650	0.1715023	0.9995342	0.6152648	0.1999833	0.1182840	0.3220428	0.2431411	0.5896113	0.9537433	1.0000000
700	0.1916055	0.9997343	0.5821243	0.2654965	0.0744960	0.3553849	0.2390511	0.5997317	0.9537433	1.0000000
750	0.2015285	0.9998310	0.4982232	0.3160564	0.0628525	0.3725430	0.2371290	0.6026206	0.9537433	1.0000000
800	0.2061718	0.9998414	0.4143878	0.3494593	0.0619683	0.3813067	0.2362960	0.6034034	0.9537433	1.0000000
850	0.2082742	0.9997652	0.3505748	0.3696806	0.0636307	0.3856452	0.2359516	0.6036085	0.9537433	1.0000000
900	0.2092151	0.9995905	0.3080135	0.3812351	0.0652790	0.3877090	0.2358135	0.6036610	0.9537433	1.0000000
950	0.2096509	0.9993223	0.2816938	0.3875556	0.0663904	0.3886530	0.2357592	0.6036742	0.9537433	1.0000000
1000	0.2098809	0.9989991	0.2661858	0.3908906	0.0670347	0.3890702	0.2357381	0.6036775	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.2105342	0.9978148	0.2389195	0.5490691	0.1186105	0.3893760	0.2357250	0.6036785	0.9537433	1.0000000
100	0.2105501	0.9975326	0.2023176	0.7354506	0.1697883	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
150	0.2106179	0.9960889	0.1602135	0.8478275	0.1951901	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
200	0.2109064	0.9916876	0.1290996	0.9040408	0.2057134	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
250	0.2117798	0.9821716	0.1100743	0.9297838	0.2097588	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
300	0.2137554	0.9672358	0.0995429	0.9409833	0.2113175	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
350	0.2172096	0.9496186	0.0940530	0.9456959	0.2120489	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
400	0.2220319	0.9330929	0.0913041	0.9476332	0.2126125	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
450	0.2276005	0.9200429	0.0899671	0.9484163	0.2132473	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
500	0.2331007	0.9109613	0.0893312	0.9487287	0.2139963	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
550	0.2378842	0.9053402	0.0901489	0.7939945	0.1639860	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
600	0.2415318	0.9058050	0.0993140	0.6076644	0.1136193	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
650	0.2431720	0.9191696	0.1213253	0.4953074	0.0889039	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
700	0.2414856	0.9418302	0.1520959	0.4391018	0.0788017	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
750	0.2365715	0.9632610	0.1829862	0.4133618	0.0747614	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
800	0.2301685	0.9783756	0.2077004	0.4021635	0.0727994	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
850	0.2240790	0.9874810	0.2245873	0.3974514	0.0714750	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
900	0.2192515	0.9925033	0.2349145	0.3955141	0.0704139	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
950	0.2158528	0.9951367	0.2407471	0.3947312	0.0695685	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000
1000	0.2136497	0.9964779	0.2438543	0.3944188	0.0689372	0.3893759	0.2357250	0.6036785	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.2105342	0.9978252	0.2470029	0.3950680	0.0681435	0.4212931	0.1444672	0.6023421	0.9593358	1.0000000
100	0.2105445	0.9978120	0.2456106	0.4172149	0.0810960	0.6196039	0.0643974	0.5972711	0.9626967	1.0000000
150	0.2105527	0.9977611	0.2352962	0.4845721	0.1406185	0.8243129	0.0281623	0.5926848	0.9636288	1.0000000
200	0.2105679	0.9974949	0.2120577	0.5651730	0.2300869	0.9315810	0.0137097	0.5902308	0.9638443	1.0000000
250	0.2106227	0.9966631	0.1842098	0.6284060	0.3046756	0.9755899	0.0081646	0.5892144	0.9638904	1.0000000
300	0.2107867	0.9947898	0.1602546	0.6683797	0.3508609	0.9917336	0.0060651	0.5888518	0.9638999	1.0000000
350	0.2111678	0.9914811	0.1431267	0.6906187	0.3751097	0.9972953	0.0052736	0.5887343	0.9639018	1.0000000
400	0.2118808	0.9868001	0.1321819	0.7019907	0.3866155	0.9991362	0.0049754	0.5886987	0.9639021	1.0000000
450	0.2129825	0.9814091	0.1256911	0.7074677	0.3917428	0.9997288	0.0048631	0.5886884	0.9639022	1.0000000
500	0.2144149	0.9762173	0.1220432	0.7099903	0.3939705	0.9999158	0.0048207	0.5886856	0.9639022	1.0000000
550	0.2160149	0.9718997	0.1200764	0.7111032	0.3949495	0.9974987	0.0962000	0.5900180	0.9583097	1.0000000
600	0.2175833	0.9687032	0.1190657	0.7096283	0.3911360	0.9103262	0.1763513	0.5950843	0.9549489	1.0000000
650	0.2189601	0.9665701	0.1189137	0.6924755	0.3559199	0.7168634	0.2125561	0.5996723	0.9540167	1.0000000
700	0.2200533	0.9655334	0.1207974	0.6473464	0.2784773	0.5573612	0.2269393	0.6021294	0.9538013	1.0000000
750	0.2207949	0.9661716	0.1268232	0.5831481	0.1956310	0.4663492	0.2324261	0.6031476	0.9537552	1.0000000
800	0.2210596	0.9692505	0.1386028	0.5194936	0.1361907	0.4223855	0.2344895	0.6035109	0.9537457	1.0000000
850	0.2206842	0.9745810	0.1559132	0.4695870	0.1018567	0.4029576	0.2352621	0.6036287	0.9537438	1.0000000
900	0.2196268	0.9807789	0.1763393	0.4362208	0.0842549	0.3948145	0.2355513	0.6036643	0.9537434	1.0000000
950	0.2180730	0.9863575	0.1964148	0.4162686	0.0757928	0.3915142	0.2356597	0.6036746	0.9537434	1.0000000
1000	0.2163468	0.9905893	0.2133688	0.4052631	0.0718259	0.3902061	0.2357004	0.6036775	0.9537433	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.2105342	0.9978253	0.2470220	0.3947791	0.0681504	0.4218910	0.1432484	0.3949950	0.9717350	1.0000000
100	0.2105445	0.9978126	0.2457254	0.4168806	0.0813526	0.6221301	0.0639653	0.2246457	0.9825471	1.0000000
150	0.2105526	0.9977634	0.2354572	0.4844190	0.1414437	0.8258475	0.0337764	0.1577382	0.9855460	1.0000000
200	0.2105675	0.9974995	0.2121934	0.5648699	0.2309337	0.9319069	0.0285302	0.1359372	0.9862391	1.0000000
250	0.2106217	0.9966706	0.1843337	0.6277892	0.3051568	0.9752960	0.0305987	0.1294366	0.9863874	1.0000000
300	0.2107850	0.9948033	0.1603944	0.6674815	0.3509753	0.9910532	0.0330448	0.1275987	0.9864179	1.0000000
350	0.2111647	0.9915085	0.1432937	0.6895140	0.3749490	0.9962942	0.0345234	0.1270976	0.9864240	1.0000000
400	0.2118746	0.9868542	0.1323760	0.7007374	0.3862502	0.9978809	0.0352480	0.1269645	0.9864252	1.0000000
450	0.2129704	0.9815027	0.1259084	0.7061058	0.3912233	0.9983012	0.0355686	0.1269298	0.9864255	1.0000000
500	0.2143934	0.9763577	0.1222799	0.7085505	0.3933392	0.9983862	0.0357025	0.1269210	0.9864255	1.0000000
550	0.2159805	0.9720863	0.1203249	0.7096055	0.3935380	0.9554197	0.1906220	0.3231235	0.9684339	1.0000000
600	0.2175341	0.9689330	0.1194437	0.6976229	0.3668799	0.7163950	0.2431377	0.4927383	0.9576218	1.0000000
650	0.2188932	0.9669756	0.1206374	0.6488315	0.2820332	0.5198182	0.2449483	0.5655763	0.9546229	1.0000000
700	0.2199347	0.9668427	0.1267765	0.5730394	0.1882775	0.4278646	0.2408902	0.5916213	0.9539298	1.0000000
750	0.2204853	0.9696150	0.1403543	0.5005135	0.1254636	0.3957654	0.2381410	0.6000745	0.9537815	1.0000000
800	0.2203142	0.9751820	0.1609298	0.4490073	0.0927061	0.3876318	0.2367702	0.6026463	0.9537510	1.0000000
850	0.2193392	0.9817449	0.1845566	0.4191105	0.0779493	0.3869060	0.2361578	0.6033926	0.9537449	1.0000000
900	0.2177785	0.9874701	0.2062259	0.4041834	0.0719383	0.3877213	0.2358992	0.6036014	0.9537436	1.0000000
950	0.2160236	0.9916118	0.2228126	0.3976259	0.0696462	0.3884798	0.2357938	0.6036582	0.9537434	1.0000000
1000	0.2144124	0.9942766	0.2338152	0.3950961	0.0687744	0.3889397	0.2357518	0.6036733	0.9537434	1.0000000

0	0.2105210	0.9978444	0.2471232	0.3942037	0.0677717	0.3893762	0.2357250	0.6036785	0.9537433	1.0000000
50	0.1704062	0.9978253	0.2471759	0.3885829	0.0653043	0.3103305	0.2362890	0.5172819	0.9537433	1.0000000
100	0.1185571	0.9978245	0.2513365	0.3545680	0.0546005	0.2320460	0.2395883	0.4482233	0.9537433	1.0000000
150	0.0847181	0.9979115	0.2699379	0.3017761	0.0433905	0.1909354	0.2444142	0.4220517	0.9537433	1.0000000
200	0.0663922	0.9981906	0.3101869	0.2520873	0.0361660	0.1695622	0.2483488	0.4138751	0.9537433	1.0000000
250	0.0573003	0.9986275	0.3694260	0.2147104	0.0323603	0.1574940	0.2507016	0.4115409	0.9537433	1.0000000
300	0.0530011	0.9990709	0.4371122	0.1895060	0.0305261	0.1505443	0.2518811	0.4109085	0.9537433	1.0000000
350	0.0510198	0.9994155	0.5016138	0.1735073	0.0296722	0.1466964	0.2524138	0.4107428	0.9537433	1.0000000
400	0.0501163	0.9996436	0.5554051	0.1637789	0.0292778	0.1446876	0.2526396	0.4107004	0.9537433	1.0000000
450	0.0497042	0.9997807	0.5960067	0.1580854	0.0290951	0.1436976	0.2527314	0.4106897	0.9537433	1.0000000
500	0.0495146	0.9998587	0.6243930	0.1548748	0.0290101	0.1432334	0.2527679	0.4106871	0.9537433	1.0000000
550	0.0894556	0.9999018	0.6423762	0.1599296	0.0292869	0.2221627	0.2511743	0.4970831	0.9537433	1.0000000
600	0.1411427	0.9999249	0.6377938	0.1978673	0.0322877	0.3015165	0.2456621	0.5661415	0.9537433	1.0000000
650	0.1748799	0.9999340	0.5886612	0.2539801	0.0391916	0.3443487	0.2408360	0.5923131	0.9537433	1.0000000
700	0.1931448	0.9999265	0.5081127	0.3043175	0.0475722	0.3663362	0.2380629	0.6004897	0.9537433	1.0000000
750	0.2021911	0.9998905	0.4265958	0.3404928	0.0548811	0.3778223	0.2367248	0.6028238	0.9537433	1.0000000
800	0.2064481	0.9998038	0.3617339	0.3636487	0.0601530	0.3837771	0.2361350	0.6034563	0.9537433	1.0000000
850	0.2083949	0.9996409	0.3166265	0.3774761	0.0635215	0.3867637	0.2358886	0.6036220	0.9537433	1.0000000
900	0.2092838	0.9993931	0.2877032	0.3853422	0.0654982	0.3881999	0.2357891	0.6036644	0.9537433	1.0000000
950	0.2097109	0.9990848	0.2701081	0.3896472	0.0665869	0.3888627	0.2357498	0.6036750	0.9537433	1.0000000
1000	0.2099459	0.9987641	0.2597940	0.3919255	0.0671588	0.3891578	0.2357345	0.6036777	0.9537433	1.0000000
