"Time"	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C
850	0.0754903	0.0183749	0.1195422	0.4813511	0.5815040	0.6593578	0.6540412	1.0043378	0.1904283	1.1150710
900	0.0940669	0.0207476	0.1292056	0.3251291	0.5687686	0.7257724	0.6402122	0.8981021	0.2257786	1.0333863
950	0.0832830	0.0239918	0.2058953	0.2840927	0.5948102	0.6615925	0.6476731	0.9862388	0.2967904	0.9836807
1000	0.0750884	0.0401327	0.2463025	0.2146517	0.5571995	0.5927569	0.6432027	0.9706851	0.3196216	1.0169593

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.1322298	0.2919357	0.2912921	0.3503964	0.3171708	0.7373445	0.6844927	1.0012424	0.2629417	0.7167531
100	0.1751354	0.2963850	0.2020957	0.3994661	0.2582306	0.7585927	0.6349316	0.9378893	0.2873682	0.6645634
150	0.2413504	0.2908132	0.1675693	0.5261136	0.2159748	0.8439642	0.7360927	1.0284122	0.2851556	0.6749985
200	0.1970269	0.2844244	0.1412082	0.5053042	0.2124819	0.8544336	0.7068621	0.9534645	0.2967215	0.5805065
250	0.2710500	0.2879454	0.1336373	0.5263747	0.1463358	0.7317984	0.7116867	0.9906566	0.3339831	0.5793840
300	0.2369295	0.2278285	0.1537606	0.6542659	0.1436230	0.8082187	0.6684400	1.0105364	0.3313594	0.6294683
350	0.2108344	0.2479952	0.1259817	0.7754530	0.1548791	0.7398814	0.6273337	1.0790995	0.2738248	0.6100597
400	0.1784098	0.2038749	0.0715882	0.7694778	0.1523834	0.7929084	0.7232717	1.0847956	0.2589290	0.6221825
450	0.1890036	0.2345170	0.0770432	0.7249943	0.1266512	0.9242015	0.7239293	1.0170365	0.2410845	0.6062177
500	0.2517821	0.2465964	0.0872448	0.7684997	0.1440221	0.9318887	0.7232017	1.0235033	0.2753239	0.6686574
550	0.1974022	0.0699508	0.0796665	0.7809431	0.1382184	0.7711236	0.6041020	0.9579940	0.2741505	0.8889905
600	0.1067823	0.0375593	0.0879865	0.7012004	0.2406620	0.6132148	0.6202831	0.9389666	0.2487093	1.0022534
650	0.0754544	0.0133427	0.0851521	0.5818959	0.4152687	0.7081463	0.5978298	0.9495407	0.2653605	1.0147138
700	0.0988880	0.0037207	0.1243642	0.4184965	0.5866854	0.6268041	0.5397189	0.8918331	0.2773856	1.0619640
750	0.0818753	0.0163677	0.1750527	0.3157623	0.7075572	0.6117280	0.6556361	0.8821722	0.3249299	1.0060668
800	0.0842411	0.0137242	0.2311490	0.2140512	0.6290935	0.7904846	0.5566766	0.9023993	0.2951817	0.9701837
850	0.0893137	0.0188753	0.2673866	0.1955455	0.5893892	0.6481422	0.5349174	0.9191997	0.3150346	0.9713612
900	0.0764735	0.0441008	0.3668962	0.2659135	0.5789326	0.5622695	0.6454168	0.9917751	0.3995140	0.9918781
950	0.0800377	0.0631686	0.3490484	0.2694939	0.6414005	0.5751725	0.5836673	0.9682401	0.3327703	0.9679377
1000	0.0893587	0.1148485	0.3674777	0.2399374	0.6322534	0.6679118	0.5802947	0.9831504	0.3298109	1.0211094

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.8122714	0.0892218	0.3692177	0.3287403	0.3604316	0.7584778	0.6025204	0.8872362	0.2573349	0.9612621
100	0.8687886	0.0811768	0.2926758	0.3144843	0.5356864	0.7016026	0.5983791	0.8758774	0.3342256	1.0498243
150	0.9659880	0.0938859	0.2715171	0.2818089	0.5282432	0.6451302	0.5919484	0.8031537	0.2799309	1.0028351
200	0.9009854	0.0843789	0.3219781	0.3207125	0.5235581	0.5592966	0.6151457	0.8100422	0.3185558	0.9942799
250	0.9430780	0.0844124	0.3883705	0.2361634	0.5387720	0.6724518	0.5663695	0.7591457	0.3328097	0.9611890
300	0.9036109	0.0545624	0.3482420	0.2123958	0.4991782	0.5109707	0.4698353	0.7554864	0.3336476	0.9486627
350	0.9450333	0.0815510	0.3634254	0.2548457	0.5170204	0.4585845	0.5020445	0.6956314	0.3692384	1.0179241
400	0.8914880	0.1093657	0.3549316	0.2622432	0.4551735	0.5225798	0.4888622	0.7737057	0.3466281	0.9615327
450	0.8692923	0.1031522	0.4005228	0.2495830	0.4573929	0.5033398	0.4598917	0.7293161	0.2800941	0.9696299
500	0.9190883	0.0971522	0.4053917	0.2853443	0.4763020	0.4702681	0.4911952	0.7829891	0.3122929	0.9841149
550	0.2491779	0.1134906	0.2707331	0.2646026	0.5146641	0.3673174	0.5726979	0.9780603	0.2708917	0.9190247
600	0.1221634	0.0869354	0.3158605	0.2657612	0.5307998	0.4288829	0.6021048	1.0214880	0.2635615	0.9588708
650	0.0795626	0.0594703	0.2827221	0.2386497	0.6066981	0.5799441	0.6007251	1.0574546	0.3250075	0.9833028
700	0.0888661	0.0756829	0.3258944	0.2516701	0.6208901	0.6192303	0.6109617	1.0187900	0.3982317	1.0219592
750	0.0848188	0.0823162	0.3410377	0.2249226	0.5398348	0.7210797	0.6290544	1.0770955	0.3208822	0.9923017
800	0.0961234	0.0787450	0.3764031	0.2297685	0.4166134	0.6628075	0.5832547	1.0693154	0.3598401	0.9709063
850	0.1272161	0.0653633	0.3742111	0.2519199	0.5089029	0.6350612	0.6060199	1.0832210	0.2876000	0.9847821
900	0.0821616	0.1004932	0.3275501	0.2416964	0.5294986	0.6704748	0.7006005	1.0361644	0.2878219	1.0574625
950	0.0868526	0.1090788	0.2902942	0.2461324	0.3816301	0.7755459	0.6479776	1.0211318	0.2400690	1.0511322
1000	0.1248296	0.0854546	0.3412787	0.3349723	0.4065446	0.6924483	0.6069702	1.0285179	0.2892375	0.9971467

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.5032122	0.0627958	0.3314514	0.2439918	0.5213132	0.7610645	0.6362018	0.3005637	0.3290025	0.9339120
100	0.6403897	0.0597571	0.3399361	0.3003449	0.5859676	0.8217576	0.4166702	0.0923779	0.3101115	0.9729407
150	0.5874370	0.0452025	0.2522211	0.3209864	0.5191886	0.7894896	0.2108659	0.0355501	0.2676997	0.9449421
200	0.6379106	0.0356930	0.2120070	0.2984935	0.5036256	0.7768496	0.1038113	0.0163598	0.2495887	0.9547033
250	0.6369259	0.0456599	0.2630790	0.2365626	0.5187404	0.8543083	0.0378543	0.0084253	0.2544983	0.9978688
300	0.6503693	0.0349261	0.3039791	0.2457508	0.4570745	0.8128980	0.0241923	0.0029761	0.3134351	1.0867621
350	0.6577151	0.0446892	0.3386127	0.2306627	0.5439225	0.7549321	0.0236729	0.0067510	0.3274206	1.1077544
400	0.6009707	0.0564761	0.3376733	0.3179844	0.5331147	0.8371084	0.0090186	0.0019286	0.3041076	0.9871618
450	0.5966680	0.0574006	0.3160360	0.2894859	0.5233622	0.7706189	0.0054719	0.0024122	0.3306381	0.9803376
500	0.6248823	0.0498343	0.2912117	0.2718099	0.5439519	0.8133289	0.0172300	0.0041588	0.2817715	1.0806648
550	0.1801735	0.0482933	0.2920276	0.2813014	0.6041244	0.1781178	0.0567772	0.6616024	0.2674038	0.9493998
600	0.1049485	0.0237762	0.3083196	0.2795437	0.7246329	0.0477830	0.2631113	0.9612182	0.2716913	0.9567762
650	0.1021295	0.0484519	0.2846905	0.2303149	0.8499038	0.0633919	0.4357952	0.9501288	0.3052063	1.0026233
700	0.0865099	0.0551958	0.3138753	0.1817553	0.9000597	0.2255752	0.5499205	0.9910995	0.3869205	1.0248044
750	0.0903975	0.0965083	0.3541418	0.1683261	0.9070958	0.2602693	0.6004341	0.9523884	0.4343747	0.8756434
800	0.0786353	0.1490666	0.3999078	0.1601440	0.8323723	0.2478424	0.5663311	0.9734091	0.5062674	0.9163728
850	0.0944670	0.2287093	0.4478583	0.1470900	0.4932288	0.4874570	0.6169010	1.0100868	0.5105053	0.9496020
900	0.1072904	0.2264483	0.5243675	0.2247641	0.3928029	0.5526673	0.6903121	1.0265551	0.4411139	0.9315957
950	0.2155130	0.2118754	0.3939240	0.2709983	0.2823024	0.6306903	0.6009142	0.9585856	0.4118272	0.8761090
1000	0.2009678	0.1411482	0.3008517	0.3550122	0.2711776	0.6604093	0.6210893	1.0164491	0.2856398	1.0491061

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.0912380	0.0875362	0.2602390	0.3125975	0.5070737	0.7696901	0.6199309	1.0247417	0.2636742	0.8747415
100	0.1119231	0.0533503	0.2833087	0.3107225	0.4698147	0.6826671	0.6046999	1.0734874	0.3109573	0.8391040
150	0.0799326	0.0523099	0.2861220	0.3023093	0.5210677	0.6502309	0.6349925	1.0575332	0.3048192	0.8567142
200	0.0932798	0.0651852	0.3082855	0.3082605	0.4973019	0.6794749	0.6198126	1.0684652	0.3335400	0.7670207
250	0.0877274	0.0528529	0.2074890	0.2967160	0.5435559	0.6969887	0.6134776	1.0475659	0.3297541	0.8749315
300	0.1030369	0.0481690	0.2159999	0.3221300	0.4215215	0.7308593	0.6445848	0.9735035	0.3758324	0.8639032
350	0.0810132	0.0494927	0.2384943	0.3186015	0.5114975	0.7676228	0.6384781	0.9624777	0.3691716	0.8436427
400	0.0706299	0.0292376	0.3428447	0.2769225	0.5901622	0.7283938	0.5303849	1.0344126	0.3595668	0.8731778
450	0.0784502	0.0449703	0.2905351	0.2386376	0.6041354	0.6151088	0.5832013	1.0169935	0.3434840	0.8989689
500	0.0656970	0.0613464	0.3450065	0.2395539	0.5196459	0.5834348	0.5836742	0.9882435	0.3885285	0.9130412
550	0.1006296	0.0831533	0.3208251	0.2073800	0.5151037	0.6076127	0.6270866	0.9394110	0.3116912	0.9249574
600	0.0932877	0.0965502	0.3557527	0.2956363	0.5373281	0.6353596	0.5703272	0.9905193	0.3089061	0.9261930
650	0.0850936	0.0748292	0.3032760	0.2847574	0.4796864	0.6781143	0.5940864	0.9419217	0.3704986	0.9707877
700	0.0743359	0.0577235	0.2495543	0.2250362	0.5512034	0.7033373	0.6437342	0.9613820	0.3283450	1.0286547
750	0.0724251	0.0380121	0.2697857	0.2762908	0.6007258	0.6630009	0.6132143	1.1091977	0.3262945	1.0137926
800	0.0826784	0.0460412	0.2803361	0.2690926	0.5660602	0.7378776	0.6822488	1.1263183	0.2905519	1.0504676
850	0.0878983	0.0538119	0.3422627	0.2172638	0.5826328	0.7232851	0.7026092	1.0406963	0.3109868	0.9421399
900	0.0764187	0.0321429	0.3538307	0.1864624	0.5415865	0.7098843	0.7124508	1.0053958	0.3662239	0.9351813
950	0.0981831	0.0770988	0.4001248	0.2481503	0.5232636	0.6555981	0.6384981	1.0392048	0.3746814	0.9985624
1000	0.1187168	0.0836367	0.3126478	0.2605200	0.5356734	0.6009157	0.5763193	1.1183578	0.3484862	1.0601959

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.0773292	0.0583017	0.2402294	0.1547668	0.3481194	0.6347424	0.6707988	0.9899654	0.2872290	1.0585577
100	0.0514624	0.0716631	0.3611745	0.1588262	0.3812370	0.5281704	0.6762315	0.9745306	0.2755224	1.0155706
150	0.0726532	0.0511242	0.3503253	0.1187416	0.3603328	0.5026024	0.6585389	0.9602415	0.2279739	1.0183699
200	0.0932952	0.0955723	0.4503789	0.1124081	0.3452081	0.6266722	0.7095759	1.0206471	0.2187721	0.9716613
250	0.0862392	0.1097779	0.4973818	0.1093047	0.3713915	0.5985050	0.6313255	1.0563641	0.1987613	1.0482600
300	0.1188559	0.1979646	0.5842322	0.1301844	0.2670104	0.5695868	0.6671648	0.9523845	0.1857219	1.0042664
350	0.1080842	0.2614481	0.5933136	0.1305580	0.2590488	0.7436305	0.5789497	0.9297357	0.2503515	0.9941773
400	0.1680094	0.3755568	0.5805978	0.1573846	0.1377391	0.7702867	0.6075592	0.9688731	0.1868702	0.9893640
450	0.3465254	0.4175712	0.4400606	0.2480376	0.0601075	0.6074882	0.5803426	1.0073896	0.1896487	1.0031561
500	0.5531794	0.3929565	0.3375740	0.2392200	0.0592155	0.6553281	0.5952409	0.9798611	0.1713008	1.0725499
550	0.4842874	0.2770011	0.2420382	0.7051782	0.1055908	0.5767820	0.5454274	1.0509151	0.1861981	0.9730849
600	0.3347331	0.1454980	0.1697183	0.8198899	0.1819773	0.5664272	0.5649726	1.0261937	0.2016119	1.0512261
650	0.2222019	0.0851070	0.1251153	0.8561097	0.2984345	0.6289419	0.5741497	1.0674165	0.1714410	1.0653379
700	0.1430498	0.0355382	0.0996179	0.6011646	0.3890770	0.6618854	0.5966667	1.0727441	0.1506168	1.0083620
750	0.1050055	0.0228875	0.1282577	0.4082698	0.4870904	0.6881258	0.6044528	1.0870638	0.2211351	1.0177593
800	0.0922236	0.0304147	0.1652764	0.3261411	0.5431325	0.6880663	0.6483672	1.0735790	0.2953543	0.9735171
850	0.0996142	0.0211017	0.1765264	0.3396884	0.5342894	0.7824945	0.5498035	0.9712889	0.2992913	0.9905789
900	0.0969037	0.0127946	0.2174338	0.2731106	0.5560802	0.6438372	0.5497998	0.9058121	0.2716431	1.0124339
950	0.0957509	0.0121906	0.2833143	0.3070065	0.5136472	0.4761145	0.5717598	0.9840737	0.2697761	0.9929849
1000	0.0945829	0.0336357	0.2707378	0.2461905	0.6075365	0.5766843	0.5825771	1.0180751	0.3070072	0.9847795

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.3926720	0.5918039	0.1536460	0.2445528	0.3013452	0.9022095	0.8854233	1.1093417	0.2863007	0.6503911
100	0.7312108	0.7384189	0.1071143	0.3876034	0.1327503	0.9709122	1.0261684	1.0143521	0.2973786	0.6524797
150	0.8870728	0.8339354	0.0635243	0.5073848	0.0935108	1.0050695	0.9031242	0.9371904	0.3693828	0.5337809
200	0.9134411	0.7837135	0.0664331	0.5765194	0.0931458	1.0850584	0.9352650	0.9307677	0.3491213	0.5186669
250	0.9180659	0.8078504	0.0334058	0.7870116	0.0853057	1.0640495	0.9775651	0.9791371	0.3720832	0.4879203
300	0.9683003	0.8341112	0.0270594	0.8033255	0.0907566	1.0034418	1.0275358	0.9444795	0.4047422	0.5016634
350	0.9864395	0.8057811	0.0250903	0.8522076	0.0923754	1.0130663	0.9604941	1.0115530	0.3344238	0.5126414
400	0.9561032	0.8135266	0.0122219	0.8188953	0.0757683	0.9551328	1.0057492	1.0151857	0.3811976	0.5707149
450	0.9462404	0.8114187	0.0062949	0.7534549	0.0830654	0.9685809	0.8855646	1.0348075	0.4472514	0.4983034
500	0.8937967	0.8127431	0.0139653	0.8819711	0.0759867	0.9123843	0.9595335	0.9771331	0.3987856	0.5291835
550	0.7906478	0.2849175	0.0570766	0.8685387	0.1004956	0.8834531	0.6786103	0.9829351	0.4017265	0.7293579
600	0.5093219	0.1026975	0.0710732	0.8960613	0.1186321	0.8110642	0.6026662	1.0481916	0.2812389	0.8865283
650	0.2189760	0.0473683	0.0712199	0.8229983	0.2237951	0.7445444	0.6851023	0.9072496	0.2411102	0.9431979
700	0.1197140	0.0288705	0.0862603	0.6681051	0.4004727	0.6822837	0.6096028	0.9827501	0.2379610	1.0064121
750	0.1057567	0.0285645	0.0995219	0.4128037	0.4520138	0.6921220	0.6107438	0.9934220	0.2479972	0.9753672
800	0.0954711	0.0137230	0.1816014	0.3533807	0.5541814	0.6471771	0.6520333	0.9840197	0.2808641	0.9751354
850	0.0843097	0.0147432	0.2045885	0.2842476	0.5056126	0.6239041	0.6060417	0.8721859	0.3373677	0.9612146
900	0.0701295	0.0238946	0.2260489	0.2405602	0.6245131	0.6314697	0.6478739	0.9377789	0.3542340	1.0186770
950	0.0581033	0.0150086	0.3328261	0.2345837	0.6496632	0.7505866	0.5674550	0.9898513	0.3448932	1.0145758
1000	0.0853677	0.0459067	0.3742899	0.2123309	0.6156363	0.6943452	0.5593626	0.9908518	0.3756321	0.9951998

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.1114261	0.4338532	0.3605621	0.0786620	0.3583926	0.7673067	0.5880349	0.7055476	0.3641824	0.6819759
100	0.3015213	0.5652785	0.7071817	0.0362607	0.2265931	0.7490147	0.5275106	0.6743365	0.3358395	0.6567274
150	0.5917035	0.6927774	0.8382983	0.0372408	0.1677140	0.4934554	0.5873622	0.6281246	0.3652196	0.6492885
200	0.7787234	0.7767582	0.9036888	0.0405258	0.1413613	0.4830746	0.5090638	0.6330535	0.3124462	0.6917279
250	0.7664120	0.8819672	0.9216500	0.0338833	0.2050567	0.3523674	0.4971680	0.6236995	0.4169691	0.5933983
300	0.9676748	0.8929566	0.9797340	0.0552894	0.1977179	0.3033049	0.4843543	0.6707039	0.4560619	0.6709697
350	0.9111305	0.8983873	0.9295319	0.0432463	0.2101497	0.3883901	0.4128175	0.6428103	0.5189227	0.6429683
400	0.9703627	0.9833806	0.9581040	0.0458002	0.2107777	0.2760775	0.4000430	0.6360974	0.5462815	0.6213682
450	0.9493935	0.9929051	0.8503950	0.0348656	0.2277763	0.1762272	0.3689074	0.6367438	0.6755608	0.5978581
500	0.9231458	0.9391500	0.9954947	0.0458621	0.2744039	0.2087603	0.4802334	0.6065465	0.6401126	0.5591517
550	0.9397077	0.8690908	0.7148171	0.4426452	0.2393498	0.2885703	0.4956356	0.9035288	0.5945731	0.7549456
600	0.8698982	0.7697976	0.3310562	0.5414426	0.2527224	0.4423783	0.5336109	0.9233249	0.6151173	0.8403720
650	0.9631645	0.4390241	0.1950800	0.5153842	0.2524164	0.5461918	0.5477481	0.8959787	0.4986501	0.7878705
700	0.7365005	0.2185531	0.1573271	0.5396754	0.1824400	0.4503423	0.5898724	0.9394460	0.3665350	0.8315954
750	0.3207218	0.1009643	0.1169773	0.5084172	0.2605685	0.5356030	0.5880298	1.0503509	0.2403648	0.9201668
800	0.1666585	0.0354359	0.1284712	0.4424405	0.4660220	0.5795956	0.5915300	0.9818705	0.2338837	0.9556962
850	0.1044508	0.0126549	0.1593321	0.3385338	0.5466054	0.5169286	0.6166700	0.8769269	0.2464843	0.9557739
900	0.1060881	0.0203355	0.1912305	0.2786996	0.6713049	0.4705305	0.6424992	0.9839213	0.2908158	0.9641326
950	0.0906749	0.0207072	0.2412487	0.2239314	0.7508033	0.6337866	0.6296955	0.9369449	0.3683854	0.9483749
1000	0.0957147	0.0397960	0.3725344	0.2272750	0.7494438	0.5755462	0.5284968	0.9548745	0.4095161	0.9339818

0	0.0920405	0.0778378	0.3315083	0.2305644	0.4814407	0.7006949	0.6560064	1.0282843	0.3001299	0.9710719
50	0.1261983	0.1130723	0.1540755	0.3764876	0.1303396	0.7818951	0.8412366	1.0543463	0.2569700	0.7275136
100	0.0886823	0.0637904	0.0640101	0.5724174	0.0662967	0.8444912	0.8319907	0.9819898	0.2226863	0.6062481
150	0.0844554	0.0301426	0.0272619	0.7809317	0.0563990	0.8240684	0.8040365	0.9076573	0.2799106	0.5905930
200	0.0812942	0.0271592	0.0242297	0.9109030	0.0410776	0.8316613	0.8975218	0.9780657	0.3189967	0.5410982
250	0.1078456	0.0118896	0.0135611	0.9339714	0.0739855	0.8788338	0.8173152	1.0100832	0.3099787	0.5350361
300	0.1070582	0.0234389	0.0011038	0.9686192	0.0596066	0.7963105	0.7962471	1.0312969	0.2974901	0.5914352
350	0.0702068	0.0210694	0.0055924	0.9464932	0.0603232	0.8645464	0.9083088	0.9224689	0.2697779	0.6003527
400	0.0914990	0.0233356	0.0041660	0.9407326	0.0747165	0.7571724	0.8500471	1.0195631	0.3252370	0.5862380
450	0.0791640	0.0150645	0.0206266	0.9266502	0.0838320	0.8372426	0.8924528	0.9988080	0.3029387	0.5611339
500	0.0960936	0.0169668	0.0074753	0.8296297	0.0631646	0.8703770	0.7703079	0.9913007	0.3657112	0.5370608
550	0.1078329	0.0082104	0.0823796	0.8929149	0.3851857	0.7860153	0.6229195	0.9656317	0.2917115	0.8397531
600	0.0993657	0.0214637	0.0958514	0.6113753	0.4483783	0.6560814	0.5605168	1.1024561	0.3312909	0.9409310
650	0.1014304	0.0186419	0.0966566	0.4371770	0.5696574	0.5618980	0.6423027	1.1490035	0.2982011	0.9922678
700	0.0905455	0.0204245	0.1323569	0.3805899	0.6401337	0.6040197	0.6629588	1.0315525	0.2985200	0.9592912
750	0.0654590	0.0126511	0.2425336	0.2788391	0.6459485	0.6668073	0.7037419	0.9421232	0.3076389	0.9646761
800	0.0705323	0.0318045	0.2707519	0.1968067	0.6378968	0.7003281	0.6217741	0.9861428	0.3841120	0.9573011
850	0.0809749	0.0469882	0.3829786	0.2171167	0.6212155	0.6272390	0.5999702	0.9379442	0.3623051	0.9780559
900	0.0982802	0.0509899	0.3997852	0.2300659	0.6714085	0.6347105	0.5442044	0.9183016	0.3533111	1.1042258
950	0.0905615	0.0748878	0.3478608	0.1932795	0.5751950	0.5851917	0.5418127	0.9310108	0.3746449	1.0351190
1000	0.1000060	0.1186419	0.4387463	0.1875414	0.5230862	0.5905329	0.5929541	0.9806190	0.4053486	1.0047548
