"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1199873	0.6346959	0.9367018	0.0555309	0.1060128	0.8736377	0.9027251	0.0449870	0.2599845	0.1370625
100	0.1228278	0.6062438	0.8990792	0.0555301	0.1060254	0.8728044	0.9052635	0.0449613	0.2631620	0.1403239
150	0.1319106	0.5791229	0.8870905	0.0555299	0.1062324	0.8695894	0.9105855	0.0448178	0.2713733	0.1460668
200	0.1454473	0.5634108	0.8835352	0.0555306	0.1069155	0.8635316	0.9146842	0.0445400	0.2811013	0.1524082
250	0.1588519	0.5562026	0.8824934	0.0555332	0.1082455	0.8558054	0.9154807	0.0442357	0.2887822	0.1576823
300	0.1691782	0.5532993	0.8821889	0.0555387	0.1101174	0.8481914	0.9138790	0.0439966	0.2935389	0.1612837
350	0.1759190	0.5522209	0.8820998	0.0555474	0.1122101	0.8419663	0.9115407	0.0438437	0.2960542	0.1634159
400	0.1798426	0.5518413	0.8820738	0.0555585	0.1141712	0.8375479	0.9095176	0.0437583	0.2972476	0.1645494
450	0.1819456	0.5517127	0.8820662	0.0555707	0.1157675	0.8347404	0.9081313	0.0437151	0.2977720	0.1651023
500	0.1830056	0.5516704	0.8820639	0.0555822	0.1169261	0.8331088	0.9073082	0.0436948	0.2979899	0.1653528
550	0.1832341	0.5600625	0.9453416	0.0555921	0.1176901	0.8322762	0.9066476	0.0436861	0.2978198	0.1647670
600	0.1786767	0.5901215	0.9829640	0.0555996	0.1181158	0.8329178	0.9030929	0.0437013	0.2939003	0.1606652
650	0.1664049	0.6167915	0.9949527	0.0556046	0.1180477	0.8368211	0.8961153	0.0438077	0.2847335	0.1538829
700	0.1514841	0.6315031	0.9985080	0.0556061	0.1171674	0.8439752	0.8912680	0.0440367	0.2749100	0.1473088
750	0.1389642	0.6380348	0.9995497	0.0556027	0.1154408	0.8523409	0.8910283	0.0443251	0.2677533	0.1424961
800	0.1304298	0.6406070	0.9998543	0.0555942	0.1132478	0.8598358	0.8936309	0.0445847	0.2635772	0.1395316
850	0.1253284	0.6415474	0.9999433	0.0555821	0.1110869	0.8654506	0.8967529	0.0447693	0.2614619	0.1379149
900	0.1225424	0.6418746	0.9999693	0.0555690	0.1092970	0.8691443	0.8992135	0.0448798	0.2604892	0.1371139
950	0.1211177	0.6419844	0.9999770	0.0555571	0.1079917	0.8713417	0.9007963	0.0449381	0.2600718	0.1367488
1000	0.1204244	0.6420204	0.9999792	0.0555476	0.1071295	0.8725459	0.9016930	0.0449661	0.2599016	0.1365951

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1144539	0.7980956	0.9999802	0.0555309	0.1060112	0.8738384	0.8945799	0.0228618	0.2518981	0.1342745
100	0.0927739	0.9243786	0.9999802	0.0555300	0.1059024	0.8766618	0.8628604	0.0082225	0.2206788	0.1257582
150	0.0697325	0.9733245	0.9999802	0.0555292	0.1052780	0.8842476	0.8477035	0.0044755	0.1903992	0.1171198
200	0.0536975	0.9891108	0.9999802	0.0555267	0.1038241	0.8939313	0.8598384	0.0047898	0.1723133	0.1114272
250	0.0444592	0.9938046	0.9999802	0.0555215	0.1018340	0.9023992	0.8806157	0.0060926	0.1636749	0.1085179
300	0.0396728	0.9951405	0.9999802	0.0555140	0.0998641	0.9082335	0.8975338	0.0072115	0.1600376	0.1073469
350	0.0373562	0.9955111	0.9999802	0.0555058	0.0982964	0.9115935	0.9080458	0.0078890	0.1586239	0.1070155
400	0.0362869	0.9956122	0.9999802	0.0554985	0.0972353	0.9132430	0.9136750	0.0082270	0.1581035	0.1070040
450	0.0358101	0.9956395	0.9999802	0.0554929	0.0966063	0.9139208	0.9164132	0.0083760	0.1579193	0.1070767
500	0.0356031	0.9956468	0.9999802	0.0554890	0.0962762	0.9141302	0.9176575	0.0084362	0.1578558	0.1071487
550	0.0368613	0.8395905	0.9999802	0.0554866	0.0961242	0.9141102	0.9219179	0.0344616	0.1626668	0.1078937
600	0.0469432	0.7133080	0.9999802	0.0554852	0.0960897	0.9130447	0.9351290	0.0498609	0.1871758	0.1125084
650	0.0661410	0.6643623	0.9999802	0.0554846	0.0962932	0.9088696	0.9423430	0.0508955	0.2176499	0.1201666
700	0.0860877	0.6485760	0.9999802	0.0554849	0.0970131	0.9013888	0.9383503	0.0485269	0.2393859	0.1272398
750	0.1009971	0.6438822	0.9999802	0.0554868	0.0983632	0.8927982	0.9283536	0.0466883	0.2510437	0.1319770
800	0.1101747	0.6425463	0.9999802	0.0554907	0.1001243	0.8853777	0.9183713	0.0457242	0.2563370	0.1345725
850	0.1151750	0.6421757	0.9999802	0.0554967	0.1019091	0.8801146	0.9111607	0.0452879	0.2585019	0.1357988
900	0.1176867	0.6420746	0.9999802	0.0555038	0.1034074	0.8768903	0.9068394	0.0451049	0.2593290	0.1363050
950	0.1188787	0.6420473	0.9999802	0.0555108	0.1044927	0.8751335	0.9045512	0.0450319	0.2596311	0.1364832
1000	0.1194214	0.6420400	0.9999802	0.0555170	0.1051904	0.8742696	0.9034414	0.0450038	0.2597381	0.1365309

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.0962976	0.6420083	0.9985855	0.3064091	0.1062259	0.8589465	0.9025572	0.0449871	0.2598664	0.2333992
100	0.0669062	0.6376046	0.9455346	0.5755989	0.1113231	0.7812596	0.9025945	0.0449825	0.2602448	0.3357141
150	0.0490975	0.5974961	0.7933801	0.7180141	0.1323601	0.6814871	0.9046587	0.0449556	0.2632037	0.3948852
200	0.0440041	0.4978547	0.6437187	0.7803697	0.1750250	0.6027469	0.9145090	0.0447822	0.2781426	0.4333203
250	0.0556542	0.3739157	0.5411480	0.8054297	0.2331088	0.5491029	0.9327444	0.0442503	0.3146088	0.4719867
300	0.0903998	0.2705123	0.4828374	0.8153184	0.2955034	0.5093213	0.9526817	0.0434475	0.3687841	0.5251146
350	0.1411155	0.2034635	0.4545022	0.8198538	0.3573271	0.4732712	0.9689260	0.0427212	0.4243212	0.5924159
400	0.1887772	0.1665390	0.4414236	0.8232681	0.4206056	0.4385776	0.9799937	0.0422459	0.4673319	0.6573526
450	0.2228553	0.1478795	0.4341453	0.8276406	0.4861717	0.4084807	0.9866498	0.0419864	0.4946982	0.7065320
500	0.2436537	0.1381455	0.4277115	0.8341671	0.5492115	0.3857188	0.9903277	0.0418569	0.5101049	0.7385319
550	0.4404131	0.1341456	0.4689154	0.6392770	0.6028452	0.3720354	0.9922995	0.0417945	0.5183531	0.7027032
600	0.6757837	0.1778998	0.6678143	0.4479802	0.6393232	0.3727701	0.9925863	0.0417650	0.5201039	0.6411450
650	0.7851205	0.3098024	0.8403221	0.3672470	0.6505942	0.3873827	0.9825737	0.0417620	0.5000242	0.5519964
700	0.7120823	0.4500126	0.9222204	0.3390895	0.6321655	0.4213270	0.9405150	0.0418204	0.4456195	0.4253631
750	0.5364122	0.5411864	0.9551219	0.3137686	0.5751818	0.4856465	0.8830238	0.0420126	0.3803965	0.3098192
800	0.3739787	0.5885549	0.9719844	0.2652662	0.4761720	0.5759005	0.8515405	0.0424016	0.3296925	0.2319217
850	0.2631457	0.6124291	0.9848353	0.1967694	0.3601812	0.6695866	0.8506511	0.0429594	0.2983154	0.1866319
900	0.1973785	0.6259310	0.9934640	0.1342853	0.2615834	0.7463641	0.8633141	0.0435535	0.2807563	0.1621421
950	0.1608569	0.6339757	0.9976097	0.0936264	0.1941442	0.7996801	0.8767807	0.0440570	0.2710906	0.1493542
1000	0.1411590	0.6383831	0.9991874	0.0723095	0.1536716	0.8328361	0.8867914	0.0444235	0.2657110	0.1428000

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1160469	0.7386921	0.7641850	0.0555230	0.0891781	0.8736544	0.8974888	0.0224273	0.2544993	0.1368700
100	0.1006829	0.7841420	0.6239912	0.0554894	0.0733893	0.8729895	0.8804282	0.0073099	0.2352057	0.1399301
150	0.0855861	0.7776361	0.5793174	0.0554552	0.0663335	0.8700126	0.8766871	0.0027621	0.2205389	0.1453535
200	0.0771719	0.7653282	0.5660691	0.0554334	0.0641643	0.8644143	0.8864314	0.0017531	0.2159224	0.1508252
250	0.0741893	0.7580386	0.5621873	0.0554223	0.0643145	0.8575805	0.8968888	0.0015791	0.2164658	0.1551982
300	0.0738603	0.7547634	0.5610524	0.0554176	0.0655080	0.8510625	0.9028438	0.0015348	0.2181169	0.1582191
350	0.0743593	0.7534731	0.5607206	0.0554164	0.0670482	0.8457865	0.9049645	0.0015010	0.2193911	0.1600740
400	0.0749063	0.7530025	0.5606237	0.0554170	0.0685294	0.8420115	0.9051725	0.0014738	0.2201156	0.1611035
450	0.0752911	0.7528392	0.5605954	0.0554182	0.0697455	0.8395674	0.9047797	0.0014561	0.2204693	0.1616258
500	0.0755176	0.7527845	0.5605871	0.0554196	0.0706366	0.8381138	0.9043600	0.0014463	0.2206266	0.1618692
550	0.0822344	0.5657120	0.7963799	0.0554238	0.0884217	0.8373407	0.9114268	0.0249270	0.2309184	0.1619798
600	0.1225249	0.5206672	0.9365730	0.0554473	0.1049307	0.8362562	0.9316825	0.0398235	0.2701544	0.1661565
650	0.1605222	0.5681345	0.9812466	0.0554904	0.1127546	0.8330297	0.9338039	0.0433191	0.2932084	0.1668674
700	0.1674203	0.6082319	0.9944947	0.0555346	0.1162688	0.8320255	0.9163757	0.0437689	0.2905143	0.1600941
750	0.1567034	0.6285766	0.9983765	0.0555683	0.1175255	0.8369232	0.8993429	0.0439231	0.2794159	0.1515988
800	0.1432920	0.6370940	0.9995114	0.0555881	0.1169315	0.8457703	0.8923316	0.0441929	0.2701670	0.1449780
850	0.1331006	0.6403144	0.9998431	0.0555941	0.1150223	0.8549678	0.8926902	0.0444865	0.2646740	0.1408158
900	0.1267671	0.6414582	0.9999400	0.0555890	0.1126284	0.8623309	0.8956138	0.0447120	0.2619161	0.1385262
950	0.1232576	0.6418477	0.9999684	0.0555777	0.1104236	0.8673409	0.8984258	0.0448512	0.2606668	0.1373856
1000	0.1214547	0.6419764	0.9999767	0.0555649	0.1087252	0.8703786	0.9003526	0.0449253	0.2601387	0.1368624

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1155910	0.7590316	0.9998951	0.1420525	0.1060115	0.8738010	0.9013749	0.0453232	0.2226928	0.1347613
100	0.0973922	0.8536613	0.9981047	0.2348887	0.1059232	0.8760522	0.9033077	0.0478088	0.1775171	0.1278337
150	0.0770433	0.8900305	0.9924176	0.2840018	0.1054195	0.8822173	0.9181050	0.0537191	0.1487889	0.1208579
200	0.0624100	0.9010560	0.9854281	0.3054949	0.1042325	0.8900561	0.9374453	0.0620716	0.1343482	0.1165467
250	0.0538270	0.9035063	0.9801866	0.3140899	0.1026050	0.8967381	0.9526564	0.0699281	0.1280914	0.1145637
300	0.0493702	0.9035494	0.9771844	0.3173485	0.1010094	0.9011502	0.9620016	0.0752916	0.1256885	0.1138985
350	0.0472504	0.9031571	0.9757151	0.3185399	0.0997649	0.9035411	0.9669660	0.0781688	0.1248797	0.1138007
400	0.0463133	0.9028372	0.9750634	0.3189636	0.0989480	0.9046100	0.9693509	0.0794477	0.1246578	0.1138809
450	0.0459264	0.9026502	0.9747928	0.3191106	0.0984849	0.9049768	0.9704071	0.0799275	0.1246230	0.1139820
500	0.0457778	0.9025561	0.9746857	0.3191605	0.0982577	0.9050362	0.9708407	0.0800741	0.1246342	0.1140581
550	0.0472925	0.7798804	0.9786642	0.2326519	0.0981646	0.9049465	0.9705329	0.0766232	0.1516953	0.1148535
600	0.0582839	0.6833548	0.9897803	0.1398166	0.0981645	0.9037962	0.9668876	0.0645360	0.1926897	0.1193646
650	0.0773682	0.6502876	0.9963689	0.0907028	0.0983996	0.8996988	0.9572391	0.0542844	0.2262302	0.1260400
700	0.0953349	0.6424727	0.9988269	0.0692085	0.0991319	0.8929623	0.9425634	0.0488454	0.2458590	0.1314821
750	0.1074561	0.6414317	0.9996230	0.0606124	0.1004047	0.8858854	0.9275996	0.0464698	0.2548513	0.1346316
800	0.1141570	0.6416211	0.9998703	0.0573534	0.1019450	0.8803295	0.9162147	0.0455248	0.2582841	0.1360559
850	0.1174140	0.6418422	0.9999463	0.0561627	0.1033872	0.8767925	0.9092039	0.0451708	0.2594094	0.1365544
900	0.1188614	0.6419584	0.9999697	0.0557409	0.1044983	0.8748911	0.9055054	0.0450455	0.2597248	0.1366601
950	0.1194632	0.6420078	0.9999769	0.0555963	0.1052301	0.8740198	0.9037693	0.0450041	0.2597954	0.1366379
1000	0.1197004	0.6420268	0.9999791	0.0555489	0.1056512	0.8736897	0.9030260	0.0449915	0.2598039	0.1365932

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1147968	0.6420372	0.9999801	0.0555309	0.1060125	0.8736750	0.9025610	0.0449874	0.2597949	0.1365095
100	0.1084889	0.6420373	0.9999802	0.0555301	0.1059999	0.8736772	0.9025646	0.0449874	0.2597947	0.1365100
150	0.1045280	0.6420373	0.9999802	0.0555297	0.1059951	0.8736774	0.9025661	0.0449874	0.2597946	0.1365104
200	0.1024660	0.6420373	0.9999802	0.0555296	0.1059934	0.8736771	0.9025667	0.0449874	0.2597946	0.1365105
250	0.1014844	0.6420373	0.9999802	0.0555295	0.1059929	0.8736768	0.9025669	0.0449875	0.2597946	0.1365106
300	0.1010411	0.6420373	0.9999802	0.0555295	0.1059927	0.8736766	0.9025670	0.0449875	0.2597946	0.1365107
350	0.1008476	0.6420373	0.9999802	0.0555295	0.1059927	0.8736765	0.9025670	0.0449875	0.2597946	0.1365107
400	0.1007653	0.6420373	0.9999802	0.0555295	0.1059928	0.8736764	0.9025670	0.0449875	0.2597946	0.1365107
450	0.1007309	0.6420373	0.9999802	0.0555295	0.1059928	0.8736764	0.9025670	0.0449875	0.2597946	0.1365107
500	0.1007167	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
550	0.1057580	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
600	0.1120604	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
650	0.1160191	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
700	0.1180802	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
750	0.1190614	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
800	0.1195047	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
850	0.1196980	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
900	0.1197804	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
950	0.1198148	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107
1000	0.1198289	0.6420373	0.9999802	0.0555295	0.1059928	0.8736763	0.9025670	0.0449875	0.2597946	0.1365107

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1175707	0.6892002	0.7575436	0.0555309	0.1060988	0.8676265	0.8997950	0.0232630	0.2568016	0.1771520
100	0.1102712	0.6665282	0.6134011	0.0555311	0.1080992	0.8330271	0.8941689	0.0087372	0.2493869	0.2255816
150	0.1103692	0.6131190	0.5674690	0.0555402	0.1159537	0.7809138	0.9005531	0.0042940	0.2529372	0.2602007
200	0.1226336	0.5771151	0.5538476	0.0555780	0.1311329	0.7312976	0.9118098	0.0030023	0.2662485	0.2842403
250	0.1409921	0.5597605	0.5498564	0.0556808	0.1516605	0.6922965	0.9181485	0.0024097	0.2800915	0.3005698
300	0.1580750	0.5526271	0.5486894	0.0559032	0.1739494	0.6644760	0.9184546	0.0020314	0.2897837	0.3108900
350	0.1704834	0.5499516	0.5483481	0.0562996	0.1946712	0.6459499	0.9156310	0.0017967	0.2952553	0.3168345
400	0.1782038	0.5490052	0.5482481	0.0568845	0.2117295	0.6343693	0.9123205	0.0016657	0.2979527	0.3199617
450	0.1825293	0.5486835	0.5482185	0.0576048	0.2244121	0.6275667	0.9097444	0.0015991	0.2991669	0.3214744
500	0.1847783	0.5485772	0.5482094	0.0583573	0.2330461	0.6238063	0.9081011	0.0015676	0.2996802	0.3221496
550	0.1969093	0.4473130	0.7906415	0.0590375	0.2382548	0.6264082	0.9131846	0.0230523	0.3080330	0.2852840
600	0.2411639	0.4749784	0.9347817	0.0595412	0.2365352	0.6505805	0.9266241	0.0373295	0.3307661	0.2475020
650	0.2528143	0.5527262	0.9807126	0.0596265	0.2226772	0.6886581	0.9182455	0.0415975	0.3289995	0.2143631
700	0.2243540	0.6033571	0.9943337	0.0591154	0.2001208	0.7319161	0.8949082	0.0427767	0.3078241	0.1846806
750	0.1873370	0.6270845	0.9983256	0.0582203	0.1753869	0.7743610	0.8804002	0.0433676	0.2868383	0.1632931
800	0.1584577	0.6366444	0.9994938	0.0573087	0.1532867	0.8100103	0.8795891	0.0438908	0.2731292	0.1501906
850	0.1402086	0.6401793	0.9998363	0.0566011	0.1361293	0.8359888	0.8854566	0.0443331	0.2658048	0.1430122
900	0.1299729	0.6414170	0.9999371	0.0561350	0.1241354	0.8528600	0.8919388	0.0446403	0.2623359	0.1394048
950	0.1246630	0.6418347	0.9999670	0.0558581	0.1163935	0.8628551	0.8966955	0.0448201	0.2608198	0.1377193
1000	0.1220576	0.6419721	0.9999760	0.0557035	0.1117003	0.8683487	0.8995812	0.0449126	0.2601940	0.1369820

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1072589	0.6420372	0.9999802	0.0555177	0.0738928	0.8736758	0.8980386	0.0449874	0.2597958	0.1364976
100	0.0915348	0.6420373	0.9999802	0.0554718	0.0437494	0.8736956	0.8934818	0.0449874	0.2598001	0.1364333
150	0.0816602	0.6420373	0.9999802	0.0554345	0.0299759	0.8737564	0.8912193	0.0449872	0.2598055	0.1363428
200	0.0765194	0.6420373	0.9999803	0.0554148	0.0247437	0.8738528	0.8902829	0.0449870	0.2598093	0.1362656
250	0.0740720	0.6420374	0.9999803	0.0554061	0.0229127	0.8739553	0.8899253	0.0449868	0.2598113	0.1362138
300	0.0729666	0.6420374	0.9999803	0.0554025	0.0222973	0.8740409	0.8897943	0.0449867	0.2598122	0.1361836
350	0.0724843	0.6420374	0.9999803	0.0554012	0.0220932	0.8741019	0.8897475	0.0449867	0.2598125	0.1361674
400	0.0722790	0.6420374	0.9999803	0.0554007	0.0220247	0.8741408	0.8897310	0.0449866	0.2598126	0.1361591
450	0.0721932	0.6420374	0.9999803	0.0554005	0.0220008	0.8741637	0.8897252	0.0449866	0.2598126	0.1361550
500	0.0721578	0.6420374	0.9999803	0.0554004	0.0219918	0.8741764	0.8897233	0.0449866	0.2598126	0.1361531
550	0.0847283	0.6420374	0.9999803	0.0554007	0.0540723	0.8741823	0.8942450	0.0449866	0.2598116	0.1361647
600	0.1004435	0.6420374	0.9999803	0.0554075	0.0841685	0.8741675	0.8988053	0.0449867	0.2598070	0.1362311
650	0.1103145	0.6420374	0.9999803	0.0554315	0.0979242	0.8741069	0.9010693	0.0449869	0.2598015	0.1363226
700	0.1154539	0.6420374	0.9999803	0.0554644	0.1031569	0.8740098	0.9020062	0.0449871	0.2597978	0.1363993
750	0.1179007	0.6420374	0.9999803	0.0554924	0.1049992	0.8739072	0.9023640	0.0449873	0.2597958	0.1364501
800	0.1190059	0.6420374	0.9999802	0.0555105	0.1056302	0.8738223	0.9024950	0.0449874	0.2597949	0.1364796
850	0.1194880	0.6420373	0.9999802	0.0555205	0.1058496	0.8737622	0.9025419	0.0449874	0.2597946	0.1364953
900	0.1196933	0.6420373	0.9999802	0.0555254	0.1059305	0.8737241	0.9025583	0.0449874	0.2597946	0.1365033
950	0.1197791	0.6420373	0.9999802	0.0555277	0.1059634	0.8737017	0.9025641	0.0449874	0.2597945	0.1365072
1000	0.1198145	0.6420373	0.9999802	0.0555287	0.1059782	0.8736894	0.9025660	0.0449875	0.2597946	0.1365091

0	0.1198514	0.6420372	0.9999801	0.0555326	0.1060440	0.8736660	0.9025520	0.0449873	0.2597954	0.1365085
50	0.1172534	0.7084926	0.9984797	0.3125416	0.1060119	0.8737495	0.8993075	0.0225106	0.2562843	0.1354516
100	0.1051475	0.7595657	0.9431667	0.5883110	0.1059531	0.8751468	0.8865040	0.0074340	0.2414926	0.1311446
150	0.0911427	0.7570483	0.7995559	0.7342020	0.1056403	0.8787466	0.8805047	0.0028801	0.2273663	0.1289287
200	0.0836674	0.7102701	0.6718274	0.7980510	0.1049850	0.8812617	0.8888884	0.0018710	0.2239747	0.1335854
250	0.0868050	0.6495080	0.5849762	0.8235910	0.1044766	0.8781251	0.9041583	0.0016489	0.2330580	0.1449989
300	0.1009709	0.5972706	0.5280394	0.8332835	0.1049504	0.8671957	0.9172174	0.0014446	0.2502559	0.1608382
350	0.1233199	0.5599940	0.4925757	0.8368374	0.1071072	0.8492346	0.9243818	0.0011870	0.2694885	0.1782653
400	0.1490056	0.5361063	0.4718543	0.8381102	0.1112733	0.8269796	0.9262149	0.0009521	0.2864000	0.1946164
450	0.1733203	0.5218604	0.4603265	0.8385600	0.1173373	0.8039190	0.9247257	0.0007793	0.2991898	0.2081015
500	0.1933265	0.5137733	0.4541039	0.8387204	0.1247606	0.7830426	0.9218063	0.0006666	0.3078949	0.2181033
550	0.2269038	0.3538469	0.5033626	0.5818168	0.1327107	0.7655909	0.9260341	0.0224726	0.3246908	0.2326879
600	0.3611403	0.2825981	0.7354486	0.3061535	0.1409129	0.7414588	0.9486219	0.0368843	0.3777964	0.2804950
650	0.4901282	0.3846327	0.9058812	0.1603751	0.1527668	0.6999539	0.9582873	0.0410161	0.4100114	0.3059468
700	0.4722090	0.5089164	0.9708287	0.0967003	0.1715213	0.6706256	0.9293139	0.0419601	0.3871600	0.2721322
750	0.3691772	0.5845512	0.9912864	0.0714794	0.1882332	0.6805162	0.8832066	0.0423431	0.3415482	0.2219144
800	0.2692404	0.6197196	0.9974115	0.0621787	0.1893109	0.7213315	0.8593620	0.0428249	0.3038583	0.1834643
850	0.2007706	0.6339409	0.9992216	0.0587985	0.1747058	0.7699818	0.8608642	0.0434413	0.2810013	0.1600834
900	0.1608216	0.6392315	0.9997551	0.0573641	0.1544651	0.8105902	0.8728120	0.0440318	0.2692290	0.1475225
950	0.1396064	0.6410956	0.9999126	0.0565886	0.1366216	0.8384859	0.8846206	0.0444686	0.2637567	0.1413384
1000	0.1290267	0.6417282	0.9999594	0.0561242	0.1238913	0.8553675	0.8928590	0.0447337	0.2613878	0.1385014
