"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
450	0.4107983	0.7051619	0.6477820	0.1361425	0.4623295	0.6929239	0.6715196	0.6769400	0.7324472	0.2785765
500	0.3572871	0.6245083	0.6122921	0.1221151	0.3910453	0.6249759	0.8556533	0.7340834	0.6295698	0.1374284
550	0.3716463	0.6738017	0.6796342	0.1200679	0.6616686	0.7252963	0.8398021	0.5748169	0.6532373	0.3403271
600	0.2722701	0.8800529	0.6450714	0.1282739	0.5616837	0.7975207	0.8663757	0.7401876	0.7840956	0.4970617
650	0.2902725	0.9278956	0.5843819	0.1251408	0.6403549	0.7639087	0.9369745	0.7753683	0.7033084	0.7015011
700	0.3030459	0.8193664	0.6027307	0.1171487	0.6900409	0.7509340	0.7330043	0.7094878	0.6607526	0.7496357
750	0.3449676	0.7590872	0.5750122	0.0608068	0.7080390	0.7524591	0.6710329	0.4841906	0.7295900	0.7180635
800	0.2388322	0.5383237	0.7272568	0.0555127	0.7436721	0.7562051	0.7301277	0.7755655	0.8068506	0.7795117
850	0.2024064	0.6025770	0.6145176	0.0762908	0.7342685	0.6677283	0.7941286	0.6756718	0.6105628	0.6409630
900	0.1744197	0.6104655	0.6830063	0.1101765	0.8161843	0.6264058	0.8256910	0.9053742	0.8737839	0.7513650
950	0.1951296	0.7478075	0.5796066	0.0863935	0.8099853	0.7679190	0.6896103	0.7658394	0.8523922	0.6860338
1000	0.2456287	0.6747850	0.7023255	0.1293833	0.8692039	0.8413905	0.6783809	0.9491965	0.8431485	0.5942744

0	0.2524931	0.7088488	0.6205154	0.0653430	0.7660155	0.7678435	0.9010842	0.9122303	0.6376122	0.8324644
50	0.2682415	0.7064642	0.5638936	0.1244025	0.7738152	0.6718380	0.7125427	0.6881705	0.6668627	0.8149968
100	0.2534891	0.8380100	0.7446488	0.0948635	0.7708489	0.5918536	0.7357761	0.7596070	0.7037095	0.7465086
150	0.3009845	0.6782579	0.7210198	0.1346370	0.6532845	0.4099809	0.6195088	0.6576268	0.8188177	0.6915165
200	0.2865419	0.5676566	0.8751799	0.0728387	0.9480590	0.4201371	0.7008002	0.6991581	0.6462519	0.8489721
250	0.2119409	0.8017971	0.7403642	0.0979522	0.7347651	0.4961927	0.6488542	0.6376237	0.7621743	0.6761989
300	0.1429186	0.7948781	0.8249134	0.1765449	0.7521164	0.3091827	0.6961749	0.8944491	0.8500254	0.8417146
350	0.2700901	0.7644998	0.8372612	0.1172662	0.7508543	0.4568423	0.8221156	0.7218970	0.7560371	0.8011979
400	0.1946175	0.8199318	0.6041118	0.1028869	0.8153845	0.4422436	0.7799606	0.7018162	0.7248047	0.6972988
450	0.2962707	0.6906566	0.8145300	0.0927707	0.6222165	0.4432867	0.7550849	0.7274769	0.6903111	0.5825783
500	0.2184794	0.6930042	0.7651834	0.1251070	0.7277219	0.3551410	0.8881646	0.5976278	0.7459983	0.5493295
550	0.1548171	0.6563807	0.8252334	0.1857066	0.7997601	0.5174591	0.7619939	0.8076419	0.8925125	0.7083475
600	0.1623771	0.6235419	0.6388314	0.0529278	0.7858280	0.6404394	0.7824946	0.6442086	0.8802222	0.8138424
650	0.2491924	0.8334376	0.6951687	0.1040400	0.7286995	0.7969887	0.6820462	0.6934530	0.6534783	0.7585805
700	0.2337111	0.9140231	0.7774778	0.1042087	0.7936804	0.8215441	0.5877441	0.6196055	0.7053391	0.8712774
750	0.2358165	0.7630079	0.6247661	0.0798881	0.6901169	0.6700067	0.6845147	0.7269177	0.6658245	0.7103102
800	0.2586983	0.6909678	0.6573645	0.0507708	0.6774493	0.5882897	0.8185742	0.6926281	0.6873479	0.7748386
850	0.3977950	0.9053985	0.6173616	0.0821259	0.7279891	0.9393862	0.7693601	0.7177210	0.8071038	0.8365572
900	0.3067625	0.7772545	0.7734417	0.0678492	0.6941219	0.8383345	0.6762627	0.6444464	0.7010228	0.7887164
950	0.3028564	0.8896560	0.7869672	0.0390847	0.6444216	0.5458241	0.6912809	0.8293313	0.6814958	0.7303658
1000	0.2725594	0.7481183	0.7440918	0.1261825	0.9511295	0.6942871	0.7361891	0.7950229	0.7666154	0.8994622

0	0.2335525	0.6922596	0.7585008	0.0629628	0.7816265	0.6493062	0.7669731	0.9019165	0.7531187	0.7672793
50	0.4178770	0.7145384	0.5950188	0.0750565	0.7165313	0.7522605	0.6287108	0.8356190	0.7536365	0.7900357
100	0.4114740	0.7512536	0.8446567	0.0573021	0.7170334	0.7466949	0.6854404	0.6572261	0.8363004	0.6538464
150	0.4505408	0.6409102	0.6504541	0.0652292	0.7580285	0.7085241	0.8719412	0.8022358	0.7672855	0.8259626
200	0.4884103	0.7007308	0.6307130	0.0679442	0.7817443	0.7395827	0.7745384	0.7676511	0.7876290	0.8545783
250	0.5050756	0.6763964	0.6507295	0.1096103	0.7287202	0.8377484	0.8141016	0.7283964	0.6558763	0.7520340
300	0.4223276	0.7967867	0.9245609	0.1021062	0.8819895	0.7640814	0.6981838	0.7611947	0.8121984	0.6701303
350	0.4610045	0.7967421	0.6897115	0.0803048	0.7980051	0.7305008	0.8876427	0.6628647	0.7607425	0.7942494
400	0.3870208	0.7220831	0.7260122	0.0942357	0.7890509	0.7463680	0.6190516	0.7860289	0.7853185	0.8781639
450	0.4887261	0.6686466	0.7137109	0.0550389	0.7946289	0.7247513	0.8112045	0.9165313	0.7784939	0.8046418
500	0.4042588	0.6592952	0.7206798	0.0990205	0.6438303	0.6280862	0.5961520	0.9331694	0.7421099	0.6296723
550	0.3193101	0.7892065	0.6918586	0.0733213	0.7340577	0.8114681	0.6652013	0.6741383	0.6826022	0.7080421
600	0.2511489	0.6892953	0.6253480	0.0379380	0.8885698	0.6422378	0.6235737	0.8843184	0.6144052	0.7681574
650	0.3119737	0.8164336	0.5946249	0.0750479	0.8100596	0.6809291	0.6889860	0.6671778	0.7643507	0.6639047
700	0.2794708	0.7224857	0.7042596	0.0910786	0.9902700	0.8578175	0.7435446	0.7404433	0.8872638	0.8002621
750	0.2944464	0.7806228	0.7368054	0.0980908	0.8342100	0.8126685	0.6605086	0.7523117	0.7610634	0.6405951
800	0.2768294	0.6542681	0.7391139	0.1060207	0.7160225	0.7213353	0.7606212	0.7331936	0.6086314	0.7348062
850	0.3227407	0.7274619	0.6068829	0.0770948	0.8162089	0.6761775	0.6863189	0.7199662	0.7224295	0.7566764
900	0.2988196	0.7943865	0.6628636	0.0794369	0.7871496	0.6623935	0.6519215	0.7126844	0.7094272	0.7428118
950	0.2912452	0.6283962	0.6825047	0.1574626	0.7696615	0.7338811	0.7022266	0.7213680	0.7952551	0.7954458
1000	0.2105805	0.7933206	0.6576613	0.0656756	0.8522176	0.6897648	0.8042307	0.7198506	0.8929307	0.7786577

0	0.2043940	0.7672152	0.7766021	0.0572681	0.7823533	0.7086409	0.8073222	0.8787705	0.6933210	0.7197795
50	0.2825829	0.8228115	0.5505638	0.0944145	0.5534925	0.8284185	0.7124745	0.7649656	0.8038389	0.7488206
100	0.3263419	0.7470528	0.7260069	0.1728674	0.1460649	0.8931122	0.6509385	0.7826788	0.7618514	0.7675716
150	0.3252019	0.8722299	0.7913117	0.2498161	0.0813733	0.7832491	0.7529535	0.7349436	0.6049156	0.7274744
200	0.2615308	0.8497683	0.7772932	0.3870713	0.0886650	0.7046946	0.7324890	0.6422695	0.7402861	0.6856063
250	0.4197741	0.7653820	0.6630332	0.4939041	0.0754045	0.7423957	0.8145622	0.7095467	0.7220215	0.5734089
300	0.2234615	0.7846489	0.7276435	0.3572543	0.0588220	0.7499898	0.7127751	0.8792940	0.6372952	0.6915456
350	0.2141500	0.7957745	0.6785079	0.5365464	0.0898348	0.7082077	0.8549708	0.7823079	0.6114162	0.7243799
400	0.2511661	0.6972598	0.6884283	0.5006159	0.0570586	0.8107541	0.7614337	0.7881952	0.6558706	0.6681274
450	0.2463420	0.7747404	0.7278210	0.5018431	0.1103103	0.7747004	0.6950324	0.6787472	0.7905254	0.7358692
500	0.2662658	0.8201230	0.6776752	0.6814128	0.0747204	0.7712669	0.7221378	0.8905896	0.7311614	0.8763842
550	0.3009970	0.7214349	0.6453882	0.5507988	0.4583975	0.7605200	0.7248597	0.7770478	0.6384955	0.7482687
600	0.2287854	0.8678524	0.7304719	0.4476935	0.6387015	0.8104747	0.8225345	0.6539973	0.7628297	0.8443462
650	0.2700219	0.7064753	0.7296800	0.3285847	0.6809329	0.5975295	0.8228189	0.6513955	0.6978551	0.6765272
700	0.2359676	0.7431399	0.8648381	0.1789043	0.7434390	0.6795638	0.7112638	0.6304290	0.7379449	0.8524785
750	0.2162093	0.7819484	0.7415007	0.1597205	0.7662883	0.6729888	0.7866242	0.9174598	0.5917019	0.8055753
800	0.2878175	0.7592848	0.7125796	0.1079797	0.7476955	0.7793911	0.7175864	0.6751000	0.6026652	0.7915190
850	0.3148325	0.6660375	0.7392181	0.1551081	0.8038913	0.7564675	0.8096172	0.7935067	0.9260719	0.7033337
900	0.2744018	0.7361922	0.7125167	0.0855063	0.8714592	0.7303457	0.7166031	0.6844093	0.7959539	0.7723789
950	0.3371837	0.7996693	0.5748497	0.0952031	0.7211475	0.7253118	0.7383541	0.5788706	0.7232970	0.7309772
1000	0.2627430	0.7841542	0.6373594	0.0697049	0.7617148	0.7808579	0.7682378	0.7008357	0.7478553	0.7543062

0	0.2720002	0.6801730	0.6906509	0.0658991	0.7922388	0.6500787	0.7083933	0.9549307	0.8571433	0.6949164
50	0.3255218	0.7738057	0.6656838	0.0484733	0.8102327	0.6146817	0.7210860	0.6589863	0.5868860	0.7028862
100	0.4659443	0.7918412	0.7270129	0.0441021	0.8290702	0.5461186	0.6724919	0.5093383	0.6523681	0.6082499
150	0.3808699	0.6739320	0.5940244	0.0681474	0.8270496	0.4025515	0.6682727	0.4216798	0.7364121	0.7526855
200	0.3378005	0.8402711	0.6876574	0.0346623	0.9414149	0.3616764	0.6024939	0.2851104	0.6283593	0.6742698
250	0.3854317	0.7272584	0.7020732	0.0702541	0.7301811	0.3405937	0.6582261	0.3565397	0.6863689	0.7271140
300	0.3783894	0.6156747	0.7203261	0.0410109	0.7143660	0.3760781	0.6907638	0.4056520	0.5974381	0.6131052
350	0.3232329	0.6495895	0.5793809	0.0907358	0.7683622	0.3082864	0.7348766	0.3824655	0.7964007	0.6100268
400	0.2980822	0.7592958	0.5834003	0.0815546	0.6896700	0.2344432	0.8494001	0.3303851	0.8375282	0.7514761
450	0.3427861	0.7441460	0.7536504	0.0464587	0.6947629	0.2082860	0.8245239	0.2780289	0.6348092	0.7665138
500	0.2265405	0.6862695	0.5540069	0.0413975	0.7976617	0.4167237	0.6475992	0.2980583	0.6601769	0.6758265
550	0.2722707	0.6735433	0.4723864	0.0219191	0.7509003	0.3440120	0.6083181	0.4286147	0.6557181	0.7791761
600	0.2130231	0.7992599	0.6710379	0.0759418	0.7790843	0.6085818	0.6627941	0.6226706	0.7712349	0.7845171
650	0.2861418	0.7223858	0.5720029	0.0569635	0.7663185	0.7264376	0.6571792	0.7220143	0.7747222	0.7722660
700	0.2275024	0.7564213	0.6570539	0.0879974	0.8354926	0.6504389	0.6169648	0.6776367	0.6686976	0.7006782
750	0.3205778	0.8825496	0.5675977	0.1473521	0.6516098	0.6308297	0.7177805	0.9376339	0.7853793	0.6384350
800	0.3265244	0.7780990	0.6995339	0.0709211	0.7912413	0.7804881	0.7236081	0.6989402	0.8111488	0.8314551
850	0.2389119	0.7934291	0.7490610	0.1496575	0.5822082	0.7652310	0.7190704	0.7301342	0.7275466	0.7835152
900	0.3150214	0.7646902	0.6704215	0.1145790	0.7397610	0.7555111	0.7135669	0.8144195	0.9007679	0.7017995
950	0.3160043	0.7428235	0.6583992	0.1487691	0.7478108	0.7325178	0.6741741	0.7960673	0.6009076	0.7103852
1000	0.3363808	0.6786084	0.8296095	0.1127721	0.6469870	0.7176481	0.7268796	0.7641106	0.5886989	0.6829363

0	0.2763849	0.7600340	0.6057085	0.0888010	0.7420667	0.6911144	0.6947007	0.8571955	0.8087324	0.7607573
50	0.2617583	0.6255019	0.5909414	0.0667527	0.8681170	0.8103027	0.7320643	0.6589427	0.6881308	0.6555366
100	0.3411098	0.7693360	0.5946113	0.0672380	0.7041115	0.7930317	0.7599027	0.6594170	0.8619576	0.7167113
150	0.3651009	0.6657168	0.4816211	0.0316907	0.6824281	0.8432510	0.6280407	0.7406581	0.7893818	0.7486357
200	0.3253082	0.6813565	0.5193498	0.0290950	0.7505475	0.6604286	0.6393983	0.6686213	0.7179785	0.6020621
250	0.3601707	0.6324560	0.4619842	0.0344652	0.7964703	0.6200369	0.6361990	0.6517683	0.7763870	0.7642396
300	0.3488079	0.7936791	0.3539743	0.0167624	0.7699579	0.6034824	0.7112149	0.5600879	0.7126579	0.7773918
350	0.3559719	0.9554274	0.2939570	0.0084904	0.8785057	0.7066212	0.8005195	0.6585636	0.8111033	0.8283505
400	0.4027292	0.7666415	0.1529261	0.0201300	0.8154052	0.6900668	0.5866247	0.6011607	0.8265574	0.7284724
450	0.5340461	0.7201312	0.1928425	0.0314632	0.8867846	0.7250002	0.6498501	0.6109980	0.6632855	0.7514864
500	0.3795192	0.6784630	0.1309130	0.0349496	0.8436202	0.8573571	0.7727496	0.7330835	0.7372211	0.7377553
550	0.2578350	0.7054896	0.1868790	0.0855046	0.6890126	0.6642633	0.7665495	0.7046203	0.6097919	0.8613643
600	0.3110491	0.6800631	0.3522953	0.0800173	0.8587708	0.7828710	0.7506598	0.7025745	0.6564015	0.7628016
650	0.2373965	0.8718074	0.5295000	0.0882998	0.6218095	0.8388097	0.8093490	0.6490638	0.7762393	0.7705222
700	0.2132225	0.6281073	0.4851343	0.1368544	0.6903557	0.7679241	0.6648127	0.7192159	0.7690077	0.7467329
750	0.2276095	0.6223368	0.6822031	0.0952875	0.7620401	0.7525376	0.6487495	0.6084403	0.6662509	0.8439811
800	0.2202928	0.7176379	0.6817475	0.1307028	0.6876418	0.6047969	0.8202787	0.8485950	0.6771791	0.7225639
850	0.3172751	0.7326764	0.7156629	0.1175595	0.7747640	0.6583664	0.8341137	0.7238944	0.7507527	0.7724160
900	0.2289569	0.8091087	0.7182472	0.0954409	0.6298229	0.8525024	0.7538646	0.8147622	0.6891321	0.7611999
950	0.2992856	0.6675389	0.8196687	0.0761600	0.7356044	0.7728335	0.6803549	0.7145221	0.6390460	0.6974206
1000	0.2093094	0.7573547	0.5228081	0.0893808	0.8268869	0.6485955	0.7005888	0.5684988	0.8630817	0.6042365

0	0.2640258	0.6739421	0.6852036	0.0893650	0.7691757	0.7418389	0.7914055	0.8824736	0.7171422	0.6795042
50	0.2756108	0.6952682	0.5368077	0.0756345	0.5467227	0.7159821	0.7432969	0.5942420	0.6820870	0.5644161
100	0.3475076	0.7179493	0.6560618	0.0895108	0.6137134	0.6796552	0.7878817	0.7394023	0.5086645	0.2159912
150	0.3140194	0.7785914	0.6623955	0.0665569	0.7548600	0.7235113	0.7978973	0.8360668	0.5591796	0.0814414
200	0.3494127	0.7436027	0.6657767	0.1162040	0.7648256	0.6900941	0.6552416	0.8494341	0.5015399	0.0545324
250	0.2264346	0.8101103	0.6689490	0.1096097	0.6576814	0.7595740	0.7062424	0.7239233	0.4137127	0.0286915
300	0.2646975	0.6290420	0.7381393	0.0761384	0.8311503	0.6941238	0.8596040	0.8315119	0.4951764	0.0072738
350	0.3212711	0.6720633	0.6510727	0.0845876	0.7018032	0.7279230	0.8325380	0.8655682	0.4160736	0.0280263
400	0.3313579	0.8060457	0.5253041	0.0476361	0.6655395	0.8358849	0.8659155	0.8992631	0.6133972	0.0102740
450	0.3459139	0.7155161	0.6976750	0.1249713	0.7586917	0.5946036	0.9519771	0.7431301	0.3489566	0.0080198
500	0.2734151	0.7339670	0.6501921	0.0843848	0.7826243	0.7728219	0.7135172	0.7856635	0.3908692	0.0275748
550	0.4144953	0.7968851	0.6785301	0.0779621	0.6691450	0.7013908	0.7380884	0.7679737	0.5510783	0.3161843
600	0.3753824	0.8108273	0.5825146	0.0873962	0.7539032	0.6883407	0.7532279	0.6695236	0.6821251	0.5019759
650	0.3264973	0.7732202	0.6845136	0.0863637	0.6015908	0.7709383	0.7404577	0.7162549	0.5865501	0.5754539
700	0.2462219	0.7385608	0.6661228	0.0717735	0.8722615	0.6710737	0.7660090	0.7017470	0.6549675	0.6693350
750	0.3107105	0.8395968	0.6438496	0.0643284	0.8063081	0.7617313	0.5646991	0.7013170	0.7218862	0.9026438
800	0.2551353	0.6334166	0.6430605	0.0648103	0.7518744	0.6821649	0.6475153	0.6973914	0.8032895	0.7442382
850	0.3289119	0.7565448	0.7279839	0.1089941	0.8502420	0.6345365	0.6492456	0.8092026	0.6791613	0.8297495
900	0.2166235	0.7311620	0.7435358	0.0517574	0.7253861	0.7092059	0.7688146	0.7105332	0.7585843	0.7749805
950	0.2054723	0.6295488	0.6710627	0.0899004	0.8398696	0.5803171	0.5678750	0.6197968	0.7012090	0.8370905
1000	0.2531757	0.6678250	0.5738490	0.0580486	0.8669353	0.5463542	0.7984204	0.6576853	0.8961401	0.8214655

0	0.2640939	0.6987514	0.7515232	0.0833243	0.7833584	0.7873670	0.7471651	0.8251581	0.6076196	0.6806639
50	0.2469775	0.7657716	0.6508298	0.0903043	0.7106580	0.6550087	0.8830388	0.6307688	0.6880640	0.7349438
100	0.3056114	0.6797635	0.6460141	0.0423399	0.5691870	0.7671404	0.8819131	0.6564930	0.6885436	0.7684060
150	0.2473191	0.7385045	0.5354648	0.0324335	0.7109880	0.7790449	0.5911454	0.7788241	0.7564956	0.7704442
200	0.2334193	0.8621920	0.3859646	0.0137085	0.6827397	0.6367865	0.7778086	0.6445302	0.7156541	0.6509111
250	0.1889830	0.6911271	0.2805770	0.0214865	0.7563231	0.6137003	0.6845006	0.7449217	0.6714338	0.6787184
300	0.2247879	0.6525284	0.2406091	0.0063504	0.7788061	0.8039601	0.6892396	0.7474650	0.6642140	0.5929529
350	0.2628864	0.6651912	0.1425795	0.0275573	0.8085220	0.5835858	0.6526163	0.6700410	0.6787055	0.7179835
400	0.2702767	0.6721451	0.0822453	0.0128722	0.6537941	0.6512381	0.7881892	0.7721538	0.5206569	0.6476822
450	0.2421739	0.5034517	0.1103143	0.0105390	0.7033822	0.7434568	0.5590971	0.6329217	0.6364856	0.5733311
500	0.2380384	0.3765448	0.0796234	0.0074356	0.7839382	0.7570238	0.8737636	0.6904738	0.7323197	0.7640618
550	0.1451418	0.4550696	0.1648263	0.0273704	0.7934744	0.7999452	0.7212692	0.7544507	0.6976631	0.6173159
600	0.1548669	0.5107461	0.1897131	0.0729071	0.8547698	0.8050018	0.7631129	0.7045113	0.7370534	0.8014495
650	0.0898591	0.5168087	0.2279960	0.0938318	0.6457609	0.8409907	0.8249357	0.7184683	0.8063473	0.7237859
700	0.1221721	0.6169066	0.3368193	0.0990549	0.6844225	0.6786778	0.7921599	0.6683102	0.7654080	0.6266824
750	0.1954184	0.7279090	0.4520615	0.0868306	0.7268112	0.6828465	0.6135604	0.7633958	0.6645644	0.7976952
800	0.1825099	0.6672200	0.5027183	0.1082435	0.5840390	0.6821726	0.6801916	0.7453946	0.7921423	0.7041335
850	0.2351214	0.7002055	0.7630031	0.1039804	0.6697391	0.7733472	0.7360083	0.6779965	0.6528768	0.9096908
900	0.3296576	0.6362278	0.7237544	0.0813512	0.8097458	0.7075559	0.8303614	0.6585760	0.7841123	0.7606025
950	0.3610581	0.6954845	0.7450357	0.0787718	0.7814610	0.7422488	0.7858171	0.7766789	0.7817132	0.7349493
1000	0.3084798	0.7505298	0.5730098	0.0667761	0.9519063	0.6979976	0.7036076	0.6351992	0.7247366	0.5642986
