"Time"	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
1000	0.0544522	0.9694042	0.0136078	0.1110156	0.2807536	0.9843379	0.0680630	0.0732160	0.8170198	1.0140962

0	0.0925163	1.0031345	0.0083599	0.0972340	0.2554998	1.0377395	0.0548743	0.0631949	0.8309142	1.0300467
50	0.1778192	0.9486881	0.2160824	0.0995338	0.2594311	0.9944898	0.0631009	0.0712179	0.8695957	1.0389524
100	0.3486035	0.8050165	0.4335182	0.1012641	0.3315695	0.9957916	0.1652217	0.0718410	0.8737230	1.0370860
150	0.4116879	0.7673597	0.5551700	0.1082018	0.2540844	0.9162815	0.2863183	0.0922148	0.8905104	1.0472287
200	0.4487505	0.7119865	0.6034311	0.1025750	0.2234311	0.9224622	0.4191972	0.2409954	0.8267782	0.9874416
250	0.4269851	0.6673024	0.5969761	0.1002428	0.3684613	0.8963479	0.4697194	0.4496477	0.8229445	0.9681123
300	0.4815804	0.7047093	0.6646536	0.1603469	0.3372113	0.9691541	0.3537213	0.5779037	0.8019250	0.9772860
350	0.4564777	0.5889170	0.6068065	0.2400031	0.3710665	0.8997117	0.2309507	0.5495558	0.9359489	0.9408508
400	0.5147926	0.6783455	0.7275167	0.2850407	0.3061125	0.9190224	0.1856588	0.3840085	0.8571039	0.9157467
450	0.5206524	0.6845212	0.7155006	0.1831446	0.3287437	0.9061753	0.2327112	0.2157473	0.8666488	0.9501102
500	0.4192243	0.7491586	0.6972353	0.2125316	0.3449190	0.9124253	0.3665332	0.2185005	0.8882638	0.9836893
550	0.3203194	0.7617729	0.4689989	0.1999721	0.3231451	0.8247941	0.3713138	0.3538130	0.8568529	0.9723568
600	0.2885703	0.8644009	0.2328260	0.2081621	0.3540852	0.8683705	0.3197698	0.4446000	0.8894494	1.0689886
650	0.2846907	0.8482037	0.1239492	0.2575117	0.3788807	0.9047591	0.3159165	0.4506105	0.9106329	1.0903914
700	0.3021928	1.0326121	0.0759367	0.2416073	0.3233025	0.9621916	0.1949889	0.4175270	0.9145881	1.1157296
750	0.2790459	1.0724893	0.0379461	0.2825956	0.3602689	0.9247094	0.1272375	0.2610665	0.9144023	1.0790826
800	0.3199434	1.0063744	0.0409960	0.3713899	0.3366246	0.9361147	0.1029980	0.2108997	0.9330480	1.0645032
850	0.3124948	1.0468435	0.0265488	0.3104832	0.2374000	1.0442947	0.0876055	0.1270557	0.9451505	1.0352566
900	0.1849173	1.1280258	0.0374603	0.1717064	0.2791569	0.9508611	0.0861576	0.0762683	0.9350092	1.1541720
950	0.1732346	1.0341951	0.0159310	0.1057721	0.3021201	0.9326090	0.0955915	0.0572436	0.8911237	1.0180695
1000	0.0991372	1.0449541	0.0080257	0.1210652	0.2377843	0.9857963	0.0788863	0.0682336	0.8648493	1.0618214

0	0.0925163	1.0031345	0.0083599	0.0972340	0.2554998	1.0377395	0.0548743	0.0631949	0.8309142	1.0300467
50	0.2709229	0.9130159	0.0136472	0.1659250	0.2681367	1.0558967	0.0685741	0.0515434	0.8476473	1.1029852
100	0.5800416	0.9316030	0.0233204	0.1934710	0.1789691	0.9942368	0.0424694	0.0517360	1.0236505	1.0615626
150	0.7245416	0.8965828	0.0272755	0.1840755	0.2481550	1.0647551	0.0366299	0.0570448	1.0095697	1.0688444
200	0.8382130	0.9106117	0.0298857	0.1826726	0.2534982	1.0186831	0.0363961	0.0506449	0.9993055	1.0035650
250	0.8411449	0.9402793	0.0138023	0.1714682	0.2647020	0.9650667	0.0701863	0.0629591	0.9804083	1.0086359
300	0.8603902	0.9660251	0.0288238	0.2417107	0.3049342	0.8905429	0.0651502	0.0863048	0.9388809	1.0264480
350	0.8653820	0.8675472	0.0235491	0.2947504	0.2780469	0.9600331	0.0713675	0.0801966	0.9355881	0.9539506
400	0.8325533	0.9888732	0.0399895	0.3051737	0.3289200	1.0121292	0.0610835	0.0545132	0.9625878	0.9531818
450	0.8041129	0.9989433	0.0459523	0.2838945	0.2676747	0.9711041	0.0688023	0.0554122	1.0379433	0.9952696
500	0.8442681	0.9646487	0.0298204	0.2945576	0.2698691	0.9457864	0.0914279	0.0661826	0.8956099	1.0552833
550	0.6282221	0.9645680	0.0266838	0.2187315	0.3157717	0.9501797	0.0877238	0.0550897	0.9030263	1.1023591
600	0.4137356	1.0226784	0.0315284	0.2150307	0.2229118	0.9924859	0.0693146	0.0761460	0.9226771	0.9790623
650	0.2117309	1.0001519	0.0150154	0.1503358	0.2461820	1.0198807	0.0547537	0.0607011	0.8875703	0.9916683
700	0.1734541	1.0629220	0.0174909	0.1515305	0.2167392	0.9896663	0.0777582	0.0607042	0.8430879	0.9931244
750	0.1507847	0.9640289	0.0148876	0.1130882	0.2147657	0.9076455	0.0803817	0.0767589	0.9392286	1.0946536
800	0.1135952	0.9963394	0.0140051	0.0953243	0.2246393	0.9395624	0.0871085	0.0588614	0.8789208	1.0546303
850	0.0522170	0.9795905	0.0229660	0.0520307	0.2317641	1.0207461	0.0598892	0.0532340	0.8413388	1.0558999
900	0.0473393	0.9468065	0.0141190	0.0377817	0.2106790	0.9870383	0.0581373	0.0436159	0.8082376	1.0008529
950	0.0432740	0.9866571	0.0086279	0.0623369	0.2569425	0.9290368	0.0543467	0.0770754	0.8258287	1.0342926
1000	0.0674536	1.0748155	0.0170638	0.0851417	0.2396944	0.9933910	0.0442780	0.0384662	0.8714055	1.0056867

0	0.0925163	1.0031345	0.0083599	0.0972340	0.2554998	1.0377395	0.0548743	0.0631949	0.8309142	1.0300467
50	0.0910610	1.0041655	0.0174162	0.1516709	0.2601597	1.0933068	0.0595724	0.0354658	0.8777940	1.0820759
100	0.1118502	0.9702211	0.0299177	0.1594991	0.2377035	1.0866538	0.0640069	0.0437846	0.8458173	0.9840427
150	0.0722556	1.0127996	0.0281455	0.1265294	0.2147412	1.0205389	0.0511442	0.0299303	0.8608170	0.9399131
200	0.0661501	0.9744727	0.0254389	0.1086794	0.2482589	1.0518474	0.0540516	0.0579276	0.9061995	0.9953567
250	0.0639552	1.0012620	0.0087800	0.0907518	0.2326061	1.0192911	0.0574914	0.0338948	0.9086941	0.9815449
300	0.0920765	1.0698947	0.0106967	0.1172712	0.2437298	0.9817432	0.0638987	0.0375619	0.8848638	0.9965411
350	0.0970007	0.9802679	0.0169414	0.1213764	0.2151218	1.0261402	0.0443043	0.0341752	0.7332985	0.9776849
400	0.0564165	1.0285939	0.0156078	0.1210478	0.2761455	1.0204035	0.0329517	0.0471080	0.8415504	0.9998450
450	0.0945131	0.9884676	0.0147101	0.1469857	0.2738494	0.9728783	0.0403097	0.0533133	0.8727359	0.9580316
500	0.1050374	1.0115615	0.0085896	0.1174950	0.2240337	1.0361823	0.0567838	0.0543890	0.8810747	0.9782718
550	0.0928998	1.0768628	0.0173622	0.1105104	0.2285915	0.9792966	0.0584143	0.0610216	0.7839087	0.8916940
600	0.0728271	0.9300837	0.0153521	0.1600470	0.3369982	0.9709424	0.0462025	0.0666859	0.9194963	0.9297607
650	0.1735861	1.0776579	0.0087601	0.1835891	0.3189577	0.9168048	0.0577746	0.0872774	0.8769125	1.0265977
700	0.2070520	1.0600216	0.0054180	0.2233717	0.3275348	0.9372210	0.0681342	0.0475615	0.8179968	0.9373551
750	0.1875890	1.1004229	0.0247682	0.2306618	0.4306513	0.9339615	0.0648593	0.0428592	0.8512315	0.9453770
800	0.2670460	1.0653203	0.0296872	0.2807873	0.3667391	1.0136429	0.0902869	0.0436531	0.9444734	0.9994919
850	0.2874311	1.0566263	0.0144189	0.3043437	0.3845566	0.9334744	0.0875983	0.0437536	0.8670522	0.9379860
900	0.2538584	1.0313042	0.0270483	0.2586257	0.2693926	0.9178228	0.0641829	0.0573636	0.8443942	0.9945272
950	0.2144461	0.9754111	0.0204980	0.2203342	0.2941631	0.9432971	0.0780786	0.0530234	0.8392254	1.0538591
1000	0.2033868	0.9986130	0.0135224	0.2094756	0.3405884	0.9545839	0.0740301	0.0545750	1.0360070	0.9948460

0	0.0925163	1.0031345	0.0083599	0.0972340	0.2554998	1.0377395	0.0548743	0.0631949	0.8309142	1.0300467
50	0.0953225	1.0029900	0.0044713	0.1160218	0.2728641	0.7961953	0.1541828	0.2600548	0.7682648	0.8736897
100	0.1031364	1.0561840	0.0187739	0.1665594	0.4024892	0.6443174	0.3753004	0.6031881	0.7817409	0.6092140
150	0.2941042	1.0457631	0.0170680	0.3463685	0.5360919	0.5754264	0.4855582	0.7779699	0.7684585	0.5433405
200	0.5465180	1.0477628	0.0375625	0.5093128	0.5621213	0.4523986	0.6518332	0.8453526	0.8202853	0.5118415
250	0.6892414	0.9709243	0.0873487	0.5142677	0.4652491	0.3643653	0.7172883	0.9275861	0.7257341	0.4919450
300	0.7206774	0.9686582	0.1164296	0.6005825	0.5340103	0.3153909	0.7627674	0.9796768	0.6294593	0.5058384
350	0.8027936	0.8327709	0.1617221	0.6846051	0.4683568	0.2721974	0.8123278	1.0659442	0.6436934	0.5463959
400	0.7746165	0.7681135	0.2303992	0.5895640	0.5162517	0.2561980	0.8198152	1.1373873	0.6634298	0.4737432
450	0.6881651	0.7313379	0.2269466	0.6345684	0.5689437	0.2595695	0.8204632	1.1056520	0.6368005	0.4763189
500	0.7619579	0.7167985	0.2088797	0.6136065	0.5667262	0.2697689	0.7957960	0.9876189	0.6046394	0.4388403
550	0.7597137	0.6960130	0.1812424	0.6657079	0.5801026	0.3247349	0.6244010	0.9615948	0.7030841	0.5642459
600	0.7279935	0.7594041	0.2310277	0.6289684	0.5711103	0.5622686	0.3540095	0.8653061	0.7336000	0.7274989
650	0.8687648	0.7286686	0.2895403	0.5703301	0.4772907	0.7247159	0.1850271	0.5649511	0.7201836	0.7893104
700	0.8057802	0.7519560	0.2085503	0.5802162	0.4905799	0.8263460	0.1327710	0.3145077	0.7683451	0.9139688
750	0.7274431	0.7715058	0.1977527	0.6025264	0.4046856	0.8628622	0.1324506	0.1509604	0.7596340	0.9838799
800	0.6840722	0.7218466	0.2037607	0.5199502	0.3767517	0.9262816	0.1967207	0.1073352	0.8941404	1.2170890
850	0.5074108	0.8271079	0.1680419	0.3568936	0.3231905	0.9402020	0.2376884	0.0985288	0.9105033	1.1295616
900	0.3841278	0.8760507	0.0872450	0.3002835	0.3264007	0.9278557	0.2874033	0.1808583	0.9631730	1.0651762
950	0.3680729	0.9293810	0.0749874	0.2441060	0.3007563	0.9850288	0.2231289	0.2483641	0.8823951	1.0619712
1000	0.2718408	0.9553571	0.0568925	0.2076851	0.3096131	0.9745964	0.1954968	0.1963179	0.9300557	0.9794754

0	0.0925163	1.0031345	0.0083599	0.0972340	0.2554998	1.0377395	0.0548743	0.0631949	0.8309142	1.0300467
50	0.2457087	0.8013552	0.0117319	0.2228425	0.0756517	1.1257851	0.2147746	0.0465194	0.8007670	0.9727992
100	0.4972723	0.5762652	0.0267525	0.2239362	0.0210726	1.0145095	0.3807692	0.1430212	0.7975492	0.9239478
150	0.6187350	0.5037669	0.0182717	0.2965003	0.0242909	1.0313231	0.5377037	0.3463952	0.7874283	0.9730565
200	0.7280829	0.3808264	0.0111174	0.2866996	0.0134863	0.9254877	0.5922378	0.6164236	0.8359589	1.0166879
250	0.7988111	0.4163849	0.0278303	0.2898545	0.0185256	0.8494703	0.5606863	0.8634803	0.7827236	1.0025231
300	0.7835531	0.4758764	0.0365104	0.2949049	0.0214895	0.8806987	0.6363593	0.9510379	0.8596002	1.0500614
350	0.7716060	0.3706530	0.0415438	0.3078080	0.0319765	0.8264089	0.6580981	0.9320689	0.8948443	1.0555689
400	0.7481751	0.4039828	0.0351044	0.3114905	0.0292813	0.8368864	0.6451804	1.0086992	0.8855017	1.0167591
450	0.7504302	0.3979243	0.0464991	0.3021529	0.0164450	0.8199487	0.6578863	0.9439259	0.9118181	1.0941042
500	0.7213447	0.3649341	0.0300305	0.3133895	0.0106451	0.7204295	0.6162665	0.8815929	0.8402699	1.0795248
550	0.5245371	0.5307959	0.0279855	0.2097382	0.3147378	0.7829524	0.4468140	1.0058389	0.8365548	1.0142572
600	0.3751596	0.7924258	0.0398012	0.2117076	0.4107841	0.7918615	0.2815203	0.8552955	0.9192440	0.9406149
650	0.4690339	0.9475667	0.0208156	0.3359569	0.5028562	0.8460836	0.1738821	0.5590731	0.9295901	1.0811446
700	0.5333276	0.9889111	0.0394971	0.4688719	0.3900019	0.9620391	0.1152232	0.2635779	0.9916538	1.0917882
750	0.5385893	0.9187914	0.0683147	0.3938684	0.3361137	0.9908045	0.0860239	0.1482419	0.8778729	0.9074675
800	0.3941750	1.0218999	0.0871899	0.3147390	0.2613844	1.0302438	0.0967325	0.1054010	0.9297743	0.9341570
850	0.2218216	1.0553556	0.0650948	0.2068380	0.2454813	0.9778737	0.0842678	0.0693140	0.9554302	0.9192193
900	0.1360645	0.9377900	0.0369985	0.1093495	0.2393210	0.9309494	0.1004629	0.0559498	0.9196660	0.8931328
950	0.0894147	0.9481392	0.0182824	0.1142580	0.2856309	1.0077541	0.0783175	0.0556290	0.8642579	0.9439282
1000	0.0955271	1.0964624	0.0150963	0.1298465	0.2741248	0.9986351	0.0853368	0.0438385	0.9282612	1.0090170

0	0.0925163	1.0031345	0.0083599	0.0972340	0.2554998	1.0377395	0.0548743	0.0631949	0.8309142	1.0300467
50	0.0913658	0.9865365	0.0093820	0.0677619	0.2440609	0.9516832	0.0419933	0.0464905	0.8766766	1.0831547
100	0.0883921	0.9304592	0.0047341	0.1145305	0.2908384	1.0247031	0.0379210	0.0658779	0.8002190	1.0521252
150	0.0824558	0.9478383	0.0081222	0.1181484	0.2674389	1.0169572	0.0515703	0.0727860	0.8340026	1.0111676
200	0.0852598	0.9126266	0.0112251	0.1301148	0.2923732	0.9833818	0.0411632	0.0521550	0.8224879	1.0357148
250	0.0895838	1.0000284	0.0052076	0.1260351	0.2475370	0.9535480	0.0384804	0.0435360	0.8331136	1.0847689
300	0.0883037	0.9614408	0.0053115	0.1066701	0.2413329	1.0199589	0.0606145	0.0424043	0.8580917	1.1011529
350	0.0818574	1.0476355	0.0090117	0.0880502	0.2555162	1.0442634	0.0338775	0.0552533	0.8730057	1.0024977
400	0.1087924	1.0101277	0.0097615	0.0994161	0.2444494	1.0498246	0.0517073	0.0554610	0.7989121	1.0043380
450	0.1385362	1.0388965	0.0285224	0.1398463	0.2809093	1.0417762	0.0589533	0.0438124	0.8216459	0.9602083
500	0.1230331	0.9374903	0.0280302	0.1538296	0.2225790	0.9870313	0.0759114	0.0498077	0.8084811	1.0045753
550	0.0910294	0.9028531	0.0135033	0.1015724	0.2972763	1.0134587	0.0701963	0.0611260	0.8742687	0.9510715
600	0.0797491	0.9613855	0.0219659	0.0975601	0.3263788	1.0093256	0.0713213	0.0693581	0.8545655	1.0357008
650	0.1215114	1.0860784	0.0174587	0.1611886	0.3105566	0.9723555	0.0606262	0.0561820	0.8857064	0.9720940
700	0.1088693	1.0430570	0.0421062	0.1338590	0.2902158	1.0414410	0.0678892	0.0465556	0.8949661	0.9900586
750	0.1565621	1.0667571	0.0317794	0.2058307	0.3024458	0.9922494	0.0634603	0.0619555	0.8811572	0.9340807
800	0.1410091	0.9460548	0.0274409	0.1781088	0.2756215	1.0218284	0.0582796	0.0525649	0.8602054	0.9499067
850	0.1317194	1.0178537	0.0262690	0.1440805	0.2348753	1.0972167	0.0559434	0.0414340	0.8999142	0.9259794
900	0.1048993	1.0769513	0.0168338	0.1010995	0.2238354	1.0449269	0.0532541	0.0532014	0.8850289	1.0275468
950	0.0850779	0.9440842	0.0183040	0.0933687	0.2830596	1.0661474	0.0587921	0.0399195	0.8624091	1.0089697
1000	0.0702178	0.9547454	0.0337907	0.0759712	0.1978565	1.0364766	0.0445963	0.0479309	0.8957186	1.0417314
