"Time"	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
750	0.0147345	0.6908176	0.5546463	0.9902533	0.8981993	0.5476802	0.4658185	0.8904367	0.6204537	0.4049632
800	0.0177556	0.7564610	0.5573575	1.0376988	0.8871319	0.7102905	0.3829691	0.9457778	0.6500546	0.4628704
850	0.0263463	0.6444331	0.5143814	0.9636698	0.9856496	0.7463023	0.4679612	0.8414480	0.5895227	0.4671310
900	0.0413196	0.7120452	0.6216642	0.9758795	1.0137168	0.7562832	0.5285631	0.9424411	0.5363239	0.4713898
950	0.0289264	0.7754340	0.5041736	0.9141187	1.0552338	0.5590029	0.4792902	0.9415681	0.6558501	0.4567978
1000	0.0279923	0.7445339	0.5310209	1.0585610	0.9315028	0.6205088	0.4349673	0.8131667	0.6823224	0.4398162

0	0.0219249	0.7822012	0.5538653	1.0100101	1.0256086	0.6804302	0.4540973	0.8669711	0.5515112	0.4680442
50	0.0097347	0.8414489	0.4192075	1.0262603	0.8018121	0.6853568	0.4366108	0.8631352	0.6425865	0.3947670
100	0.0151445	0.7397156	0.4798255	0.9420682	0.4775582	0.6323701	0.5278251	0.8935199	0.6022714	0.3961411
150	0.0216530	0.7710169	0.4491944	0.9248800	0.3319918	0.7019872	0.4594138	0.9792332	0.6571951	0.3155484
200	0.0207367	0.8090172	0.4759806	0.9062388	0.3150845	0.7441351	0.4994789	0.8478234	0.6321498	0.3550318
250	0.0158565	0.7784982	0.4246533	0.9499055	0.3143037	0.7546322	0.5569058	0.8126018	0.5937847	0.3769262
300	0.0063926	0.8057636	0.4597997	1.0244733	0.3225598	0.8026614	0.6468786	0.7486435	0.5817625	0.3442937
350	0.0218864	0.8158694	0.5318931	0.9899229	0.3182910	0.8708274	0.5767774	0.7685309	0.5396371	0.3660120
400	0.0151655	0.8154627	0.4759086	0.9554510	0.3062511	0.7559185	0.6150781	0.7840108	0.5935817	0.3950693
450	0.0131754	0.8529929	0.4511890	0.9812563	0.3176393	0.7497328	0.5917265	0.8479634	0.6076972	0.3623870
500	0.0124664	0.7571000	0.5126367	1.0268763	0.3111522	0.7130849	0.6151266	0.9459072	0.6343326	0.3904509
550	0.0155022	0.7694688	0.4898771	0.9817200	0.6516569	0.7643119	0.6287825	0.9517337	0.6211641	0.3427407
600	0.0133768	0.7321182	0.5615017	0.9920918	0.8646021	0.6520132	0.5369250	0.8454862	0.6604072	0.4034497
650	0.0336122	0.7884459	0.5288967	1.0114726	1.0217189	0.5838399	0.5758646	0.8945099	0.6262136	0.4703360
700	0.0280151	0.7834687	0.5256278	1.0710433	0.9860554	0.5924574	0.5324194	0.9081627	0.6047503	0.4568858
750	0.0253534	0.6922273	0.5567831	1.0623262	1.0144876	0.6179506	0.4871587	0.9200133	0.5614686	0.4426003
800	0.0045153	0.7066128	0.5495729	1.0344936	0.9481684	0.6120758	0.4918448	0.8311050	0.5694987	0.4511310
850	0.0230496	0.8395024	0.5294263	1.0947038	1.0345788	0.6478731	0.4634413	0.8084922	0.5107019	0.4821822
900	0.0372579	0.7698771	0.5532158	1.0473868	1.0514009	0.6750793	0.5405127	0.9115447	0.5702652	0.5211000
950	0.0264302	0.7275727	0.4913251	0.9138946	1.0027267	0.5896612	0.5702495	0.8645829	0.6338300	0.4510143
1000	0.0197381	0.7471552	0.4486293	1.0164635	1.1170042	0.6375094	0.4931827	0.9301784	0.6247978	0.5428154

0	0.0219249	0.7822012	0.5538653	1.0100101	1.0256086	0.6804302	0.4540973	0.8669711	0.5515112	0.4680442
50	0.0250525	0.7834188	0.5585894	0.9945422	0.9587801	0.6555721	0.5166862	0.8674343	0.5949616	0.5119493
100	0.0146342	0.8805300	0.5269289	0.9678214	1.0062232	0.6424187	0.5123556	0.9361483	0.5729506	0.4409927
150	0.0116747	0.9200841	0.5086325	1.0938674	0.9233899	0.5994281	0.5447096	0.9604463	0.5756456	0.4070261
200	0.0059597	0.8849712	0.5712973	1.0943003	0.9911695	0.6255886	0.4557290	0.8719172	0.5741241	0.4072910
250	0.0129674	0.9282886	0.5413073	0.9606024	0.9607563	0.6872275	0.4517136	0.9286659	0.5217941	0.4741700
300	0.0070759	0.9510777	0.5057366	1.0406036	0.8712139	0.6490904	0.4131467	0.9685161	0.5382412	0.4451964
350	0.0111278	1.0092786	0.5298822	1.0957525	0.9732953	0.6482031	0.4609621	0.9459265	0.5143631	0.3902476
400	0.0011527	1.0182667	0.5635126	0.9974875	1.0045580	0.5999789	0.5301267	0.9674154	0.5790049	0.4274118
450	0.0011622	0.9729119	0.5710909	1.0942800	0.8906556	0.6686110	0.4287747	0.9247419	0.6086728	0.4363588
500	0.0068691	0.9793230	0.6268302	1.0555447	0.9836795	0.6063689	0.4565570	0.8812588	0.5839578	0.4988592
550	0.0028209	0.9422605	0.5539367	0.9807784	0.9280688	0.6641792	0.4704872	0.8566212	0.5161230	0.4359690
600	0.0071180	0.8529812	0.5422991	1.0396975	0.9872553	0.6756827	0.3855125	0.8432580	0.5366998	0.4618686
650	0.0088850	0.7251680	0.5005524	1.0625472	1.0612012	0.8120327	0.4145768	0.8119647	0.5247371	0.4021981
700	0.0203930	0.7433880	0.5413695	1.0754509	1.0575699	0.7799652	0.4890578	0.8242078	0.6201576	0.4624377
750	0.0203675	0.6511534	0.5712430	1.0806789	0.9984245	0.6664590	0.5596003	0.9449154	0.6301652	0.4282055
800	0.0272347	0.7451014	0.5759243	1.0215687	0.9775661	0.5612359	0.6063655	0.8998356	0.5904421	0.4821648
850	0.0231573	0.6780349	0.5296606	1.0510219	0.9352489	0.6298556	0.6333283	0.9119380	0.6576700	0.4586093
900	0.0267915	0.7619880	0.4842795	0.9555619	1.0250917	0.6866087	0.5196565	0.8697466	0.6315253	0.4942528
950	0.0199638	0.6847103	0.4998785	0.8964804	1.0173726	0.6863361	0.5277710	0.8337924	0.6387743	0.4187034
1000	0.0281290	0.7060612	0.4058288	1.0194171	1.0916279	0.7071109	0.5309002	0.9168417	0.5909321	0.4521910

0	0.0219249	0.7822012	0.5538653	1.0100101	1.0256086	0.6804302	0.4540973	0.8669711	0.5515112	0.4680442
50	0.0131024	0.7804575	0.4911382	1.0143024	0.8429332	0.3141236	0.4712655	0.8240738	0.5191250	0.4719935
100	0.0130494	0.8241651	0.4539266	0.9035301	0.7802738	0.2071204	0.3618021	0.8386399	0.5208721	0.5371414
150	0.0062325	0.7534892	0.3858023	0.8868709	0.7384944	0.1165835	0.3138957	0.9002427	0.5095874	0.4942084
200	0.0211884	0.6659951	0.4845615	0.9305621	0.6225693	0.1381409	0.2846269	0.8718130	0.5323133	0.4654441
250	0.0136286	0.6947118	0.4135895	1.0495235	0.6334376	0.1423800	0.2312484	0.8656215	0.5726804	0.5050322
300	0.0178318	0.7465216	0.4921435	0.9299162	0.6285089	0.1320630	0.2171904	0.8584030	0.5087472	0.4516888
350	0.0138767	0.6822063	0.4593013	0.9737582	0.6711450	0.2137312	0.1757343	0.8976456	0.5208723	0.4366730
400	0.0247929	0.6708216	0.5068037	1.0136675	0.6814955	0.1694212	0.2087591	0.7778680	0.5203177	0.4141453
450	0.0181237	0.7066332	0.4826989	1.0232241	0.6613487	0.1453078	0.2710049	0.8344872	0.6177201	0.3906291
500	0.0235252	0.7969416	0.5373090	0.9628648	0.7450816	0.1824554	0.2912668	0.8547587	0.6470443	0.4499557
550	0.0325724	0.8349364	0.4702075	0.9702699	0.8594834	0.4437184	0.2714532	0.9234451	0.5773062	0.5017094
600	0.0263309	0.7792654	0.5562698	0.9627682	0.8628180	0.6736284	0.2915585	0.8777787	0.5863856	0.4057932
650	0.0352586	0.7838822	0.5460166	1.1045912	0.8240933	0.6386459	0.4484240	0.8878344	0.5858721	0.3695761
700	0.0319375	0.7329104	0.5561106	1.0478182	0.9673299	0.7637567	0.4951315	0.9109567	0.5770468	0.3556449
750	0.0307266	0.6946721	0.5324044	1.0374898	0.8601433	0.6194655	0.4954883	0.8659404	0.5979072	0.4865518
800	0.0135604	0.7742225	0.5196398	1.1527567	1.0091865	0.5883664	0.5205932	0.8264715	0.5920559	0.4046246
850	0.0058937	0.7730834	0.6011685	0.9720636	0.8261374	0.5651456	0.5432041	0.8106771	0.5563626	0.4021668
900	0.0064127	0.9191065	0.5767482	1.0269954	0.9187907	0.5561376	0.5259230	0.9435306	0.5841544	0.4569549
950	0.0226989	0.7620790	0.5255959	1.0237176	0.9641986	0.6101313	0.4924215	0.9627475	0.6044127	0.4390554
1000	0.0220600	0.8121946	0.4997529	1.0751318	1.0497222	0.6258322	0.4703892	0.8809789	0.5857464	0.4311475

0	0.0219249	0.7822012	0.5538653	1.0100101	1.0256086	0.6804302	0.4540973	0.8669711	0.5515112	0.4680442
50	0.0229170	0.8046518	0.5032733	0.9476648	1.0914204	0.6394933	0.3835308	0.9048487	0.5907228	0.3217346
100	0.0086102	0.7521297	0.4575711	1.0041913	1.0154776	0.7919309	0.2185117	0.7980263	0.5906380	0.1994692
150	0.0043103	0.7502515	0.4745058	1.0171866	1.1390466	0.8949253	0.1365872	0.9184660	0.5896653	0.0983421
200	0.0063267	0.8187612	0.5436098	1.0716562	1.0340405	0.7529279	0.0681669	0.9975264	0.8252165	0.0720747
250	0.0019110	0.7029709	0.5536598	1.0548330	1.0112320	0.8595657	0.0698741	0.9206635	0.8417405	0.0459463
300	0.0039297	0.7125039	0.5487624	1.0513607	1.0094137	0.7717006	0.0616410	0.8918389	0.9704704	0.0571295
350	0.0117169	0.6841285	0.5575015	0.9524939	0.9786545	0.9244001	0.0672191	0.9463685	0.9851029	0.0530803
400	0.0070221	0.6870518	0.5122749	0.9664869	0.9471474	0.8282260	0.0492606	1.0399336	0.9173324	0.0545407
450	0.0076262	0.7161581	0.5263594	1.0167809	0.9125526	0.8393520	0.0631907	1.0514060	0.9065979	0.0472251
500	0.0040069	0.7302151	0.5044006	1.0971401	0.9650876	0.7516168	0.0353704	0.9264859	0.9003757	0.0611804
550	0.0028235	0.7400384	0.5465995	1.0216842	0.9928358	0.8269394	0.2084262	0.8443531	0.8697252	0.2475810
600	0.0098673	0.7327564	0.5133335	1.0267893	0.9828623	0.7548459	0.4246618	0.9523170	0.7801160	0.3434351
650	0.0227379	0.7081280	0.5047039	1.0291156	0.9674148	0.7776100	0.5458018	0.9007144	0.6449867	0.4017317
700	0.0364060	0.7485295	0.4826330	0.9767812	0.9700435	0.6487601	0.5127931	0.8577580	0.6662450	0.4866002
750	0.0295749	0.7484323	0.5089732	1.0485321	0.9713268	0.6900903	0.4990265	0.9268306	0.6336912	0.4070347
800	0.0277523	0.8201955	0.5514014	0.9243702	0.9994333	0.6668141	0.5220647	0.9886579	0.5992348	0.3898849
850	0.0229204	0.6866669	0.5098292	0.9818541	1.0225845	0.5963561	0.5002953	0.9521825	0.5627429	0.4664100
900	0.0240277	0.7598261	0.4760609	0.9486726	0.9057251	0.6523153	0.5083145	0.8420125	0.5440365	0.4306687
950	0.0186885	0.8476055	0.4345373	0.9777624	1.0370204	0.6241009	0.4509171	0.8874804	0.5763192	0.4914923
1000	0.0192949	0.7520262	0.4258791	0.9437019	0.9663729	0.6609271	0.4927775	0.9041016	0.6148987	0.4685326

0	0.0219249	0.7822012	0.5538653	1.0100101	1.0256086	0.6804302	0.4540973	0.8669711	0.5515112	0.4680442
50	0.0134976	0.7078302	0.4261597	1.0255964	0.9848763	0.6684817	0.4686463	0.9505851	0.5850315	0.4380458
100	0.0185217	0.8248185	0.5292100	1.1325040	0.8921918	0.6840883	0.4930398	0.9692352	0.5569581	0.4973930
150	0.0168096	0.7433002	0.5470001	1.0638490	0.9649836	0.6757789	0.5457978	0.9603090	0.4750204	0.4624563
200	0.0181656	0.7600601	0.4673788	1.0225194	0.9955058	0.6040541	0.5470097	0.9663241	0.5702521	0.4441043
250	0.0396684	0.6934962	0.4585526	0.9223004	0.9067176	0.7207501	0.4427664	0.8538564	0.5445965	0.5325392
300	0.0251656	0.7310563	0.4295095	0.9627559	0.9251292	0.7535629	0.4795335	0.9057134	0.5658492	0.4884636
350	0.0237307	0.7449616	0.4411936	0.9978561	0.9609611	0.6997570	0.5696039	0.8929648	0.5996745	0.4757818
400	0.0377182	0.7228079	0.4686815	0.9086679	1.0024746	0.6973379	0.5380494	0.8173527	0.5132876	0.5242555
450	0.0308672	0.6235861	0.5340331	1.0259377	1.0207718	0.6874968	0.5404161	0.8215856	0.5271340	0.4953850
500	0.0237957	0.7538629	0.5327257	1.0360592	0.9396615	0.6702912	0.5500889	0.8439134	0.5315128	0.4700951
550	0.0194250	0.7772098	0.4996412	0.9068494	0.9431652	0.5992529	0.5800412	0.9358167	0.4796292	0.4705082
600	0.0221684	0.8061569	0.4262445	1.0014078	0.9690626	0.6567995	0.4160908	0.8753000	0.5966425	0.4805435
650	0.0210881	0.7743228	0.5476205	1.0197135	0.9114592	0.6453439	0.4769711	0.8740625	0.4859482	0.4451525
700	0.0213516	0.7261292	0.5460094	1.0544521	1.0551643	0.7110111	0.4713066	0.7282134	0.5531603	0.4749388
750	0.0184821	0.7593066	0.5980359	1.0866585	0.9920718	0.6671281	0.4693786	0.9107614	0.4424075	0.4193663
800	0.0204243	0.8542660	0.5108051	1.0045712	1.0095414	0.5722040	0.4888053	0.8600216	0.5386499	0.3790717
850	0.0114549	0.7924051	0.5436898	1.0044901	1.0750956	0.6113005	0.4494421	0.8361664	0.6472433	0.3288832
900	0.0115446	0.7535837	0.4651277	1.0519646	1.0164589	0.6381479	0.4803066	0.8645999	0.6115190	0.3430392
950	0.0174683	0.6929206	0.5732380	1.0125379	1.0014412	0.5951966	0.4339235	0.8716675	0.6617593	0.3576677
1000	0.0222564	0.6370788	0.5703396	1.0910184	0.9853621	0.6416064	0.4159279	0.9349816	0.6446001	0.4452523

0	0.0219249	0.7822012	0.5538653	1.0100101	1.0256086	0.6804302	0.4540973	0.8669711	0.5515112	0.4680442
50	0.0183268	0.6897430	0.5570600	0.9735718	0.9626837	0.4911464	0.5207481	0.8217592	0.5358392	0.3568518
100	0.0226906	0.7084775	0.4670840	0.9494168	0.9293723	0.5539109	0.4942337	0.8666165	0.5767289	0.2548254
150	0.0271481	0.6552978	0.4831516	0.9963076	0.9872172	0.6967746	0.4721226	0.8332017	0.6341661	0.2313131
200	0.0389353	0.6577649	0.5973553	1.0164693	0.9487783	0.8228750	0.5382102	0.8943361	0.7288701	0.1943194
250	0.0277945	0.7559903	0.5439638	1.0816803	0.9673692	0.6557199	0.5319389	0.8756266	0.8024069	0.1729476
300	0.0400371	0.7740790	0.5897347	1.0128090	1.0432989	0.6101177	0.5199059	0.9145495	0.7780578	0.1716873
350	0.0381831	0.8223255	0.5973117	1.0213295	1.0035819	0.6300469	0.4495384	1.0058324	0.7550325	0.2078528
400	0.0441264	0.6795247	0.5539831	0.9269705	0.9555953	0.5566347	0.4320584	0.9602089	0.8268743	0.1465537
450	0.0322009	0.7806720	0.5710767	0.9632120	1.0006176	0.7054059	0.4939848	0.9416490	0.8291436	0.1877042
500	0.0262828	0.7995128	0.4447168	0.9318697	0.9124837	0.7355761	0.4978278	0.9717884	0.8053984	0.1879184
550	0.0224670	0.6623939	0.4272731	0.9862179	0.9932498	0.6999504	0.5383816	1.0318087	0.8597992	0.2235337
600	0.0202354	0.7422088	0.3985345	1.0434292	1.0429564	0.7260599	0.5992322	0.9323612	0.7898418	0.3439118
650	0.0183053	0.7069105	0.4090583	1.0052043	1.0710853	0.6414239	0.4871612	0.8911873	0.6553686	0.3859944
700	0.0128728	0.7843674	0.4195257	0.9354044	1.0045468	0.7496063	0.5136867	0.9258279	0.6688011	0.4486632
750	0.0088530	0.7174937	0.4344276	0.9762231	1.1282542	0.6409828	0.5342227	0.9135527	0.6880645	0.4949679
800	0.0250416	0.6670291	0.4066098	0.9380361	1.1496345	0.6884095	0.5588280	0.9014023	0.5859103	0.4409237
850	0.0268359	0.7341855	0.4447522	1.0325345	1.0434329	0.6628723	0.5170079	0.8478537	0.6120577	0.4080420
900	0.0122124	0.6977495	0.4847084	1.0526823	0.9657385	0.6328401	0.5278038	0.8834978	0.5915149	0.4490234
950	0.0163027	0.6812826	0.5059466	1.1929308	1.0818416	0.6933598	0.5190695	0.7746198	0.5304237	0.4605446
1000	0.0330926	0.7051962	0.5375997	1.1246110	0.9526091	0.6406106	0.5440299	0.8584342	0.5642796	0.5197794
