"Time"	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W
0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.1097766	0.4520714	0.6279691	0.4709963	0.9487092	0.1302574	0.1014068	0.0761133	0.0831536	0.5665831
100	0.1094649	0.4422152	0.6035611	0.3763876	0.9487579	0.1302381	0.1014246	0.0784077	0.2399883	0.8275705
150	0.1067673	0.4015967	0.5548602	0.3287298	0.9487882	0.1302400	0.1021083	0.1077997	0.4414357	0.9375617
200	0.0997801	0.3284335	0.5008705	0.3087052	0.9487884	0.1305032	0.1081997	0.2004929	0.5877122	0.9772689
250	0.0913863	0.2485721	0.4577909	0.3009569	0.9485510	0.1329108	0.1320341	0.3291200	0.6709987	0.9908061
300	0.0852762	0.1857711	0.4296633	0.2981748	0.9467792	0.1443071	0.1802537	0.4454333	0.7127197	0.9953097
350	0.0819765	0.1456530	0.4136601	0.2976945	0.9390889	0.1743310	0.2404407	0.5289861	0.7320486	0.9967913
400	0.0804719	0.1231979	0.4059664	0.2995021	0.9172720	0.2234715	0.2950340	0.5813561	0.7405458	0.9972765
450	0.0798498	0.1121376	0.4046109	0.3053301	0.8743966	0.2804521	0.3353957	0.6113855	0.7441436	0.9974358
500	0.0796075	0.1087257	0.4100571	0.3173192	0.8132556	0.3326151	0.3615139	0.6275546	0.7456250	0.9974902
550	0.0795172	0.1130195	0.4347172	0.4401759	0.7460335	0.3732449	0.3769370	0.6351154	0.7200774	0.6237243
600	0.0794880	0.1413900	0.5025925	0.5753690	0.6852515	0.4005660	0.3838172	0.6165512	0.5506321	0.3478997
650	0.0795219	0.2165030	0.5757048	0.6626638	0.6388425	0.4084012	0.3718059	0.5196556	0.3359272	0.3094898
700	0.0800533	0.3209732	0.6302146	0.7160087	0.6143299	0.3856572	0.3222850	0.3679955	0.2063240	0.3688812
750	0.0834372	0.4178830	0.6645924	0.7458389	0.6203231	0.3371677	0.2475002	0.2406271	0.1700673	0.4400626
800	0.0939796	0.4875045	0.6823145	0.7547646	0.6587189	0.2786971	0.1819924	0.1636889	0.1922138	0.4921653
850	0.1123621	0.5279341	0.6875410	0.7436141	0.7201163	0.2255528	0.1412779	0.1278884	0.2346242	0.5170063
900	0.1328187	0.5450436	0.6850992	0.7164303	0.7871620	0.1863678	0.1211607	0.1193009	0.2700457	0.5137446
950	0.1483559	0.5466453	0.6789668	0.6812799	0.8445939	0.1616235	0.1133027	0.1250806	0.2841092	0.4861777
1000	0.1558156	0.5394388	0.6713556	0.6467690	0.8860433	0.1477796	0.1116317	0.1329865	0.2731296	0.4430983

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.1578422	0.4524551	0.6311461	0.5637096	0.9486589	0.1317764	0.1415626	0.2199093	0.0646477	0.3584413
100	0.2081944	0.4524634	0.6311388	0.5637372	0.9472382	0.1444504	0.2042251	0.3982590	0.1044973	0.4426310
150	0.2341351	0.4524656	0.6311767	0.5644894	0.9387328	0.1809553	0.2779382	0.5099674	0.1638190	0.4782145
200	0.2451975	0.4525781	0.6314978	0.5682263	0.9118426	0.2428971	0.3425882	0.5696582	0.2142219	0.4917436
250	0.2495431	0.4532547	0.6328017	0.5794878	0.8568668	0.3137584	0.3872432	0.6011146	0.2471865	0.4991104
300	0.2513098	0.4556857	0.6364132	0.6031210	0.7795684	0.3763894	0.4143756	0.6186629	0.2674692	0.5091397
350	0.2524687	0.4619614	0.6438574	0.6397980	0.6981705	0.4235964	0.4301131	0.6292410	0.2834829	0.5278473
400	0.2542228	0.4744162	0.6559555	0.6842323	0.6280634	0.4559782	0.4393534	0.6365109	0.3031253	0.5579922
450	0.2576717	0.4943326	0.6722540	0.7284965	0.5751370	0.4772582	0.4452452	0.6430811	0.3315339	0.5972389
500	0.2640163	0.5209575	0.6910816	0.7665123	0.5382617	0.4915596	0.4498680	0.6511899	0.3691960	0.6391698
550	0.2286448	0.5515104	0.7101498	0.7958601	0.5136804	0.4957677	0.4203004	0.5430380	0.4056233	0.6196968
600	0.1972806	0.5822390	0.7272107	0.8166449	0.5033226	0.4639801	0.3517737	0.4132563	0.4161491	0.6066731
650	0.1948602	0.6092797	0.7388610	0.8279372	0.5187293	0.4020378	0.2781476	0.3367518	0.4148660	0.6152386
700	0.2092084	0.6278574	0.7404354	0.8260451	0.5657925	0.3324271	0.2243883	0.2981277	0.4176542	0.6259722
750	0.2269779	0.6330599	0.7311827	0.8076123	0.6368534	0.2724362	0.1928498	0.2817407	0.4241550	0.6264751
800	0.2376828	0.6238711	0.7161433	0.7738064	0.7144622	0.2291541	0.1770945	0.2775694	0.4265246	0.6095992
850	0.2360930	0.6047122	0.7007956	0.7314734	0.7822874	0.2017506	0.1705350	0.2767887	0.4163718	0.5731282
900	0.2235272	0.5818584	0.6874557	0.6895247	0.8326829	0.1860375	0.1677837	0.2707484	0.3882651	0.5213491
950	0.2051494	0.5595990	0.6762252	0.6543498	0.8660071	0.1773186	0.1643578	0.2530028	0.3424914	0.4639085
1000	0.1859254	0.5396036	0.6667311	0.6282420	0.8865176	0.1715627	0.1572542	0.2226039	0.2860137	0.4108626

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.1097800	0.4524551	0.6311462	0.5637130	0.9483888	0.1403033	0.3067566	0.1418845	0.0582056	0.2593458
100	0.1097896	0.4524661	0.6311578	0.5641547	0.9381414	0.2085453	0.4833772	0.2234312	0.0582154	0.2593430
150	0.1097987	0.4525513	0.6315039	0.5693341	0.8899673	0.3077042	0.5616153	0.2742036	0.0582518	0.2603012
200	0.1098410	0.4534209	0.6335634	0.5886813	0.7995439	0.3900135	0.5940837	0.3004097	0.0587847	0.2668785
250	0.1101234	0.4573759	0.6399215	0.6273536	0.6988188	0.4437380	0.6081543	0.3127872	0.0617248	0.2883673
300	0.1112778	0.4682280	0.6526927	0.6788335	0.6156176	0.4748290	0.6145150	0.3183734	0.0715466	0.3324430
350	0.1145633	0.4890276	0.6716628	0.7306509	0.5579088	0.4918394	0.6174377	0.3209645	0.0951437	0.3963819
400	0.1218525	0.5193991	0.6940599	0.7735738	0.5218369	0.5013143	0.6188096	0.3227279	0.1380674	0.4669308
450	0.1352122	0.5550438	0.7160257	0.8046543	0.5004563	0.5074339	0.6195940	0.3257801	0.1981025	0.5301055
500	0.1557820	0.5900549	0.7346630	0.8252507	0.4877029	0.5125364	0.6205004	0.3333154	0.2647148	0.5788047
550	0.1824687	0.6199840	0.7489696	0.8382711	0.4797800	0.5075057	0.4357689	0.2880157	0.3262284	0.6127189
600	0.2119635	0.6431030	0.7588821	0.8459585	0.4838203	0.4480580	0.2670661	0.2403698	0.3758437	0.6348617
650	0.2402559	0.6587128	0.7613023	0.8460544	0.5226516	0.3525504	0.1883270	0.2298716	0.4121475	0.6479817
700	0.2632409	0.6633776	0.7510365	0.8307746	0.6030967	0.2687882	0.1597020	0.2434785	0.4362040	0.6508233
750	0.2755338	0.6527469	0.7311675	0.7951121	0.7008795	0.2145576	0.1547181	0.2650013	0.4478069	0.6371304
800	0.2722829	0.6288343	0.7103247	0.7451857	0.7858254	0.1861674	0.1596656	0.2831487	0.4433777	0.6005906
850	0.2542739	0.5993489	0.6928735	0.6941992	0.8445243	0.1746309	0.1667051	0.2897231	0.4176448	0.5427699
900	0.2281610	0.5708251	0.6788930	0.6524183	0.8786518	0.1718158	0.1704095	0.2785239	0.3691487	0.4754063
950	0.2012632	0.5458774	0.6675345	0.6232940	0.8956944	0.1715115	0.1671502	0.2481868	0.3051792	0.4130600
1000	0.1778756	0.5248348	0.6584273	0.6053999	0.9034249	0.1696912	0.1564179	0.2056488	0.2393401	0.3646529

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.2171947	0.4515875	0.6234608	0.3750104	0.9457178	0.1668772	0.1014190	0.0783747	0.2803375	0.2338688
100	0.3292060	0.4235741	0.5440622	0.1825784	0.9254495	0.2111695	0.1024518	0.1253330	0.5230334	0.1552487
150	0.3831011	0.3011478	0.3794997	0.0859507	0.8902999	0.2385231	0.1129292	0.2503467	0.6531279	0.1033597
200	0.4010862	0.1514987	0.2359164	0.0458451	0.8542483	0.2570705	0.1489205	0.3909289	0.7109629	0.0815929
250	0.4061488	0.0694530	0.1515269	0.0308579	0.8218959	0.2839226	0.2089816	0.4991387	0.7346358	0.0737199
300	0.4075367	0.0391019	0.1106179	0.0258568	0.7845924	0.3309334	0.2720843	0.5678088	0.7438963	0.0710315
350	0.4079145	0.0297790	0.0940062	0.0247215	0.7315556	0.3921727	0.3220042	0.6066940	0.7474187	0.0701360
400	0.4080167	0.0271803	0.0910096	0.0252466	0.6639021	0.4526200	0.3551164	0.6271221	0.7487337	0.0698411
450	0.4080441	0.0265031	0.0983271	0.0266032	0.5937803	0.5017057	0.3747083	0.6372969	0.7492183	0.0697445
500	0.4080514	0.0263639	0.1168069	0.0283075	0.5330333	0.5365609	0.3854272	0.6421662	0.7493953	0.0697129
550	0.2969734	0.0264643	0.1617972	0.3075603	0.4896269	0.5255047	0.3903014	0.6264746	0.5148155	0.0701164
600	0.1806219	0.0297793	0.3367858	0.5997271	0.4751362	0.4888503	0.3760888	0.5068425	0.2564219	0.1059924
650	0.1206831	0.0809460	0.5281936	0.7500469	0.4894277	0.4332991	0.3172267	0.3371539	0.1193211	0.2558283
700	0.0951605	0.2383524	0.6454217	0.8077615	0.5318189	0.3610131	0.2353397	0.2113566	0.0902109	0.4292441
750	0.0869217	0.4118991	0.6955428	0.8142317	0.6016649	0.2863635	0.1703034	0.1411878	0.1510902	0.5408832
800	0.0961949	0.5201209	0.7061917	0.7898745	0.6887009	0.2247775	0.1330671	0.1119178	0.2447038	0.5851606
850	0.1234046	0.5637113	0.7000246	0.7473673	0.7736003	0.1829116	0.1161778	0.1149467	0.3173533	0.5785613
900	0.1518052	0.5692731	0.6891550	0.6991008	0.8409219	0.1583352	0.1114682	0.1391144	0.3472401	0.5372654
950	0.1674082	0.5580048	0.6779145	0.6554776	0.8865301	0.1457287	0.1138971	0.1641325	0.3346028	0.4777150
1000	0.1692264	0.5410557	0.6673769	0.6218284	0.9139455	0.1405593	0.1189258	0.1729580	0.2914212	0.4161201

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.0999143	0.4688952	0.6925469	0.5637111	0.9485388	0.1354768	0.2225981	0.0702749	0.3503615	0.2593458
100	0.0965150	0.5479667	0.7651232	0.5639108	0.9436094	0.1706367	0.3246780	0.1391803	0.6723022	0.2593215
150	0.1233938	0.6399120	0.8081631	0.5663361	0.9210137	0.2263887	0.3766455	0.3153319	0.8485772	0.2597584
200	0.1850297	0.7038675	0.8299733	0.5753977	0.8742844	0.2869637	0.4290385	0.4915725	0.9288392	0.2627885
250	0.2594137	0.7397331	0.8417760	0.5951047	0.8062741	0.3588393	0.4914047	0.6157364	0.9624217	0.2727568
300	0.3232764	0.7590339	0.8507332	0.6274042	0.7201767	0.4414298	0.5471136	0.6896436	0.9758706	0.2948787
350	0.3689940	0.7712184	0.8605271	0.6722646	0.6253622	0.5193200	0.5865859	0.7295822	0.9812240	0.3337661
400	0.4000883	0.7817119	0.8728587	0.7256940	0.5375744	0.5805042	0.6107365	0.7498786	0.9835590	0.3912198
450	0.4230782	0.7930458	0.8882811	0.7796322	0.4678778	0.6226699	0.6241982	0.7598122	0.9849607	0.4623458
500	0.4432498	0.8058984	0.9059283	0.8263027	0.4185259	0.6492136	0.6312637	0.7646334	0.9862327	0.5356818
550	0.4733454	0.8158407	0.8918083	0.8619193	0.3863529	0.6623451	0.5638595	0.7685101	0.7880790	0.5998697
600	0.4992029	0.8111820	0.8757899	0.8865803	0.3681274	0.6534888	0.5025199	0.7181022	0.5942229	0.6492575
650	0.5077465	0.8024586	0.8739144	0.9019044	0.3640855	0.6174722	0.4535846	0.6105284	0.5146405	0.6837580
700	0.5047150	0.7986469	0.8752803	0.9089783	0.3771490	0.5552471	0.3931875	0.5049192	0.4993770	0.7057600
750	0.4996061	0.7972246	0.8691350	0.9075007	0.4112951	0.4785361	0.3303880	0.4360418	0.5073285	0.7175165
800	0.4949836	0.7910665	0.8484555	0.8957733	0.4678019	0.4026608	0.2817562	0.4038557	0.5186688	0.7198429
850	0.4859969	0.7731864	0.8136799	0.8718412	0.5414210	0.3392942	0.2527835	0.3947199	0.5253005	0.7117285
900	0.4645491	0.7403681	0.7741373	0.8359424	0.6200880	0.2938078	0.2394860	0.3949189	0.5234379	0.6908128
950	0.4251992	0.6965165	0.7397226	0.7924593	0.6904251	0.2653489	0.2349104	0.3943900	0.5100912	0.6551926
1000	0.3708008	0.6505675	0.7140727	0.7485718	0.7444296	0.2492441	0.2326745	0.3861197	0.4824691	0.6062600

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.1097800	0.4524551	0.6311463	0.5637164	0.9481105	0.1489359	0.4402360	0.1580572	0.0603922	0.2961878
100	0.1097896	0.4524689	0.6311784	0.5646027	0.9284730	0.2617100	0.7255818	0.2596864	0.0726435	0.3275307
150	0.1098013	0.4526457	0.6318676	0.5743313	0.8449307	0.4012556	0.8423758	0.3231206	0.0899448	0.3423884
200	0.1098832	0.4543587	0.6358702	0.6076717	0.7127325	0.5035107	0.8833149	0.3561826	0.1055428	0.3578912
250	0.1104409	0.4620084	0.6481520	0.6669412	0.5879999	0.5639587	0.8972250	0.3722523	0.1217448	0.3923660
300	0.1127651	0.4829465	0.6733616	0.7361462	0.4981898	0.5961112	0.9020825	0.3802031	0.1487018	0.4540127
350	0.1198249	0.5230716	0.7111843	0.7971958	0.4424857	0.6127674	0.9039044	0.3854738	0.1970296	0.5317882
400	0.1370766	0.5795496	0.7539069	0.8419044	0.4106379	0.6226136	0.9047368	0.3928162	0.2666110	0.6056141
450	0.1709930	0.6400122	0.7922711	0.8709378	0.3927385	0.6308035	0.9054263	0.4078754	0.3442429	0.6629129
500	0.2228259	0.6921502	0.8217409	0.8885432	0.3818196	0.6394927	0.9065044	0.4346555	0.4146220	0.7018898
550	0.2844673	0.7309045	0.8425866	0.8990682	0.3740760	0.6400380	0.6269171	0.4084012	0.4680731	0.7118733
600	0.3439968	0.7573505	0.8567059	0.9054162	0.3737059	0.5850269	0.3810752	0.3749978	0.4994334	0.7148416
650	0.3933498	0.7741603	0.8622795	0.9070910	0.3988415	0.4780040	0.2727978	0.3683752	0.5157014	0.7188629
700	0.4293892	0.7807859	0.8504175	0.8987266	0.4641264	0.3733596	0.2346619	0.3755799	0.5246109	0.7203345
750	0.4494068	0.7714445	0.8161915	0.8732281	0.5595071	0.3011327	0.2255740	0.3858185	0.5286443	0.7135362
800	0.4474734	0.7410757	0.7725835	0.8295411	0.6561370	0.2612368	0.2268613	0.3937925	0.5257486	0.6913063
850	0.4183513	0.6947429	0.7352267	0.7767071	0.7315443	0.2431090	0.2303263	0.3957990	0.5108230	0.6488992
900	0.3664761	0.6451665	0.7085767	0.7272412	0.7801629	0.2363066	0.2317245	0.3872591	0.4783396	0.5894657
950	0.3063439	0.6022698	0.6904880	0.6889169	0.8074366	0.2330119	0.2278390	0.3631072	0.4268329	0.5243194
1000	0.2521221	0.5691784	0.6780469	0.6630481	0.8221988	0.2279111	0.2161027	0.3213293	0.3624584	0.4659152

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.1092701	0.4199588	0.5111778	0.5642502	0.9247153	0.3639920	0.1010888	0.0601181	0.3333625	0.2593670
100	0.1021225	0.2746423	0.3700328	0.5798230	0.7666862	0.6451172	0.1006434	0.1084320	0.6365768	0.2615780
150	0.0913780	0.1398733	0.2922830	0.6405543	0.5579903	0.8143475	0.1111159	0.2646970	0.8027073	0.2827106
200	0.0846154	0.0729578	0.2791989	0.7362411	0.4032988	0.8990789	0.1548647	0.4305894	0.8790569	0.3504102
250	0.0814849	0.0516139	0.3248224	0.8273407	0.3129400	0.9391170	0.2278294	0.5514323	0.9133571	0.4612530
300	0.0802114	0.0592275	0.3910782	0.8918020	0.2659019	0.9589873	0.3013304	0.6256082	0.9316363	0.5749083
350	0.0797280	0.0907921	0.4443596	0.9301322	0.2427179	0.9699748	0.3571479	0.6677327	0.9441689	0.6611323
400	0.0795560	0.1347383	0.4777981	0.9507346	0.2314503	0.9765235	0.3933790	0.6912748	0.9534337	0.7157681
450	0.0795202	0.1755928	0.4963322	0.9611982	0.2258860	0.9805038	0.4150799	0.7047425	0.9598977	0.7469034
500	0.0795837	0.2053277	0.5059401	0.9663674	0.2230433	0.9829041	0.4276931	0.7127186	0.9640573	0.7635540
550	0.0797576	0.2574635	0.6438052	0.9688612	0.2248383	0.8524059	0.4364111	0.7319698	0.8433214	0.7721227
600	0.0817862	0.4425589	0.8025654	0.9689506	0.2479958	0.6991013	0.4445725	0.7222160	0.7110657	0.7763306
650	0.1085493	0.6416873	0.8913227	0.9641456	0.2942279	0.6052812	0.4402853	0.6708743	0.6402742	0.7774504
700	0.2030743	0.7612544	0.9210984	0.9521919	0.3487139	0.5474873	0.4174404	0.6074285	0.6085144	0.7746994
750	0.3324506	0.8115309	0.9104369	0.9336030	0.4006291	0.5009863	0.3837335	0.5544617	0.5937528	0.7666781
800	0.4344893	0.8189503	0.8771651	0.9107662	0.4493202	0.4555383	0.3502743	0.5174860	0.5836051	0.7528186
850	0.4861271	0.8005614	0.8361028	0.8854191	0.4981221	0.4121829	0.3233226	0.4924926	0.5721022	0.7335783
900	0.4913125	0.7666584	0.7964245	0.8579446	0.5480904	0.3743249	0.3034888	0.4732317	0.5566971	0.7095535
950	0.4620016	0.7250210	0.7626541	0.8285675	0.5971055	0.3433892	0.2883938	0.4545120	0.5363578	0.6808710
1000	0.4117829	0.6823387	0.7362173	0.7983612	0.6422060	0.3184235	0.2750736	0.4328568	0.5104944	0.6476017

0	0.1097798	0.4524170	0.6311477	0.5637570	0.9486375	0.1302925	0.1014203	0.0761068	0.0581713	0.2593719
50	0.1088240	0.4054744	0.4995523	0.5642199	0.9260646	0.3525537	0.1014196	0.0785021	0.2883397	0.5067939
100	0.1004930	0.2423287	0.3445858	0.5789678	0.7747911	0.6199252	0.1025715	0.1314672	0.5667089	0.7174969
150	0.0900362	0.1037362	0.2578927	0.6371776	0.5708335	0.7809338	0.1153177	0.2789981	0.7438624	0.8101360
200	0.0839322	0.0392404	0.2372341	0.7303797	0.4171463	0.8620840	0.1613454	0.4487212	0.8378319	0.8549621
250	0.0811943	0.0179455	0.2753405	0.8206848	0.3261188	0.9026166	0.2386358	0.5815371	0.8839460	0.8871723
300	0.0800981	0.0185966	0.3380208	0.8856913	0.2778247	0.9266292	0.3187747	0.6676419	0.9065362	0.9130323
350	0.0796857	0.0358347	0.3913433	0.9250262	0.2530516	0.9434376	0.3813099	0.7180764	0.9182211	0.9313675
400	0.0795365	0.0640844	0.4261637	0.9466219	0.2400342	0.9554007	0.4226391	0.7460339	0.9246682	0.9427781
450	0.0794845	0.0933761	0.4461604	0.9579353	0.2328086	0.9634427	0.4474108	0.7611301	0.9283602	0.9492785
500	0.0794694	0.1165740	0.4569321	0.9637978	0.2285871	0.9685203	0.4614414	0.7692190	0.9304867	0.9527909
550	0.0794753	0.1757800	0.6087476	0.9668407	0.2289789	0.8569621	0.4690433	0.7705092	0.8601226	0.8797134
600	0.0800610	0.3799973	0.7836537	0.9674649	0.2483255	0.7208198	0.4705270	0.7502828	0.7613052	0.8176531
650	0.0966241	0.6072361	0.8826535	0.9636562	0.2877052	0.6329839	0.4613398	0.7049345	0.6854716	0.7913025
700	0.1784162	0.7461219	0.9199761	0.9537057	0.3347333	0.5773460	0.4391865	0.6468977	0.6374627	0.7792624
750	0.3086095	0.8071522	0.9170919	0.9381638	0.3799529	0.5334834	0.4076665	0.5910849	0.6095121	0.7692905
800	0.4200552	0.8220729	0.8913096	0.9190682	0.4223726	0.4894687	0.3736965	0.5459001	0.5920075	0.7567373
850	0.4830894	0.8109185	0.8555647	0.8978435	0.4656174	0.4446971	0.3431377	0.5122325	0.5778822	0.7406108
900	0.4999985	0.7841738	0.8178318	0.8744666	0.5120514	0.4027628	0.3184715	0.4867550	0.5631317	0.7209402
950	0.4821147	0.7480935	0.7827584	0.8484351	0.5607098	0.3664257	0.2991955	0.4651870	0.5457428	0.6974127
1000	0.4410149	0.7077923	0.7530496	0.8200099	0.6085942	0.3362727	0.2833536	0.4439100	0.5244813	0.6693612
