"Time"	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
200	0.5754471	0.6739130	0.3343104	0.3477175	0.5728364	0.0269611	0.2280322	0.0113629	0.0108537	0.6797290
250	0.4890603	0.6169614	0.3487564	0.2691331	0.5734546	0.0135725	0.1848035	0.0024050	0.0335025	0.6393813
300	0.5657182	0.6757024	0.2525995	0.2500312	0.6265892	0.0762160	0.1791028	0.0090417	0.0086805	0.8407700
350	0.4380896	0.7392480	0.2756856	0.3795442	0.7857606	0.0869301	0.1712945	0.0137780	0.0039589	0.7456496
400	0.6081118	0.5526948	0.2706605	0.3334296	0.7639929	0.0279947	0.1495686	0.0497284	0.0119055	0.7443232
450	0.5205660	0.4781939	0.1969383	0.4171817	0.7549955	0.0457158	0.1837210	0.0464769	0.0126399	0.7333002
500	0.4999183	0.6100137	0.2185825	0.3752896	0.7605664	0.0367614	0.1916551	0.0071550	0.0117642	0.8809753
550	0.5258698	0.5786576	0.1666178	0.2710961	0.6817695	0.0731430	0.5321862	0.0020507	0.0074168	0.8306113
600	0.3748428	0.3799784	0.3088515	0.1395165	0.9706719	0.0175372	0.6771688	0.0100117	0.0328337	0.6970663
650	0.3909152	0.3174748	0.4034842	0.0706784	0.8481256	0.0473141	0.6555089	0.0003250	0.0320406	0.7550547
700	0.2963005	0.3877099	0.7396981	0.1258173	0.6548607	0.0499021	0.7243486	0.0047401	0.0829553	0.7709491
750	0.2834127	0.5256566	0.6250497	0.1004144	0.7387889	0.0130268	0.7653238	0.0065747	0.0493772	0.8912530
800	0.2836213	0.6585021	0.7241526	0.0526263	0.7572744	0.0323274	0.7652773	0.0078079	0.0235061	0.7877161
850	0.3413060	0.5891759	0.6906607	0.0653931	0.6726119	0.0141083	0.9146424	0.0061919	0.0527602	0.8410725
900	0.4528727	0.7077042	0.7558703	0.0751715	0.8763271	0.0591645	0.7944104	0.0009031	0.0183830	0.9385093
950	0.4885274	0.4765549	0.7311880	0.0590832	0.8093627	0.0403236	0.6883446	0.0038495	0.0392477	0.8935460
1000	0.4095686	0.6932032	0.7962546	0.0758250	0.6557040	0.0347442	0.7339655	0.0047258	0.0335106	0.8201248

0	0.5339592	0.6754306	0.7318480	0.0783360	0.7826137	0.0322673	0.9631077	0.0057947	0.0388012	0.7328550
50	0.5841418	0.5255969	0.6720006	0.0656302	0.5927114	0.0026803	0.5858366	0.0083597	0.0082906	0.6910332
100	0.7059967	0.5227486	0.6832113	0.1947010	0.3965380	0.0049671	0.2399811	0.0096904	0.0064402	0.7661854
150	0.7321478	0.4870976	0.7048088	0.2370580	0.2500716	0.0123812	0.1943554	0.0022906	0.0137729	0.8809746
200	0.6811526	0.4826576	0.4215068	0.3242805	0.2678704	0.0010556	0.2245661	0.0000000	0.0080500	0.8736510
250	0.5417482	0.4959850	0.2532929	0.3113099	0.2616095	0.0053258	0.1732707	0.0001502	0.0116347	0.7352116
300	0.5199970	0.4017095	0.1377839	0.4034007	0.1977229	0.0088936	0.1700405	0.0002536	0.0020209	0.6211270
350	0.4724433	0.3075549	0.2029632	0.3213786	0.1795008	0.0078798	0.2484044	0.0069797	0.0233938	0.7646555
400	0.5383544	0.1993434	0.2380210	0.2983858	0.2691097	0.0013202	0.1449254	0.0048451	0.0602698	0.8276648
450	0.4671208	0.2038937	0.2138998	0.2623269	0.1748976	0.0037973	0.1672611	0.0012803	0.0386108	0.6851345
500	0.4867446	0.2367019	0.2139148	0.2958794	0.1467235	0.0039154	0.1711611	0.0050340	0.0704520	0.9089776
550	0.3426741	0.2490233	0.2370813	0.2443454	0.2948505	0.0118019	0.5036362	0.0208849	0.1063716	1.0216377
600	0.2627074	0.2484839	0.3220514	0.1845574	0.5209626	0.0049981	0.7257907	0.0299924	0.1128040	0.7086676
650	0.1933609	0.3867566	0.5098948	0.0828920	0.7127521	0.0467143	0.7558814	0.0481659	0.0673522	0.7831367
700	0.2649231	0.3777492	0.5862393	0.0257846	0.9336627	0.0311948	0.8751962	0.0440414	0.0836509	0.8152164
750	0.3719075	0.5122827	0.6496166	0.0284095	0.8401659	0.0294693	0.7100438	0.0270842	0.0160809	0.7689896
800	0.4835860	0.5934770	0.8205196	0.0630804	1.0570833	0.0280032	0.6720879	0.0271730	0.0080747	0.7855532
850	0.4991203	0.8258671	0.6453455	0.0610576	0.8264675	0.0348691	0.8921480	0.0088054	0.0122136	0.8995406
900	0.5016971	0.5596518	0.7436965	0.0942416	0.6327981	0.0324079	0.8249962	0.0277710	0.0239661	0.7606102
950	0.4140264	0.6971306	0.6456703	0.1113896	0.7200348	0.0152334	0.7368274	0.0230531	0.0054415	0.7630707
1000	0.4436123	0.6901824	0.5044186	0.0890885	0.6422546	0.0349957	0.7020725	0.0062554	0.0100863	0.8463687

0	0.5303188	0.5664066	0.6565297	0.1038792	0.7869983	0.0131294	0.8567635	0.0044846	0.0280083	0.7714399
50	0.5025115	0.5148502	0.7503067	0.0857537	0.8269402	0.0604930	0.9593621	0.0026625	0.0157064	0.8273802
100	0.4309262	0.6123687	0.6259707	0.0929594	0.6799609	0.0352339	0.6948879	0.0102840	0.0107619	0.7691069
150	0.5086927	0.5031886	0.7738557	0.1026969	0.7248441	0.0164077	0.7250882	0.0046277	0.0130102	0.8319293
200	0.4765131	0.6034928	0.7908266	0.1054477	0.8137988	0.0519920	0.6430573	0.0021933	0.0019080	0.9252003
250	0.5730741	0.7625326	0.7758396	0.1560704	0.7685348	0.0237660	0.6254553	0.0134716	0.0060818	0.7924575
300	0.4731792	0.5389298	0.6441914	0.0903966	0.6368218	0.0184769	0.6710740	0.0062780	0.0091061	0.6715121
350	0.5008966	0.6470314	0.6091469	0.0909033	0.8219754	0.0294762	0.6707717	0.0121286	0.0004534	0.6017946
400	0.4971586	0.5768874	0.5942375	0.1415503	0.7199497	0.0176572	0.8262113	0.0043112	0.0075240	0.8615833
450	0.5051311	0.5947927	0.5598001	0.1111359	0.8843987	0.0241781	0.7399961	0.0018484	0.0137770	0.8585446
500	0.4595846	0.6568350	0.5979326	0.1449874	0.7903535	0.0363454	0.7200559	0.0027147	0.0001757	0.7104041
550	0.3584251	0.5522131	0.6532738	0.0823210	0.7447503	0.0224762	0.7718935	0.0006790	0.0027811	0.6839530
600	0.5148525	0.6049959	0.6289674	0.0890436	0.7538408	0.0294721	0.7554490	0.0007938	0.0029462	0.7646652
650	0.5399425	0.6023640	0.6106906	0.0796794	0.7375125	0.0247512	0.8414455	0.0018921	0.0060133	0.7549360
700	0.5628477	0.7128145	0.7179233	0.1004158	0.6510564	0.0421775	0.7410437	0.0036208	0.0039498	0.8534583
750	0.5385984	0.6967332	0.7971314	0.0851142	0.8095261	0.0384163	0.8778997	0.0037407	0.0124666	0.8562705
800	0.5199929	0.6007914	0.7073792	0.0850464	0.7014290	0.0217977	0.7015456	0.0004947	0.0319155	0.6804419
850	0.6171128	0.7657834	0.7413421	0.1124785	0.7721709	0.0428124	0.7988918	0.0008847	0.0129078	0.7728726
900	0.4867068	0.6146675	0.6708539	0.1139330	0.6243343	0.0306975	0.8931610	0.0091129	0.0190078	0.7389351
950	0.4124822	0.5695525	0.5769409	0.1067946	0.6505578	0.0309389	0.8463707	0.0000787	0.0095130	1.0331672
1000	0.4948673	0.5888543	0.6549095	0.0817482	0.7209061	0.0269225	0.8288705	0.0065295	0.0046545	0.7547783

0	0.5240375	0.6785119	0.6764905	0.0679494	0.6283865	0.0240591	0.7717915	0.0013440	0.0314926	0.7492142
50	0.4873659	0.4823304	0.4935445	0.0519951	0.7305290	0.0191029	0.7608754	0.0016969	0.0246859	0.7333123
100	0.5355029	0.5469351	0.3421737	0.0969575	0.6955173	0.0313436	0.7867818	0.0019792	0.0239754	0.6048734
150	0.6499592	0.4232473	0.2414432	0.1512464	0.6880118	0.0137106	0.6880371	0.0021258	0.0061121	0.5902252
200	0.5388892	0.3181280	0.2081145	0.0680117	0.7349458	0.0358346	0.8128831	0.0000512	0.0123537	0.4517191
250	0.4054784	0.2231323	0.1404849	0.1571072	0.6840995	0.0227105	0.7186892	0.0066514	0.0378063	0.4336816
300	0.4926755	0.2351734	0.0932336	0.1158530	0.7700666	0.0178061	0.6765755	0.0017734	0.0851773	0.5213929
350	0.4533937	0.2338300	0.1564071	0.0441514	0.7828865	0.0118297	0.7001197	0.0152095	0.1153044	0.7054648
400	0.4685254	0.2201319	0.1446130	0.0623784	0.7909249	0.0154792	0.6284106	0.0864550	0.1413877	0.5690075
450	0.3343835	0.1864352	0.1244139	0.0921509	0.7162867	0.0191763	0.7819881	0.2406851	0.2310901	0.5536038
500	0.3824278	0.1327181	0.1206473	0.0951025	0.7640590	0.0186239	0.5175900	0.2938659	0.3316851	0.5845168
550	0.3428738	0.2435278	0.2895572	0.1124833	0.6665080	0.0071169	0.4409139	0.4598300	0.2689181	0.7281903
600	0.2942939	0.3035264	0.6065291	0.0864723	0.6577083	0.0205483	0.3194719	0.4364255	0.2214103	0.7829061
650	0.2383784	0.3901594	0.6643233	0.1309846	0.7113932	0.0476476	0.1909515	0.3554017	0.1187975	0.6319456
700	0.3868436	0.4578940	0.4851994	0.1312813	0.7688871	0.0199167	0.4363896	0.2183590	0.0757841	0.7354776
750	0.3155999	0.4921656	0.6750074	0.1237226	0.7986495	0.0298325	0.4729477	0.1049564	0.0778331	0.7905262
800	0.4041050	0.6863183	0.6152333	0.1245036	0.7765727	0.0252523	0.5913068	0.0468971	0.0348007	0.6577356
850	0.3323962	0.6457657	0.5914479	0.1361224	0.7099330	0.0691711	0.7477047	0.0231405	0.0159026	0.5785360
900	0.4853683	0.5269939	0.7196317	0.0656769	0.8785483	0.0230021	0.7459627	0.0213121	0.0212880	0.7226433
950	0.4168172	0.5237335	0.6777286	0.0982605	0.8900999	0.0338280	0.6633447	0.0123870	0.0842625	0.8165543
1000	0.3445422	0.4787107	0.5610482	0.1011670	0.7035196	0.0194613	0.7290241	0.0042764	0.0269990	0.7803124

0	0.3876241	0.6062858	0.7020099	0.1062983	0.6149386	0.0245243	0.7958332	0.0029237	0.0203893	0.9280041
50	0.3545549	0.6591810	0.6715894	0.1402039	0.9392460	0.0270187	0.8438415	0.0029609	0.0112759	0.8202591
100	0.4915275	0.7108837	0.5689379	0.1005258	0.7865829	0.0331853	0.8125891	0.0000000	0.0403436	0.8062673
150	0.4497213	0.5681060	0.4142849	0.0814495	0.7465219	0.0309909	0.7428264	0.0039519	0.0031206	0.7015877
200	0.4496568	0.5427091	0.3763871	0.0934003	0.7300609	0.0089246	0.7034018	0.0277851	0.0096959	0.6905751
250	0.3474651	0.4993963	0.3723417	0.0693692	0.7205588	0.0391362	0.7019433	0.0005861	0.0156317	0.7040968
300	0.3395585	0.3808468	0.3806540	0.0872567	0.7859016	0.0182486	0.8234524	0.0001592	0.0050709	0.6244046
350	0.4139559	0.4292467	0.4343943	0.0524512	0.8373525	0.0281485	0.8478673	0.0019597	0.0207701	0.6971391
400	0.4845717	0.4288067	0.4610564	0.0533130	0.8106876	0.0286728	0.7794458	0.0041481	0.0076954	0.8254904
450	0.4237518	0.4997104	0.3850084	0.0330908	0.7271055	0.0349198	0.8379373	0.0093289	0.0100769	0.7906271
500	0.3124408	0.4616724	0.4552071	0.0555493	0.7725508	0.0172557	0.6488038	0.0207965	0.0304416	0.6953958
550	0.4222022	0.5726134	0.6599268	0.0541017	0.6762087	0.0508157	0.7457641	0.0063250	0.0233438	0.9873232
600	0.5181392	0.5968271	0.7216578	0.0469372	0.8454553	0.0144331	0.7747235	0.0015551	0.0120761	0.6966215
650	0.4978294	0.4448691	0.7512924	0.0682695	0.8127666	0.0544919	0.7472604	0.0048894	0.0081910	0.7863371
700	0.4415292	0.7097642	0.7227779	0.1221318	0.7228593	0.0346323	0.6813490	0.0041497	0.0200565	0.7824819
750	0.4275404	0.5659923	0.7745734	0.0820153	0.7064797	0.0137750	0.8891942	0.0002309	0.0140068	0.6855569
800	0.4837909	0.4717594	0.8053532	0.0640474	0.8346199	0.0163440	0.8287836	0.0068204	0.0129746	0.8115743
850	0.3863329	0.5717753	0.7159746	0.0322566	0.6787831	0.0247193	0.7591320	0.0050303	0.0090329	0.7526890
900	0.5000928	0.5610732	0.6374283	0.0470213	0.7296662	0.0033815	0.7153153	0.0000662	0.0046991	0.6722802
950	0.4831719	0.6509610	0.6491069	0.0460677	0.6321203	0.0342983	0.8883485	0.0053659	0.0046490	0.8353424
1000	0.4703998	0.6220126	0.6462608	0.1029909	0.7633255	0.0174440	0.8086233	0.0039059	0.0093493	0.7805632

0	0.4140462	0.6031743	0.7508957	0.0449320	0.8042343	0.0093886	0.7708252	0.0043121	0.0436545	0.8841666
50	0.4690899	0.6558239	0.5678905	0.2904294	0.8768989	0.0191019	0.7084888	0.0053030	0.0572685	0.4605090
100	0.5587951	0.4983246	0.2927969	0.4367253	0.7861007	0.0077322	0.7479195	0.0044490	0.0223773	0.1427690
150	0.4923436	0.3490107	0.2364094	0.4970909	0.7870985	0.0066065	0.7981960	0.0034216	0.0568731	0.0719264
200	0.5074811	0.3073878	0.1495385	0.6034271	0.6463151	0.0324453	0.8812185	0.0901962	0.3043281	0.0764662
250	0.3261187	0.2186097	0.1035546	0.5005560	0.9001984	0.0142025	0.6804979	0.4135518	0.5279894	0.0485361
300	0.2524328	0.2786278	0.1259328	0.6074477	0.7298152	0.0292225	0.3590617	0.6754997	0.7311680	0.0160181
350	0.2506656	0.1604813	0.1120062	0.6472818	0.7428073	0.0191504	0.3180923	0.6703881	0.7480453	0.0098350
400	0.3022103	0.1603943	0.0973153	0.6361342	0.7372910	0.0264580	0.1548517	0.5909418	0.6464411	0.0044427
450	0.1334985	0.1370689	0.1222044	0.7933790	0.6827699	0.0794707	0.1340717	0.6694838	0.8597899	0.0039788
500	0.1805621	0.1738558	0.1156775	0.6616691	0.5677788	0.1415197	0.1142522	0.8729278	0.8276980	0.0103825
550	0.1358442	0.1912923	0.1379293	0.4793601	0.5170692	0.1217935	0.1218732	0.6204784	0.6379232	0.2530467
600	0.1696263	0.2034562	0.1788934	0.3701639	0.5288895	0.1397603	0.1012801	0.8256958	0.5925144	0.5042956
650	0.1419899	0.1364425	0.1241132	0.2907758	0.3921961	0.2350670	0.1130129	0.7925353	0.4478628	0.7580602
700	0.1409506	0.1504157	0.1849799	0.3628124	0.3041992	0.4051564	0.1363088	0.8404603	0.4702485	0.6930262
750	0.0811357	0.2104518	0.1966582	0.3464901	0.2219947	0.2226283	0.1458405	0.7497646	0.3150815	0.7188175
800	0.2164955	0.2587466	0.1926810	0.2908076	0.2276624	0.1327833	0.1992041	0.6608112	0.2348773	0.5661384
850	0.2219507	0.2848912	0.2392725	0.2548190	0.4065625	0.0946077	0.1866758	0.4642117	0.1639619	0.6657088
900	0.1823071	0.3998555	0.2836323	0.2249631	0.5788530	0.0511744	0.3051266	0.2217954	0.0965112	0.7004350
950	0.2036319	0.2596308	0.2594660	0.1370773	0.6602243	0.0739439	0.5311415	0.1401687	0.0697980	0.7151305
1000	0.2939610	0.2922071	0.4506548	0.0754218	0.6044264	0.0206886	0.6554636	0.1088638	0.0672901	0.6808561

0	0.4734969	0.6480329	0.6972543	0.0713551	0.7985277	0.0224553	0.8684365	0.0041178	0.0604116	0.7481684
50	0.4797763	0.5113216	0.6800491	0.0890097	0.7030076	0.0290420	0.6946914	0.0013567	0.0073982	0.5149155
100	0.4839470	0.5949941	0.7952271	0.1522238	0.8093469	0.0464270	0.6545274	0.0072489	0.0223413	0.3607940
150	0.4019187	0.5275966	0.6903712	0.0707290	0.6764041	0.0391605	0.7545282	0.0027532	0.0165902	0.2547623
200	0.6072726	0.5449925	0.6904614	0.0320253	0.7829138	0.0291561	0.8623664	0.0082356	0.0350014	0.2245601
250	0.4987509	0.5930168	0.7777096	0.0499524	0.7041309	0.0143703	0.6615438	0.0045292	0.0590569	0.1944463
300	0.4924747	0.8892420	0.7552270	0.0919195	0.6391875	0.0232277	0.6436925	0.0132804	0.0357699	0.2080430
350	0.5253055	0.6863584	0.6460287	0.0612946	0.9133425	0.0213352	0.9273371	0.0137688	0.0817896	0.2222246
400	0.4412723	0.7038529	0.7340028	0.0978160	0.8321972	0.0169243	0.7912755	0.0093431	0.0602285	0.1790570
450	0.5154050	0.7337910	0.5672606	0.1339919	0.7620257	0.0301748	0.6563085	0.0015567	0.0539084	0.1658214
500	0.4763548	0.7032237	0.5966247	0.1560294	0.7617283	0.0487206	0.9123708	0.0129225	0.1036154	0.2031378
550	0.4436627	0.6221950	0.6549996	0.1998654	0.7298616	0.0202408	0.8192497	0.0262180	0.0618945	0.4557423
600	0.5805256	0.5836841	0.5841821	0.1100831	0.8853502	0.0366709	0.7251948	0.0161401	0.0134811	0.6913163
650	0.3794900	0.6096199	0.6405500	0.1101776	0.7416312	0.0351508	0.8437381	0.0052695	0.0230785	0.5935842
700	0.4111636	0.7821020	0.6797036	0.0477206	0.7759587	0.0251487	0.7781070	0.0134750	0.0325569	0.7317236
750	0.4148028	0.6367689	0.7983860	0.0655630	0.7310786	0.0093065	0.8134406	0.0131632	0.0075444	0.6966450
800	0.4657528	0.6896779	0.7853498	0.0911285	0.6408311	0.0215264	0.7246767	0.0154894	0.0084492	0.6762427
850	0.5619382	0.7131258	0.7783188	0.1776941	0.8273319	0.0174478	0.7828485	0.0028926	0.0018639	0.7715635
900	0.5200654	0.5838129	0.8183722	0.0695095	0.8031245	0.0192214	0.8161051	0.0046236	0.0069961	0.8498128
950	0.3701445	0.6227440	0.7685122	0.0905345	0.7163166	0.0173059	0.6336539	0.0006674	0.0403183	0.7755303
1000	0.3998870	0.5165309	0.6262133	0.1076907	0.6889341	0.0038745	0.7989073	0.0091769	0.0067521	0.7217275

0	0.4366605	0.7065093	0.7120948	0.1027800	0.6044184	0.0210479	0.7787780	0.0049225	0.0417732	0.8377646
50	0.5981609	0.5101186	0.5449086	0.0945561	0.8092914	0.0097461	0.6181410	0.0039152	0.0113704	0.6296048
100	0.5700996	0.5936500	0.4250359	0.0494222	0.8707706	0.0025838	0.4833249	0.0088611	0.0033521	0.6527830
150	0.7858865	0.8046606	0.3376370	0.1085312	0.7518831	0.0000000	0.4698840	0.0381288	0.0007451	0.6736575
200	0.7087626	0.6554955	0.2565340	0.1264914	0.8458658	0.0000000	0.4558273	0.0219727	0.0006825	0.6397486
250	0.7332447	0.6515538	0.1668135	0.1094002	0.8146436	0.0000636	0.4311039	0.0246322	0.0017010	0.6689978
300	0.8041707	0.6585661	0.2073313	0.2145163	0.9060636	0.0001068	0.4750945	0.0119019	0.0009298	0.6480428
350	0.9094607	0.5096613	0.2827949	0.1551319	0.9476399	0.0000444	0.4289394	0.0205245	0.0014623	0.6288268
400	0.5986229	0.5473071	0.1826633	0.1955643	0.7418664	0.0002784	0.4493374	0.0453830	0.0004653	0.6137732
450	0.6067394	0.5578435	0.1611063	0.2051930	0.6499848	0.0025846	0.3015373	0.0251266	0.0016546	0.6833826
500	0.5842225	0.5151479	0.2591897	0.1102856	0.7809100	0.0030589	0.4433712	0.0319733	0.0006116	0.6634050
550	0.5742604	0.5650262	0.3677511	0.2009058	0.7683607	0.0284588	0.5495971	0.0387869	0.0079786	0.6384361
600	0.4458585	0.3123622	0.4254029	0.1280324	0.6573217	0.0204749	0.7056739	0.0208530	0.0172332	0.8205432
650	0.4670744	0.3765677	0.5549284	0.1151239	0.7821343	0.0198211	0.6982667	0.0292061	0.0171691	0.8611425
700	0.3586419	0.4825678	0.6295973	0.1376646	0.7418738	0.0248836	0.7193243	0.0059896	0.0275202	0.7328796
750	0.3680673	0.5841474	0.8233859	0.1075568	0.7377563	0.0183886	0.8787427	0.0002047	0.0374442	0.7677386
800	0.3653106	0.6537927	0.8388034	0.1257183	0.6548450	0.0227193	0.6351652	0.0062898	0.0324503	0.9147780
850	0.4239641	0.6043729	0.8403932	0.0575568	0.8001133	0.0217249	0.7793697	0.0010126	0.0149678	0.6929763
900	0.5027253	0.5797985	0.8096075	0.0692062	0.8529619	0.0350167	0.7628828	0.0152521	0.0191074	0.7296547
950	0.4660198	0.6806022	0.8698408	0.0686279	0.8079402	0.0527496	0.7933299	0.0030871	0.0179815	0.6746794
1000	0.5004092	0.6631571	0.6938307	0.0985612	0.7201044	0.0212616	0.7200058	0.0075964	0.0224652	0.7689680

0	0.5698932	0.5742303	0.7178378	0.0759499	0.6375778	0.0313144	0.8186536	0.0039601	0.0157559	0.7342554
50	0.5097264	0.6541178	0.7207749	0.0759917	0.7165779	0.0436834	0.7393776	0.0055187	0.0088928	0.7439751
100	0.4445616	0.6023421	0.8598411	0.0656853	0.8273917	0.0168335	0.7935537	0.0044127	0.0220109	0.8521721
150	0.5061965	0.7791345	0.6405869	0.0510082	0.7057290	0.0085591	0.9055621	0.0140950	0.0182864	0.8402295
200	0.5354930	0.5903672	0.7732756	0.0415887	0.7143972	0.0303549	0.8219284	0.0042996	0.0119686	0.7004371
250	0.5111748	0.7017375	0.7712131	0.0289093	0.8797416	0.0295672	0.7338680	0.0010999	0.0109350	0.9225724
300	0.5041184	0.6825262	0.8321233	0.0281324	0.8264141	0.0398741	0.8737298	0.0084780	0.0118214	0.8154947
350	0.4978206	0.6029608	0.7364248	0.0278372	0.8552473	0.0564781	0.7522845	0.0060777	0.0158757	0.7682836
400	0.5758938	0.6646545	0.7016366	0.0604907	0.7286539	0.0259299	0.7240280	0.0100961	0.0153776	0.7792718
450	0.4716099	0.6594095	0.7808286	0.0234958	0.9122215	0.0179984	0.8804982	0.0057634	0.0261663	0.6516897
500	0.5466817	0.5384149	0.8420540	0.0339943	0.9290378	0.0019136	0.6299667	0.0021358	0.0050587	0.7697139
550	0.5826531	0.5307471	0.7964054	0.1005641	1.0429499	0.0154284	0.7370644	0.0074240	0.0301808	0.5921792
600	0.4496862	0.6588037	0.6400971	0.1240120	0.7032711	0.0106622	0.8222347	0.0050910	0.0571428	0.7967956
650	0.5156079	0.5884986	0.6019533	0.0616964	0.7836209	0.0296620	0.7987606	0.0013997	0.0133366	0.7523770
700	0.4523023	0.5520182	0.6759968	0.0776392	0.8021831	0.0367774	0.7368285	0.0006548	0.0009098	0.6233581
750	0.5019369	0.5797430	0.8082149	0.0651742	0.7816283	0.0404649	0.9239102	0.0033027	0.0126377	0.7726356
800	0.5853784	0.6910465	0.6739774	0.1258556	0.7506245	0.0190801	0.7872707	0.0025296	0.0031293	0.7969635
850	0.4310642	0.5601810	0.7596917	0.1287009	0.7520996	0.0211808	0.7613719	0.0021124	0.0234163	0.5084748
900	0.5375522	0.5642813	0.7462818	0.1302078	0.6730116	0.0097372	0.7653621	0.0049363	0.0179294	0.7075415
950	0.4672365	0.5677201	0.6970579	0.1408920	0.7446896	0.0304287	0.8042142	0.0027684	0.0113804	0.7636928
1000	0.4797749	0.5364087	0.6585386	0.0811497	0.7386444	0.0178067	0.7778406	0.0027507	0.0069142	0.7801344
