"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
700	0.5942439	0.6507366	0.6250805	0.1248753	0.0427555	0.7213784	0.5173953	0.2729074	0.3545415	0.4782747
750	0.6553170	0.6455518	0.6786358	0.1303374	0.0128432	0.6089148	0.4937734	0.3817133	0.3011239	0.5703296
800	0.6460882	0.6643647	0.7820906	0.1475047	0.0226064	0.7562268	0.4913503	0.3655777	0.2842048	0.4148726
850	0.7383550	0.8045837	0.7465731	0.1642773	0.0252508	0.7701348	0.5634706	0.4071950	0.3962519	0.4738311
900	0.7815696	0.7190439	0.6436093	0.1663852	0.0460887	0.7388305	0.5583942	0.3672192	0.2644142	0.4703177
950	0.5571847	0.5981729	0.7733482	0.2519913	0.0338199	0.6391042	0.4302321	0.2847548	0.3964247	0.5230244
1000	0.5634947	0.5451088	0.7022685	0.1868179	0.0443569	0.7040113	0.5281552	0.3106377	0.3830917	0.4807218

0	0.6872161	0.6933915	0.7346079	0.1605814	0.0520249	0.7070350	0.5576927	0.3897943	0.3736693	0.3903786
50	0.6341751	0.2275466	0.6893168	0.0325758	0.0548004	0.6524655	0.3851772	0.3920118	0.2907159	0.4765494
100	0.6315922	0.0830554	0.5991392	0.0233908	0.0870715	0.6925288	0.5479243	0.4392842	0.3000847	0.3319660
150	0.3545068	0.0576327	0.7361243	0.0529083	0.0346323	0.7322148	0.4884470	0.3394133	0.4101354	0.3062541
200	0.0811910	0.0640464	0.7247544	0.0677925	0.0627962	0.8427810	0.5234809	0.3252498	0.5173992	0.2737510
250	0.0271390	0.0633687	0.6418546	0.0558101	0.0185341	0.5270480	0.5057179	0.2280439	0.6053872	0.3342460
300	0.0133455	0.0876116	0.6626948	0.0775456	0.0241675	0.6278581	0.5187209	0.3331693	0.5626614	0.2934187
350	0.0171016	0.1036522	0.6792017	0.1388056	0.0254872	0.8775322	0.7128698	0.3240697	0.6181814	0.2133096
400	0.0108044	0.0251530	0.6772066	0.0893012	0.0204998	0.6176687	0.5025427	0.2351415	0.5745691	0.4102494
450	0.0085689	0.0349218	0.6480350	0.0641279	0.0075652	0.6397414	0.4374881	0.3760012	0.6512938	0.4057397
500	0.0073644	0.0604405	0.6233108	0.0416350	0.0163269	0.6557614	0.4284336	0.2684451	0.5054516	0.3116105
550	0.3393135	0.4895439	0.6023856	0.1701869	0.0180308	0.7057868	0.4788522	0.2767590	0.6375109	0.4304716
600	0.5470029	0.5250600	0.6190753	0.2375254	0.0229917	0.6320756	0.5943426	0.2754477	0.5253958	0.3746620
650	0.6046096	0.7399419	0.5823489	0.1820597	0.0233909	0.6006765	0.6244546	0.2857643	0.4408683	0.4782237
700	0.6325991	0.7749662	0.6105735	0.1807879	0.0206952	0.6063817	0.5569392	0.3629574	0.4333855	0.5747525
750	0.6900680	0.7181867	0.8155750	0.1791801	0.0337076	0.8310160	0.5455100	0.3531881	0.3301874	0.5057200
800	0.7403548	0.7159116	0.6825939	0.2151502	0.0459974	0.5691881	0.5097581	0.3495588	0.2801305	0.4131293
850	0.7506753	0.6794734	0.6205479	0.1316258	0.0959281	0.7671937	0.5953797	0.4031616	0.2854517	0.5621268
900	0.7481711	0.7174752	0.7145129	0.1863917	0.0729264	0.6142400	0.5303453	0.3992195	0.3109868	0.4453878
950	0.7021252	0.7562827	0.7212228	0.1829036	0.0565282	0.6931735	0.4447304	0.4731063	0.3952615	0.5578237
1000	0.6433241	0.6887001	0.6574435	0.1200373	0.0544049	0.7021617	0.4077558	0.3136322	0.3355657	0.4487446

0	0.7146307	0.6064396	0.6261481	0.1234190	0.0759555	0.7517143	0.4886528	0.3244894	0.3278583	0.3979564
50	0.7432502	0.6924872	0.6141589	0.2029508	0.0120699	0.7951136	0.2043883	0.2192473	0.4038489	0.4853517
100	0.6867793	0.6247126	0.6485560	0.1774869	0.0277389	0.7399790	0.0778804	0.3535194	0.3403888	0.5166178
150	0.7307586	0.6737286	0.6146492	0.1692115	0.0293764	0.6325417	0.0562315	0.3062352	0.3777132	0.4535742
200	0.6372004	0.6481909	0.6273761	0.1675838	0.0179391	0.6649286	0.0635191	0.2982942	0.2414675	0.4974636
250	0.5974997	0.7024803	0.8027430	0.1116227	0.0298484	0.6751950	0.1040545	0.3956160	0.3311053	0.5718042
300	0.6617617	0.7632835	0.6371881	0.1185384	0.0402819	0.7844646	0.1006554	0.3839784	0.3612693	0.5110734
350	0.6846757	0.7381004	0.6373256	0.1864416	0.0320787	0.7094912	0.0573944	0.4087493	0.2496201	0.4924378
400	0.7189486	0.6383096	0.6836420	0.1388471	0.0251632	0.6303982	0.0722467	0.3057487	0.2620177	0.4763254
450	0.6530108	0.6219746	0.6500309	0.1779819	0.0214980	0.7558393	0.0761864	0.2665888	0.3495053	0.5260276
500	0.5496538	0.7035637	0.9754173	0.1080545	0.0690556	0.6709803	0.0586903	0.3690542	0.2345337	0.4374385
550	0.5974759	0.6497174	0.6161552	0.1179052	0.0907181	0.7732020	0.3689199	0.4305549	0.3345097	0.4128864
600	0.4928306	0.6090364	0.6560853	0.1239344	0.0788122	0.7773885	0.4595260	0.3055601	0.2822918	0.5417403
650	0.6945585	0.5471644	0.6636493	0.1477934	0.0588425	0.5923943	0.3963419	0.3287393	0.2566510	0.4968156
700	0.5966520	0.6769467	0.6196612	0.1152860	0.0844464	0.5710931	0.4825520	0.3243836	0.3224227	0.4620184
750	0.7420550	0.6385312	0.7152390	0.1294248	0.0612845	0.6047777	0.5421963	0.3443570	0.2835166	0.5606780
800	0.6601672	0.6344404	0.6927869	0.1720588	0.0657954	0.6648713	0.5319624	0.4066656	0.3572990	0.5104852
850	0.7137595	0.6843046	0.6303015	0.2075935	0.0384736	0.6046766	0.4781820	0.3387365	0.3011371	0.5151029
900	0.6632168	0.6626002	0.8210627	0.1246407	0.0932443	0.7328753	0.4723917	0.3232524	0.1890367	0.4315238
950	0.7184314	0.7087293	0.6037806	0.1228944	0.0733304	0.6524569	0.4917482	0.4301928	0.2754958	0.5151525
1000	0.7809991	0.6392060	0.6189065	0.1644350	0.1022995	0.6987143	0.3820921	0.4153630	0.3251245	0.3741677

0	0.5481608	0.6720980	0.6813423	0.1794914	0.0553882	0.7093308	0.5067903	0.4360917	0.3858536	0.4128739
50	0.6166191	0.5871216	0.6260302	0.1688563	0.0289315	0.6159746	0.4547433	0.2763789	0.2382822	0.5169348
100	0.7054876	0.6696044	0.7406360	0.0976374	0.0358571	0.6379960	0.3626170	0.4255817	0.1647951	0.5194772
150	0.8658149	0.6765571	0.6993302	0.1997371	0.1534017	0.6257631	0.3743160	0.4800349	0.1948664	0.4498170
200	0.6277198	0.6445869	0.7233453	0.1309775	0.1453097	0.7376391	0.4815571	0.4517496	0.2508420	0.4606732
250	0.7488850	0.8508478	0.7658825	0.2041817	0.1101123	0.6207244	0.4039790	0.3621488	0.2351377	0.4503179
300	0.6062879	0.6295163	0.6271984	0.1009042	0.1341532	0.7554159	0.3208211	0.3296318	0.2286649	0.4623696
350	0.6423061	0.6405699	0.6435384	0.1341478	0.0815514	0.6562610	0.4385329	0.4497730	0.1614342	0.5353624
400	0.7461954	0.8218582	0.6360405	0.2231960	0.1210168	0.7133924	0.3972390	0.4772993	0.2127955	0.4437968
450	0.6989065	0.7038678	0.7201676	0.1797035	0.0789661	0.7113186	0.4003101	0.4117274	0.2795230	0.4171651
500	0.9075585	0.6676388	0.6366152	0.1144746	0.0687869	0.6431732	0.4508033	0.3528841	0.2349846	0.5495011
550	0.6777160	0.7142946	0.8059039	0.1306235	0.0772534	0.6803574	0.4490133	0.3957147	0.3246530	0.4581496
600	0.7302953	0.7284311	0.8041442	0.1065737	0.0654684	0.6500841	0.4382436	0.3484760	0.3293865	0.4543075
650	0.6627018	0.7954330	0.5710379	0.2368512	0.0350443	0.6620356	0.3737281	0.3567557	0.3571187	0.5248478
700	0.6260890	0.5825175	0.8050704	0.1449234	0.0493537	0.6428984	0.4475180	0.3044370	0.3942437	0.5043734
750	0.6803355	0.6967164	0.7202700	0.1828806	0.0744778	0.6295866	0.4513705	0.3830035	0.3177813	0.4618923
800	0.5144128	0.7355164	0.6411909	0.1659980	0.0469337	0.6578784	0.5084673	0.3701804	0.3638252	0.3888846
850	0.6428571	0.6013641	0.6003004	0.2117071	0.0450048	0.6724301	0.6097862	0.3606248	0.3672675	0.4506308
900	0.7088072	0.6613718	0.6385009	0.3094668	0.0247551	0.6811791	0.5836671	0.3083682	0.3114947	0.4415687
950	0.6646960	0.6723010	0.6888360	0.1534480	0.0841958	0.6371418	0.6419374	0.3253290	0.2957472	0.5174014
1000	0.5721782	0.6707890	0.6890872	0.1588485	0.0578003	0.6416322	0.5029815	0.3340253	0.2826362	0.4745737

0	0.6010480	0.7328404	0.7625581	0.1855692	0.0471880	0.6576128	0.6145780	0.2730419	0.3289578	0.4448021
50	0.7209059	0.7261460	0.7699068	0.1908366	0.0390461	0.6935763	0.1326262	0.4393760	0.3177525	0.4481028
100	0.7569020	0.5562703	0.6777865	0.1115234	0.0633413	0.6180140	0.0316253	0.4572926	0.3169062	0.5334090
150	0.6073768	0.6492022	0.6987167	0.1179505	0.0752385	0.7788558	0.0561892	0.3965220	0.2211310	0.5153294
200	0.5486117	0.6931980	0.5824326	0.1120905	0.0848028	0.5791042	0.0291127	0.4279775	0.3206281	0.5072027
250	0.7883276	0.6677360	0.7558121	0.1192905	0.0550912	0.6670176	0.0256975	0.3824295	0.3427771	0.4365849
300	0.6949841	0.7114561	0.7274728	0.1473869	0.0762873	0.7787816	0.0316744	0.3172043	0.2547920	0.4673004
350	0.7157420	0.6005804	0.5670788	0.1635290	0.0813345	0.7736942	0.0475651	0.3030922	0.2637075	0.4411800
400	0.6735722	0.7223943	0.5641173	0.1538990	0.0518831	0.6265394	0.0269894	0.3474266	0.3544637	0.4482833
450	0.5875822	0.6834559	0.6114077	0.1316958	0.0487143	0.8483031	0.0470871	0.4119113	0.3547192	0.4272648
500	0.5820883	0.7172685	0.5492488	0.0897311	0.0593833	0.6908469	0.0454873	0.3886080	0.2715408	0.4384032
550	0.6468958	0.7886394	0.7402436	0.1098187	0.0634431	0.6767920	0.4741945	0.4463565	0.3648019	0.3942186
600	0.6168640	0.6553910	0.6784361	0.1429213	0.0664255	0.7957384	0.4889989	0.3551198	0.3949493	0.4563069
650	0.6102882	0.6559010	0.6349075	0.2462612	0.0375430	0.5324140	0.3312573	0.3786035	0.2955658	0.4809764
700	0.6714242	0.6898199	0.6732866	0.1557847	0.0675695	0.6329382	0.5435690	0.3724663	0.3493316	0.4310942
750	0.6286747	0.6605203	0.6613422	0.2041155	0.0377249	0.6276867	0.4120320	0.3724781	0.4390247	0.4385170
800	0.8328233	0.6434465	0.6717407	0.2448158	0.0481970	0.7091562	0.4644641	0.3448664	0.3070139	0.5609907
850	0.6567964	0.6714147	0.7149399	0.1877683	0.0363491	0.7632164	0.5287281	0.2991141	0.2955222	0.4460009
900	0.7660290	0.6467934	0.6570750	0.1158747	0.0942104	0.6453929	0.5556295	0.3020141	0.3080254	0.4640479
950	0.6162883	0.7461537	0.6443679	0.1682844	0.0365308	0.7204339	0.4447285	0.3784767	0.2916636	0.5312803
1000	0.7072026	0.6770986	0.7681068	0.0858456	0.0786042	0.6382422	0.4874142	0.3863139	0.2498636	0.4951659

0	0.8262598	0.7353957	0.6790058	0.1911016	0.0654002	0.6567261	0.4625761	0.3660921	0.3123013	0.3729901
50	0.7457418	0.6904555	0.7060861	0.1152131	0.0287456	0.7714729	0.5090248	0.3469380	0.4025168	0.3775668
100	0.6984681	0.5032049	0.5811109	0.1349643	0.0294548	0.5761927	0.4260861	0.4157934	0.2619805	0.4780465
150	0.6589349	0.5385843	0.4539205	0.1530031	0.0290908	0.6988504	0.3681412	0.2918206	0.3333470	0.4244722
200	0.7208653	0.6684949	0.6779058	0.1810487	0.0411449	0.7638390	0.4697672	0.3033497	0.4047738	0.5254327
250	0.6617310	0.4836773	0.6674381	0.2478762	0.0489817	0.7413737	0.5886254	0.3760627	0.4963072	0.4107682
300	0.6613102	0.5856191	0.6700866	0.2516796	0.0165958	0.7410647	0.6070337	0.2420247	0.3766053	0.4441150
350	0.6490899	0.6607614	0.7084173	0.2174824	0.0619330	0.6035284	0.6123853	0.3209258	0.2976877	0.5109042
400	0.7033084	0.6094159	0.7960595	0.1874867	0.0471646	0.6927818	0.6054734	0.4089883	0.3488431	0.5228412
450	0.6896871	0.6497036	0.7008512	0.1782237	0.0486365	0.7207504	0.5165558	0.3598685	0.3125408	0.4480415
500	0.6998311	0.6335385	0.6613631	0.1494553	0.0293279	0.7396745	0.5773827	0.3789516	0.3529774	0.3480739
550	0.6029329	0.8259321	0.7259351	0.1169371	0.0751488	0.5761294	0.6231181	0.3598158	0.3418187	0.4483599
600	0.7905715	0.6445207	0.7685918	0.1796002	0.0303389	0.6068074	0.5087874	0.3257993	0.3870390	0.5019553
650	0.5846294	0.6593146	0.6110132	0.1295105	0.0338567	0.7288929	0.4426056	0.3379650	0.3013638	0.5485809
700	0.6174098	0.8241431	0.6999099	0.1221644	0.0463839	0.6775745	0.4363597	0.2918177	0.2936606	0.4102685
750	0.7150839	0.5736344	0.7011354	0.1681014	0.0542236	0.7586207	0.4785402	0.3859852	0.3759141	0.4109014
800	0.8405956	0.7156939	0.7092117	0.1898241	0.0434748	0.8427421	0.4113184	0.3855519	0.4872606	0.5100177
850	0.7484321	0.6835422	0.6287763	0.1269615	0.0316367	0.6590385	0.4635811	0.4721118	0.2651706	0.3924184
900	0.6142211	0.6821873	0.7639837	0.1356477	0.0210633	0.7261948	0.4987357	0.3260811	0.2961566	0.4324494
950	0.5911850	0.6745766	0.6307231	0.1878107	0.0410117	0.7088092	0.5634915	0.2772040	0.3603191	0.3805477
1000	0.6492507	0.6169523	0.7055664	0.1251787	0.0449945	0.7701723	0.5472431	0.3962693	0.2657358	0.4480851

0	0.6286803	0.7865718	0.6957860	0.1763277	0.0399992	0.6423988	0.5368045	0.3841420	0.3149642	0.4534249
50	0.6232267	0.3954205	0.6066051	0.0802814	0.0295260	0.6236908	0.2687708	0.3624746	0.2860471	0.5392178
100	0.8082694	0.4042454	0.6040916	0.0422496	0.0379569	0.6062997	0.2622538	0.3771323	0.3845639	0.2950857
150	0.7346590	0.3687618	0.7038046	0.1357302	0.0508690	0.7023129	0.2651313	0.3180586	0.5593532	0.3909844
200	0.7545886	0.3189959	0.7827089	0.1355016	0.0185642	0.5336063	0.2987839	0.3595586	0.4989846	0.3912519
250	0.5350722	0.2729034	0.7242723	0.0683538	0.0542459	0.8099526	0.2460778	0.3135508	0.4617066	0.3893199
300	0.5721604	0.3126376	0.6905362	0.0820758	0.0135587	0.6688722	0.2740799	0.2940185	0.5002929	0.2970424
350	0.6501635	0.2719542	0.5845516	0.1461439	0.0426977	0.5169978	0.3009453	0.2759987	0.5700148	0.3035011
400	0.6476702	0.2763212	0.7134521	0.0807559	0.0125105	0.6522380	0.2311029	0.3007890	0.6250231	0.4122100
450	0.7561874	0.2993531	0.6973653	0.0620461	0.0163212	0.7071305	0.3184247	0.3142244	0.5260831	0.4403881
500	0.6525134	0.3925631	0.7170708	0.0660315	0.0057319	0.7195331	0.3232435	0.3256173	0.3471972	0.4119099
550	0.7599256	0.6066692	0.6859661	0.1650247	0.0180203	0.7347410	0.4972925	0.3118872	0.3163568	0.4490307
600	0.6226084	0.5597606	0.6327709	0.2324192	0.0214687	0.6902430	0.5952134	0.2863538	0.3690602	0.4736831
650	0.6722946	0.6469236	0.6136228	0.1694098	0.0582181	0.6598241	0.5728287	0.3630717	0.4277541	0.4007746
700	0.7767614	0.6940831	0.7495036	0.2015654	0.0292255	0.6851046	0.6000323	0.3999854	0.4781951	0.4515083
750	0.6796950	0.6244254	0.7063034	0.1402321	0.0328944	0.5806010	0.4962505	0.3441453	0.3338901	0.3918305
800	0.5837195	0.8896431	0.6168407	0.1208372	0.0305938	0.5782753	0.5691306	0.4236981	0.2813533	0.4838001
850	0.6497592	0.7569681	0.6975526	0.1581718	0.0498079	0.6049016	0.5049653	0.3314872	0.2469942	0.4419727
900	0.6034798	0.7019780	0.6785494	0.1149655	0.0678175	0.5915315	0.4402217	0.3115999	0.2817756	0.3968002
950	0.8500698	0.5869734	0.8058361	0.1507657	0.0597933	0.6491648	0.4138216	0.3961310	0.2949883	0.4839833
1000	0.7688139	0.8349657	0.6686296	0.1035950	0.0531564	0.6721307	0.5564735	0.3396770	0.4942613	0.4806358
