"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
450	0.3720030	0.3897291	0.7543041	0.0023705	0.3650626	0.7021749	0.7618190	0.1212370	0.1900037	0.1741297
500	0.2965255	0.3154518	0.6445242	0.0018093	0.3482094	0.6987129	0.8393657	0.1158078	0.2340345	0.2238464
550	0.3069067	0.4479498	0.7614211	0.0446364	0.3211374	0.7049888	0.6158677	0.3120753	0.2149760	0.1456992
600	0.3664281	0.4318130	0.7145632	0.0235177	0.2546012	0.7221606	0.6954211	0.5886663	0.2455277	0.1804293
650	0.3387626	0.4303677	0.6706484	0.0360551	0.4071775	0.5506611	0.6729919	0.6715524	0.1659473	0.1262380
700	0.4125258	0.4132072	0.7041483	0.0841676	0.2784302	0.5835628	0.6894320	0.6121520	0.1237126	0.0926012
750	0.3358283	0.3742091	0.5962620	0.0675833	0.2948239	0.7694441	0.6750824	0.7309606	0.0763270	0.0676734
800	0.3560318	0.3921137	0.6115652	0.0241337	0.3597378	0.5160095	0.7408508	0.6764520	0.0459754	0.1454180
850	0.4139107	0.3450688	0.6975885	0.0504180	0.3085865	0.6906458	0.6844599	0.7440885	0.0690992	0.0926037
900	0.3028059	0.4696709	0.6440461	0.0483429	0.3054616	0.7279874	0.7602661	0.5886159	0.0464276	0.0757376
950	0.4047739	0.3729051	0.7169347	0.0672643	0.3332314	0.5880193	0.6003992	0.6064921	0.0455605	0.0500822
1000	0.3700241	0.4064837	0.6510014	0.0661369	0.2685129	0.6226168	0.7226437	0.7539249	0.0377463	0.0720232

0	0.0090937	0.0360641	0.0461070	0.4503493	0.4424824	0.6471851	0.5542772	0.6134020	0.0370204	0.0697353
50	0.0707331	0.0362104	0.0453425	0.2669650	0.4790558	0.7437758	0.6940757	0.6266013	0.1870076	0.1962566
100	0.1165804	0.0411248	0.0436194	0.1654359	0.4432645	0.8164202	0.6797763	0.5124754	0.2934072	0.2635602
150	0.1059925	0.0200026	0.1597709	0.1311056	0.4280169	0.5259857	0.6880209	0.6803359	0.4012459	0.3940357
200	0.1481160	0.0670451	0.1237155	0.0577104	0.3990531	0.6285556	0.7658894	0.5436089	0.4463912	0.4028639
250	0.1391141	0.1149589	0.1915925	0.0123667	0.3213708	0.6509665	0.7580718	0.6015938	0.5946550	0.3650153
300	0.2555792	0.1402931	0.2181169	0.0103135	0.3733014	0.6606994	0.6916503	0.6761010	0.6784879	0.3263159
350	0.2207485	0.1871785	0.2851848	0.0034243	0.3233319	0.6039391	0.7214172	0.5975970	0.6929063	0.4411089
400	0.2211359	0.1485810	0.2504945	0.0015733	0.2671089	0.6652743	0.7048990	0.5314504	0.6816790	0.4041638
450	0.1976583	0.1396712	0.2314114	0.0031359	0.3289133	0.7643484	0.7824792	0.5031422	0.7292515	0.4302975
500	0.2875666	0.1688599	0.1944286	0.0008993	0.4982175	0.6391369	0.8391671	0.4924213	0.6766414	0.3973974
550	0.1727235	0.1509898	0.2886311	0.1443309	0.3464149	0.7514648	0.5710999	0.7469608	0.6572892	0.3119983
600	0.2017026	0.1744104	0.3867513	0.2070877	0.3829513	0.6748105	0.6249268	0.5460660	0.6066180	0.2558120
650	0.2431128	0.2506477	0.2460946	0.3359440	0.2652380	0.6072867	0.6673628	0.7025801	0.4473448	0.1704524
700	0.2322584	0.1900599	0.1843015	0.3014979	0.2774075	0.6708272	0.7635411	0.7463340	0.3104612	0.1258854
750	0.1947528	0.1299180	0.1171942	0.5165102	0.3698262	0.7315185	0.7095983	0.6046068	0.1812860	0.0863829
800	0.2183998	0.1160044	0.0929787	0.4490034	0.4039815	0.6098455	0.6720097	0.7811771	0.1240997	0.0670274
850	0.0758391	0.0844893	0.0294419	0.4695870	0.3227406	0.7062692	0.6662349	0.7841339	0.0633078	0.0651044
900	0.0530426	0.0939470	0.0518657	0.3354055	0.3382591	0.7793331	0.7803924	0.7891132	0.0463464	0.0953414
950	0.0431889	0.1265351	0.0468335	0.4230718	0.4297122	0.6098355	0.8977937	0.6052046	0.0418973	0.0690670
1000	0.0421249	0.1037754	0.0585825	0.5281811	0.4362407	0.6475348	0.6415923	0.6069554	0.0493315	0.0806892

0	0.0200144	0.0449670	0.0314634	0.3536251	0.4106314	0.6938652	0.7436704	0.7444602	0.0418700	0.0520253
50	0.0944489	0.0880711	0.0433611	0.3881080	0.4194292	0.7898435	0.7564150	0.5933227	0.0181203	0.0385960
100	0.0545477	0.2124310	0.0353873	0.5614044	0.3093299	0.7250920	0.6986598	0.6405018	0.0173787	0.1337127
150	0.0863677	0.1868401	0.0383223	0.4375762	0.3529973	0.7577938	0.5755999	0.6557363	0.0325586	0.0603061
200	0.0976503	0.2529033	0.0880625	0.5583027	0.2553794	0.7449582	0.5087505	0.8530125	0.0261853	0.0588099
250	0.0998629	0.1869710	0.0461537	0.4633241	0.3937384	0.6555209	0.5792193	0.7058619	0.0571606	0.0984413
300	0.1528338	0.2037511	0.0826541	0.4467953	0.3555822	0.7712077	0.6821199	0.7671539	0.0526175	0.0637188
350	0.1787735	0.1951364	0.0464383	0.4202449	0.3247183	0.5999241	0.6381483	0.7101625	0.0566077	0.0571505
400	0.1453973	0.1614714	0.0444510	0.4031486	0.3170720	0.7167222	0.5046363	0.5959694	0.0500255	0.0531774
450	0.1688628	0.2162154	0.0333570	0.3925525	0.2854469	0.5995610	0.5152442	0.7800356	0.0335931	0.0432298
500	0.1087153	0.2243307	0.0309598	0.5009119	0.2379327	0.6661975	0.5980397	0.7431090	0.0303943	0.0880817
550	0.1138780	0.2347320	0.0428745	0.5252424	0.1915923	0.7336442	0.7024895	0.7495929	0.0234680	0.0819416
600	0.1607885	0.1088378	0.0179255	0.5178748	0.2384755	0.6870725	0.7400329	0.7220079	0.0387033	0.0559582
650	0.0708707	0.0739301	0.0289779	0.5298948	0.3478604	0.6963151	0.6669136	0.7184526	0.0504650	0.0861464
700	0.0460638	0.0741987	0.0528425	0.6254785	0.4379561	0.6471493	0.7078697	0.6681687	0.0357971	0.0492450
750	0.0168832	0.0595284	0.0677178	0.4878417	0.3735295	0.6833817	0.7135105	0.7765871	0.0384811	0.0792926
800	0.0274469	0.0711519	0.0440014	0.5371782	0.3240657	0.5806943	0.7235203	0.8009836	0.0438928	0.0961179
850	0.0163505	0.0484784	0.0494743	0.4786057	0.2996696	0.6276837	0.6150698	0.6182346	0.0519834	0.0455709
900	0.0181539	0.0880141	0.0360242	0.4756753	0.3035373	0.5970864	0.7153136	0.7221253	0.0598939	0.0721614
950	0.0376377	0.0719283	0.0497871	0.4009761	0.4077642	0.6648656	0.5352121	0.7056379	0.0709821	0.0707764
1000	0.0316057	0.0935302	0.0741297	0.5668566	0.3384085	0.6567167	0.7060740	0.6033280	0.0538709	0.0908068

0	0.0103755	0.0276797	0.0323997	0.3520134	0.3482340	0.6164480	0.6914936	0.6184575	0.0411898	0.1004005
50	0.0060875	0.0308720	0.0306646	0.5271085	0.3559969	0.6672696	0.7989028	0.6009941	0.1583824	0.1783678
100	0.0093708	0.0458090	0.0549480	0.4771825	0.3796940	0.6391860	0.7960501	0.6668931	0.3285359	0.3318369
150	0.0214013	0.0312376	0.0217346	0.5225738	0.3670447	0.6392952	0.7355581	0.6467231	0.4470952	0.4734573
200	0.0424908	0.0534151	0.0471570	0.4910993	0.3817480	0.6478766	0.7862186	0.6298005	0.6257276	0.5076701
250	0.0126458	0.0362349	0.0400986	0.5937118	0.2687579	0.6864207	0.6519023	0.8023781	0.6783459	0.5633642
300	0.0385041	0.0355240	0.0494244	0.4260474	0.2831424	0.6290041	0.5881940	0.8329188	0.6407118	0.5374330
350	0.0136035	0.0588387	0.0272452	0.4934525	0.2778150	0.6268135	0.7216503	0.6788334	0.6497446	0.5755618
400	0.0320751	0.0158416	0.0254176	0.5474435	0.2502498	0.6289494	0.6048888	0.5643521	0.7066001	0.4522237
450	0.0263761	0.0159623	0.0501799	0.5157223	0.1949418	0.6551169	0.6860155	0.6678460	0.7626568	0.5444519
500	0.0432170	0.0231202	0.0208863	0.4246295	0.2533662	0.6624462	0.6865721	0.7367726	0.7107900	0.5183253
550	0.0291335	0.0189965	0.0519536	0.5222015	0.3573272	0.6059017	0.5873493	0.6619622	0.7411230	0.3545934
600	0.0204463	0.0379314	0.0327036	0.5587731	0.3642938	0.6529333	0.6940712	0.6482099	0.7793717	0.2480970
650	0.0100122	0.0302276	0.0394189	0.4141866	0.3136816	0.6191858	0.7211220	0.7542836	0.5019076	0.1435367
700	0.0117792	0.0286239	0.0375297	0.6740101	0.3695723	0.7959244	0.8124804	0.6388510	0.2517482	0.0792123
750	0.0133790	0.0768023	0.0565561	0.4620166	0.3596550	0.8228749	0.6993555	0.9094040	0.1913656	0.0601070
800	0.0129279	0.0734997	0.0270137	0.5249030	0.3137378	0.6855847	0.6937236	0.7997263	0.0924038	0.0745028
850	0.0153740	0.0353825	0.0225051	0.3985231	0.2991121	0.6470486	0.6737073	0.7158794	0.1065630	0.0698087
900	0.0400172	0.0490766	0.0339682	0.4661048	0.2777345	0.6250265	0.8117335	0.6090650	0.0988187	0.0944727
950	0.0841974	0.0646946	0.0291181	0.4275894	0.2551651	0.6833439	0.7467303	0.6955085	0.0471073	0.0614343
1000	0.0529710	0.0719644	0.0282047	0.4906773	0.3844966	0.7478680	0.7320197	0.8143368	0.0596996	0.0471389

0	0.0180554	0.0492570	0.0578804	0.3843334	0.5091171	0.5658506	0.7322184	0.7137099	0.0641908	0.0809513
50	0.0227940	0.0666600	0.0206608	0.4196142	0.4248607	0.6065539	0.3496787	0.6325497	0.0297662	0.0577808
100	0.0489035	0.0523967	0.0409786	0.5455671	0.3370570	0.6330979	0.3099329	0.7136073	0.0306668	0.0620182
150	0.0273921	0.0801521	0.0208857	0.4708829	0.2518618	0.3014396	0.2737191	0.6973223	0.0276004	0.0499641
200	0.0213380	0.1016895	0.0483629	0.5086073	0.1355610	0.2344748	0.2123183	0.6958148	0.0548289	0.0510993
250	0.0676628	0.0537821	0.0425940	0.3827312	0.0612275	0.1786389	0.2100061	0.6501293	0.0457214	0.0858966
300	0.0602262	0.0836509	0.0440501	0.5813174	0.0396131	0.1364327	0.2167113	0.6960755	0.0377774	0.0512769
350	0.0191819	0.0474911	0.0475041	0.5908377	0.0714897	0.1626570	0.2597927	0.5853178	0.0363031	0.0955658
400	0.0200263	0.1001326	0.0485758	0.7548214	0.0192136	0.1914604	0.2200496	0.6685982	0.0329598	0.0703339
450	0.0279028	0.0819914	0.0216446	0.7926923	0.0179861	0.1593044	0.2060329	0.6967666	0.0432540	0.0674841
500	0.0163410	0.0724217	0.0110773	0.6693470	0.0241856	0.1430393	0.2074367	0.6770571	0.0285034	0.0660154
550	0.0381234	0.0386895	0.0052466	0.6347601	0.0222322	0.1823286	0.4923446	0.7461268	0.0334950	0.0767583
600	0.0306290	0.0505302	0.0262179	0.7004850	0.0412082	0.4332483	0.6357887	0.6402629	0.0161287	0.0664354
650	0.0256504	0.0686595	0.0129334	0.7015108	0.0613788	0.5563172	0.8099701	0.6566754	0.0199209	0.0653016
700	0.0228867	0.0867691	0.0292044	0.7272348	0.0963093	0.6196757	0.6177210	0.7247102	0.0577558	0.0678623
750	0.0429260	0.0621677	0.0124448	0.6244087	0.1536746	0.7480432	0.7308509	0.6748061	0.0396614	0.0913214
800	0.0057850	0.0588148	0.0107472	0.5944884	0.3058474	0.6863062	0.7491573	0.6796353	0.0241283	0.0853880
850	0.0166939	0.0419887	0.0136570	0.4708094	0.4186251	0.5762815	0.6736650	0.7331028	0.0286357	0.0693388
900	0.0172208	0.0292650	0.0214883	0.4623438	0.4709853	0.8173103	0.6915891	0.6071849	0.0382055	0.0570216
950	0.0075901	0.0523325	0.0335012	0.4891142	0.3669448	0.7388979	0.7123706	0.5958425	0.0437824	0.0575525
1000	0.0173848	0.0481504	0.0467859	0.4754519	0.4943915	0.7252406	0.6599975	0.6724594	0.0576263	0.0441403

0	0.0170451	0.0377546	0.0403947	0.4502832	0.4158489	0.7015360	0.7484843	0.6917901	0.0595757	0.1216765
50	0.0241969	0.1273139	0.0350615	0.3486090	0.4686024	0.6737376	0.7463087	0.6615078	0.0457322	0.0740350
100	0.0435052	0.1163620	0.0604253	0.2169884	0.5932281	0.6240599	0.6922571	0.7374341	0.0345353	0.0923323
150	0.0241267	0.0530345	0.0972149	0.2777855	0.7914040	0.7072176	0.5654100	0.7035703	0.0422811	0.0603370
200	0.0204673	0.0969514	0.2556215	0.1336588	0.5838766	0.7139793	0.8183405	0.6142574	0.0341832	0.0873781
250	0.0519348	0.0966256	0.3856386	0.1008200	0.6654640	0.8505106	0.5030906	0.6953177	0.0218322	0.1738503
300	0.0661227	0.2355502	0.3800448	0.1357757	0.5467399	0.6651309	0.7015773	0.7066351	0.0387193	0.0885966
350	0.0856512	0.2542246	0.5108370	0.0611875	0.6800882	0.7671973	0.7098510	0.6747637	0.0467459	0.0626133
400	0.1489274	0.2209430	0.5575409	0.0809655	0.8962695	0.8211922	0.7167103	0.5778843	0.0568493	0.0936926
450	0.1811547	0.2925652	0.6212131	0.0421300	0.7039137	0.8050352	0.7678248	0.5933191	0.0608022	0.1490845
500	0.2291068	0.2656211	0.5732885	0.0329908	0.6436922	0.7416539	0.7693999	0.6061689	0.0700760	0.0912056
550	0.4795539	0.3807385	0.5658648	0.0461500	0.6822870	0.6531875	0.7604300	0.6352593	0.0536112	0.1217711
600	0.3151290	0.4211853	0.5977444	0.0490023	0.4950907	0.7310907	0.7670050	0.7169527	0.0344339	0.0909258
650	0.3829384	0.4616155	0.6298464	0.0735130	0.5857792	0.8152641	0.6391559	0.6302928	0.0496490	0.0557187
700	0.3478286	0.3878814	0.6618025	0.0487573	0.4183526	0.6928021	0.6168971	0.5529152	0.0879185	0.1062505
750	0.3625534	0.3795557	0.6009446	0.0388186	0.4565796	0.6564381	0.5825942	0.5196544	0.0655342	0.1310695
800	0.3356009	0.3268611	0.7327310	0.0443641	0.5704760	0.5908271	0.7210594	0.7174542	0.0395071	0.0458766
850	0.3407246	0.5063832	0.6634424	0.0463315	0.3951847	0.8662159	0.7022298	0.7340541	0.0286795	0.0832637
900	0.2823667	0.4762541	0.6739872	0.0340338	0.4143726	0.6994071	0.6815840	0.7439687	0.0394731	0.0983383
950	0.5184420	0.3859451	0.7707315	0.0350930	0.3033951	0.7480237	0.5691934	0.6843970	0.0774482	0.1115621
1000	0.3509368	0.4036344	0.7434114	0.0420188	0.3631068	0.5959015	0.6846296	0.7266411	0.0543838	0.1005984

0	0.0226717	0.0483056	0.0497084	0.5098490	0.4471315	0.6459052	0.6376835	0.7370240	0.0392448	0.0722077
50	0.0026899	0.0524908	0.0453975	0.5382220	0.3730978	0.8742023	0.7205683	0.6824256	0.0668005	0.0968225
100	0.0151720	0.0996965	0.0399731	0.5860815	0.4857817	0.7067723	0.7111094	0.7947801	0.0269651	0.0522364
150	0.0570741	0.0618922	0.0305169	0.5674280	0.4984480	0.7319730	0.8327033	0.7512088	0.0261283	0.0563066
200	0.0763859	0.0398704	0.0195278	0.4294518	0.4525524	0.6951781	0.6975553	0.6557138	0.0450330	0.0739084
250	0.0470051	0.0798404	0.0264969	0.4551976	0.3717649	0.6956862	0.5905958	0.6882651	0.0176319	0.0694998
300	0.0634565	0.0297982	0.0262049	0.4434568	0.3598244	0.6325099	0.7191960	0.8547037	0.0299578	0.0846502
350	0.0311116	0.0466723	0.0330839	0.4572477	0.3752194	0.5855434	0.6806539	0.6712005	0.0294483	0.0697551
400	0.0238633	0.0807521	0.0420173	0.3287895	0.2688410	0.5310191	0.6283185	0.7106603	0.0415263	0.0837846
450	0.0269022	0.0565794	0.0282822	0.3858930	0.2327413	0.6862001	0.7176558	0.6914119	0.0508649	0.0462582
500	0.0251122	0.0551297	0.0325747	0.3698497	0.3320614	0.6117167	0.6757972	0.6206255	0.0418849	0.0812477
550	0.0419996	0.0825067	0.0432990	0.4018017	0.4628836	0.7002327	0.6775110	0.6040892	0.0440249	0.0541884
600	0.0335703	0.0545406	0.0306015	0.4951393	0.3189575	0.7228671	0.7612289	0.6412701	0.0359704	0.0346794
650	0.0408389	0.0577589	0.0361766	0.5133302	0.3171572	0.6778236	0.7485942	0.8278016	0.0481382	0.0675222
700	0.0399087	0.0581595	0.0277483	0.4922695	0.3164405	0.7064279	0.7408841	0.8009128	0.0389297	0.0407851
750	0.0479783	0.0957386	0.0502826	0.4742338	0.3515756	0.6918446	0.7426340	0.7351434	0.0430955	0.0442280
800	0.0322972	0.0433963	0.0282076	0.4437501	0.3422381	0.6165790	0.8147947	0.7316144	0.0224212	0.0657571
850	0.0661923	0.0670443	0.0417448	0.4275716	0.4792360	0.6240078	0.7382890	0.6150129	0.0370336	0.0681474
900	0.0626954	0.0758660	0.0509862	0.4237767	0.3055276	0.5976062	0.6874512	0.7230394	0.0295297	0.0467874
950	0.0245481	0.0862603	0.0308249	0.5431602	0.3685260	0.7039366	0.5128760	0.7611710	0.0298490	0.0777330
1000	0.0358160	0.1167869	0.0355966	0.4378872	0.4133248	0.7251751	0.8465021	0.7256222	0.0315523	0.0620041

0	0.0125003	0.0844102	0.0297731	0.3749558	0.4253854	0.6610626	0.6656139	0.7455308	0.0373905	0.0734892
50	0.1377918	0.0568366	0.0421633	0.3981265	0.3727122	0.7463012	0.7249481	0.7672515	0.0628754	0.2697305
100	0.3024584	0.0249253	0.0375798	0.6230877	0.3580837	0.6829079	0.6874416	0.7872887	0.1506684	0.4656439
150	0.4417152	0.0486527	0.0149440	0.5518416	0.3982598	0.6276071	0.7883068	0.6685375	0.3571396	0.5406846
200	0.3891121	0.0285649	0.0361329	0.4343796	0.3134380	0.7039784	0.6332665	0.7169229	0.5245223	0.6140528
250	0.3876331	0.0613200	0.0109810	0.4490779	0.4221193	0.6443265	0.7413651	0.7701010	0.6238317	0.6138439
300	0.4218593	0.0586034	0.0080930	0.4666925	0.3997543	0.6577771	0.6946296	0.7538349	0.7464555	0.5144935
350	0.3716799	0.0541947	0.0131424	0.4853018	0.3032829	0.7590554	0.7845110	0.6105035	0.6727844	0.5895707
400	0.4468525	0.0856956	0.0332080	0.4907425	0.2974937	0.5828649	0.8535965	0.8187406	0.6390609	0.5886523
450	0.3873498	0.0262281	0.0120533	0.5956666	0.2844058	0.6665365	0.7024959	0.6553209	0.6252912	0.6633726
500	0.4805936	0.0469741	0.0193477	0.4519002	0.3478947	0.6650006	0.6698552	0.7336341	0.7919508	0.5272478
550	0.2758427	0.0837789	0.0096676	0.4711996	0.3601838	0.7185226	0.6784167	0.7174823	0.7170337	0.3723117
600	0.0758036	0.0531142	0.0405406	0.6129107	0.3631064	0.7529693	0.6397762	0.7189839	0.6614683	0.2063687
650	0.0671119	0.0469253	0.0239718	0.4873460	0.3996865	0.8335771	0.7178045	0.7489632	0.4658052	0.1555861
700	0.0554233	0.0743037	0.0441029	0.4889728	0.4059754	0.6202593	0.6942634	0.7855259	0.2457364	0.0968109
750	0.0381481	0.0664280	0.0190327	0.5933650	0.3311266	0.6394576	0.6764671	0.7133794	0.1325483	0.0644866
800	0.0307146	0.0377040	0.0283682	0.4670119	0.3504971	0.7051036	0.6936644	0.6867291	0.1142411	0.0578134
850	0.0080701	0.0628680	0.0446313	0.5326794	0.3324270	0.7126309	0.8098869	0.7592940	0.1063733	0.0545915
900	0.0176647	0.0576565	0.0157724	0.4153198	0.3833013	0.7000598	0.7717281	0.7630667	0.0460271	0.0668594
950	0.0321106	0.0517352	0.0306457	0.4407672	0.3366029	0.6133791	0.9024187	0.6352217	0.0308968	0.0646845
1000	0.0494553	0.0797573	0.0404453	0.4307272	0.3708918	0.6437752	0.7233125	0.6258562	0.0690890	0.0590723

0	0.0241378	0.0255367	0.0629754	0.4036021	0.4171295	0.6515360	0.6618480	0.6967497	0.0600656	0.0601866
50	0.0338643	0.0731206	0.0155958	0.3731848	0.1915490	0.6534556	0.8225618	0.3794944	0.0419879	0.0798279
100	0.0160003	0.0592193	0.0399905	0.3759344	0.3144032	0.8740507	0.7278991	0.2809410	0.0537044	0.0876538
150	0.0293263	0.0329745	0.0059819	0.5588743	0.3550961	0.6796214	0.6257140	0.1179648	0.0435447	0.0682078
200	0.0072537	0.0670949	0.0258958	0.4938047	0.4221731	0.7395918	0.6638960	0.1223333	0.0772306	0.0471154
250	0.0174950	0.0699345	0.0079660	0.4830794	0.5003537	0.8514139	0.6625377	0.0795735	0.0496887	0.0739394
300	0.0126490	0.0529491	0.0042398	0.4582978	0.4059532	0.7070511	0.7833211	0.0895844	0.0331389	0.0697962
350	0.0478816	0.0384726	0.0060459	0.3436913	0.5892000	0.7757616	0.7937037	0.0795532	0.0421149	0.0538479
400	0.0192755	0.0444787	0.0135297	0.4356616	0.4803671	0.8176851	0.6611105	0.0586615	0.0396999	0.0634008
450	0.0382031	0.0505392	0.0205856	0.4595402	0.4826987	0.5997766	0.8027075	0.0599064	0.0416173	0.0900338
500	0.0125373	0.0347432	0.0132361	0.4526130	0.4962983	0.6606785	0.6989595	0.0512238	0.0485897	0.1060928
550	0.0067542	0.0860359	0.0337184	0.4168186	0.3061864	0.7150684	0.7003133	0.3323803	0.0424579	0.0624020
600	0.0271286	0.0669102	0.0305362	0.5863134	0.2884815	0.7855959	0.8054188	0.5412635	0.0393032	0.0639698
650	0.0113469	0.0409578	0.0432306	0.5000510	0.3274336	0.7550313	0.6282246	0.6716141	0.0704098	0.0806894
700	0.0372447	0.0447697	0.0344629	0.4440227	0.3384988	0.6422497	0.6890360	0.6851536	0.0444216	0.0721387
750	0.0190398	0.0365443	0.0218612	0.4567254	0.3127577	0.5733956	0.7904473	0.6109020	0.0248077	0.1001807
800	0.0185985	0.0862691	0.0373590	0.4529239	0.3428858	0.6383497	0.6709879	0.6173125	0.0749811	0.0468298
850	0.0289514	0.0454109	0.0151358	0.4773500	0.3344898	0.5702340	0.6807784	0.6827529	0.0984201	0.0630204
900	0.0432152	0.0535797	0.0320343	0.4960932	0.2776692	0.5189078	0.7123642	0.6656948	0.0399010	0.0963682
950	0.0212430	0.0452421	0.0282685	0.3945755	0.4273483	0.6551329	0.6138160	0.6166016	0.0569361	0.0504997
1000	0.0288282	0.1006278	0.0564448	0.4297297	0.3335439	0.6173174	0.6596876	0.7708656	0.0771668	0.0904668
