"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.8927670	0.3727486	0.1209920	0.3084043	0.6412843	0.0192371	0.4069070	0.9331025	0.0498602	0.6418519
100	0.7775305	0.4802537	0.1488238	0.3857810	0.4827176	0.0279639	0.4182947	0.9013754	0.0627577	0.6535677
150	0.7345732	0.4073590	0.1378777	0.5074452	0.4925686	0.0171083	0.4103597	0.8623026	0.1081840	0.6906995
200	0.7764008	0.4877176	0.1043318	0.5300468	0.3911427	0.0168171	0.4293435	0.8715174	0.0876526	0.6214732
250	0.7108379	0.4948716	0.1131502	0.5482298	0.3810329	0.0129411	0.5134523	0.8928042	0.0847535	0.6720068
300	0.7502807	0.4438570	0.1220479	0.5484929	0.3905707	0.0218146	0.4536316	0.9121528	0.0878851	0.7309386
350	0.7665469	0.5243011	0.1153847	0.5689708	0.4638662	0.0281718	0.5267792	0.8845746	0.1118518	0.7376820
400	0.6714332	0.5127647	0.0921633	0.5705886	0.4562346	0.0175679	0.4804148	0.7924075	0.0892236	0.7140145
450	0.6492022	0.4656315	0.0974247	0.5013411	0.4460603	0.0196066	0.4618154	0.7235222	0.0904964	0.6682521
500	0.6849484	0.5091567	0.0886284	0.4878173	0.4250336	0.0174756	0.4708674	0.7670026	0.0995023	0.6805565
550	0.7506965	0.2383054	0.1010221	0.4477477	0.7522667	0.0198568	0.4720161	0.8236705	0.0747187	0.7067599
600	0.7245804	0.1538674	0.0915961	0.4169427	0.9564980	0.0158509	0.4390049	0.8732863	0.0593987	0.6992678
650	0.7801331	0.1316056	0.1231432	0.3207450	0.9666210	0.0295535	0.4433676	0.9876709	0.0827841	0.6986782
700	0.8059537	0.0716356	0.1546078	0.2781331	1.0202760	0.0305906	0.4381974	1.0518566	0.0908775	0.6846199
750	0.8269881	0.1102321	0.1600675	0.2623333	1.0337972	0.0331858	0.4118607	1.0262552	0.0931986	0.6994388
800	0.8817070	0.1004969	0.1694164	0.2672034	0.9820377	0.0269750	0.3922422	1.0562681	0.0780496	0.6899200
850	0.8816644	0.1155459	0.2105292	0.2659637	0.9825235	0.0235138	0.4040135	1.1098948	0.0910600	0.7050134
900	0.8693284	0.1284477	0.1803089	0.2521056	0.9858487	0.0227973	0.3723311	1.0741402	0.0914402	0.6824331
950	0.9035143	0.1200248	0.1278602	0.2363069	0.9774755	0.0200073	0.4306656	0.8804172	0.1074303	0.6694182
1000	0.9275828	0.0965452	0.1351555	0.2470361	1.0008813	0.0405835	0.4136622	0.9850579	0.1072812	0.6686029

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.5056266	0.4290355	0.2132011	0.2512136	0.7540671	0.0511724	0.4333579	1.0018754	0.0707379	0.4447704
100	0.3344372	0.5150311	0.2293116	0.3061191	0.6350539	0.0398011	0.4326353	1.0622002	0.0795906	0.5085687
150	0.2508687	0.4986650	0.2006216	0.3242327	0.6460326	0.0377529	0.5141750	0.9963215	0.0891424	0.5712740
200	0.2370358	0.5256922	0.1624730	0.3810746	0.6481207	0.0340208	0.5226334	1.0187392	0.0909006	0.5352703
250	0.1952741	0.5893300	0.1475849	0.3433753	0.6107637	0.0321000	0.5736795	1.0496024	0.0975958	0.5570919
300	0.2093614	0.5497195	0.1361039	0.3624476	0.5853543	0.0234864	0.5343549	1.0174467	0.1097418	0.6007497
350	0.1959421	0.5152554	0.1465764	0.4109046	0.5914725	0.0391036	0.5127198	0.9587017	0.1034074	0.5594368
400	0.2262384	0.5562385	0.1037632	0.4119300	0.5443633	0.0367394	0.5340419	0.9089406	0.1150075	0.5947821
450	0.2195618	0.5145682	0.0979474	0.4724144	0.5153117	0.0338435	0.5380192	0.9532506	0.1098645	0.6351214
500	0.2386753	0.6186677	0.1276857	0.4738734	0.5964844	0.0325388	0.5330252	0.9094058	0.0924430	0.6084104
550	0.5474933	0.2610605	0.0817326	0.4030871	0.9112038	0.0263281	0.5317075	0.9372849	0.1137204	0.7024599
600	0.7970397	0.1555591	0.0888988	0.3684469	1.0017936	0.0283017	0.4431617	0.9579190	0.0857887	0.6777735
650	0.8050094	0.0838805	0.1121099	0.3179191	1.1058437	0.0231341	0.4031403	1.0004539	0.0667767	0.7221865
700	0.8419031	0.1001531	0.1412319	0.2353792	1.0122370	0.0241174	0.4309510	1.0660875	0.0521773	0.6494456
750	0.8525472	0.1255120	0.1690762	0.2485412	1.1039911	0.0264097	0.4346717	0.9911366	0.0879622	0.5830429
800	0.8883808	0.1283569	0.1274139	0.2452834	1.0336539	0.0251694	0.4447946	1.0226351	0.0917601	0.6580966
850	1.0061181	0.0941454	0.1809119	0.2370304	0.9834526	0.0238003	0.3771203	1.0488347	0.0609727	0.7135238
900	0.9970409	0.0929833	0.2226883	0.2551057	0.9342303	0.0210759	0.4235893	1.1421248	0.0553244	0.6776370
950	0.8998553	0.1160852	0.2326912	0.3023613	0.9620404	0.0105429	0.4131831	1.0148175	0.0755826	0.5963100
1000	0.9658628	0.1150166	0.1701141	0.2663020	1.0297332	0.0256260	0.3500858	1.0483987	0.0839940	0.6497394

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.6818769	0.1171761	0.1656095	0.3197696	0.9117738	0.0089410	0.3820513	1.0422198	0.0574287	0.7245233
100	0.6404423	0.1268607	0.1441342	0.2935852	0.9265946	0.0007507	0.4164756	1.0480044	0.0760972	0.7885270
150	0.5191889	0.1116939	0.1476496	0.3078235	0.9924566	0.0001337	0.4253755	0.9077359	0.0670797	0.8125704
200	0.5220614	0.1148811	0.1873466	0.2959947	0.9436106	0.0002707	0.4300712	0.9535224	0.0764637	0.7987051
250	0.5340803	0.0954620	0.1697059	0.2707003	0.9503113	0.0002914	0.4262885	0.9298864	0.0706850	0.8472419
300	0.5344924	0.1175643	0.1884141	0.2478076	0.9324023	0.0002707	0.4276432	0.9371393	0.0704331	0.7783284
350	0.5704625	0.0853863	0.1809310	0.2684284	0.9060917	0.0007093	0.4478628	0.9331905	0.0907861	0.8392805
400	0.6114745	0.0753565	0.2064725	0.3140733	1.0133673	0.0000389	0.4115772	0.9263742	0.0621198	0.8473416
450	0.5264696	0.0831193	0.1861150	0.3010976	1.0799217	0.0007987	0.4424896	0.9965968	0.0540946	0.8662995
500	0.5865734	0.1263793	0.2123041	0.2795041	0.9630439	0.0000000	0.3925163	0.9206238	0.0519669	0.7297868
550	0.8417851	0.1355733	0.2214461	0.2464870	1.0240282	0.0060280	0.4200920	1.0005029	0.0457139	0.6506240
600	0.8912771	0.1065392	0.1972153	0.1950467	0.9925194	0.0086253	0.4312702	1.0039317	0.0512838	0.7010519
650	0.9879794	0.1091454	0.2323086	0.2221908	1.0168657	0.0123917	0.4918371	0.9313474	0.0665787	0.7112948
700	0.9881652	0.1164285	0.2417514	0.2312974	0.9935178	0.0156307	0.4433519	1.0045677	0.0654688	0.6288747
750	0.9726366	0.1283511	0.2727449	0.2685171	1.0480020	0.0232935	0.4792675	0.9968980	0.0716899	0.6510034
800	0.8839141	0.1362002	0.2545236	0.2868712	1.0187012	0.0262479	0.4037107	0.9650822	0.0504621	0.6836783
850	0.8933549	0.1128808	0.2003472	0.2519951	1.0051257	0.0341043	0.4136822	0.9465287	0.0659924	0.6354934
900	0.8457084	0.1070344	0.2248813	0.2478997	0.9994758	0.0562015	0.4186396	0.9082674	0.0703282	0.6484439
950	0.8301449	0.1006620	0.2809614	0.2447374	1.0299939	0.0366322	0.3690606	1.0629323	0.0712048	0.6697760
1000	0.9277772	0.1159423	0.2308603	0.2812900	0.9502310	0.0231668	0.3896744	1.0162663	0.0892625	0.6423727

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.9201220	0.2351280	0.3176924	0.2417042	1.0225701	0.0235491	0.2684426	1.0358473	0.0683009	0.6270131
100	0.8349038	0.3223438	0.3475748	0.2374103	0.9645906	0.0182138	0.2087049	0.9655618	0.0676388	0.6340588
150	0.7304903	0.3436928	0.3809805	0.2936886	0.9969431	0.0176467	0.2193767	0.9967337	0.0686151	0.6192508
200	0.8643598	0.3661998	0.3720865	0.3617329	0.9690579	0.0233383	0.2117228	1.0123641	0.0845886	0.6234263
250	0.8812311	0.3185774	0.3199749	0.3206073	0.9363533	0.0106505	0.2414395	1.0131316	0.0795901	0.6064900
300	0.7912941	0.3628624	0.3087047	0.2843572	0.9442806	0.0173324	0.2496747	0.9548882	0.0657254	0.5597554
350	0.7521552	0.3272078	0.3671436	0.2816016	0.9767623	0.0136696	0.2417350	1.0537479	0.0771156	0.5674583
400	0.7201681	0.3514269	0.3526646	0.2238999	1.0289050	0.0215313	0.2352359	1.1064514	0.0957899	0.5759991
450	0.8350244	0.3429110	0.3569670	0.2638621	1.0188756	0.0311535	0.2259891	1.0489418	0.0652176	0.6087269
500	0.8124074	0.3622463	0.3155663	0.3075506	0.9842842	0.0358779	0.2180048	0.9889690	0.0810598	0.5195145
550	0.7896398	0.1962451	0.1992695	0.2918953	0.9792482	0.0219214	0.3680102	1.0181786	0.0703841	0.6195398
600	0.8136824	0.1440361	0.1742974	0.3222921	1.0125087	0.0291594	0.3938630	0.9423022	0.0618112	0.6587125
650	0.8596324	0.1082996	0.1535244	0.2641368	1.0179354	0.0332043	0.4416643	1.0621369	0.0497041	0.6624296
700	0.9746336	0.0970455	0.1767009	0.2503743	1.0457749	0.0337516	0.4811179	0.9594560	0.0785503	0.6364132
750	0.9016921	0.0898661	0.1653284	0.2771701	0.9827315	0.0271032	0.4439317	0.9589492	0.0485787	0.6897251
800	0.9212524	0.1087791	0.1589604	0.2844995	0.9350142	0.0252962	0.3856519	1.0471417	0.0731851	0.6444737
850	1.0043417	0.0857653	0.1632240	0.2420709	0.9861255	0.0180889	0.3876741	1.0056456	0.0759143	0.6475525
900	1.0114781	0.0944137	0.1907497	0.2999200	1.0028752	0.0260514	0.3807570	0.9430388	0.0789366	0.6252305
950	0.9570561	0.1200700	0.1971711	0.2998676	0.9655754	0.0327167	0.4133180	0.9272507	0.0852184	0.6076163
1000	1.0117546	0.0983161	0.1844843	0.2676402	0.9851171	0.0248963	0.4113051	0.9303277	0.0669413	0.6684376

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.8745955	0.0424540	0.3841840	0.2534179	1.0867697	0.0124294	0.4092860	0.9114965	0.4995278	0.8812257
100	0.9034586	0.0765861	0.4555346	0.2914578	1.0435197	0.0093260	0.4422153	0.8709546	0.6923408	0.9508278
150	0.9051755	0.1346924	0.5143187	0.2947138	0.9755635	0.0000000	0.3192004	0.7614672	0.7232459	0.8781155
200	0.8568080	0.2239386	0.5441813	0.2911455	1.0097403	0.0043204	0.2717260	0.6821923	0.7159893	0.8787149
250	0.8236433	0.2435754	0.5982651	0.1975431	0.9721747	0.0056425	0.2654141	0.6661268	0.6847906	0.9756479
300	0.8041674	0.2723981	0.6049472	0.2732386	0.9528013	0.0010699	0.2389133	0.6478532	0.7513999	0.9110311
350	0.8195625	0.3382163	0.6147347	0.2249931	1.0155683	0.0028969	0.2016396	0.6527996	0.7704918	1.0244512
400	0.8911469	0.2848857	0.6213088	0.2329085	0.9643232	0.0008691	0.1750819	0.6710645	0.7467048	0.9761169
450	0.8095870	0.2879447	0.5585954	0.2539828	0.9665450	0.0012404	0.1900722	0.6578517	0.7803109	0.9607978
500	0.7904616	0.2633551	0.5114694	0.2770779	1.0707540	0.0019575	0.2442400	0.5736205	0.7793047	0.9103450
550	0.8399073	0.2623666	0.3231625	0.2468972	1.0664202	0.0039531	0.2097779	0.5771025	0.2932726	0.6128349
600	0.9384228	0.2077464	0.2592385	0.3165369	1.1140905	0.0132212	0.2757719	0.7427634	0.1432779	0.5220490
650	0.8751020	0.1435852	0.2173645	0.3003892	1.0834393	0.0301595	0.3839413	0.8169781	0.1046433	0.6004797
700	0.8440216	0.1082320	0.1699990	0.2501048	1.0791566	0.0159967	0.4575951	0.8600264	0.0572853	0.6001286
750	0.8840070	0.1149277	0.2083555	0.2361844	0.9884380	0.0172476	0.4460827	1.0203913	0.0579407	0.6290271
800	0.8643198	0.1140703	0.2028850	0.2554383	0.9618345	0.0317729	0.3630372	1.1033430	0.0602601	0.6679543
850	0.9861268	0.1197024	0.2397483	0.2785105	1.0190106	0.0207040	0.3472604	1.0297779	0.0440889	0.6330670
900	0.9444466	0.0943853	0.2441786	0.2411112	0.9928471	0.0180410	0.3848084	1.0464964	0.0571447	0.5696125
950	0.8581494	0.1284956	0.2516774	0.2880678	1.0650910	0.0223180	0.3716570	1.0332327	0.0554241	0.5827588
1000	0.9299727	0.1138678	0.2197604	0.2630524	0.9328262	0.0250270	0.3862481	0.9849477	0.0502195	0.6707364

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	1.0177288	0.1163477	0.1343673	0.2701667	1.0091003	0.0300039	0.4113874	0.9217948	0.0580446	0.6286257
100	0.9067468	0.1158385	0.1589058	0.2560004	1.0395403	0.0203006	0.4196407	0.9937003	0.0638687	0.6218255
150	0.9153089	0.1217930	0.1647860	0.2751477	0.9334775	0.0328193	0.4393065	0.9832804	0.0806852	0.6225081
200	0.9641122	0.1262602	0.1439483	0.2542211	1.0469875	0.0443791	0.4271394	0.9990312	0.0873405	0.6465785
250	0.9375626	0.1478942	0.1660732	0.3044988	1.1078987	0.0179944	0.3989144	1.0571746	0.0697135	0.6347740
300	0.8959210	0.1351551	0.1527931	0.2583739	1.0606695	0.0143099	0.4243811	1.0007939	0.0685381	0.5943998
350	0.8889124	0.1180780	0.1892537	0.3120252	1.0593955	0.0062733	0.3938228	0.9771813	0.0812041	0.6622031
400	0.8776467	0.1303772	0.1771178	0.2635246	1.0252421	0.0049875	0.3902714	1.0588606	0.0986723	0.7162343
450	0.9185354	0.1131205	0.2272496	0.2368852	1.0282033	0.0158353	0.4488793	1.0060133	0.0811840	0.6759790
500	0.9822053	0.1112318	0.2124815	0.2157833	1.0096194	0.0196672	0.4235106	1.0254166	0.0657150	0.6411039
550	0.8605769	0.1288517	0.2444697	0.2795112	1.0042452	0.0180335	0.4043262	0.9927544	0.0935418	0.6990420
600	0.9150395	0.1419824	0.1737271	0.2752014	0.9828511	0.0118915	0.4273369	0.9637702	0.0854905	0.6577513
650	0.9076059	0.1231016	0.1657525	0.2491881	0.9766398	0.0240683	0.4658128	0.9122205	0.0944102	0.7124239
700	0.8476433	0.1267977	0.2028476	0.3216329	0.9474501	0.0189773	0.4953093	0.9325366	0.0847852	0.6961381
750	0.9103060	0.1311920	0.1949708	0.2841655	1.0143738	0.0280108	0.5283474	1.0241562	0.0951558	0.7011660
800	0.9543198	0.1213959	0.1993839	0.3057338	0.9964615	0.0274020	0.4555982	1.0102637	0.0891501	0.6420481
850	0.9099319	0.1490001	0.1963241	0.2682528	1.0517718	0.0235991	0.4656324	1.0244025	0.0631403	0.6385198
900	0.9256507	0.0960481	0.1930068	0.2390773	0.9861994	0.0286419	0.4501646	1.0809604	0.0568194	0.7039808
950	0.8981062	0.1135914	0.2526438	0.2431415	1.0186775	0.0346423	0.4160882	1.0332504	0.0507795	0.6687218
1000	0.9928213	0.0914370	0.2422278	0.2825379	0.9266225	0.0539916	0.4112333	1.0175772	0.1007648	0.6662972

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.8589088	0.1315667	0.1285379	0.2391609	0.9968464	0.0055571	0.3916079	0.5152468	0.0719297	0.7270988
100	0.9398490	0.1079990	0.1545382	0.2522970	0.9281667	0.0156007	0.4404482	0.3871978	0.0515908	0.7691476
150	0.9433537	0.1033954	0.1938079	0.2625952	1.0208943	0.0195951	0.4745756	0.3256714	0.0463173	0.7429205
200	0.9367370	0.1255964	0.1508511	0.2143071	0.9754818	0.0090768	0.4217828	0.3179454	0.0762060	0.7188772
250	0.9405722	0.0898695	0.2583620	0.2140780	0.9348695	0.0171573	0.3832458	0.2689148	0.0763893	0.7060188
300	0.8852497	0.1305018	0.3364219	0.2045565	1.0211231	0.0160708	0.4552271	0.2508576	0.0720393	0.6725663
350	0.9062443	0.1704060	0.3561573	0.2227081	0.9628335	0.0204953	0.4299277	0.2447776	0.0518069	0.6411319
400	0.9403883	0.1849622	0.4120276	0.2379500	0.9497801	0.0280995	0.4212479	0.2769958	0.0656282	0.6229109
450	0.8276028	0.1705797	0.3323298	0.2264279	0.9964478	0.0351114	0.4395865	0.2704301	0.0660587	0.5566885
500	0.7849113	0.1784355	0.3129880	0.2511190	0.9884546	0.0290757	0.4512673	0.3305090	0.0900893	0.6282999
550	0.8275206	0.1792560	0.2688107	0.2423739	0.9728514	0.0257078	0.4430545	0.7346058	0.0823194	0.6341117
600	0.9311411	0.1795349	0.2328882	0.2491650	1.0822019	0.0235139	0.4061168	0.8688455	0.0610000	0.6307065
650	0.9311988	0.1145877	0.2248230	0.2319863	1.0468430	0.0310418	0.4248422	0.9553939	0.0569914	0.6654296
700	0.9337633	0.1164660	0.2005789	0.2242396	0.9872139	0.0175236	0.4718468	1.0113436	0.0547045	0.6336302
750	1.0110274	0.1281286	0.2462808	0.2403003	0.9957703	0.0162066	0.4075612	0.9728014	0.0815520	0.6122519
800	0.9620474	0.1266098	0.2328080	0.2673904	0.9493481	0.0129244	0.4380599	0.9911286	0.0411150	0.5805431
850	1.0024038	0.1181724	0.2318974	0.2310035	0.9979247	0.0269372	0.4367141	1.0227177	0.0724915	0.6101080
900	0.9338090	0.0976966	0.2181359	0.2538676	1.0559593	0.0227783	0.3968597	0.8951218	0.0796189	0.6058296
950	0.9050156	0.1199276	0.1941063	0.3159659	0.9502654	0.0241918	0.4062567	0.9072484	0.0788345	0.6213920
1000	0.9238644	0.1009685	0.1741567	0.2865688	0.9546370	0.0237166	0.3790315	0.9813877	0.0901052	0.5849967

0	0.8701423	0.1297229	0.1574169	0.3223726	1.0380397	0.0235609	0.4125326	1.0388252	0.0869669	0.6515472
50	0.8416198	0.6433382	0.2039783	0.3266635	0.8257961	0.0267395	0.4399197	1.0405125	0.3539004	0.5776166
100	0.7446243	0.8770197	0.1383069	0.3502739	0.6996990	0.0216593	0.4704662	0.9522296	0.4561891	0.5762564
150	0.6964360	0.9415002	0.1310276	0.3935080	0.5632403	0.0093087	0.5772374	0.9381287	0.5202153	0.5955506
200	0.6789699	0.9716945	0.0955890	0.4544187	0.6818845	0.0156421	0.7213360	0.8456503	0.5037927	0.6359802
250	0.6347022	0.9472749	0.1375544	0.4111231	0.6463681	0.0138148	0.7937857	0.8012695	0.5717026	0.6568530
300	0.6463390	0.8735575	0.1306931	0.3866003	0.6633556	0.0096517	0.8006450	0.8034304	0.5950630	0.7132594
350	0.6591808	0.8529454	0.0976911	0.3678052	0.6780224	0.0043337	0.8559102	0.8000286	0.6174311	0.6542201
400	0.5994956	0.9461024	0.1047294	0.3783015	0.6965309	0.0032526	0.7640359	0.8094454	0.5230740	0.5904217
450	0.5848043	0.9480166	0.1196652	0.4108625	0.6753591	0.0124455	0.8203725	0.7572784	0.5530147	0.6279006
500	0.5747804	0.9043497	0.1220736	0.4100609	0.6537186	0.0042428	0.7892710	0.7458084	0.5626038	0.6614107
550	0.5866226	0.2813874	0.0814195	0.3754897	0.9147386	0.0141073	0.7682513	0.7355587	0.3021901	0.7549946
600	0.7451589	0.1418606	0.0884765	0.3247365	0.9612972	0.0089455	0.4990363	0.8231614	0.1898440	0.7430018
650	0.7792596	0.1046797	0.0982058	0.2764383	0.9558628	0.0155461	0.4234890	0.9312565	0.0922685	0.7404042
700	0.7561961	0.1071321	0.1202751	0.2511627	0.9802856	0.0167683	0.4448625	0.8970772	0.0879753	0.7282582
750	0.8818424	0.1133965	0.1440751	0.2504646	1.0111914	0.0242047	0.4546235	1.0923597	0.0685778	0.6683794
800	0.8877197	0.0969827	0.1466805	0.2401933	0.9846932	0.0192453	0.4050100	1.0688443	0.0594265	0.7142123
850	0.8608855	0.1119240	0.1735200	0.2542546	1.0274870	0.0331956	0.5002112	1.0387804	0.0725866	0.6694650
900	0.9062645	0.0739476	0.1919922	0.2892432	1.0500959	0.0305027	0.4445284	1.1568330	0.0723265	0.6998701
950	0.9122765	0.0852956	0.1861031	0.2807772	1.0732519	0.0185781	0.4060378	1.0708849	0.1078966	0.6783922
1000	0.8726586	0.0817294	0.1850509	0.2250906	1.0340713	0.0097826	0.4354078	1.0066587	0.0838316	0.6836204
