"Time"	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C
700	0.1599393	0.7378573	0.7984244	0.1551188	0.0191711	0.2193622	0.1997159	0.4912794	0.6707384	0.7251354
750	0.1887471	0.7143548	0.5577682	0.1865744	0.0481126	0.1952855	0.2374495	0.3833845	0.6942164	0.7500865
800	0.1556660	0.6647636	0.4064741	0.1836448	0.0600389	0.2157458	0.1719165	0.4298698	0.7111089	0.7479035
850	0.1917867	0.6219829	0.5038765	0.2745420	0.0401361	0.2745612	0.1709455	0.4738696	0.8139130	0.8452615
900	0.1758256	0.6037540	0.3001317	0.2680456	0.0411081	0.2728806	0.1700194	0.4947978	0.6172203	0.7440176
950	0.2278913	0.6037209	0.3102820	0.2285757	0.0485957	0.2674707	0.2177652	0.4667095	0.7578492	0.7534700
1000	0.1876077	0.7476872	0.1838040	0.1933441	0.0560985	0.2448865	0.2010053	0.5488595	0.7725606	0.5810708

0	0.1177197	0.8560997	0.2018815	0.3891286	0.0778510	0.3946134	0.2074366	0.5122566	0.7658217	0.7580300
50	0.0946691	0.8335710	0.1943053	0.3829134	0.0323523	0.1640070	0.1652114	0.1801892	0.8405030	0.7577575
100	0.1928827	0.7509029	0.1366552	0.3830571	0.0325101	0.0731502	0.2638738	0.0963612	0.8898378	0.7198590
150	0.1203418	0.6734641	0.0466657	0.3221230	0.0715795	0.0712132	0.3369425	0.0447466	0.5939856	0.7934356
200	0.1113371	0.7349406	0.0322504	0.2970636	0.0366681	0.0430425	0.4640480	0.0326968	0.7723794	0.8160113
250	0.1752907	0.4979733	0.0297164	0.3260478	0.0197672	0.0120491	0.5316121	0.0775729	0.7633442	0.8595765
300	0.1955803	0.4403477	0.0295993	0.3532945	0.0300017	0.0064286	0.6789032	0.0398772	0.6413752	0.8480992
350	0.2474674	0.3568250	0.0328298	0.2837452	0.0327935	0.0111472	0.6370082	0.0545349	0.6964308	0.8040354
400	0.2895591	0.4116589	0.0411044	0.2888289	0.0418783	0.0031715	0.6337507	0.0177190	0.7265191	0.6673509
450	0.3497449	0.4550628	0.0295962	0.2741573	0.0975276	0.0107876	0.7277854	0.0155798	0.7970212	0.7342229
500	0.4895404	0.2875997	0.0388942	0.2568345	0.1012453	0.0008459	0.7071712	0.0053650	0.7855409	0.7505380
550	0.4472215	0.3425817	0.1050659	0.2256320	0.1556615	0.0587550	0.5379643	0.1931558	0.6977935	0.8389133
600	0.4900914	0.4822844	0.1790638	0.1670751	0.1536378	0.1421664	0.3130152	0.3887766	0.6536932	0.8108621
650	0.4257397	0.6356212	0.2921859	0.0766563	0.1042454	0.1586142	0.2200204	0.4666694	0.7648538	0.8468581
700	0.3752583	0.7174202	0.3258045	0.1467491	0.1432947	0.1965334	0.2477053	0.4702977	0.6268785	0.6686598
750	0.2831902	0.8709616	0.3839431	0.1654335	0.0602284	0.1898702	0.1735605	0.5444273	0.7457639	0.7868459
800	0.2483724	0.6270365	0.4776541	0.1576825	0.0699899	0.2570370	0.1917162	0.3910921	0.7753189	0.7572999
850	0.2733986	0.8042171	0.3749604	0.3018816	0.1429456	0.2756479	0.2238511	0.3740364	0.8196084	0.7109856
900	0.1686450	0.7128727	0.3786180	0.1988052	0.0799866	0.2658277	0.1617715	0.3602079	0.7522159	0.7348176
950	0.1410014	0.7659066	0.3575555	0.2709363	0.0378338	0.3223193	0.1626680	0.4603082	0.7417088	0.8561288
1000	0.2101364	0.8671819	0.1882683	0.3551311	0.0574737	0.3358656	0.1640256	0.3639197	0.7629813	0.7967884

0	0.1782163	0.8258086	0.1294288	0.3071956	0.0905659	0.2729837	0.2185204	0.5170510	0.7685303	0.8387843
50	0.1677185	0.7559378	0.1501684	0.3553973	0.0643181	0.3633215	0.1085031	0.4973463	0.6412906	0.9111187
100	0.0757519	0.8530184	0.2013316	0.2714770	0.0672652	0.5016248	0.0502109	0.5169697	0.7180805	0.7654990
150	0.0661646	0.7667562	0.1712955	0.2592409	0.1575029	0.6223237	0.0068438	0.5381149	0.7043123	0.6358171
200	0.0247235	0.8680522	0.1886313	0.4038646	0.1847364	0.6071957	0.0170410	0.5862794	0.5789728	0.7738511
250	0.0196584	0.7112471	0.2545244	0.3727534	0.2326988	0.8302582	0.0076422	0.4962510	0.6148622	0.8353887
300	0.0062403	0.8274088	0.1237682	0.4446787	0.2318619	0.6920220	0.0151792	0.3677395	0.7932108	0.8111194
350	0.0043863	0.6654881	0.0995279	0.5506198	0.2489937	0.8084852	0.0121154	0.3926533	0.7493135	0.7372713
400	0.0044115	0.6590905	0.0797177	0.6285931	0.2546392	0.7355023	0.0018758	0.5735033	0.7625658	0.6428681
450	0.0143219	0.7441063	0.0462633	0.6174476	0.3095434	0.6575667	0.0064887	0.6839259	0.6604379	0.6664099
500	0.0147274	0.7339529	0.0861657	0.5173963	0.3263841	0.7775626	0.0033427	0.5734699	0.7109284	0.6519221
550	0.0722419	0.8623726	0.0974484	0.6480266	0.2621195	0.6999502	0.0385743	0.6047105	0.5892229	0.6017538
600	0.1081336	0.8687307	0.1261696	0.5956759	0.2966964	0.5851195	0.0948586	0.5983828	0.7207975	0.8356501
650	0.1031209	0.7634197	0.0833799	0.5815730	0.2040807	0.6144356	0.2091752	0.4910737	0.7094552	0.6336149
700	0.0888139	0.5849321	0.0701275	0.4811088	0.2623393	0.4525348	0.1525851	0.4367989	0.6365664	0.7386978
750	0.1707055	0.6748763	0.0865858	0.4349622	0.1034476	0.3834851	0.1589432	0.7257243	0.6469223	0.5991784
800	0.1972500	0.6437187	0.1111110	0.4048468	0.0831527	0.3080389	0.1843879	0.5115673	0.6990569	0.7470535
850	0.1831097	0.8228766	0.1330356	0.3436466	0.0612584	0.3320009	0.1725424	0.3866470	0.7527079	0.7954619
900	0.1444590	0.9412200	0.1337039	0.4468016	0.0839388	0.2992349	0.1782670	0.4908266	0.5756619	0.9041876
950	0.1591354	0.7636530	0.1849648	0.3284158	0.0704540	0.2811100	0.1568689	0.5359015	0.7387770	0.9749906
1000	0.1663212	0.7566134	0.1021327	0.3869794	0.1104700	0.3335395	0.1776871	0.5725286	0.7816759	0.8716662

0	0.1342666	0.8807078	0.2115065	0.3082102	0.0760434	0.2826735	0.1968225	0.4655715	0.7319713	0.7333579
50	0.1015369	0.7339762	0.1335781	0.3753422	0.1253033	0.3274771	0.2217256	0.4710013	0.7967247	0.6916752
100	0.1350001	0.7881507	0.1343642	0.3476657	0.1809003	0.3122493	0.1891117	0.4604859	0.7473231	0.7065559
150	0.1846917	0.8828906	0.0766926	0.3274998	0.3483545	0.2300710	0.1981944	0.5263077	0.7839848	0.5627857
200	0.2392972	0.8510117	0.0962684	0.2156882	0.2758189	0.1910003	0.1704009	0.5673890	0.7243701	0.7328830
250	0.1364297	0.8716782	0.1146697	0.2388954	0.4292597	0.2581582	0.2104733	0.3841727	0.6588438	0.9073866
300	0.1333325	0.7036128	0.0979175	0.2483262	0.3079217	0.2386288	0.2367358	0.5822678	0.6952665	0.6706865
350	0.1163739	0.6748348	0.0841631	0.2345531	0.2871077	0.3168741	0.1649802	0.5853927	0.8317221	0.6495891
400	0.1210654	0.8373945	0.0762503	0.2515421	0.3544521	0.2680344	0.1690560	0.6027074	0.6502977	0.6834896
450	0.0751895	0.5640001	0.0840312	0.2303230	0.3917501	0.4167906	0.2884701	0.5666499	0.6272191	0.6872691
500	0.0945807	0.7344513	0.1541383	0.3746256	0.3537902	0.2246234	0.2396639	0.4048138	0.7786846	0.6229432
550	0.1275537	0.7218353	0.0775872	0.3161791	0.2403707	0.2260668	0.1404326	0.4049021	0.5632473	0.7338463
600	0.1147939	0.7606274	0.1445842	0.2573917	0.1468289	0.2645152	0.1986858	0.3801493	0.5962984	0.7661492
650	0.1633173	0.6844196	0.1946932	0.1981741	0.0882815	0.2868420	0.2145964	0.4075329	0.6682784	0.8285211
700	0.1356443	0.8270068	0.1514413	0.2795579	0.0717715	0.2572943	0.1489346	0.4034220	0.7860767	0.7007825
750	0.1234923	0.6982365	0.1198719	0.4096833	0.0364590	0.2637598	0.1980306	0.3775421	0.6769675	0.7725317
800	0.1153341	0.6507161	0.2057370	0.3280734	0.0496636	0.3698476	0.2127273	0.5176318	0.6579939	0.7028298
850	0.1716249	0.6242386	0.1844414	0.3656653	0.0857317	0.2979551	0.1759196	0.4776236	0.8140471	0.7370243
900	0.1237477	0.8408335	0.2421432	0.3459125	0.0736633	0.2128036	0.1772630	0.3972692	0.6785133	0.8210040
950	0.1381260	0.7908507	0.1639755	0.2164489	0.0344525	0.3187599	0.2093817	0.4026699	0.7169720	0.8706959
1000	0.1354555	0.8987917	0.2212012	0.3305658	0.0744617	0.3824441	0.1676016	0.3922635	0.8200231	0.8353521

0	0.1380006	0.7587989	0.2469423	0.2497944	0.0234200	0.2967101	0.2211678	0.4108292	0.8174078	0.9027128
50	0.0897562	0.8079136	0.1980663	0.2578298	0.2843867	0.1825895	0.1639378	0.3678478	0.7045635	0.8137799
100	0.0674328	0.8368007	0.0929610	0.2658722	0.4784249	0.0647686	0.1836566	0.2479620	0.6639775	0.8071515
150	0.0888262	0.8407804	0.0894696	0.1838484	0.5411145	0.0421684	0.1530512	0.2617945	0.7673975	0.7790767
200	0.0211249	0.8329397	0.1086705	0.1970188	0.4700134	0.0062001	0.1720862	0.2202461	0.6088932	0.6912907
250	0.0452823	0.8518805	0.0977535	0.1952582	0.6168711	0.0057149	0.1705838	0.2552206	0.6530021	0.7997666
300	0.0221673	0.9273713	0.0865574	0.1424774	0.5141629	0.0134598	0.1506587	0.3305186	0.7461540	0.7870698
350	0.0209344	0.9669277	0.1126187	0.1159930	0.4904023	0.0375044	0.1874518	0.3356809	0.6743134	0.7705945
400	0.0346688	0.8736417	0.1504324	0.0881939	0.5243881	0.0141658	0.2143929	0.2837398	0.8114610	0.7823930
450	0.0141270	0.6784439	0.1305947	0.0873431	0.6105076	0.0293274	0.1655872	0.2540396	0.6789077	0.6726320
500	0.0259233	0.8356856	0.1631011	0.1028738	0.4924261	0.0232981	0.2274670	0.3803397	0.6279930	0.8146494
550	0.0365418	0.9010244	0.3181880	0.1080105	0.3449112	0.0759918	0.2385662	0.5185833	0.7130505	0.7569705
600	0.0439900	0.8294323	0.3142927	0.1041825	0.1360292	0.1781836	0.2165883	0.4895899	0.6005986	0.8468093
650	0.0780160	0.7016085	0.3980268	0.1815085	0.0866007	0.2376988	0.2088037	0.5138572	0.7036089	0.7511038
700	0.1080587	0.8045887	0.3292621	0.2235036	0.0595112	0.2902064	0.1562547	0.6441135	0.7112685	0.7940853
750	0.1136218	0.8100896	0.2587881	0.3103714	0.0440094	0.2813616	0.2303368	0.4891368	0.6403796	0.6204071
800	0.1499025	0.8796759	0.2668933	0.2617214	0.0253723	0.2077969	0.3334188	0.6253574	0.5924796	0.7832423
850	0.2034031	0.7821406	0.2761373	0.2653596	0.0440491	0.3122692	0.2546193	0.5071471	0.8509011	0.8163653
900	0.1370673	0.8320185	0.1742945	0.2441998	0.0357165	0.2596589	0.1806368	0.4519466	0.7944602	0.7141638
950	0.1564729	0.7667792	0.2006398	0.2755859	0.0381252	0.3070298	0.1455018	0.5338172	0.5460237	0.7759535
1000	0.1121156	0.7249714	0.2038256	0.3529712	0.0336495	0.2840967	0.2023939	0.4718703	0.6800587	0.9522885

0	0.1305741	0.8254259	0.1997545	0.4091589	0.0789535	0.3028116	0.1946872	0.4543071	0.8711476	0.7395855
50	0.1396262	0.7932083	0.3074142	0.4840153	0.0920551	0.3315851	0.2183681	0.3250962	0.9624587	0.7429615
100	0.1690977	0.7452849	0.1755455	0.4011796	0.0912920	0.2550400	0.2353275	0.3091721	0.7278103	0.6654557
150	0.1687950	0.7535078	0.1750824	0.6227605	0.0902675	0.2413373	0.1770198	0.3782800	0.7479328	0.6845713
200	0.1788579	0.7222794	0.1261608	0.5670568	0.1676390	0.3002229	0.1358918	0.3744180	0.7567360	0.7500986
250	0.1934544	0.7699714	0.0770185	0.6890344	0.1277758	0.3835730	0.1891332	0.5375524	0.7646290	0.8806111
300	0.2105559	0.6689405	0.0486810	0.7242216	0.1480267	0.3059928	0.1844361	0.4716963	0.8017147	0.6373774
350	0.1754178	0.7517958	0.0781680	0.7299665	0.2666614	0.2433060	0.2002583	0.3873346	0.8144707	0.8468220
400	0.2293334	0.5399526	0.0421935	0.7593419	0.1919796	0.2062509	0.1947060	0.6111207	0.5434032	0.7289424
450	0.2288820	0.6196452	0.0771391	0.7192179	0.1428448	0.1850958	0.1426488	0.5742836	0.6373361	0.7786892
500	0.2376247	0.5374086	0.0554705	0.6446847	0.0849441	0.2901509	0.1892746	0.5210539	0.6466386	0.5749993
550	0.2876175	0.6231474	0.1020989	0.7533702	0.1213352	0.3057771	0.1131979	0.6500549	0.6342349	0.5779413
600	0.2458933	0.6824979	0.1442819	0.3949549	0.0971635	0.3082379	0.1834214	0.5791560	0.5871187	0.7507040
650	0.2072590	0.6452131	0.0818379	0.4086489	0.0991769	0.3827376	0.1573248	0.5640070	0.6749899	0.6664672
700	0.1563398	0.7330976	0.1548342	0.4111790	0.0785993	0.2789241	0.1920700	0.5047483	0.6939790	0.6525162
750	0.1902480	0.7040327	0.1055134	0.3315373	0.0783411	0.3652602	0.1590249	0.4264917	0.7646075	0.6158427
800	0.2011920	0.6244821	0.1134962	0.3045867	0.0632760	0.2621288	0.1648774	0.5914845	0.7941019	0.8301843
850	0.2486837	0.7752046	0.1330542	0.3521821	0.0577558	0.2867559	0.2471494	0.3680707	0.7688515	0.8667024
900	0.1544063	0.6173367	0.1929094	0.2746712	0.0574063	0.2850604	0.2043856	0.5071114	0.6493362	0.6584646
950	0.1679043	0.6434291	0.2027136	0.2855061	0.0559290	0.2373737	0.1720651	0.4169657	0.8201378	0.7870637
1000	0.1872713	0.6543209	0.1809634	0.2816961	0.0769109	0.2257954	0.1632429	0.5014778	0.8200443	0.6888480

0	0.1631147	0.7871959	0.1447382	0.3338015	0.0460220	0.2921652	0.2315368	0.5642818	0.8481332	0.7640577
50	0.1966169	0.6807275	0.1977364	0.3219520	0.0634933	0.3643796	0.1009888	0.4195539	0.8092634	0.6720439
100	0.2049744	0.6565978	0.2267024	0.3427372	0.0759177	0.4381771	0.0233883	0.3275621	0.7132317	0.7734330
150	0.1940743	0.7018988	0.1428923	0.4838218	0.1104184	0.6284732	0.0281583	0.5606375	0.7544265	0.7544557
200	0.1760657	0.6835039	0.1793501	0.4743109	0.1899223	0.6341406	0.0151764	0.5464544	0.6463890	0.6305938
250	0.1433463	0.7504643	0.1151287	0.4005208	0.2220600	0.6710621	0.0098722	0.5982322	0.7846112	0.5842616
300	0.1521378	0.8833768	0.1301190	0.4708043	0.2294949	0.8196353	0.0096397	0.5412895	0.8286651	0.7689345
350	0.2026581	0.6303521	0.1068863	0.4606357	0.1387863	0.7453140	0.0010652	0.3988174	0.7295872	0.7582730
400	0.2218119	0.5685330	0.0992131	0.4909952	0.2570484	0.8448495	0.0014685	0.4126068	0.8087062	0.8771120
450	0.2090616	0.7588507	0.0931774	0.4939817	0.2571450	0.7724609	0.0052960	0.4433413	0.7428352	0.7493847
500	0.1935103	0.6036066	0.0839961	0.4459174	0.3577433	0.8228686	0.0016406	0.4929638	0.6973125	0.8038817
550	0.1355344	0.6666926	0.1015705	0.4788721	0.3011173	0.7753659	0.1425673	0.4149313	0.7043772	0.8231425
600	0.2186441	0.7923708	0.1098876	0.5402466	0.2161150	0.7100921	0.1012994	0.4339414	0.6108333	0.6968153
650	0.2148651	0.5212892	0.1081337	0.5086529	0.2160463	0.6577208	0.1720379	0.5259413	0.7053621	0.8159837
700	0.1603565	0.7726728	0.0652621	0.5979080	0.2198002	0.5832074	0.1597943	0.4793702	0.7384494	0.7786918
750	0.1587313	0.6462440	0.0813131	0.4521527	0.1482461	0.3791690	0.1962524	0.3832858	0.7454716	0.7763970
800	0.2162839	0.6067595	0.0814123	0.4299972	0.1352636	0.2767602	0.1471296	0.3887707	0.6864262	0.6977920
850	0.1804502	0.7447976	0.1066805	0.3245744	0.1409202	0.3539966	0.1702061	0.4982492	0.7573074	0.8477600
900	0.1475189	0.8455490	0.1143170	0.2975272	0.0674366	0.3135495	0.1433184	0.4029661	0.6698150	0.7314531
950	0.1663140	0.8031494	0.1728491	0.2899838	0.0859636	0.3016045	0.1356573	0.7296846	0.7237968	0.6790282
1000	0.1662338	0.7351197	0.1300446	0.2330562	0.0759099	0.2895815	0.1563747	0.5176028	0.6546687	0.7379706

0	0.1527359	0.7174915	0.1637996	0.4258479	0.0323026	0.3049840	0.3052111	0.4224381	0.8782215	0.8123815
50	0.1345113	0.7779402	0.2455467	0.3029457	0.0328991	0.2653750	0.1488630	0.2497271	0.7797919	0.6636046
100	0.1484187	0.7579238	0.1949996	0.3262421	0.0809042	0.4931252	0.0708826	0.1856262	0.8306339	0.8343016
150	0.1638521	0.9013318	0.1308218	0.3539032	0.0712576	0.5456053	0.0307111	0.0927080	0.6771403	0.7668633
200	0.1088998	0.9291781	0.2216769	0.4474720	0.1300255	0.6592258	0.0605523	0.1072737	0.9376291	0.9384714
250	0.1856919	0.7781530	0.1704052	0.4876084	0.1530167	0.7533156	0.0288920	0.0845931	0.7181606	0.6282393
300	0.1989125	0.7101440	0.1053874	0.4723655	0.2633533	0.6998334	0.0708037	0.0581649	0.9131101	0.7525360
350	0.1648730	0.7439651	0.0949379	0.4725215	0.2814077	0.5297837	0.0429995	0.0990671	0.7638760	0.8187990
400	0.1618736	0.8520244	0.1107740	0.6080925	0.2762702	0.8628437	0.0569079	0.0515886	0.8510723	0.7231460
450	0.1944505	0.8170999	0.0842177	0.5149347	0.2033139	0.7189752	0.0581494	0.0624465	0.7688091	0.9674790
500	0.2142920	0.6194363	0.1051947	0.5117904	0.2244574	0.8317181	0.0504090	0.1088827	0.6850699	0.7175808
550	0.1362396	0.6374031	0.1274569	0.4999018	0.2089667	0.7676195	0.1881338	0.1989958	0.8040937	0.7592275
600	0.1724760	0.7147208	0.1063449	0.6341785	0.2177554	0.5025350	0.1963778	0.4016077	0.6394692	0.7712168
650	0.1808171	0.7056749	0.1477467	0.5112998	0.1284308	0.3282609	0.2691671	0.4269637	0.6553903	0.8118826
700	0.0879992	0.7898863	0.0883921	0.3598202	0.0850997	0.2580445	0.2135781	0.4647013	0.7653068	0.7325690
750	0.1757030	0.6476912	0.0987084	0.3325282	0.0970877	0.1866591	0.1742972	0.4163519	0.8077286	0.7761789
800	0.1515694	0.6630164	0.1332403	0.2220869	0.0846809	0.3162918	0.2100804	0.4662056	0.8394175	0.7091786
850	0.2281699	0.7062411	0.1603745	0.3133699	0.0373030	0.2140692	0.1848542	0.3259580	0.7352349	0.9757602
900	0.1036453	0.8370654	0.1637476	0.1899065	0.0789372	0.2489893	0.1421433	0.4773109	0.7456507	0.6859821
950	0.1648069	0.7437515	0.3288300	0.2486929	0.0396574	0.2805590	0.1609167	0.4637699	0.6974352	0.7592782
1000	0.1644181	0.7797562	0.2542477	0.2174607	0.0508477	0.3413506	0.2561144	0.5229773	0.6956066	0.7125928

0	0.1846279	0.8602763	0.1752857	0.2675337	0.0654950	0.3228839	0.1762709	0.5217982	0.8916405	0.7916632
50	0.1285306	0.7761726	0.2345601	0.3877124	0.0755402	0.2244479	0.1722161	0.3371700	0.7441918	0.7250553
100	0.0993603	0.6870296	0.1401376	0.2692995	0.0129583	0.1445403	0.1917872	0.3026123	0.6663701	0.7577975
150	0.0634319	0.8383129	0.1511524	0.2459997	0.0384141	0.1523689	0.1754324	0.3164840	0.6845846	0.8752879
200	0.0687148	0.8316090	0.1487147	0.2169168	0.0059710	0.1874899	0.2287300	0.3374801	0.7292352	0.8972453
250	0.0464818	0.8007895	0.3343503	0.1866589	0.0319256	0.1486886	0.1419568	0.3427441	0.6734626	0.7121328
300	0.0214072	0.6699522	0.2791767	0.1913335	0.0479385	0.1751445	0.1844317	0.3451806	0.7363328	0.8657470
350	0.0530797	0.7530103	0.2621541	0.1242483	0.0635661	0.1838771	0.1468511	0.2828251	0.7801463	0.7047313
400	0.0569137	0.7378533	0.2911216	0.1664157	0.0509801	0.1875830	0.2035906	0.3020883	0.7855539	0.7827692
450	0.0368176	0.7500880	0.3794143	0.1632771	0.0562350	0.2494709	0.1997964	0.2924745	0.6988863	0.7408421
500	0.0353343	0.7497392	0.2841480	0.1606639	0.0382236	0.1764728	0.1752662	0.3290091	0.6609841	0.7424334
550	0.0662632	0.8999899	0.3274758	0.1706228	0.0312323	0.1932713	0.1532457	0.4254921	0.7519919	0.7144246
600	0.1520635	0.7331891	0.3635286	0.1892850	0.0281320	0.2205867	0.1504024	0.4666122	0.6287811	0.8321348
650	0.1734022	0.7808598	0.3399763	0.2675737	0.0166171	0.2704737	0.2107893	0.5391378	0.6202721	0.5696814
700	0.1245772	0.8233469	0.2134042	0.2462803	0.0369360	0.3547810	0.1941844	0.5409361	0.6990660	0.6290490
750	0.1654986	0.7943112	0.3038143	0.3262584	0.0385531	0.3774511	0.1886207	0.5021863	0.7221333	0.7321971
800	0.2204955	0.8044799	0.2147018	0.3000079	0.0407213	0.3466707	0.1815126	0.4226376	0.7068130	0.8036594
850	0.2561774	0.6622201	0.2405959	0.3149622	0.0475205	0.3396771	0.1919885	0.4241184	0.7994588	0.6723295
900	0.1800832	0.8209646	0.1066970	0.4344735	0.0894455	0.3323445	0.1561615	0.3898644	0.6024338	0.7075343
950	0.1425866	0.7398894	0.1220840	0.3525842	0.0756399	0.2898534	0.2073688	0.3957660	0.6188618	0.8127121
1000	0.1712523	0.7533441	0.1804761	0.2624080	0.0526635	0.2876102	0.1794779	0.5484428	0.7267825	0.8132999
