"Time"	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W
1000	0.6408202	0.1115311	0.0741886	0.7672086	0.3539976	0.4164770	0.2796610	0.0231866	0.4256009	0.2542264

0	0.5799619	0.1577965	0.0824853	0.6983029	0.2899640	0.4109641	0.2750100	0.0244387	0.4255852	0.3438894
50	0.4016080	0.0852771	0.1039165	0.6955356	0.3566301	0.4690177	0.3348488	0.0020412	0.1396382	0.1577309
100	0.3153892	0.1212147	0.0957329	0.8518648	0.3748197	0.3373872	0.3732113	0.0027306	0.1841591	0.2362962
150	0.2331376	0.2287242	0.1333118	0.8126374	0.3818181	0.3405312	0.4220347	0.0008668	0.0966983	0.1986938
200	0.2128098	0.2700649	0.1682730	0.7963787	0.3581531	0.3006632	0.3871712	0.0000000	0.1195133	0.1758068
250	0.1453615	0.3089655	0.0988536	0.8132486	0.3943916	0.3878674	0.3113384	0.0057815	0.1067846	0.2006825
300	0.1546800	0.2289166	0.0816219	0.7799403	0.3583060	0.4195020	0.3090438	0.0032067	0.1032204	0.1996914
350	0.2302855	0.2124314	0.1172545	0.8229516	0.3557684	0.3539899	0.2861676	0.0126837	0.1260063	0.2844039
400	0.2893290	0.1566029	0.0732973	0.9517596	0.4185937	0.4447116	0.3481299	0.0039863	0.0638542	0.1672630
450	0.1733957	0.1491541	0.1364997	0.7830975	0.3163088	0.4691197	0.3239102	0.0017907	0.1170586	0.3411065
500	0.2223680	0.1407291	0.0692003	0.8635465	0.2993762	0.4839926	0.3824060	0.0121151	0.0970391	0.3248914
550	0.5803354	0.1288675	0.0945368	0.7642600	0.2748951	0.4321931	0.4726871	0.0136004	0.3441341	0.2702907
600	0.7409523	0.0791291	0.1451078	0.8470142	0.4143254	0.3663687	0.2326636	0.0183019	0.5815995	0.2771962
650	0.8077650	0.1153829	0.0831968	0.8676273	0.2688288	0.4166042	0.3191542	0.0285518	0.4705597	0.3534206
700	0.6949136	0.1858037	0.0491477	0.9890858	0.2913364	0.4489998	0.3437730	0.0137070	0.4524770	0.2752725
750	0.6548086	0.0880027	0.0351699	0.6571075	0.3192807	0.3591020	0.2588879	0.0227999	0.5417849	0.3086513
800	0.7487240	0.0961606	0.1037584	0.7114324	0.2959998	0.4305077	0.4030093	0.0241571	0.4203691	0.2032238
850	0.6770389	0.1694480	0.0938251	0.8911456	0.3455668	0.4431992	0.3396315	0.0048741	0.3754375	0.2277824
900	0.5748597	0.1573200	0.0409748	1.0000000	0.3895624	0.4103909	0.4487525	0.0255526	0.4849258	0.2094274
950	0.6159944	0.1687550	0.0278745	0.7346401	0.3450249	0.4019783	0.3374612	0.0063546	0.4725702	0.3147027
1000	0.7262830	0.0593549	0.0664586	0.6381096	0.3312698	0.3692293	0.2833581	0.0286780	0.3352135	0.1989989

0	0.6519368	0.1086919	0.1371358	0.7576649	0.4048127	0.4561848	0.4491655	0.0253467	0.3401232	0.3645707
50	0.5618411	0.5407898	0.0822926	0.7481809	0.4369524	0.4020724	0.3433311	0.0143913	0.1443790	0.3189819
100	0.4901124	0.7228354	0.0670931	0.7629580	0.4474502	0.4394722	0.3393955	0.0264369	0.1628503	0.2622354
150	0.2716165	0.7055755	0.0563557	0.8299705	0.3728079	0.5369768	0.3426153	0.0243241	0.1410445	0.2084845
200	0.2253580	0.6286777	0.0367032	0.6733753	0.3244311	0.4196234	0.3512196	0.0388163	0.1507035	0.2932024
250	0.2327358	0.6148199	0.1057043	0.7993622	0.3080861	0.4506050	0.3960772	0.0409775	0.1770641	0.2830715
300	0.2582847	0.7190558	0.0968117	0.6649063	0.3381788	0.4605035	0.3164770	0.0297156	0.2265434	0.2956995
350	0.2225281	0.7021395	0.0672341	0.9015930	0.3122095	0.4772976	0.1998551	0.0313820	0.2599879	0.2361460
400	0.3298330	0.7157059	0.0842887	0.7417416	0.2603224	0.5716541	0.2454458	0.0161328	0.2704120	0.2468738
450	0.3203478	0.5708194	0.0915117	0.7440187	0.2681702	0.4982643	0.3412549	0.0449878	0.2145944	0.2277991
500	0.2658335	0.6505229	0.1521507	0.7599660	0.3617886	0.5221708	0.4340226	0.0393017	0.1855893	0.2741992
550	0.2165607	0.2774038	0.1239982	0.7306782	0.3482327	0.3979653	0.3251242	0.0113289	0.4136208	0.2252944
600	0.2986081	0.4323398	0.0615959	0.7447104	0.3975773	0.3978138	0.2475806	0.0360829	0.5262615	0.2440626
650	0.5255143	0.1844432	0.1012959	0.6168389	0.3017320	0.5111311	0.1803834	0.0574469	0.4155239	0.2610389
700	0.4277072	0.2201397	0.1761603	0.6631103	0.2763390	0.5168105	0.3181223	0.0362541	0.5093949	0.3412851
750	0.4386224	0.2442118	0.1229617	0.6551374	0.2989653	0.4975330	0.3945629	0.0377006	0.4015566	0.2552644
800	0.5409609	0.2072300	0.1375076	0.8289991	0.3371324	0.4446388	0.3346166	0.0147507	0.3923646	0.3513840
850	0.5132508	0.2257782	0.1063777	0.7985960	0.3796616	0.3962694	0.3999388	0.0154038	0.3868417	0.2442569
900	0.5430109	0.1488485	0.0560514	0.7208735	0.3187165	0.5421055	0.2910268	0.0292804	0.4021097	0.2656683
950	0.7247213	0.2102168	0.0705642	0.8736381	0.3682818	0.3848639	0.3061693	0.0284905	0.5044730	0.2659740
1000	0.7503653	0.1854261	0.0633070	0.7570768	0.4144846	0.3918500	0.2803021	0.0230821	0.4603208	0.1270486

0	0.6266996	0.1383100	0.1068440	0.6772203	0.3513738	0.4985103	0.3405925	0.0184873	0.4973813	0.2870720
50	0.7518105	0.1308635	0.0811407	0.7952295	0.3994047	0.2743031	0.4035288	0.0230749	0.3076435	0.2615186
100	0.7168657	0.1827073	0.0740199	0.7460720	0.3339786	0.1869613	0.2628482	0.0123815	0.4119682	0.1656185
150	0.6326976	0.2329719	0.0762759	0.7812640	0.3457293	0.2177211	0.3057876	0.0147062	0.5712909	0.0831516
200	0.5778568	0.2212917	0.0939318	0.7623417	0.3096269	0.2665748	0.2393780	0.0106443	0.6183283	0.0609599
250	0.5354212	0.1547607	0.1123741	0.7017919	0.2796066	0.2337900	0.2221691	0.0165040	0.8202469	0.1320584
300	0.5737663	0.1400814	0.1432900	0.7872754	0.3585564	0.1932991	0.2566093	0.0115567	0.6232455	0.0979312
350	0.5498121	0.1508779	0.0922364	0.7565445	0.3103113	0.2247129	0.2952164	0.0055131	0.7369748	0.1035076
400	0.7617652	0.2611757	0.1071507	0.8187719	0.3646379	0.1498634	0.3836785	0.0172167	0.6708256	0.1219722
450	0.6001033	0.2740073	0.0998743	0.7765367	0.4324551	0.2218362	0.3198065	0.0310415	0.7849723	0.0839123
500	0.3516069	0.4212611	0.2929072	0.7061607	0.2933905	0.1712861	0.3964026	0.0312504	0.6942051	0.1255356
550	0.5821407	0.5012886	0.2431040	0.7368272	0.4399238	0.2838734	0.4706984	0.0216188	0.7156396	0.1226408
600	0.3300606	0.4522514	0.2058052	0.7108439	0.4397949	0.4191554	0.3407715	0.0279394	0.7899917	0.1228764
650	0.3624036	0.4025077	0.1147926	0.8205737	0.3789496	0.5351017	0.2331115	0.0104437	0.7130623	0.2446616
700	0.4776537	0.3464593	0.1086983	0.6565730	0.3905295	0.5147317	0.3158898	0.0188016	0.5053210	0.1597977
750	0.4321157	0.2098774	0.0829644	0.8222209	0.2675945	0.4833449	0.2886971	0.0231888	0.4990743	0.2296812
800	0.5474397	0.1316573	0.0926845	0.6445320	0.3133454	0.4298764	0.3267824	0.0121196	0.4117347	0.2915847
850	0.5394422	0.1462123	0.0691446	0.7477224	0.3488552	0.4627121	0.3777846	0.0233724	0.4836901	0.3572675
900	0.6245246	0.2357403	0.0760756	0.8521093	0.3863388	0.4481337	0.3210647	0.0301403	0.4890468	0.2494032
950	0.6815270	0.1786370	0.0989673	0.8732414	0.2925875	0.5950021	0.2207798	0.0227677	0.4503129	0.3149056
1000	0.5463164	0.2412980	0.1386176	0.7913309	0.4081653	0.5456652	0.2272628	0.0178111	0.3970541	0.3075466

0	0.6398852	0.1283793	0.1007002	0.7443346	0.3242907	0.3749122	0.3245883	0.0130787	0.4382030	0.2496214
50	0.2953298	0.0935946	0.0138761	0.7924587	0.3334928	0.1632119	0.3859702	0.0001395	0.3919399	0.2219730
100	0.2469962	0.0247569	0.0001392	0.6919818	0.3249235	0.0477208	0.2388425	0.0013413	0.5244528	0.1441124
150	0.1896850	0.0042880	0.0007474	0.7930541	0.3043606	0.0231981	0.2771891	0.0005631	0.7080375	0.0966563
200	0.2601246	0.0113140	0.0017944	0.8442680	0.4594735	0.0163309	0.3595875	0.0000226	0.7191861	0.0872529
250	0.3566098	0.0026486	0.0008750	0.7689582	0.3999474	0.0087726	0.3384621	0.0041566	0.6789301	0.0704135
300	0.2385416	0.0022047	0.0008909	0.8146470	0.5471505	0.0200590	0.3142200	0.0057306	0.6515028	0.0792538
350	0.1954586	0.0099426	0.0177534	0.7441703	0.3231393	0.0186561	0.3814923	0.0020245	0.8303617	0.0540371
400	0.2155429	0.0069409	0.0047381	0.8486106	0.4175102	0.0047510	0.2666018	0.0000664	0.8582113	0.0754935
450	0.2523363	0.0009025	0.0019726	0.6894389	0.4546092	0.0197863	0.1669182	0.0003416	0.6082525	0.0560240
500	0.2541970	0.0027627	0.0091526	0.9040282	0.2961698	0.0121527	0.2785915	0.0094923	0.6498506	0.0621943
550	0.7257187	0.1547374	0.2010117	0.6390408	0.3377768	0.3481841	0.2429052	0.0047489	0.6249507	0.1006245
600	0.7482436	0.4167129	0.1956514	0.7699445	0.2993241	0.4542359	0.3450509	0.0079489	0.7548207	0.1758144
650	0.6164038	0.4908736	0.1163899	0.7870243	0.3836408	0.5104850	0.3061287	0.0255704	0.6148741	0.1791807
700	0.4925851	0.3563084	0.0684186	0.7901202	0.4083170	0.3676330	0.3019912	0.0084374	0.6195959	0.1494044
750	0.4218420	0.1950405	0.1237513	0.6957379	0.3462175	0.6418487	0.4226763	0.0389494	0.5711673	0.2640178
800	0.4183144	0.2306670	0.1281405	0.8226647	0.4201034	0.4660849	0.3561351	0.0243527	0.3792503	0.2464884
850	0.5617735	0.2662254	0.1102203	0.6465476	0.3091794	0.3889129	0.2494112	0.0406414	0.3995212	0.2037556
900	0.5331427	0.2669262	0.1006695	0.8758834	0.3635160	0.4064241	0.2873838	0.0533590	0.5705692	0.3205565
950	0.4049393	0.2765026	0.0909451	0.7713919	0.3126348	0.4416568	0.4118466	0.0153099	0.4092184	0.2407583
1000	0.6039257	0.1630311	0.1638521	0.7550148	0.3326433	0.4723822	0.3586869	0.0183306	0.4576358	0.2136772

0	0.5847454	0.1508790	0.1102403	0.7482376	0.3226182	0.5037344	0.2553882	0.0429819	0.3448475	0.3053317
50	0.9355630	0.1261242	0.0502101	0.8258792	0.6301430	0.3636141	0.3103570	0.0141042	0.2299672	0.6934132
100	0.6816965	0.1078928	0.0743390	0.7281285	0.7050012	0.4526715	0.1801178	0.0096447	0.1356142	0.8902196
150	0.6670496	0.1524321	0.0632913	0.9271752	0.6787173	0.5522421	0.0982073	0.0171577	0.1439202	0.6969523
200	0.6823565	0.0994261	0.1231102	0.8097887	0.6917883	0.7151495	0.0540217	0.0298092	0.1121580	0.7003015
250	0.6458630	0.1314328	0.0778716	0.8184210	0.5756686	0.7084168	0.0661880	0.0134702	0.0572503	0.6767084
300	0.7865015	0.1153560	0.0728110	0.8016485	0.6494025	0.7143742	0.0532144	0.0169724	0.0752508	0.7428383
350	0.6158814	0.1006240	0.0702642	0.7093822	0.7396236	0.7420320	0.0723574	0.0345843	0.1246463	0.7732927
400	0.7348853	0.0986913	0.1339370	0.8266219	0.6069559	0.5663014	0.0407703	0.0149029	0.0710501	0.7796381
450	0.6752820	0.0667156	0.0670696	0.7128316	0.6379957	0.8089177	0.0513604	0.0276816	0.0949514	0.7956292
500	0.8517412	0.1002172	0.0786897	0.6937838	0.5394523	0.6667310	0.0618794	0.0155926	0.0613610	0.8012075
550	0.6588779	0.0863887	0.0597851	0.9208331	0.2194093	0.6495957	0.0964993	0.0174008	0.1419343	0.5833075
600	0.7411917	0.0964335	0.0963891	0.7303842	0.1980595	0.7270692	0.2115000	0.0117789	0.2173593	0.4357437
650	0.7143089	0.1505035	0.1006554	0.6954262	0.2740641	0.5328933	0.4618784	0.0240967	0.2726467	0.3405165
700	0.6981024	0.2663974	0.0747434	0.8423451	0.4752563	0.4295424	0.4723214	0.0315290	0.3120542	0.3319390
750	0.6351921	0.2189143	0.1076622	0.7574544	0.3141633	0.3976081	0.3899956	0.0314035	0.3075923	0.3331744
800	0.5593511	0.1095986	0.0840611	0.6867806	0.4174241	0.4337672	0.3689116	0.0302779	0.4543026	0.2466580
850	0.5143514	0.1877640	0.0839728	0.6023634	0.3626135	0.2741014	0.2442974	0.0243253	0.3296748	0.2084141
900	0.5746837	0.2125133	0.0796636	0.7658655	0.3898738	0.4269338	0.3073497	0.0206718	0.5258121	0.1084789
950	0.6248232	0.2936007	0.1144210	0.7180055	0.4044723	0.5155287	0.2585347	0.0224685	0.4570481	0.2177000
1000	0.7498253	0.1610299	0.0920876	0.7080716	0.3048664	0.4463591	0.3323197	0.0075484	0.5813552	0.2086926

0	0.5888659	0.1358954	0.0680778	0.7761705	0.3216594	0.4502639	0.2863789	0.0191428	0.5483467	0.2881888
50	0.5619561	0.0764676	0.0837845	0.6291808	0.7761161	0.3990710	0.2804927	0.0360883	0.4392836	0.2846580
100	0.4078392	0.0461668	0.0076437	0.6261055	0.6104675	0.7505552	0.1428202	0.0200753	0.4355917	0.2334591
150	0.5595635	0.0394813	0.0390919	0.7595321	0.7081480	0.4410128	0.1267502	0.0229611	0.4557520	0.2847331
200	0.5626211	0.0227112	0.0252569	0.8181052	0.6244793	0.5867121	0.1462913	0.0188712	0.3313973	0.2603437
250	0.6511648	0.0111223	0.0240292	0.7757448	0.6052956	0.6375605	0.1019429	0.0302598	0.4776539	0.3409160
300	0.5678504	0.0107461	0.0385844	0.7258610	0.8123234	0.6102190	0.1094091	0.0139201	0.3864367	0.3487771
350	0.5910546	0.0112335	0.0257766	0.7400448	0.6118973	0.6714287	0.0718555	0.0302674	0.3869840	0.4734091
400	0.5258421	0.0136659	0.0162437	0.7743930	0.6608036	0.7481359	0.1001645	0.0470168	0.3103711	0.4066165
450	0.6126782	0.0187240	0.0184769	0.7355465	0.7143208	0.7340458	0.1316208	0.0255284	0.2943545	0.4277558
500	0.6468751	0.0055541	0.0144830	0.7524340	0.6301213	0.6096078	0.0609122	0.0155770	0.2862454	0.3721092
550	0.7095177	0.0289896	0.1355572	0.8969958	0.2809291	0.6837173	0.0878982	0.0183828	0.2312187	0.3877378
600	0.6789751	0.1353791	0.0617899	0.8431259	0.1229569	0.7404795	0.3403713	0.0306010	0.2013738	0.3840442
650	0.6636323	0.1322606	0.0993951	0.6139609	0.1846704	0.5424739	0.4576080	0.0357779	0.2358587	0.4195972
700	0.7140705	0.2884708	0.1039513	0.7796553	0.3995286	0.3937371	0.5026742	0.0290488	0.2904499	0.3516127
750	0.5857978	0.2946573	0.1301520	0.7015598	0.4040828	0.3660161	0.3362326	0.0201106	0.3424003	0.2777619
800	0.5366163	0.3167304	0.1103443	0.6293145	0.4578717	0.3747396	0.3291843	0.0418704	0.3900508	0.3230907
850	0.5357418	0.3066704	0.1394719	0.7937857	0.3141662	0.3841465	0.3104708	0.0306293	0.3752299	0.2637937
900	0.4631037	0.3178272	0.0682797	0.7251529	0.3789445	0.3729734	0.3588498	0.0298573	0.5198684	0.1915566
950	0.4420842	0.2423987	0.0909590	0.7636830	0.4364280	0.3209278	0.2522860	0.0105605	0.4645151	0.2234380
1000	0.5544042	0.1528617	0.0838075	0.8350763	0.2700656	0.4886967	0.3706136	0.0201702	0.4887875	0.2148143

0	0.5904327	0.1377526	0.0568984	0.7059495	0.4626781	0.4612520	0.2883460	0.0291194	0.3703665	0.3537835
50	0.6335752	0.2569718	0.0305954	0.3764010	0.5920387	0.2259771	0.4453597	0.0166315	0.2060066	0.2796683
100	0.5809933	0.1333733	0.0160753	0.2825085	0.6600591	0.1350110	0.2606063	0.0158566	0.1485270	0.1828358
150	0.6027134	0.2499222	0.0125474	0.2629746	0.7316861	0.2416530	0.1174222	0.0052960	0.1619609	0.0602783
200	0.5774019	0.1552226	0.0016872	0.2216770	0.5403447	0.1449444	0.1034977	0.0285271	0.2963632	0.0796689
250	0.6544742	0.1501597	0.0098904	0.2797826	0.5257987	0.1570520	0.1146306	0.0116054	0.2286264	0.0683734
300	0.7393453	0.1723668	0.0003501	0.2813199	0.5235084	0.1450931	0.0762997	0.0110396	0.1849533	0.0706512
350	0.6479352	0.1307235	0.0042529	0.2364006	0.5454717	0.1637157	0.0971190	0.0212577	0.2863347	0.0414881
400	0.6242692	0.1436710	0.0008220	0.1885711	0.5968899	0.1245737	0.0950674	0.0246952	0.2532391	0.1029311
450	0.7402026	0.0971692	0.0018044	0.2359883	0.5629957	0.1798806	0.1234965	0.0385028	0.2755040	0.0600765
500	0.6925211	0.1534906	0.0040969	0.1875963	0.7369453	0.2281361	0.0723511	0.0739976	0.2288861	0.1168659
550	0.6625830	0.1976233	0.2419078	0.4914476	0.2305070	0.4444707	0.1216082	0.0152639	0.6504079	0.1893079
600	0.7028080	0.3847992	0.2101981	0.7205104	0.1913707	0.7203246	0.2309022	0.0301677	0.7196487	0.2743446
650	0.4044119	0.5365639	0.1326971	0.7830669	0.3174868	0.5989270	0.5533761	0.0237314	0.3330923	0.3391171
700	0.3103520	0.4821849	0.1496271	0.8037029	0.3617549	0.4311574	0.5985578	0.0250947	0.2502234	0.2933995
750	0.4166487	0.3438566	0.1460772	0.7721326	0.3910707	0.3151193	0.4262070	0.0229165	0.3759642	0.2965625
800	0.3917187	0.1720097	0.0574158	0.8291334	0.3604982	0.2867741	0.3409357	0.0180811	0.4008823	0.2184378
850	0.4141642	0.2102261	0.0628424	0.7168109	0.4169009	0.5392482	0.2618852	0.0260949	0.4577148	0.1617512
900	0.5354311	0.1119053	0.1396646	0.7429992	0.3076028	0.4936536	0.2432448	0.0510107	0.5526621	0.2058103
950	0.5665580	0.1983260	0.0752248	0.8291731	0.3727276	0.4449951	0.2355727	0.0325013	0.5213614	0.2561203
1000	0.5267789	0.2001776	0.0908863	0.8464072	0.3169460	0.4917868	0.2410470	0.0256480	0.4413215	0.2087221
