"Time"	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
550	0.8686523	0.9961702	0.9757046	0.9999938	0.0251463	0.1098860	0.8908136	0.3385999	1.0000000	0.8335753
600	0.8686487	0.9955331	0.9724929	0.9999921	0.0337346	0.1354493	0.8908136	0.3386001	0.9999975	0.9278348
650	0.8686461	0.9953039	0.9717280	0.9999831	0.0450457	0.1419523	0.8908134	0.3386009	0.9999872	0.9687076
700	0.8686453	0.9952183	0.9715454	0.9999598	0.0529976	0.1436067	0.8908129	0.3386027	0.9999725	0.9864310
750	0.8686457	0.9951870	0.9715012	0.9999255	0.0571827	0.1440275	0.8908120	0.3386050	0.9999601	0.9941162
800	0.8686465	0.9951758	0.9714895	0.9998921	0.0590831	0.1441347	0.8908108	0.3386071	0.9999522	0.9974487
850	0.8686474	0.9951720	0.9714855	0.9998675	0.0598796	0.1441620	0.8908096	0.3386087	0.9999479	0.9988937
900	0.8686480	0.9951707	0.9714835	0.9998524	0.0601986	0.1441691	0.8908086	0.3386096	0.9999457	0.9995203
950	0.8686484	0.9951702	0.9714823	0.9998442	0.0603231	0.1441709	0.8908080	0.3386101	0.9999447	0.9997920
1000	0.8686486	0.9951701	0.9714815	0.9998401	0.0603709	0.1441714	0.8908076	0.3386103	0.9999442	0.9999098

0	0.8686484	0.9951695	0.9714778	0.9998349	0.0604082	0.1441714	0.8908087	0.3386104	0.9999434	1.0000000
50	0.8686487	0.9951697	0.9714794	0.9998359	0.0605599	0.1477196	0.7691702	0.3386106	0.9999433	0.6763571
100	0.8686489	0.9951699	0.9714801	0.9998342	0.0621162	0.1555489	0.7402776	0.3386107	0.9999395	0.5360188
150	0.8686491	0.9951699	0.9714803	0.9998237	0.0651526	0.1609055	0.7334147	0.3386113	0.9999299	0.4751651
200	0.8686496	0.9951699	0.9714800	0.9998013	0.0681821	0.1633230	0.7317843	0.3386125	0.9999177	0.4487777
250	0.8686504	0.9951699	0.9714792	0.9997716	0.0703111	0.1642186	0.7313965	0.3386143	0.9999070	0.4373356
300	0.8686513	0.9951699	0.9714780	0.9997429	0.0715253	0.1645165	0.7313038	0.3386160	0.9998995	0.4323740
350	0.8686521	0.9951699	0.9714766	0.9997206	0.0721319	0.1646094	0.7312811	0.3386173	0.9998950	0.4302226
400	0.8686527	0.9951699	0.9714754	0.9997059	0.0724096	0.1646373	0.7312752	0.3386182	0.9998926	0.4292897
450	0.8686531	0.9951698	0.9714744	0.9996973	0.0725294	0.1646454	0.7312735	0.3386187	0.9998913	0.4288851
500	0.8686533	0.9951698	0.9714737	0.9996926	0.0725790	0.1646478	0.7312729	0.3386189	0.9998907	0.4287097
550	0.8686534	0.9951698	0.9714732	0.9996904	0.0723055	0.1593729	0.8529096	0.3386191	0.9998914	0.7522765
600	0.8686534	0.9951698	0.9714730	0.9996947	0.0700079	0.1510878	0.8818016	0.3386188	0.9998994	0.8925819
650	0.8686530	0.9951698	0.9714731	0.9997155	0.0665254	0.1467300	0.8886644	0.3386178	0.9999130	0.9534213
700	0.8686523	0.9951698	0.9714737	0.9997484	0.0637053	0.1450236	0.8902950	0.3386160	0.9999254	0.9798025
750	0.8686513	0.9951698	0.9714750	0.9997803	0.0619991	0.1444379	0.8906832	0.3386141	0.9999338	0.9912419
800	0.8686505	0.9951698	0.9714764	0.9998041	0.0611190	0.1442515	0.8907762	0.3386126	0.9999387	0.9962023
850	0.8686498	0.9951698	0.9714778	0.9998192	0.0607073	0.1441950	0.8907989	0.3386116	0.9999414	0.9983532
900	0.8686494	0.9951699	0.9714788	0.9998278	0.0605267	0.1441784	0.8908047	0.3386110	0.9999427	0.9992859
950	0.8686491	0.9951699	0.9714795	0.9998324	0.0604510	0.1441736	0.8908064	0.3386108	0.9999433	0.9996904
1000	0.8686490	0.9951699	0.9714800	0.9998347	0.0604202	0.1441722	0.8908069	0.3386106	0.9999436	0.9998657

0	0.8686484	0.9951695	0.9714778	0.9998349	0.0604082	0.1441714	0.8908087	0.3386104	0.9999434	1.0000000
50	0.8686487	0.9955331	0.9714794	0.9998360	0.0604032	0.1441715	0.8908077	0.3386106	0.9999437	1.0000000
100	0.8686488	0.9956246	0.9714801	0.9998364	0.0604013	0.1441716	0.8908073	0.3386106	0.9999438	1.0000000
150	0.8686489	0.9956476	0.9714804	0.9998366	0.0604006	0.1441716	0.8908072	0.3386105	0.9999438	1.0000000
200	0.8686489	0.9956534	0.9714805	0.9998366	0.0604004	0.1441717	0.8908072	0.3386105	0.9999438	1.0000000
250	0.8686489	0.9956548	0.9714805	0.9998366	0.0604003	0.1441717	0.8908072	0.3386105	0.9999438	1.0000000
300	0.8686489	0.9956552	0.9714805	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
350	0.8686489	0.9956553	0.9714806	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
400	0.8686488	0.9956553	0.9714806	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
450	0.8686488	0.9956553	0.9714806	0.9998367	0.0604003	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
500	0.8686488	0.9956553	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
550	0.8686488	0.9952920	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
600	0.8686488	0.9952006	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
650	0.8686488	0.9951777	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
700	0.8686488	0.9951719	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
750	0.8686488	0.9951704	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
800	0.8686488	0.9951701	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
850	0.8686488	0.9951700	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
900	0.8686488	0.9951700	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
950	0.8686488	0.9951700	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000
1000	0.8686488	0.9951700	0.9714806	0.9998367	0.0604002	0.1441717	0.8908072	0.3386105	0.9999439	1.0000000

0	0.8686484	0.9951695	0.9714778	0.9998349	0.0604082	0.1441714	0.8908087	0.3386104	0.9999434	1.0000000
50	0.8620325	0.9970222	0.9772876	0.9998360	0.0603951	0.1438381	0.9206920	0.1361217	0.5428760	1.0000000
100	0.8633390	0.9975150	0.9786714	0.9998366	0.0601523	0.1416104	0.9644485	0.1058054	0.3700076	1.0000000
150	0.8811948	0.9976534	0.9790011	0.9998386	0.0593440	0.1390392	0.9817362	0.1210012	0.3046272	1.0000000
200	0.8988361	0.9976940	0.9790797	0.9998437	0.0582788	0.1375649	0.9843524	0.1373161	0.2799003	1.0000000
250	0.9099372	0.9977062	0.9790985	0.9998510	0.0574155	0.1370358	0.9823471	0.1462983	0.2705488	1.0000000
300	0.9156331	0.9977099	0.9791032	0.9998581	0.0569056	0.1369741	0.9800745	0.1501199	0.2670123	1.0000000
350	0.9182341	0.9977111	0.9791045	0.9998636	0.0566784	0.1370569	0.9786554	0.1514915	0.2656748	1.0000000
400	0.9193339	0.9977114	0.9791050	0.9998669	0.0566108	0.1371439	0.9779685	0.1519085	0.2651690	1.0000000
450	0.9197733	0.9977115	0.9791052	0.9998687	0.0566102	0.1371996	0.9776879	0.1520071	0.2649777	1.0000000
500	0.9199412	0.9977116	0.9791054	0.9998694	0.0566275	0.1372282	0.9775889	0.1520172	0.2649053	1.0000000
550	0.9117904	0.9959118	0.9732978	0.9998696	0.0566491	0.1375068	0.9418403	0.4302486	0.7219509	1.0000000
600	0.9031091	0.9954051	0.9719147	0.9998695	0.0568836	0.1401634	0.8737820	0.4148439	0.8948107	1.0000000
650	0.8929591	0.9952475	0.9715853	0.9998678	0.0578852	0.1442715	0.8559498	0.3752331	0.9601863	1.0000000
700	0.8827200	0.9951958	0.9715068	0.9998621	0.0594487	0.1463911	0.8658176	0.3529524	0.9849087	1.0000000
750	0.8755426	0.9951785	0.9714879	0.9998523	0.0606895	0.1463653	0.8777958	0.3433576	0.9942564	1.0000000
800	0.8716015	0.9951728	0.9714830	0.9998419	0.0612004	0.1456030	0.8851833	0.3398589	0.9977908	1.0000000
850	0.8697712	0.9951709	0.9714815	0.9998347	0.0611809	0.1449251	0.8887186	0.3387947	0.9991278	1.0000000
900	0.8690259	0.9951703	0.9714809	0.9998316	0.0609599	0.1445135	0.8901510	0.3385573	0.9996340	1.0000000
950	0.8687572	0.9951700	0.9714805	0.9998314	0.0607374	0.1443084	0.8906487	0.3385462	0.9998260	1.0000000
1000	0.8686727	0.9951700	0.9714804	0.9998325	0.0605803	0.1442198	0.8907911	0.3385732	0.9998989	1.0000000

0	0.8686484	0.9951695	0.9714778	0.9998349	0.0604082	0.1441714	0.8908087	0.3386104	0.9999434	1.0000000
50	0.7218753	0.9951615	0.9661833	0.5109089	0.0603989	0.1439928	0.9071760	0.2328733	0.9999437	1.0000000
100	0.6746235	0.9950327	0.9411778	0.3412262	0.0602614	0.1426623	0.9356062	0.2097437	0.9999441	1.0000000
150	0.6586045	0.9945319	0.8923356	0.2823378	0.0597611	0.1408674	0.9506048	0.2077205	0.9999454	1.0000000
200	0.6538637	0.9933402	0.8311151	0.2619012	0.0590287	0.1396348	0.9556190	0.2094094	0.9999476	1.0000000
250	0.6528085	0.9912185	0.7777471	0.2548096	0.0583648	0.1390408	0.9566012	0.2108435	0.9999498	1.0000000
300	0.6527182	0.9883092	0.7422553	0.2523494	0.0579142	0.1388233	0.9564717	0.2116024	0.9999514	1.0000000
350	0.6527771	0.9852252	0.7225570	0.2514962	0.0576639	0.1387676	0.9562149	0.2119317	0.9999525	1.0000000
400	0.6528132	0.9826394	0.7128182	0.2512005	0.0575454	0.1387645	0.9560464	0.2120576	0.9999531	1.0000000
450	0.6528215	0.9808510	0.7083463	0.2510981	0.0574969	0.1387720	0.9559624	0.2121017	0.9999534	1.0000000
500	0.6528188	0.9797827	0.7063893	0.2510627	0.0574802	0.1387783	0.9559261	0.2121164	0.9999536	1.0000000
550	0.8004654	0.9801474	0.7879308	0.7399901	0.0574783	0.1389025	0.9414165	0.3265240	0.9999536	1.0000000
600	0.8486924	0.9852340	0.8943447	0.9096734	0.0575748	0.1400040	0.9110805	0.3472015	0.9999535	1.0000000
650	0.8645331	0.9902411	0.9419834	0.9685616	0.0579978	0.1418640	0.8937295	0.3460462	0.9999525	1.0000000
700	0.8687309	0.9929887	0.9601466	0.9889966	0.0587226	0.1433388	0.8887098	0.3425205	0.9999505	1.0000000
750	0.8693265	0.9942464	0.9670183	0.9960850	0.0594557	0.1440578	0.8886135	0.3402642	0.9999482	1.0000000
800	0.8691168	0.9947860	0.9696868	0.9985410	0.0599776	0.1442725	0.8895034	0.3391998	0.9999463	1.0000000
850	0.8688790	0.9950115	0.9707511	0.9993903	0.0602608	0.1442804	0.8901957	0.3387823	0.9999450	1.0000000
900	0.8687420	0.9951048	0.9711830	0.9996831	0.0603799	0.1442403	0.8905644	0.3386447	0.9999443	1.0000000
950	0.8686806	0.9951432	0.9713594	0.9997838	0.0604153	0.1442061	0.8907253	0.3386093	0.9999440	1.0000000
1000	0.8686574	0.9951590	0.9714315	0.9998183	0.0604182	0.1441865	0.8907850	0.3386046	0.9999439	1.0000000

0	0.8686484	0.9951695	0.9714778	0.9998349	0.0604082	0.1441714	0.8908087	0.3386104	0.9999434	1.0000000
50	0.8652434	0.9951640	0.9679128	0.6478176	0.0603982	0.1439645	0.9094999	0.2219097	0.6650346	0.8581007
100	0.8661805	0.9950842	0.9540415	0.5256494	0.0602428	0.1425051	0.9379983	0.2211805	0.5383682	0.7965702
150	0.8763539	0.9948356	0.9337704	0.4832512	0.0597077	0.1407779	0.9460212	0.2475101	0.4904621	0.7698893
200	0.8873123	0.9944103	0.9144401	0.4685382	0.0590032	0.1399753	0.9406589	0.2686710	0.4723442	0.7583199
250	0.8948907	0.9938972	0.9006114	0.4634338	0.0584948	0.1400457	0.9323458	0.2801029	0.4654924	0.7533031
300	0.8991156	0.9934187	0.8924849	0.4616636	0.0583135	0.1404994	0.9260449	0.2851495	0.4629012	0.7511278
350	0.9011730	0.9930537	0.8882916	0.4610498	0.0583766	0.1409621	0.9224529	0.2870841	0.4619210	0.7501845
400	0.9020803	0.9928154	0.8863042	0.4608368	0.0585431	0.1412875	0.9207350	0.2877376	0.4615501	0.7497755
450	0.9024491	0.9926771	0.8854135	0.4607625	0.0587113	0.1414740	0.9200137	0.2879281	0.4614096	0.7495981
500	0.9025886	0.9926036	0.8850291	0.4607363	0.0588379	0.1415665	0.9197429	0.2879719	0.4613563	0.7495212
550	0.9007801	0.9926280	0.9039496	0.8127503	0.0589234	0.1418272	0.8976155	0.4118185	0.7962465	0.8913871
600	0.8954305	0.9931121	0.9368660	0.9349169	0.0591386	0.1435827	0.8653507	0.3923063	0.9229057	0.9529032
650	0.8869727	0.9938543	0.9560070	0.9773134	0.0598015	0.1457140	0.8622973	0.3641932	0.9708082	0.9795778
700	0.8789705	0.9944465	0.9648215	0.9920237	0.0606608	0.1464047	0.8722818	0.3486297	0.9889236	0.9911445
750	0.8736233	0.9948059	0.9686474	0.9971243	0.0611992	0.1459582	0.8814586	0.3419214	0.9957739	0.9961601
800	0.8707596	0.9949965	0.9702830	0.9988912	0.0612849	0.1452562	0.8868182	0.3394763	0.9983647	0.9983349
850	0.8694468	0.9950903	0.9709780	0.9995035	0.0611040	0.1447245	0.8893361	0.3387352	0.9993451	0.9992780
900	0.8689161	0.9951343	0.9712713	0.9997167	0.0608626	0.1444183	0.8903475	0.3385715	0.9997164	0.9996869
950	0.8687255	0.9951543	0.9713942	0.9997920	0.0606663	0.1442694	0.8906970	0.3385649	0.9998573	0.9998642
1000	0.8686658	0.9951632	0.9714451	0.9998193	0.0605386	0.1442058	0.8907964	0.3385843	0.9999109	0.9999411
