"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.3489085	0.2346157	0.0177291	0.8983093	0.0851390	0.2969340	0.9967106	0.8817574	0.8414157	0.1564942
100	0.2254506	0.1283380	0.0078963	0.8986464	0.0850603	0.2956040	0.9990953	0.8877793	0.8746225	0.1403310
150	0.1345018	0.1001387	0.0043034	0.8993762	0.0848829	0.2943574	0.9997192	0.8967485	0.8940234	0.1290822
200	0.0886886	0.0913915	0.0029887	0.9002024	0.0846734	0.2935300	0.9998830	0.9044813	0.9062345	0.1208574
250	0.0684624	0.0879404	0.0025072	0.9008781	0.0844942	0.2930608	0.9999264	0.9100363	0.9144523	0.1152704
300	0.0599389	0.0861972	0.0023308	0.9013358	0.0843673	0.2928154	0.9999382	0.9137976	0.9199659	0.1115555
350	0.0563767	0.0851633	0.0022661	0.9016113	0.0842874	0.2926925	0.9999416	0.9162947	0.9236261	0.1090987
400	0.0548588	0.0845042	0.0022424	0.9017648	0.0842409	0.2926322	0.9999427	0.9179400	0.9260416	0.1074791
450	0.0541821	0.0840733	0.0022338	0.9018461	0.0842153	0.2926029	0.9999432	0.9190205	0.9276310	0.1064139
500	0.0538593	0.0837898	0.0022306	0.9018877	0.0842017	0.2925886	0.9999434	0.9197291	0.9286751	0.1057143
550	0.0809560	0.4803876	0.0291538	0.9018803	0.0842008	0.2930349	0.9912790	0.9198304	0.9122640	0.1543892
600	0.1763906	0.5814384	0.0389868	0.9015784	0.0842680	0.2942849	0.9890112	0.9171848	0.8884771	0.1662056
650	0.2665765	0.6128189	0.0425926	0.9009006	0.0844291	0.2954699	0.9883905	0.9123496	0.8739890	0.1755442
700	0.3225860	0.6263663	0.0439185	0.9001203	0.0846252	0.2962666	0.9881789	0.9073503	0.8637470	0.1836523
750	0.3527096	0.6343860	0.0444072	0.8994720	0.0847972	0.2967300	0.9880680	0.9029926	0.8555982	0.1902880
800	0.3684854	0.6401396	0.0445880	0.8990236	0.0849225	0.2969857	0.9879872	0.8993478	0.8489890	0.1956999
850	0.3771520	0.6446286	0.0446553	0.8987444	0.0850041	0.2971276	0.9879213	0.8963174	0.8435983	0.2001497
900	0.3823850	0.6482453	0.0446809	0.8985794	0.0850543	0.2972099	0.9878665	0.8937940	0.8391721	0.2038314
950	0.3858956	0.6511999	0.0446909	0.8984828	0.0850843	0.2972612	0.9878207	0.8916867	0.8355160	0.2068923
1000	0.3884622	0.6536324	0.0446952	0.8984248	0.0851025	0.2972955	0.9877825	0.8899219	0.8324811	0.2094469

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.6609746	0.6638666	0.0447020	0.8982785	0.5049548	0.2974197	0.9875908	0.8821510	0.8513425	0.2199558
100	0.7546424	0.6529876	0.0447020	0.8982775	0.6590764	0.2974201	0.9876149	0.8900883	0.8891664	0.2057946
150	0.7870273	0.6377227	0.0447017	0.8982775	0.7156580	0.2974145	0.9877038	0.9005153	0.9085584	0.1890207
200	0.7968710	0.6248895	0.0447008	0.8982814	0.7364301	0.2973952	0.9878339	0.9087245	0.9201178	0.1767998
250	0.7987300	0.6158076	0.0446992	0.8982932	0.7440553	0.2973616	0.9879596	0.9142223	0.9273968	0.1689475
300	0.7981040	0.6097865	0.0446974	0.8983142	0.7468536	0.2973207	0.9880582	0.9177150	0.9319357	0.1640398
350	0.7969738	0.6059160	0.0446955	0.8983414	0.7478795	0.2972804	0.9881273	0.9198917	0.9347365	0.1609958
400	0.7959666	0.6034723	0.0446940	0.8983704	0.7482548	0.2972459	0.9881729	0.9212372	0.9364573	0.1591160
450	0.7952175	0.6019466	0.0446928	0.8983970	0.7483914	0.2972191	0.9882021	0.9220653	0.9375129	0.1579587
500	0.7947036	0.6010010	0.0446920	0.8984192	0.7484406	0.2971995	0.9882204	0.9225739	0.9381600	0.1572476
550	0.5143556	0.6008336	0.0446914	0.8984362	0.3286288	0.2971859	0.9882317	0.9226722	0.9271974	0.1572747
600	0.4137159	0.6043867	0.0446910	0.8984487	0.1745045	0.2971768	0.9882338	0.9208087	0.9046734	0.1610646
650	0.3789981	0.6119297	0.0446908	0.8984573	0.1179208	0.2971721	0.9882146	0.9166740	0.8867820	0.1685298
700	0.3693644	0.6205466	0.0446909	0.8984621	0.0971470	0.2971736	0.9881690	0.9117009	0.8737524	0.1767821
750	0.3693115	0.6283783	0.0446914	0.8984626	0.0895207	0.2971829	0.9881059	0.9069479	0.8636155	0.1842357
800	0.3725608	0.6349483	0.0446921	0.8984577	0.0867221	0.2971994	0.9880373	0.9027788	0.8554883	0.1905615
850	0.3765598	0.6403285	0.0446931	0.8984475	0.0856967	0.2972210	0.9879717	0.8992334	0.8489069	0.1958418
900	0.3803483	0.6447139	0.0446942	0.8984333	0.0853230	0.2972448	0.9879127	0.8962517	0.8435363	0.2002328
950	0.3836338	0.6482962	0.0446953	0.8984166	0.0851887	0.2972685	0.9878616	0.8937525	0.8391237	0.2038858
1000	0.3863850	0.6512357	0.0446963	0.8983992	0.0851424	0.2972906	0.9878179	0.8916581	0.8354771	0.2069311

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.3993908	0.6657548	0.0169473	0.3219847	0.1711157	0.3005281	0.9964955	0.8812015	0.8251197	0.2218154
100	0.3994697	0.6639438	0.0068473	0.1540184	0.2033858	0.3280729	0.9984176	0.8831702	0.8363351	0.2182829
150	0.3987883	0.6598180	0.0031691	0.1029522	0.2204005	0.4277324	0.9975412	0.8864693	0.8443648	0.2129366
200	0.3970771	0.6552979	0.0018320	0.0811011	0.2522267	0.5936442	0.9954200	0.8898486	0.8520515	0.2077886
250	0.3946904	0.6506509	0.0013499	0.0639863	0.3342928	0.7443489	0.9936917	0.8931895	0.8634539	0.2026891
300	0.3918680	0.6448447	0.0011791	0.0500321	0.4552687	0.8481072	0.9926849	0.8971969	0.8802082	0.1962941
350	0.3884230	0.6372577	0.0011205	0.0405299	0.5668915	0.9120971	0.9921704	0.9022066	0.8975545	0.1881888
400	0.3841327	0.6288685	0.0011013	0.0347885	0.6465043	0.9489156	0.9919419	0.9074999	0.9114105	0.1797855
450	0.3792114	0.6211441	0.0010955	0.0315349	0.6962667	0.9690355	0.9918641	0.9121694	0.9212485	0.1725775
500	0.3742270	0.6149050	0.0010939	0.0297575	0.7252124	0.9796788	0.9918550	0.9158044	0.9278936	0.1671044
550	0.3697292	0.6102889	0.0290858	0.2543028	0.7105864	0.9170993	0.9009477	0.9184080	0.9315403	0.1632665
600	0.3660315	0.6070266	0.0398019	0.3554718	0.6514127	0.6986427	0.9268875	0.9200730	0.9324233	0.1609062
650	0.3631998	0.6050982	0.0436696	0.4778178	0.4947960	0.5272850	0.9565261	0.9208372	0.9281557	0.1600044
700	0.3613227	0.6055040	0.0448070	0.6164157	0.3223486	0.4225760	0.9732353	0.9203871	0.9168594	0.1612006
750	0.3607540	0.6089637	0.0450018	0.7308495	0.2057589	0.3630410	0.9813978	0.9183789	0.9016443	0.1650302
800	0.3618410	0.6148840	0.0449418	0.8063308	0.1430255	0.3310050	0.9850886	0.9150041	0.8869454	0.1709535
850	0.3645133	0.6218506	0.0448506	0.8500039	0.1123575	0.3143546	0.9867032	0.9109165	0.8746180	0.1777288
900	0.3682563	0.6286673	0.0447829	0.8735558	0.0979009	0.3058622	0.9873996	0.9067574	0.8645987	0.1843279
950	0.3724203	0.6347439	0.0447418	0.8858030	0.0911499	0.3015751	0.9876909	0.9029024	0.8564401	0.1902564
1000	0.3764952	0.6399266	0.0447192	0.8920531	0.0879882	0.2994256	0.9878011	0.8994963	0.8497658	0.1953845

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.4012288	0.7074376	0.0447020	0.8982785	0.0851459	0.2974202	0.9875368	0.8394054	0.4964081	0.2950283
100	0.4183895	0.7876917	0.0447032	0.8982757	0.0851466	0.2974454	0.9868860	0.7191010	0.4355246	0.4553179
150	0.4501607	0.8503789	0.0447105	0.8982516	0.0851522	0.2976012	0.9849675	0.5750833	0.3684384	0.6036554
200	0.4837177	0.8955969	0.0447324	0.8981422	0.0851782	0.2980645	0.9811381	0.4298341	0.3140967	0.7276739
250	0.5119409	0.9268527	0.0447802	0.8978349	0.0852526	0.2990733	0.9741876	0.3059377	0.2768158	0.8189244
300	0.5330957	0.9469955	0.0448726	0.8971605	0.0854189	0.3010001	0.9623322	0.2175311	0.2535324	0.8770684
350	0.5477927	0.9591861	0.0450396	0.8958565	0.0857463	0.3043956	0.9441797	0.1622915	0.2399945	0.9106536
400	0.5574245	0.9662328	0.0453190	0.8935426	0.0863412	0.3098491	0.9205282	0.1304409	0.2325518	0.9290949
450	0.5634470	0.9701634	0.0457397	0.8897909	0.0873397	0.3176009	0.8951150	0.1128677	0.2287056	0.9389905
500	0.5670676	0.9722671	0.0462959	0.8843376	0.0888636	0.3271549	0.8725410	0.1034528	0.2269635	0.9441965
550	0.5688586	0.9633730	0.0469286	0.8773360	0.0909448	0.3372748	0.8601372	0.1413093	0.3803563	0.9091777
600	0.5668764	0.9420523	0.0473914	0.8696234	0.0934084	0.3445151	0.8847953	0.2370170	0.4010407	0.8342892
650	0.5608401	0.9235298	0.0472684	0.8637387	0.0954737	0.3433478	0.9213195	0.3195429	0.4243191	0.7749198
700	0.5531350	0.9084365	0.0467171	0.8627843	0.0960178	0.3353479	0.9456539	0.3839624	0.4471235	0.7279374
750	0.5454215	0.8953236	0.0461249	0.8667488	0.0949130	0.3257950	0.9593130	0.4365997	0.4672522	0.6875783
800	0.5382554	0.8835870	0.0456682	0.8730896	0.0929705	0.3177492	0.9670510	0.4805657	0.4851127	0.6522779
850	0.5317104	0.8729317	0.0453611	0.8794199	0.0909907	0.3119030	0.9717382	0.5177312	0.5014075	0.6211964
900	0.5257195	0.8631042	0.0451659	0.8845805	0.0893654	0.3079246	0.9748027	0.5496720	0.5166519	0.5934387
950	0.5201803	0.8538763	0.0450432	0.8883633	0.0881707	0.3052754	0.9769479	0.5776809	0.5311886	0.5681951
1000	0.5149862	0.8450631	0.0449647	0.8909880	0.0873417	0.3035027	0.9785378	0.6027259	0.5452460	0.5448416

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.6600749	0.1794215	0.0447022	0.5590829	0.0821874	0.2002000	0.9872491	0.9073618	0.8528172	0.1253757
100	0.7212476	0.0606832	0.0447068	0.4732950	0.0768783	0.1666979	0.9856852	0.9199819	0.9003628	0.1043729
150	0.7308612	0.0310059	0.0447228	0.4538207	0.0737178	0.1583673	0.9833866	0.9302567	0.9252456	0.0922915
200	0.7318117	0.0231950	0.0447501	0.4497262	0.0722870	0.1583091	0.9815196	0.9375332	0.9385573	0.0844750
250	0.7316865	0.0209220	0.0447805	0.4487848	0.0717213	0.1598325	0.9804749	0.9420968	0.9462609	0.0797614
300	0.7315369	0.0201433	0.0448060	0.4484112	0.0715284	0.1610700	0.9800107	0.9448216	0.9507768	0.0769920
350	0.7314540	0.0198192	0.0448235	0.4481693	0.0714781	0.1618120	0.9798323	0.9464212	0.9534138	0.0753736
400	0.7314146	0.0196608	0.0448339	0.4480056	0.0714742	0.1622093	0.9797702	0.9473551	0.9549498	0.0744288
450	0.7313967	0.0195755	0.0448396	0.4479038	0.0714813	0.1624115	0.9797501	0.9478993	0.9558441	0.0738777
500	0.7313887	0.0195273	0.0448424	0.4478454	0.0714884	0.1625123	0.9797441	0.9482163	0.9563648	0.0735563
550	0.3108972	0.4529074	0.0448408	0.8120142	0.0724281	0.2648033	0.9823692	0.9324723	0.9348830	0.1397281
600	0.2446550	0.5646401	0.0448169	0.8937357	0.0761938	0.2907948	0.9858531	0.9252682	0.9033951	0.1550957
650	0.2820600	0.6011964	0.0447771	0.9033543	0.0803709	0.2967355	0.9874113	0.9183938	0.8847972	0.1667107
700	0.3223250	0.6180274	0.0447416	0.9011985	0.0830418	0.2976950	0.9879285	0.9120769	0.8722438	0.1766771
750	0.3486165	0.6281781	0.0447181	0.8992937	0.0843316	0.2976146	0.9880407	0.9067822	0.8624419	0.1847028
800	0.3641220	0.6353491	0.0447051	0.8985381	0.0848554	0.2974436	0.9880192	0.9024432	0.8545495	0.1911525
850	0.3734010	0.6408312	0.0446991	0.8983467	0.0850412	0.2973433	0.9879638	0.8988761	0.8481472	0.1964050
900	0.3793353	0.6451805	0.0446969	0.8983337	0.0850992	0.2973038	0.9879065	0.8959242	0.8429160	0.2007261
950	0.3834425	0.6486967	0.0446965	0.8983517	0.0851152	0.2972973	0.9878559	0.8934681	0.8386132	0.2043050
1000	0.3864812	0.6515712	0.0446968	0.8983624	0.0851198	0.2973053	0.9878127	0.8914160	0.8350545	0.2072839

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.4677211	0.5984818	0.0447020	0.9184556	0.0812771	0.1584493	0.9875976	0.8809346	0.8172283	0.2223377
100	0.4793757	0.5824272	0.0447019	0.9571380	0.0753154	0.1053679	0.9876667	0.8807557	0.8160586	0.2226286
150	0.4764844	0.5789262	0.0447012	0.9802250	0.0722964	0.0849993	0.9877838	0.8803979	0.8147726	0.2232154
200	0.4728156	0.5785635	0.0446999	0.9902741	0.0710609	0.0771374	0.9878829	0.8799255	0.8137070	0.2239503
250	0.4707516	0.5789393	0.0446984	0.9942325	0.0705796	0.0740853	0.9879427	0.8794417	0.8128079	0.2246705
300	0.4699202	0.5794418	0.0446971	0.9957447	0.0703948	0.0728941	0.9879713	0.8789953	0.8120353	0.2253185
350	0.4697280	0.5799218	0.0446962	0.9963189	0.0703240	0.0724270	0.9879818	0.8785995	0.8113704	0.2258862
400	0.4698089	0.5803479	0.0446956	0.9965375	0.0702970	0.0722432	0.9879832	0.8782540	0.8107981	0.2263790
450	0.4699851	0.5807183	0.0446953	0.9966212	0.0702867	0.0721708	0.9879807	0.8779545	0.8103055	0.2268051
500	0.4701805	0.5810384	0.0446952	0.9966535	0.0702827	0.0721423	0.9879770	0.8776954	0.8098811	0.2271730
550	0.3968279	0.6483002	0.0446952	0.9912072	0.0704778	0.2099610	0.9879718	0.8774718	0.8095212	0.2274903
600	0.3868318	0.6648146	0.0446952	0.9676199	0.0723341	0.2626062	0.9879489	0.8772846	0.8093456	0.2277530
650	0.3919658	0.6689109	0.0446955	0.9396011	0.0760461	0.2829344	0.9878855	0.8771715	0.8096093	0.2278930
700	0.3971505	0.6698393	0.0446962	0.9198179	0.0796495	0.2910356	0.9877929	0.8771964	0.8102429	0.2278105
750	0.4001099	0.6698565	0.0446973	0.9087827	0.0821320	0.2944479	0.9877017	0.8773689	0.8109934	0.2275089
800	0.4014452	0.6695771	0.0446987	0.9032737	0.0835767	0.2959834	0.9876325	0.8776383	0.8117171	0.2270805
850	0.4019048	0.6692087	0.0447000	0.9006488	0.0843495	0.2967146	0.9875892	0.8779453	0.8123694	0.2266153
900	0.4019519	0.6688330	0.0447011	0.8994110	0.0847469	0.2970756	0.9875660	0.8782499	0.8129428	0.2261666
950	0.4018251	0.6684826	0.0447018	0.8988223	0.0849477	0.2972569	0.9875557	0.8785318	0.8134406	0.2257579
1000	0.4016375	0.6681691	0.0447023	0.8985380	0.0850487	0.2973480	0.9875525	0.8787835	0.8138697	0.2253964

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.3520207	0.2605966	0.0447020	0.8982785	0.0906937	0.2974197	0.9875899	0.8809549	0.8179139	0.2222979
100	0.2352399	0.1621843	0.0447020	0.8982775	0.0927306	0.2974208	0.9875883	0.8809991	0.8185330	0.2221864
150	0.1471589	0.1382043	0.0447020	0.8982766	0.0934786	0.2974217	0.9875882	0.8811576	0.8189777	0.2219161
200	0.1016682	0.1323189	0.0447021	0.8982759	0.0937533	0.2974221	0.9875898	0.8813430	0.8193367	0.2216310
250	0.0813281	0.1308393	0.0447021	0.8982755	0.0938542	0.2974220	0.9875923	0.8815170	0.8196416	0.2213755
300	0.0728325	0.1304375	0.0447020	0.8982754	0.0938912	0.2974216	0.9875950	0.8816701	0.8199000	0.2211548
350	0.0694211	0.1303040	0.0447020	0.8982756	0.0939047	0.2974208	0.9875975	0.8818016	0.8201185	0.2209666
400	0.0680834	0.1302411	0.0447020	0.8982761	0.0939096	0.2974199	0.9875999	0.8819134	0.8203030	0.2208070
450	0.0675643	0.1302001	0.0447019	0.8982767	0.0939113	0.2974190	0.9876018	0.8820082	0.8204588	0.2206719
500	0.0673613	0.1301684	0.0447019	0.8982773	0.0939118	0.2974181	0.9876036	0.8820883	0.8205904	0.2205579
550	0.1011688	0.5341535	0.0447018	0.8982780	0.0883641	0.2974174	0.9876050	0.8821391	0.8202033	0.2204944
600	0.2065903	0.6324789	0.0447018	0.8982786	0.0863274	0.2974167	0.9876058	0.8820609	0.8195318	0.2206539
650	0.2994064	0.6565966	0.0447018	0.8982791	0.0855795	0.2974162	0.9876052	0.8818754	0.8190417	0.2209625
700	0.3533024	0.6626686	0.0447018	0.8982795	0.0853049	0.2974161	0.9876032	0.8816672	0.8186431	0.2212802
750	0.3795272	0.6643277	0.0447018	0.8982797	0.0852041	0.2974164	0.9876003	0.8814732	0.8183034	0.2215645
800	0.3911610	0.6648884	0.0447018	0.8982795	0.0851671	0.2974171	0.9875972	0.8813023	0.8180144	0.2218107
850	0.3960670	0.6651594	0.0447019	0.8982791	0.0851536	0.2974180	0.9875943	0.8811548	0.8177689	0.2220218
900	0.3980949	0.6653399	0.0447019	0.8982785	0.0851488	0.2974191	0.9875917	0.8810285	0.8175603	0.2222019
950	0.3989451	0.6654814	0.0447020	0.8982778	0.0851472	0.2974201	0.9875895	0.8809209	0.8173831	0.2223553
1000	0.3993238	0.6655987	0.0447020	0.8982771	0.0851467	0.2974211	0.9875875	0.8808293	0.8172324	0.2224858

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.3993281	0.6636792	0.0446860	0.7402686	0.0851508	0.2977936	0.9939006	0.8822916	0.8572694	0.1136415
100	0.3980899	0.6502851	0.0446433	0.6940742	0.0852212	0.2992660	0.9955325	0.8919341	0.9104626	0.0912151
150	0.3927027	0.6301875	0.0446043	0.6800248	0.0854270	0.3011695	0.9959723	0.9051837	0.9371066	0.0793224
200	0.3834513	0.6133043	0.0445792	0.6751701	0.0857320	0.3027198	0.9961232	0.9153976	0.9503187	0.0720072
250	0.3732608	0.6020060	0.0445653	0.6731033	0.0860428	0.3037125	0.9961980	0.9217843	0.9574245	0.0678032
300	0.3644955	0.5951364	0.0445581	0.6720571	0.0862935	0.3042717	0.9962430	0.9254803	0.9613374	0.0654571
350	0.3580003	0.5911387	0.0445545	0.6714888	0.0864672	0.3045667	0.9962709	0.9275591	0.9634959	0.0641563
400	0.3536222	0.5888633	0.0445526	0.6711789	0.0865759	0.3047177	0.9962877	0.9287161	0.9646866	0.0634359
450	0.3508493	0.5875838	0.0445516	0.6710130	0.0866393	0.3047941	0.9962975	0.9293575	0.9653438	0.0630370
500	0.3491653	0.5868692	0.0445511	0.6709260	0.0866748	0.3048325	0.9963031	0.9297126	0.9657070	0.0628161
550	0.3481915	0.5873197	0.0445685	0.8281976	0.0866753	0.3037130	0.9892722	0.9295072	0.9433582	0.1349766
600	0.3483121	0.5940640	0.0446142	0.8746433	0.0865033	0.3012878	0.9880716	0.9261922	0.9099572	0.1512729
650	0.3509906	0.6055690	0.0446528	0.8892859	0.0861609	0.2994608	0.9880263	0.9201726	0.8899312	0.1633194
700	0.3562791	0.6167999	0.0446748	0.8944812	0.0858058	0.2983850	0.9880770	0.9138851	0.8763287	0.1737355
750	0.3627289	0.6260153	0.0446853	0.8965883	0.0855303	0.2978059	0.9880736	0.9084017	0.8657098	0.1822091
800	0.3690104	0.6333113	0.0446901	0.8975372	0.0853477	0.2975129	0.9880318	0.9038327	0.8571832	0.1890665
850	0.3744906	0.6391078	0.0446925	0.8979885	0.0852383	0.2973755	0.9879764	0.9000485	0.8502879	0.1946696
900	0.3790351	0.6437599	0.0446940	0.8982044	0.0851777	0.2973191	0.9879207	0.8969077	0.8446693	0.1992834
950	0.3827294	0.6475298	0.0446951	0.8983037	0.0851466	0.2973030	0.9878701	0.8942922	0.8400583	0.2031037
1000	0.3857191	0.6506103	0.0446961	0.8983446	0.0851322	0.2973055	0.9878260	0.8921071	0.8362518	0.2062810

0	0.3992455	0.6653212	0.0447019	0.8982795	0.0851456	0.2974184	0.9875922	0.8810485	0.8175925	0.2221738
50	0.3993682	0.6654617	0.0447022	0.6731350	0.0851601	0.2984832	0.9873340	0.8809377	0.8174107	0.2223315
100	0.3994724	0.6655804	0.0447053	0.6070829	0.0853568	0.3024780	0.9864463	0.8808439	0.8172687	0.2224647
150	0.3995603	0.6656748	0.0447143	0.5864222	0.0859306	0.3077275	0.9853854	0.8807690	0.8172019	0.2225692
200	0.3996317	0.6657331	0.0447278	0.5785464	0.0868111	0.3122417	0.9845708	0.8807217	0.8172364	0.2226298
250	0.3996827	0.6657443	0.0447419	0.5745753	0.0877587	0.3153550	0.9840760	0.8807111	0.8173599	0.2226333
300	0.3997080	0.6657074	0.0447537	0.5721940	0.0885749	0.3172794	0.9838052	0.8807380	0.8175378	0.2225809
350	0.3997053	0.6656327	0.0447622	0.5707079	0.0891834	0.3184148	0.9836601	0.8807949	0.8177365	0.2224866
400	0.3996770	0.6655353	0.0447678	0.5697936	0.0895965	0.3190751	0.9835810	0.8808702	0.8179337	0.2223687
450	0.3996293	0.6654286	0.0447712	0.5692431	0.0898609	0.3194588	0.9835368	0.8809531	0.8181177	0.2222430
500	0.3995699	0.6653225	0.0447733	0.5689166	0.0900242	0.3196824	0.9835117	0.8810360	0.8182835	0.2221200
550	0.3995055	0.6652227	0.0447736	0.7903466	0.0900580	0.3163916	0.9843606	0.8811141	0.8184281	0.2220057
600	0.3994413	0.6651348	0.0447657	0.8568807	0.0895026	0.3093481	0.9858812	0.8811833	0.8185091	0.2219063
650	0.3993824	0.6650770	0.0447498	0.8796254	0.0884042	0.3040538	0.9867997	0.8812297	0.8184548	0.2218453
700	0.3993375	0.6650727	0.0447333	0.8890126	0.0872907	0.3009234	0.9872355	0.8812352	0.8182902	0.2218510
750	0.3993175	0.6651247	0.0447206	0.8934984	0.0864430	0.2992239	0.9874296	0.8811968	0.8180790	0.2219223
800	0.3993276	0.6652162	0.0447124	0.8957962	0.0858874	0.2983369	0.9875155	0.8811270	0.8178624	0.2220363
850	0.3993649	0.6653267	0.0447075	0.8969954	0.0855541	0.2978835	0.9875539	0.8810416	0.8176593	0.2221683
900	0.3994211	0.6654409	0.0447049	0.8976195	0.0853649	0.2976541	0.9875712	0.8809526	0.8174772	0.2223016
950	0.3994870	0.6655496	0.0447035	0.8979415	0.0852614	0.2975389	0.9875788	0.8808675	0.8173174	0.2224267
1000	0.3995552	0.6656485	0.0447028	0.8981061	0.0852063	0.2974812	0.9875819	0.8807898	0.8171792	0.2225395
