"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
250	0.5159055	0.7218677	0.0450159	0.2476360	0.2436329	0.1476791	0.6568343	0.7017851	0.3622008	0.0935046
300	0.5336697	0.6582970	0.0609489	0.2734391	0.2385192	0.1932224	0.7004046	0.6903524	0.4339423	0.0822858
350	0.5317849	0.6954891	0.0721646	0.2671353	0.1635174	0.1076460	0.6771022	0.7959370	0.4005594	0.1021904
400	0.6455300	0.8256420	0.0424932	0.2612157	0.3055474	0.1331097	0.6409668	0.7553222	0.4000555	0.0661137
450	0.4766515	0.6366970	0.1024517	0.3170945	0.3064299	0.1575238	0.6903066	0.7158708	0.4565333	0.0638708
500	0.5782051	0.6197189	0.0731382	0.1849465	0.2144360	0.1697085	0.6963395	0.7225426	0.5424733	0.0525603
550	0.4378171	0.6923376	0.4127055	0.1161402	0.1321137	0.1604842	0.6727169	0.6306784	0.2689441	0.5953900
600	0.4676805	0.5945102	0.6094455	0.0733081	0.1512466	0.1246297	0.7379241	0.6675304	0.1442765	0.6772599
650	0.5015125	0.6153102	0.6210840	0.0476198	0.1583210	0.1243542	0.7218405	0.7360121	0.0812678	0.7560277
700	0.5408429	0.6315565	0.7612035	0.0596223	0.0911735	0.1698112	0.8654019	0.7777665	0.1008481	0.7062303
750	0.5232628	0.7562813	0.7918250	0.1126730	0.1108720	0.1517907	0.8314609	0.8314361	0.0880596	0.6330531
800	0.4727694	0.8090328	0.7365364	0.0720249	0.1448612	0.1691539	0.7465173	0.7388884	0.0794837	0.6402537
850	0.5774032	0.7523030	0.7762842	0.1081698	0.0882356	0.1897911	0.7121736	0.7289746	0.0881743	0.7586159
900	0.5810482	0.7021091	0.7822201	0.0577679	0.0804119	0.2351469	0.8787043	0.7177101	0.0616518	0.7625792
950	0.4696250	0.6916535	0.7092369	0.0845074	0.0363555	0.1621180	0.7306450	0.7279261	0.0922241	0.6777651
1000	0.4769033	0.7754032	0.6720678	0.0502348	0.0834247	0.1736058	0.7455910	0.7515352	0.0945447	0.8314717

0	0.4868537	0.7643192	0.8328113	0.0908078	0.1011759	0.1523416	0.7673488	0.8002398	0.0700380	0.8944603
50	0.5214258	0.6172124	0.7319422	0.0463858	0.1258441	0.0521197	0.6801515	0.7274484	0.0356033	0.7293241
100	0.4941307	0.7142778	0.7429786	0.0940289	0.2915023	0.0136019	0.6714206	0.8787767	0.0090778	0.8016096
150	0.5690310	0.7261607	0.6940526	0.0841582	0.3819174	0.0205928	0.7330438	0.8300934	0.0047997	0.7771775
200	0.4629564	0.6806615	0.8230284	0.2354718	0.3868098	0.0110955	0.7527721	0.7371228	0.0240437	0.6746029
250	0.5478826	0.7310453	0.5864470	0.2595267	0.3848830	0.0067661	0.7625560	0.8340810	0.0030059	0.7255391
300	0.5680730	0.7742291	0.4343914	0.2640448	0.4504526	0.0351931	0.6594057	0.8008716	0.0013969	0.7763982
350	0.6495035	0.6816895	0.2507749	0.2572581	0.4994980	0.0149529	0.6383211	0.8094115	0.0000772	0.7978161
400	0.6458610	0.8228260	0.3014003	0.3057325	0.4776635	0.0143097	0.7146349	0.8736177	0.0004312	0.6900328
450	0.6887920	0.7309977	0.2492524	0.2404079	0.4883254	0.0193194	0.8250643	0.8527369	0.0013467	0.6140164
500	0.4021678	0.6746357	0.1700534	0.2350485	0.4764823	0.0098639	0.7233038	0.7319894	0.0007958	0.7874289
550	0.6254534	0.7135071	0.1564310	0.2834633	0.4421835	0.0857234	0.6939157	0.6431607	0.0544311	0.6682239
600	0.3770246	0.8165164	0.1724195	0.2373861	0.3753929	0.2219475	0.6932330	0.6193996	0.0705608	0.5760574
650	0.5855788	0.7158622	0.1958104	0.2294346	0.1989734	0.1879964	0.7685351	0.7673232	0.0576827	0.7797901
700	0.5776002	0.9016408	0.2973487	0.1522527	0.2069708	0.1824872	0.7090891	0.6937133	0.1046965	0.7649670
750	0.4929106	0.6968438	0.5313386	0.1405731	0.2589857	0.1410068	0.6843329	0.6941485	0.0733137	0.7875823
800	0.5716112	0.7089343	0.7187677	0.0422100	0.1806929	0.1540149	0.6870375	0.6815509	0.1037085	0.7365753
850	0.5463610	0.7352393	0.7036818	0.0995170	0.1284307	0.1121617	0.6953635	0.8562240	0.1944318	0.7173743
900	0.5616302	0.7929166	0.7670960	0.1397058	0.1409592	0.1913953	0.8267384	0.8446405	0.0767719	0.6304085
950	0.5728720	0.6282321	0.6284040	0.0715961	0.0966912	0.2017046	0.7247482	0.7215152	0.0548550	0.6252717
1000	0.4890334	0.6750934	0.6808959	0.0581275	0.0956614	0.1377489	0.7564458	0.6011260	0.0828389	0.7603671

0	0.4505107	0.6836210	0.8627458	0.0770620	0.0945583	0.1431965	0.7832143	0.8743105	0.0449435	0.7047483
50	0.5447050	0.7622425	0.0287302	0.0587791	0.1108014	0.0343671	0.3911378	0.3405133	0.1222968	0.5352007
100	0.5620059	0.5313349	0.0056540	0.0616133	0.2212105	0.0485160	0.2414338	0.2338143	0.1111589	0.6793884
150	0.4541428	0.5226987	0.0118670	0.0952904	0.2224125	0.0761341	0.3017113	0.2308060	0.1073726	0.5766751
200	0.5418440	0.7126525	0.0077664	0.0950147	0.2412355	0.1047317	0.2240518	0.1607225	0.1120302	0.5860540
250	0.4009688	0.6363452	0.0101001	0.0804635	0.1468678	0.1190768	0.3340371	0.1552087	0.1125454	0.6458147
300	0.4950867	0.5294451	0.0103549	0.0475204	0.0954651	0.1081345	0.2740790	0.0859024	0.0967950	0.6628809
350	0.5139757	0.6141614	0.0054364	0.0752219	0.0719775	0.1405412	0.2090808	0.1154253	0.0426149	0.5571923
400	0.5806734	0.5445986	0.0077462	0.0358989	0.0534199	0.1090067	0.3301501	0.1277909	0.1009915	0.5489508
450	0.6092418	0.5482661	0.0045259	0.0535245	0.0842978	0.0964465	0.2829228	0.0857903	0.1068506	0.4248894
500	0.4510704	0.7267239	0.0053969	0.0806797	0.0605258	0.1037690	0.3327831	0.0854973	0.0938138	0.4846868
550	0.5061167	0.5876901	0.7847702	0.0407529	0.0557099	0.3917415	0.6955235	0.3850220	0.1186392	0.6870379
600	0.5191795	0.6243311	0.6823974	0.1054127	0.0577544	0.4429247	0.8556866	0.6205253	0.0949819	0.8132272
650	0.5330563	0.7002983	0.7553695	0.0646626	0.0464362	0.1771152	0.6749661	0.6639865	0.1210952	0.7387829
700	0.4939385	0.6501883	0.8158709	0.0446802	0.0465956	0.2131553	0.7099036	0.8108008	0.0975967	0.6627012
750	0.5820150	0.5464475	0.7961613	0.0752925	0.0588702	0.2234303	0.6739588	0.7213426	0.1011036	0.8134790
800	0.6400006	0.8655730	0.7767395	0.0384663	0.0715012	0.2566746	0.7516877	0.7655603	0.1128969	0.8046577
850	0.5804744	0.8267949	0.6312553	0.0717215	0.1234687	0.1543043	0.8194697	0.7466778	0.0641683	0.9569210
900	0.4901080	0.5778555	0.6265588	0.1062804	0.1186048	0.1506561	0.7254451	0.7430461	0.0537823	0.7086641
950	0.5212192	0.8053935	0.7143446	0.0411390	0.0872488	0.1624325	0.7884782	0.7601700	0.0685435	0.7871290
1000	0.5268729	0.7561690	0.8276664	0.0479823	0.0814650	0.1846167	0.7381353	0.7281182	0.0516697	0.6708619

0	0.5811861	0.8826684	0.8307704	0.1234892	0.1071353	0.1741721	0.7920446	0.8117742	0.0425544	0.8498197
50	0.5636975	0.7095145	0.3447440	0.0634803	0.0836586	0.0710777	0.6169311	0.4171707	0.0546269	0.8014727
100	0.5647192	0.6506956	0.1982318	0.0136504	0.2388555	0.0330907	0.6028428	0.2601812	0.0850087	0.6883445
150	0.6186917	0.7207965	0.2881850	0.0727107	0.3625656	0.0371792	0.5688981	0.2573857	0.0865493	0.7670789
200	0.5553096	0.6947031	0.3355226	0.1285252	0.3862335	0.0378303	0.5965112	0.1908167	0.0794793	0.9433601
250	0.4334963	0.6523456	0.2282896	0.1297425	0.3723508	0.0482880	0.6412117	0.1430135	0.0875171	0.7716321
300	0.5390900	0.7039798	0.2240321	0.1205274	0.3224236	0.0583918	0.7431579	0.2019350	0.0452894	0.8522141
350	0.5647066	0.6916113	0.1994226	0.1910116	0.2878812	0.0547746	0.6608763	0.1937756	0.0786603	0.7866999
400	0.5887679	0.7520835	0.3074323	0.1796855	0.3403092	0.0486248	0.6443632	0.2663620	0.0913306	0.6873276
450	0.4612731	0.8224614	0.1939503	0.1228652	0.3968321	0.0544614	0.6501685	0.1699341	0.0449742	0.6055270
500	0.5145902	0.8027578	0.2171341	0.1165356	0.3028914	0.0449542	0.5788038	0.2007767	0.0683102	0.5837282
550	0.5534709	0.7781126	0.6404151	0.0917375	0.1753123	0.1565506	0.6916182	0.5686990	0.0320246	0.6934289
600	0.5987715	0.7496549	0.6401167	0.1495184	0.1434175	0.1572863	0.9902031	0.6826275	0.0595964	0.7146420
650	0.6804942	0.8749490	0.7445097	0.0946125	0.1364619	0.1495612	0.7654866	0.6240464	0.0929500	0.7082046
700	0.6560441	0.7971007	0.7582599	0.0665645	0.1506498	0.1291514	0.7223498	0.7575166	0.0875261	0.7560462
750	0.5825269	0.7116614	0.7744816	0.0731025	0.1758917	0.1693972	0.7487221	0.8168153	0.0966006	0.6379467
800	0.5983576	0.6193854	0.6960937	0.0496295	0.0635650	0.1678891	0.6774908	0.7685197	0.0851731	0.8197572
850	0.5756389	0.7841990	0.6190785	0.0439458	0.0812413	0.1298777	0.8056669	0.7256805	0.0660757	0.6859497
900	0.5497304	0.7875798	0.8140273	0.0241577	0.0842710	0.1715502	0.7598744	0.7540196	0.0728680	0.8801168
950	0.5410368	0.8051493	0.6458508	0.0735163	0.1072849	0.2334178	0.6203373	0.6611452	0.0394846	0.7299808
1000	0.5361462	0.7144913	0.9192441	0.0338454	0.0702091	0.2021570	0.8107957	0.7437127	0.0797261	0.7014582

0	0.5335216	0.7415191	0.8611413	0.0918127	0.1421780	0.1432970	0.7771890	0.8079700	0.0500544	0.8019609
50	0.4313905	0.4728776	0.8012198	0.0517043	0.1825982	0.0883044	0.7957090	0.6388308	0.0650489	0.6488005
100	0.2769034	0.3469315	0.5761570	0.0707926	0.1550595	0.0452438	0.5784034	0.7801772	0.0232164	0.7083934
150	0.1930148	0.2155717	0.7319507	0.0596915	0.1833978	0.0743325	0.8274671	0.6364040	0.0480215	0.5558819
200	0.1767181	0.3543604	0.7622372	0.1107743	0.2460121	0.0419438	0.7727136	0.7183270	0.0379035	0.5972509
250	0.1653805	0.2043885	0.6917128	0.0697499	0.2218744	0.0785356	0.8355920	0.6936799	0.0557573	0.6460255
300	0.1349299	0.3153510	0.8658559	0.0669665	0.2680709	0.0412658	0.7174938	0.6687289	0.0330063	0.4820817
350	0.1822535	0.2470586	0.6709476	0.1117848	0.2483390	0.0687811	0.8018213	0.6403417	0.0541314	0.5882192
400	0.2075369	0.2696092	0.6832143	0.0889238	0.3859238	0.0640327	0.6620660	0.7553955	0.0285046	0.5921942
450	0.2077306	0.2528879	0.6533952	0.1237110	0.3678837	0.0478987	0.7742226	0.6757214	0.0226378	0.7720174
500	0.1504838	0.3348682	0.7600352	0.1285217	0.3103195	0.0813218	0.6621854	0.8210742	0.0424788	0.5868669
550	0.3279837	0.5221697	0.6988385	0.1621616	0.2422637	0.1623323	0.6453258	0.7527086	0.1072598	0.6329790
600	0.4625122	0.6741226	0.6251122	0.0771688	0.2611761	0.1699923	0.6243907	0.7548995	0.0502235	0.7334689
650	0.5027645	0.5753976	0.8444754	0.0659534	0.1271011	0.1895366	0.7672291	0.8026845	0.0583909	0.7388823
700	0.4568699	0.6501062	0.6794962	0.0565671	0.0916892	0.1838716	0.5660980	0.9470361	0.0642699	0.7517991
750	0.4573922	0.7525815	0.6830805	0.0635984	0.0890889	0.1968050	0.6565327	0.7272635	0.0917771	0.6496538
800	0.4673591	0.6878563	0.6893810	0.0403616	0.0951999	0.2187680	0.7651511	0.7103869	0.0694907	0.6384634
850	0.5740908	0.7540483	0.7488741	0.0485895	0.0785428	0.1390188	0.7764637	0.7675390	0.1115441	0.6906464
900	0.5789724	0.6642334	0.6855724	0.0308893	0.0908054	0.1038236	0.6891201	0.7407081	0.0681154	0.6913899
950	0.5807441	0.7428035	0.6896681	0.0398313	0.0527079	0.1134225	0.7790560	0.6971233	0.0748805	0.5588315
1000	0.6150590	0.7914839	0.7338346	0.0514550	0.0545777	0.1497582	0.7387872	0.7297605	0.0880393	0.7494818

0	0.5721021	0.7488840	0.8291730	0.0583898	0.1405680	0.1856884	0.7895898	0.7328528	0.0582964	0.7290956
50	0.4943056	0.7168271	0.4230036	0.0369937	0.1063695	0.1681408	0.3859525	0.7036246	0.0320088	0.8113444
100	0.5895997	0.8566080	0.3753981	0.0648329	0.1006306	0.4149950	0.2881652	0.5293939	0.0571869	0.7605485
150	0.5604448	0.8265362	0.4455677	0.0478536	0.0695844	0.6401355	0.2987828	0.7623953	0.0224155	0.7930855
200	0.6564318	0.7674289	0.3341114	0.0375294	0.0784993	0.7114371	0.1872216	0.4769368	0.0569733	0.7437056
250	0.6916032	0.6702040	0.4592139	0.0352461	0.0583156	0.8515742	0.2009254	0.5341082	0.0750389	0.5732109
300	0.6108053	0.6573251	0.3819118	0.0851725	0.0714448	0.5909941	0.2157231	0.5967284	0.0495951	0.6972026
350	0.6786609	0.6206951	0.4259957	0.1126286	0.0701450	0.7003616	0.2031181	0.5507933	0.0349917	0.8544667
400	0.5177475	0.7313219	0.3828859	0.0597860	0.0775891	0.8072915	0.1854703	0.4719954	0.0562757	0.7259537
450	0.6387315	0.7043800	0.3884911	0.0824679	0.1302246	0.7072286	0.2347073	0.5153583	0.0331998	0.8170251
500	0.5301211	0.8526353	0.5775486	0.0497808	0.1398455	0.8917570	0.2963124	0.4734828	0.0274102	0.7896696
550	0.5778911	0.7546285	0.8991251	0.0728886	0.0698583	0.6612716	0.5852736	0.7019630	0.0745715	0.7677033
600	0.5603064	0.7052946	0.7308637	0.0563183	0.0977365	0.5193700	0.7252911	0.7054107	0.0743269	0.7182858
650	0.6173002	0.6732331	0.7497886	0.0298746	0.0878008	0.2879764	0.7639855	0.6815362	0.0760594	0.6852142
700	0.5904145	0.7305508	0.7656781	0.0493673	0.0793211	0.1871036	0.7210300	0.8824957	0.0808361	0.6411434
750	0.6140443	0.5874817	0.8752045	0.1426977	0.0395061	0.1492180	0.8491860	0.7071829	0.1256343	0.6325789
800	0.6057908	0.7850713	0.7925162	0.0457409	0.0746251	0.1365411	0.7568743	0.6183271	0.0788372	0.6895433
850	0.6202648	0.6810883	0.7972626	0.0414736	0.0818411	0.1071711	0.6967701	0.8074045	0.0790284	0.6470419
900	0.6011207	0.8795143	0.9179386	0.0471221	0.1116258	0.1115717	0.6887736	0.7230474	0.0920698	0.8154271
950	0.5078440	0.6800950	0.6329059	0.0545293	0.0569155	0.1019160	0.7231019	0.7458792	0.1132082	0.7151498
1000	0.5758506	0.9287296	0.8385001	0.0494257	0.1114598	0.2260910	0.7970628	0.8867324	0.0814206	0.5986385

0	0.5620432	0.8317654	0.7631433	0.0919047	0.0806632	0.1640262	0.8973570	0.7207341	0.0603630	0.7564829
50	0.3407743	0.4368428	0.7276184	0.0456803	0.1089110	0.1902745	0.6661597	0.5175849	0.0711749	0.7549998
100	0.3634450	0.2965877	0.8659845	0.0482712	0.0860057	0.2490828	0.6571408	0.3018753	0.1019571	0.6624767
150	0.2795191	0.3195906	0.6318684	0.0387653	0.1139907	0.2062854	0.6079507	0.2608012	0.1114482	0.7380688
200	0.2513391	0.2367618	0.6028696	0.0260220	0.0548954	0.1902021	0.7091491	0.1673774	0.0935519	0.8512647
250	0.2711386	0.3305020	0.7599738	0.0428336	0.0892193	0.1854909	0.6651614	0.1670977	0.0642755	0.6237283
300	0.1549920	0.3226279	0.7130678	0.0889534	0.1223632	0.2094194	0.5662030	0.1658482	0.0818100	0.8106898
350	0.2309393	0.2981702	0.6341372	0.0563955	0.0884672	0.2564520	0.5519087	0.1340579	0.0747847	0.6362058
400	0.2352103	0.2868512	0.7247918	0.0346815	0.0418218	0.3690041	0.5379261	0.1943815	0.0774875	0.7172017
450	0.2316923	0.3813469	0.7205154	0.0779920	0.0599587	0.2759153	0.7221394	0.2047709	0.0972886	0.7157103
500	0.1903846	0.3218877	0.7807073	0.0505571	0.0420272	0.1811456	0.4516897	0.1480393	0.0722301	0.8410903
550	0.3223397	0.6153281	0.6533851	0.0512757	0.0815574	0.2956011	0.6449848	0.6377046	0.0630029	0.6568206
600	0.5188014	0.8417649	0.7288574	0.0582612	0.1274459	0.1954749	0.7221379	0.6185230	0.0907447	0.6026919
650	0.5792579	0.7438856	0.7479416	0.1060864	0.0762439	0.1729895	0.6824106	0.6207584	0.0897793	0.7428897
700	0.4495088	0.7473088	0.7826014	0.0544449	0.0907336	0.1330523	0.7036570	0.6314684	0.0672777	0.7441410
750	0.6615551	0.6762472	0.8204365	0.0277151	0.0855565	0.1542278	0.8185878	0.6610286	0.0675419	0.7850920
800	0.4263980	0.7394379	0.6367307	0.0852272	0.0793172	0.1999584	0.7167995	0.6768567	0.0960940	0.8752576
850	0.4774046	0.7210435	0.7258119	0.0402642	0.0841824	0.1788446	0.7391765	0.7910877	0.1051341	0.7785822
900	0.5359606	0.7371764	0.8200529	0.0557387	0.1020709	0.1514648	0.8364552	0.7926589	0.0783310	0.7996520
950	0.6488781	0.7715794	0.6744774	0.0726846	0.1120254	0.2590032	0.7140051	0.7539386	0.0669013	0.7488516
1000	0.5109650	0.8135339	0.6984440	0.0590929	0.0601809	0.0913183	0.7659874	0.8791120	0.0890040	0.7851995

0	0.4831220	0.8124922	0.8984865	0.0815324	0.1153972	0.1307391	0.8111466	0.8094403	0.0512514	0.7483607
50	0.5163248	0.6909327	0.3052238	0.0573873	0.0738238	0.0229791	0.7263920	0.3126555	0.0219766	0.7054270
100	0.6408867	0.5930999	0.3124427	0.0365884	0.1618536	0.0197814	0.6883086	0.1958881	0.0230125	0.7231050
150	0.7303513	0.8006171	0.3120641	0.0540732	0.2810222	0.0040713	0.7272431	0.1168419	0.0269380	0.6537349
200	0.6358762	0.8609131	0.3260950	0.1056237	0.4200080	0.0181542	0.6249616	0.0844118	0.0238462	0.7729803
250	0.6683396	0.7369419	0.2157736	0.1428436	0.3577781	0.0396735	0.7469261	0.0510147	0.0336747	0.6376405
300	0.6841782	0.8281012	0.3604007	0.2410739	0.3783783	0.0084596	0.6693082	0.0464695	0.0481196	0.7050444
350	0.6175012	0.7136098	0.2431486	0.1839429	0.5484980	0.0030206	0.7879332	0.0697464	0.0202048	0.6904151
400	0.6912040	0.6340019	0.2722267	0.1910436	0.4549103	0.0257721	0.7065593	0.0427185	0.0147921	0.7483896
450	0.6116532	0.7219483	0.3400700	0.2163808	0.4014441	0.0336144	0.7348686	0.0471644	0.0263844	0.8485387
500	0.6453048	0.7001948	0.1843014	0.2584763	0.4133100	0.0360251	0.6760061	0.0649938	0.0365449	0.8060477
550	0.5234763	0.7310994	0.3005193	0.2336452	0.2731676	0.1917547	0.8451046	0.3177525	0.0775184	0.9011149
600	0.4951220	0.7514070	0.3037534	0.1656790	0.2309584	0.2024468	0.7622792	0.5847199	0.0720079	0.7070530
650	0.5717389	0.6299437	0.3455759	0.1004143	0.2006377	0.1751030	0.6773437	0.5833031	0.0732750	0.6422281
700	0.5000350	0.7229757	0.5997503	0.0711640	0.2118770	0.1071020	0.7394447	0.7279074	0.0992038	0.6620037
750	0.5215986	0.6974270	0.6560748	0.0725033	0.2270027	0.2002463	0.8275327	0.6777598	0.0458041	0.7013541
800	0.5861102	0.8468914	0.6174129	0.0807546	0.1916932	0.1714388	0.7757576	0.7073569	0.1385743	0.7619837
850	0.6083375	0.7538606	0.5501354	0.0967191	0.1206393	0.1613677	0.7226585	0.7904055	0.0798166	0.8248605
900	0.5246839	0.7649958	0.7722564	0.0742188	0.0969329	0.1214372	0.7548853	0.9080626	0.0659441	0.7945965
950	0.4923078	0.8410145	0.6637959	0.0487967	0.0658519	0.2034965	0.6606261	0.7902120	0.0545323	0.7450000
1000	0.4215242	0.6184236	0.7578925	0.0440346	0.0886777	0.1844851	0.7308120	0.5447291	0.0759378	0.7590728

0	0.6148098	0.7846821	0.7566264	0.0774106	0.1032086	0.1380001	0.8224717	0.8672535	0.0693980	0.6372677
50	0.5749284	0.6996678	0.6909086	0.0971220	0.1148861	0.1606696	0.8089792	0.7249849	0.0880218	0.6442107
100	0.7053102	0.6390778	0.7380425	0.0516861	0.1413354	0.1343098	0.7416701	0.7230868	0.0928832	0.5543203
150	0.5575881	0.6860322	0.7473895	0.0513110	0.1275790	0.0917589	0.7689413	0.7353076	0.1331754	0.6508656
200	0.5344526	0.7416280	0.7317442	0.0666893	0.0772343	0.1109714	0.7883224	1.0000000	0.0808365	0.5719092
250	0.4950706	0.7656414	0.7265590	0.0802657	0.0557710	0.2066439	0.7357554	0.7037708	0.0732875	0.5312863
300	0.5085197	0.7456766	0.7453818	0.0671460	0.1075846	0.1430811	0.6752972	0.6690013	0.1481596	0.4843057
350	0.6568282	0.8086377	0.8393372	0.0463338	0.1404086	0.1442746	0.6833296	0.8087692	0.0821426	0.5126834
400	0.7227497	0.7366539	0.8576009	0.1013366	0.0672686	0.1477603	0.5877988	0.7952958	0.0713606	0.5633268
450	0.5980440	0.7720385	0.8245406	0.0666141	0.1042359	0.2457699	0.5826126	0.6283803	0.1087352	0.5197131
500	0.5324680	0.7723652	0.7626733	0.0458649	0.0870689	0.2438637	0.6132405	0.7556459	0.1177184	0.4010649
550	0.4860597	0.7274609	0.7536924	0.0424602	0.1041215	0.2199271	0.7129495	0.7727699	0.0821343	0.5671998
600	0.4431493	0.7740244	0.8218351	0.0449801	0.0501045	0.1384465	0.7286107	0.7898834	0.0644461	0.7124586
650	0.4688887	0.6964498	0.6413926	0.0406604	0.0653230	0.1751846	0.5932298	0.7157017	0.0363115	0.6439540
700	0.4759679	0.7697977	0.7538449	0.0457178	0.0388982	0.2528925	0.6368720	0.6464805	0.0529648	0.7383627
750	0.6012430	0.7698984	0.7084506	0.0397484	0.0816941	0.2472609	0.8002052	0.7598972	0.0820228	0.7479306
800	0.4973210	0.7333073	0.6457727	0.0611596	0.0793033	0.1341861	0.7630606	0.6585959	0.0944219	0.7041063
850	0.4863978	0.6933457	0.7477382	0.0632711	0.0829777	0.1762720	0.7902384	0.7245095	0.0999855	0.7499275
900	0.6002784	0.6786235	0.9360749	0.0548774	0.0803217	0.1858103	0.7297740	0.8316831	0.1208234	0.7561499
950	0.4608563	0.6026203	0.8450105	0.0287619	0.0677837	0.1644553	0.8335720	0.6319809	0.0804537	0.7546953
1000	0.5879173	0.7755292	0.6590745	0.0630115	0.0807980	0.1838837	0.6811795	0.6521283	0.0828711	0.7715619
